actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
444,PT02M06.00S,2022-03-08T02:18:37.4Z,3,REGULAR,substitution,in,[],203506,,,1610612748,85,72,2022-03-08T03:02:35Z,4370000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M51.00S,2022-03-08T02:19:03.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,94.69448094612353,50.73529411764706,1610612748,87,72,2022-03-08T02:22:51Z,4420000,4.0,-3.0,1,right,D. Dedmon cutting DUNK (6 PTS) (V. Oladipo 2 AST),"[203473, 203506]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,0.45,Made,,,,,,,,,6.0,V. Oladipo,203506.0,2.0,,,,,
451,PT01M35.00S,2022-03-08T02:19:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.915243101182654,52.94117647058824,1610612745,87,74,2022-03-08T02:24:27Z,4440000,-15.0,13.0,1,left,J. Tate Layup (4 PTS) (D. Nix 4 AST),"[1630256, 1630227]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,1.93,Made,,,,,,,,,4.0,D. Nix,1630227.0,4.0,,,,,
452,PT01M19.00S,2022-03-08T02:19:34.9Z,3,REGULAR,turnover,lost ball,[],203473,,,1610612748,87,74,2022-03-08T02:19:41Z,4450000,,,0,,D. Dedmon lost ball TURNOVER (2 TO),"[203473, 1630227]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,2.0,,,,,,,,,,,,,,,Nix,1630227.0,,,
453,PT01M19.00S,2022-03-08T02:19:34.9Z,3,REGULAR,steal,,[],1630227,,,1610612745,87,74,2022-03-08T02:19:37Z,4460000,,,0,,D. Nix STEAL (1 STL),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M16.00S,2022-03-08T02:19:44.7Z,3,REGULAR,foul,offensive,[],1630227,,,1610612745,87,74,2022-03-08T02:20:03Z,4470000,,,0,,D. Nix charge offensive FOUL (3 PF),"[1630227, 203506]",1610612745.0,HOU,charge,,,Nix,D. Nix,,,,,202026.0,,,,,,,,3.0,0.0,Oladipo,203506.0,,,,,,,,,
456,PT01M16.00S,2022-03-08T02:19:44.7Z,3,REGULAR,turnover,offensive foul,[],1630227,,,1610612745,87,74,2022-03-08T02:19:44Z,4490000,,,0,,D. Nix offensive foul TURNOVER (1 TO),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,202026.0,1.0,,,,,,,,,,,,,,,,,,,
457,PT01M00.00S,2022-03-08T02:20:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203506,94.03745072273325,55.63725490196079,1610612748,89,74,2022-03-08T02:20:19Z,4500000,28.0,4.0,1,right,V. Oladipo driving Layup (5 PTS) (T. Herro 2 AST),"[203506, 1629639]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,2.84,Made,,,,,,,,,5.0,T. Herro,1629639.0,2.0,,,,,
459,PT00M45.70S,2022-03-08T02:20:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,6.652431011826544,46.32352941176471,1610612745,89,76,2022-03-08T02:24:53Z,4520000,18.0,10.0,1,left,K. Martin Jr. driving Layup (7 PTS) (J. Christopher 3 AST),"[1630231, 1630528]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,,,2.09,Made,,,,,,,,,7.0,J. Christopher,1630528.0,3.0,,,,,
461,PT00M32.70S,2022-03-08T02:20:54.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628021,,,1610612748,89,76,2022-03-08T02:21:03Z,4540000,,,0,,D. Nwaba shooting personal FOUL (1 PF) (Oladipo 2 FT),"[1628021, 203506]",1610612745.0,HOU,shooting,,,Nwaba,D. Nwaba,,,,,202026.0,,,,,,,,1.0,0.0,Oladipo,203506.0,,,,,,,,,
463,PT00M32.70S,2022-03-08T02:21:19.4Z,3,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,89,76,2022-03-08T02:21:19Z,4560000,,,0,,MISS V. Oladipo Free Throw 1 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,Missed,,,,,,,,,,,,,,,,,
464,PT00M32.70S,2022-03-08T02:21:19.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,89,76,2022-03-08T02:21:19Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,
465,PT00M32.70S,2022-03-08T02:21:41.2Z,3,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,90,76,2022-03-08T02:21:41Z,4580000,,,0,,V. Oladipo Free Throw 2 of 2 (6 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
467,PT00M32.70S,2022-03-08T02:21:42.3Z,3,REGULAR,substitution,out,[],202710,,,1610612745,90,76,2022-03-08T02:21:49Z,4600000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M32.70S,2022-03-08T02:21:42.3Z,3,REGULAR,substitution,in,[],200768,,,1610612745,90,76,2022-03-08T02:21:49Z,4610000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M09.30S,2022-03-08T02:22:03.5Z,3,REGULAR,3pt,Jump Shot,[],1630528,30.831143232588698,27.941176470588236,1610612745,90,76,2022-03-08T02:22:16Z,4630000,110.0,237.0,1,left,MISS J. Christopher 26' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,,
471,PT00M07.80S,2022-03-08T02:22:05.0Z,3,REGULAR,rebound,offensive,[],1630256,,,1610612745,90,76,2022-03-08T02:22:16Z,4640000,,,0,,J. Tate REBOUND (Off:2 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,470.0,5.0,3.0,2.0,,,,,,,,,,,,,
472,PT00M01.60S,2022-03-08T02:22:12.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,6.389618922470433,55.88235294117647,1610612745,90,78,2022-03-08T02:22:19Z,4650000,-29.0,8.0,1,left,K. Martin Jr. Layup (9 PTS) (J. Tate 3 AST),"[1630231, 1630256]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,3.04,Made,,,,,,,,,9.0,J. Tate,1630256.0,3.0,,,,,
474,PT00M00.30S,2022-03-08T02:22:21.1Z,3,REGULAR,3pt,Jump Shot,[],200768,32.53942181340342,50.73529411764706,1610612748,90,78,2022-03-08T02:22:58Z,4670000,4.0,582.0,1,right,MISS K. Lowry 58' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,58.16,Missed,,,,,,,,,,,,,,,,,
475,PT00M00.10S,2022-03-08T02:22:21.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,90,78,2022-03-08T02:22:58Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,
476,PT00M00.00S,2022-03-08T02:23:01.9Z,3,REGULAR,period,end,[],0,,,1610612748,90,78,2022-03-08T02:23:01Z,4690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-03-08T02:23:19.5Z,4,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,90,78,2022-03-08T02:24:45Z,4700000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-03-08T02:23:19.5Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,90,78,2022-03-08T02:24:45Z,4710000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-03-08T02:24:58.0Z,4,REGULAR,period,start,[],0,,,1610612748,90,78,2022-03-08T02:24:58Z,4720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M45.00S,2022-03-08T02:25:18.2Z,4,REGULAR,foul,personal,[],1630528,,,1610612748,90,78,2022-03-08T02:25:24Z,4730000,,,0,,J. Christopher personal FOUL (1 PF),"[1630528, 1629639]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,200832.0,,,,,,,,1.0,0.0,Herro,1629639.0,,,,,,,,,
489,PT11M36.00S,2022-03-08T02:25:51.1Z,4,REGULAR,foul,personal,[],1628021,,,1610612748,90,78,2022-03-08T02:26:23Z,4750000,,,0,,D. Nwaba personal FOUL (2 PF),"[1628021, 1628389]",1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,1363.0,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,,,,,
493,PT11M21.00S,2022-03-08T02:26:19.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,71.69842312746385,81.37254901960785,1610612748,93,78,2022-03-08T02:26:25Z,4770000,157.0,214.0,1,right,T. Herro 26' 3PT  (26 PTS) (V. Oladipo 3 AST),"[1629639, 203506]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,26.5,Made,,,,,,,,,26.0,V. Oladipo,203506.0,3.0,,,,,
495,PT11M01.00S,2022-03-08T02:26:39.5Z,4,REGULAR,3pt,Jump Shot,[],1630528,28.597240473061763,78.67647058823529,1610612745,93,78,2022-03-08T02:26:52Z,4790000,-143.0,216.0,1,left,MISS J. Christopher 25' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,,
496,PT10M57.00S,2022-03-08T02:26:42.9Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,93,78,2022-03-08T02:26:42Z,4800000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,495.0,6.0,4.0,2.0,,,,,,,,,,,,,
497,PT10M47.00S,2022-03-08T02:26:53.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.60512483574244,50.0,1610612748,95,78,2022-03-08T02:26:59Z,4810000,0.0,111.0,1,right,B. Adebayo 11' fadeaway Jump Shot (9 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,,,11.1,Made,,,,,,,,,9.0,,,,,,,,
498,PT10M27.00S,2022-03-08T02:27:13.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,15.588042049934298,41.17647058823529,1610612745,95,78,2022-03-08T02:30:06Z,4820000,44.0,94.0,1,left,MISS J. Christopher 10' driving floating Shot,[1630528],1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,,,10.38,Missed,,,,,,,,,,,,,,,,,
499,PT10M26.00S,2022-03-08T02:27:14.6Z,4,REGULAR,rebound,offensive,[],1630256,,,1610612745,95,78,2022-03-08T02:27:19Z,4830000,,,0,,J. Tate REBOUND (Off:3 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,498.0,6.0,3.0,3.0,,,,,,,,,,,,,
500,PT10M26.00S,2022-03-08T02:27:18.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,7.440867279894875,50.73529411764706,1610612745,95,80,2022-03-08T02:30:11Z,4840000,-4.0,17.0,1,left,J. Tate putback Layup (6 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,,,1.78,Made,,,,,,,,,6.0,,,,,,,,
501,PT10M26.00S,2022-03-08T02:27:22.2Z,4,REGULAR,foul,personal,['1freethrow'],200768,,,1610612745,95,80,2022-03-08T02:27:31Z,4850000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Tate 1 FT),"[200768, 1630256]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,202026.0,,,,,,,,2.0,0.0,Tate,1630256.0,,,,,,,,,
503,PT10M26.00S,2022-03-08T02:27:48.9Z,4,REGULAR,foul,technical,['1freethrow'],200768,,,1610612745,95,80,2022-03-08T02:28:06Z,4870000,,,0,,K. Lowry technical FOUL (1 Tech),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,202026.0,,,,,,,,2.0,1.0,,,,,,,,,,,
504,PT10M26.00S,2022-03-08T02:28:17.5Z,4,REGULAR,freethrow,1 of 1,[],1630528,,,1610612745,95,81,2022-03-08T02:28:17Z,4880000,,,0,,J. Christopher technical Free Throw 1 of 1 (7 PTS),[1630528],1610612745.0,HOU,technical,,,Christopher,J. Christopher,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
505,PT10M26.00S,2022-03-08T02:28:42.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630256,,,1610612745,95,81,2022-03-08T02:28:47Z,4890000,,,0,,MISS J. Tate Free Throw 1 of 1,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Missed,,,,,,,,,,,,,,,,,
506,PT10M23.00S,2022-03-08T02:28:45.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,95,81,2022-03-08T02:28:47Z,4900000,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,505.0,7.0,5.0,2.0,,,,,,,,,,,,,
507,PT10M14.00S,2022-03-08T02:28:53.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203506,93.51182654402102,50.245098039215684,1610612748,97,81,2022-03-08T02:32:23Z,4910000,1.0,8.0,1,right,V. Oladipo driving DUNK (8 PTS),[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,0.86,Made,,,,,,,,,8.0,,,,,,,,
509,PT10M00.00S,2022-03-08T02:29:19.3Z,4,REGULAR,foul,offensive,[],1628021,,,1610612745,97,81,2022-03-08T02:29:37Z,4930000,,,0,,D. Nwaba charge offensive FOUL (3 PF),"[1628021, 1628997]",1610612745.0,HOU,charge,,,Nwaba,D. Nwaba,,,,,1363.0,,,,,,,,3.0,0.0,Martin,1628997.0,,,,,,,,,
511,PT10M00.00S,2022-03-08T02:29:19.3Z,4,REGULAR,turnover,offensive foul,[],1628021,,,1610612745,97,81,2022-03-08T02:29:19Z,4950000,,,0,,D. Nwaba offensive foul TURNOVER (1 TO),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,1363.0,1.0,,,,,,,,,,,,,,,,,,,
512,PT10M00.00S,2022-03-08T02:29:34.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,97,81,2022-03-08T02:29:34Z,4960000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M00.00S,2022-03-08T02:29:37.6Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612748,97,81,2022-03-08T02:30:51Z,4970000,,,0,,,[],1610612745.0,HOU,stands,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,
518,PT10M00.00S,2022-03-08T02:31:38.0Z,4,REGULAR,substitution,out,[],1630256,,,1610612748,97,81,2022-03-08T02:32:13Z,4980000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M00.00S,2022-03-08T02:31:38.0Z,4,REGULAR,substitution,in,[],1629726,,,1610612748,97,81,2022-03-08T02:32:13Z,4990000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M43.00S,2022-03-08T02:32:49.4Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612748,97,81,2022-03-08T02:32:55Z,5000000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1630528]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,2.0,,,,,,,,,,,,,,,Christopher,1630528.0,,,
521,PT09M43.00S,2022-03-08T02:32:49.4Z,4,REGULAR,steal,,[],1630528,,,1610612745,97,81,2022-03-08T02:32:53Z,5010000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M37.00S,2022-03-08T02:32:55.4Z,4,REGULAR,turnover,bad pass,[],1630528,,,1610612745,97,81,2022-03-08T02:33:06Z,5020000,,,0,,J. Christopher bad pass TURNOVER (1 TO),"[1630528, 1628997]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,1.0,,,,,,,,,,,,,,,Martin,1628997.0,,,
523,PT09M37.00S,2022-03-08T02:32:55.4Z,4,REGULAR,steal,,[],1628997,,,1610612748,97,81,2022-03-08T02:32:57Z,5030000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M24.00S,2022-03-08T02:33:09.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,91.5407358738502,54.90196078431373,1610612748,97,81,2022-03-08T02:33:14Z,5040000,25.0,27.0,1,right,MISS B. Adebayo Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,3.65,Missed,,,,,,,,,,,,,,,,,
525,PT09M21.00S,2022-03-08T02:33:12.0Z,4,REGULAR,rebound,defensive,[],1630227,,,1610612745,97,81,2022-03-08T02:33:14Z,5050000,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,524.0,1.0,1.0,0.0,,,,,,,,,,,,,
526,PT09M11.00S,2022-03-08T02:33:21.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630227,10.726018396846255,45.83333333333333,1610612745,97,81,2022-03-08T02:33:34Z,5060000,21.0,48.0,1,left,MISS D. Nix driving bank Shot,[1630227],1610612745.0,HOU,driving bank,,,Nix,D. Nix,,,,,,,5.26,Missed,,,,,,,,,,,,,,,,,
527,PT09M08.00S,2022-03-08T02:33:24.3Z,4,REGULAR,rebound,offensive,[],1628021,,,1610612745,97,81,2022-03-08T02:33:24Z,5070000,,,0,,D. Nwaba REBOUND (Off:1 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,526.0,3.0,2.0,1.0,,,,,,,,,,,,,
528,PT09M06.00S,2022-03-08T02:33:25.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628021,9.149145860709593,52.450980392156865,1610612745,97,83,2022-03-08T02:33:31Z,5080000,-12.0,34.0,1,left,D. Nwaba putback Layup (4 PTS),[1628021],1610612745.0,HOU,putback,,,Nwaba,D. Nwaba,,,,,,,3.57,Made,,,,,,,,,4.0,,,,,,,,
529,PT08M47.00S,2022-03-08T02:33:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,94.56307490144546,53.18627450980392,1610612748,97,83,2022-03-08T02:33:50Z,5090000,16.0,-1.0,1,right,MISS C. Martin driving Layup - blocked,"[1628997, 1630528]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,1.6,Missed,,,,,,,,,,,,,,,Christopher,1630528.0,
530,PT08M47.00S,2022-03-08T02:33:45.5Z,4,REGULAR,block,,[],1630528,,,1610612748,97,83,2022-03-08T02:33:49Z,5100000,,,0,,J. Christopher BLOCK (1 BLK),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M43.00S,2022-03-08T02:33:49.5Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,97,83,2022-03-08T02:33:50Z,5110000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,529.0,8.0,5.0,3.0,,,,,,,,,,,,,
532,PT08M40.00S,2022-03-08T02:33:59.1Z,4,REGULAR,foul,personal,[],1629726,,,1610612748,97,83,2022-03-08T02:34:07Z,5120000,,,0,,G. Mathews personal FOUL (2 PF),"[1629726, 1628389]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,200832.0,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,,,,,
534,PT08M34.00S,2022-03-08T02:34:26.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,87.07293035479631,97.30392156862744,1610612748,97,83,2022-03-08T02:34:33Z,5140000,237.0,69.0,1,right,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,24.64,Missed,,,,,,,,,,,,,,,,,
535,PT08M29.00S,2022-03-08T02:34:31.9Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,97,83,2022-03-08T02:34:33Z,5150000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,534.0,1.0,0.0,1.0,,,,,,,,,,,,,
536,PT08M29.00S,2022-03-08T02:34:32.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628997,94.40999984741211,50.0,1610612748,99,83,2022-03-08T02:34:32Z,5160000,0.0,0.0,1,right,C. Martin tip DUNK (5 PTS),[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,,,0.0,Made,,,,,,,,,5.0,,,,,,,,
537,PT08M12.00S,2022-03-08T02:34:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,7.703679369250986,50.245098039215684,1610612745,99,85,2022-03-08T02:34:53Z,5170000,-1.0,20.0,1,left,J. Christopher driving Layup (9 PTS) (G. Mathews 1 AST),"[1630528, 1629726]",1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,,,1.99,Made,,,,,,,,,9.0,G. Mathews,1629726.0,1.0,,,,,
539,PT07M56.00S,2022-03-08T02:35:05.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,93.64323258869908,50.98039215686274,1610612748,99,85,2022-03-08T02:35:15Z,5190000,5.0,7.0,1,right,MISS C. Martin driving DUNK - blocked,"[1628997, 1630231]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,0.88,Missed,,,,,,,,,,,,,,,Martin Jr.,1630231.0,
544,PT07M56.00S,2022-03-08T02:35:05.9Z,4,REGULAR,block,,[],1630231,,,1610612748,99,85,2022-03-08T02:35:36Z,5195000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M55.00S,2022-03-08T02:35:06.9Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,99,85,2022-03-08T02:35:10Z,5200000,,,0,,C. Martin REBOUND (Off:2 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,539.0,2.0,0.0,2.0,,,,,,,,,,,,,
541,PT07M55.00S,2022-03-08T02:35:15.0Z,4,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,99,85,2022-03-08T02:35:23Z,5210000,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,bad pass,,,Martin,C. Martin,,,,,202026.0,1.0,,,,,,,,,,,,,,,,,,,
542,PT07M39.00S,2022-03-08T02:35:33.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630227,15.850854139290407,1.4705882352941175,1610612745,99,85,2022-03-08T02:35:41Z,5220000,243.0,96.0,1,left,MISS D. Nix 26' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,,
543,PT07M36.00S,2022-03-08T02:35:36.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,99,85,2022-03-08T02:35:41Z,5230000,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,542.0,9.0,6.0,3.0,,,,,,,,,,,,,
545,PT07M34.00S,2022-03-08T02:35:38.0Z,4,REGULAR,turnover,lost ball,[],1628389,,,1610612748,99,85,2022-03-08T02:35:44Z,5240000,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 1630231]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,2.0,,,,,,,,,,,,,,,Martin Jr.,1630231.0,,,
546,PT07M34.00S,2022-03-08T02:35:38.0Z,4,REGULAR,steal,,[],1630231,,,1610612745,99,85,2022-03-08T02:35:40Z,5250000,,,0,,K. Martin Jr. STEAL (3 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M33.00S,2022-03-08T02:35:46.9Z,4,REGULAR,foul,offensive,[],1630231,,,1610612745,99,85,2022-03-08T02:35:54Z,5260000,,,0,,K. Martin Jr. charge offensive FOUL (2 PF),"[1630231, 1628997]",1610612745.0,HOU,charge,,,Martin Jr.,K. Martin Jr.,,,,,1363.0,,,,,,,,2.0,0.0,Martin,1628997.0,,,,,,,,,
549,PT07M33.00S,2022-03-08T02:35:46.9Z,4,REGULAR,turnover,offensive foul,[],1630231,,,1610612745,99,85,2022-03-08T02:35:46Z,5280000,,,0,,K. Martin Jr. offensive foul TURNOVER (3 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,1363.0,3.0,,,,,,,,,,,,,,,,,,,
550,PT07M33.00S,2022-03-08T02:35:59.7Z,4,REGULAR,substitution,out,[],1628021,,,1610612748,99,85,2022-03-08T02:36:16Z,5290000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M33.00S,2022-03-08T02:35:59.7Z,4,REGULAR,substitution,out,[],1629726,,,1610612748,99,85,2022-03-08T02:36:16Z,5300000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M33.00S,2022-03-08T02:35:59.7Z,4,REGULAR,substitution,in,[],1630224,,,1610612748,99,85,2022-03-08T02:36:16Z,5310000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
