actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
264,PT02M35.00S,2022-02-13T01:56:13.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,93.9060446780552,54.41176470588235,1610612751,56,49,2022-02-13T01:56:21Z,2640000,22.0,5.0,1,right,B. Brown running Layup (10 PTS),[1628971],1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,,,2.26,Made,,,,,10.0,,,,,,,,
265,PT02M35.00S,2022-02-13T01:56:18.5Z,2,REGULAR,foul,personal,['1freethrow'],202710,,,1610612751,56,49,2022-02-13T01:56:25Z,2650000,,,0,,J. Butler shooting personal FOUL (1 PF) (Brown 1 FT),"[202710, 1628971]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,1626302.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
267,PT02M35.00S,2022-02-13T01:56:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,56,49,2022-02-13T01:56:36Z,2670000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M35.00S,2022-02-13T01:56:30.9Z,2,REGULAR,substitution,out,[],1629216,,,1610612751,56,49,2022-02-13T01:59:24Z,2680000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M35.00S,2022-02-13T01:56:30.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612751,56,49,2022-02-13T01:59:24Z,2690000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M35.00S,2022-02-13T01:56:30.9Z,2,REGULAR,substitution,in,[],200768,,,1610612751,56,49,2022-02-13T01:59:24Z,2700000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M35.00S,2022-02-13T01:56:30.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612751,56,49,2022-02-13T01:59:24Z,2710000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M35.00S,2022-02-13T01:59:33.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628971,,,1610612751,56,50,2022-02-13T01:59:33Z,2720000,,,0,,B. Brown Free Throw 1 of 1 (11 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
273,PT02M15.00S,2022-02-13T02:00:00.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200782,7.30946123521682,54.166666666666664,1610612748,56,50,2022-02-13T02:05:03Z,2730000,-21.0,16.0,1,left,MISS P. Tucker Hook,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,2.64,Missed,,,,,,,,,,,,,
274,PT02M14.00S,2022-02-13T02:00:01.2Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,56,50,2022-02-13T02:05:03Z,2740000,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,273.0,3.0,1.0,2.0,,,,,,,,,
275,PT02M13.00S,2022-02-13T02:00:04.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,8.360709592641262,55.88235294117647,1610612748,56,50,2022-02-13T02:05:43Z,2750000,-29.0,26.0,1,left,MISS J. Butler Jump Shot - blocked,"[202710, 1630556]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,3.93,Missed,,,,,,,,,,,,Edwards,1630556.0
279,PT02M13.00S,2022-02-13T02:00:04.3Z,2,REGULAR,block,,[],1630556,,,1610612748,56,50,2022-02-13T02:00:33Z,2755000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M12.00S,2022-02-13T02:00:05.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,56,50,2022-02-13T02:05:43Z,2760000,,,0,,P. Tucker REBOUND (Off:2 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,275.0,5.0,3.0,2.0,,,,,,,,,
277,PT02M11.00S,2022-02-13T02:00:09.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200782,8.492115637319317,54.65686274509803,1610612748,58,50,2022-02-13T02:05:53Z,2770000,-23.0,27.0,1,left,P. Tucker Jump Shot (4 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,3.59,Made,,,,,4.0,,,,,,,,
278,PT01M57.00S,2022-02-13T02:00:23.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,58,50,2022-02-13T02:00:23Z,2780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT01M57.00S,2022-02-13T02:00:30.8Z,2,REGULAR,substitution,out,[],201933,,,1610612751,58,50,2022-02-13T02:00:49Z,2790000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M57.00S,2022-02-13T02:00:30.8Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,58,50,2022-02-13T02:00:49Z,2800000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M51.00S,2022-02-13T02:00:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630556,72.40473061760841,82.37591911764706,1610612751,58,50,2022-02-13T02:06:48Z,2810000,162.0,207.0,1,right,MISS K. Edwards 26' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,26.27,Missed,,,,,,,,,,,,,
283,PT01M49.00S,2022-02-13T02:00:52.9Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,58,50,2022-02-13T02:06:48Z,2820000,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,282.0,6.0,6.0,0.0,,,,,,,,,
284,PT01M43.00S,2022-02-13T02:01:11.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612748,58,50,2022-02-13T02:07:23Z,2830000,,,0,,K. Edwards personal FOUL (2 PF) (Butler 2 FT),"[1630556, 202710]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,101283.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
286,PT01M43.00S,2022-02-13T02:01:25.0Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,59,50,2022-02-13T02:01:25Z,2850000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
287,PT01M43.00S,2022-02-13T02:01:25.9Z,2,REGULAR,substitution,out,[],1630556,,,1610612748,59,50,2022-02-13T02:01:29Z,2860000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M43.00S,2022-02-13T02:01:25.9Z,2,REGULAR,substitution,in,[],1630560,,,1610612748,59,50,2022-02-13T02:01:29Z,2870000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M43.00S,2022-02-13T02:01:48.3Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,60,50,2022-02-13T02:01:48Z,2880000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
290,PT01M32.00S,2022-02-13T02:02:00.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.38042049934296,55.63725490196079,1610612751,60,50,2022-02-13T02:02:06Z,2890000,28.0,10.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,,,2.98,Missed,,,,,,,,,,,,,
291,PT01M26.00S,2022-02-13T02:02:06.3Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,60,50,2022-02-13T02:02:06Z,2900000,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,290.0,2.0,0.0,2.0,,,,,,,,,
292,PT01M26.00S,2022-02-13T02:02:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,60,52,2022-02-13T02:02:05Z,2910000,0.0,0.0,1,right,D. Sharpe tip Layup (4 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,
293,PT01M21.00S,2022-02-13T02:02:18.9Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,60,52,2022-02-13T02:02:39Z,2920000,,,0,,B. Adebayo off-the-ball offensive FOUL (1 PF),"[1628389, 201988]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,101283.0,1.0,0.0,Mills,201988.0,,,,,,,,,,,,,,,
295,PT01M21.00S,2022-02-13T02:02:18.9Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,60,52,2022-02-13T02:02:18Z,2940000,,,0,,B. Adebayo offensive foul TURNOVER (4 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,101283.0,,,,,,,,,,,,,,,4.0,,,,
296,PT01M07.00S,2022-02-13T02:02:38.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,76.42904073587385,27.450980392156865,1610612751,60,54,2022-02-13T02:02:43Z,2950000,-113.0,169.0,1,right,C. Thomas 20' pullup Jump Shot (13 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,20.32,Made,,,,,13.0,,,,,,,,
297,PT00M56.90S,2022-02-13T02:02:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612748,60,54,2022-02-13T02:03:24Z,2960000,,,0,,D. Sharpe shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1630549, 1628389]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,101283.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
299,PT00M56.90S,2022-02-13T02:03:25.1Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,61,54,2022-02-13T02:03:55Z,2980000,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
300,PT00M56.90S,2022-02-13T02:03:25.1Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,61,54,2022-02-13T02:03:55Z,2990000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Missed,,,,,,,,,,,,,
301,PT00M54.70S,2022-02-13T02:03:27.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,61,54,2022-02-13T02:03:55Z,3000000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,300.0,1.0,1.0,0.0,,,,,,,,,
302,PT00M43.90S,2022-02-13T02:03:58.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,94.30026281208936,52.20588235294118,1610612751,61,56,2022-02-13T02:08:47Z,3010000,11.0,1.0,1,right,D. Sharpe driving DUNK (6 PTS) (C. Thomas 2 AST),"[1630549, 1630560]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,,,,,,1.11,Made,,,,,6.0,C. Thomas,1630560.0,2.0,,,,,
304,PT00M37.00S,2022-02-13T02:04:12.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612748,61,56,2022-02-13T02:04:20Z,3030000,,,0,,P. Mills shooting personal FOUL (1 PF) (Herro 2 FT),"[201988, 1629639]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,101284.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
306,PT00M37.00S,2022-02-13T02:04:38.7Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,62,56,2022-02-13T02:04:38Z,3050000,,,0,,T. Herro Free Throw 1 of 2 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
307,PT00M37.00S,2022-02-13T02:05:10.3Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612748,62,56,2022-02-13T02:05:10Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M37.00S,2022-02-13T02:05:36.9Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,63,56,2022-02-13T02:05:36Z,3070000,,,0,,T. Herro Free Throw 2 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
309,PT00M27.30S,2022-02-13T02:05:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.02825229960578,50.245098039215684,1610612751,63,58,2022-02-13T02:06:04Z,3080000,1.0,126.0,1,right,C. Thomas 12' pullup Jump Shot (15 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,12.58,Made,,,,,15.0,,,,,,,,
310,PT00M08.00S,2022-02-13T02:06:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612748,63,58,2022-02-13T02:06:30Z,3090000,,,0,,C. Thomas shooting personal FOUL (2 PF) (Lowry 2 FT),"[1630560, 200768]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,1626302.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
312,PT00M08.00S,2022-02-13T02:06:39.5Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,63,58,2022-02-13T02:06:39Z,3110000,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Missed,,,,,,,,,,,,,
313,PT00M08.00S,2022-02-13T02:06:39.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,63,58,2022-02-13T02:06:39Z,3120000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,
314,PT00M08.00S,2022-02-13T02:06:46.7Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,63,58,2022-02-13T02:06:53Z,3130000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M08.00S,2022-02-13T02:06:46.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,63,58,2022-02-13T02:06:53Z,3140000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M08.00S,2022-02-13T02:06:56.1Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,64,58,2022-02-13T02:06:56Z,3150000,,,0,,K. Lowry Free Throw 2 of 2 (3 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
317,PT00M04.20S,2022-02-13T02:07:09.2Z,2,REGULAR,foul,personal,[],200768,,,1610612751,64,58,2022-02-13T02:07:22Z,3160000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1628971]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1626302.0,2.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
319,PT00M02.10S,2022-02-13T02:07:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612751,64,58,2022-02-13T02:07:36Z,3180000,,,0,,K. Lowry personal FOUL (3 PF) (Brown 2 FT),"[200768, 1628971]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,101284.0,3.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
321,PT00M02.10S,2022-02-13T02:07:50.0Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,64,58,2022-02-13T02:07:50Z,3200000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,
322,PT00M02.10S,2022-02-13T02:07:50.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,64,58,2022-02-13T02:07:50Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,
323,PT00M02.10S,2022-02-13T02:07:51.5Z,2,REGULAR,substitution,out,[],201988,,,1610612751,64,58,2022-02-13T02:08:07Z,3220000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M02.10S,2022-02-13T02:07:51.5Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,64,58,2022-02-13T02:08:07Z,3230000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M02.10S,2022-02-13T02:07:51.5Z,2,REGULAR,substitution,in,[],1630556,,,1610612751,64,58,2022-02-13T02:08:07Z,3240000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M02.10S,2022-02-13T02:07:51.5Z,2,REGULAR,substitution,in,[],1630561,,,1610612751,64,58,2022-02-13T02:08:07Z,3250000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M02.10S,2022-02-13T02:07:50.0Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,64,58,2022-02-13T02:08:24Z,3260000,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,
328,PT00M02.10S,2022-02-13T02:07:50.0Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,64,58,2022-02-13T02:08:24Z,3270000,,,0,,P. Tucker REBOUND (Off:2 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,327.0,6.0,4.0,2.0,,,,,,,,,
329,PT00M00.00S,2022-02-13T02:08:29.4Z,2,REGULAR,period,end,[],0,,,1610612748,64,58,2022-02-13T02:08:29Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,64,58,2022-02-13T02:23:32Z,3290000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612748,64,58,2022-02-13T02:23:32Z,3300000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,out,['startperiod'],1630561,,,1610612748,64,58,2022-02-13T02:23:32Z,3310000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,64,58,2022-02-13T02:23:32Z,3320000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,in,['startperiod'],201933,,,1610612748,64,58,2022-02-13T02:23:32Z,3330000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-13T02:18:09.6Z,3,REGULAR,substitution,in,['startperiod'],201988,,,1610612748,64,58,2022-02-13T02:23:32Z,3340000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-13T02:23:43.9Z,3,REGULAR,period,start,[],0,,,1610612751,64,58,2022-02-13T02:23:43Z,3350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M38.00S,2022-02-13T02:24:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.272010512483574,64.48376225490196,1610612751,64,58,2022-02-13T02:24:15Z,3360000,-72.0,72.0,1,left,MISS K. Irving 10' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,10.23,Missed,,,,,,,,,,,,,
340,PT11M35.00S,2022-02-13T02:24:07.9Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,64,58,2022-02-13T02:24:15Z,3370000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,339.0,2.0,2.0,0.0,,,,,,,,,
341,PT11M34.00S,2022-02-13T02:24:18.1Z,3,REGULAR,foul,personal,[],201933,,,1610612748,64,58,2022-02-13T02:24:39Z,3380000,,,0,,B. Griffin personal FOUL (2 PF),"[201933, 1628389]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,101283.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
343,PT11M22.00S,2022-02-13T02:24:36.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.64323258869908,51.225490196078425,1610612748,64,58,2022-02-13T02:24:42Z,3400000,6.0,7.0,1,right,MISS D. Robinson Layup,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,0.95,Missed,,,,,,,,,,,,,
344,PT11M20.00S,2022-02-13T02:24:38.1Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,64,58,2022-02-13T02:24:38Z,3410000,,,0,,B. Adebayo REBOUND (Off:2 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,343.0,9.0,7.0,2.0,,,,,,,,,
345,PT11M19.00S,2022-02-13T02:24:39.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,91.67214191852825,51.71568627450981,1610612748,64,58,2022-02-13T02:24:46Z,3420000,9.0,26.0,1,right,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,2.72,Missed,,,,,,,,,,,,,
346,PT11M16.00S,2022-02-13T02:24:42.5Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,64,58,2022-02-13T02:24:46Z,3430000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,345.0,4.0,3.0,1.0,,,,,,,,,
347,PT11M09.00S,2022-02-13T02:24:50.0Z,3,REGULAR,3pt,Jump Shot,[],201933,32.53942181340342,46.568627450980394,1610612751,64,58,2022-02-13T02:24:54Z,3440000,17.0,253.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,25.4,Missed,,,,,,,,,,,,,
348,PT11M06.00S,2022-02-13T02:24:53.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,64,58,2022-02-13T02:24:54Z,3450000,,,0,,B. Adebayo REBOUND (Off:2 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,347.0,10.0,8.0,2.0,,,,,,,,,
349,PT10M51.00S,2022-02-13T02:25:07.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,78.66294349540078,89.95098039215686,1610612748,67,58,2022-02-13T02:25:12Z,3460000,200.0,148.0,1,right,D. Robinson 24' 3PT  (11 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,24.87,Made,,,,,11.0,J. Butler,202710.0,2.0,,,,,
351,PT10M42.00S,2022-02-13T02:25:15.8Z,3,REGULAR,3pt,Jump Shot,[],202681,34.11629434954008,45.588235294117645,1610612751,67,58,2022-02-13T02:26:16Z,3480000,22.0,268.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,26.91,Missed,,,,,,,,,,,,,
352,PT10M39.00S,2022-02-13T02:25:18.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,67,58,2022-02-13T02:25:22Z,3490000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,351.0,4.0,2.0,2.0,,,,,,,,,
353,PT10M33.00S,2022-02-13T02:25:30.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.91261498028909,50.0,1610612748,69,58,2022-02-13T02:27:08Z,3500000,0.0,52.0,1,right,B. Adebayo Jump Shot (9 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,5.17,Made,,,,,9.0,K. Lowry,200768.0,3.0,,,,,
355,PT10M24.00S,2022-02-13T02:25:42.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,69,58,2022-02-13T02:25:42Z,3520000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
