actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
17,PT11M16.00S,2021-12-07T00:43:16.1Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,1,2,2021-12-07T00:43:16Z,170000,,,0,,K. Lowry Free Throw 1 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
18,PT11M16.00S,2021-12-07T00:43:29.6Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,2,2,2021-12-07T00:43:29Z,180000,,,0,,K. Lowry Free Throw 2 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,,,,2.0,,,,,,
19,PT11M04.00S,2021-12-07T00:43:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,15.850854139290407,46.81372549019608,1610612763,2,4,2021-12-07T00:43:58Z,190000,16.0,96.0,1,left,D. Brooks 9' driving floating Jump Shot (2 PTS) (S. Adams 1 AST),"[1628415, 203500]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,9.78,Made,,,,,,,,,,,,,2.0,S. Adams,203500.0,1.0,,,
21,PT10M49.00S,2021-12-07T00:43:59.7Z,1,REGULAR,3pt,Jump Shot,[],200782,95.6143232588699,95.34313725490196,1610612748,2,4,2021-12-07T00:44:04Z,210000,227.0,-11.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M47.00S,2021-12-07T00:44:01.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,4,2021-12-07T00:44:04Z,220000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M39.00S,2021-12-07T00:44:09.7Z,1,REGULAR,2pt,Jump Shot,[],1630217,23.078186596583443,54.166666666666664,1610612763,2,6,2021-12-07T00:44:18Z,230000,-21.0,164.0,1,left,D. Bane 16' pullup Jump Shot (4 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,16.57,Made,,,,,,,,,,,,,4.0,S. Adams,203500.0,2.0,,,
25,PT10M28.00S,2021-12-07T00:44:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.59198423127464,49.50980392156863,1610612748,2,6,2021-12-07T00:44:25Z,250000,-2.0,17.0,1,right,MISS D. Robinson alley-oop Layup,[1629130],1610612748.0,MIA,alley-oop,,,Robinson,D. Robinson,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M25.00S,2021-12-07T00:44:23.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,6,2021-12-07T00:44:25Z,260000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
27,PT10M18.00S,2021-12-07T00:44:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,8.754927726675426,36.27450980392157,1610612763,2,6,2021-12-07T00:44:37Z,270000,69.0,30.0,1,left,MISS D. Brooks 7' driving finger roll Layup,[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M15.00S,2021-12-07T00:44:33.8Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,2,6,2021-12-07T00:44:37Z,280000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT10M06.00S,2021-12-07T00:44:42.4Z,1,REGULAR,2pt,Jump Shot,[],202710,93.24901445466492,69.85294117647058,1610612748,2,6,2021-12-07T00:44:50Z,290000,99.0,11.0,1,right,MISS J. Butler 9' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,9.99,Missed,,,,,,,,,,,,,,,,,,,
30,PT10M01.00S,2021-12-07T00:44:47.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,6,2021-12-07T00:44:50Z,300000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
31,PT09M57.00S,2021-12-07T00:44:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,12.434296977660972,3.9215686274509802,1610612763,2,6,2021-12-07T00:45:07Z,310000,230.0,64.0,1,left,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M52.00S,2021-12-07T00:44:57.2Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,2,6,2021-12-07T00:45:07Z,320000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT09M37.00S,2021-12-07T00:45:13.9Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612748,2,6,2021-12-07T00:46:22Z,330000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Tucker 2 FT),"[1628415, 200782]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,101283.0,1.0,0.0,Tucker,200782.0,,,,,,,
35,PT09M37.00S,2021-12-07T00:45:49.8Z,1,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,3,6,2021-12-07T00:45:49Z,350000,,,0,,P. Tucker Free Throw 1 of 2 (1 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
36,PT09M37.00S,2021-12-07T00:46:12.4Z,1,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,4,6,2021-12-07T00:46:12Z,360000,,,0,,P. Tucker Free Throw 2 of 2 (2 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,,,,,,,,,2.0,,,,,,
37,PT09M25.00S,2021-12-07T00:46:30.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,4,6,2021-12-07T00:46:30Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M19.00S,2021-12-07T00:46:51.3Z,1,REGULAR,2pt,Jump Shot,[],1630217,9.411957950065702,18.872549019607842,1610612763,4,6,2021-12-07T00:46:56Z,380000,156.0,36.0,1,left,MISS D. Bane 15' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,15.97,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M14.00S,2021-12-07T00:46:56.3Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,4,6,2021-12-07T00:46:56Z,390000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT09M14.00S,2021-12-07T00:46:58.6Z,1,REGULAR,foul,personal,[],1628991,,,1610612748,4,6,2021-12-07T00:47:18Z,400000,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 202710]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,1628954.0,1.0,0.0,Butler,202710.0,,,,,,,
42,PT09M05.00S,2021-12-07T00:47:39.9Z,1,REGULAR,foul,offensive,[],200782,,,1610612748,4,6,2021-12-07T00:47:56Z,420000,,,0,,P. Tucker off-the-ball offensive FOUL (1 PF),"[200782, 1628415]",1610612748.0,MIA,off-the-ball,,,Tucker,P. Tucker,,,,,,,,,,,,,,1628954.0,1.0,0.0,Brooks,1628415.0,,,,,,,
44,PT09M05.00S,2021-12-07T00:47:39.9Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612748,4,6,2021-12-07T00:47:39Z,440000,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,1.0,,,1628954.0,,,,,,,,,,,
45,PT08M53.00S,2021-12-07T00:48:00.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,5.732588699080158,3.1862745098039214,1610612763,4,9,2021-12-07T00:48:07Z,450000,234.0,1.0,1,left,J. Jackson Jr. 3PT  (3 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.41,Made,,,,,,,,,,,,,3.0,T. Jones,1626145.0,1.0,,,
47,PT08M43.00S,2021-12-07T00:48:12.5Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,4,9,2021-12-07T00:48:22Z,470000,,,0,,K. Lowry lost ball out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,lost ball,,,Lowry,K. Lowry,,,,,,,,,,,1.0,,,1662.0,,,,,,,,,,,
48,PT08M33.00S,2021-12-07T00:48:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,32.933639947437584,45.588235294117645,1610612763,4,12,2021-12-07T00:48:29Z,480000,22.0,257.0,1,left,D. Bane 25' 3PT  (7 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.8,Made,,,,,,,,,,,,,7.0,T. Jones,1626145.0,2.0,,,
50,PT08M20.00S,2021-12-07T00:48:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.85479632063075,55.88235294117647,1610612748,4,12,2021-12-07T00:48:44Z,500000,29.0,15.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M18.00S,2021-12-07T00:48:39.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,12,2021-12-07T00:48:44Z,510000,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,50.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
52,PT08M15.00S,2021-12-07T00:48:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,7.046649145860711,47.794117647058826,1610612763,4,14,2021-12-07T00:48:59Z,520000,11.0,14.0,1,left,D. Brooks running Layup (4 PTS),[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,1.76,Made,,,,,,,,,,,,,4.0,,,,,,
53,PT08M15.00S,2021-12-07T00:48:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,4,14,2021-12-07T00:48:49Z,530000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M15.00S,2021-12-07T00:49:46.2Z,1,REGULAR,foul,technical,['1freethrow'],202710,,,1610612748,4,14,2021-12-07T00:51:20Z,540000,,,0,,J. Butler technical FOUL (1 Tech),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,101283.0,0.0,1.0,,,,,,,,,
55,PT08M15.00S,2021-12-07T00:51:44.0Z,1,REGULAR,freethrow,1 of 1,[],1626145,,,1610612748,4,15,2021-12-07T00:51:44Z,550000,,,0,,T. Jones technical Free Throw 1 of 1 (1 PTS),[1626145],1610612763.0,MEM,technical,,,Jones,T. Jones,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
56,PT07M56.00S,2021-12-07T00:52:13.1Z,1,REGULAR,2pt,Jump Shot,[],202710,93.24901445466492,70.09803921568627,1610612748,4,15,2021-12-07T00:52:19Z,560000,100.0,11.0,1,right,MISS J. Butler 10' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2021-12-07T00:52:17.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,15,2021-12-07T00:52:19Z,570000,,,0,,S. Adams REBOUND (Off:0 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,56.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
58,PT07M39.00S,2021-12-07T00:52:29.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,15.982260183968464,51.71568627450981,1610612763,4,15,2021-12-07T00:52:48Z,580000,-9.0,98.0,1,left,MISS J. Jackson Jr. 9' Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,9.81,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2021-12-07T00:52:33.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,4,15,2021-12-07T00:52:48Z,590000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT07M23.00S,2021-12-07T00:52:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.43823915900131,58.333333333333336,1610612748,4,15,2021-12-07T00:53:40Z,600000,42.0,47.0,1,right,MISS J. Butler 6' turnaround Shot - blocked,"[202710, 203500]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,6.27,Missed,,,,,,,,,,,,,,,,,Adams,203500.0,
61,PT07M23.00S,2021-12-07T00:52:46.5Z,1,REGULAR,block,,[],203500,,,1610612748,4,15,2021-12-07T00:52:52Z,610000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M23.00S,2021-12-07T00:52:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,4,15,2021-12-07T00:52:55Z,620000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
63,PT07M23.00S,2021-12-07T00:52:53.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,4,15,2021-12-07T00:52:53Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M16.00S,2021-12-07T00:53:35.2Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,4,15,2021-12-07T00:53:35Z,640000,,,0,,Jump Ball D. Dedmon vs. D. Bane: Tip to P. Tucker,"[200782, 203473, 1630217]",1610612748.0,MIA,heldball,P. Tucker,200782.0,Tucker,P. Tucker,Dedmon,203473.0,Bane,1630217.0,,,,,,,,,,,,,,,,,,,,,
67,PT07M15.00S,2021-12-07T00:53:36.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],200782,77.87450722733246,47.549019607843135,1610612748,6,15,2021-12-07T00:53:49Z,670000,-12.0,155.0,1,right,P. Tucker 15' floating Jump Shot (4 PTS),[200782],1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,15.6,Made,,,,,,,,,,,,,4.0,,,,,,
68,PT06M59.00S,2021-12-07T00:53:52.5Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,6,15,2021-12-07T00:53:56Z,680000,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1629130]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,1.0,Robinson,1629130.0,,,,,,,,,,,,
69,PT06M59.00S,2021-12-07T00:53:52.5Z,1,REGULAR,steal,,[],1629130,,,1610612748,6,15,2021-12-07T00:53:54Z,690000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M54.00S,2021-12-07T00:54:00.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,6,15,2021-12-07T00:54:00Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M54.00S,2021-12-07T00:54:01.4Z,1,REGULAR,substitution,out,[],1630217,,,1610612748,6,15,2021-12-07T00:54:06Z,710000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M54.00S,2021-12-07T00:54:01.4Z,1,REGULAR,substitution,in,[],1629001,,,1610612748,6,15,2021-12-07T00:54:06Z,720000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M51.00S,2021-12-07T00:54:16.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,93.51182654402102,2.941176470588235,1610612748,6,15,2021-12-07T00:54:23Z,730000,-235.0,8.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M47.00S,2021-12-07T00:54:19.9Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,6,15,2021-12-07T00:54:19Z,740000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
75,PT06M39.00S,2021-12-07T00:54:27.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629130,72.48685939553219,82.84313725490196,1610612748,6,15,2021-12-07T00:54:32Z,750000,164.0,206.0,1,right,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
76,PT06M36.00S,2021-12-07T00:54:30.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,15,2021-12-07T00:54:32Z,760000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
77,PT06M25.00S,2021-12-07T00:54:41.5Z,1,REGULAR,3pt,Jump Shot,[],1626145,12.959921156373195,95.09803921568627,1610612763,6,18,2021-12-07T00:54:47Z,770000,-225.0,69.0,1,left,T. Jones 3PT  (4 PTS) (D. Brooks 1 AST),"[1626145, 1628415]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,23.59,Made,,,,,,,,,,,,,4.0,D. Brooks,1628415.0,1.0,,,
79,PT06M14.00S,2021-12-07T00:54:53.3Z,1,REGULAR,2pt,Jump Shot,[],202710,91.67214191852825,69.85294117647058,1610612748,6,18,2021-12-07T00:55:00Z,790000,99.0,26.0,1,right,MISS J. Butler 10' floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,10.26,Missed,,,,,,,,,,,,,,,,,,,
80,PT06M08.00S,2021-12-07T00:54:58.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,6,18,2021-12-07T00:54:58Z,800000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
81,PT06M07.00S,2021-12-07T00:55:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,6.1268068331143235,49.26470588235294,1610612763,6,20,2021-12-07T00:55:11Z,810000,4.0,5.0,1,left,D. Brooks running Layup (6 PTS) (D. Melton 1 AST),"[1628415, 1629001]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,0.63,Made,,,,,,,,,,,,,6.0,D. Melton,1629001.0,1.0,,,
82,PT06M06.00S,2021-12-07T00:55:07.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,6,20,2021-12-07T00:55:09Z,820000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M06.00S,2021-12-07T00:57:14.3Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,6,20,2021-12-07T00:57:36Z,830000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M06.00S,2021-12-07T00:57:14.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,6,20,2021-12-07T00:57:36Z,840000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M53.00S,2021-12-07T00:58:09.2Z,1,REGULAR,2pt,Jump Shot,[],202710,88.38699080157687,26.715686274509803,1610612748,8,20,2021-12-07T00:58:15Z,850000,-116.0,57.0,1,right,J. Butler 12' Jump Shot (2 PTS) (K. Lowry 1 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,12.95,Made,,,,,,,,,,,,,2.0,K. Lowry,200768.0,1.0,,,
88,PT05M38.00S,2021-12-07T00:58:23.7Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612763,8,20,2021-12-07T00:58:28Z,870000,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 200768]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,,,,,,,
89,PT05M38.00S,2021-12-07T00:58:23.7Z,1,REGULAR,steal,,[],200768,,,1610612748,8,20,2021-12-07T00:58:26Z,880000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M34.00S,2021-12-07T00:58:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,94.56307490144546,51.225490196078425,1610612748,10,20,2021-12-07T00:58:35Z,890000,6.0,-1.0,1,right,T. Herro running Layup (2 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,0.63,Made,,,,,,,,,,,,,2.0,J. Butler,202710.0,1.0,,,
92,PT05M34.00S,2021-12-07T00:58:34.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,10,20,2021-12-07T00:58:34Z,910000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
