actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
16,PT10M58.00S,2021-12-12T01:12:37.1Z,1,REGULAR,2pt,Jump Shot,[],200768,89.17542706964521,69.6078431372549,1610612748,3,0,2021-12-12T01:12:45Z,160000,98.0,49.0,1,right,MISS K. Lowry 10' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,10.97,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M53.00S,2021-12-12T01:12:42.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,0,2021-12-12T01:12:45Z,170000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M44.00S,2021-12-12T01:12:49.8Z,1,REGULAR,3pt,Jump Shot,[],1628366,24.392247043363994,10.784313725490197,1610612741,3,3,2021-12-12T01:50:18Z,180000,196.0,177.0,1,left,L. Ball 26' 3PT  (3 PTS) (A. Caruso 1 AST),"[1628366, 1627936]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,26.4,Made,,,,,3.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,
20,PT10M11.00S,2021-12-12T01:13:27.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,3,3,2021-12-12T01:18:13Z,200000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2021-12-12T01:13:47.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628972,8.492115637319317,96.81372549019608,1610612741,3,3,2021-12-12T01:13:53Z,210000,-234.0,27.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M00.00S,2021-12-12T01:13:50.9Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612741,3,3,2021-12-12T01:13:50Z,220000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
23,PT09M53.00S,2021-12-12T01:13:58.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628366,32.802233902759525,63.48039215686274,1610612741,3,3,2021-12-12T01:14:13Z,230000,-67.0,256.0,1,left,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2021-12-12T01:14:03.4Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,3,3,2021-12-12T01:14:13Z,240000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M38.00S,2021-12-12T01:14:12.3Z,1,REGULAR,3pt,Jump Shot,[],200782,95.6143232588699,95.34313725490196,1610612748,3,3,2021-12-12T01:14:16Z,250000,227.0,-11.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M35.00S,2021-12-12T01:14:15.7Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,3,3,2021-12-12T01:14:15Z,260000,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
27,PT09M34.00S,2021-12-12T01:14:16.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,66.83639947437582,49.754901960784316,1610612748,3,3,2021-12-12T01:14:23Z,270000,-1.0,259.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M32.00S,2021-12-12T01:14:18.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,3,3,2021-12-12T01:14:23Z,280000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
29,PT09M32.00S,2021-12-12T01:14:22.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,3,3,2021-12-12T01:14:22Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M23.00S,2021-12-12T01:14:36.3Z,1,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,3,3,2021-12-12T01:14:44Z,300000,,,0,,A. Caruso lost ball out-of-bounds TURNOVER (1 TO),[1627936],1610612741.0,CHI,lost ball,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,1179.0,1.0,,,,,,,
31,PT09M05.00S,2021-12-12T01:14:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200782,91.5407358738502,53.18627450980392,1610612748,3,3,2021-12-12T01:15:03Z,310000,16.0,27.0,1,right,MISS P. Tucker driving Layup,[200782],1610612748.0,MIA,driving,,,Tucker,P. Tucker,,,,,3.13,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M03.00S,2021-12-12T01:15:00.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,3,2021-12-12T01:15:03Z,320000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT08M48.00S,2021-12-12T01:15:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.703679369250986,45.09803921568628,1610612741,3,3,2021-12-12T01:15:21Z,330000,25.0,20.0,1,left,MISS A. Caruso cutting Layup - blocked,"[1627936, 200782]",1610612741.0,CHI,cutting,,,Caruso,A. Caruso,,,,,3.16,Missed,,,,,,,,,Tucker,200782.0,,,,,,,,,
34,PT08M48.00S,2021-12-12T01:15:15.6Z,1,REGULAR,block,,[],200782,,,1610612741,3,3,2021-12-12T01:15:19Z,340000,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M48.00S,2021-12-12T01:15:15.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,3,3,2021-12-12T01:15:21Z,350000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
36,PT08M48.00S,2021-12-12T01:15:21.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,3,3,2021-12-12T01:15:46Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2021-12-12T01:15:33.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,30.56833114323259,25.735294117647058,1610612741,3,3,2021-12-12T01:15:38Z,370000,121.0,235.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2021-12-12T01:15:37.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,3,3,2021-12-12T01:15:38Z,380000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
39,PT08M36.00S,2021-12-12T01:15:43.1Z,1,REGULAR,3pt,Jump Shot,[],200768,67.3414914586071,34.55499387254902,1610612748,6,3,2021-12-12T01:15:52Z,390000,-77.0,254.0,1,right,K. Lowry 26' 3PT  (3 PTS) (G. Vincent 1 AST),"[200768, 1629216]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,26.6,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,
41,PT08M18.00S,2021-12-12T01:16:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,8.886333771353483,54.65686274509803,1610612741,6,3,2021-12-12T01:16:09Z,410000,-23.0,31.0,1,left,MISS T. Brown Jr. driving Layup,[1628972],1610612741.0,CHI,driving,,,Brown Jr.,T. Brown Jr.,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2021-12-12T01:16:00.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,6,3,2021-12-12T01:16:09Z,420000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,
43,PT08M18.00S,2021-12-12T01:16:07.7Z,1,REGULAR,foul,personal,[],202696,,,1610612748,6,3,2021-12-12T01:17:19Z,430000,,,0,,N. Vucevic loose ball personal FOUL (1 PF),"[202696, 200782]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,1179.0,,1.0,0.0,Tucker,200782.0,,,
45,PT08M02.00S,2021-12-12T01:16:32.2Z,1,REGULAR,2pt,Jump Shot,[],1629130,77.7431011826544,32.84313725490196,1610612748,8,3,2021-12-12T01:16:40Z,450000,-86.0,157.0,1,right,D. Robinson 17' pullup Jump Shot (2 PTS) (K. Lowry 2 AST),"[1629130, 200768]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,17.87,Made,,,,,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,
46,PT07M43.00S,2021-12-12T01:16:50.4Z,1,REGULAR,3pt,Jump Shot,[],1628366,5.206964520367937,4.901960784313726,1610612741,8,6,2021-12-12T01:16:55Z,460000,225.0,-4.0,1,left,L. Ball 3PT  (6 PTS) (A. Caruso 2 AST),"[1628366, 1627936]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,22.55,Made,,,,,6.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,
48,PT07M28.00S,2021-12-12T01:17:05.5Z,1,REGULAR,2pt,Jump Shot,[],1629216,76.42904073587385,50.98039215686274,1610612748,10,6,2021-12-12T01:17:11Z,480000,5.0,169.0,1,right,G. Vincent 16' pullup Jump Shot (2 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,16.92,Made,,,,,2.0,,,,,,,,,,,,,,
49,PT07M27.00S,2021-12-12T01:17:11.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,10,6,2021-12-12T01:17:11Z,490000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M27.00S,2021-12-12T01:19:28.1Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,10,6,2021-12-12T01:20:06Z,500000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2021-12-12T01:19:28.1Z,1,REGULAR,substitution,in,[],1628035,,,1610612741,10,6,2021-12-12T01:20:06Z,510000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2021-12-12T01:20:16.3Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,10,6,2021-12-12T01:20:21Z,520000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629216]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,1.0,,,,,Vincent,1629216.0,
54,PT07M14.00S,2021-12-12T01:20:16.3Z,1,REGULAR,steal,,[],1629216,,,1610612748,10,6,2021-12-12T01:28:15Z,530000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M10.00S,2021-12-12T01:20:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629216,93.38042049934296,54.65686274509803,1610612748,10,6,2021-12-12T01:20:26Z,540000,23.0,10.0,1,right,MISS G. Vincent running Layup,[1629216],1610612748.0,MIA,running,,,Vincent,G. Vincent,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2021-12-12T01:20:23.2Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,10,6,2021-12-12T01:20:23Z,550000,,,0,,K. Lowry REBOUND (Off:2 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,55.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
57,PT07M06.00S,2021-12-12T01:20:24.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629130,86.67871222076215,95.09803921568627,1610612748,13,6,2021-12-12T01:20:31Z,560000,225.0,73.0,1,right,D. Robinson 3PT  (5 PTS) (K. Lowry 3 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.69,Made,,,,,5.0,K. Lowry,200768.0,3.0,,,,,,,,,,,
59,PT06M50.00S,2021-12-12T01:20:40.5Z,1,REGULAR,2pt,Jump Shot,[],203897,23.73521681997372,41.17647058823529,1610612741,13,6,2021-12-12T01:20:54Z,580000,44.0,171.0,1,left,MISS Z. LaVine 17' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,17.62,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2021-12-12T01:20:45.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,13,6,2021-12-12T01:20:49Z,590000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,59.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
61,PT06M37.00S,2021-12-12T01:20:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.85479632063075,50.0,1610612748,15,6,2021-12-12T01:20:59Z,600000,0.0,15.0,1,right,D. Dedmon cutting Layup (5 PTS) (K. Lowry 4 AST),"[203473, 200768]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,1.47,Made,,,,,5.0,K. Lowry,200768.0,4.0,,,,,,,,,,,
63,PT06M19.00S,2021-12-12T01:21:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,7.30946123521682,49.01960784313725,1610612741,15,6,2021-12-12T01:21:21Z,620000,5.0,16.0,1,left,MISS L. Ball driving finger roll Layup,[1628366],1610612741.0,CHI,driving finger roll,,,Ball,L. Ball,,,,,1.69,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M15.00S,2021-12-12T01:21:15.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,15,6,2021-12-12T01:22:08Z,640000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
66,PT06M14.00S,2021-12-12T01:21:16.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,78.66294349540078,90.68627450980392,1610612748,18,6,2021-12-12T01:21:32Z,650000,203.0,148.0,1,right,D. Robinson 25' 3PT  (8 PTS) (K. Lowry 5 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.16,Made,,,,,8.0,K. Lowry,200768.0,5.0,,,,,,,,,,,
68,PT06M01.00S,2021-12-12T01:21:32.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,18,6,2021-12-12T01:21:32Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M01.00S,2021-12-12T01:21:33.5Z,1,REGULAR,substitution,out,[],1629216,,,1610612741,18,6,2021-12-12T01:21:40Z,680000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M01.00S,2021-12-12T01:21:33.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612741,18,6,2021-12-12T01:21:40Z,690000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2021-12-12T01:21:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,7.5722733245729295,45.34313725490196,1610612741,18,8,2021-12-12T01:22:06Z,700000,23.0,19.0,1,left,T. Brown Jr. bank Jump Shot (2 PTS) (L. Ball 1 AST),"[1628972, 1628366]",1610612741.0,CHI,bank,,,Brown Jr.,T. Brown Jr.,,,,,2.99,Made,,,,,2.0,L. Ball,1628366.0,1.0,,,,,,,,,,,
73,PT05M37.00S,2021-12-12T01:22:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,69.46452036793693,20.588235294117645,1610612748,18,8,2021-12-12T01:22:21Z,720000,-147.0,235.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2021-12-12T01:22:15.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,8,2021-12-12T01:34:05Z,730000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
75,PT05M30.00S,2021-12-12T01:22:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,6.652431011826544,48.529411764705884,1610612741,18,10,2021-12-12T01:23:00Z,740000,7.0,10.0,1,left,L. Ball driving Layup (8 PTS),[1628366],1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,1.24,Made,,,,,8.0,,,,,,,,,,,,,,
76,PT05M30.00S,2021-12-12T01:22:41.0Z,1,REGULAR,foul,personal,['1freethrow'],200768,,,1610612741,18,10,2021-12-12T01:22:46Z,750000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Ball 1 FT),"[200768, 1628366]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,2002.0,,1.0,0.0,Ball,1628366.0,,,
78,PT05M30.00S,2021-12-12T01:22:47.2Z,1,REGULAR,freethrow,1 of 1,[],1628366,,,1610612741,18,11,2021-12-12T01:22:47Z,770000,,,0,,L. Ball Free Throw 1 of 1 (9 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
79,PT05M09.00S,2021-12-12T01:23:11.4Z,1,REGULAR,3pt,Jump Shot,[],1629639,89.30683311432325,5.147058823529411,1610612748,21,11,2021-12-12T01:23:29Z,780000,-224.0,48.0,1,right,T. Herro 3PT  (3 PTS) (P. Tucker 1 AST),"[1629639, 200782]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,22.94,Made,,,,,3.0,P. Tucker,200782.0,1.0,,,,,,,,,,,
81,PT04M48.00S,2021-12-12T01:23:31.1Z,1,REGULAR,3pt,Jump Shot,[],1628035,7.835085413929041,2.696078431372549,1610612741,21,14,2021-12-12T01:23:36Z,800000,237.0,21.0,1,left,A. McKinnie 3PT  (3 PTS) (T. Brown Jr. 1 AST),"[1628035, 1628972]",1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,23.74,Made,,,,,3.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,
83,PT04M31.00S,2021-12-12T01:23:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.9862023653088,46.32352941176471,1610612748,23,14,2021-12-12T01:23:55Z,820000,-18.0,13.0,1,right,T. Herro driving Layup (5 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.28,Made,,,,,5.0,,,,,,,,,,,,,,
84,PT04M21.00S,2021-12-12T01:24:00.4Z,1,REGULAR,foul,personal,[],1629639,,,1610612741,23,14,2021-12-12T01:24:18Z,830000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 203897]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,1627519.0,,1.0,0.0,LaVine,203897.0,,,
86,PT04M21.00S,2021-12-12T01:24:08.7Z,1,REGULAR,substitution,out,[],203473,,,1610612741,23,14,2021-12-12T01:24:17Z,850000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M21.00S,2021-12-12T01:24:08.7Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,23,14,2021-12-12T01:24:17Z,860000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M21.00S,2021-12-12T01:24:08.7Z,1,REGULAR,substitution,in,[],1629644,,,1610612741,23,14,2021-12-12T01:24:17Z,870000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2021-12-12T01:24:08.7Z,1,REGULAR,substitution,in,[],1629653,,,1610612741,23,14,2021-12-12T01:24:17Z,880000,,,0,,SUB in: D. Dotson,[1629653],1610612741.0,CHI,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2021-12-12T01:24:28.6Z,1,REGULAR,3pt,Jump Shot,[],203897,32.276609724047304,50.98039215686274,1610612741,23,17,2021-12-12T01:24:34Z,890000,-5.0,251.0,1,left,Z. LaVine 25' 3PT step back (3 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.09,Made,,,,,3.0,,,,,,,,,,,,,,
91,PT03M58.00S,2021-12-12T01:24:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,91.5407358738502,50.73529411764706,1610612748,23,17,2021-12-12T01:25:59Z,900000,4.0,27.0,1,right,MISS P. Tucker Layup - blocked,"[200782, 1628035]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2.73,Missed,,,,,,,,,McKinnie,1628035.0,,,,,,,,,
