actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
359,PT10M17.00S,2022-01-29T02:28:34.9Z,3,REGULAR,turnover,traveling,[],1628389,,,1610612748,63,48,2022-01-29T02:28:42Z,3590000,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,202026.0,,,,,2.0,,,,,,,,,,,,,,
360,PT10M00.00S,2022-01-29T02:28:57.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202704,95.0886990801577,95.83333333333334,1610612746,63,48,2022-01-29T02:29:05Z,3600000,229.0,-6.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,22.93,Missed,,,,,,,,,,,,
361,PT09M59.00S,2022-01-29T02:28:58.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,63,48,2022-01-29T02:29:05Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,
362,PT09M59.00S,2022-01-29T02:29:03.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,63,48,2022-01-29T02:29:03Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT09M49.00S,2022-01-29T02:29:24.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202704,89.30683311432325,35.78431372549019,1610612746,63,50,2022-01-29T02:29:30Z,3630000,-71.0,48.0,1,right,R. Jackson 8' driving Layup (11 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,,8.58,Made,,,,,11.0,,,,,,,
364,PT09M37.00S,2022-01-29T02:29:36.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,29.517082785808146,24.019607843137255,1610612748,66,50,2022-01-29T02:29:42Z,3640000,130.0,225.0,1,left,D. Robinson 25' 3PT  (13 PTS) (G. Vincent 3 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,25.98,Made,,,,,13.0,G. Vincent,1629216.0,3.0,,,,
367,PT09M20.00S,2022-01-29T02:29:58.2Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612746,66,50,2022-01-29T02:30:06Z,3670000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Coffey 2 FT),"[1629216, 1629599]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,202026.0,2.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,
369,PT09M20.00S,2022-01-29T02:30:20.3Z,3,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,66,51,2022-01-29T02:30:20Z,3690000,,,0,,A. Coffey Free Throw 1 of 2 (4 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
370,PT09M20.00S,2022-01-29T02:30:32.9Z,3,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,66,52,2022-01-29T02:30:32Z,3700000,,,0,,A. Coffey Free Throw 2 of 2 (5 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
371,PT09M07.00S,2022-01-29T02:30:50.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.1268068331143235,52.450980392156865,1610612748,68,52,2022-01-29T02:30:58Z,3710000,-12.0,5.0,1,left,B. Adebayo cutting DUNK (11 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,,,,1.33,Made,,,,,11.0,D. Robinson,1629130.0,1.0,,,,
373,PT08M56.00S,2022-01-29T02:31:01.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.9862023653088,51.71568627450981,1610612746,68,54,2022-01-29T02:31:06Z,3730000,9.0,13.0,1,right,I. Zubac cutting DUNK (6 PTS) (R. Jackson 3 AST),"[1627826, 202704]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,,,,1.59,Made,,,,,6.0,R. Jackson,202704.0,3.0,,,,
375,PT08M47.00S,2022-01-29T02:31:10.2Z,3,REGULAR,3pt,Jump Shot,[],1629216,22.552562417871222,89.4607843137255,1610612748,71,54,2022-01-29T02:31:16Z,3750000,-197.0,159.0,1,left,G. Vincent 25' 3PT  (12 PTS) (P. Tucker 2 AST),"[1629216, 200782]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,25.37,Made,,,,,12.0,P. Tucker,200782.0,2.0,,,,
377,PT08M36.00S,2022-01-29T02:31:25.4Z,3,REGULAR,foul,personal,[],200782,,,1610612746,71,54,2022-01-29T02:31:41Z,3770000,,,0,,P. Tucker personal FOUL (3 PF),"[200782, 1627826]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2714.0,3.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
379,PT08M27.00S,2022-01-29T02:31:52.2Z,3,REGULAR,3pt,Jump Shot,[],202704,69.07030223390277,30.637254901960787,1610612746,71,54,2022-01-29T02:33:15Z,3790000,-97.0,238.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,,25.71,Missed,,,,,,,,,,,,
380,PT08M23.00S,2022-01-29T02:31:56.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,71,54,2022-01-29T02:31:59Z,3800000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,379.0,4.0,3.0,1.0,,,,,,,,
381,PT08M10.00S,2022-01-29T02:32:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.601182654402102,53.18627450980392,1610612748,73,54,2022-01-29T02:32:14Z,3810000,-16.0,0.0,1,left,J. Butler Layup (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,1.59,Made,,,,,18.0,,,,,,,
382,PT08M09.00S,2022-01-29T02:32:15.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,73,54,2022-01-29T02:32:15Z,3820000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M00.00S,2022-01-29T02:35:18.2Z,3,REGULAR,foul,personal,[],1629216,,,1610612746,73,54,2022-01-29T02:35:27Z,3830000,,,0,,G. Vincent personal FOUL (3 PF),"[1629216, 1629611]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,202026.0,3.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
385,PT07M55.00S,2022-01-29T02:35:33.9Z,3,REGULAR,3pt,Jump Shot,[],201587,75.1149802890933,83.33333333333334,1610612746,73,54,2022-01-29T02:35:39Z,3850000,167.0,181.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,24.64,Missed,,,,,,,,,,,,
386,PT07M52.00S,2022-01-29T02:35:36.9Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,73,54,2022-01-29T02:35:39Z,3860000,,,0,,T. Mann REBOUND (Off:2 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,385.0,4.0,2.0,2.0,,,,,,,,
387,PT07M50.00S,2022-01-29T02:35:38.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629611,80.23981603153744,23.284313725490197,1610612746,73,56,2022-01-29T02:35:44Z,3870000,-134.0,133.0,1,right,T. Mann 18' Jump Shot (4 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,18.87,Made,,,,,4.0,,,,,,,
388,PT07M28.00S,2022-01-29T02:36:00.8Z,3,REGULAR,3pt,Jump Shot,[],1629216,26.231931668856767,14.215686274509803,1610612748,76,56,2022-01-29T02:36:06Z,3880000,179.0,194.0,1,left,G. Vincent 26' 3PT  (15 PTS) (D. Robinson 2 AST),"[1629216, 1629130]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,26.4,Made,,,,,15.0,D. Robinson,1629130.0,2.0,,,,
390,PT07M10.00S,2022-01-29T02:36:23.9Z,3,REGULAR,foul,personal,[],200782,,,1610612746,76,56,2022-01-29T02:36:55Z,3900000,,,0,,P. Tucker personal FOUL (4 PF),"[200782, 1627826]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2714.0,4.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
392,PT07M10.00S,2022-01-29T02:36:34.2Z,3,REGULAR,substitution,out,[],200782,,,1610612746,76,56,2022-01-29T02:36:47Z,3920000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M10.00S,2022-01-29T02:36:34.2Z,3,REGULAR,substitution,in,[],1628997,,,1610612746,76,56,2022-01-29T02:36:47Z,3930000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M02.00S,2022-01-29T02:36:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,93.38042049934296,47.05882352941176,1610612746,76,58,2022-01-29T02:37:07Z,3940000,-15.0,10.0,1,right,A. Coffey driving Layup (7 PTS) (N. Batum 2 AST),"[1629599, 201587]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,,,,,,,1.76,Made,,,,,7.0,N. Batum,201587.0,2.0,,,,
395,PT06M50.00S,2022-01-29T02:37:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.588042049934298,39.950980392156865,1610612748,76,58,2022-01-29T02:37:18Z,3950000,50.0,94.0,1,left,MISS B. Adebayo 10' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,,10.66,Missed,,,,,,,,,,,,
396,PT06M46.00S,2022-01-29T02:37:15.8Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,76,58,2022-01-29T02:37:18Z,3960000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,395.0,2.0,2.0,0.0,,,,,,,,
397,PT06M32.00S,2022-01-29T02:37:29.7Z,3,REGULAR,2pt,Jump Shot,[],201587,91.93495400788436,74.01960784313727,1610612746,76,60,2022-01-29T02:37:35Z,3970000,120.0,23.0,1,right,N. Batum 12' pullup Jump Shot (12 PTS),[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,,,,,,,12.23,Made,,,,,12.0,,,,,,,
398,PT06M07.00S,2022-01-29T02:37:56.3Z,3,REGULAR,3pt,Jump Shot,[],1629216,6.652431011826544,3.431372549019608,1610612748,79,60,2022-01-29T02:38:00Z,3980000,233.0,10.0,1,left,G. Vincent 3PT  (18 PTS) (C. Martin 1 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,23.3,Made,,,,,18.0,C. Martin,1628997.0,1.0,,,,
400,PT05M51.00S,2022-01-29T02:38:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.67871222076215,50.245098039215684,1610612746,79,62,2022-01-29T02:38:17Z,4000000,1.0,73.0,1,right,R. Jackson 7' floating Jump Shot (13 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,,,,,,,7.27,Made,,,,,13.0,,,,,,,
401,PT05M43.00S,2022-01-29T02:38:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.434296977660972,45.09803921568628,1610612748,79,62,2022-01-29T02:38:24Z,4010000,25.0,64.0,1,left,MISS B. Adebayo 6' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,,,,,,,6.89,Missed,,,,,,,,,,,,
402,PT05M40.00S,2022-01-29T02:38:22.4Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,79,62,2022-01-29T02:38:22Z,4020000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,401.0,5.0,3.0,2.0,,,,,,,,
403,PT05M38.00S,2022-01-29T02:38:25.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,28.465834428383708,20.588235294117645,1610612748,82,62,2022-01-29T02:38:33Z,4030000,147.0,215.0,1,left,G. Vincent 26' 3PT  (21 PTS) (J. Butler 6 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,26.06,Made,,,,,21.0,J. Butler,202710.0,6.0,,,,
405,PT05M37.00S,2022-01-29T02:38:43.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,82,62,2022-01-29T02:38:46Z,4050000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,out,[],202704,,,1610612746,82,62,2022-01-29T02:41:20Z,4060000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,82,62,2022-01-29T02:41:20Z,4070000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,out,[],201587,,,1610612746,82,62,2022-01-29T02:41:20Z,4080000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,82,62,2022-01-29T02:41:20Z,4090000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,in,[],1628392,,,1610612746,82,62,2022-01-29T02:41:20Z,4100000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,in,[],1626159,,,1610612746,82,62,2022-01-29T02:41:20Z,4110000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,in,[],202339,,,1610612746,82,62,2022-01-29T02:41:20Z,4120000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M37.00S,2022-01-29T02:40:46.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612746,82,62,2022-01-29T02:41:20Z,4130000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M35.00S,2022-01-29T02:41:33.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,82,62,2022-01-29T02:41:33Z,4140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M23.00S,2022-01-29T02:41:57.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,89.04402102496715,41.911764705882355,1610612746,82,62,2022-01-29T02:42:03Z,4150000,-40.0,50.0,1,right,MISS J. Winslow 6' driving Layup,[1626159],1610612746.0,LAC,driving,,,Winslow,J. Winslow,,,,,,,,,,,6.47,Missed,,,,,,,,,,,,
417,PT05M23.00S,2022-01-29T02:41:57.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,82,62,2022-01-29T02:42:03Z,4160000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,
418,PT05M23.00S,2022-01-29T02:42:03.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,82,62,2022-01-29T02:42:03Z,4170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M06.00S,2022-01-29T02:42:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,32.276609724047304,55.88235294117647,1610612748,85,62,2022-01-29T02:42:26Z,4180000,-29.0,251.0,1,left,D. Robinson 25' 3PT  (16 PTS) (C. Martin 2 AST),"[1629130, 1628997]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,25.26,Made,,,,,16.0,C. Martin,1628997.0,2.0,,,,
421,PT04M49.00S,2022-01-29T02:42:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629599,74.19513797634691,83.33333333333334,1610612746,85,65,2022-01-29T02:42:45Z,4200000,167.0,190.0,1,right,A. Coffey 25' 3PT  (10 PTS) (J. Winslow 1 AST),"[1629599, 1626159]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,25.28,Made,,,,,10.0,J. Winslow,1626159.0,1.0,,,,
423,PT04M33.00S,2022-01-29T02:42:56.1Z,3,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612748,85,65,2022-01-29T02:43:11Z,4220000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628392, 1628389]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,2714.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
425,PT04M33.00S,2022-01-29T02:43:32.2Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,86,65,2022-01-29T02:43:32Z,4240000,,,0,,B. Adebayo Free Throw 1 of 2 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,,,,,12.0,,,,,,,
426,PT04M33.00S,2022-01-29T02:43:33.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,86,65,2022-01-29T02:43:42Z,4250000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M33.00S,2022-01-29T02:43:33.9Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,86,65,2022-01-29T02:43:42Z,4260000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M33.00S,2022-01-29T02:43:57.4Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,87,65,2022-01-29T02:43:57Z,4270000,,,0,,B. Adebayo Free Throw 2 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,,,,,13.0,,,,,,,
429,PT04M19.00S,2022-01-29T02:44:13.6Z,3,REGULAR,3pt,Jump Shot,[],1628379,72.88107752956637,17.15686274509804,1610612746,87,68,2022-01-29T02:44:21Z,4280000,-164.0,202.0,1,right,L. Kennard 26' 3PT  (5 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,26.06,Made,,,,,5.0,I. Hartenstein,1628392.0,1.0,,,,
431,PT04M00.00S,2022-01-29T02:44:31.8Z,3,REGULAR,3pt,Jump Shot,[],1629216,32.802233902759525,68.38235294117648,1610612748,87,68,2022-01-29T02:44:38Z,4300000,-92.0,256.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,27.18,Missed,,,,,,,,,,,,
432,PT03M58.00S,2022-01-29T02:44:33.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,87,68,2022-01-29T02:44:38Z,4310000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,
433,PT03M58.00S,2022-01-29T02:44:37.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,87,68,2022-01-29T02:44:37Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M58.00S,2022-01-29T02:44:38.3Z,3,REGULAR,substitution,out,[],1628389,,,1610612746,87,68,2022-01-29T02:44:42Z,4330000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M58.00S,2022-01-29T02:44:38.3Z,3,REGULAR,substitution,in,[],203473,,,1610612746,87,68,2022-01-29T02:44:42Z,4340000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M47.00S,2022-01-29T02:45:00.5Z,3,REGULAR,2pt,Jump Shot,[],202339,81.2910643889619,70.58823529411765,1610612746,87,68,2022-01-29T02:45:05Z,4350000,103.0,123.0,1,right,MISS E. Bledsoe 16' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,,,16.07,Missed,,,,,,,,,,,,
437,PT03M45.00S,2022-01-29T02:45:02.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,87,68,2022-01-29T02:45:05Z,4360000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,436.0,6.0,4.0,2.0,,,,,,,,
438,PT03M35.00S,2022-01-29T02:45:12.8Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,87,68,2022-01-29T02:45:17Z,4370000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 202339]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,1.0,,,,,,,,,,,,,Bledsoe,202339.0
439,PT03M35.00S,2022-01-29T02:45:12.8Z,3,REGULAR,steal,,[],202339,,,1610612746,87,68,2022-01-29T02:45:15Z,4380000,,,0,,E. Bledsoe STEAL (2 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M31.00S,2022-01-29T02:45:17.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202339,94.03745072273325,45.83333333333333,1610612746,87,70,2022-01-29T02:45:26Z,4390000,-21.0,4.0,1,right,E. Bledsoe running Layup (11 PTS),[202339],1610612746.0,LAC,running,,,Bledsoe,E. Bledsoe,,,,,,,,,,,2.11,Made,,,,,11.0,,,,,,,
441,PT03M12.00S,2022-01-29T02:45:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,9.806176084099869,55.392156862745104,1610612748,87,70,2022-01-29T02:45:43Z,4400000,-27.0,40.0,1,left,MISS G. Vincent driving Layup - blocked,"[1629216, 1626159]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,,4.8,Missed,,,,,,,,,Winslow,1626159.0,,
442,PT03M12.00S,2022-01-29T02:45:35.7Z,3,REGULAR,block,,[],1626159,,,1610612748,87,70,2022-01-29T02:45:38Z,4410000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M08.00S,2022-01-29T02:45:39.7Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,87,70,2022-01-29T02:45:43Z,4420000,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,441.0,5.0,3.0,2.0,,,,,,,,
444,PT03M03.00S,2022-01-29T02:45:44.9Z,3,REGULAR,turnover,lost ball,[],1629216,,,1610612748,87,70,2022-01-29T02:45:49Z,4430000,,,0,,G. Vincent lost ball TURNOVER (1 TO),"[1629216, 202339]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,1.0,,,,,,,,,,,,,Bledsoe,202339.0
445,PT03M03.00S,2022-01-29T02:45:44.9Z,3,REGULAR,steal,,[],202339,,,1610612746,87,70,2022-01-29T02:45:47Z,4440000,,,0,,E. Bledsoe STEAL (3 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M59.00S,2022-01-29T02:45:49.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628392,93.77463863337714,51.225490196078425,1610612746,87,72,2022-01-29T02:45:55Z,4450000,6.0,6.0,1,right,I. Hartenstein alley-oop DUNK (6 PTS) (E. Bledsoe 3 AST),"[1628392, 202339]",1610612746.0,LAC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,,,,,,,0.86,Made,,,,,6.0,E. Bledsoe,202339.0,3.0,,,,
448,PT02M58.00S,2022-01-29T02:46:00.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,87,72,2022-01-29T02:46:00Z,4470000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M58.00S,2022-01-29T02:46:58.6Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,87,72,2022-01-29T02:47:26Z,4480000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M58.00S,2022-01-29T02:46:58.6Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,87,72,2022-01-29T02:47:26Z,4490000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M45.00S,2022-01-29T02:47:46.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203473,11.251642575558476,54.65686274509803,1610612748,87,72,2022-01-29T02:47:55Z,4500000,-23.0,53.0,1,left,MISS D. Dedmon turnaround Hook,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,,,,,,,5.82,Missed,,,,,,,,,,,,
452,PT02M42.00S,2022-01-29T02:47:49.7Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,87,72,2022-01-29T02:47:49Z,4510000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,451.0,3.0,3.0,0.0,,,,,,,,
