actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
448,PT02M13.00S,2021-11-05T01:18:51.1Z,3,REGULAR,rebound,offensive,[],200782,,,1610612748,56,64,2021-11-05T01:18:51Z,4440000,,,0,,P. Tucker REBOUND (Off:5 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,447.0,6.0,1.0,5.0,,,,,,,,,,,,,,
449,PT02M12.00S,2021-11-05T01:18:52.0Z,3,REGULAR,turnover,lost ball,[],200782,,,1610612748,56,64,2021-11-05T01:18:55Z,4450000,,,0,,P. Tucker lost ball TURNOVER (2 TO),"[200782, 203471]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,2.0,Schroder,203471.0,,,,,,
450,PT02M12.00S,2021-11-05T01:18:52.0Z,3,REGULAR,steal,,[],203471,,,1610612738,56,64,2021-11-05T01:18:54Z,4460000,,,0,,D. Schroder STEAL (1 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M07.00S,2021-11-05T01:18:56.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,94.03745072273325,52.450980392156865,1610612738,56,66,2021-11-05T01:19:05Z,4470000,12.0,4.0,1,right,D. Schroder running Layup (11 PTS),[203471],1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,1.28,Made,,,,,,,,,,,,,11.0,,,,,
452,PT02M00.00S,2021-11-05T01:19:03.8Z,3,REGULAR,3pt,Jump Shot,[],1629130,19.004599211563733,97.54901960784314,1610612748,56,66,2021-11-05T01:19:09Z,4480000,-238.0,126.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
453,PT01M56.00S,2021-11-05T01:19:07.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,66,2021-11-05T01:19:09Z,4490000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,452.0,4.0,4.0,0.0,,,,,,,,,,,,,,
454,PT01M45.00S,2021-11-05T01:19:18.3Z,3,REGULAR,3pt,Jump Shot,[],201143,73.27529566360053,80.3921568627451,1610612738,56,66,2021-11-05T01:19:22Z,4500000,152.0,199.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,
455,PT01M43.00S,2021-11-05T01:19:20.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,56,66,2021-11-05T01:19:22Z,4510000,,,0,,P. Tucker REBOUND (Off:5 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,454.0,7.0,2.0,5.0,,,,,,,,,,,,,,
456,PT01M27.00S,2021-11-05T01:19:37.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,6.915243101182654,5.147058823529411,1610612748,56,66,2021-11-05T01:19:41Z,4520000,224.0,13.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
457,PT01M25.00S,2021-11-05T01:19:39.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,66,2021-11-05T01:19:41Z,4530000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,456.0,5.0,5.0,0.0,,,,,,,,,,,,,,
458,PT01M10.00S,2021-11-05T01:19:53.7Z,3,REGULAR,3pt,Jump Shot,[],1629641,95.3515111695138,0.9803921568627451,1610612738,56,69,2021-11-05T01:19:58Z,4540000,-245.0,-9.0,1,right,R. Langford 24' 3PT  (10 PTS) (A. Nesmith 1 AST),"[1629641, 1630174]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.53,Made,,,,,,,,,,,,,10.0,A. Nesmith,1630174.0,1.0,,
460,PT00M48.40S,2021-11-05T01:20:16.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,32.933639947437584,45.83333333333333,1610612748,56,69,2021-11-05T01:20:20Z,4560000,21.0,257.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
461,PT00M45.30S,2021-11-05T01:20:19.6Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,56,69,2021-11-05T01:20:19Z,4570000,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,460.0,3.0,2.0,1.0,,,,,,,,,,,,,,
462,PT00M42.60S,2021-11-05T01:20:47.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629639,,,1610612738,56,69,2021-11-05T01:21:32Z,4580000,,,0,,T. Herro away-from-play personal FOUL (3 PF) (Brown 1 FT),"[1629639, 1627759]",1610612748.0,MIA,away-from-play,,,Herro,T. Herro,,,,,,,,,,,1162.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
464,PT00M42.60S,2021-11-05T01:21:06.8Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,56,70,2021-11-05T01:21:06Z,4600000,,,0,,J. Brown away-from-play Free Throw 1 of 1 (17 PTS),[1627759],1610612738.0,BOS,away-from-play,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,,,,17.0,,,,,
465,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,out,[],200782,,,1610612748,56,70,2021-11-05T01:21:32Z,4610000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,out,[],203473,,,1610612748,56,70,2021-11-05T01:21:32Z,4620000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,out,[],202710,,,1610612748,56,70,2021-11-05T01:21:32Z,4630000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,in,[],200768,,,1610612748,56,70,2021-11-05T01:21:32Z,4640000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,in,[],202693,,,1610612748,56,70,2021-11-05T01:21:32Z,4650000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M42.60S,2021-11-05T01:21:13.8Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,56,70,2021-11-05T01:21:32Z,4660000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M38.50S,2021-11-05T01:21:34.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,94.1688567674113,51.225490196078425,1610612738,56,72,2021-11-05T01:21:40Z,4670000,6.0,2.0,1,right,A. Horford driving DUNK (10 PTS),[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,0.65,Made,,,,,,,,,,,,,10.0,,,,,
499,PT00M38.50S,2021-11-05T01:21:56.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202693,,,1610612738,56,72,2021-11-05T01:29:02Z,4685000,,,0,,M. Morris shooting personal FOUL (2 PF) (Horford 1 FT),"[202693, 201143]",1610612748.0,MIA,shooting,,,Morris,M. Morris,,,,,,,,,,,1162.0,2.0,0.0,Horford,201143.0,,,,,,,,,
474,PT00M38.50S,2021-11-05T01:22:19.1Z,3,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,56,72,2021-11-05T01:22:26Z,4700000,,,0,,MISS A. Horford Free Throw 1 of 1,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,
475,PT00M38.00S,2021-11-05T01:22:19.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,56,72,2021-11-05T01:22:26Z,4710000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,,
477,PT00M38.00S,2021-11-05T01:22:53.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612748,56,72,2021-11-05T01:23:16Z,4730000,,,0,,A. Nesmith loose ball personal FOUL (1 PF) (Adebayo 2 FT),"[1630174, 1628389]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,203591.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
479,PT00M38.00S,2021-11-05T01:23:13.6Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,56,72,2021-11-05T01:23:13Z,4750000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,
480,PT00M38.00S,2021-11-05T01:23:13.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,56,72,2021-11-05T01:23:13Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,
481,PT00M38.00S,2021-11-05T01:23:14.5Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,57,72,2021-11-05T01:23:14Z,4770000,,,0,,B. Adebayo Free Throw 2 of 2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
482,PT00M32.60S,2021-11-05T01:23:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.56307490144546,53.18627450980392,1610612738,57,74,2021-11-05T01:23:31Z,4780000,16.0,-1.0,1,right,D. Schroder driving finger roll Layup (13 PTS),[203471],1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,1.6,Made,,,,,,,,,,,,,13.0,,,,,
483,PT00M32.60S,2021-11-05T01:23:31.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629130,,,1610612738,57,74,2021-11-05T01:23:42Z,4790000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Schroder 1 FT),"[1629130, 203471]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,203591.0,2.0,0.0,Schroder,203471.0,,,,,,,,,
485,PT00M32.60S,2021-11-05T01:24:03.5Z,3,REGULAR,freethrow,1 of 1,[],203471,,,1610612738,57,75,2021-11-05T01:24:03Z,4810000,,,0,,D. Schroder Free Throw 1 of 1 (14 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
486,PT00M19.50S,2021-11-05T01:24:19.3Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,57,75,2021-11-05T01:24:23Z,4820000,,,0,,K. Lowry bad pass TURNOVER (6 TO),"[200768, 203471]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,6.0,Schroder,203471.0,,,,,,
487,PT00M19.50S,2021-11-05T01:24:19.3Z,3,REGULAR,steal,,[],203471,,,1610612738,57,75,2021-11-05T01:24:21Z,4830000,,,0,,D. Schroder STEAL (2 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M13.50S,2021-11-05T01:24:25.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,92.59198423127464,51.9607843137255,1610612738,57,75,2021-11-05T01:24:31Z,4840000,10.0,17.0,1,right,MISS A. Nesmith driving Layup,[1630174],1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,
490,PT00M09.00S,2021-11-05T01:24:29.7Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,57,75,2021-11-05T01:24:31Z,4860000,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,488.0,6.0,4.0,2.0,,,,,,,,,,,,,,
491,PT00M03.10S,2021-11-05T01:24:36.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629641,96.66557161629436,96.56862745098039,1610612738,57,75,2021-11-05T01:26:42Z,4870000,233.0,-21.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
492,PT00M00.10S,2021-11-05T01:24:39.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,75,2021-11-05T01:26:42Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,,
493,PT00M00.00S,2021-11-05T01:25:00.0Z,3,REGULAR,period,end,[],0,,,1610612738,57,75,2021-11-05T01:25:00Z,4890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-11-05T01:25:37.4Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612738,57,75,2021-11-05T01:27:47Z,4900000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-11-05T01:25:37.4Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,57,75,2021-11-05T01:27:47Z,4910000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-11-05T01:25:37.4Z,4,REGULAR,substitution,in,['startperiod'],202710,,,1610612738,57,75,2021-11-05T01:27:47Z,4920000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-11-05T01:25:37.4Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,57,75,2021-11-05T01:27:47Z,4930000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-05T01:27:45.5Z,4,REGULAR,period,start,[],0,,,1610612748,57,75,2021-11-05T01:27:47Z,4940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M35.00S,2021-11-05T01:28:09.6Z,4,REGULAR,3pt,Jump Shot,[],1629639,15.588042049934298,97.05882352941177,1610612748,57,75,2021-11-05T01:31:13Z,4950000,-235.0,94.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
502,PT11M32.00S,2021-11-05T01:28:12.6Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,57,75,2021-11-05T01:28:15Z,4960000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,501.0,1.0,1.0,0.0,,,,,,,,,,,,,,
503,PT11M19.00S,2021-11-05T01:28:33.0Z,4,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,57,75,2021-11-05T01:28:41Z,4970000,,,0,,J. Butler shooting personal FOUL (3 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,203591.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
505,PT11M19.00S,2021-11-05T01:28:59.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,57,75,2021-11-05T01:28:59Z,4990000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT11M19.00S,2021-11-05T01:28:59.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,57,75,2021-11-05T01:28:59Z,5000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,
507,PT11M19.00S,2021-11-05T01:29:19.7Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,57,76,2021-11-05T01:29:19Z,5010000,,,0,,J. Tatum Free Throw 2 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
508,PT11M07.00S,2021-11-05T01:29:34.3Z,4,REGULAR,3pt,Jump Shot,[],1629130,32.14520367936925,67.40196078431373,1610612748,60,76,2021-11-05T01:29:39Z,5020000,-87.0,250.0,1,left,D. Robinson 26' 3PT pullup (13 PTS) (B. Adebayo 3 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.44,Made,,,,,,,,,,,,,13.0,B. Adebayo,1628389.0,3.0,,
510,PT10M46.00S,2021-11-05T01:29:54.4Z,4,REGULAR,2pt,Jump Shot,[],1628369,75.50919842312747,70.83333333333334,1610612738,60,76,2021-11-05T01:29:58Z,5040000,104.0,178.0,1,right,MISS J. Tatum 20' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,20.6,Missed,,,,,,,,,,,,,,,,,,
511,PT10M43.00S,2021-11-05T01:29:57.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,76,2021-11-05T01:29:57Z,5050000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,510.0,6.0,6.0,0.0,,,,,,,,,,,,,,
512,PT10M37.00S,2021-11-05T01:30:03.1Z,4,REGULAR,3pt,Jump Shot,[],1629130,35.43035479632063,64.95098039215686,1610612748,60,76,2021-11-05T01:30:08Z,5060000,-75.0,281.0,1,left,MISS D. Robinson 29' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,29.03,Missed,,,,,,,,,,,,,,,,,,
513,PT10M32.00S,2021-11-05T01:30:08.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,76,2021-11-05T01:30:08Z,5070000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,512.0,7.0,7.0,0.0,,,,,,,,,,,,,,
514,PT10M21.00S,2021-11-05T01:30:20.1Z,4,REGULAR,3pt,Jump Shot,[],1630174,93.11760840998686,3.6764705882352944,1610612738,60,79,2021-11-05T01:30:24Z,5080000,-232.0,12.0,1,right,A. Nesmith 3PT  (11 PTS) (R. Langford 1 AST),"[1630174, 1629641]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.19,Made,,,,,,,,,,,,,11.0,R. Langford,1629641.0,1.0,,
516,PT10M03.00S,2021-11-05T01:30:37.9Z,4,REGULAR,2pt,Jump Shot,[],1629639,22.683968462549277,33.33333333333333,1610612748,60,79,2021-11-05T01:30:43Z,5100000,83.0,161.0,1,left,MISS T. Herro 18' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,18.1,Missed,,,,,,,,,,,,,,,,,,
517,PT09M59.00S,2021-11-05T01:30:41.9Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,60,79,2021-11-05T01:30:43Z,5110000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,516.0,2.0,2.0,0.0,,,,,,,,,,,,,,
518,PT09M58.00S,2021-11-05T01:30:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,94.43166885676742,53.431372549019606,1610612738,60,79,2021-11-05T01:30:51Z,5120000,17.0,0.0,1,right,MISS R. Langford running Layup,[1629641],1610612738.0,BOS,running,,,Langford,R. Langford,,,,,1.72,Missed,,,,,,,,,,,,,,,,,,
519,PT09M58.00S,2021-11-05T01:30:43.9Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,60,79,2021-11-05T01:31:02Z,5130000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,518.0,3.0,2.0,1.0,,,,,,,,,,,,,,
521,PT09M53.00S,2021-11-05T01:31:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630174,94.03745072273325,54.166666666666664,1610612738,60,81,2021-11-05T01:31:22Z,5140000,21.0,4.0,1,right,A. Nesmith Layup (13 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,2.11,Made,,,,,,,,,,,,,13.0,,,,,
523,PT09M53.00S,2021-11-05T01:31:17.8Z,4,REGULAR,violation,defensive goaltending,[],202693,,,1610612738,60,81,2021-11-05T01:31:38Z,5160000,,,0,,M. Morris defensive goaltending VIOLATION,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,1162.0,,,,,,,,,,,,,
524,PT09M33.00S,2021-11-05T01:31:24.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.492115637319317,48.28431372549019,1610612748,60,81,2021-11-05T01:38:14Z,5170000,9.0,27.0,1,left,MISS J. Butler driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,
525,PT09M23.00S,2021-11-05T01:31:33.9Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,60,81,2021-11-05T01:31:33Z,5180000,,,0,,J. Butler REBOUND (Off:3 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,524.0,4.0,1.0,3.0,,,,,,,,,,,,,,
526,PT09M23.00S,2021-11-05T01:31:33.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,5.590000152587891,50.0,1610612748,62,81,2021-11-05T01:31:49Z,5190000,0.0,0.0,1,left,J. Butler putback Layup (18 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,0.0,Made,,,,,,,,,,,,,18.0,,,,,
527,PT09M17.00S,2021-11-05T01:31:40.1Z,4,REGULAR,3pt,Jump Shot,[],201143,67.23061760840999,48.28431372549019,1610612738,62,81,2021-11-05T01:31:52Z,5200000,-9.0,256.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
528,PT09M17.00S,2021-11-05T01:31:40.1Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,62,81,2021-11-05T01:31:52Z,5210000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,527.0,5.0,5.0,0.0,,,,,,,,,,,,,,
587,PT09M09.00S,2021-11-05T01:31:48.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.091327201051248,48.28431372549019,1610612748,62,81,2021-11-05T01:48:07Z,5215000,9.0,71.0,1,left,MISS J. Butler 7' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,7.11,Missed,,,,,,,,,,,,,,,,,,
588,PT09M06.00S,2021-11-05T01:31:51.6Z,4,REGULAR,rebound,offensive,[],202693,,,1610612748,62,81,2021-11-05T01:49:04Z,5217500,,,0,,M. Morris REBOUND (Off:2 Def:2),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,587.0,4.0,2.0,2.0,,,,,,,,,,,,,,
529,PT09M01.00S,2021-11-05T01:31:57.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,19.136005256241788,5.637254901960785,1610612748,62,81,2021-11-05T01:48:07Z,5220000,222.0,127.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
530,PT08M57.00S,2021-11-05T01:32:01.1Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,62,81,2021-11-05T01:32:11Z,5230000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,529.0,2.0,1.0,1.0,,,,,,,,,,,,,,
531,PT08M35.00S,2021-11-05T01:32:22.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,55.392156862745104,1610612738,62,84,2021-11-05T01:32:28Z,5240000,27.0,252.0,1,right,J. Tatum 25' 3PT  (4 PTS) (D. Schroder 5 AST),"[1628369, 203471]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.32,Made,,,,,,,,,,,,,4.0,D. Schroder,203471.0,5.0,,
533,PT08M31.00S,2021-11-05T01:32:31.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,62,84,2021-11-05T01:32:31Z,5260000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M31.00S,2021-11-05T01:32:33.8Z,4,REGULAR,substitution,out,[],1628389,,,1610612748,62,84,2021-11-05T01:35:15Z,5270000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M31.00S,2021-11-05T01:32:33.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612748,62,84,2021-11-05T01:35:15Z,5280000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M31.00S,2021-11-05T01:32:33.8Z,4,REGULAR,substitution,in,[],200782,,,1610612748,62,84,2021-11-05T01:35:15Z,5290000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M31.00S,2021-11-05T01:32:33.8Z,4,REGULAR,substitution,in,[],203935,,,1610612748,62,84,2021-11-05T01:35:15Z,5300000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
