actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
451,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,in,[],200782,,,1610612748,69,72,2021-12-09T02:19:01Z,4390000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,69,72,2021-12-09T02:19:08Z,4400000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M14.00S,2021-12-09T02:19:23.3Z,3,REGULAR,3pt,Jump Shot,[],1629216,34.510512483574246,47.549019607843135,1610612748,72,72,2021-12-09T02:19:27Z,4410000,12.0,272.0,1,left,G. Vincent 27' 3PT  (3 PTS) (K. Lowry 11 AST),"[1629216, 200768]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,27.22,Made,,,,,,,3.0,,,K. Lowry,200768.0,11.0,,,,,,,
455,PT03M00.00S,2021-12-09T02:19:41.8Z,3,REGULAR,foul,offensive,[],203507,,,1610612749,72,72,2021-12-09T02:19:57Z,4430000,,,0,,G. Antetokounmpo charge offensive FOUL (2 PF),"[203507, 200782]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,203592.0,,,,,,,,2.0,0.0,Tucker,200782.0,,,
457,PT03M00.00S,2021-12-09T02:19:41.8Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,72,72,2021-12-09T02:19:41Z,4450000,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,203592.0,3.0,,,,,,,,,,,,,
458,PT02M47.00S,2021-12-09T02:20:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,5.338370565045992,55.392156862745104,1610612748,74,72,2021-12-09T02:20:15Z,4460000,-27.0,-2.0,1,left,K. Lowry driving Layup (14 PTS) (K. Okpala 1 AST),"[200768, 1629644]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,2.71,Made,,,,,,,14.0,,,K. Okpala,1629644.0,1.0,,,,,,,
460,PT02M34.00S,2021-12-09T02:20:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,86.41590013140605,36.27450980392157,1610612749,74,74,2021-12-09T02:20:37Z,4480000,-69.0,75.0,1,right,J. Holiday 10' fadeaway Jump Shot (22 PTS),[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,10.18,Made,,,,,,,22.0,,,,,,,,,,,,
461,PT02M11.00S,2021-12-09T02:20:45.7Z,3,REGULAR,3pt,Jump Shot,[],1629216,7.046649145860711,95.34313725490196,1610612748,74,74,2021-12-09T02:21:13Z,4490000,-227.0,14.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
462,PT02M08.00S,2021-12-09T02:20:48.7Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,74,74,2021-12-09T02:21:13Z,4500000,,,0,,D. Cousins REBOUND (Off:1 Def:4),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,461.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
463,PT02M04.00S,2021-12-09T02:21:33.3Z,3,REGULAR,jumpball,recovered,[],201950,,,1610612749,74,74,2021-12-09T02:21:33Z,4510000,,,0,,Jump Ball D. Cousins vs. K. Lowry: Tip to J. Holiday,"[201950, 202326, 200768]",1610612749.0,MIL,heldball,J. Holiday,201950.0,Holiday,J. Holiday,Cousins,202326.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,,,,
466,PT01M54.00S,2021-12-09T02:21:43.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203918,83.96846254927726,49.82766544117647,1610612749,74,74,2021-12-09T02:22:00Z,4540000,-1.0,98.0,1,right,MISS R. Hood 9' floating Shot,[203918],1610612749.0,MIL,floating,,,Hood,R. Hood,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
467,PT01M52.00S,2021-12-09T02:21:45.6Z,3,REGULAR,rebound,offensive,[],203918,,,1610612749,74,74,2021-12-09T02:22:00Z,4550000,,,0,,R. Hood REBOUND (Off:2 Def:0),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,466.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
468,PT01M44.00S,2021-12-09T02:21:53.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201950,92.19776609724047,60.78431372549019,1610612749,74,76,2021-12-09T02:22:05Z,4560000,54.0,21.0,1,right,J. Holiday pullup bank Jump Shot (24 PTS),[201950],1610612749.0,MIL,pullup bank,,,Holiday,J. Holiday,,,,,5.78,Made,,,,,,,24.0,,,,,,,,,,,,
469,PT01M23.00S,2021-12-09T02:22:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,19.398817345597898,51.225490196078425,1610612748,74,76,2021-12-09T02:22:21Z,4570000,-6.0,130.0,1,left,MISS K. Lowry 12' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,12.99,Missed,,,,,,,,,,,,,,,,,,,
470,PT01M18.00S,2021-12-09T02:22:19.1Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,74,76,2021-12-09T02:22:19Z,4580000,,,0,,D. Cousins REBOUND (Off:1 Def:5),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,469.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
472,PT01M18.00S,2021-12-09T02:22:37.2Z,3,REGULAR,foul,personal,['2freethrow'],1629644,,,1610612749,74,76,2021-12-09T02:22:46Z,4600000,,,0,,K. Okpala shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629644, 203507]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,,203591.0,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,
474,PT01M18.00S,2021-12-09T02:23:15.0Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,74,77,2021-12-09T02:23:15Z,4620000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
475,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,out,[],1629639,,,1610612749,74,77,2021-12-09T02:23:28Z,4630000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,out,[],202326,,,1610612749,74,77,2021-12-09T02:23:28Z,4640000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,out,[],1630606,,,1610612749,74,77,2021-12-09T02:23:28Z,4650000,,,0,,SUB out: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,in,[],1629622,,,1610612749,74,77,2021-12-09T02:23:28Z,4660000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,74,77,2021-12-09T02:23:28Z,4670000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M18.00S,2021-12-09T02:23:15.8Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,74,77,2021-12-09T02:23:28Z,4680000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M18.00S,2021-12-09T02:23:15.0Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,74,77,2021-12-09T02:23:50Z,4690000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
482,PT01M15.00S,2021-12-09T02:23:18.0Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,74,77,2021-12-09T02:23:50Z,4700000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,481.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
483,PT01M01.00S,2021-12-09T02:24:15.2Z,3,REGULAR,foul,personal,[],203507,,,1610612748,74,77,2021-12-09T02:24:27Z,4710000,,,0,,G. Antetokounmpo personal FOUL (3 PF),"[203507, 1629644]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Okpala,1629644.0,,,
485,PT00M55.40S,2021-12-09T02:24:26.2Z,3,REGULAR,3pt,Jump Shot,[],200768,20.18725361366623,92.15686274509804,1610612748,77,77,2021-12-09T02:25:37Z,4730000,-211.0,137.0,1,left,K. Lowry 25' 3PT step back (17 PTS) (P. Tucker 5 AST),"[200768, 200782]",1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,25.16,Made,,,,,,,17.0,,,P. Tucker,200782.0,5.0,,,,,,,
487,PT00M46.50S,2021-12-09T02:24:38.6Z,3,REGULAR,3pt,Jump Shot,[],203507,64.86530880420499,56.372549019607845,1610612749,77,77,2021-12-09T02:24:43Z,4750000,32.0,278.0,1,right,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.96,Missed,,,,,,,,,,,,,,,,,,,
488,PT00M43.10S,2021-12-09T02:24:42.0Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,77,77,2021-12-09T02:24:42Z,4760000,,,0,,P. Tucker REBOUND (Off:0 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,487.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
489,PT00M33.00S,2021-12-09T02:24:52.2Z,3,REGULAR,3pt,Jump Shot,[],200768,30.699737187910642,23.307291666666664,1610612748,80,77,2021-12-09T02:25:08Z,4770000,133.0,236.0,1,left,K. Lowry 27' 3PT pullup (20 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,27.12,Made,,,,,,,20.0,,,,,,,,,,,,
490,PT00M14.00S,2021-12-09T02:25:14.9Z,3,REGULAR,3pt,Jump Shot,[],201950,76.03482260183968,87.74509803921569,1610612749,80,77,2021-12-09T02:25:18Z,4780000,189.0,173.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
491,PT00M11.40S,2021-12-09T02:25:17.5Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,80,77,2021-12-09T02:25:17Z,4790000,,,0,,K. Okpala REBOUND (Off:0 Def:6),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,490.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
492,PT00M00.10S,2021-12-09T02:25:28.2Z,3,REGULAR,3pt,Jump Shot,[],200782,8.09789750328515,94.36274509803921,1610612748,83,77,2021-12-09T02:25:55Z,4800000,-222.0,24.0,1,left,P. Tucker 3PT  (10 PTS) (K. Lowry 12 AST),"[200782, 200768]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.31,Made,,,,,,,10.0,,,K. Lowry,200768.0,12.0,,,,,,,
494,PT00M00.00S,2021-12-09T02:25:40.8Z,3,REGULAR,period,end,[],0,,,1610612749,83,77,2021-12-09T02:25:40Z,4820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612749,83,77,2021-12-09T02:29:13Z,4830000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,out,['startperiod'],203918,,,1610612749,83,77,2021-12-09T02:29:13Z,4840000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,out,['startperiod'],201950,,,1610612749,83,77,2021-12-09T02:29:13Z,4850000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612749,83,77,2021-12-09T02:29:13Z,4860000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,83,77,2021-12-09T02:29:13Z,4870000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-12-09T02:25:58.8Z,4,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,83,77,2021-12-09T02:29:13Z,4880000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-12-09T02:29:17.2Z,4,REGULAR,period,start,[],0,,,1610612749,83,77,2021-12-09T02:29:17Z,4890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M48.00S,2021-12-09T02:29:28.6Z,4,REGULAR,3pt,Jump Shot,[],203114,72.7496714848883,83.82352941176471,1610612749,83,80,2021-12-09T02:29:45Z,4900000,169.0,204.0,1,right,K. Middleton 26' 3PT  (10 PTS) (G. Antetokounmpo 3 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.47,Made,,,,,,,10.0,,,G. Antetokounmpo,203507.0,3.0,,,,,,,
504,PT11M31.00S,2021-12-09T02:29:45.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],200782,12.434296977660972,50.245098039215684,1610612748,85,80,2021-12-09T02:29:52Z,4920000,-1.0,64.0,1,left,P. Tucker 6' Hook (12 PTS) (G. Vincent 3 AST),"[200782, 1629216]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,6.44,Made,,,,,,,12.0,,,G. Vincent,1629216.0,3.0,,,,,,,
506,PT11M20.00S,2021-12-09T02:30:08.0Z,4,REGULAR,foul,offensive,[],203114,,,1610612749,85,80,2021-12-09T02:30:23Z,4940000,,,0,,K. Middleton off-the-ball offensive FOUL (3 PF),"[203114, 200782]",1610612749.0,MIL,off-the-ball,,,Middleton,K. Middleton,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Tucker,200782.0,,,
508,PT11M20.00S,2021-12-09T02:30:08.0Z,4,REGULAR,turnover,offensive foul,[],203114,,,1610612749,85,80,2021-12-09T02:30:08Z,4960000,,,0,,K. Middleton offensive foul TURNOVER (4 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,201640.0,4.0,,,,,,,,,,,,,
509,PT11M08.00S,2021-12-09T02:30:20.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,28.203022339027594,11.27450980392157,1610612748,85,80,2021-12-09T02:30:27Z,4970000,194.0,213.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,28.75,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M02.00S,2021-12-09T02:30:26.8Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,85,80,2021-12-09T02:30:27Z,4980000,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,509.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
511,PT11M00.00S,2021-12-09T02:30:36.8Z,4,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,85,80,2021-12-09T02:30:50Z,4990000,,,0,,B. Portis step out-of-bounds TURNOVER (2 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,,,,,,,203592.0,2.0,,,,,,,,,,,,,
512,PT10M39.00S,2021-12-09T02:31:01.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200782,6.389618922470433,54.166666666666664,1610612748,85,80,2021-12-09T02:31:08Z,5000000,-21.0,8.0,1,left,MISS P. Tucker Jump Shot - blocked,"[200782, 1626171]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2.21,Missed,,,,,,,,Portis,1626171.0,,,,,,,,,,
527,PT10M39.00S,2021-12-09T02:31:01.9Z,4,REGULAR,block,,[],1626171,,,1610612748,85,80,2021-12-09T02:33:10Z,5005000,,,0,,B. Portis BLOCK (2 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M36.00S,2021-12-09T02:31:04.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,85,80,2021-12-09T02:31:08Z,5010000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,512.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
514,PT10M36.00S,2021-12-09T02:31:16.4Z,4,REGULAR,foul,personal,[],1629622,,,1610612749,85,80,2021-12-09T02:31:42Z,5020000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 203507]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
516,PT10M34.00S,2021-12-09T02:31:38.6Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612749,85,80,2021-12-09T02:31:47Z,5040000,,,0,,G. Vincent shooting personal FOUL (3 PF) (Middleton 2 FT),"[1629216, 203114]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Middleton,203114.0,,,
518,PT10M34.00S,2021-12-09T02:31:56.3Z,4,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,85,81,2021-12-09T02:31:56Z,5060000,,,0,,K. Middleton Free Throw 1 of 2 (11 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
519,PT10M34.00S,2021-12-09T02:32:08.3Z,4,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,85,82,2021-12-09T02:32:08Z,5070000,,,0,,K. Middleton Free Throw 2 of 2 (12 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
520,PT10M20.00S,2021-12-09T02:32:23.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,25.312089356110377,84.80392156862744,1610612748,88,82,2021-12-09T02:32:39Z,5080000,-174.0,185.0,1,left,M. Strus 25' 3PT  (3 PTS) (P. Tucker 6 AST),"[1629622, 200782]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.43,Made,,,,,,,3.0,,,P. Tucker,200782.0,6.0,,,,,,,
522,PT10M03.00S,2021-12-09T02:32:40.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,82.7365308804205,59.80392156862745,1610612749,88,82,2021-12-09T02:34:05Z,5100000,49.0,110.0,1,right,MISS G. Antetokounmpo 12' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,,
523,PT09M59.00S,2021-12-09T02:32:44.8Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,88,82,2021-12-09T02:34:05Z,5110000,,,0,,B. Portis REBOUND (Off:3 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,522.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
524,PT09M58.00S,2021-12-09T02:32:45.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,93.11760840998686,50.73529411764706,1610612749,88,84,2021-12-09T02:32:53Z,5120000,4.0,12.0,1,right,B. Portis putback Layup (12 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,1.27,Made,,,,,,,12.0,,,,,,,,,,,,
525,PT09M45.00S,2021-12-09T02:32:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.783837056504599,51.9607843137255,1610612748,90,84,2021-12-09T02:33:04Z,5130000,-10.0,11.0,1,left,M. Strus cutting Layup (5 PTS) (P. Tucker 7 AST),"[1629622, 200782]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,1.5,Made,,,,,,,5.0,,,P. Tucker,200782.0,7.0,,,,,,,
528,PT09M34.00S,2021-12-09T02:33:13.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.03745072273325,51.225490196078425,1610612749,90,86,2021-12-09T02:33:19Z,5150000,6.0,4.0,1,right,G. Antetokounmpo cutting DUNK (14 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,0.7,Made,,,,,,,14.0,,,K. Middleton,203114.0,4.0,,,,,,,
530,PT09M34.00S,2021-12-09T02:33:18.5Z,4,REGULAR,foul,personal,['1freethrow'],1629644,,,1610612749,90,86,2021-12-09T02:33:37Z,5170000,,,0,,K. Okpala shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[1629644, 203507]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,,203592.0,,,,,,,,3.0,0.0,Antetokounmpo,203507.0,,,
532,PT09M34.00S,2021-12-09T02:33:49.8Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612749,90,86,2021-12-09T02:33:49Z,5190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M34.00S,2021-12-09T02:34:24.0Z,4,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,90,86,2021-12-09T02:39:17Z,5200000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
537,PT09M33.00S,2021-12-09T02:34:25.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,90,86,2021-12-09T02:39:17Z,5210000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,,
540,PT09M33.00S,2021-12-09T02:34:44.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,90,86,2021-12-09T02:35:44Z,5215000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M28.00S,2021-12-09T02:35:04.5Z,4,REGULAR,jumpball,recovered,[],202083,,,1610612749,90,86,2021-12-09T02:35:04Z,5220000,,,0,,Jump Ball G. Antetokounmpo vs. K. Okpala: Tip to W. Matthews,"[202083, 203507, 1629644]",1610612749.0,MIL,heldball,W. Matthews,202083.0,Matthews,W. Matthews,Antetokounmpo,203507.0,Okpala,1629644.0,,,,,,,,,,,,,,,,,,,,,
538,PT09M22.00S,2021-12-09T02:35:16.4Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612749,90,86,2021-12-09T02:35:33Z,5250000,,,0,,M. Strus shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629622, 203507]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,
541,PT09M22.00S,2021-12-09T02:35:54.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,90,87,2021-12-09T02:35:54Z,5270000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
542,PT09M22.00S,2021-12-09T02:35:54.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,90,87,2021-12-09T02:36:21Z,5280000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
543,PT09M18.00S,2021-12-09T02:35:58.2Z,4,REGULAR,rebound,defensive,[],1629644,,,1610612748,90,87,2021-12-09T02:36:21Z,5290000,,,0,,K. Okpala REBOUND (Off:0 Def:7),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,542.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
544,PT09M06.00S,2021-12-09T02:36:31.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,28.991458607095925,78.43137254901961,1610612748,93,87,2021-12-09T02:36:49Z,5300000,-142.0,220.0,1,left,M. Strus 26' 3PT  (8 PTS) (P. Tucker 8 AST),"[1629622, 200782]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.2,Made,,,,,,,8.0,,,P. Tucker,200782.0,8.0,,,,,,,
546,PT08M56.00S,2021-12-09T02:36:48.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,93,87,2021-12-09T02:36:48Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M44.00S,2021-12-09T02:37:22.9Z,4,REGULAR,turnover,offensive goaltending,[],1626171,,,1610612749,93,87,2021-12-09T02:41:19Z,5350000,,,0,,B. Portis offensive goaltending TURNOVER (3 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,3.0,,,,,,,,,,,,,
