actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
440,PT05M17.00S,2022-02-27T02:43:17.1Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1787,,,1610612759,80,81,2022-02-27T02:43:30Z,4390000,,,0,,TEAM foul technical,[1787],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,
441,PT05M17.00S,2022-02-27T02:43:38.6Z,3,REGULAR,freethrow,1 of 1,[],1630563,,,1610612759,80,82,2022-02-27T02:43:38Z,4400000,,,0,,J. Primo technical Free Throw 1 of 1 (5 PTS),[1630563],1610612759.0,SAS,technical,,,,,,,Made,Primo,J. Primo,,5.0,,,,,,,,,,,,,,,,,
442,PT05M17.00S,2022-02-27T02:43:06.0Z,3,REGULAR,freethrow,2 of 2,[],1630563,,,1610612759,80,82,2022-02-27T02:44:06Z,4410000,,,0,,MISS J. Primo Free Throw 2 of 2,[1630563],1610612759.0,SAS,,,,,,,,Missed,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
443,PT05M14.00S,2022-02-27T02:43:09.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,80,82,2022-02-27T02:44:06Z,4420000,,,0,,D. Dedmon REBOUND (Off:2 Def:4),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,442.0,,,,,6.0,4.0,2.0,,,,,,,,,,,
444,PT04M59.00S,2022-02-27T02:44:25.7Z,3,REGULAR,foul,offensive,['inpenalty'],203473,,,1610612748,80,82,2022-02-27T02:44:37Z,4430000,,,0,,D. Dedmon off-the-ball offensive FOUL (2 PF),"[203473, 1629111]",1610612748.0,MIA,off-the-ball,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,1198.0,,2.0,0.0,Landale,1629111.0,,,,,
446,PT04M59.00S,2022-02-27T02:44:25.7Z,3,REGULAR,turnover,offensive foul,[],203473,,,1610612748,80,82,2022-02-27T02:44:25Z,4450000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,1198.0,1.0,,,,,,,,,
447,PT04M59.00S,2022-02-27T02:44:35.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612759,80,82,2022-02-27T02:44:44Z,4460000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
448,PT04M59.00S,2022-02-27T02:44:35.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612759,80,82,2022-02-27T02:44:44Z,4470000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,,,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,
449,PT04M48.00S,2022-02-27T02:45:00.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,23.73521681997372,9.068627450980392,1610612759,80,82,2022-02-27T02:45:05Z,4480000,205.0,171.0,1,left,MISS L. Walker IV 26' 3PT,[1629022],1610612759.0,SAS,,,,,,,26.65,Missed,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
450,PT04M45.00S,2022-02-27T02:45:03.5Z,3,REGULAR,rebound,offensive,[],1629719,,,1610612759,80,82,2022-02-27T02:45:03Z,4490000,,,0,,D. Cacok REBOUND (Off:1 Def:3),[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,449.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
451,PT04M39.00S,2022-02-27T02:45:09.2Z,3,REGULAR,turnover,bad pass,[],1630563,,,1610612759,80,82,2022-02-27T02:45:18Z,4500000,,,0,,J. Primo bad pass TURNOVER (2 TO),"[1630563, 202710]",1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,2.0,,,,,Butler,202710.0,,,
452,PT04M39.00S,2022-02-27T02:45:09.2Z,3,REGULAR,steal,,[],202710,,,1610612748,80,82,2022-02-27T02:45:11Z,4510000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
453,PT04M37.00S,2022-02-27T02:45:13.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630563,,,1610612748,80,82,2022-02-27T02:45:23Z,4520000,,,0,,J. Primo shooting personal FOUL (4 PF) (Butler 2 FT),"[1630563, 202710]",1610612759.0,SAS,shooting,,,,,,,,Primo,J. Primo,,,,,,,,,2003.0,,4.0,0.0,Butler,202710.0,,,,,
455,PT04M37.00S,2022-02-27T02:45:44.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,81,82,2022-02-27T02:45:44Z,4540000,,,0,,J. Butler Free Throw 1 of 2 (25 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,25.0,,,,,,,,,,,,,,,,,
456,PT04M37.00S,2022-02-27T02:46:03.5Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202710,,,1610612748,82,82,2022-02-27T02:46:03Z,4550000,,,0,,J. Butler Free Throw 2 of 2 (26 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,26.0,,,,,,,,,,,,,,,,,
457,PT04M19.00S,2022-02-27T02:46:23.5Z,3,REGULAR,3pt,Jump Shot,[],1629111,29.911300919842315,22.058823529411764,1610612759,82,85,2022-02-27T02:46:29Z,4560000,140.0,229.0,1,left,J. Landale 26' 3PT  (10 PTS) (J. Richardson 2 AST),"[1629111, 1626196]",1610612759.0,SAS,,,,,,,26.8,Made,Landale,J. Landale,,10.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,,,,
459,PT04M03.00S,2022-02-27T02:46:38.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,68.15045992115637,65.93137254901961,1610612748,85,85,2022-02-27T02:46:43Z,4580000,80.0,247.0,1,right,T. Herro 25' 3PT step back (15 PTS) (G. Vincent 1 AST),"[1629639, 1629216]",1610612748.0,MIA,step back,,,,,,25.94,Made,Herro,T. Herro,,15.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,
460,PT03M50.00S,2022-02-27T02:46:53.7Z,3,REGULAR,turnover,traveling,[],1629022,,,1610612759,85,85,2022-02-27T02:47:06Z,4590000,,,0,,L. Walker IV traveling TURNOVER (1 TO),[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,1198.0,1.0,,,,,,,,,
462,PT03M31.00S,2022-02-27T02:47:25.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629216,87.86136662286465,48.529411764705884,1610612748,85,85,2022-02-27T02:47:33Z,4600000,-7.0,62.0,1,right,MISS G. Vincent 6' driving floating Shot,[1629216],1610612748.0,MIA,driving floating,,,,,,6.2,Missed,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,
463,PT03M28.00S,2022-02-27T02:47:28.9Z,3,REGULAR,rebound,offensive,[],1629216,,,1610612748,85,85,2022-02-27T02:47:33Z,4610000,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,,,,,,Vincent,G. Vincent,462.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
464,PT03M27.00S,2022-02-27T02:47:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629216,91.01511169513797,52.69607843137255,1610612748,87,85,2022-02-27T02:47:42Z,4620000,13.0,32.0,1,right,G. Vincent driving Layup (7 PTS),[1629216],1610612748.0,MIA,driving,,,,,,3.47,Made,Vincent,G. Vincent,,7.0,,,,,,,,,,,,,,,,,
465,PT03M17.00S,2022-02-27T02:47:43.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612759,87,85,2022-02-27T02:48:02Z,4630000,,,0,,C. Martin shooting personal FOUL (1 PF) (Primo 2 FT),"[1628997, 1630563]",1610612748.0,MIA,shooting,,,,,,,,Martin,C. Martin,,,,,,,,,2003.0,,1.0,0.0,Primo,1630563.0,,,,,
467,PT03M17.00S,2022-02-27T02:48:30.5Z,3,REGULAR,freethrow,1 of 2,[],1630563,,,1610612759,87,86,2022-02-27T02:48:30Z,4650000,,,0,,J. Primo Free Throw 1 of 2 (6 PTS),[1630563],1610612759.0,SAS,,,,,,,,Made,Primo,J. Primo,,6.0,,,,,,,,,,,,,,,,,
468,PT03M17.00S,2022-02-27T02:48:43.7Z,3,REGULAR,freethrow,2 of 2,[],1630563,,,1610612759,87,87,2022-02-27T02:48:43Z,4660000,,,0,,J. Primo Free Throw 2 of 2 (7 PTS),[1630563],1610612759.0,SAS,,,,,,,,Made,Primo,J. Primo,,7.0,,,,,,,,,,,,,,,,,
469,PT03M08.00S,2022-02-27T02:48:54.5Z,3,REGULAR,3pt,Jump Shot,[],1629639,68.28186596583443,32.35294117647059,1610612748,87,87,2022-02-27T02:49:00Z,4670000,-88.0,246.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,,,,26.11,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
470,PT03M05.00S,2022-02-27T02:48:57.7Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,87,87,2022-02-27T02:48:57Z,4680000,,,0,,D. Dedmon REBOUND (Off:3 Def:4),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,469.0,,,,,7.0,4.0,3.0,,,,,,,,,,,
471,PT03M00.00S,2022-02-27T02:49:02.9Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,87,87,2022-02-27T02:49:08Z,4690000,,,0,,J. Butler bad pass TURNOVER (3 TO),"[202710, 1629719]",1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,3.0,,,,,Cacok,1629719.0,,,
472,PT03M00.00S,2022-02-27T02:49:02.9Z,3,REGULAR,steal,,[],1629719,,,1610612759,87,87,2022-02-27T02:49:05Z,4700000,,,0,,D. Cacok STEAL (2 STL),[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
473,PT02M54.00S,2022-02-27T02:49:08.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,24.392247043363994,53.431372549019606,1610612759,87,87,2022-02-27T02:49:17Z,4710000,-17.0,177.0,1,left,MISS J. Richardson 17' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,,,,17.76,Missed,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
474,PT02M51.00S,2022-02-27T02:49:11.8Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,87,87,2022-02-27T02:49:17Z,4720000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,473.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
475,PT02M44.00S,2022-02-27T02:49:18.4Z,3,REGULAR,2pt,Jump Shot,[],1629639,87.72996057818659,27.696078431372552,1610612748,89,87,2022-02-27T02:49:25Z,4730000,-112.0,63.0,1,right,T. Herro 12' driving floating bank Jump Shot (17 PTS),[1629639],1610612748.0,MIA,driving floating bank,,,,,,12.8,Made,Herro,T. Herro,,17.0,,,,,,,,,,,,,,,,,
476,PT02M32.00S,2022-02-27T02:49:30.6Z,3,REGULAR,3pt,Jump Shot,[],1629111,31.882391590013142,41.911764705882355,1610612759,89,87,2022-02-27T02:49:43Z,4740000,40.0,247.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612759.0,SAS,,,,,,,25.05,Missed,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
477,PT02M32.00S,2022-02-27T02:49:30.6Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,89,87,2022-02-27T02:49:43Z,4750000,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,476.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
478,PT02M17.00S,2022-02-27T02:49:45.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,8.886333771353483,56.127450980392155,1610612759,89,89,2022-02-27T02:53:06Z,4760000,-31.0,31.0,1,left,J. Landale Layup (12 PTS) (J. Primo 2 AST),"[1629111, 1630563]",1610612759.0,SAS,,,,,,,4.36,Made,Landale,J. Landale,,12.0,J. Primo,1630563.0,2.0,,,,,,,,,,,,,,
480,PT01M57.00S,2022-02-27T02:50:10.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630563,,,1610612748,89,89,2022-02-27T02:51:20Z,4780000,,,0,,J. Primo shooting personal FOUL (5 PF) (Butler 2 FT),"[1630563, 202710]",1610612759.0,SAS,shooting,,,,,,,,Primo,J. Primo,,,,,,,,,1198.0,,5.0,0.0,Butler,202710.0,,,,,
482,PT01M57.00S,2022-02-27T02:50:21.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,89,89,2022-02-27T02:50:21Z,4800000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,out,[],203473,,,1610612748,89,89,2022-02-27T02:53:05Z,4810000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,
484,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,out,[],1630563,,,1610612748,89,89,2022-02-27T02:53:05Z,4820000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
485,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,out,[],1629719,,,1610612748,89,89,2022-02-27T02:53:05Z,4830000,,,0,,SUB out: D. Cacok,[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
486,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,89,89,2022-02-27T02:53:05Z,4840000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
487,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,in,[],1628966,,,1610612748,89,89,2022-02-27T02:53:05Z,4850000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
488,PT01M57.00S,2022-02-27T02:51:23.3Z,3,REGULAR,substitution,in,[],1630200,,,1610612748,89,89,2022-02-27T02:53:05Z,4860000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
489,PT01M57.00S,2022-02-27T02:53:32.2Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,89,89,2022-02-27T02:53:32Z,4870000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
490,PT01M57.00S,2022-02-27T02:53:32.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,89,89,2022-02-27T02:53:32Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,,
491,PT01M57.00S,2022-02-27T02:53:46.0Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,90,89,2022-02-27T02:53:46Z,4890000,,,0,,J. Butler Free Throw 2 of 2 (27 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,27.0,,,,,,,,,,,,,,,,,
492,PT01M42.00S,2022-02-27T02:54:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,8.015768725361367,45.24356617647059,1610612759,90,91,2022-02-27T02:54:18Z,4900000,24.0,23.0,1,left,L. Walker IV driving Layup (7 PTS) (T. Jones 9 AST),"[1629022, 1630200]",1610612759.0,SAS,driving,,,,,,3.3,Made,Walker IV,L. Walker IV,,7.0,T. Jones,1630200.0,9.0,,,,,,,,,,,,,,
493,PT01M22.00S,2022-02-27T02:54:21.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.72339027595268,45.588235294117645,1610612748,92,91,2022-02-27T02:54:27Z,4910000,-22.0,16.0,1,right,B. Adebayo alley-oop DUNK (18 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,,,,2.72,Made,Adebayo,B. Adebayo,,18.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,
495,PT01M11.00S,2022-02-27T02:54:35.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612759,92,91,2022-02-27T02:54:52Z,4930000,,,0,,C. Martin shooting personal FOUL (2 PF) (Walker IV 2 FT),"[1628997, 1629022]",1610612748.0,MIA,shooting,,,,,,,,Martin,C. Martin,,,,,,,,,1198.0,,2.0,0.0,Walker IV,1629022.0,,,,,
497,PT01M11.00S,2022-02-27T02:55:11.3Z,3,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,92,92,2022-02-27T02:55:30Z,4950000,,,0,,L. Walker IV Free Throw 1 of 2 (8 PTS),[1629022],1610612759.0,SAS,,,,,,,,Made,Walker IV,L. Walker IV,,8.0,,,,,,,,,,,,,,,,,
498,PT01M11.00S,2022-02-27T02:55:12.1Z,3,REGULAR,substitution,out,[],202710,,,1610612759,92,92,2022-02-27T02:55:17Z,4960000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
499,PT01M11.00S,2022-02-27T02:55:12.1Z,3,REGULAR,substitution,in,[],200768,,,1610612759,92,92,2022-02-27T02:55:17Z,4970000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,
500,PT01M11.00S,2022-02-27T02:55:11.3Z,3,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,92,92,2022-02-27T02:55:30Z,4980000,,,0,,MISS L. Walker IV Free Throw 2 of 2,[1629022],1610612759.0,SAS,,,,,,,,Missed,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
501,PT01M09.00S,2022-02-27T02:55:13.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,92,92,2022-02-27T02:55:30Z,4990000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,500.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
502,PT01M01.00S,2022-02-27T02:55:37.1Z,3,REGULAR,3pt,Jump Shot,[],1629216,94.95729303547962,4.166666666666666,1610612748,95,92,2022-02-27T02:55:44Z,5000000,-229.0,-5.0,1,right,G. Vincent 3PT  (10 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,,,,,,,22.93,Made,Vincent,G. Vincent,,10.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
504,PT00M52.50S,2022-02-27T02:55:48.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629022,10.33180026281209,50.98039215686274,1610612759,95,94,2022-02-27T02:56:03Z,5020000,-5.0,45.0,1,left,L. Walker IV driving DUNK (10 PTS) (T. Jones 10 AST),"[1629022, 1630200]",1610612759.0,SAS,driving,,,,,,4.49,Made,Walker IV,L. Walker IV,,10.0,T. Jones,1630200.0,10.0,,,,,,,,,,,,,,
506,PT00M40.20S,2022-02-27T02:56:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.9060446780552,46.81372549019608,1610612748,97,94,2022-02-27T02:56:12Z,5040000,-16.0,5.0,1,right,T. Herro driving Layup (19 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,driving,,,,,,1.66,Made,Herro,T. Herro,,19.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,,,
508,PT00M34.40S,2022-02-27T02:56:11.4Z,3,REGULAR,3pt,Jump Shot,[],1629022,31.61957950065703,25.98039215686275,1610612759,97,97,2022-02-27T02:56:23Z,5060000,120.0,245.0,1,left,L. Walker IV 27' 3PT pullup (13 PTS),[1629022],1610612759.0,SAS,pullup,,,,,,27.26,Made,Walker IV,L. Walker IV,,13.0,,,,,,,,,,,,,,,,,
509,PT00M19.90S,2022-02-27T02:56:30.0Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,97,97,2022-02-27T02:56:41Z,5070000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1628966]",1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,1.0,,,,,Bates-Diop,1628966.0,,,
510,PT00M19.90S,2022-02-27T02:56:30.0Z,3,REGULAR,steal,,[],1628966,,,1610612759,97,97,2022-02-27T02:56:41Z,5080000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
511,PT00M02.60S,2022-02-27T02:56:50.0Z,3,REGULAR,turnover,traveling,[],1626196,,,1610612759,97,97,2022-02-27T02:57:00Z,5090000,,,0,,J. Richardson traveling TURNOVER (1 TO),[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,,,,,,,,,1198.0,1.0,,,,,,,,,
512,PT00M00.00S,2022-02-27T02:57:10.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,71.82982917214193,46.568627450980394,1610612748,99,97,2022-02-27T02:57:18Z,5100000,-17.0,212.0,1,right,B. Adebayo 21' pullup Jump Shot (20 PTS) (K. Lowry 8 AST),"[1628389, 200768]",1610612748.0,MIA,pullup,,,,,,21.3,Made,Adebayo,B. Adebayo,,20.0,K. Lowry,200768.0,8.0,,,,,,,,,,,,,,
514,PT00M00.00S,2022-02-27T02:57:34.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612759,99,97,2022-02-27T02:58:03Z,5120000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,End Period - Good Basket
515,PT00M00.00S,2022-02-27T02:58:08.2Z,3,REGULAR,period,end,[],0,,,1610612759,99,97,2022-02-27T02:58:08Z,5130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-02-27T02:59:18.5Z,4,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,99,97,2022-02-27T02:59:42Z,5140000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-02-27T02:59:18.5Z,4,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,99,97,2022-02-27T02:59:42Z,5150000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-02-27T02:59:18.5Z,4,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,99,97,2022-02-27T02:59:42Z,5160000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-02-27T02:59:18.5Z,4,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,99,97,2022-02-27T02:59:42Z,5170000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-02-27T02:59:56.1Z,4,REGULAR,period,start,[],0,,,1610612759,99,97,2022-02-27T02:59:56Z,5180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M46.00S,2022-02-27T03:00:10.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,14.14257555847569,44.36274509803921,1610612759,99,97,2022-02-27T03:00:21Z,5190000,28.0,80.0,1,left,MISS D. McDermott 8' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,,,,8.52,Missed,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,
523,PT11M43.00S,2022-02-27T03:00:13.0Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,99,97,2022-02-27T03:00:21Z,5200000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,522.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
524,PT11M38.00S,2022-02-27T03:00:17.7Z,4,REGULAR,3pt,Jump Shot,[],1629216,75.77201051248358,85.5392156862745,1610612748,99,97,2022-02-27T03:00:45Z,5210000,178.0,175.0,1,right,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,,,,24.95,Missed,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,
525,PT11M38.00S,2022-02-27T03:00:17.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,99,97,2022-02-27T03:00:45Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,
526,PT11M38.00S,2022-02-27T03:00:28.1Z,4,REGULAR,foul,personal,[],1629022,,,1610612748,99,97,2022-02-27T03:00:53Z,5230000,,,0,,L. Walker IV loose ball personal FOUL (3 PF),"[1629022, 1628389]",1610612759.0,SAS,loose ball,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,1626301.0,,3.0,0.0,Adebayo,1628389.0,,,,,
528,PT11M28.00S,2022-02-27T03:00:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,91.01511169513797,55.14705882352941,1610612748,101,97,2022-02-27T03:01:18Z,5250000,26.0,32.0,1,right,B. Adebayo Layup (22 PTS) (K. Lowry 9 AST),"[1628389, 200768]",1610612748.0,MIA,,,,,,,4.1,Made,Adebayo,B. Adebayo,,22.0,K. Lowry,200768.0,9.0,,,,,,,,,,,,,,
530,PT11M17.00S,2022-02-27T03:00:56.4Z,4,REGULAR,3pt,Jump Shot,[],1629022,32.14520367936925,32.1078431372549,1610612759,101,100,2022-02-27T03:01:04Z,5270000,89.0,250.0,1,left,L. Walker IV 26' 3PT  (16 PTS) (D. McDermott 2 AST),"[1629022, 203926]",1610612759.0,SAS,,,,,,,26.53,Made,Walker IV,L. Walker IV,,16.0,D. McDermott,203926.0,2.0,,,,,,,,,,,,,,
