actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
32,PT08M23.00S,2022-01-27T00:50:47.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,17.16491458607096,52.450980392156865,1610612748,11,2,2022-01-27T00:50:55Z,320000,-12.0,109.0,1,left,MISS B. Adebayo 10' Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,10.96,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M20.00S,2022-01-27T00:50:50.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,11,2,2022-01-27T00:50:53Z,330000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT08M12.00S,2022-01-27T00:50:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.38042049934296,55.392156862745104,1610612752,11,2,2022-01-27T00:53:04Z,340000,27.0,10.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1628389]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.87,Missed,,,,,,,,,,,,,,,,,Adebayo,1628389.0,
35,PT08M12.00S,2022-01-27T00:50:59.2Z,1,REGULAR,block,,[],1628389,,,1610612752,11,2,2022-01-27T00:51:01Z,350000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M10.00S,2022-01-27T00:51:01.2Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,11,2,2022-01-27T01:03:27Z,360000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
100,PT08M09.00S,2022-01-27T00:51:02.7Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,11,2,2022-01-27T01:03:51Z,365000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1628389]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,,,,,,
101,PT08M09.00S,2022-01-27T00:51:02.7Z,1,REGULAR,steal,,[],1628389,,,1610612748,11,2,2022-01-27T01:03:51Z,367500,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M06.00S,2022-01-27T00:51:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",202710,6.783837056504599,45.83333333333333,1610612748,13,2,2022-01-27T01:03:51Z,370000,21.0,11.0,1,left,J. Butler running Layup (4 PTS) (B. Adebayo 3 AST),"[202710, 1628389]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.37,Made,,,,,,,,,4.0,B. Adebayo,1628389.0,3.0,,,,,,,
39,PT07M57.00S,2022-01-27T00:51:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,13,2,2022-01-27T00:51:22Z,390000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M39.00S,2022-01-27T00:54:58.9Z,1,REGULAR,3pt,Jump Shot,[],202689,72.61826544021025,78.92156862745098,1610612752,13,5,2022-01-27T00:55:04Z,400000,145.0,205.0,1,right,K. Walker 25' 3PT step back (3 PTS),[202689],1610612752.0,NYK,step back,,,Walker,K. Walker,,,,,25.08,Made,,,,,,,,,3.0,,,,,,,,,,
41,PT07M14.00S,2022-01-27T00:55:23.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,5.732588699080158,53.431372549019606,1610612748,15,5,2022-01-27T00:55:27Z,410000,-17.0,1.0,1,left,B. Adebayo alley-oop DUNK (2 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,1.73,Made,,,,,,,,,2.0,G. Vincent,1629216.0,1.0,,,,,,,
43,PT06M57.00S,2022-01-27T00:55:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629628,96.27135348226018,95.58823529411765,1610612752,15,8,2022-01-27T00:55:44Z,430000,228.0,-17.0,1,right,R. Barrett 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,22.86,Made,,,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,
45,PT06M40.00S,2022-01-27T00:55:57.3Z,1,REGULAR,3pt,Jump Shot,[],200782,6.915243101182654,3.431372549019608,1610612748,18,8,2022-01-27T00:56:02Z,450000,233.0,13.0,1,left,P. Tucker 3PT  (6 PTS) (B. Adebayo 4 AST),"[200782, 1628389]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.31,Made,,,,,,,,,6.0,B. Adebayo,1628389.0,4.0,,,,,,,
47,PT06M16.00S,2022-01-27T00:56:21.6Z,1,REGULAR,2pt,Jump Shot,[],203944,72.35545335085413,54.166666666666664,1610612752,18,8,2022-01-27T00:56:26Z,470000,21.0,207.0,1,right,MISS J. Randle 20' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,20.84,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M13.00S,2022-01-27T00:56:24.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,18,8,2022-01-27T00:56:26Z,480000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT05M59.00S,2022-01-27T00:56:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,6.783837056504599,55.14705882352941,1610612748,20,8,2022-01-27T00:56:44Z,490000,-26.0,11.0,1,left,P. Tucker cutting Layup (8 PTS) (B. Adebayo 5 AST),"[200782, 1628389]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,2.81,Made,,,,,,,,,8.0,B. Adebayo,1628389.0,5.0,,,,,,,
51,PT05M35.00S,2022-01-27T00:57:04.9Z,1,REGULAR,foul,offensive,[],203095,,,1610612752,20,8,2022-01-27T00:57:22Z,510000,,,0,,E. Fournier charge offensive FOUL (1 PF),"[203095, 1629130]",1610612752.0,NYK,charge,,,Fournier,E. Fournier,,,,,,,,,,,101284.0,,,,,,,,1.0,0.0,Robinson,1629130.0,,,
53,PT05M35.00S,2022-01-27T00:57:04.9Z,1,REGULAR,turnover,offensive foul,[],203095,,,1610612752,20,8,2022-01-27T00:57:04Z,530000,,,0,,E. Fournier offensive foul TURNOVER (1 TO),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,101284.0,1.0,,,,,,,,,,,,,
54,PT05M35.00S,2022-01-27T00:57:18.8Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,20,8,2022-01-27T00:57:23Z,540000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M35.00S,2022-01-27T00:57:18.8Z,1,REGULAR,substitution,out,[],202689,,,1610612748,20,8,2022-01-27T00:57:23Z,550000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M35.00S,2022-01-27T00:57:18.8Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,20,8,2022-01-27T00:57:23Z,560000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M35.00S,2022-01-27T00:57:18.8Z,1,REGULAR,substitution,in,[],202692,,,1610612748,20,8,2022-01-27T00:57:23Z,570000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M20.00S,2022-01-27T00:57:47.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,18.610381077529567,6.127450980392156,1610612748,20,8,2022-01-27T00:57:52Z,580000,219.0,122.0,1,left,MISS D. Robinson 25' step back 3PT,[1629130],1610612748.0,MIA,step back,,,Robinson,D. Robinson,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
59,PT05M16.00S,2022-01-27T00:57:51.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,20,8,2022-01-27T00:57:52Z,590000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
60,PT05M10.00S,2022-01-27T00:58:05.1Z,1,REGULAR,foul,personal,[],1629130,,,1610612752,20,8,2022-01-27T00:58:10Z,600000,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 202692]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,101284.0,,,,,,,,1.0,0.0,Burks,202692.0,,,
63,PT05M04.00S,2022-01-27T00:58:34.0Z,1,REGULAR,foul,personal,[],1629130,,,1610612752,20,8,2022-01-27T00:58:48Z,630000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 1629011]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,1627529.0,,,,,,,,2.0,0.0,Robinson,1629011.0,,,
65,PT05M04.00S,2022-01-27T00:58:47.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612752,20,8,2022-01-27T00:58:49Z,650000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M04.00S,2022-01-27T00:58:47.0Z,1,REGULAR,substitution,in,[],1629622,,,1610612752,20,8,2022-01-27T00:58:49Z,660000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M59.00S,2022-01-27T00:58:58.8Z,1,REGULAR,3pt,Jump Shot,[],202692,74.32654402102497,14.460784313725492,1610612752,20,8,2022-01-27T00:59:03Z,670000,-178.0,189.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
68,PT04M56.00S,2022-01-27T00:59:01.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,20,8,2022-01-27T00:59:03Z,680000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
69,PT04M48.00S,2022-01-27T00:59:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.873193166885677,42.64705882352941,1610612748,20,8,2022-01-27T00:59:17Z,690000,37.0,125.0,1,left,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,13.02,Missed,,,,,,,,,,,,,,,,,,,
70,PT04M43.00S,2022-01-27T00:59:15.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,20,8,2022-01-27T00:59:17Z,700000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
71,PT04M39.00S,2022-01-27T00:59:19.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,92.46057818659659,2.2058823529411766,1610612752,20,8,2022-01-27T00:59:24Z,710000,-239.0,18.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,,
72,PT04M34.00S,2022-01-27T00:59:24.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,8,2022-01-27T00:59:42Z,720000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
73,PT04M31.00S,2022-01-27T00:59:26.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,25.04927726675427,14.950980392156863,1610612748,20,8,2022-01-27T01:00:15Z,730000,175.0,183.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
74,PT04M27.00S,2022-01-27T00:59:30.4Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,20,8,2022-01-27T00:59:32Z,740000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT04M12.00S,2022-01-27T00:59:48.7Z,1,REGULAR,foul,personal,[],1628389,,,1610612752,20,8,2022-01-27T01:00:05Z,750000,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 1629628]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,101284.0,,,,,,,,1.0,0.0,Barrett,1629628.0,,,
77,PT04M12.00S,2022-01-27T01:00:02.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612752,20,8,2022-01-27T01:00:11Z,770000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M12.00S,2022-01-27T01:00:02.1Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,20,8,2022-01-27T01:00:11Z,780000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M12.00S,2022-01-27T01:00:02.1Z,1,REGULAR,substitution,in,[],203473,,,1610612752,20,8,2022-01-27T01:00:11Z,790000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M12.00S,2022-01-27T01:00:02.1Z,1,REGULAR,substitution,in,[],201959,,,1610612752,20,8,2022-01-27T01:00:11Z,800000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M06.00S,2022-01-27T01:00:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,67.23061760840999,50.0,1610612752,20,11,2022-01-27T01:00:54Z,810000,0.0,256.0,1,right,R. Barrett 25' 3PT pullup (6 PTS) (T. Gibson 1 AST),"[1629628, 201959]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,25.55,Made,,,,,,,,,6.0,T. Gibson,201959.0,1.0,,,,,,,
83,PT03M39.00S,2022-01-27T01:00:52.5Z,1,REGULAR,2pt,Jump Shot,[],1629639,23.866622864651774,29.166666666666668,1610612748,20,11,2022-01-27T01:00:57Z,830000,104.0,172.0,1,left,MISS T. Herro 20' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,20.09,Missed,,,,,,,,,,,,,,,,,,,
84,PT03M35.00S,2022-01-27T01:00:57.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,20,11,2022-01-27T01:00:57Z,840000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
85,PT03M32.00S,2022-01-27T01:01:04.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612752,20,11,2022-01-27T01:01:15Z,850000,,,0,,M. Strus shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629622, 1629628]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,204058.0,,,,,,,,1.0,0.0,Barrett,1629628.0,,,
87,PT03M32.00S,2022-01-27T01:01:27.9Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,20,11,2022-01-27T01:01:50Z,870000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
88,PT03M32.00S,2022-01-27T01:01:27.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,20,11,2022-01-27T01:01:50Z,880000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
89,PT03M32.00S,2022-01-27T01:01:30.4Z,1,REGULAR,substitution,out,[],203095,,,1610612752,20,11,2022-01-27T01:01:33Z,890000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M32.00S,2022-01-27T01:01:30.4Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,20,11,2022-01-27T01:01:33Z,900000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M32.00S,2022-01-27T01:01:27.9Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,20,11,2022-01-27T01:01:50Z,910000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
