actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
41,PT07M44.00S,2022-02-16T00:47:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,6.652431011826544,45.83333333333333,1610612748,8,9,2022-02-16T00:47:11Z,410000,21.0,10.0,1,left,MISS P. Tucker reverse Layup,[200782],1610612748.0,MIA,reverse,,,Tucker,P. Tucker,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M44.00S,2022-02-16T00:47:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,8,9,2022-02-16T00:47:11Z,420000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,
43,PT07M44.00S,2022-02-16T00:47:09.5Z,1,REGULAR,foul,personal,[],1628973,,,1610612748,8,9,2022-02-16T00:47:23Z,430000,,,0,,J. Brunson loose ball personal FOUL (1 PF),"[1628973, 1628389]",1610612742.0,DAL,loose ball,,,Brunson,J. Brunson,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Adebayo,1628389.0,,,,,
45,PT07M42.00S,2022-02-16T00:47:28.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,8,9,2022-02-16T00:47:28Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M35.00S,2022-02-16T00:47:47.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,13.485545335085414,43.13725490196079,1610612748,8,9,2022-02-16T00:47:53Z,460000,34.0,74.0,1,left,MISS J. Butler 8' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2022-02-16T00:47:51.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,8,9,2022-02-16T00:47:53Z,470000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M13.00S,2022-02-16T00:48:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,71.04139290407359,80.14705882352942,1610612742,8,12,2022-02-16T00:48:16Z,480000,151.0,220.0,1,right,J. Green 26' 3PT  (5 PTS) (J. Brunson 1 AST),"[1630182, 1628973]",1610612742.0,DAL,,,,Green,J. Green,,,,,26.64,Made,5.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,,
50,PT07M00.00S,2022-02-16T00:48:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.427726675427067,48.529411764705884,1610612748,8,12,2022-02-16T00:50:50Z,500000,7.0,111.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M55.00S,2022-02-16T00:48:27.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,8,12,2022-02-16T00:48:28Z,510000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT06M48.00S,2022-02-16T00:48:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.28449408672799,50.98039215686274,1610612742,8,12,2022-02-16T00:51:51Z,520000,5.0,76.0,1,right,MISS L. Doncic 7' pullup Shot - blocked,"[1629029, 1628389]",1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,7.66,Missed,,,,,,,,,,,,,,,Adebayo,1628389.0,,,
53,PT06M48.00S,2022-02-16T00:48:34.2Z,1,REGULAR,block,,[],1628389,,,1610612742,8,12,2022-02-16T00:48:36Z,530000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M48.00S,2022-02-16T00:48:34.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,8,12,2022-02-16T00:48:39Z,540000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,
55,PT06M48.00S,2022-02-16T00:48:42.7Z,1,REGULAR,foul,personal,[],1629029,,,1610612748,8,12,2022-02-16T00:48:52Z,550000,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1628389]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Adebayo,1628389.0,,,,,
57,PT06M48.00S,2022-02-16T00:48:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,8,12,2022-02-16T00:48:52Z,570000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M48.00S,2022-02-16T00:49:31.7Z,1,REGULAR,substitution,out,[],1630182,,,1610612748,8,12,2022-02-16T00:51:38Z,580000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M48.00S,2022-02-16T00:49:31.7Z,1,REGULAR,substitution,in,[],203915,,,1610612748,8,12,2022-02-16T00:51:38Z,590000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M38.00S,2022-02-16T00:52:01.1Z,1,REGULAR,foul,personal,[],203915,,,1610612748,8,12,2022-02-16T00:52:09Z,600000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 200768]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,202901.0,,1.0,0.0,Lowry,200768.0,,,,,
62,PT06M32.00S,2022-02-16T00:52:20.7Z,1,REGULAR,foul,offensive,[],200782,,,1610612748,8,12,2022-02-16T00:52:37Z,620000,,,0,,P. Tucker off-the-ball offensive FOUL (2 PF),"[200782, 203915]",1610612748.0,MIA,off-the-ball,,,Tucker,P. Tucker,,,,,,,,,,,,,,,202007.0,,2.0,0.0,Dinwiddie,203915.0,,,,,
64,PT06M32.00S,2022-02-16T00:52:20.7Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612748,8,12,2022-02-16T00:52:20Z,640000,,,0,,P. Tucker offensive foul TURNOVER (2 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,202007.0,2.0,,,,,,,,,
65,PT06M32.00S,2022-02-16T00:52:33.9Z,1,REGULAR,substitution,out,[],200782,,,1610612742,8,12,2022-02-16T00:52:52Z,650000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2022-02-16T00:52:33.9Z,1,REGULAR,substitution,in,[],1629312,,,1610612742,8,12,2022-02-16T00:52:52Z,660000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2022-02-16T00:53:06.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,88.78120893561103,3.1862745098039214,1610612742,8,15,2022-02-16T00:53:12Z,670000,-234.0,53.0,1,right,J. Brunson 24' 3PT  (5 PTS) (S. Dinwiddie 1 AST),"[1628973, 203915]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,24.0,Made,5.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
69,PT06M07.00S,2022-02-16T00:53:21.0Z,1,REGULAR,2pt,Jump Shot,[],200768,22.683968462549277,63.970588235294116,1610612748,10,15,2022-02-16T00:53:26Z,690000,-70.0,161.0,1,left,K. Lowry 17' pullup Jump Shot (4 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,17.52,Made,4.0,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2022-02-16T00:53:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.38042049934296,60.049019607843135,1610612742,10,15,2022-02-16T00:53:45Z,700000,50.0,10.0,1,right,MISS S. Dinwiddie driving Layup - blocked,"[203915, 1628389]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,5.11,Missed,,,,,,,,,,,,,,,Adebayo,1628389.0,,,
71,PT05M47.00S,2022-02-16T00:53:39.4Z,1,REGULAR,block,,[],1628389,,,1610612742,10,15,2022-02-16T00:53:42Z,710000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2022-02-16T00:53:42.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,10,15,2022-02-16T00:53:45Z,720000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,
73,PT05M43.00S,2022-02-16T00:53:44.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,23.340998685939553,8.823529411764707,1610612748,13,15,2022-02-16T00:54:11Z,730000,206.0,167.0,1,left,D. Robinson 26' 3PT running (3 PTS) (K. Lowry 1 AST),"[1629130, 200768]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,26.5,Made,3.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,,
75,PT05M20.00S,2022-02-16T00:54:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203939,82.9993429697766,64.2156862745098,1610612742,13,15,2022-02-16T00:54:42Z,750000,71.0,107.0,1,right,MISS D. Powell 12' Jump Shot,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,12.87,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M17.00S,2022-02-16T00:54:10.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,13,15,2022-02-16T00:54:42Z,760000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,75.0,4.0,3.0,1.0,,,,,,,,,,,
77,PT05M03.00S,2022-02-16T00:54:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,9.461235216819974,62.768075980392155,1610612748,15,15,2022-02-16T00:54:51Z,770000,-64.0,36.0,1,left,B. Adebayo 7' Hook (6 PTS) (J. Butler 1 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,7.35,Made,6.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
79,PT04M52.00S,2022-02-16T00:54:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.10183968462549,50.49019607843137,1610612742,15,15,2022-02-16T00:55:42Z,790000,2.0,88.0,1,right,MISS L. Doncic 8' turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,8.75,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M49.00S,2022-02-16T00:54:38.1Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,15,15,2022-02-16T00:54:43Z,800000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,
81,PT04M42.00S,2022-02-16T00:54:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629312,3.3672798948751645,95.34313725490196,1610612748,15,15,2022-02-16T00:54:54Z,810000,-227.0,-21.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,22.77,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M42.00S,2022-02-16T00:54:45.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,15,15,2022-02-16T00:54:54Z,820000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
83,PT04M26.00S,2022-02-16T00:55:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612742,15,15,2022-02-16T00:55:26Z,830000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Powell 2 FT),"[1628389, 203939]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Powell,203939.0,,,,,
85,PT04M26.00S,2022-02-16T00:55:37.2Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,15,15,2022-02-16T00:55:37Z,850000,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M26.00S,2022-02-16T00:55:37.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,15,15,2022-02-16T00:55:37Z,860000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,
87,PT04M26.00S,2022-02-16T00:55:37.8Z,1,REGULAR,substitution,out,[],200768,,,1610612742,15,15,2022-02-16T00:55:48Z,870000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M26.00S,2022-02-16T00:55:37.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612742,15,15,2022-02-16T00:55:48Z,880000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2022-02-16T00:55:37.8Z,1,REGULAR,substitution,in,[],1630209,,,1610612742,15,15,2022-02-16T00:55:48Z,890000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M26.00S,2022-02-16T00:55:37.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612742,15,15,2022-02-16T00:55:48Z,900000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M26.00S,2022-02-16T00:56:04.0Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,15,16,2022-02-16T00:56:04Z,910000,,,0,,D. Powell Free Throw 2 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
92,PT04M13.00S,2022-02-16T00:56:18.5Z,1,REGULAR,3pt,Jump Shot,[],1629312,5.732588699080158,95.83333333333334,1610612748,18,16,2022-02-16T00:56:23Z,920000,-229.0,1.0,1,left,H. Highsmith 3PT  (3 PTS) (G. Vincent 1 AST),"[1629312, 1629216]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,22.92,Made,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,,
