actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
19,PT09M38.00S,2022-04-09T00:15:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,14.799605781865965,45.588235294117645,1610612748,3,6,2022-04-09T00:15:39Z,180000,22.0,87.0,1,left,MISS J. Butler 8' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,8.94,Missed,,,,,,,,,,,,,,,,,,,
20,PT09M36.00S,2022-04-09T00:15:37.2Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,3,6,2022-04-09T00:15:39Z,190000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT09M27.00S,2022-04-09T00:15:46.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,3,6,2022-04-09T00:15:51Z,200000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1629622]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,1.0,Strus,1629622.0,,,,,,,,
22,PT09M27.00S,2022-04-09T00:15:46.6Z,1,REGULAR,steal,,[],1629622,,,1610612748,3,6,2022-04-09T00:15:48Z,210000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M21.00S,2022-04-09T00:15:52.6Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612748,3,6,2022-04-09T00:15:57Z,220000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1628989]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,
24,PT09M21.00S,2022-04-09T00:15:52.6Z,1,REGULAR,steal,,[],1628989,,,1610612737,3,6,2022-04-09T00:15:54Z,230000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M07.00S,2022-04-09T00:16:06.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201568,82.21090670170827,26.96078431372549,1610612737,3,8,2022-04-09T00:16:13Z,240000,-115.0,115.0,1,right,D. Gallinari 16' fadeaway Jump Shot (2 PTS),[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,16.26,Made,,,,,2.0,,,,,,,,,,,,,,
26,PT08M52.00S,2022-04-09T00:16:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.559132720105126,47.30392156862745,1610612748,5,8,2022-04-09T00:16:25Z,250000,13.0,113.0,1,left,B. Adebayo 11' driving floating Jump Shot (2 PTS),[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,11.34,Made,,,,,2.0,,,,,,,,,,,,,,
31,PT08M40.00S,2022-04-09T00:16:32.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,64.99671484888306,75.98039215686273,1610612737,5,8,2022-04-09T00:25:34Z,260000,130.0,277.0,1,right,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,30.55,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M38.00S,2022-04-09T00:16:34.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,5,8,2022-04-09T00:16:38Z,270000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M33.00S,2022-04-09T00:16:43.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,5,8,2022-04-09T00:16:43Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M31.00S,2022-04-09T00:17:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612748,5,8,2022-04-09T00:17:14Z,290000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Butler 2 FT),"[1628989, 202710]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Butler,202710.0,,,
36,PT08M31.00S,2022-04-09T00:17:25.2Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,6,8,2022-04-09T00:17:25Z,310000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
37,PT08M31.00S,2022-04-09T00:17:40.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,7,8,2022-04-09T00:17:40Z,320000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
38,PT08M10.00S,2022-04-09T00:18:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,87.46714848883047,50.98039215686274,1610612737,7,8,2022-04-09T00:18:08Z,330000,5.0,65.0,1,right,MISS D. Hunter 6' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M07.00S,2022-04-09T00:18:05.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,8,2022-04-09T00:32:04Z,340000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT07M55.00S,2022-04-09T00:18:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628997,25.969119579500656,81.61764705882352,1610612748,7,8,2022-04-09T00:18:21Z,350000,-158.0,192.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M54.00S,2022-04-09T00:18:17.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,7,8,2022-04-09T00:18:21Z,360000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT07M41.00S,2022-04-09T00:18:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,75.90341655716163,90.44117647058823,1610612737,7,8,2022-04-09T00:18:37Z,370000,202.0,174.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M38.00S,2022-04-09T00:18:35.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,7,8,2022-04-09T00:18:37Z,380000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
44,PT07M33.00S,2022-04-09T00:18:40.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,17.427726675427067,5.392156862745098,1610612748,10,8,2022-04-09T00:32:52Z,390000,223.0,111.0,1,left,C. Martin 24' 3PT running pullup (3 PTS),[1628997],1610612748.0,MIA,running pullup,,,Martin,C. Martin,,,,,24.92,Made,,,,,3.0,,,,,,,,,,,,,,
45,PT07M21.00S,2022-04-09T00:18:51.2Z,1,REGULAR,3pt,Jump Shot,[],201568,71.17279894875165,19.362745098039216,1610612737,10,8,2022-04-09T00:18:57Z,400000,-153.0,218.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M18.00S,2022-04-09T00:18:54.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,10,8,2022-04-09T00:18:54Z,410000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
47,PT07M17.00S,2022-04-09T00:18:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,93.38042049934296,45.83333333333333,1610612737,10,10,2022-04-09T00:19:00Z,420000,-21.0,10.0,1,right,T. Young putback Layup (2 PTS),[1629027],1610612737.0,ATL,putback,,,Young,T. Young,,,,,2.3,Made,,,,,2.0,,,,,,,,,,,,,,
48,PT07M05.00S,2022-04-09T00:19:07.7Z,1,REGULAR,2pt,Jump Shot,[],1628389,14.536793692509855,21.07843137254902,1610612748,10,10,2022-04-09T00:19:13Z,430000,145.0,84.0,1,left,MISS B. Adebayo 16' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,16.73,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M02.00S,2022-04-09T00:19:10.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,10,2022-04-09T00:19:13Z,440000,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,48.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
50,PT06M51.00S,2022-04-09T00:19:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.9060446780552,53.18627450980392,1610612737,10,10,2022-04-09T00:19:26Z,450000,16.0,5.0,1,right,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M48.00S,2022-04-09T00:19:25.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,10,10,2022-04-09T00:19:26Z,460000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
52,PT06M45.00S,2022-04-09T00:19:27.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,6.915243101182654,3.6764705882352944,1610612748,10,10,2022-04-09T00:33:47Z,470000,232.0,13.0,1,left,MISS C. Martin running 3PT,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M42.00S,2022-04-09T00:19:30.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,10,2022-04-09T00:19:45Z,480000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,52.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
55,PT06M21.00S,2022-04-09T00:19:54.9Z,1,REGULAR,foul,personal,[],200768,,,1610612737,10,10,2022-04-09T00:20:04Z,490000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1629027]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Young,1629027.0,,,
57,PT06M21.00S,2022-04-09T00:20:05.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,10,10,2022-04-09T00:20:05Z,510000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M07.00S,2022-04-09T00:23:16.4Z,1,REGULAR,2pt,Jump Shot,[],201568,74.19513797634691,57.84313725490197,1610612737,10,10,2022-04-09T00:23:24Z,520000,39.0,190.0,1,right,MISS D. Gallinari 19' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,19.41,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M04.00S,2022-04-09T00:23:19.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,10,10,2022-04-09T00:23:24Z,530000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT05M52.00S,2022-04-09T00:23:31.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,11.908672798948752,51.225490196078425,1610612748,10,10,2022-04-09T00:23:41Z,540000,-6.0,59.0,1,left,MISS B. Adebayo driving Hook,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,5.97,Missed,,,,,,,,,,,,,,,,,,,
61,PT05M46.00S,2022-04-09T00:23:37.7Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,10,10,2022-04-09T00:23:41Z,550000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
62,PT05M46.00S,2022-04-09T00:23:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.590000152587891,50.0,1610612748,12,10,2022-04-09T00:23:37Z,560000,0.0,0.0,1,left,J. Butler tip Layup (4 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
63,PT05M33.00S,2022-04-09T00:23:50.4Z,1,REGULAR,2pt,Jump Shot,[],201568,88.12417871222075,71.07843137254902,1610612737,12,12,2022-04-09T01:14:19Z,570000,105.0,59.0,1,right,D. Gallinari 12' Jump Shot (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,12.08,Made,,,,,4.0,,,,,,,,,,,,,,
65,PT05M16.00S,2022-04-09T00:24:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,17.427726675427067,56.372549019607845,1610612748,12,12,2022-04-09T00:24:13Z,590000,-32.0,111.0,1,left,MISS K. Lowry 11' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,11.58,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M13.00S,2022-04-09T00:24:11.5Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,12,12,2022-04-09T00:24:13Z,600000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT05M05.00S,2022-04-09T00:24:18.5Z,1,REGULAR,3pt,Jump Shot,[],201568,68.28186596583443,71.56862745098039,1610612737,12,12,2022-04-09T00:24:24Z,610000,108.0,246.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M01.00S,2022-04-09T00:24:22.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,12,12,2022-04-09T00:24:24Z,620000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
69,PT04M54.00S,2022-04-09T00:24:33.4Z,1,REGULAR,foul,personal,[],1629631,,,1610612748,12,12,2022-04-09T00:24:52Z,630000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 202710]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Butler,202710.0,,,
71,PT04M54.00S,2022-04-09T00:24:51.5Z,1,REGULAR,substitution,out,[],202710,,,1610612748,12,12,2022-04-09T00:25:03Z,650000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M54.00S,2022-04-09T00:24:51.5Z,1,REGULAR,substitution,out,[],201568,,,1610612748,12,12,2022-04-09T00:25:03Z,660000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M54.00S,2022-04-09T00:24:51.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,12,12,2022-04-09T00:25:03Z,670000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M54.00S,2022-04-09T00:24:51.5Z,1,REGULAR,substitution,in,[],203992,,,1610612748,12,12,2022-04-09T00:25:03Z,680000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M46.00S,2022-04-09T00:25:20.1Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612748,12,12,2022-04-09T00:25:24Z,690000,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1628989]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,
76,PT04M46.00S,2022-04-09T00:25:20.1Z,1,REGULAR,steal,,[],1628989,,,1610612737,12,12,2022-04-09T00:25:22Z,700000,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M41.00S,2022-04-09T00:25:25.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203992,85.28252299605782,90.21905637254902,1610612737,12,14,2022-04-09T00:28:49Z,710000,201.0,86.0,1,right,B. Bogdanovic 21' Jump Shot (2 PTS) (K. Huerter 2 AST),"[203992, 1628989]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,21.86,Made,,,,,2.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,
79,PT04M33.00S,2022-04-09T00:25:33.9Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,12,14,2022-04-09T00:25:37Z,730000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 203992]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,,,
80,PT04M33.00S,2022-04-09T00:25:33.9Z,1,REGULAR,steal,,[],203992,,,1610612737,12,14,2022-04-09T00:25:35Z,740000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M22.00S,2022-04-09T00:25:44.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,71.17279894875165,74.50980392156863,1610612737,12,14,2022-04-09T00:25:50Z,750000,123.0,218.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M19.00S,2022-04-09T00:25:47.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,14,2022-04-09T00:25:50Z,760000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
83,PT04M08.00S,2022-04-09T00:25:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.697109067017081,50.0,1610612748,14,14,2022-04-09T00:26:04Z,770000,0.0,67.0,1,left,B. Adebayo 6' floating Jump Shot (4 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,6.69,Made,,,,,4.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
85,PT03M51.00S,2022-04-09T00:26:15.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,14,14,2022-04-09T00:26:19Z,790000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 200768]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,2.0,Lowry,200768.0,,,,,,,,
86,PT03M51.00S,2022-04-09T00:26:15.8Z,1,REGULAR,steal,,[],200768,,,1610612748,14,14,2022-04-09T00:26:17Z,800000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
