actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M46.00S,2024-04-04T00:11:48.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628976,13.87976346911958,49.754901960784316,1610612753,2,0,2024-04-04T00:12:00Z,170000,False,1.0,78.0,1,left,MISS W. Carter Jr. 7' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2024-04-04T00:11:50.5Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,2,0,2024-04-04T00:12:00Z,180000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,,,,,,1.0,0.0,1.0,,,,,,,,,
19,PT10M40.00S,2024-04-04T00:11:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,26.757555847568987,83.08823529411765,1610612753,2,0,2024-04-04T00:12:02Z,190000,False,-165.0,199.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2024-04-04T00:12:00.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,0,2024-04-04T00:12:02Z,200000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,19.0,,,,,,1.0,1.0,0.0,,,,,,,,,
21,PT10M23.00S,2024-04-04T00:12:10.8Z,1,REGULAR,2pt,Jump Shot,[],202685,87.33574244415243,24.264705882352942,1610612740,2,0,2024-04-04T00:12:16Z,210000,False,-129.0,67.0,1,right,MISS J. Valanciunas 14' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,14.49,Missed,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2024-04-04T00:12:12.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,0,2024-04-04T00:12:16Z,220000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,21.0,,,,,,1.0,1.0,0.0,,,,,,,,,
23,PT10M12.00S,2024-04-04T00:12:22.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.469776609724048,49.50980392156863,1610612753,2,2,2024-04-04T00:12:28Z,230000,False,2.0,-1.0,1,left,W. Carter Jr. cutting DUNK (2 PTS) (G. Harris 1 AST),"[1628976, 203914]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,,,2.0,G. Harris,203914.0,1.0,,,,,
25,PT09M47.00S,2024-04-04T00:12:47.5Z,1,REGULAR,3pt,Jump Shot,[],203468,94.95729303547962,94.36274509803921,1610612740,5,2,2024-04-04T00:13:13Z,250000,False,222.0,-5.0,1,right,C. McCollum 3PT fadeaway (3 PTS),[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,22.19,Made,,,,,,,,,,3.0,,,,,,,,
26,PT09M29.00S,2024-04-04T00:13:10.7Z,1,REGULAR,foul,personal,[],1629627,,,1610612753,5,2,2024-04-04T00:13:41Z,260000,False,,,0,,Z. Williamson personal FOUL (1 PF),"[1629627, 1630591]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,1627519.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,,,
28,PT09M18.00S,2024-04-04T00:13:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628976,4.155716162943495,96.32352941176471,1610612753,5,2,2024-04-04T00:13:43Z,280000,False,-232.0,-13.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
29,PT09M17.00S,2024-04-04T00:13:37.2Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,5,2,2024-04-04T00:14:13Z,290000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,28.0,,,,,,2.0,1.0,1.0,,,,,,,,,
30,PT09M17.00S,2024-04-04T00:13:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,6.652431011826544,56.61764705882353,1610612753,5,2,2024-04-04T00:13:53Z,300000,False,-33.0,10.0,1,left,MISS P. Banchero putback Layup,[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2024-04-04T00:13:42.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,5,2,2024-04-04T00:14:05Z,320000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,30.0,,,,,,1.0,1.0,0.0,,,,,,,,,
33,PT09M08.00S,2024-04-04T00:13:52.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,93.9060446780552,54.41176470588235,1610612740,7,2,2024-04-04T00:15:56Z,330000,False,22.0,5.0,1,right,Z. Williamson running Layup (2 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,,2.0,,,,,,,,
34,PT09M00.00S,2024-04-04T00:13:58.0Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612753,7,2,2024-04-04T00:14:16Z,340000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630530, 1631094]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1148.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
36,PT09M00.00S,2024-04-04T00:14:22.0Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,7,3,2024-04-04T00:14:22Z,360000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
37,PT09M00.00S,2024-04-04T00:14:42.7Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,7,4,2024-04-04T00:14:42Z,370000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
39,PT08M45.00S,2024-04-04T00:15:15.2Z,1,REGULAR,3pt,Jump Shot,[],203468,77.61169513797634,89.95098039215686,1610612740,7,4,2024-04-04T00:15:19Z,390000,False,200.0,158.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2024-04-04T00:15:18.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,4,2024-04-04T00:15:19Z,400000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,39.0,,,,,,2.0,1.0,1.0,,,,,,,,,
41,PT08M28.00S,2024-04-04T00:15:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.601182654402102,54.166666666666664,1610612753,7,6,2024-04-04T00:15:36Z,410000,False,-21.0,0.0,1,left,F. Wagner driving reverse Layup (2 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,2.0,P. Banchero,1631094.0,1.0,,,,,
42,PT08M08.00S,2024-04-04T00:15:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,85.23324572930355,56.61764705882353,1610612740,9,6,2024-04-04T00:15:57Z,420000,False,33.0,86.0,1,right,T. Murphy III 9' driving floating Jump Shot (2 PTS),[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,9.24,Made,,,,,,,,,,2.0,,,,,,,,
43,PT07M55.00S,2024-04-04T00:16:12.3Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612753,9,6,2024-04-04T00:16:33Z,430000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Banchero 2 FT),"[202685, 1631094]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,1151.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
45,PT07M55.00S,2024-04-04T00:16:39.7Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,9,6,2024-04-04T00:16:39Z,450000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT07M55.00S,2024-04-04T00:16:39.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,9,6,2024-04-04T00:16:39Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2024-04-04T00:17:00.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,9,7,2024-04-04T00:17:00Z,470000,False,,,0,,P. Banchero Free Throw 2 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
48,PT07M47.00S,2024-04-04T00:17:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.77463863337714,46.07843137254902,1610612740,11,7,2024-04-04T00:17:19Z,480000,False,-20.0,6.0,1,right,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,4.0,,,,,,,,
49,PT07M37.00S,2024-04-04T00:17:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,7.966491458607096,95.09803921568627,1610612753,11,10,2024-04-04T00:17:26Z,490000,False,-225.0,22.0,1,left,F. Wagner 3PT  (5 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,22.66,Made,,,,,,,,,,5.0,J. Suggs,1630591.0,1.0,,,,,
52,PT07M25.00S,2024-04-04T00:17:42.2Z,1,REGULAR,foul,personal,['3freethrow'],1628976,,,1610612740,11,10,2024-04-04T00:17:55Z,520000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Valanciunas 3 FT),"[1628976, 202685]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,1151.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,
54,PT07M25.00S,2024-04-04T00:18:10.0Z,1,REGULAR,freethrow,1 of 3,[],202685,,,1610612740,12,10,2024-04-04T00:18:10Z,540000,False,,,0,,J. Valanciunas Free Throw 1 of 3 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
55,PT07M25.00S,2024-04-04T00:18:32.4Z,1,REGULAR,freethrow,2 of 3,[],202685,,,1610612740,13,10,2024-04-04T00:18:32Z,550000,False,,,0,,J. Valanciunas Free Throw 2 of 3 (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
56,PT07M25.00S,2024-04-04T00:18:51.7Z,1,REGULAR,freethrow,3 of 3,[],202685,,,1610612740,14,10,2024-04-04T00:18:51Z,560000,False,,,0,,J. Valanciunas Free Throw 3 of 3 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
57,PT07M14.00S,2024-04-04T00:19:04.8Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,14,10,2024-04-04T00:19:10Z,570000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1630530]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,
58,PT07M14.00S,2024-04-04T00:19:04.8Z,1,REGULAR,steal,,[],1630530,,,1610612740,14,10,2024-04-04T00:19:08Z,580000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
59,PT07M03.00S,2024-04-04T00:19:23.6Z,1,REGULAR,foul,personal,[],1630591,,,1610612740,14,10,2024-04-04T00:19:32Z,590000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 202685]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,1148.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,
61,PT06M56.00S,2024-04-04T00:19:39.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,86.94152431011827,42.8921568627451,1610612740,16,10,2024-04-04T00:22:13Z,610000,False,-36.0,70.0,1,right,Z. Williamson 7' driving floating Jump Shot (6 PTS) (J. Valanciunas 1 AST),"[1629627, 202685]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,,,,,,,,,,6.0,J. Valanciunas,202685.0,1.0,,,,,
63,PT06M38.00S,2024-04-04T00:20:02.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612753,16,10,2024-04-04T00:20:11Z,630000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1630530, 1628976]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1627519.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,
65,PT06M38.00S,2024-04-04T00:20:20.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,16,10,2024-04-04T00:20:20Z,650000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2024-04-04T00:22:23.5Z,1,REGULAR,substitution,out,[],1630530,,,1610612753,16,10,2024-04-04T00:23:03Z,660000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2024-04-04T00:22:23.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612753,16,10,2024-04-04T00:23:03Z,670000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M38.00S,2024-04-04T00:23:11.3Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,16,11,2024-04-04T00:23:11Z,680000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
70,PT06M38.00S,2024-04-04T00:23:11.3Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,16,11,2024-04-04T00:23:34Z,690000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2024-04-04T00:23:13.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,16,11,2024-04-04T00:23:34Z,700000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,70.0,,,,,,2.0,2.0,0.0,,,,,,,,,
72,PT06M18.00S,2024-04-04T00:23:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,91.27792378449409,56.372549019607845,1610612740,16,11,2024-04-04T00:24:17Z,710000,False,32.0,29.0,1,right,MISS Z. Williamson driving floating bank Shot,[1629627],1610612740.0,NOP,driving floating bank,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2024-04-04T00:23:53.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,16,11,2024-04-04T00:23:53Z,720000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,72.0,,,,,,2.0,1.0,1.0,,,,,,,,,
74,PT06M11.00S,2024-04-04T00:23:56.8Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,16,11,2024-04-04T00:24:04Z,730000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1148.0,,,,,,,,,,,,2.0,,,,
75,PT05M51.00S,2024-04-04T00:24:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,94.82588699080158,45.09803921568628,1610612740,16,11,2024-04-04T00:25:44Z,740000,False,-25.0,-4.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2024-04-04T00:24:27.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,16,11,2024-04-04T00:24:30Z,750000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,75.0,,,,,,3.0,2.0,1.0,,,,,,,,,
77,PT05M43.00S,2024-04-04T00:24:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,33.196452036793694,60.5392156862745,1610612753,16,11,2024-04-04T00:26:26Z,760000,False,-53.0,260.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2024-04-04T00:24:35.4Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,16,11,2024-04-04T00:24:41Z,770000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,77.0,,,,,,1.0,1.0,0.0,,,,,,,,,
79,PT05M23.00S,2024-04-04T00:24:53.1Z,1,REGULAR,3pt,Jump Shot,[],203468,70.12155059132719,75.49019607843137,1610612740,16,11,2024-04-04T00:24:59Z,780000,False,127.0,228.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2024-04-04T00:24:56.1Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,16,11,2024-04-04T00:24:59Z,790000,False,,,0,,J. Suggs REBOUND (Off:1 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,79.0,,,,,,3.0,2.0,1.0,,,,,,,,,
81,PT05M07.00S,2024-04-04T00:25:07.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,6.389618922470433,49.754901960784316,1610612753,16,11,2024-04-04T00:25:12Z,800000,False,1.0,8.0,1,left,MISS P. Banchero driving DUNK,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2024-04-04T00:25:09.8Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,16,11,2024-04-04T00:25:12Z,810000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,81.0,,,,,,2.0,2.0,0.0,,,,,,,,,
83,PT05M01.00S,2024-04-04T00:25:14.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,94.30026281208936,46.32352941176471,1610612740,18,11,2024-04-04T00:25:21Z,820000,False,-18.0,1.0,1,right,C. McCollum running Layup (5 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,5.0,,,,,,,,
84,PT04M54.00S,2024-04-04T00:25:22.0Z,1,REGULAR,3pt,Jump Shot,[],203914,15.193823915900131,94.36274509803921,1610612753,18,11,2024-04-04T00:28:15Z,830000,False,-222.0,90.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left,23.95,Missed,,,,,,,,,,,,,,,,,,
