actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
42,PT08M12.00S,2024-02-24T01:19:00.0Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,4,12,2024-02-24T01:19:08Z,410000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M12.00S,2024-02-24T01:19:08.2Z,1,REGULAR,foul,personal,[],1629639,,,1610612740,4,12,2024-02-24T01:19:28Z,420000,False,,,0,,T. Herro personal FOUL (2 PF),"[1629639, 1630530]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,200832.0,2.0,0.0,Murphy III,1630530.0,,,,
45,PT08M04.00S,2024-02-24T01:19:32.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203468,78.0059132720105,60.5392156862745,1610612740,6,12,2024-02-24T01:19:37Z,440000,False,53.0,154.0,1,right,C. McCollum 16' pullup Jump Shot (2 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,16.3,Made,,,,,2.0,,,,,,,,,,,,,
46,PT07M45.00S,2024-02-24T01:19:52.2Z,1,REGULAR,2pt,Jump Shot,[],1629639,25.04927726675427,67.40196078431373,1610612748,6,14,2024-02-24T01:19:56Z,450000,False,-87.0,183.0,1,left,T. Herro 20' driving floating Jump Shot (4 PTS) (N. Jovic 1 AST),"[1629639, 1631107]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,20.26,Made,,,,,4.0,N. Jovic,1631107.0,1.0,,,,,,,,,,
48,PT07M33.00S,2024-02-24T01:20:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630530,79.97700394218134,92.15686274509804,1610612740,6,14,2024-02-24T01:20:06Z,470000,False,211.0,136.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2024-02-24T01:20:04.6Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,6,14,2024-02-24T01:20:06Z,480000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M20.00S,2024-02-24T01:20:32.2Z,1,REGULAR,foul,technical,['1freethrow'],1629627,,,1610612748,6,14,2024-02-24T01:20:40Z,500000,False,,,0,,Z. Williamson defensive-3-second technical FOUL (1 Tech),[1629627],1610612740.0,NOP,defensive-3-second,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,2005.0,1.0,1.0,,,,,,
52,PT07M20.00S,2024-02-24T01:20:41.6Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,6,15,2024-02-24T01:20:41Z,510000,False,,,0,,J. Butler technical Free Throw 1 of 1 (6 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
53,PT07M11.00S,2024-02-24T01:21:03.5Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,6,15,2024-02-24T01:21:19Z,520000,False,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 1630530]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1151.0,1.0,0.0,Murphy III,1630530.0,,,,
55,PT07M11.00S,2024-02-24T01:21:03.5Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,6,15,2024-02-24T01:21:03Z,540000,False,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,1151.0,,,,,,,,
56,PT07M00.00S,2024-02-24T01:21:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,92.46057818659659,55.392156862745104,1610612740,8,15,2024-02-24T01:21:29Z,550000,False,27.0,18.0,1,right,J. Valanciunas Layup (2 PTS) (Z. Williamson 2 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,2.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,
58,PT06M46.00S,2024-02-24T01:21:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.06512812089356,50.04595588235294,1610612748,8,18,2024-02-24T01:21:46Z,570000,False,0.0,249.0,1,left,T. Herro 24' 3PT pullup (7 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,24.89,Made,,,,,7.0,,,,,,,,,,,,,
59,PT06M36.00S,2024-02-24T01:21:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,83.13074901445466,50.98039215686274,1610612740,8,18,2024-02-24T01:30:23Z,580000,False,5.0,106.0,1,right,MISS T. Murphy III 10' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,10.62,Missed,,,,,,,,,,,,,,,,,,
60,PT06M35.00S,2024-02-24T01:21:51.6Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,8,18,2024-02-24T01:30:23Z,590000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT06M34.00S,2024-02-24T01:21:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,8,18,2024-02-24T01:35:10Z,592500,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
62,PT06M33.00S,2024-02-24T01:21:58.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,8,18,2024-02-24T01:35:10Z,593750,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,61.0,2.0,0.0,2.0,,,,,,,,,,,,,,
63,PT06M32.00S,2024-02-24T01:21:59.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,8,18,2024-02-24T01:35:26Z,595000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2024-02-24T01:22:00.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,8,18,2024-02-24T01:35:26Z,597500,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M25.00S,2024-02-24T01:22:02.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1628389,9.411957950065702,48.529411764705884,1610612748,8,20,2024-02-24T01:29:44Z,640000,False,7.0,36.0,1,left,B. Adebayo running pullup Jump Shot (4 PTS),[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,4.0,,,,,,,,,,,,,
66,PT06M25.00S,2024-02-24T01:22:11.4Z,1,REGULAR,violation,defensive goaltending,[],1629627,,,1610612748,8,20,2024-02-24T01:22:31Z,650000,False,,,0,,Z. Williamson defensive goaltending VIOLATION,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,
67,PT06M14.00S,2024-02-24T01:22:33.0Z,1,REGULAR,2pt,Jump Shot,[],202685,88.5676741130092,34.01501225490196,1610612740,10,20,2024-02-24T01:22:41Z,660000,False,-80.0,55.0,1,right,J. Valanciunas 9' driving floating Jump Shot (4 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,9.7,Made,,,,,4.0,C. McCollum,203468.0,1.0,,,,,,,,,,
69,PT06M00.00S,2024-02-24T01:22:48.0Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,10,20,2024-02-24T01:22:53Z,680000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1630530]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,Murphy III,1630530.0,,
70,PT06M00.00S,2024-02-24T01:22:48.0Z,1,REGULAR,steal,,[],1630530,,,1610612740,10,20,2024-02-24T01:22:50Z,690000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
71,PT05M56.00S,2024-02-24T01:22:51.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,92.9862023653088,50.73529411764706,1610612740,12,20,2024-02-24T01:22:59Z,700000,False,4.0,13.0,1,right,H. Jones running DUNK (4 PTS) (T. Murphy III 1 AST),"[1630529, 1630530]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,4.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,
73,PT05M44.00S,2024-02-24T01:23:03.2Z,1,REGULAR,3pt,Jump Shot,[],1628997,27.151773981603156,19.362745098039216,1610612748,12,20,2024-02-24T01:23:08Z,720000,False,153.0,203.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2024-02-24T01:23:05.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,12,20,2024-02-24T01:23:08Z,730000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M37.00S,2024-02-24T01:23:13.4Z,1,REGULAR,foul,personal,[],1628997,,,1610612740,12,20,2024-02-24T01:23:28Z,740000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1629627]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2005.0,1.0,0.0,Williamson,1629627.0,,,,
77,PT05M37.00S,2024-02-24T01:23:23.4Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,12,20,2024-02-24T01:23:28Z,760000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2024-02-24T01:23:23.4Z,1,REGULAR,substitution,out,[],202710,,,1610612740,12,20,2024-02-24T01:23:28Z,770000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2024-02-24T01:23:23.4Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,12,20,2024-02-24T01:23:28Z,780000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2024-02-24T01:23:23.4Z,1,REGULAR,substitution,in,[],1629130,,,1610612740,12,20,2024-02-24T01:23:28Z,790000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2024-02-24T01:23:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,80.23981603153744,92.64705882352942,1610612740,12,20,2024-02-24T01:23:48Z,800000,False,213.0,133.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2024-02-24T01:23:42.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,12,20,2024-02-24T01:23:48Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,81.0,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2024-02-24T01:24:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.534822601839686,39.26164215686275,1610612748,12,22,2024-02-24T01:24:14Z,830000,False,54.0,75.0,1,left,T. Herro 9' driving floating bank Jump Shot (9 PTS),[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,9.2,Made,,,,,9.0,,,,,,,,,,,,,
85,PT05M00.00S,2024-02-24T01:24:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,92.85479632063075,3.6764705882352944,1610612740,12,22,2024-02-24T01:24:33Z,840000,False,-232.0,15.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
86,PT05M00.00S,2024-02-24T01:24:21.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,12,22,2024-02-24T01:24:33Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Left Corner 3,24+ Left,,,85.0,,,,,,,,,,,,,,,,,
