actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
246,PT06M32.00S,2024-01-27T01:48:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,5.995400788436268,47.05882352941176,1610612760,32,38,2024-01-27T01:48:52Z,2420000,False,15.0,4.0,1,left,C. Holmgren driving Layup (9 PTS) (J. Williams 4 AST),"[1631096, 1631114]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,,,9.0,J. Williams,1631114.0,4.0,,
248,PT06M08.00S,2024-01-27T01:49:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,95.3515111695138,52.69607843137255,1610612740,34,38,2024-01-27T01:49:20Z,2440000,False,13.0,-9.0,1,right,J. Valanciunas cutting Layup (6 PTS) (B. Ingram 6 AST),"[202685, 1627742]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,,,,,,6.0,B. Ingram,1627742.0,6.0,,
250,PT05M49.00S,2024-01-27T01:49:29.9Z,2,REGULAR,3pt,Jump Shot,[],1641717,24.655059132720105,12.009803921568627,1610612760,34,38,2024-01-27T01:49:34Z,2460000,False,190.0,179.0,1,left,MISS C. Wallace 26' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
251,PT05M46.00S,2024-01-27T01:49:32.9Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,34,38,2024-01-27T01:49:34Z,2470000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,
252,PT05M29.00S,2024-01-27T01:49:50.5Z,2,REGULAR,turnover,bad pass,[],1630700,,,1610612740,34,38,2024-01-27T01:52:05Z,2480000,False,,,0,,D. Daniels bad pass TURNOVER (3 TO),"[1630700, 1641717]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,,,,,Wallace,1641717.0
253,PT05M29.00S,2024-01-27T01:49:50.5Z,2,REGULAR,steal,,[],1641717,,,1610612760,34,38,2024-01-27T01:49:53Z,2490000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT05M25.00S,2024-01-27T01:49:54.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,6.652431011826544,52.69607843137255,1610612760,34,40,2024-01-27T01:49:59Z,2500000,False,-13.0,10.0,1,left,A. Wiggins running Layup (5 PTS) (C. Wallace 1 AST),"[1630598, 1641717]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,,,,,,,5.0,C. Wallace,1641717.0,1.0,,
256,PT05M07.00S,2024-01-27T01:50:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,81.2910643889619,47.794117647058826,1610612740,34,40,2024-01-27T01:50:17Z,2520000,False,-11.0,123.0,1,right,MISS D. Daniels 12' driving floating Shot,[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,12.39,Missed,,,,,,,,,,,,,,,,,,
257,PT05M04.00S,2024-01-27T01:50:14.6Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,34,40,2024-01-27T01:50:14Z,2530000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,256.0,8.0,3.0,5.0,,,,,,,,,,,,
258,PT05M04.00S,2024-01-27T01:50:14.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,36,40,2024-01-27T01:50:14Z,2540000,False,0.0,0.0,1,right,J. Valanciunas tip Layup (8 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,8.0,,,,,
259,PT04M50.00S,2024-01-27T01:50:29.1Z,2,REGULAR,2pt,Jump Shot,[],203995,5.732588699080158,16.911764705882355,1610612760,36,40,2024-01-27T01:50:34Z,2550000,False,165.0,1.0,1,left,MISS V. Micic 16' pullup Shot - blocked,"[203995, 1627742]",1610612760.0,OKC,pullup,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right,16.54,Missed,Ingram,1627742.0,,,,,,,,,,,,,,,,
260,PT04M50.00S,2024-01-27T01:50:29.1Z,2,REGULAR,block,,[],1627742,,,1610612760,36,40,2024-01-27T01:50:31Z,2560000,False,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
261,PT04M50.00S,2024-01-27T01:50:29.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,36,40,2024-01-27T01:50:34Z,2570000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Right,,,,,259.0,,,,,,,,,,,,,,,
263,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,36,40,2024-01-27T01:50:56Z,2590000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,out,[],202685,,,1610612740,36,40,2024-01-27T01:50:56Z,2600000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,out,[],1631096,,,1610612740,36,40,2024-01-27T01:50:56Z,2610000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,out,[],1631114,,,1610612740,36,40,2024-01-27T01:50:56Z,2620000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,out,[],203995,,,1610612740,36,40,2024-01-27T01:50:56Z,2630000,False,,,0,,SUB out: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,in,[],203468,,,1610612740,36,40,2024-01-27T01:50:56Z,2640000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,36,40,2024-01-27T01:50:56Z,2650000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,in,[],1631119,,,1610612740,36,40,2024-01-27T01:50:56Z,2660000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,in,[],1628983,,,1610612740,36,40,2024-01-27T01:50:56Z,2670000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M50.00S,2024-01-27T01:50:37.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612740,36,40,2024-01-27T01:50:56Z,2680000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M32.00S,2024-01-27T01:51:11.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,85.3646517739816,72.54901960784314,1610612740,38,40,2024-01-27T01:53:16Z,2690000,False,113.0,85.0,1,right,B. Ingram 14' fadeaway Jump Shot (6 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,14.12,Made,,,,,,,,,,,,,6.0,,,,,
274,PT04M14.00S,2024-01-27T01:51:33.8Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612760,38,40,2024-01-27T01:51:45Z,2700000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203468, 1628983]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,202056.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
277,PT04M14.00S,2024-01-27T01:51:42.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,38,40,2024-01-27T01:51:44Z,2730000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M14.00S,2024-01-27T01:51:42.4Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,38,40,2024-01-27T01:52:01Z,2740000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M14.00S,2024-01-27T01:52:03.7Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,38,41,2024-01-27T01:52:03Z,2750000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
280,PT04M14.00S,2024-01-27T01:52:17.2Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,38,42,2024-01-27T01:52:17Z,2760000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,12.0,,,,,
281,PT04M04.00S,2024-01-27T01:52:35.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612740,38,42,2024-01-27T01:52:47Z,2770000,False,,,0,,L. Dort personal FOUL (3 PF) (Ingram 2 FT),"[1629652, 1627742]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,202056.0,3.0,0.0,Ingram,1627742.0,,,,,,,
283,PT04M04.00S,2024-01-27T01:53:02.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,38,42,2024-01-27T01:53:02Z,2790000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M04.00S,2024-01-27T01:55:31.2Z,2,REGULAR,substitution,out,[],1630598,,,1610612740,38,42,2024-01-27T01:55:50Z,2810000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M04.00S,2024-01-27T01:55:31.2Z,2,REGULAR,substitution,in,[],1630198,,,1610612740,38,42,2024-01-27T01:55:50Z,2820000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M04.00S,2024-01-27T01:56:10.0Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,39,42,2024-01-27T01:56:23Z,2830000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
288,PT04M04.00S,2024-01-27T01:56:10.0Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,39,42,2024-01-27T01:56:23Z,2840000,False,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT04M01.00S,2024-01-27T01:56:13.0Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,39,42,2024-01-27T01:56:23Z,2850000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,,
290,PT03M48.00S,2024-01-27T01:56:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628983,21.50131406044678,88.97058823529412,1610612760,39,42,2024-01-27T01:56:39Z,2860000,False,-195.0,150.0,1,left,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
291,PT03M44.00S,2024-01-27T01:56:39.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,39,42,2024-01-27T01:56:39Z,2870000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,290.0,3.0,3.0,0.0,,,,,,,,,,,,
292,PT03M41.00S,2024-01-27T01:56:45.6Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,39,42,2024-01-27T01:57:06Z,2880000,False,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1630198]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1628159.0,,,,,2.0,,,,,Joe,1630198.0
294,PT03M41.00S,2024-01-27T01:56:45.6Z,2,REGULAR,steal,,[],1630198,,,1610612760,39,42,2024-01-27T01:57:23Z,2885000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
295,PT03M22.00S,2024-01-27T01:57:26.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,32.14520367936925,59.068627450980394,1610612760,39,42,2024-01-27T01:57:46Z,2900000,False,-45.0,250.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
296,PT03M20.00S,2024-01-27T01:57:28.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,39,42,2024-01-27T01:57:30Z,2910000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,295.0,4.0,4.0,0.0,,,,,,,,,,,,
297,PT03M09.00S,2024-01-27T01:57:39.8Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612740,39,42,2024-01-27T01:57:43Z,2920000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1628983]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,,,,,Gilgeous-Alexander,1628983.0
298,PT03M09.00S,2024-01-27T01:57:39.8Z,2,REGULAR,steal,,[],1628983,,,1610612760,39,42,2024-01-27T01:58:27Z,2930000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
299,PT02M55.00S,2024-01-27T01:57:53.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,20.844283837056505,52.94117647058824,1610612760,39,42,2024-01-27T01:57:58Z,2940000,False,-15.0,143.0,1,left,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,14.42,Missed,,,,,,,,,,,,,,,,,,
300,PT02M53.00S,2024-01-27T01:57:55.7Z,2,REGULAR,rebound,offensive,[],1631119,,,1610612760,39,42,2024-01-27T01:57:58Z,2950000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,299.0,3.0,2.0,1.0,,,,,,,,,,,,
301,PT02M44.00S,2024-01-27T01:58:06.9Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612760,39,42,2024-01-27T01:58:19Z,2960000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630530, 1628983]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,2714.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
303,PT02M44.00S,2024-01-27T01:58:44.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628983,,,1610612760,39,43,2024-01-27T01:58:44Z,2980000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
304,PT02M44.00S,2024-01-27T01:58:47.8Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,39,43,2024-01-27T01:58:52Z,2990000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M44.00S,2024-01-27T01:58:47.8Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,39,43,2024-01-27T01:58:52Z,3000000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M44.00S,2024-01-27T01:59:03.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628983,,,1610612760,39,44,2024-01-27T01:59:03Z,3010000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
307,PT02M32.00S,2024-01-27T01:59:21.8Z,2,REGULAR,turnover,lost ball,[],1627742,,,1610612740,39,44,2024-01-27T01:59:25Z,3020000,False,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1628983]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,,,,,Gilgeous-Alexander,1628983.0
308,PT02M32.00S,2024-01-27T01:59:21.8Z,2,REGULAR,steal,,[],1628983,,,1610612760,39,44,2024-01-27T01:59:23Z,3030000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
309,PT02M25.00S,2024-01-27T01:59:28.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,7.178055190538765,48.529411764705884,1610612760,39,44,2024-01-27T02:00:08Z,3040000,False,7.0,15.0,1,left,MISS S. Gilgeous-Alexander running Layup,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
310,PT02M23.00S,2024-01-27T01:59:30.1Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,39,44,2024-01-27T01:59:33Z,3050000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,
311,PT02M17.00S,2024-01-27T01:59:39.2Z,2,REGULAR,foul,offensive,[],1630529,,,1610612740,39,44,2024-01-27T01:59:54Z,3060000,False,,,0,,H. Jones charge offensive FOUL (3 PF),"[1630529, 1631119]",1610612740.0,NOP,charge,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2714.0,3.0,0.0,Williams,1631119.0,,,,,,,
313,PT02M17.00S,2024-01-27T01:59:39.2Z,2,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,39,44,2024-01-27T01:59:39Z,3080000,False,,,0,,H. Jones offensive foul TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2714.0,,,,,1.0,,,,,,
314,PT02M17.00S,2024-01-27T01:59:54.1Z,2,REGULAR,substitution,out,[],1630529,,,1610612760,39,44,2024-01-27T01:59:57Z,3090000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M17.00S,2024-01-27T01:59:54.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612760,39,44,2024-01-27T01:59:57Z,3100000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M07.00S,2024-01-27T02:00:19.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,19.136005256241788,57.59803921568627,1610612760,39,46,2024-01-27T02:00:25Z,3110000,False,-38.0,127.0,1,left,J. Williams 13' pullup Jump Shot (4 PTS) (J. Giddey 2 AST),"[1631114, 1630581]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.29,Made,,,,,,,,,,,,,4.0,J. Giddey,1630581.0,2.0,,
318,PT01M54.00S,2024-01-27T02:00:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.43166885676742,48.28431372549019,1610612740,41,46,2024-01-27T02:00:35Z,3130000,False,-9.0,0.0,1,right,C. McCollum driving Layup (7 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,,,7.0,,,,,
319,PT01M39.00S,2024-01-27T02:00:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.485545335085414,35.294117647058826,1610612760,41,48,2024-01-27T02:00:51Z,3140000,False,74.0,74.0,1,left,S. Gilgeous-Alexander 10' pullup Jump Shot (16 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,10.45,Made,,,,,,,,,,,,,16.0,,,,,
320,PT01M17.00S,2024-01-27T02:01:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,95.22010512483574,96.56862745098039,1610612740,41,48,2024-01-27T02:01:11Z,3150000,False,233.0,-8.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
321,PT01M15.00S,2024-01-27T02:01:09.6Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,41,48,2024-01-27T02:01:11Z,3160000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,320.0,4.0,3.0,1.0,,,,,,,,,,,,
322,PT00M58.20S,2024-01-27T02:01:28.3Z,2,REGULAR,3pt,Jump Shot,[],1630198,32.40801576872536,36.029411764705884,1610612760,41,48,2024-01-27T02:01:32Z,3170000,False,70.0,252.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
323,PT00M54.80S,2024-01-27T02:01:31.7Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,41,48,2024-01-27T02:01:32Z,3180000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,322.0,5.0,5.0,0.0,,,,,,,,,,,,
324,PT00M41.70S,2024-01-27T02:01:44.7Z,2,REGULAR,3pt,Jump Shot,[],203468,69.99014454664915,77.69607843137256,1610612740,41,48,2024-01-27T02:01:48Z,3190000,False,138.0,230.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
325,PT00M39.20S,2024-01-27T02:01:47.2Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,41,48,2024-01-27T02:01:48Z,3200000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,
326,PT00M34.40S,2024-01-27T02:01:52.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,24.26084099868594,13.23529411764706,1610612760,41,48,2024-01-27T02:02:18Z,3210000,False,184.0,176.0,1,left,MISS S. Gilgeous-Alexander 25' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
327,PT00M30.60S,2024-01-27T02:01:55.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,41,48,2024-01-27T02:01:58Z,3220000,False,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,326.0,4.0,4.0,0.0,,,,,,,,,,,,
