actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
185,PT10M57.00S,2023-11-04T23:13:10.9Z,1,REGULAR,foul,technical,['1freethrow'],1627742,,,1610612737,3,2,2023-11-04T23:38:48Z,188125,False,,,0,,B. Ingram defensive-3-second technical FOUL (1 Tech),[1627742],1610612740.0,NOP,defensive-3-second,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,,,0.0,1.0,,,,,,
62,PT10M57.00S,2023-11-04T23:13:11.4Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,3,2,2023-11-05T01:25:37Z,189062,False,,,0,,MISS T. Young technical Free Throw 1 of 1,[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
63,PT10M57.00S,2023-11-04T23:13:11.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,3,2,2023-11-05T01:25:37Z,189531,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,
19,PT10M52.00S,2023-11-04T23:13:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,12.171484888304862,45.588235294117645,1610612737,3,2,2023-11-04T23:39:58Z,190000,False,22.0,62.0,1,left,MISS T. Young 6' driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,6.57,Missed,,,,,,,,,,,,,,,,
20,PT10M50.00S,2023-11-04T23:13:23.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,2,2023-11-04T23:13:32Z,200000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M46.00S,2023-11-04T23:13:28.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,77.08607095926413,12.745098039215685,1610612740,3,2,2023-11-04T23:19:49Z,210000,False,-186.0,163.0,1,right,MISS B. Ingram 24' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,24.75,Missed,,,,,,,,,,,,,,,,
22,PT10M43.00S,2023-11-04T23:13:31.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,2,2023-11-04T23:13:44Z,220000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M39.00S,2023-11-04T23:13:35.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,8.623521681997373,45.83333333333333,1610612737,3,4,2023-11-04T23:21:19Z,230000,False,21.0,29.0,1,left,D. Murray running Layup (2 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,3.54,Made,2.0,,,,,,,,,,,,,,,
24,PT10M32.00S,2023-11-04T23:13:41.9Z,1,REGULAR,2pt,Jump Shot,[],1630529,79.89487516425756,81.640625,1610612740,3,4,2023-11-04T23:21:50Z,240000,False,158.0,136.0,1,right,MISS H. Jones 20' pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,20.89,Missed,,,,,,,,,,,,,,,,
25,PT10M32.00S,2023-11-04T23:13:41.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,3,4,2023-11-04T23:14:00Z,250000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT10M23.00S,2023-11-04T23:14:04.3Z,1,REGULAR,2pt,Jump Shot,[],1629631,9.674770039421814,84.31372549019608,1610612737,3,4,2023-11-04T23:22:29Z,260000,False,-172.0,38.0,1,left,MISS D. Hunter 17' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,,,17.58,Missed,,,,,,,,,,,,,,,,
27,PT10M20.00S,2023-11-04T23:14:07.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,4,2023-11-04T23:22:29Z,270000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
28,PT10M07.00S,2023-11-04T23:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.59198423127464,45.83333333333333,1610612740,5,4,2023-11-04T23:23:14Z,280000,False,-21.0,17.0,1,right,B. Ingram driving Layup (5 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,2.69,Made,5.0,,,,,,,,,,,,,,,
30,PT09M48.00S,2023-11-04T23:14:27.1Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612737,5,4,2023-11-04T23:14:35Z,300000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Hunter 2 FT),"[1630529, 1629631]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,202049.0,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,,,
32,PT09M48.00S,2023-11-04T23:14:53.2Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,5,5,2023-11-04T23:15:31Z,320000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
33,PT09M48.00S,2023-11-04T23:14:53.2Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,5,5,2023-11-04T23:15:31Z,330000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
34,PT09M46.00S,2023-11-04T23:14:55.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,5,2023-11-04T23:15:31Z,340000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,
35,PT09M33.00S,2023-11-04T23:15:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.56307490144546,46.568627450980394,1610612740,7,5,2023-11-04T23:15:38Z,350000,False,-17.0,-1.0,1,right,H. Jones Layup (2 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,1.73,Made,2.0,,,,,,,,,,,,,,,
36,PT09M15.00S,2023-11-04T23:15:39.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,4.812746386333772,3.6764705882352944,1610612737,7,5,2023-11-04T23:15:44Z,360000,False,232.0,-7.0,1,left,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,23.17,Missed,,,,,,,,,,,,,,,,
37,PT09M13.00S,2023-11-04T23:15:41.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,7,5,2023-11-04T23:15:44Z,370000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,
38,PT09M07.00S,2023-11-04T23:15:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.38042049934296,46.568627450980394,1610612740,7,5,2023-11-04T23:15:53Z,380000,False,-17.0,10.0,1,right,MISS C. McCollum driving reverse Layup,[203468],1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,1.97,Missed,,,,,,,,,,,,,,,,
39,PT09M05.00S,2023-11-04T23:15:49.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,7,5,2023-11-04T23:15:53Z,390000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,
40,PT09M02.00S,2023-11-04T23:15:52.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,31.882391590013142,65.19607843137256,1610612737,7,8,2023-11-04T23:16:02Z,400000,False,-76.0,247.0,1,left,J. Johnson 25' 3PT  (5 PTS) (D. Murray 1 AST),"[1630552, 1627749]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,25.86,Made,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,
42,PT08M47.00S,2023-11-04T23:16:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630529,88.38699080157687,3.9215686274509802,1610612740,7,8,2023-11-04T23:16:15Z,420000,False,-230.0,57.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,23.73,Missed,,,,,,,,,,,,,,,,
43,PT08M45.00S,2023-11-04T23:16:09.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,7,8,2023-11-04T23:16:15Z,430000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,
45,PT08M33.00S,2023-11-04T23:16:36.5Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,7,8,2023-11-04T23:16:46Z,450000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 1630529]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,,,,,,,,Jones,1630529.0,,
46,PT08M33.00S,2023-11-04T23:16:36.5Z,1,REGULAR,steal,,[],1630529,,,1610612740,7,8,2023-11-04T23:16:38Z,460000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M29.00S,2023-11-04T23:16:41.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630529,92.59198423127464,44.6078431372549,1610612740,9,8,2023-11-04T23:25:36Z,470000,False,-27.0,17.0,1,right,H. Jones running Layup (4 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,3.2,Made,4.0,,,,,,,,,,,,,,,
48,PT08M15.00S,2023-11-04T23:16:56.0Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,9,8,2023-11-04T23:17:05Z,480000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1630529]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,,,,,,,,Jones,1630529.0,,
49,PT08M15.00S,2023-11-04T23:16:56.0Z,1,REGULAR,steal,,[],1630529,,,1610612740,9,8,2023-11-04T23:16:58Z,490000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
50,PT08M10.00S,2023-11-04T23:17:00.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,94.69448094612353,51.470588235294116,1610612740,11,8,2023-11-04T23:26:15Z,500000,False,7.0,-3.0,1,right,H. Jones running DUNK (6 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,0.78,Made,6.0,,,,,,,,,,,,,,,
51,PT07M49.00S,2023-11-04T23:17:21.4Z,1,REGULAR,2pt,Jump Shot,[],1627749,17.821944809461236,33.82352941176471,1610612737,11,8,2023-11-04T23:17:27Z,510000,False,81.0,115.0,1,left,MISS D. Murray 14' Jump Shot,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,14.06,Missed,,,,,,,,,,,,,,,,
52,PT07M46.00S,2023-11-04T23:17:24.6Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,11,8,2023-11-04T23:17:24Z,520000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,
54,PT07M42.00S,2023-11-04T23:17:27.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,7.966491458607096,14.705882352941178,1610612737,11,10,2023-11-04T23:27:02Z,530000,False,176.0,22.0,1,left,T. Young 17' Jump Shot (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right,,,17.79,Made,2.0,,,,,,,,,,,,,,,
55,PT07M32.00S,2023-11-04T23:17:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,92.85479632063075,59.31372549019608,1610612740,13,10,2023-11-04T23:18:48Z,540000,False,47.0,15.0,1,right,J. Valanciunas fadeaway bank Jump Shot (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,fadeaway bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,4.89,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,
57,PT07M19.00S,2023-11-04T23:17:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629027,18.478975032851512,44.85294117647059,1610612737,13,10,2023-11-04T23:18:00Z,560000,False,26.0,121.0,1,left,MISS T. Young 12' DUNK - blocked,"[1629027, 202685]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,12.39,Missed,,,,,,,,,,,,,,,Valanciunas,202685.0
58,PT07M19.00S,2023-11-04T23:17:51.0Z,1,REGULAR,block,,[],202685,,,1610612737,13,10,2023-11-04T23:17:54Z,570000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M19.00S,2023-11-04T23:17:51.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,13,10,2023-11-04T23:18:00Z,580000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,
60,PT07M15.00S,2023-11-04T23:17:56.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627742,91.67214191852825,51.225490196078425,1610612740,15,10,2023-11-04T23:28:24Z,590000,False,6.0,26.0,1,right,B. Ingram running DUNK (7 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,2.65,Made,7.0,,,,,,,,,,,,,,,
61,PT07M15.00S,2023-11-04T23:18:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,10,2023-11-04T23:18:05Z,600000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2023-11-04T23:19:03.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,15,10,2023-11-04T23:20:46Z,610000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M15.00S,2023-11-04T23:19:03.4Z,1,REGULAR,substitution,in,[],203992,,,1610612737,15,10,2023-11-04T23:20:46Z,620000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2023-11-04T23:21:17.0Z,1,REGULAR,turnover,lost ball,[],1629631,,,1610612737,15,10,2023-11-04T23:21:26Z,630000,False,,,0,,D. Hunter lost ball TURNOVER (2 TO),"[1629631, 203468]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,McCollum,203468.0,,
67,PT06M57.00S,2023-11-04T23:21:17.0Z,1,REGULAR,steal,,[],203468,,,1610612740,15,10,2023-11-04T23:21:19Z,640000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M52.00S,2023-11-04T23:21:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,93.11760840998686,58.57843137254902,1610612740,15,10,2023-11-04T23:21:34Z,650000,False,43.0,12.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 203992]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,4.46,Missed,,,,,,,,,,,,,,,Bogdanovic,203992.0
69,PT06M52.00S,2023-11-04T23:21:22.6Z,1,REGULAR,block,,[],203992,,,1610612740,15,10,2023-11-04T23:21:25Z,660000,False,,,0,,B. Bogdanovic BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M52.00S,2023-11-04T23:21:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,15,10,2023-11-04T23:21:34Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,68.0,,,,,,,,,,,
72,PT06M52.00S,2023-11-04T23:21:34.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612740,15,10,2023-11-04T23:21:40Z,690000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M52.00S,2023-11-04T23:21:34.0Z,1,REGULAR,substitution,in,[],1630180,,,1610612740,15,10,2023-11-04T23:21:40Z,700000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M45.00S,2023-11-04T23:22:01.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,84.31340341655716,66.17647058823529,1610612740,15,10,2023-11-04T23:22:10Z,710000,False,81.0,95.0,1,right,MISS B. Ingram 12' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,12.48,Missed,,,,,,,,,,,,,,,,
75,PT06M42.00S,2023-11-04T23:22:04.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,15,10,2023-11-04T23:22:10Z,720000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
76,PT06M36.00S,2023-11-04T23:22:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,14.931011826544022,46.07843137254902,1610612737,15,12,2023-11-04T23:22:19Z,730000,False,20.0,88.0,1,left,D. Murray 9' driving Layup (4 PTS) (J. Johnson 1 AST),"[1627749, 1630552]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,9.01,Made,4.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,
78,PT06M20.00S,2023-11-04T23:22:26.8Z,1,REGULAR,3pt,Jump Shot,[],203468,73.40670170827858,17.892156862745097,1610612740,18,12,2023-11-04T23:22:33Z,750000,False,-161.0,197.0,1,right,C. McCollum 25' 3PT  (3 PTS) (Z. Williamson 1 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,25.45,Made,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,
80,PT06M07.00S,2023-11-04T23:22:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.492115637319317,53.431372549019606,1610612737,18,14,2023-11-04T23:22:48Z,770000,False,-17.0,27.0,1,left,J. Johnson driving finger roll Layup (7 PTS) (D. Murray 2 AST),"[1630552, 1627749]",1610612737.0,ATL,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,3.23,Made,7.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,
82,PT05M50.00S,2023-11-04T23:23:01.8Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,18,14,2023-11-05T00:21:10Z,790000,False,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 1630180]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,,,Bey,1630180.0,,
83,PT05M50.00S,2023-11-04T23:23:01.8Z,1,REGULAR,steal,,[],1630180,,,1610612737,18,14,2023-11-04T23:23:04Z,800000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
84,PT05M45.00S,2023-11-04T23:23:05.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,8.754927726675426,54.65686274509803,1610612737,18,14,2023-11-05T00:20:56Z,810000,False,-23.0,30.0,1,left,MISS D. Murray running Layup,[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,3.78,Missed,,,,,,,,,,,,,,,,
