actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
537,PT00M33.40S,2023-11-30T02:57:39.6Z,3,REGULAR,freethrow,2 of 2,[],203469,,,1610612740,102,81,2023-11-30T02:58:12Z,5260000,False,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT00M30.00S,2023-11-30T02:57:43.0Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612755,102,81,2023-11-30T02:58:12Z,5270000,False,,,0,,M. Bamba REBOUND (Off:2 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,537.0,3.0,1.0,2.0,,,,,,,,,,,,,
539,PT00M14.50S,2023-11-30T02:58:25.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.03745072273325,53.431372549019606,1610612755,102,81,2023-11-30T02:58:37Z,5280000,False,17.0,4.0,1,right,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
540,PT00M14.50S,2023-11-30T02:58:25.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,102,81,2023-11-30T02:58:37Z,5290000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,539.0,,,,,,,,,,,,,,,,
542,PT00M14.50S,2023-11-30T02:58:38.9Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,102,81,2023-11-30T02:58:45Z,5310000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT00M14.50S,2023-11-30T02:58:38.9Z,3,REGULAR,substitution,in,[],1641722,,,1610612740,102,81,2023-11-30T02:58:45Z,5320000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M04.50S,2023-11-30T02:59:00.5Z,3,REGULAR,3pt,Jump Shot,[],1630631,20.45006570302234,91.42156862745098,1610612740,102,81,2023-11-30T02:59:08Z,5330000,False,-207.0,140.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
545,PT00M04.50S,2023-11-30T02:59:00.5Z,3,REGULAR,rebound,offensive,[],1641722,,,1610612740,102,81,2023-11-30T02:59:08Z,5340000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,544.0,4.0,3.0,1.0,,,,,,,,,,,,,
546,PT00M00.00S,2023-11-30T02:59:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641722,8.229303547963205,54.90196078431373,1610612740,102,81,2023-11-30T03:03:39Z,5350000,False,-25.0,25.0,1,left,MISS J. Hawkins putback Layup - blocked,"[1641722, 1628964]",1610612740.0,NOP,putback,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
547,PT00M00.00S,2023-11-30T02:59:06.0Z,3,REGULAR,block,,[],1628964,,,1610612740,102,81,2023-11-30T02:59:09Z,5360000,False,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
548,PT00M00.00S,2023-11-30T02:59:06.0Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,102,81,2023-11-30T02:59:14Z,5370000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,546.0,1.0,1.0,0.0,,,,,,,,,,,,,
549,PT00M00.00S,2023-11-30T02:59:14.7Z,3,REGULAR,period,end,[],0,,,1610612755,102,81,2023-11-30T02:59:14Z,5380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612755,102,81,2023-11-30T03:01:45Z,5390000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,out,['startperiod'],1630631,,,1610612755,102,81,2023-11-30T03:01:45Z,5400000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,out,['startperiod'],203469,,,1610612755,102,81,2023-11-30T03:01:45Z,5410000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,102,81,2023-11-30T03:01:45Z,5420000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,in,['startperiod'],1630700,,,1610612755,102,81,2023-11-30T03:01:45Z,5430000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612755,102,81,2023-11-30T03:01:45Z,5440000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612755,102,81,2023-11-30T03:01:45Z,5450000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2023-11-30T03:01:29.7Z,4,REGULAR,substitution,in,['startperiod'],1629001,,,1610612755,102,81,2023-11-30T03:01:45Z,5460000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2023-11-30T03:01:52.0Z,4,REGULAR,period,start,[],0,,,1610612740,102,81,2023-11-30T03:01:52Z,5470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT11M52.00S,2023-11-30T03:02:12.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,102,81,2023-11-30T03:02:12Z,5480000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,PT11M44.00S,2023-11-30T03:03:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,13.452693823915894,38.23529411764706,1610612740,102,81,2023-11-30T03:41:02Z,5485000,False,59.0,74.0,1,left,MISS Z. Williamson 9' driving Layup - blocked,"[1629627, 1628964]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Right,9.45,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
737,PT11M44.00S,2023-11-30T03:03:46.1Z,4,REGULAR,block,,[],1628964,,,1610612740,102,81,2023-11-30T03:41:02Z,5487500,False,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
738,PT11M44.00S,2023-11-30T03:03:46.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,102,81,2023-11-30T03:41:02Z,5488750,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,736.0,,,,,,,,,,,,,,,,
562,PT11M40.00S,2023-11-30T03:06:15.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,102,81,2023-11-30T03:06:15Z,5510000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT11M40.00S,2023-11-30T03:09:08.0Z,4,REGULAR,foul,technical,['1freethrow'],203606,,,1610612740,102,81,2023-11-30T03:09:21Z,5530000,False,,,0,,TEAM foul technical,[203606],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,
565,PT11M40.00S,2023-11-30T03:09:26.9Z,4,REGULAR,freethrow,1 of 1,[],1641722,,,1610612740,103,81,2023-11-30T03:09:26Z,5540000,False,,,0,,J. Hawkins technical Free Throw 1 of 1 (13 PTS),[1641722],1610612740.0,NOP,technical,,,Hawkins,J. Hawkins,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
566,PT11M31.00S,2023-11-30T03:09:53.4Z,4,REGULAR,turnover,bad pass,[],1630700,,,1610612740,103,81,2023-11-30T03:09:57Z,5550000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 201976]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Beverley,201976.0,,,,,,,,,,
567,PT11M31.00S,2023-11-30T03:09:53.4Z,4,REGULAR,steal,,[],201976,,,1610612755,103,81,2023-11-30T03:09:55Z,5560000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
568,PT11M26.00S,2023-11-30T03:09:58.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630231,94.1688567674113,46.07843137254902,1610612755,103,81,2023-11-30T03:10:57Z,5570000,False,-20.0,2.0,1,right,MISS K. Martin running Layup - blocked,"[1630231, 1630700]",1610612755.0,PHI,running,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,Daniels,1630700.0
569,PT11M26.00S,2023-11-30T03:09:58.2Z,4,REGULAR,block,,[],1630700,,,1610612755,103,81,2023-11-30T03:10:00Z,5580000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
570,PT11M23.00S,2023-11-30T03:10:01.2Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612755,103,81,2023-11-30T03:10:06Z,5590000,False,,,0,,M. Bamba REBOUND (Off:3 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,568.0,4.0,1.0,3.0,,,,,,,,,,,,,
572,PT11M12.00S,2023-11-30T03:10:57.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629001,66.04796320630749,46.32352941176471,1610612755,103,84,2023-11-30T03:11:03Z,5610000,False,-18.0,267.0,1,right,D. Melton 26' 3PT  (11 PTS) (P. Beverley 6 AST),"[1629001, 201976]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,26.72,Made,11.0,,,,,,,,,P. Beverley,201976.0,6.0,,,,,,
574,PT10M53.00S,2023-11-30T03:11:16.0Z,4,REGULAR,3pt,Jump Shot,[],1641722,20.18725361366623,8.57843137254902,1610612740,103,84,2023-11-30T03:11:21Z,5630000,False,207.0,137.0,1,left,MISS J. Hawkins 24' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
575,PT10M50.00S,2023-11-30T03:11:19.0Z,4,REGULAR,rebound,offensive,[],1641722,,,1610612740,103,84,2023-11-30T03:11:21Z,5640000,False,,,0,,J. Hawkins REBOUND (Off:2 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,574.0,5.0,3.0,2.0,,,,,,,,,,,,,
576,PT10M45.00S,2023-11-30T03:11:24.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203468,25.04927726675427,84.55882352941177,1610612740,103,84,2023-11-30T03:11:31Z,5650000,False,-173.0,183.0,1,left,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
577,PT10M40.00S,2023-11-30T03:11:29.5Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,103,84,2023-11-30T03:11:31Z,5660000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,576.0,2.0,2.0,0.0,,,,,,,,,,,,,
578,PT10M36.00S,2023-11-30T03:11:36.7Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612755,103,84,2023-11-30T03:11:56Z,5670000,False,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Melton 2 FT),"[202685, 1629001]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Melton,1629001.0,,
580,PT10M36.00S,2023-11-30T03:12:00.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629001,,,1610612755,103,85,2023-11-30T03:12:13Z,5690000,False,,,0,,D. Melton Free Throw 1 of 2 (12 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
581,PT10M36.00S,2023-11-30T03:12:00.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629001,,,1610612755,103,85,2023-11-30T03:12:13Z,5700000,False,,,0,,MISS D. Melton Free Throw 2 of 2,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
582,PT10M34.00S,2023-11-30T03:12:02.5Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,103,85,2023-11-30T03:12:13Z,5710000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:7),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,581.0,8.0,7.0,1.0,,,,,,,,,,,,,
584,PT10M20.00S,2023-11-30T03:12:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612740,103,85,2023-11-30T03:12:45Z,5730000,False,,,0,,K. Martin shooting personal FOUL (4 PF) (McCollum 2 FT),"[1630231, 203468]",1610612755.0,PHI,shooting,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1155.0,,,,4.0,0.0,McCollum,203468.0,,
586,PT10M20.00S,2023-11-30T03:12:50.9Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,104,85,2023-11-30T03:12:50Z,5750000,False,,,0,,C. McCollum Free Throw 1 of 2 (13 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
587,PT10M20.00S,2023-11-30T03:13:06.6Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,105,85,2023-11-30T03:13:06Z,5760000,False,,,0,,C. McCollum Free Throw 2 of 2 (14 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
588,PT10M08.00S,2023-11-30T03:13:29.1Z,4,REGULAR,foul,personal,[],203468,,,1610612755,105,85,2023-11-30T03:13:37Z,5770000,False,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 1629001]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,,,,3.0,0.0,Melton,1629001.0,,
590,PT09M54.00S,2023-11-30T03:13:54.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,87.07293035479631,41.42156862745098,1610612755,105,85,2023-11-30T03:14:31Z,5790000,False,-43.0,69.0,1,right,MISS P. Beverley 8' driving floating Shot,[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,,
591,PT09M52.00S,2023-11-30T03:13:56.9Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,105,85,2023-11-30T03:44:07Z,5800000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,590.0,2.0,2.0,0.0,,,,,,,,,,,,,
592,PT09M45.00S,2023-11-30T03:14:04.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,9.280551905387648,44.6078431372549,1610612740,107,85,2023-11-30T03:14:22Z,5810000,False,27.0,35.0,1,left,J. Valanciunas Layup (17 PTS) (J. Hawkins 2 AST),"[202685, 1641722]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,4.4,Made,17.0,,,,,,,,,J. Hawkins,1641722.0,2.0,,,,,,
594,PT09M22.00S,2023-11-30T03:14:27.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,94.43166885676742,53.67647058823529,1610612755,107,87,2023-11-30T03:14:33Z,5830000,False,18.0,0.0,1,right,K. Martin driving reverse Layup (4 PTS) (D. Melton 5 AST),"[1630231, 1629001]",1610612755.0,PHI,driving reverse,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,,,,,,D. Melton,1629001.0,5.0,,,,,,
596,PT09M10.00S,2023-11-30T03:14:39.5Z,4,REGULAR,3pt,Jump Shot,[],1641722,3.892904073587385,96.07843137254902,1610612740,110,87,2023-11-30T03:14:45Z,5850000,False,-230.0,-16.0,1,left,J. Hawkins 3PT  (16 PTS) (J. Valanciunas 2 AST),"[1641722, 202685]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,23.09,Made,16.0,,,,,,,,,J. Valanciunas,202685.0,2.0,,,,,,
598,PT08M48.00S,2023-11-30T03:15:00.9Z,4,REGULAR,3pt,Jump Shot,[],1629001,69.20170827858082,65.19607843137256,1610612755,110,87,2023-11-30T03:15:05Z,5870000,False,76.0,237.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,24.89,Missed,,,,,,,,,,,,,,,,,,
599,PT08M46.00S,2023-11-30T03:15:02.9Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,110,87,2023-11-30T03:15:05Z,5880000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,598.0,3.0,3.0,0.0,,,,,,,,,,,,,
600,PT08M42.00S,2023-11-30T03:15:14.0Z,4,REGULAR,turnover,traveling,[],1641722,,,1610612740,110,87,2023-11-30T03:15:19Z,5890000,False,,,0,,J. Hawkins traveling TURNOVER (1 TO),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,201246.0,,,,,,,,,
601,PT08M30.00S,2023-11-30T03:15:49.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203496,71.04139290407359,20.833333333333336,1610612755,110,90,2023-11-30T03:15:53Z,5900000,False,-146.0,220.0,1,right,R. Covington 26' 3PT  (9 PTS) (K. Martin 1 AST),"[203496, 1630231]",1610612755.0,PHI,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,26.37,Made,9.0,,,,,,,,,K. Martin,1630231.0,1.0,,,,,,
603,PT08M15.00S,2023-11-30T03:16:04.4Z,4,REGULAR,2pt,Jump Shot,[],203468,22.421156373193167,48.529411764705884,1610612740,112,90,2023-11-30T03:16:10Z,5920000,False,7.0,158.0,1,left,C. McCollum 15' pullup Jump Shot (16 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,15.85,Made,16.0,,,,,,,,,,,,,,,,,
604,PT07M56.00S,2023-11-30T03:16:22.2Z,4,REGULAR,3pt,Jump Shot,[],1629001,69.99014454664915,26.225490196078432,1610612755,112,93,2023-11-30T03:16:27Z,5930000,False,-119.0,230.0,1,right,D. Melton 25' 3PT  (15 PTS) (P. Beverley 7 AST),"[1629001, 201976]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,25.86,Made,15.0,,,,,,,,,P. Beverley,201976.0,7.0,,,,,,
606,PT07M33.00S,2023-11-30T03:16:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,5.075558475689881,43.627450980392155,1610612740,112,93,2023-11-30T03:18:25Z,5950000,False,32.0,-5.0,1,left,MISS D. Daniels floating Shot - blocked,"[1630700, 1628964]",1610612740.0,NOP,floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
607,PT07M33.00S,2023-11-30T03:16:45.6Z,4,REGULAR,block,,[],1628964,,,1610612740,112,93,2023-11-30T03:16:48Z,5960000,False,,,0,,M. Bamba BLOCK (4 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
608,PT07M33.00S,2023-11-30T03:16:45.6Z,4,REGULAR,rebound,offensive,[],203468,,,1610612740,112,93,2023-11-30T03:44:46Z,5970000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,606.0,4.0,3.0,1.0,,,,,,,,,,,,,
611,PT07M26.00S,2023-11-30T03:16:53.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,32.670827858081466,36.27450980392157,1610612740,112,93,2023-11-30T03:16:57Z,6000000,False,69.0,255.0,1,left,MISS J. Hawkins 26' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
612,PT07M23.00S,2023-11-30T03:16:55.6Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,112,93,2023-11-30T03:16:55Z,6010000,False,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,611.0,3.0,3.0,0.0,,,,,,,,,,,,,
613,PT07M16.00S,2023-11-30T03:17:02.5Z,4,REGULAR,3pt,Jump Shot,[],1628964,96.13994743758212,94.36274509803921,1610612755,112,93,2023-11-30T03:17:08Z,6020000,False,222.0,-16.0,1,right,MISS M. Bamba 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Right Corner 3,24+ Right,22.24,Missed,,,,,,,,,,,,,,,,,,
614,PT07M12.00S,2023-11-30T03:17:06.5Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,112,93,2023-11-30T03:17:08Z,6030000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,613.0,4.0,3.0,1.0,,,,,,,,,,,,,
615,PT07M03.00S,2023-11-30T03:17:19.3Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612740,112,93,2023-11-30T03:17:28Z,6040000,False,,,0,,R. Covington shooting personal FOUL (3 PF) (Williamson 2 FT),"[203496, 1629627]",1610612755.0,PHI,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,3.0,1.0,Williamson,1629627.0,,
617,PT07M03.00S,2023-11-30T03:17:43.8Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,113,93,2023-11-30T03:17:43Z,6060000,False,,,0,,Z. Williamson Free Throw 1 of 2 (30 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
618,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,out,[],1630700,,,1610612740,113,93,2023-11-30T03:18:12Z,6070000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,out,[],203468,,,1610612740,113,93,2023-11-30T03:18:12Z,6080000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,out,[],201976,,,1610612740,113,93,2023-11-30T03:18:12Z,6090000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,out,[],1629001,,,1610612740,113,93,2023-11-30T03:18:12Z,6100000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,113,93,2023-11-30T03:18:12Z,6110000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,113,93,2023-11-30T03:18:12Z,6120000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,in,[],202699,,,1610612740,113,93,2023-11-30T03:18:12Z,6130000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
