actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
601,PT05M20.00S,2023-01-05T02:39:19.5Z,4,REGULAR,3pt,Jump Shot,[],1629640,95.48291721419186,4.6568627450980395,1610612759,107,107,2023-01-05T02:39:23Z,5540000,False,-227.0,-10.0,1,right,K. Johnson 3PT  (22 PTS) (T. Jones 6 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.69,Made,22.0,T. Jones,1630200.0,6.0,,,,,,,,,,,,,,
603,PT04M57.00S,2023-01-05T02:39:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.783837056504599,52.69607843137255,1610612752,107,107,2023-01-05T02:45:18Z,5560000,False,-13.0,11.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
604,PT04M56.00S,2023-01-05T02:39:46.5Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,107,107,2023-01-05T02:45:18Z,5570000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,603.0,,8.0,6.0,2.0,,,,,,,,,
605,PT04M44.00S,2023-01-05T02:39:55.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629640,88.38699080157687,44.6078431372549,1610612759,107,107,2023-01-05T02:39:59Z,5580000,False,-27.0,57.0,1,right,MISS K. Johnson 6' Jump Shot,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
606,PT04M42.00S,2023-01-05T02:39:57.2Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,107,107,2023-01-05T02:39:59Z,5590000,False,,,0,,J. Randle REBOUND (Off:2 Def:11),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,605.0,,13.0,11.0,2.0,,,,,,,,,
607,PT04M23.00S,2023-01-05T02:40:15.7Z,4,REGULAR,turnover,bad pass,[],1628973,,,1610612752,107,107,2023-01-05T02:40:20Z,5600000,False,,,0,,J. Brunson bad pass TURNOVER (4 TO),"[1628973, 1630200]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,Jones,1630200.0,,
608,PT04M23.00S,2023-01-05T02:40:15.7Z,4,REGULAR,steal,,[],1630200,,,1610612759,107,107,2023-01-05T02:40:17Z,5610000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
609,PT04M21.00S,2023-01-05T02:40:19.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612759,107,107,2023-01-05T02:40:26Z,5620000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Jones 2 FT),"[1629656, 1630200]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Jones,1630200.0,,,,,
612,PT04M21.00S,2023-01-05T02:40:36.0Z,4,REGULAR,substitution,out,[],203926,,,1610612759,107,107,2023-01-05T02:40:57Z,5635000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M21.00S,2023-01-05T02:40:36.0Z,4,REGULAR,substitution,in,[],1626196,,,1610612759,107,107,2023-01-05T02:40:57Z,5637500,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M21.00S,2023-01-05T02:40:52.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630200,,,1610612759,107,108,2023-01-05T02:40:52Z,5640000,False,,,0,,T. Jones Free Throw 1 of 2 (13 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
614,PT04M21.00S,2023-01-05T02:41:07.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630200,,,1610612759,107,109,2023-01-05T02:41:07Z,5650000,False,,,0,,T. Jones Free Throw 2 of 2 (14 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
615,PT04M10.00S,2023-01-05T02:41:22.0Z,4,REGULAR,3pt,Jump Shot,[],1629656,3.892904073587385,94.85294117647058,1610612752,110,109,2023-01-05T02:41:26Z,5660000,False,-224.0,-16.0,1,left,Q. Grimes 3PT  (14 PTS) (J. Brunson 6 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.49,Made,14.0,J. Brunson,1628973.0,6.0,,,,,,,,,,,,,,
623,PT03M54.00S,2023-01-05T02:41:32.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,93.11760840998686,46.32352941176471,1610612759,110,109,2023-01-05T02:42:47Z,5675000,False,-18.0,12.0,1,right,MISS K. Johnson driving floating Shot - blocked,"[1629640, 203944]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,Randle,203944.0
624,PT03M54.00S,2023-01-05T02:41:32.0Z,4,REGULAR,block,,[],203944,,,1610612759,110,109,2023-01-05T02:42:30Z,5677500,False,,,0,,J. Randle BLOCK (4 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
625,PT03M53.00S,2023-01-05T02:41:33.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,110,109,2023-01-05T02:42:47Z,5678750,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,623.0,,,,,,,,,,,,,
618,PT03M51.00S,2023-01-05T02:41:58.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,95.6143232588699,2.450980392156863,1610612759,110,109,2023-01-05T02:42:30Z,5690000,False,-238.0,-11.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
619,PT03M49.00S,2023-01-05T02:42:00.2Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612752,110,109,2023-01-05T02:42:06Z,5700000,False,,,0,,J. Sims REBOUND (Off:3 Def:4),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,,,,,618.0,,7.0,4.0,3.0,,,,,,,,,
620,PT03M35.00S,2023-01-05T02:42:13.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,30.436925098554536,70.09803921568627,1610612752,110,109,2023-01-05T02:42:21Z,5710000,False,-100.0,234.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
621,PT03M32.00S,2023-01-05T02:42:16.2Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,110,109,2023-01-05T02:42:16Z,5720000,False,,,0,,K. Johnson REBOUND (Off:0 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,620.0,,7.0,7.0,0.0,,,,,,,,,
622,PT03M25.00S,2023-01-05T02:42:24.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,88.25558475689881,48.28431372549019,1610612759,110,111,2023-01-05T02:42:30Z,5730000,False,-9.0,58.0,1,right,K. Johnson Jump Shot (24 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,24.0,,,,,,,,,,,,,,,,,
626,PT03M02.00S,2023-01-05T02:42:46.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,4.944152431011826,46.81372549019608,1610612752,112,111,2023-01-05T02:42:50Z,5740000,False,16.0,-6.0,1,left,J. Brunson driving Layup (34 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.7,Made,34.0,,,,,,,,,,,,,,,,,
627,PT02M51.00S,2023-01-05T02:43:01.6Z,4,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,112,111,2023-01-05T02:43:09Z,5750000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202053.0,,,,,,,,2.0,,,,
628,PT02M51.00S,2023-01-05T02:43:08.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,112,111,2023-01-05T02:43:08Z,5760000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M51.00S,2023-01-05T02:43:08.4Z,4,REGULAR,substitution,out,[],1627751,,,1610612752,112,111,2023-01-05T02:46:05Z,5770000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT02M51.00S,2023-01-05T02:43:08.4Z,4,REGULAR,substitution,in,[],1628380,,,1610612752,112,111,2023-01-05T02:46:05Z,5780000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M35.00S,2023-01-05T02:46:26.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,7.966491458607096,47.05882352941176,1610612752,112,111,2023-01-05T02:47:04Z,5790000,False,15.0,22.0,1,left,MISS J. Randle driving Layup - blocked,"[203944, 1631110]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,Sochan,1631110.0
632,PT02M35.00S,2023-01-05T02:46:26.2Z,4,REGULAR,block,,[],1631110,,,1610612752,112,111,2023-01-05T02:47:04Z,5800000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
636,PT02M34.00S,2023-01-05T02:46:27.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,112,111,2023-01-05T02:47:04Z,5810000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,631.0,,,,,,,,,,,,,
633,PT02M34.00S,2023-01-05T02:47:03.0Z,4,REGULAR,jumpball,recovered,[],1629640,,,1610612759,112,111,2023-01-05T02:52:17Z,5820000,False,,,0,,Jump Ball Z. Collins vs. J. Randle: Tip to K. Johnson,"[1629640, 1628380, 203944]",1610612759.0,SAS,heldball,K. Johnson,1629640.0,Johnson,K. Johnson,Collins,1628380.0,Randle,203944.0,,,,,,,,,,,,,,,,,,,,,,
637,PT02M17.00S,2023-01-05T02:47:16.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,93.24901445466492,45.83333333333333,1610612759,112,111,2023-01-05T02:47:44Z,5850000,False,-21.0,11.0,1,right,MISS T. Jones driving floating Shot - blocked,"[1630200, 1630579]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
638,PT02M17.00S,2023-01-05T02:47:16.7Z,4,REGULAR,block,,[],1630579,,,1610612759,112,111,2023-01-05T02:47:23Z,5860000,False,,,0,,J. Sims BLOCK (2 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
642,PT02M16.00S,2023-01-05T02:47:17.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,112,111,2023-01-05T02:47:44Z,5870000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,637.0,,,,,,,,,,,,,
639,PT02M16.00S,2023-01-05T02:47:43.6Z,4,REGULAR,jumpball,recovered,[],1628973,,,1610612752,112,111,2023-01-05T02:53:00Z,5880000,False,,,0,,Jump Ball J. Randle vs. T. Jones: Tip to J. Brunson,"[1628973, 203944, 1630200]",1610612752.0,NYK,heldball,J. Brunson,1628973.0,Brunson,J. Brunson,Randle,203944.0,Jones,1630200.0,,,,,,,,,,,,,,,,,,,,,,
643,PT01M55.00S,2023-01-05T02:48:00.0Z,4,REGULAR,2pt,Jump Shot,[],1628973,22.552562417871222,38.970588235294116,1610612752,114,111,2023-01-05T02:48:04Z,5910000,False,55.0,159.0,1,left,J. Brunson 16' step back Jump Shot (36 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,16.87,Made,36.0,,,,,,,,,,,,,,,,,
644,PT01M33.00S,2023-01-05T02:48:29.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612759,114,111,2023-01-05T02:48:52Z,5920000,False,,,0,,J. Sims shooting personal FOUL (3 PF) (Collins 2 FT),"[1630579, 1628380]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1198.0,,,,3.0,0.0,Collins,1628380.0,,,,,
646,PT01M33.00S,2023-01-05T02:48:57.7Z,4,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,114,112,2023-01-05T02:49:22Z,5940000,False,,,0,,Z. Collins Free Throw 1 of 2 (16 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
647,PT01M33.00S,2023-01-05T02:48:57.7Z,4,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,114,112,2023-01-05T02:49:22Z,5950000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
648,PT01M32.00S,2023-01-05T02:48:58.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,114,112,2023-01-05T02:49:22Z,5960000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,647.0,,,,,,,,,,,,,
650,PT01M17.00S,2023-01-05T02:50:06.3Z,4,REGULAR,2pt,Jump Shot,[],1628973,23.209592641261498,25.49019607843137,1610612752,116,112,2023-01-05T02:50:18Z,5980000,False,123.0,166.0,1,left,J. Brunson 20' step back Jump Shot (38 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,20.61,Made,38.0,,,,,,,,,,,,,,,,,
651,PT00M56.20S,2023-01-05T02:50:31.4Z,4,REGULAR,turnover,bad pass,[],1626196,,,1610612759,116,112,2023-01-05T02:50:34Z,5990000,False,,,0,,J. Richardson bad pass TURNOVER (2 TO),"[1626196, 203944]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Randle,203944.0,,
652,PT00M56.20S,2023-01-05T02:50:31.4Z,4,REGULAR,steal,,[],203944,,,1610612752,116,112,2023-01-05T02:50:33Z,6000000,False,,,0,,J. Randle STEAL (3 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT00M48.80S,2023-01-05T02:50:40.7Z,4,REGULAR,foul,personal,[],1631110,,,1610612752,116,112,2023-01-05T02:50:46Z,6010000,False,,,0,,J. Sochan personal FOUL (4 PF),"[1631110, 1628973]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,202053.0,,,,4.0,0.0,Brunson,1628973.0,,,,,
655,PT00M48.80S,2023-01-05T02:51:04.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,116,112,2023-01-05T02:51:04Z,6030000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M42.40S,2023-01-05T02:52:48.0Z,4,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,116,112,2023-01-05T02:52:54Z,6040000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (5 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,,5.0,,,,
657,PT00M42.40S,2023-01-05T02:52:48.1Z,4,REGULAR,substitution,out,[],1631110,,,1610612759,116,112,2023-01-05T02:53:00Z,6050000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M42.40S,2023-01-05T02:52:48.1Z,4,REGULAR,substitution,in,[],203926,,,1610612759,116,112,2023-01-05T02:53:00Z,6060000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M29.70S,2023-01-05T02:53:23.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612759,116,112,2023-01-05T02:53:32Z,6070000,False,,,0,,J. Randle shooting personal FOUL (4 PF) (Johnson 2 FT),"[203944, 1629640]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,4.0,0.0,Johnson,1629640.0,,,,,
662,PT00M29.70S,2023-01-05T02:53:36.5Z,4,REGULAR,substitution,out,[],203926,,,1610612759,116,112,2023-01-05T02:53:52Z,6085000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M29.70S,2023-01-05T02:53:36.5Z,4,REGULAR,substitution,in,[],1631110,,,1610612759,116,112,2023-01-05T02:53:52Z,6087500,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M29.70S,2023-01-05T02:53:49.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629640,,,1610612759,116,113,2023-01-05T02:53:49Z,6090000,False,,,0,,K. Johnson Free Throw 1 of 2 (25 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
664,PT00M29.70S,2023-01-05T02:54:04.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629640,,,1610612759,116,114,2023-01-05T02:54:04Z,6100000,False,,,0,,K. Johnson Free Throw 2 of 2 (26 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
665,PT00M06.60S,2023-01-05T02:54:30.1Z,4,REGULAR,2pt,Jump Shot,[],203944,11.645860709592641,31.127450980392158,1610612752,116,114,2023-01-05T02:54:41Z,6110000,False,94.0,57.0,1,left,MISS J. Randle 11' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,11.03,Missed,,,,,,,,,,,,,,,,,,
666,PT00M05.70S,2023-01-05T02:54:31.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,116,114,2023-01-05T02:54:41Z,6120000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,665.0,,,,,,,,,,,,,
667,PT00M05.70S,2023-01-05T02:54:34.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,116,114,2023-01-05T02:54:50Z,6130000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
668,PT00M05.70S,2023-01-05T02:54:41.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,116,114,2023-01-05T02:54:41Z,6140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M05.70S,2023-01-05T02:54:41.2Z,4,REGULAR,substitution,out,[],1628973,,,1610612759,116,114,2023-01-05T02:56:13Z,6160000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M05.70S,2023-01-05T02:54:41.2Z,4,REGULAR,substitution,out,[],1626196,,,1610612759,116,114,2023-01-05T02:56:13Z,6170000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M05.70S,2023-01-05T02:54:41.2Z,4,REGULAR,substitution,in,[],1630540,,,1610612759,116,114,2023-01-05T02:56:13Z,6180000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M05.70S,2023-01-05T02:54:41.2Z,4,REGULAR,substitution,in,[],203926,,,1610612759,116,114,2023-01-05T02:56:13Z,6190000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M05.70S,2023-01-05T02:56:33.6Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612759,116,114,2023-01-05T02:56:41Z,6200000,False,,,0,,SAS 5-second-violation Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,202053.0,,,,,,,,,,,,
676,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,out,[],1630579,,,1610612752,116,114,2023-01-05T02:57:07Z,6205000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,out,[],1630540,,,1610612752,116,114,2023-01-05T02:57:07Z,6207500,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,out,[],1628380,,,1610612752,116,114,2023-01-05T02:57:07Z,6208750,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,out,[],203926,,,1610612752,116,114,2023-01-05T02:57:07Z,6209375,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,in,[],1628973,,,1610612752,116,114,2023-01-05T02:57:07Z,6209687,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,in,[],203095,,,1610612752,116,114,2023-01-05T02:57:07Z,6209843,False,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,in,[],1626196,,,1610612752,116,114,2023-01-05T02:57:07Z,6209921,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M05.70S,2023-01-05T02:56:49.9Z,4,REGULAR,substitution,in,[],1626169,,,1610612752,116,114,2023-01-05T02:57:07Z,6209960,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M05.70S,2023-01-05T02:57:06.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,116,114,2023-01-05T02:57:06Z,6210000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M04.10S,2023-01-05T02:58:42.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631110,,,1610612752,116,114,2023-01-05T02:58:49Z,6220000,False,,,0,,J. Sochan take personal FOUL (5 PF) (Fournier 2 FT),"[1631110, 203095]",1610612759.0,SAS,take,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,202053.0,,,,5.0,0.0,Fournier,203095.0,,,,,
687,PT00M04.10S,2023-01-05T02:58:55.7Z,4,REGULAR,substitution,out,[],1626196,,,1610612752,116,114,2023-01-05T02:59:17Z,6235000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M04.10S,2023-01-05T02:58:55.7Z,4,REGULAR,substitution,in,[],1628380,,,1610612752,116,114,2023-01-05T02:59:17Z,6237500,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M04.10S,2023-01-05T02:59:09.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203095,,,1610612752,117,114,2023-01-05T02:59:09Z,6240000,False,,,0,,E. Fournier Free Throw 1 of 2 (6 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
689,PT00M04.10S,2023-01-05T02:59:09.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203095,,,1610612752,117,114,2023-01-05T02:59:40Z,6250000,False,,,0,,MISS E. Fournier Free Throw 2 of 2,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
