actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M25.00S,2022-11-05T23:43:18.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,80.50262812089356,91.42156862745098,1610612752,0,6,2022-11-05T23:43:25Z,170000,207.0,131.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2022-11-05T23:43:22.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,6,2022-11-05T23:43:25Z,180000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M15.00S,2022-11-05T23:43:28.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.882391590013142,51.71568627450981,1610612738,0,6,2022-11-05T23:43:31Z,190000,-9.0,247.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2022-11-05T23:43:31.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,0,6,2022-11-05T23:43:31Z,200000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M09.00S,2022-11-05T23:43:36.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612752,0,6,2022-11-05T23:43:43Z,210000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1629629]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627963.0,1.0,0.0,Reddish,1629629.0,,,,,
23,PT10M04.00S,2022-11-05T23:43:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,67.49342969776609,44.85294117647059,1610612752,0,6,2022-11-05T23:44:01Z,230000,-26.0,253.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2022-11-05T23:43:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,6,2022-11-05T23:44:01Z,240000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,23.0,,,,,,,,,,,,,
26,PT09M54.00S,2022-11-05T23:44:15.6Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,0,6,2022-11-05T23:44:20Z,260000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629628]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Barrett,1629628.0,,
27,PT09M54.00S,2022-11-05T23:44:15.6Z,1,REGULAR,steal,,[],1629628,,,1610612752,0,6,2022-11-05T23:44:23Z,270000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2022-11-05T23:44:20.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628973,92.9862023653088,48.28431372549019,1610612752,0,6,2022-11-05T23:46:43Z,280000,-9.0,13.0,1,right,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2022-11-05T23:44:25.7Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,0,6,2022-11-05T23:46:43Z,290000,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,
30,PT09M43.00S,2022-11-05T23:44:26.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203944,94.40999984741211,50.0,1610612752,2,6,2022-11-05T23:46:20Z,300000,0.0,0.0,1,right,J. Randle tip Layup (2 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2022-11-05T23:44:42.2Z,1,REGULAR,3pt,Jump Shot,[],203935,32.013797634691194,59.55882352941176,1610612738,2,9,2022-11-05T23:47:16Z,310000,-48.0,248.0,1,left,M. Smart 25' 3PT pullup (3 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,25.3,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
33,PT09M11.00S,2022-11-05T23:44:58.1Z,1,REGULAR,3pt,Jump Shot,[],203944,77.7431011826544,90.68627450980392,1610612752,5,9,2022-11-05T23:45:01Z,330000,203.0,157.0,1,right,J. Randle 25' 3PT  (5 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.68,Made,5.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
35,PT09M02.00S,2022-11-05T23:45:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,25.443495400788436,15.931372549019606,1610612738,5,12,2022-11-05T23:45:11Z,350000,170.0,187.0,1,left,D. White 25' 3PT pullup (3 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.27,Made,3.0,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2022-11-05T23:45:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.9862023653088,49.01960784313725,1610612752,5,12,2022-11-05T23:45:41Z,360000,-5.0,13.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
37,PT08M51.00S,2022-11-05T23:45:20.5Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,5,12,2022-11-05T23:45:41Z,370000,,,0,,J. Randle REBOUND (Off:2 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,36.0,2.0,0.0,2.0,,,,,,,,,,
38,PT08M50.00S,2022-11-05T23:45:21.9Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,5,12,2022-11-05T23:45:26Z,380000,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,,1.0,,,,
39,PT08M37.00S,2022-11-05T23:45:43.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,30.17411300919842,69.11764705882352,1610612738,5,15,2022-11-05T23:45:47Z,390000,-96.0,231.0,1,left,J. Tatum 25' 3PT  (6 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.01,Made,6.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
41,PT08M26.00S,2022-11-05T23:45:56.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,5,15,2022-11-05T23:45:56Z,410000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2022-11-05T23:49:05.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,69.85873850197109,25.735294117647058,1610612752,5,15,2022-11-05T23:49:10Z,420000,-121.0,231.0,1,right,MISS J. Brunson 26' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2022-11-05T23:49:07.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,5,15,2022-11-05T23:49:10Z,430000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,,,,,,,,,,,,,
45,PT07M57.00S,2022-11-05T23:49:37.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.831143232588698,30.14705882352941,1610612738,5,15,2022-11-05T23:49:41Z,450000,99.0,237.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
46,PT07M55.00S,2022-11-05T23:49:39.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,5,15,2022-11-05T23:49:41Z,460000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT07M38.00S,2022-11-05T23:49:56.4Z,1,REGULAR,3pt,Jump Shot,[],203944,69.33311432325887,29.411764705882355,1610612752,5,15,2022-11-05T23:50:01Z,470000,-103.0,236.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2022-11-05T23:50:00.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,15,2022-11-05T23:50:01Z,480000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT07M30.00S,2022-11-05T23:50:09.8Z,1,REGULAR,foul,offensive,[],201933,,,1610612738,5,15,2022-11-05T23:50:49Z,490000,,,0,,B. Griffin offensive FOUL (1 PF),"[201933, 1628973]",1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,201246.0,1.0,0.0,Brunson,1628973.0,,,,,
51,PT07M30.00S,2022-11-05T23:50:09.8Z,1,REGULAR,turnover,offensive foul,[],201933,,,1610612738,5,15,2022-11-05T23:50:09Z,510000,,,0,,B. Griffin offensive foul TURNOVER (1 TO),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,201246.0,,,,,1.0,,,,
52,PT07M16.00S,2022-11-05T23:50:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,94.1688567674113,50.73529411764706,1610612752,7,15,2022-11-05T23:50:38Z,520000,4.0,2.0,1,right,I. Hartenstein cutting Layup (2 PTS) (R. Barrett 2 AST),"[1628392, 1629628]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.44,Made,2.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
54,PT06M59.00S,2022-11-05T23:50:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,5.601182654402102,96.81372549019608,1610612738,7,15,2022-11-05T23:50:55Z,540000,-234.0,0.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2022-11-05T23:50:54.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,7,15,2022-11-05T23:50:55Z,550000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,,,
56,PT06M53.00S,2022-11-05T23:51:00.3Z,1,REGULAR,foul,personal,[],1628369,,,1610612752,7,15,2022-11-05T23:51:04Z,560000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628973]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627963.0,1.0,0.0,Brunson,1628973.0,,,,,
58,PT06M53.00S,2022-11-05T23:51:00.4Z,1,REGULAR,substitution,out,[],201933,,,1610612752,7,15,2022-11-05T23:51:16Z,580000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M53.00S,2022-11-05T23:51:00.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612752,7,15,2022-11-05T23:51:16Z,590000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2022-11-05T23:51:31.2Z,1,REGULAR,3pt,Jump Shot,[],203944,93.9060446780552,4.901960784313726,1610612752,10,15,2022-11-05T23:51:35Z,600000,-225.0,5.0,1,right,J. Randle 3PT  (8 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.56,Made,8.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
62,PT06M34.00S,2022-11-05T23:51:43.4Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,10,15,2022-11-05T23:51:48Z,620000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629629]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,,
63,PT06M34.00S,2022-11-05T23:51:43.4Z,1,REGULAR,steal,,[],1629629,,,1610612752,10,15,2022-11-05T23:53:28Z,630000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2022-11-05T23:51:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,94.30026281208936,47.05882352941176,1610612752,12,15,2022-11-05T23:51:52Z,640000,-15.0,1.0,1,right,R. Barrett running Layup (2 PTS) (C. Reddish 1 AST),"[1629628, 1629629]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,C. Reddish,1629629.0,1.0,,,,,,,,,,,,,,
66,PT06M15.00S,2022-11-05T23:52:02.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,28.728646517739815,17.647058823529413,1610612738,12,15,2022-11-05T23:54:31Z,660000,162.0,218.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
67,PT06M12.00S,2022-11-05T23:52:05.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,12,15,2022-11-05T23:52:08Z,670000,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,66.0,4.0,4.0,0.0,,,,,,,,,,
68,PT06M05.00S,2022-11-05T23:52:12.3Z,1,REGULAR,3pt,Jump Shot,[],203944,66.3107752956636,49.50980392156863,1610612752,15,15,2022-11-05T23:52:15Z,680000,-2.0,264.0,1,right,J. Randle 26' 3PT  (11 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.42,Made,11.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
70,PT06M03.00S,2022-11-05T23:52:19.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612738,15,15,2022-11-05T23:52:19Z,700000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2022-11-05T23:52:19.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612738,15,15,2022-11-05T23:54:32Z,710000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2022-11-05T23:52:19.5Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,15,2022-11-05T23:54:32Z,720000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M03.00S,2022-11-05T23:52:19.5Z,1,REGULAR,substitution,in,[],201565,,,1610612738,15,15,2022-11-05T23:54:32Z,730000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2022-11-05T23:52:19.5Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,15,15,2022-11-05T23:54:32Z,740000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2022-11-05T23:55:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,6.652431011826544,52.69607843137255,1610612738,15,15,2022-11-05T23:56:24Z,750000,-13.0,10.0,1,left,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-11-05T23:55:41.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,15,15,2022-11-05T23:55:44Z,760000,,,0,,I. Hartenstein REBOUND (Off:0 Def:5),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,75.0,5.0,5.0,0.0,,,,,,,,,,
77,PT05M36.00S,2022-11-05T23:55:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201565,94.69448094612353,48.28431372549019,1610612752,15,15,2022-11-05T23:55:50Z,770000,-9.0,-3.0,1,right,MISS D. Rose running finger roll Layup,[201565],1610612752.0,NYK,running finger roll,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
78,PT05M35.00S,2022-11-05T23:55:46.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,15,15,2022-11-05T23:55:50Z,780000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,
79,PT05M20.00S,2022-11-05T23:56:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,7.835085413929041,95.58823529411765,1610612738,15,15,2022-11-05T23:56:05Z,790000,-228.0,21.0,1,left,MISS G. Williams step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,22.89,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2022-11-05T23:56:03.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,15,15,2022-11-05T23:56:05Z,800000,,,0,,I. Hartenstein REBOUND (Off:0 Def:6),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,79.0,6.0,6.0,0.0,,,,,,,,,,
81,PT05M12.00S,2022-11-05T23:56:12.0Z,1,REGULAR,turnover,traveling,[],1629628,,,1610612752,15,15,2022-11-05T23:56:16Z,810000,,,0,,R. Barrett traveling TURNOVER (1 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2534.0,,,,,1.0,,,,
82,PT05M12.00S,2022-11-05T23:56:12.1Z,1,REGULAR,substitution,out,[],1629628,,,1610612738,15,15,2022-11-05T23:56:33Z,820000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2022-11-05T23:56:12.1Z,1,REGULAR,substitution,in,[],1630193,,,1610612738,15,15,2022-11-05T23:56:33Z,830000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M58.00S,2022-11-05T23:56:50.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,19.136005256241788,93.87254901960785,1610612738,15,18,2022-11-05T23:56:53Z,840000,-219.0,127.0,1,left,J. Brown 25' 3PT  (6 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.37,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
86,PT04M41.00S,2022-11-05T23:57:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,82.21090670170827,49.754901960784316,1610612752,15,18,2022-11-05T23:57:13Z,860000,-1.0,115.0,1,right,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
87,PT04M37.00S,2022-11-05T23:57:11.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,15,18,2022-11-05T23:57:13Z,870000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,
