actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
362,PT08M31.00S,2022-12-25T18:32:18.1Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,74,69,2022-12-25T18:32:18Z,3480000,False,,,0,,J. Randle Free Throw 2 of 2 (27 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
363,PT08M19.00S,2022-12-25T18:32:35.4Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612755,74,69,2022-12-25T18:32:47Z,3490000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629628, 203954]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,2.0,0.0,Embiid,203954.0,,,,,,,,
366,PT08M19.00S,2022-12-25T18:32:47.5Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,74,69,2022-12-25T18:33:08Z,3505000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M19.00S,2022-12-25T18:32:47.5Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,74,69,2022-12-25T18:33:08Z,3507500,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M19.00S,2022-12-25T18:32:59.7Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,74,70,2022-12-25T18:32:59Z,3510000,False,,,0,,J. Embiid Free Throw 1 of 2 (21 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
368,PT08M19.00S,2022-12-25T18:33:20.3Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,74,71,2022-12-25T18:33:20Z,3520000,False,,,0,,J. Embiid Free Throw 2 of 2 (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
369,PT07M57.00S,2022-12-25T18:33:51.7Z,3,REGULAR,2pt,Jump Shot,[],1629628,22.946780551905388,45.34313725490196,1610612752,76,71,2022-12-25T18:33:55Z,3530000,False,23.0,163.0,1,left,R. Barrett 16' step back Jump Shot (13 PTS),[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,16.49,Made,13.0,,,,,,,,,,,,,,,,,
370,PT07M37.00S,2022-12-25T18:34:10.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.72339027595268,43.627450980392155,1610612755,76,71,2022-12-25T18:34:14Z,3540000,False,-32.0,16.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 1629011]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,
371,PT07M37.00S,2022-12-25T18:34:10.4Z,3,REGULAR,block,,[],1629011,,,1610612755,76,71,2022-12-25T18:34:12Z,3550000,False,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
372,PT07M35.00S,2022-12-25T18:34:12.4Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,76,71,2022-12-25T18:34:14Z,3560000,False,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,370.0,,,,,,4.0,2.0,2.0,,,,,
373,PT07M34.00S,2022-12-25T18:34:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.1688567674113,48.28431372549019,1610612755,76,73,2022-12-25T18:34:18Z,3570000,False,-9.0,2.0,1,right,J. Embiid putback Layup (24 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.89,Made,24.0,,,,,,,,,,,,,,,,,
374,PT07M19.00S,2022-12-25T18:34:28.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.863994743758213,49.26470588235294,1610612752,78,73,2022-12-25T18:34:31Z,3580000,False,4.0,3.0,1,left,M. Robinson DUNK (8 PTS) (J. Brunson 8 AST),"[1629011, 1628973]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.45,Made,8.0,J. Brunson,1628973.0,8.0,,,,,,,,,,,,,,
377,PT06M58.00S,2022-12-25T18:34:50.1Z,3,REGULAR,2pt,Jump Shot,[],203954,78.9257555847569,66.66666666666666,1610612755,78,75,2022-12-25T18:34:53Z,3600000,False,83.0,146.0,1,right,J. Embiid 16' fadeaway Jump Shot (26 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,16.77,Made,26.0,,,,,,,,,,,,,,,,,
378,PT06M40.00S,2022-12-25T18:35:07.2Z,3,REGULAR,2pt,Jump Shot,[],203944,23.603810775295663,68.13725490196079,1610612752,80,75,2022-12-25T18:35:12Z,3610000,False,-91.0,169.0,1,left,J. Randle 19' Jump Shot (29 PTS) (J. Brunson 9 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,19.22,Made,29.0,J. Brunson,1628973.0,9.0,,,,,,,,,,,,,,
380,PT06M17.00S,2022-12-25T18:35:30.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.85479632063075,46.81372549019608,1610612755,80,75,2022-12-25T18:35:34Z,3630000,False,-16.0,15.0,1,right,MISS J. Embiid driving reverse Layup,[203954],1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
381,PT06M15.00S,2022-12-25T18:35:32.8Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,80,75,2022-12-25T18:35:34Z,3640000,False,,,0,,M. Robinson REBOUND (Off:5 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,380.0,,,,,,10.0,5.0,5.0,,,,,
382,PT06M14.00S,2022-12-25T18:35:34.3Z,3,REGULAR,turnover,bad pass,[],1629011,,,1610612752,80,75,2022-12-25T18:35:39Z,3650000,False,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 201935]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
383,PT06M14.00S,2022-12-25T18:35:34.3Z,3,REGULAR,steal,,[],201935,,,1610612755,80,75,2022-12-25T18:35:39Z,3660000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT06M06.00S,2022-12-25T18:35:41.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,79.31997371879106,96.07843137254902,1610612755,80,78,2022-12-25T18:35:48Z,3670000,False,230.0,142.0,1,right,J. Harden 27' 3PT pullup (16 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.06,Made,16.0,,,,,,,,,,,,,,,,,
385,PT05M48.00S,2022-12-25T18:36:00.0Z,3,REGULAR,3pt,Jump Shot,[],1628973,6.389618922470433,4.6568627450980395,1610612752,83,78,2022-12-25T18:36:04Z,3680000,False,227.0,8.0,1,left,J. Brunson 3PT  (19 PTS) (J. Randle 4 AST),"[1628973, 203944]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.68,Made,19.0,J. Randle,203944.0,4.0,,,,,,,,,,,,,,
387,PT05M32.00S,2022-12-25T18:36:16.2Z,3,REGULAR,3pt,Jump Shot,[],202699,96.40275952693824,1.9607843137254901,1610612755,83,78,2022-12-25T18:36:19Z,3700000,False,-240.0,-19.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.09,Missed,,,,,,,,,,,,,,,,,,
388,PT05M29.00S,2022-12-25T18:36:19.2Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,83,78,2022-12-25T18:36:19Z,3710000,False,,,0,,M. Robinson REBOUND (Off:5 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,387.0,,,,,,11.0,6.0,5.0,,,,,
389,PT05M24.00S,2022-12-25T18:36:27.0Z,3,REGULAR,foul,personal,[],201935,,,1610612752,83,78,2022-12-25T18:36:31Z,3720000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 203944]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,201245.0,2.0,0.0,Randle,203944.0,,,,,,,,
391,PT05M24.00S,2022-12-25T18:36:32.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,83,78,2022-12-25T18:36:32Z,3740000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M09.00S,2022-12-25T18:40:33.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.1268068331143235,50.49019607843137,1610612752,85,78,2022-12-25T18:40:36Z,3760000,False,-2.0,5.0,1,left,M. Robinson alley-oop DUNK (10 PTS) (R. Barrett 2 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.57,Made,10.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
395,PT04M52.00S,2022-12-25T18:40:49.8Z,3,REGULAR,3pt,Jump Shot,[],201935,67.62483574244416,33.82352941176471,1610612755,85,78,2022-12-25T18:40:54Z,3780000,False,-81.0,252.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
396,PT04M48.00S,2022-12-25T18:40:53.8Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,85,78,2022-12-25T18:43:41Z,3790000,False,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,395.0,,,,,,6.0,6.0,0.0,,,,,
397,PT04M44.00S,2022-12-25T18:40:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,7.5722733245729295,48.77450980392157,1610612752,87,78,2022-12-25T18:41:01Z,3800000,False,6.0,19.0,1,left,R. Barrett driving finger roll Layup (15 PTS),[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.97,Made,15.0,,,,,,,,,,,,,,,,,
398,PT04M29.00S,2022-12-25T18:41:13.2Z,3,REGULAR,2pt,Jump Shot,[],203954,93.64323258869908,25.98039215686275,1610612755,87,80,2022-12-25T18:41:35Z,3810000,False,-120.0,7.0,1,right,J. Embiid 12' turnaround fadeaway Jump Shot (28 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,12.03,Made,28.0,,,,,,,,,,,,,,,,,
399,PT04M01.00S,2022-12-25T18:41:40.9Z,3,REGULAR,2pt,Jump Shot,[],203944,22.683968462549277,23.52941176470588,1610612752,87,80,2022-12-25T18:42:06Z,3820000,False,132.0,161.0,1,left,MISS J. Randle 20' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,20.82,Missed,,,,,,,,,,,,,,,,,,
400,PT03M58.00S,2022-12-25T18:41:43.9Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,87,80,2022-12-25T18:41:45Z,3830000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,399.0,,,,,,1.0,1.0,0.0,,,,,
401,PT03M43.00S,2022-12-25T18:41:59.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203954,91.01511169513797,50.245098039215684,1610612755,87,82,2022-12-25T18:42:03Z,3840000,False,1.0,32.0,1,right,J. Embiid driving Hook (30 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.2,Made,30.0,,,,,,,,,,,,,,,,,
402,PT03M28.00S,2022-12-25T18:42:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.863994743758213,46.81372549019608,1610612752,89,82,2022-12-25T18:42:16Z,3850000,False,16.0,3.0,1,left,J. Brunson driving finger roll Layup (21 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.61,Made,21.0,,,,,,,,,,,,,,,,,
403,PT03M08.00S,2022-12-25T18:42:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,94.1688567674113,49.50980392156863,1610612755,89,84,2022-12-25T18:44:21Z,3860000,False,-2.0,2.0,1,right,P. Tucker Layup (5 PTS) (J. Embiid 1 AST),"[200782, 203954]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,0.34,Made,5.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
405,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612755,89,84,2022-12-25T18:43:01Z,3880000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Tucker 1 FT),"[1629628, 200782]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,3.0,0.0,Tucker,200782.0,,,,,,,,
407,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,out,[],1629628,,,1610612755,89,84,2022-12-25T18:43:01Z,3900000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,out,[],1629011,,,1610612755,89,84,2022-12-25T18:43:01Z,3910000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,out,[],202699,,,1610612755,89,84,2022-12-25T18:43:01Z,3920000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,in,[],1630193,,,1610612755,89,84,2022-12-25T18:43:01Z,3930000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,in,[],1630579,,,1610612755,89,84,2022-12-25T18:43:01Z,3940000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M08.00S,2022-12-25T18:42:38.7Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,89,84,2022-12-25T18:43:01Z,3950000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M08.00S,2022-12-25T18:43:16.8Z,3,REGULAR,freethrow,1 of 1,[],200782,,,1610612755,89,85,2022-12-25T18:43:16Z,3960000,False,,,0,,P. Tucker Free Throw 1 of 1 (6 PTS),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
414,PT02M48.00S,2022-12-25T18:43:42.5Z,3,REGULAR,foul,personal,[],201935,,,1610612752,89,85,2022-12-25T18:43:59Z,3970000,False,,,0,,J. Harden personal FOUL (3 PF),"[201935, 203944]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,3.0,0.0,Randle,203944.0,,,,,,,,
416,PT02M48.00S,2022-12-25T18:44:00.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,89,85,2022-12-25T18:44:00Z,3990000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M35.00S,2022-12-25T18:47:29.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203944,12.040078843626807,49.50980392156863,1610612752,89,85,2022-12-25T18:48:13Z,4000000,False,2.0,61.0,1,left,MISS J. Randle 6' driving Hook,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
418,PT02M33.00S,2022-12-25T18:47:31.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,89,85,2022-12-25T18:47:37Z,4010000,False,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,417.0,,,,,,5.0,3.0,2.0,,,,,
419,PT02M30.00S,2022-12-25T18:47:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,88.38699080157687,41.911764705882355,1610612755,89,85,2022-12-25T18:47:54Z,4020000,False,-40.0,57.0,1,right,MISS J. Harden 6' running Layup - blocked,"[201935, 1629656]",1610612755.0,PHI,running,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,Grimes,1629656.0,,,
420,PT02M30.00S,2022-12-25T18:47:36.0Z,3,REGULAR,block,,[],1629656,,,1610612755,89,85,2022-12-25T18:47:40Z,4030000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT02M30.00S,2022-12-25T18:47:36.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,89,85,2022-12-25T18:47:54Z,4040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,419.0,,,,,,,,,,,,,
423,PT02M27.00S,2022-12-25T18:47:52.9Z,3,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,89,85,2022-12-25T18:48:00Z,4060000,False,,,0,,J. Sims shooting personal FOUL (4 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,,,,,,1148.0,4.0,0.0,Embiid,203954.0,,,,,,,,
425,PT02M27.00S,2022-12-25T18:48:18.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,89,86,2022-12-25T18:48:40Z,4080000,False,,,0,,J. Embiid Free Throw 1 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
426,PT02M27.00S,2022-12-25T18:48:18.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,89,86,2022-12-25T18:48:40Z,4090000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
427,PT02M25.00S,2022-12-25T18:48:20.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,89,86,2022-12-25T18:48:40Z,4100000,False,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,426.0,,,,,,6.0,6.0,0.0,,,,,
428,PT02M20.00S,2022-12-25T18:48:48.2Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612752,89,86,2022-12-25T18:48:54Z,4110000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Randle 2 FT),"[203954, 203944]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,2.0,0.0,Randle,203944.0,,,,,,,,
430,PT02M20.00S,2022-12-25T18:49:14.8Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,90,86,2022-12-25T18:49:14Z,4130000,False,,,0,,J. Randle Free Throw 1 of 2 (30 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
431,PT02M20.00S,2022-12-25T18:49:34.3Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,91,86,2022-12-25T18:49:34Z,4140000,False,,,0,,J. Randle Free Throw 2 of 2 (31 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
432,PT02M02.00S,2022-12-25T18:49:53.2Z,3,REGULAR,3pt,Jump Shot,[],201935,81.553876478318,93.87254901960785,1610612755,91,86,2022-12-25T18:49:58Z,4150000,False,219.0,121.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
433,PT01M58.00S,2022-12-25T18:49:57.2Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,91,86,2022-12-25T18:49:58Z,4160000,False,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,432.0,,,,,,3.0,1.0,2.0,,,,,
434,PT01M48.00S,2022-12-25T18:50:09.5Z,3,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,91,86,2022-12-25T18:50:13Z,4170000,False,,,0,,I. Quickley lost ball out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,lost ball,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,,,,,,1.0,,
435,PT01M48.00S,2022-12-25T18:50:09.6Z,3,REGULAR,substitution,out,[],203944,,,1610612755,91,86,2022-12-25T18:50:35Z,4180000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M48.00S,2022-12-25T18:50:09.6Z,3,REGULAR,substitution,out,[],203954,,,1610612755,91,86,2022-12-25T18:50:35Z,4190000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M48.00S,2022-12-25T18:50:09.6Z,3,REGULAR,substitution,in,[],1628392,,,1610612755,91,86,2022-12-25T18:50:35Z,4200000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M48.00S,2022-12-25T18:50:09.6Z,3,REGULAR,substitution,in,[],1626149,,,1610612755,91,86,2022-12-25T18:50:35Z,4210000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M34.00S,2022-12-25T18:50:53.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627777,92.19776609724047,47.30392156862745,1610612755,91,88,2022-12-25T18:50:58Z,4220000,False,-13.0,21.0,1,right,G. Niang driving floating Jump Shot (4 PTS) (M. Harrell 1 AST),"[1627777, 1626149]",1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,2.48,Made,4.0,M. Harrell,1626149.0,1.0,,,,,,,,,,,,,,
440,PT01M11.00S,2022-12-25T18:51:17.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,5.732588699080158,50.73529411764706,1610612752,93,88,2022-12-25T18:51:22Z,4230000,False,-4.0,1.0,1,left,J. Sims cutting DUNK (4 PTS) (J. Brunson 10 AST),"[1630579, 1628973]",1610612752.0,NYK,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.4,Made,4.0,J. Brunson,1628973.0,10.0,,,,,,,,,,,,,,
442,PT00M54.40S,2022-12-25T18:51:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,94.69448094612353,52.450980392156865,1610612755,93,88,2022-12-25T18:51:39Z,4250000,False,12.0,-3.0,1,right,MISS M. Harrell cutting Layup,[1626149],1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
443,PT00M52.50S,2022-12-25T18:51:36.4Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,93,88,2022-12-25T18:52:00Z,4260000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,442.0,,,,,,4.0,2.0,2.0,,,,,
444,PT00M45.60S,2022-12-25T18:51:43.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,27.94021024967148,78.92156862745098,1610612752,93,88,2022-12-25T18:51:48Z,4270000,False,-145.0,210.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
445,PT00M42.60S,2022-12-25T18:51:46.3Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,93,88,2022-12-25T18:51:48Z,4280000,False,,,0,,M. Harrell REBOUND (Off:0 Def:4),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Left Center,,,,,,,444.0,,,,,,4.0,4.0,0.0,,,,,
446,PT00M33.40S,2022-12-25T18:51:55.7Z,3,REGULAR,3pt,Jump Shot,[],201935,79.58278580814718,89.95098039215686,1610612755,93,91,2022-12-25T18:52:22Z,4290000,False,200.0,139.0,1,right,J. Harden 24' 3PT step back (19 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.36,Made,19.0,,,,,,,,,,,,,,,,,
