actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
62,PT07M06.00S,2022-11-12T00:50:25.6Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,8,10,2022-11-12T00:50:31Z,620000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,61.0,2.0,1.0,1.0,,,,
63,PT06M59.00S,2022-11-12T00:50:32.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,92.85479632063075,2.941176470588235,1610612752,8,10,2022-11-12T00:50:40Z,630000,False,-235.0,15.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,,23.58,Missed,,,,,,,,,,,,
64,PT06M56.00S,2022-11-12T00:50:35.5Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,8,10,2022-11-12T00:50:40Z,640000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,63.0,3.0,1.0,2.0,,,,
65,PT06M54.00S,2022-11-12T00:50:37.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,86.94152431011827,68.13725490196079,1610612752,8,10,2022-11-12T00:50:44Z,650000,False,91.0,70.0,1,right,MISS J. Brunson 11' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,,11.47,Missed,,,,,,,,,,,,
66,PT06M54.00S,2022-11-12T00:50:37.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,8,10,2022-11-12T00:50:44Z,660000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,65.0,1.0,0.0,1.0,,,,
67,PT06M50.00S,2022-11-12T00:50:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.40999984741211,50.0,1610612752,10,10,2022-11-12T00:50:43Z,670000,False,0.0,0.0,1,right,J. Randle tip Layup (4 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Made,4.0,,,,,,,,,,,
68,PT06M50.00S,2022-11-12T00:50:49.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,10,10,2022-11-12T00:50:49Z,680000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2022-11-12T00:53:51.8Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,10,10,2022-11-12T00:54:02Z,690000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1628973]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,1.0,,,,,,,,,,,Brunson,1628973.0,,
70,PT06M39.00S,2022-11-12T00:53:51.8Z,1,REGULAR,steal,,[],1628973,,,1610612752,10,10,2022-11-12T00:53:53Z,700000,False,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2022-11-12T00:54:07.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,81.68528252299606,36.27450980392157,1610612752,10,10,2022-11-12T00:54:13Z,710000,False,-69.0,120.0,1,right,MISS J. Randle 13' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.8,Missed,,,,,,,,,,,,
72,PT06M20.00S,2022-11-12T00:54:10.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,10,10,2022-11-12T00:54:13Z,720000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,
73,PT06M09.00S,2022-11-12T00:54:21.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,7.046649145860711,46.568627450980394,1610612765,10,12,2022-11-12T00:59:17Z,730000,False,17.0,14.0,1,left,S. Bey Hook (2 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,2.2,Made,2.0,,,,,,,,,,,
74,PT05M55.00S,2022-11-12T00:54:37.4Z,1,REGULAR,foul,personal,[],1630180,,,1610612752,10,12,2022-11-12T00:54:42Z,740000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 203944]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,202027.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
76,PT05M55.00S,2022-11-12T00:54:37.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,10,12,2022-11-12T00:54:47Z,760000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M55.00S,2022-11-12T00:54:37.5Z,1,REGULAR,substitution,in,[],201565,,,1610612752,10,12,2022-11-12T00:54:47Z,770000,False,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2022-11-12T00:55:17.9Z,1,REGULAR,substitution,out,[],1630180,,,1610612752,10,12,2022-11-12T00:55:28Z,790000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M43.00S,2022-11-12T00:55:17.9Z,1,REGULAR,substitution,in,[],1628977,,,1610612752,10,12,2022-11-12T00:55:28Z,800000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2022-11-12T00:55:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,94.30026281208936,51.470588235294116,1610612752,10,12,2022-11-12T00:55:46Z,810000,False,7.0,1.0,1,right,MISS C. Reddish cutting Layup - blocked,"[1629629, 1628977]",1610612752.0,NYK,cutting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,0.75,Missed,,,,,,,,,,,Diallo,1628977.0
82,PT05M40.00S,2022-11-12T00:55:38.9Z,1,REGULAR,block,,[],1628977,,,1610612752,10,12,2022-11-12T00:55:41Z,820000,False,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M33.00S,2022-11-12T00:55:45.9Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,10,12,2022-11-12T00:55:46Z,830000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,81.0,4.0,1.0,3.0,,,,
84,PT05M33.00S,2022-11-12T00:55:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,93.64323258869908,52.20588235294118,1610612752,12,12,2022-11-12T00:55:50Z,840000,False,11.0,7.0,1,right,I. Hartenstein putback Layup (2 PTS),[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,1.32,Made,2.0,,,,,,,,,,,
