shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
09:34,19,PT09M34.00S,2022-12-08T00:48:23.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,2,2022-12-08T00:48:47Z,190000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,18.0,2.0,0.0,2.0,,,,,,,,,,
09:32,20,PT09M32.00S,2022-12-08T00:48:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,8.229303547963205,49.754901960784316,1610612737,7,4,2022-12-08T00:48:58Z,200000,False,1.0,25.0,1,left,C. Capela Layup (2 PTS),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.49,Made,2.0,,,,,,,,,,,,,,,,,
09:10,21,PT09M10.00S,2022-12-08T00:48:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.33574244415243,62.254901960784316,1610612752,7,4,2022-12-08T00:49:40Z,210000,False,61.0,67.0,1,right,MISS J. Brunson 9' fadeaway Shot,[1628973],11,1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,9.04,Missed,,,,,,,,,,,,,,,,,,
09:08,22,PT09M08.00S,2022-12-08T00:48:46.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,7,4,2022-12-08T00:48:51Z,220000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
09:03,23,PT09M03.00S,2022-12-08T00:48:55.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,8.229303547963205,48.28431372549019,1610612737,7,4,2022-12-08T00:49:09Z,230000,False,9.0,25.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1629656]",11,1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,Grimes,1629656.0,,,,,,,,
09:03,24,PT09M03.00S,2022-12-08T00:48:55.5Z,1,REGULAR,block,,[],1629656,,,1610612737,7,4,2022-12-08T00:48:57Z,240000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:02,25,PT09M02.00S,2022-12-08T00:48:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,7,4,2022-12-08T00:49:03Z,250000,False,,,0,,TEAM offensive REBOUND,[],,1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,23.0,,,,,,,,,,,,,
09:02,27,PT09M02.00S,2022-12-08T00:49:10.8Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612737,7,4,2022-12-08T00:52:03Z,270000,False,,,0,,R. Barrett flagrant-type-1 personal FOUL (1 PF) (Murray 2 FT),"[1629628, 1627749]",9,1610612752.0,NYK,flagrant-type-1,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627534.0,1.0,0.0,Murray,1627749.0,,,
09:02,30,PT09M02.00S,2022-12-08T00:51:35.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627749,,,1610612737,7,5,2022-12-08T00:52:08Z,300000,False,,,0,,D. Murray flagrant Free Throw 1 of 2 (1 PTS),[1627749],5,1610612737.0,ATL,flagrant,,,Murray,D. Murray,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
09:02,31,PT09M02.00S,2022-12-08T00:51:35.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627749,,,1610612737,7,6,2022-12-08T00:52:08Z,310000,False,,,0,,D. Murray flagrant Free Throw 2 of 2 (2 PTS),[1627749],5,1610612737.0,ATL,flagrant,,,Murray,D. Murray,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
08:59,32,PT08M59.00S,2022-12-08T00:52:08.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631100,4.02431011826544,95.83333333333334,1610612737,7,6,2022-12-08T00:52:12Z,320000,False,-229.0,-15.0,1,left,MISS A. Griffin 3PT,[1631100],14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
08:57,33,PT08M57.00S,2022-12-08T00:52:10.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,6,2022-12-08T00:52:10Z,330000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
08:40,34,PT08M40.00S,2022-12-08T00:52:27.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,94.95729303547962,4.411764705882353,1610612752,10,6,2022-12-08T00:52:31Z,340000,False,-228.0,-5.0,1,right,Q. Grimes 3PT  (3 PTS) (J. Randle 1 AST),"[1629656, 203944]",6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.8,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
08:27,36,PT08M27.00S,2022-12-08T00:52:41.9Z,1,REGULAR,turnover,lost ball,[],1631100,,,1610612737,10,6,2022-12-08T00:52:48Z,360000,False,,,0,,A. Griffin lost ball TURNOVER (1 TO),"[1631100, 1628973]",14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0
08:27,37,PT08M27.00S,2022-12-08T00:52:41.9Z,1,REGULAR,steal,,[],1628973,,,1610612752,10,6,2022-12-08T00:52:43Z,370000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
08:26,38,PT08M26.00S,2022-12-08T00:52:46.2Z,1,REGULAR,foul,personal,[],1630552,,,1610612752,10,6,2022-12-08T00:53:24Z,380000,False,,,0,,J. Johnson personal FOUL (1 PF),"[1630552, 1628973]",1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,101283.0,1.0,0.0,Brunson,1628973.0,,,
08:26,40,PT08M26.00S,2022-12-08T00:52:46.3Z,1,REGULAR,substitution,out,[],1627749,,,1610612752,10,6,2022-12-08T00:53:16Z,400000,False,,,0,,SUB out: D. Murray,[1627749],5,1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
08:26,41,PT08M26.00S,2022-12-08T00:52:46.3Z,1,REGULAR,substitution,in,[],1628988,,,1610612752,10,6,2022-12-08T00:53:16Z,410000,False,,,0,,SUB in: A. Holiday,[1628988],3,1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
08:26,42,PT08M26.00S,2022-12-08T00:53:23.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,10,6,2022-12-08T00:53:34Z,420000,False,,,0,,TEAM delay-of-game VIOLATION,[],,1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
08:10,43,PT08M10.00S,2022-12-08T00:53:54.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,93.9060446780552,54.65686274509803,1610612752,10,6,2022-12-08T00:54:43Z,430000,False,23.0,5.0,1,right,MISS J. Brunson floating Shot,[1628973],11,1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
08:09,44,PT08M09.00S,2022-12-08T00:53:55.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,6,2022-12-08T00:54:02Z,440000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,43.0,3.0,1.0,2.0,,,,,,,,,,
08:04,45,PT08M04.00S,2022-12-08T00:54:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628988,29.38567674113009,74.01960784313727,1610612737,10,6,2022-12-08T00:55:18Z,450000,False,-120.0,224.0,1,left,MISS A. Holiday 25' running pullup 3PT,[1628988],3,1610612737.0,ATL,running pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
08:02,46,PT08M02.00S,2022-12-08T00:54:02.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,6,2022-12-08T00:54:10Z,460000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,45.0,3.0,3.0,0.0,,,,,,,,,,
07:45,47,PT07M45.00S,2022-12-08T00:54:19.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,81.42247043363994,6.127450980392156,1610612752,13,6,2022-12-08T00:54:23Z,470000,False,-219.0,122.0,1,right,R. Barrett 25' 3PT  (5 PTS) (J. Brunson 2 AST),"[1629628, 1628973]",9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.11,Made,5.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
07:31,49,PT07M31.00S,2022-12-08T00:54:33.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.601182654402102,48.77450980392157,1610612737,13,8,2022-12-08T00:55:50Z,490000,False,6.0,0.0,1,left,C. Capela cutting DUNK (4 PTS) (T. Young 1 AST),"[203991, 1629027]",15,1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
07:12,51,PT07M12.00S,2022-12-08T00:54:52.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,70.12155059132719,26.47058823529412,1610612752,13,8,2022-12-08T00:54:57Z,510000,False,-118.0,228.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
07:10,52,PT07M10.00S,2022-12-08T00:54:54.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,13,8,2022-12-08T00:54:57Z,520000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,
07:06,53,PT07M06.00S,2022-12-08T00:54:58.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,94.95729303547962,48.529411764705884,1610612752,15,8,2022-12-08T00:55:08Z,530000,False,-7.0,-5.0,1,right,M. Robinson cutting DUNK (2 PTS) (Q. Grimes 1 AST),"[1629011, 1629656]",23,1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
06:56,55,PT06M56.00S,2022-12-08T00:55:08.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,15,8,2022-12-08T00:55:12Z,550000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 203944]",11,1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Randle,203944.0
06:56,56,PT06M56.00S,2022-12-08T00:55:08.8Z,1,REGULAR,steal,,[],203944,,,1610612752,15,8,2022-12-08T00:55:11Z,560000,False,,,0,,J. Randle STEAL (1 STL),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
06:51,57,PT06M51.00S,2022-12-08T00:55:16.2Z,1,REGULAR,foul,personal,[],1630552,,,1610612752,15,8,2022-12-08T00:55:51Z,570000,False,,,0,,J. Johnson personal FOUL (2 PF),"[1630552, 1629011]",1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,2.0,0.0,Robinson,1629011.0,,,
06:51,59,PT06M51.00S,2022-12-08T00:55:30.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,15,8,2022-12-08T00:55:30Z,590000,False,,,0,,NYK Timeout,[],,1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:51,60,PT06M51.00S,2022-12-08T00:55:30.7Z,1,REGULAR,substitution,out,[],1630552,,,1610612752,15,8,2022-12-08T00:58:43Z,600000,False,,,0,,SUB out: J. Johnson,[1630552],1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
06:51,61,PT06M51.00S,2022-12-08T00:55:30.7Z,1,REGULAR,substitution,in,[],1629633,,,1610612752,15,8,2022-12-08T00:58:43Z,610000,False,,,0,,SUB in: J. Culver,[1629633],7,1610612737.0,ATL,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,
06:44,62,PT06M44.00S,2022-12-08T00:59:01.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,93.11760840998686,33.088235294117645,1610612752,15,8,2022-12-08T00:59:10Z,620000,False,-85.0,12.0,1,right,MISS J. Brunson 8' pullup Shot,[1628973],11,1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,8.55,Missed,,,,,,,,,,,,,,,,,,
06:42,63,PT06M42.00S,2022-12-08T00:59:03.0Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,15,8,2022-12-08T00:59:10Z,630000,False,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Left,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
06:30,64,PT06M30.00S,2022-12-08T00:59:14.9Z,1,REGULAR,3pt,Jump Shot,[],1628988,25.706307490144546,11.029411764705882,1610612737,15,8,2022-12-08T00:59:21Z,640000,False,195.0,189.0,1,left,MISS A. Holiday 27' 3PT,[1628988],3,1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
06:28,65,PT06M28.00S,2022-12-08T00:59:16.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,15,8,2022-12-08T00:59:21Z,650000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,64.0,4.0,1.0,3.0,,,,,,,,,,
06:19,66,PT06M19.00S,2022-12-08T00:59:26.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629633,26.757555847568987,80.63725490196079,1610612737,15,8,2022-12-08T00:59:30Z,660000,False,-153.0,199.0,1,left,MISS J. Culver 25' 3PT,[1629633],7,1610612737.0,ATL,,,,Culver,J. Culver,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
06:17,67,PT06M17.00S,2022-12-08T00:59:28.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,15,8,2022-12-08T00:59:30Z,670000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,66.0,4.0,4.0,0.0,,,,,,,,,,
06:10,68,PT06M10.00S,2022-12-08T00:59:35.2Z,1,REGULAR,3pt,Jump Shot,[],203944,75.3777923784494,85.04901960784314,1610612752,18,8,2022-12-08T00:59:38Z,680000,False,175.0,179.0,1,right,J. Randle 25' 3PT pullup (8 PTS),[203944],30,1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.04,Made,8.0,,,,,,,,,,,,,,,,,
05:54,69,PT05M54.00S,2022-12-08T00:59:50.1Z,1,REGULAR,3pt,Jump Shot,[],1631100,5.206964520367937,94.36274509803921,1610612737,18,11,2022-12-08T00:59:54Z,690000,False,-222.0,-4.0,1,left,A. Griffin 3PT  (3 PTS) (A. Holiday 1 AST),"[1631100, 1628988]",14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,22.18,Made,3.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
05:24,71,PT05M24.00S,2022-12-08T01:00:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,88.51839684625493,48.28431372549019,1610612752,18,11,2022-12-08T01:00:28Z,710000,False,-9.0,55.0,1,right,MISS J. Randle driving Layup,[203944],30,1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
05:22,72,PT05M22.00S,2022-12-08T01:00:22.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,18,11,2022-12-08T01:00:36Z,720000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,71.0,5.0,2.0,3.0,,,,,,,,,,
05:16,73,PT05M16.00S,2022-12-08T01:00:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631100,21.895532194480946,8.333333333333332,1610612737,18,11,2022-12-08T01:01:01Z,730000,False,208.0,153.0,1,left,MISS A. Griffin 25' running 3PT,[1631100],14,1610612737.0,ATL,running,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
05:14,74,PT05M14.00S,2022-12-08T01:00:29.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,18,11,2022-12-08T01:00:32Z,740000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,
05:06,75,PT05M06.00S,2022-12-08T01:00:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,48.28431372549019,1610612752,18,11,2022-12-08T01:00:45Z,750000,False,-9.0,8.0,1,right,MISS R. Barrett driving Layup,[1629628],9,1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,,,,,,,
05:05,76,PT05M05.00S,2022-12-08T01:00:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,18,11,2022-12-08T01:00:45Z,760000,False,,,0,,TEAM offensive REBOUND,[],,1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,75.0,,,,,,,,,,,,,
05:05,78,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,18,11,2022-12-08T01:00:56Z,780000,False,,,0,,SUB out: R. Barrett,[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
05:05,79,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,18,11,2022-12-08T01:00:56Z,790000,False,,,0,,SUB out: J. Brunson,[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
05:05,80,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,out,[],1631100,,,1610612752,18,11,2022-12-08T01:00:56Z,800000,False,,,0,,SUB out: A. Griffin,[1631100],14,1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
05:05,81,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,18,11,2022-12-08T01:00:56Z,810000,False,,,0,,SUB in: M. McBride,[1630540],2,1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
