actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M10.00S,2022-10-26T23:43:27.2Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612752,6,3,2022-10-26T23:44:11Z,200000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Randle 2 FT),"[1626162, 203944]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,1.0,0.0,Randle,203944.0,,,,,,,,,
22,PT10M10.00S,2022-10-26T23:43:52.5Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,7,3,2022-10-26T23:43:52Z,220000,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M10.00S,2022-10-26T23:44:14.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,8,3,2022-10-26T23:44:14Z,230000,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M52.00S,2022-10-26T23:44:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,94.82588699080158,47.05882352941176,1610612766,8,3,2022-10-26T23:44:39Z,240000,-15.0,-4.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2022-10-26T23:44:36.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,3,2022-10-26T23:44:39Z,250000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M43.00S,2022-10-26T23:44:44.7Z,1,REGULAR,3pt,Jump Shot,[],203095,24.129434954007884,85.29411764705883,1610612752,11,3,2022-10-26T23:44:48Z,260000,-176.0,174.0,1,left,E. Fournier 24' 3PT  (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,24.81,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
28,PT09M26.00S,2022-10-26T23:45:01.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,69.72733245729303,26.47058823529412,1610612766,11,3,2022-10-26T23:45:06Z,280000,-118.0,232.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2022-10-26T23:45:03.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,11,3,2022-10-26T23:45:06Z,290000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,
30,PT09M15.00S,2022-10-26T23:45:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,14.011169513797633,40.68627450980392,1610612752,11,3,2022-10-26T23:46:17Z,300000,47.0,79.0,1,left,MISS R. Barrett 9' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.19,Missed,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2022-10-26T23:45:14.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,11,3,2022-10-26T23:45:17Z,310000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT09M05.00S,2022-10-26T23:45:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629023,91.67214191852825,32.1078431372549,1610612766,11,3,2022-10-26T23:45:32Z,320000,-89.0,26.0,1,right,MISS P. Washington 9' driving floating Shot - blocked,"[1629023, 1629011]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,9.31,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,
33,PT09M05.00S,2022-10-26T23:45:24.7Z,1,REGULAR,block,,[],1629011,,,1610612766,11,3,2022-10-26T23:45:27Z,330000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2022-10-26T23:45:26.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,11,3,2022-10-26T23:45:38Z,340000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,32.0,,,,,,,,
36,PT08M59.00S,2022-10-26T23:45:49.1Z,1,REGULAR,turnover,traveling,[],202330,,,1610612766,11,3,2022-10-26T23:45:54Z,360000,,,0,,G. Hayward traveling TURNOVER (1 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,,,,,,,,,,,1.0,,
37,PT08M45.00S,2022-10-26T23:46:13.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,9.411957950065702,52.20588235294118,1610612752,11,3,2022-10-26T23:47:58Z,370000,-11.0,36.0,1,left,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
38,PT08M43.00S,2022-10-26T23:46:15.4Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612766,11,3,2022-10-26T23:46:19Z,380000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT08M39.00S,2022-10-26T23:46:19.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,94.43166885676742,53.67647058823529,1610612766,11,5,2022-10-26T23:50:01Z,390000,18.0,0.0,1,right,K. Oubre Jr. running Layup (2 PTS) (D. Smith Jr. 1 AST),"[1626162, 1628372]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,,
40,PT08M32.00S,2022-10-26T23:46:29.7Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,11,5,2022-10-26T23:46:40Z,400000,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,lost ball,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,202053.0,,,,,,,,,,,1.0,,
41,PT08M25.00S,2022-10-26T23:46:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,93.77463863337714,46.568627450980394,1610612766,11,7,2022-10-26T23:46:43Z,410000,-17.0,6.0,1,right,D. Smith Jr. cutting Layup (2 PTS) (P. Washington 1 AST),"[1628372, 1629023]",1610612766.0,CHA,cutting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
43,PT08M12.00S,2022-10-26T23:46:51.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.1268068331143235,49.754901960784316,1610612752,13,7,2022-10-26T23:46:55Z,430000,1.0,5.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (J. Brunson 1 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
46,PT07M54.00S,2022-10-26T23:47:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,93.64323258869908,55.14705882352941,1610612766,13,7,2022-10-26T23:47:13Z,450000,26.0,7.0,1,right,MISS G. Hayward Layup - blocked,"[202330, 203944]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,Randle,203944.0,,,
47,PT07M54.00S,2022-10-26T23:47:08.6Z,1,REGULAR,block,,[],203944,,,1610612766,13,7,2022-10-26T23:47:10Z,460000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M52.00S,2022-10-26T23:47:10.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,13,7,2022-10-26T23:47:13Z,470000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,46.0,3.0,3.0,0.0,,,,,
49,PT07M50.00S,2022-10-26T23:47:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,7.178055190538765,51.470588235294116,1610612752,13,7,2022-10-26T23:47:21Z,480000,-7.0,15.0,1,left,MISS J. Randle driving Layup - blocked,"[203944, 1626162]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,Oubre Jr.,1626162.0,,,
50,PT07M50.00S,2022-10-26T23:47:13.7Z,1,REGULAR,block,,[],1626162,,,1610612752,13,7,2022-10-26T23:47:15Z,490000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M48.00S,2022-10-26T23:47:15.7Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,13,7,2022-10-26T23:47:21Z,500000,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,49.0,1.0,0.0,1.0,,,,,
52,PT07M38.00S,2022-10-26T23:47:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629011,11.251642575558476,49.50980392156863,1610612752,15,7,2022-10-26T23:54:22Z,510000,2.0,53.0,1,left,M. Robinson turnaround Jump Shot (4 PTS) (E. Fournier 1 AST),"[1629011, 203095]",1610612752.0,NYK,turnaround,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,4.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,
54,PT07M15.00S,2022-10-26T23:47:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628372,80.89684625492772,6.372549019607843,1610612766,15,7,2022-10-26T23:47:53Z,530000,-218.0,127.0,1,right,MISS D. Smith Jr. 25' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2022-10-26T23:47:50.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,15,7,2022-10-26T23:47:53Z,540000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT07M03.00S,2022-10-26T23:48:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,15,7,2022-10-26T23:48:08Z,550000,,,0,,R. Barrett step out-of-bounds TURNOVER (2 TO),[1629628],1610612752.0,NYK,step,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,202053.0,,,,,,,,,,,2.0,,
57,PT06M52.00S,2022-10-26T23:48:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,66.70499342969777,49.50980392156863,1610612766,15,7,2022-10-26T23:48:36Z,560000,-2.0,260.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2022-10-26T23:48:33.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,15,7,2022-10-26T23:48:36Z,570000,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,57.0,4.0,4.0,0.0,,,,,
59,PT06M40.00S,2022-10-26T23:48:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.87976346911958,59.80392156862745,1610612752,17,7,2022-10-26T23:48:56Z,580000,-49.0,78.0,1,left,J. Randle 9' turnaround fadeaway Jump Shot (4 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,9.21,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M26.00S,2022-10-26T23:48:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,90.22667542706965,55.392156862745104,1610612766,17,9,2022-10-26T23:55:29Z,590000,27.0,39.0,1,right,K. Oubre Jr. driving floating Jump Shot (4 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,4.0,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2022-10-26T23:49:09.0Z,1,REGULAR,foul,personal,[],203486,,,1610612752,17,9,2022-10-26T23:49:23Z,600000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1629011]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202053.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
63,PT06M17.00S,2022-10-26T23:49:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,17,9,2022-10-26T23:49:31Z,620000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2022-10-26T23:52:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.4053876478318,44.85294117647059,1610612752,19,9,2022-10-26T23:52:32Z,630000,26.0,83.0,1,left,J. Brunson 8' turnaround fadeaway Jump Shot (6 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.68,Made,6.0,,,,,,,,,,,,,,,,,
69,PT05M52.00S,2022-10-26T23:52:42.2Z,1,REGULAR,2pt,Jump Shot,[],1626162,71.69842312746385,54.65686274509803,1610612766,19,11,2022-10-26T23:56:51Z,640000,23.0,214.0,1,right,K. Oubre Jr. 21' step back Jump Shot (6 PTS) (M. Plumlee 1 AST),"[1626162, 203486]",1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,21.48,Made,6.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
71,PT05M29.00S,2022-10-26T23:53:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.783837056504599,50.0,1610612752,19,11,2022-10-26T23:53:08Z,660000,0.0,11.0,1,left,MISS J. Randle Layup - blocked,"[203944, 202330]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,Hayward,202330.0,,,
72,PT05M29.00S,2022-10-26T23:53:04.5Z,1,REGULAR,block,,[],202330,,,1610612752,19,11,2022-10-26T23:53:06Z,670000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2022-10-26T23:53:06.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,19,11,2022-10-26T23:53:08Z,680000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,
74,PT05M26.00S,2022-10-26T23:53:12.1Z,1,REGULAR,foul,personal,['1freethrow'],203095,,,1610612766,19,11,2022-10-26T23:53:42Z,690000,,,0,,E. Fournier transition take personal FOUL (1 PF) (Plumlee 1 FT),"[203095, 203486]",1610612752.0,NYK,transition take,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,
77,PT05M26.00S,2022-10-26T23:53:27.5Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,19,11,2022-10-26T23:53:48Z,705000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M26.00S,2022-10-26T23:53:27.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,19,11,2022-10-26T23:53:48Z,707500,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M26.00S,2022-10-26T23:53:43.0Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,19,12,2022-10-26T23:53:43Z,710000,,,0,,G. Hayward transition take Free Throw 1 of 1 (1 PTS),[202330],1610612766.0,CHA,transition take,,,Hayward,G. Hayward,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
79,PT05M17.00S,2022-10-26T23:54:03.4Z,1,REGULAR,3pt,Jump Shot,[],202330,68.15045992115637,43.872549019607845,1610612766,19,12,2022-10-26T23:54:10Z,720000,-31.0,247.0,1,right,MISS G. Hayward 24' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,24.88,Missed,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2022-10-26T23:54:05.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,19,12,2022-10-26T23:54:10Z,730000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,79.0,3.0,3.0,0.0,,,,,
81,PT05M09.00S,2022-10-26T23:54:15.1Z,1,REGULAR,foul,personal,[],1629667,,,1610612752,19,12,2022-10-26T23:54:28Z,740000,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 203944]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1146.0,1.0,0.0,Randle,203944.0,,,,,,,,,
83,PT05M02.00S,2022-10-26T23:54:47.8Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,19,12,2022-10-26T23:54:57Z,760000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1628372]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0
84,PT05M02.00S,2022-10-26T23:54:47.8Z,1,REGULAR,steal,,[],1628372,,,1610612766,19,12,2022-10-26T23:55:01Z,770000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M01.00S,2022-10-26T23:54:50.8Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612766,19,12,2022-10-26T23:55:11Z,780000,,,0,,J. Brunson transition take personal FOUL (1 PF) (Hayward 1 FT),"[1628973, 202330]",1610612752.0,NYK,transition take,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,1.0,0.0,Hayward,202330.0,,,,,,,,,
87,PT05M01.00S,2022-10-26T23:55:12.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202330,,,1610612766,19,13,2022-10-26T23:55:12Z,800000,,,0,,G. Hayward transition take Free Throw 1 of 1 (2 PTS),[202330],1610612766.0,CHA,transition take,,,Hayward,G. Hayward,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
88,PT04M47.00S,2022-10-26T23:55:40.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,84.57621550591328,94.6078431372549,1610612766,19,16,2022-10-26T23:55:47Z,810000,223.0,92.0,1,right,J. McDaniels 24' 3PT bank (3 PTS) (M. Plumlee 2 AST),"[1629667, 203486]",1610612766.0,CHA,bank,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right,24.14,Made,3.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
