actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
254,PT05M04.00S,2022-12-01T01:22:22.1Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,32,35,2022-12-01T01:22:27Z,2350000,False,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,252.0,6.0,4.0,2.0,,,,,,,,,,,,
255,PT05M02.00S,2022-12-01T01:22:25.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,6.652431011826544,51.71568627450981,1610612752,34,35,2022-12-01T01:25:20Z,2360000,False,-9.0,10.0,1,left,M. Robinson putback Layup (2 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,2.0,,,,,,,,,,,
256,PT04M38.00S,2022-12-01T01:22:49.3Z,2,REGULAR,3pt,Jump Shot,[],1626192,79.58278580814718,7.107843137254902,1610612749,34,35,2022-12-01T01:22:55Z,2370000,False,-214.0,139.0,1,right,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
257,PT04M36.00S,2022-12-01T01:22:51.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,34,35,2022-12-01T01:22:55Z,2380000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,
258,PT04M28.00S,2022-12-01T01:23:00.9Z,2,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,34,35,2022-12-01T01:23:04Z,2390000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (2 TO),[1629628],1610612752.0,NYK,bad pass,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628484.0,,,,,2.0,,,,,
259,PT04M28.00S,2022-12-01T01:23:01.0Z,2,REGULAR,substitution,out,[],202083,,,1610612749,34,35,2022-12-01T01:23:12Z,2400000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M28.00S,2022-12-01T01:23:01.0Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,34,35,2022-12-01T01:23:12Z,2410000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M14.00S,2022-12-01T01:23:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626192,94.03745072273325,50.0,1610612749,34,37,2022-12-01T01:23:35Z,2420000,False,0.0,4.0,1,right,P. Connaughton cutting Layup (4 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,cutting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,,,4.0,,,,,,,J. Holiday,201950.0,2.0,,
263,PT04M02.00S,2022-12-01T01:23:42.8Z,2,REGULAR,2pt,Jump Shot,[],1628973,20.844283837056505,55.392156862745104,1610612752,34,37,2022-12-01T01:23:51Z,2440000,False,-27.0,143.0,1,left,MISS J. Brunson 14' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
264,PT04M00.00S,2022-12-01T01:23:44.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,34,37,2022-12-01T01:23:51Z,2450000,False,,,0,,M. Robinson REBOUND (Off:3 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Center,,,,,263.0,7.0,4.0,3.0,,,,,,,,,,,,
265,PT03M57.00S,2022-12-01T01:23:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.863994743758213,49.50980392156863,1610612752,34,37,2022-12-01T01:26:08Z,2460000,False,2.0,3.0,1,left,MISS M. Robinson putback Layup,[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
266,PT03M55.00S,2022-12-01T01:23:49.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,34,37,2022-12-01T01:24:03Z,2470000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,265.0,8.0,7.0,1.0,,,,,,,,,,,,
267,PT03M51.00S,2022-12-01T01:23:59.0Z,2,REGULAR,turnover,traveling,[],203507,,,1610612749,34,37,2022-12-01T01:24:02Z,2480000,False,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,,,,,2.0,,,,,
268,PT03M51.00S,2022-12-01T01:23:59.1Z,2,REGULAR,substitution,out,[],203507,,,1610612752,34,37,2022-12-01T01:24:18Z,2490000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M51.00S,2022-12-01T01:23:59.1Z,2,REGULAR,substitution,in,[],201572,,,1610612752,34,37,2022-12-01T01:24:18Z,2500000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M33.00S,2022-12-01T01:24:38.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,29.122864651773984,71.56862745098039,1610612752,34,37,2022-12-01T01:27:05Z,2510000,False,-108.0,221.0,1,left,MISS Q. Grimes 24' pullup 3PT,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
271,PT03M31.00S,2022-12-01T01:24:40.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,34,37,2022-12-01T01:24:44Z,2520000,False,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,270.0,7.0,4.0,3.0,,,,,,,,,,,,
272,PT03M23.00S,2022-12-01T01:24:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.56307490144546,46.32352941176471,1610612749,34,37,2022-12-01T01:27:20Z,2530000,False,-18.0,-1.0,1,right,MISS J. Holiday driving finger roll Layup,[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
273,PT03M21.00S,2022-12-01T01:24:49.5Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,34,37,2022-12-01T01:24:52Z,2540000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,,,
274,PT03M15.00S,2022-12-01T01:24:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.206964520367937,51.225490196078425,1610612752,36,37,2022-12-01T01:27:55Z,2550000,False,-6.0,-4.0,1,left,J. Brunson driving finger roll Layup (4 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,4.0,,,,,,,,,,,
275,PT03M00.00S,2022-12-01T01:25:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,95.0886990801577,50.245098039215684,1610612749,36,39,2022-12-01T01:25:15Z,2560000,False,1.0,-6.0,1,right,J. Holiday driving Layup (9 PTS) (B. Portis 2 AST),"[201950, 1626171]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,9.0,,,,,,,B. Portis,1626171.0,2.0,,
277,PT02M37.00S,2022-12-01T01:25:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.440867279894875,47.549019607843135,1610612752,36,39,2022-12-01T01:25:38Z,2580000,False,12.0,17.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
278,PT02M35.00S,2022-12-01T01:25:36.0Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,36,39,2022-12-01T01:25:38Z,2590000,False,,,0,,B. Lopez REBOUND (Off:0 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,277.0,4.0,4.0,0.0,,,,,,,,,,,,
279,PT02M18.00S,2022-12-01T01:25:53.1Z,2,REGULAR,3pt,Jump Shot,[],201950,69.59592641261499,69.85294117647058,1610612749,36,39,2022-12-01T01:28:39Z,2600000,False,99.0,233.0,1,right,MISS J. Holiday 25' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
280,PT02M16.00S,2022-12-01T01:25:55.1Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,36,39,2022-12-01T01:26:00Z,2610000,False,,,0,,B. Portis REBOUND (Off:4 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,,279.0,8.0,4.0,4.0,,,,,,,,,,,,
281,PT02M13.00S,2022-12-01T01:26:01.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,36,39,2022-12-01T01:26:01Z,2620000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M13.00S,2022-12-01T01:26:01.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,36,39,2022-12-01T01:28:37Z,2630000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M13.00S,2022-12-01T01:26:01.3Z,2,REGULAR,substitution,in,[],203507,,,1610612749,36,39,2022-12-01T01:28:37Z,2640000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M01.00S,2022-12-01T01:29:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201950,69.07030223390277,31.61764705882353,1610612749,36,42,2022-12-01T01:29:23Z,2650000,False,-92.0,238.0,1,right,J. Holiday 25' 3PT step back (12 PTS) (G. Antetokounmpo 4 AST),"[201950, 203507]",1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.53,Made,,,,,,,12.0,,,,,,,G. Antetokounmpo,203507.0,4.0,,
285,PT01M38.00S,2022-12-01T01:29:29.4Z,2,REGULAR,3pt,Jump Shot,[],1629628,32.013797634691194,42.15686274509804,1610612752,39,42,2022-12-01T01:29:34Z,2660000,False,39.0,248.0,1,left,R. Barrett 25' 3PT  (13 PTS) (J. Brunson 2 AST),"[1629628, 1628973]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.15,Made,,,,,,,13.0,,,,,,,J. Brunson,1628973.0,2.0,,
287,PT01M25.00S,2022-12-01T01:29:42.5Z,2,REGULAR,2pt,Jump Shot,[],203507,90.48948751642575,67.15686274509804,1610612749,39,42,2022-12-01T01:29:50Z,2680000,False,86.0,37.0,1,right,MISS G. Antetokounmpo 9' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,9.34,Missed,,,,,,,,,,,,,,,,,,
288,PT01M23.00S,2022-12-01T01:29:44.5Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,39,42,2022-12-01T01:29:50Z,2690000,False,,,0,,M. Robinson REBOUND (Off:3 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,,,287.0,8.0,5.0,3.0,,,,,,,,,,,,
289,PT01M11.00S,2022-12-01T01:29:56.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,11.645860709592641,36.76470588235294,1610612752,41,42,2022-12-01T01:29:59Z,2700000,False,66.0,57.0,1,left,R. Barrett 8' turnaround Hook (15 PTS),[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,8.74,Made,,,,,,,15.0,,,,,,,,,,,
290,PT00M56.00S,2022-12-01T01:30:12.6Z,2,REGULAR,2pt,Jump Shot,[],203507,77.7431011826544,61.274509803921575,1610612749,41,42,2022-12-01T01:31:29Z,2710000,False,56.0,157.0,1,right,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,16.65,Missed,,,,,,,,,,,,,,,,,,
291,PT00M53.80S,2022-12-01T01:30:14.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,41,42,2022-12-01T01:30:18Z,2720000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,,,
292,PT00M52.00S,2022-12-01T01:30:16.7Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612752,41,42,2022-12-01T01:32:44Z,2730000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201950]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,Holiday,201950.0
293,PT00M52.00S,2022-12-01T01:30:16.7Z,2,REGULAR,steal,,[],201950,,,1610612749,41,42,2022-12-01T01:32:44Z,2740000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
294,PT00M48.40S,2022-12-01T01:30:20.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,79.05716162943496,89.2156862745098,1610612749,41,42,2022-12-01T01:30:26Z,2750000,False,196.0,144.0,1,right,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,24.35,Missed,,,,,,,,,,,,,,,,,,
295,PT00M45.70S,2022-12-01T01:30:23.4Z,2,REGULAR,rebound,offensive,[],201950,,,1610612749,41,42,2022-12-01T01:30:23Z,2760000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,294.0,3.0,2.0,1.0,,,,,,,,,,,,
297,PT00M45.70S,2022-12-01T01:30:24.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,93.51182654402102,47.30392156862745,1610612749,41,44,2022-12-01T01:30:28Z,2770000,False,-13.0,8.0,1,right,G. Antetokounmpo DUNK (11 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,11.0,,,,,,,J. Holiday,201950.0,3.0,,
299,PT00M36.40S,2022-12-01T01:30:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.645860709592641,39.46078431372549,1610612752,41,44,2022-12-01T01:30:45Z,2790000,False,53.0,57.0,1,left,MISS J. Brunson 7' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,,,,,,,,,,,,,,,,,
300,PT00M33.70S,2022-12-01T01:30:42.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,41,44,2022-12-01T01:30:42Z,2800000,False,,,0,,M. Robinson REBOUND (Off:4 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,299.0,9.0,5.0,4.0,,,,,,,,,,,,
301,PT00M33.70S,2022-12-01T01:30:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,41,44,2022-12-01T01:30:42Z,2810000,False,0.0,0.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
302,PT00M33.70S,2022-12-01T01:30:42.9Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,41,44,2022-12-01T01:30:42Z,2820000,False,,,0,,M. Robinson REBOUND (Off:5 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,301.0,10.0,5.0,5.0,,,,,,,,,,,,
303,PT00M33.70S,2022-12-01T01:30:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,7.046649145860711,50.245098039215684,1610612752,43,44,2022-12-01T01:33:39Z,2830000,False,-1.0,14.0,1,left,M. Robinson putback Layup (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,4.0,,,,,,,,,,,
304,PT00M29.30S,2022-12-01T01:30:53.5Z,2,REGULAR,3pt,Jump Shot,[],203507,75.3777923784494,13.725490196078432,1610612749,43,47,2022-12-01T01:33:48Z,2840000,False,-181.0,179.0,1,right,G. Antetokounmpo 25' 3PT pullup (14 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,25.48,Made,,,,,,,14.0,,,,,,,,,,,
305,PT00M08.80S,2022-12-01T01:31:17.5Z,2,REGULAR,foul,personal,[],203507,,,1610612752,43,47,2022-12-01T01:31:28Z,2850000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 203944]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1662.0,1.0,0.0,Randle,203944.0,,,,,,
307,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612752,43,47,2022-12-01T01:31:42Z,2870000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,out,[],201950,,,1610612752,43,47,2022-12-01T01:31:42Z,2880000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612752,43,47,2022-12-01T01:31:42Z,2890000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,in,[],1628975,,,1610612752,43,47,2022-12-01T01:31:42Z,2900000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612752,43,47,2022-12-01T01:31:42Z,2910000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M08.80S,2022-12-01T01:31:17.6Z,2,REGULAR,substitution,in,[],202083,,,1610612752,43,47,2022-12-01T01:31:42Z,2920000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M03.50S,2022-12-01T01:31:56.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.1268068331143235,50.49019607843137,1610612752,45,47,2022-12-01T01:32:01Z,2930000,False,-2.0,5.0,1,left,M. Robinson alley-oop DUNK (6 PTS) (J. Brunson 3 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,6.0,,,,,,,J. Brunson,1628973.0,3.0,,
315,PT00M00.10S,2022-12-01T01:32:05.3Z,2,REGULAR,3pt,Jump Shot,[],203507,69.20170827858082,34.068627450980394,1610612749,45,47,2022-12-01T01:34:20Z,2950000,False,-80.0,237.0,1,right,MISS G. Antetokounmpo 25' running 3PT,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
316,PT00M00.10S,2022-12-01T01:32:05.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,45,47,2022-12-01T01:32:12Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,315.0,,,,,,,,,,,,,,,
317,PT00M00.00S,2022-12-01T01:32:08.1Z,2,REGULAR,period,end,[],0,,,1610612749,45,47,2022-12-01T01:32:08Z,2970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-12-01T01:47:11.4Z,3,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,45,47,2022-12-01T01:47:35Z,2980000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-12-01T01:47:11.4Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612749,45,47,2022-12-01T01:47:35Z,2990000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-12-01T01:47:36.1Z,3,REGULAR,period,start,[],0,,,1610612749,45,47,2022-12-01T01:47:36Z,3000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M45.00S,2022-12-01T01:47:50.3Z,3,REGULAR,3pt,Jump Shot,[],201572,18.347568988173457,4.901960784313726,1610612749,45,47,2022-12-01T01:48:00Z,3010000,False,225.0,120.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
322,PT11M43.00S,2022-12-01T01:47:52.3Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,45,47,2022-12-01T01:48:00Z,3020000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,321.0,3.0,3.0,0.0,,,,,,,,,,,,
323,PT11M30.00S,2022-12-01T01:48:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.38042049934296,41.66666666666667,1610612752,45,47,2022-12-01T01:48:15Z,3030000,False,-42.0,10.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 203507]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,4.28,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
324,PT11M30.00S,2022-12-01T01:48:07.6Z,3,REGULAR,block,,[],203507,,,1610612752,45,47,2022-12-01T01:48:11Z,3040000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT11M28.00S,2022-12-01T01:48:09.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,45,47,2022-12-01T01:48:15Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,323.0,,,,,,,,,,,,,,,
327,PT11M21.00S,2022-12-01T01:48:31.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629656,86.02168199737189,27.205882352941174,1610612752,47,47,2022-12-01T01:48:35Z,3070000,False,-114.0,79.0,1,right,Q. Grimes 13' Jump Shot (5 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,13.86,Made,,,,,,,5.0,,,,,,,,,,,
329,PT11M05.00S,2022-12-01T01:48:48.2Z,3,REGULAR,3pt,Jump Shot,[],1628960,24.917871222076215,84.31372549019608,1610612749,47,47,2022-12-01T01:48:54Z,3090000,False,-172.0,182.0,1,left,MISS G. Allen 24' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
330,PT11M03.00S,2022-12-01T01:48:50.2Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,47,47,2022-12-01T01:48:54Z,3100000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,329.0,9.0,7.0,2.0,,,,,,,,,,,,
331,PT11M01.00S,2022-12-01T01:48:51.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,6.258212877792378,50.73529411764706,1610612749,47,49,2022-12-01T01:53:02Z,3110000,False,-4.0,6.0,1,left,G. Antetokounmpo putback DUNK (16 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,16.0,,,,,,,,,,,
