actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M51.00S,2022-12-03T17:43:10.4Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,2,3,2022-12-03T17:43:12Z,180000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M31.00S,2022-12-03T17:43:47.2Z,1,REGULAR,3pt,Jump Shot,[],203944,95.74572930354796,95.83333333333334,1610612752,5,3,2022-12-03T17:43:50Z,200000,False,229.0,-13.0,1,right,J. Randle 3PT  (5 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,Made,,,,,22.95,5.0,R. Barrett,1629628.0,1.0,,,,,
22,PT10M16.00S,2022-12-03T17:44:14.3Z,1,REGULAR,foul,personal,[],1629656,,,1610612742,5,3,2022-12-03T17:44:27Z,220000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 203939]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,1626301.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,
24,PT10M07.00S,2022-12-03T17:44:39.1Z,1,REGULAR,2pt,Jump Shot,[],203501,23.47240473061761,53.92156862745098,1610612742,5,3,2022-12-03T17:44:43Z,240000,False,-20.0,168.0,1,left,MISS T. Hardaway Jr. 16' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,16.92,,,,,,,,,
25,PT10M04.00S,2022-12-03T17:44:42.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,5,3,2022-12-03T17:44:43Z,250000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M57.00S,2022-12-03T17:44:49.3Z,1,REGULAR,2pt,Jump Shot,[],203944,80.89684625492772,27.450980392156865,1610612752,7,3,2022-12-03T17:44:52Z,260000,False,-113.0,127.0,1,right,J. Randle 16' pullup Jump Shot (7 PTS) (R. Barrett 2 AST),"[203944, 1629628]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,,,,16.99,7.0,R. Barrett,1629628.0,2.0,,,,,
28,PT09M39.00S,2022-12-03T17:45:07.2Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,7,3,2022-12-03T17:45:09Z,280000,False,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1629628]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Barrett,1629628.0,,
29,PT09M39.00S,2022-12-03T17:45:07.2Z,1,REGULAR,steal,,[],1629628,,,1610612752,7,3,2022-12-03T17:45:08Z,290000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M31.00S,2022-12-03T17:45:18.4Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612752,7,3,2022-12-03T17:45:25Z,300000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Barrett 2 FT),"[203915, 1629628]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
32,PT09M31.00S,2022-12-03T17:45:38.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,8,3,2022-12-03T17:45:38Z,320000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,
33,PT09M31.00S,2022-12-03T17:45:52.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,9,3,2022-12-03T17:45:52Z,330000,False,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,
34,PT09M18.00S,2022-12-03T17:46:08.0Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612742,9,3,2022-12-03T17:46:21Z,340000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Powell 2 FT),"[1629628, 203939]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,
36,PT09M18.00S,2022-12-03T17:46:38.2Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,9,4,2022-12-03T17:46:38Z,360000,False,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,
37,PT09M18.00S,2022-12-03T17:46:56.0Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,9,5,2022-12-03T17:46:56Z,370000,False,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,
38,PT09M09.00S,2022-12-03T17:47:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.20433639947439,65.68627450980392,1610612752,11,5,2022-12-03T17:47:09Z,380000,False,78.0,68.0,1,right,J. Brunson 10' turnaround fadeaway Jump Shot (2 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,,,,10.37,2.0,,,,,,,,
39,PT08M57.00S,2022-12-03T17:47:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.12023653088042,41.42156862745098,1610612742,11,5,2022-12-03T17:47:22Z,390000,False,43.0,52.0,1,left,MISS L. Doncic 6' driving floating Shot - blocked,"[1629029, 1629011]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.74,,,,,,,,Robinson,1629011.0
40,PT08M57.00S,2022-12-03T17:47:18.3Z,1,REGULAR,block,,[],1629011,,,1610612742,11,5,2022-12-03T17:47:21Z,400000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2022-12-03T17:47:21.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,11,5,2022-12-03T17:47:22Z,410000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,
42,PT08M49.00S,2022-12-03T17:47:27.7Z,1,REGULAR,turnover,traveling,[],1629656,,,1610612752,11,5,2022-12-03T17:47:32Z,420000,False,,,0,,Q. Grimes traveling TURNOVER (1 TO),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,200833.0,,,,,,,,,,,,,,,1.0,,,,
43,PT08M37.00S,2022-12-03T17:47:46.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,11.908672798948752,6.127450980392156,1610612742,11,5,2022-12-03T17:47:51Z,430000,False,219.0,59.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.73,,,,,,,,,
44,PT08M35.00S,2022-12-03T17:47:48.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,11,5,2022-12-03T17:47:51Z,440000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT08M31.00S,2022-12-03T17:47:53.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,78.66294349540078,9.313725490196079,1610612752,14,5,2022-12-03T17:48:25Z,450000,False,-203.0,148.0,1,right,Q. Grimes 25' 3PT running (3 PTS) (R. Barrett 3 AST),"[1629656, 1629628]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,25.16,3.0,R. Barrett,1629628.0,3.0,,,,,
47,PT08M29.00S,2022-12-03T17:47:59.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612742,14,5,2022-12-03T17:47:59Z,470000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M14.00S,2022-12-03T17:51:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.383048620236531,53.67647058823529,1610612742,14,5,2022-12-03T17:51:22Z,480000,False,-18.0,55.0,1,left,MISS L. Doncic floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.75,,,,,,,,,
49,PT08M12.00S,2022-12-03T17:51:18.6Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,14,5,2022-12-03T17:51:22Z,490000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,
50,PT08M06.00S,2022-12-03T17:51:24.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,13.61695137976347,3.431372549019608,1610612742,14,5,2022-12-03T17:51:29Z,500000,False,233.0,75.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,24.47,,,,,,,,,
51,PT08M03.00S,2022-12-03T17:51:27.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,14,5,2022-12-03T17:51:29Z,510000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,
52,PT07M46.00S,2022-12-03T17:51:44.5Z,1,REGULAR,2pt,Jump Shot,[],203944,74.32654402102497,48.28431372549019,1610612752,14,5,2022-12-03T17:53:10Z,520000,False,-9.0,189.0,1,right,MISS J. Randle 18' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,18.9,,,,,,,,,
53,PT07M43.00S,2022-12-03T17:51:47.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,14,5,2022-12-03T17:52:20Z,530000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Center,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M36.00S,2022-12-03T17:51:53.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,24.392247043363994,83.82352941176471,1610612742,14,8,2022-12-03T17:53:16Z,540000,False,-169.0,177.0,1,left,S. Dinwiddie 24' 3PT running pullup (3 PTS),[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,24.46,3.0,,,,,,,,
55,PT07M14.00S,2022-12-03T17:52:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,81.02825229960578,91.66666666666666,1610612752,14,8,2022-12-03T17:52:22Z,550000,False,208.0,126.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,24.33,,,,,,,,,
56,PT07M12.00S,2022-12-03T17:52:18.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,14,8,2022-12-03T17:52:22Z,560000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
57,PT07M01.00S,2022-12-03T17:52:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,12.959921156373195,45.83333333333333,1610612742,14,8,2022-12-03T17:52:35Z,570000,False,21.0,69.0,1,left,MISS S. Dinwiddie 7' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.24,,,,,,,,,
58,PT07M01.00S,2022-12-03T17:52:29.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,14,8,2022-12-03T17:52:35Z,580000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,57.0,,,,,,,,,,,,,
60,PT06M44.00S,2022-12-03T17:52:52.8Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,14,8,2022-12-03T17:52:56Z,600000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,,1.0,,,,
61,PT06M31.00S,2022-12-03T17:53:09.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,29.911300919842315,26.47058823529412,1610612742,14,8,2022-12-03T17:53:13Z,610000,False,118.0,229.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.72,,,,,,,,,
62,PT06M30.00S,2022-12-03T17:53:10.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,14,8,2022-12-03T17:53:13Z,620000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
63,PT06M18.00S,2022-12-03T17:53:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.64323258869908,51.470588235294116,1610612752,16,8,2022-12-03T17:53:27Z,630000,False,7.0,7.0,1,right,R. Barrett driving Layup (4 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.04,4.0,,,,,,,,
64,PT06M06.00S,2022-12-03T17:53:36.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.14520367936925,40.44117647058824,1610612742,16,8,2022-12-03T17:55:41Z,640000,False,48.0,250.0,1,left,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.42,,,,,,,,,
65,PT06M04.00S,2022-12-03T17:53:38.2Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,16,8,2022-12-03T17:53:59Z,650000,False,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,64.0,2.0,0.0,2.0,,,,,,,,,,
66,PT06M01.00S,2022-12-03T17:53:48.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,8.886333771353483,94.85294117647058,1610612742,16,11,2022-12-03T17:54:24Z,660000,False,-224.0,31.0,1,left,T. Hardaway Jr. 3PT  (6 PTS) (S. Dinwiddie 1 AST),"[203501, 203915]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,Made,,,,,22.64,6.0,S. Dinwiddie,203915.0,1.0,,,,,
68,PT05M37.00S,2022-12-03T17:54:04.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,94.56307490144546,25.0,1610612752,16,11,2022-12-03T17:54:36Z,680000,False,-125.0,-1.0,1,right,MISS J. Brunson 12' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,12.5,,,,,,,,,
69,PT05M35.00S,2022-12-03T17:54:06.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,16,11,2022-12-03T17:54:10Z,690000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,
70,PT05M32.00S,2022-12-03T17:54:11.1Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612742,16,11,2022-12-03T17:54:18Z,700000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Doncic 2 FT),"[203944, 1629029]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
73,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612742,16,11,2022-12-03T17:54:50Z,715000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,16,11,2022-12-03T17:54:50Z,717500,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,out,[],203939,,,1610612742,16,11,2022-12-03T17:54:50Z,718750,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,in,[],201565,,,1610612742,16,11,2022-12-03T17:54:50Z,719375,False,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612742,16,11,2022-12-03T17:54:50Z,719687,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,16,11,2022-12-03T17:54:50Z,719843,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,out,[],203915,,,1610612742,16,11,2022-12-03T17:55:11Z,719921,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2022-12-03T17:54:25.2Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,16,11,2022-12-03T17:55:11Z,719960,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2022-12-03T17:54:39.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,16,12,2022-12-03T17:54:39Z,720000,False,,,0,,L. Doncic Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,
79,PT05M32.00S,2022-12-03T17:55:04.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,16,13,2022-12-03T17:55:04Z,730000,False,,,0,,L. Doncic Free Throw 2 of 2 (2 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,
82,PT05M15.00S,2022-12-03T17:55:28.8Z,1,REGULAR,foul,offensive,[],1629011,,,1610612752,16,13,2022-12-03T17:55:36Z,740000,False,,,0,,M. Robinson offensive FOUL (1 PF),"[1629011, 1630182]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Right Center,200833.0,1.0,0.0,Green,1630182.0,,,,,,,,,,,,,,,
84,PT05M15.00S,2022-12-03T17:55:28.8Z,1,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,16,13,2022-12-03T17:55:28Z,760000,False,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Right Center,200833.0,,,,,,,,,,,,,,,1.0,,,,
85,PT05M03.00S,2022-12-03T17:55:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,5.863994743758213,4.6568627450980395,1610612742,16,13,2022-12-03T17:55:53Z,770000,False,227.0,3.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.67,,,,,,,,,
