shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
09:52,26,PT09M52.00S,2022-12-11T23:18:09.3Z,1,REGULAR,turnover,traveling,[],1629011,,,1610612752,2,3,2022-12-11T23:18:13Z,260000,False,,,0,,M. Robinson traveling TURNOVER (1 TO),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,1.0,,,,,,,,,,,,
09:41,27,PT09M41.00S,2022-12-11T23:18:25.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631099,20.844283837056505,50.0,1610612758,2,3,2022-12-11T23:18:33Z,270000,False,0.0,143.0,1,left,MISS K. Murray 14' pullup bank Shot,[1631099],13,1610612758.0,SAC,pullup bank,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
09:38,28,PT09M38.00S,2022-12-11T23:18:28.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,3,2022-12-11T23:18:33Z,280000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
09:33,29,PT09M33.00S,2022-12-11T23:18:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.67214191852825,49.01960784313725,1610612752,4,3,2022-12-11T23:20:58Z,290000,False,-5.0,26.0,1,right,J. Randle driving Layup (2 PTS),[203944],30,1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,2.0,,,,,,,,,,,
09:09,30,PT09M09.00S,2022-12-11T23:18:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.652431011826544,46.32352941176471,1610612758,4,5,2022-12-11T23:19:02Z,300000,False,18.0,10.0,1,left,D. Mitchell driving finger roll Layup (2 PTS),[1630558],15,1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,2.0,,,,,,,,,,,
08:56,31,PT08M56.00S,2022-12-11T23:19:09.3Z,1,REGULAR,3pt,Jump Shot,[],203944,74.85216819973719,14.705882352941178,1610612752,4,5,2022-12-11T23:19:14Z,310000,False,-176.0,184.0,1,right,MISS J. Randle 25' 3PT,[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
08:54,32,PT08M54.00S,2022-12-11T23:19:11.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,5,2022-12-11T23:19:14Z,320000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,31.0,4.0,3.0,1.0,,,,,,,,,,,,,,
08:44,33,PT08M44.00S,2022-12-11T23:19:21.6Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612758,4,5,2022-12-11T23:19:25Z,330000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1629628]",15,1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Barrett,1629628.0,,,,,,
08:44,34,PT08M44.00S,2022-12-11T23:19:21.6Z,1,REGULAR,steal,,[],1629628,,,1610612752,4,5,2022-12-11T23:19:24Z,340000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:35,35,PT08M35.00S,2022-12-11T23:19:30.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,78.79434954007884,69.6078431372549,1610612752,6,5,2022-12-11T23:19:33Z,350000,False,98.0,147.0,1,right,J. Brunson 17' pullup Jump Shot (2 PTS),[1628973],11,1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,17.65,Made,,,,,,,2.0,,,,,,,,,,,
08:20,36,PT08M20.00S,2022-12-11T23:19:46.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.469776609724048,50.0,1610612758,6,7,2022-12-11T23:19:49Z,360000,False,0.0,-1.0,1,left,D. Sabonis driving DUNK (2 PTS) (H. Barnes 1 AST),"[1627734, 203084]",10,1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,2.0,H. Barnes,203084.0,1.0,,,,,,,,
08:01,38,PT08M01.00S,2022-12-11T23:20:04.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,83.13074901445466,94.85294117647058,1610612752,6,7,2022-12-11T23:20:10Z,380000,False,224.0,106.0,1,right,MISS J. Brunson 24' 3PT,[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
07:58,39,PT07M58.00S,2022-12-11T23:20:07.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,6,7,2022-12-11T23:20:10Z,390000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,38.0,5.0,4.0,1.0,,,,,,,,,,,,,,
07:53,40,PT07M53.00S,2022-12-11T23:20:12.5Z,1,REGULAR,3pt,Jump Shot,[],203084,32.276609724047304,53.92156862745098,1610612758,6,7,2022-12-11T23:20:17Z,400000,False,-20.0,251.0,1,left,MISS H. Barnes 25' 3PT,[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
07:51,41,PT07M51.00S,2022-12-11T23:20:14.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,6,7,2022-12-11T23:20:17Z,410000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,40.0,3.0,2.0,1.0,,,,,,,,,,,,,,
07:43,42,PT07M43.00S,2022-12-11T23:20:25.7Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612752,6,7,2022-12-11T23:20:39Z,420000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Randle 2 FT),"[1630558, 203944]",15,1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Randle,203944.0,,
07:43,44,PT07M43.00S,2022-12-11T23:20:50.7Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,7,7,2022-12-11T23:20:50Z,440000,False,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
07:43,45,PT07M43.00S,2022-12-11T23:21:07.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,8,7,2022-12-11T23:21:07Z,450000,False,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
07:29,47,PT07M29.00S,2022-12-11T23:21:29.0Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612758,8,7,2022-12-11T23:21:38Z,470000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Barnes 2 FT),"[203944, 203084]",30,1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Barnes,203084.0,,
07:29,49,PT07M29.00S,2022-12-11T23:21:50.9Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,8,8,2022-12-11T23:21:50Z,490000,False,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
07:29,50,PT07M29.00S,2022-12-11T23:22:14.3Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,8,9,2022-12-11T23:22:14Z,500000,False,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
07:19,51,PT07M19.00S,2022-12-11T23:22:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612752,8,9,2022-12-11T23:22:31Z,510000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630558, 1628973]",15,1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,2.0,0.0,Brunson,1628973.0,,
07:19,54,PT07M19.00S,2022-12-11T23:22:38.2Z,1,REGULAR,substitution,out,[],1630558,,,1610612752,8,9,2022-12-11T23:22:54Z,525000,False,,,0,,SUB out: D. Mitchell,[1630558],15,1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
07:19,55,PT07M19.00S,2022-12-11T23:22:38.2Z,1,REGULAR,substitution,in,[],203521,,,1610612752,8,9,2022-12-11T23:22:54Z,527500,False,,,0,,SUB in: M. Dellavedova,[203521],8,1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
07:19,53,PT07M19.00S,2022-12-11T23:22:50.1Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,9,9,2022-12-11T23:22:50Z,530000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
07:19,56,PT07M19.00S,2022-12-11T23:23:12.6Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,10,9,2022-12-11T23:23:12Z,540000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
07:01,57,PT07M01.00S,2022-12-11T23:23:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.882391590013142,34.55882352941176,1610612758,10,9,2022-12-11T23:26:31Z,550000,False,77.0,247.0,1,left,MISS K. Huerter 25' 3PT,[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
06:59,58,PT06M59.00S,2022-12-11T23:23:35.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,10,9,2022-12-11T23:26:31Z,560000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
06:47,59,PT06M47.00S,2022-12-11T23:23:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,89.96386333771353,1.715686274509804,1610612752,10,9,2022-12-11T23:23:51Z,570000,False,-241.0,42.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
06:44,60,PT06M44.00S,2022-12-11T23:23:49.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,10,9,2022-12-11T23:23:51Z,580000,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,59.0,4.0,2.0,2.0,,,,,,,,,,,,,,
06:44,61,PT06M44.00S,2022-12-11T23:23:50.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,94.03745072273325,49.50980392156863,1610612752,12,9,2022-12-11T23:23:56Z,590000,False,-2.0,4.0,1,right,M. Robinson putback DUNK (4 PTS),[1629011],23,1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,4.0,,,,,,,,,,,
06:33,62,PT06M33.00S,2022-12-11T23:24:00.1Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612758,12,9,2022-12-11T23:28:53Z,600000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1628973]",9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Brunson,1628973.0,,,,,,
06:33,63,PT06M33.00S,2022-12-11T23:24:00.1Z,1,REGULAR,steal,,[],1628973,,,1610612752,12,9,2022-12-11T23:24:01Z,610000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:31,64,PT06M31.00S,2022-12-11T23:24:06.4Z,1,REGULAR,foul,personal,['2freethrow'],203521,,,1610612752,12,9,2022-12-11T23:24:19Z,620000,False,,,0,,M. Dellavedova shooting personal FOUL (1 PF) (Barrett 2 FT),"[203521, 1629628]",8,1610612758.0,SAC,shooting,,,Dellavedova,M. Dellavedova,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,,,,,,,,1.0,0.0,Barrett,1629628.0,,
06:31,66,PT06M31.00S,2022-12-11T23:24:27.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612752,13,9,2022-12-11T23:24:27Z,640000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
06:31,67,PT06M31.00S,2022-12-11T23:24:38.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612752,14,9,2022-12-11T23:24:38Z,650000,False,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
06:19,68,PT06M19.00S,2022-12-11T23:24:57.1Z,1,REGULAR,foul,personal,[],1629011,,,1610612758,14,9,2022-12-11T23:25:06Z,660000,False,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 1627734]",23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,2005.0,,,,,,,,1.0,0.0,Sabonis,1627734.0,,
06:13,70,PT06M13.00S,2022-12-11T23:25:19.9Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612758,14,9,2022-12-11T23:25:28Z,680000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1629011, 1627734]",23,1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,,,,2.0,0.0,Sabonis,1627734.0,,
06:13,72,PT06M13.00S,2022-12-11T23:25:19.9Z,1,REGULAR,substitution,out,[],1629011,,,1610612758,14,9,2022-12-11T23:25:56Z,700000,False,,,0,,SUB out: M. Robinson,[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
06:13,73,PT06M13.00S,2022-12-11T23:25:19.9Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,14,9,2022-12-11T23:25:56Z,710000,False,,,0,,SUB out: K. Murray,[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
06:13,74,PT06M13.00S,2022-12-11T23:25:19.9Z,1,REGULAR,substitution,in,[],1628392,,,1610612758,14,9,2022-12-11T23:25:56Z,720000,False,,,0,,SUB in: I. Hartenstein,[1628392],55,1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
06:13,75,PT06M13.00S,2022-12-11T23:25:19.9Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,14,9,2022-12-11T23:25:56Z,730000,False,,,0,,SUB in: M. Monk,[1628370],0,1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
06:13,76,PT06M13.00S,2022-12-11T23:26:18.4Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,14,9,2022-12-11T23:26:24Z,740000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
06:13,78,PT06M13.00S,2022-12-11T23:26:18.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,14,9,2022-12-11T23:26:24Z,745000,False,,,0,,TEAM offensive REBOUND,[],,1610612758.0,SAC,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
06:13,77,PT06M13.00S,2022-12-11T23:26:18.4Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,14,10,2022-12-11T23:26:24Z,750000,False,,,0,,D. Sabonis Free Throw 2 of 2 (3 PTS),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
06:03,79,PT06M03.00S,2022-12-11T23:26:31.1Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,14,10,2022-12-11T23:26:35Z,760000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],11,1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
05:52,80,PT05M52.00S,2022-12-11T23:26:47.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627734,15.719448094612352,45.34313725490196,1610612758,14,12,2022-12-11T23:26:51Z,770000,False,23.0,95.0,1,left,D. Sabonis 9' floating Jump Shot (5 PTS) (M. Dellavedova 1 AST),"[1627734, 203521]",10,1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,9.81,Made,,,,,,,5.0,M. Dellavedova,203521.0,1.0,,,,,,,,
