actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
337,PT10M45.00S,2023-02-01T01:49:38.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,53,55,2023-02-01T01:49:47Z,3260000,False,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,336.0,5.0,5.0,0.0,,,,,,,,,,
338,PT10M44.00S,2023-02-01T01:49:43.8Z,3,REGULAR,turnover,traveling,[],203076,,,1610612747,53,55,2023-02-01T01:49:49Z,3270000,False,,,0,,A. Davis traveling TURNOVER (3 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,,3.0,,,,,,
339,PT10M29.00S,2023-02-01T01:50:14.7Z,3,REGULAR,foul,personal,['2freethrow'],2544,,,1610612752,53,55,2023-02-01T01:50:21Z,3280000,False,,,0,,L. James shooting personal FOUL (1 PF) (Barrett 2 FT),"[2544, 1629628]",1610612747.0,LAL,shooting,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,,,,Barrett,1629628.0,,
341,PT10M29.00S,2023-02-01T01:50:38.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,54,55,2023-02-01T01:50:38Z,3300000,False,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
342,PT10M29.00S,2023-02-01T01:50:55.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,55,55,2023-02-01T01:50:55Z,3310000,False,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
343,PT10M18.00S,2023-02-01T01:51:11.4Z,3,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612747,55,55,2023-02-01T01:51:16Z,3320000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (Davis 2 FT),"[1630579, 203076]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,2.0,0.0,,,,Davis,203076.0,,
345,PT10M18.00S,2023-02-01T01:51:40.6Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,55,56,2023-02-01T01:51:40Z,3340000,False,,,0,,A. Davis Free Throw 1 of 2 (12 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
346,PT10M18.00S,2023-02-01T01:51:58.8Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,55,57,2023-02-01T01:51:58Z,3350000,False,,,0,,A. Davis Free Throw 2 of 2 (13 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
347,PT10M04.00S,2023-02-01T01:52:17.0Z,3,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612752,55,57,2023-02-01T01:52:24Z,3360000,False,,,0,,R. Hachimura shooting personal FOUL (2 PF) (Randle 2 FT),"[1629060, 203944]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,2.0,0.0,,,,Randle,203944.0,,
349,PT10M04.00S,2023-02-01T01:52:46.4Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,56,57,2023-02-01T01:52:46Z,3380000,False,,,0,,J. Randle Free Throw 1 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
350,PT10M04.00S,2023-02-01T01:53:02.8Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,57,57,2023-02-01T01:53:02Z,3390000,False,,,0,,J. Randle Free Throw 2 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
351,PT09M55.00S,2023-02-01T01:53:13.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,5.995400788436268,61.51960784313726,1610612747,57,57,2023-02-01T01:53:22Z,3400000,False,-58.0,4.0,1,left,MISS A. Davis turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
352,PT09M53.00S,2023-02-01T01:53:15.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,57,57,2023-02-01T01:53:22Z,3410000,False,,,0,,J. Randle REBOUND (Off:2 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,351.0,9.0,7.0,2.0,,,,,,,,,,
353,PT09M32.00S,2023-02-01T01:53:36.7Z,3,REGULAR,3pt,Jump Shot,[],203944,69.99014454664915,27.450980392156865,1610612752,60,57,2023-02-01T01:53:41Z,3420000,False,-113.0,230.0,1,right,J. Randle 25' 3PT step back (12 PTS) (J. Sims 1 AST),"[203944, 1630579]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.58,Made,12.0,J. Sims,1630579.0,1.0,,,,,,,,,,,,,,
355,PT09M13.00S,2023-02-01T01:53:59.9Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612747,60,57,2023-02-01T01:54:05Z,3440000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (James 2 FT),"[203944, 2544]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,James,2544.0,,
357,PT09M13.00S,2023-02-01T01:54:23.6Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,60,58,2023-02-01T01:54:23Z,3460000,False,,,0,,L. James Free Throw 1 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
358,PT09M13.00S,2023-02-01T01:54:41.3Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,60,59,2023-02-01T01:54:41Z,3470000,False,,,0,,L. James Free Throw 2 of 2 (11 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
359,PT09M08.00S,2023-02-01T01:54:47.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629656,94.30026281208936,48.03921568627451,1610612752,62,59,2023-02-01T01:54:52Z,3480000,False,-10.0,1.0,1,right,Q. Grimes driving DUNK (6 PTS) (J. Brunson 2 AST),"[1629656, 1628973]",1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.99,Made,6.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
361,PT08M48.00S,2023-02-01T01:55:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,48.03921568627451,1610612747,62,61,2023-02-01T01:55:12Z,3500000,False,10.0,5.0,1,left,D. Schroder driving finger roll Layup (7 PTS) (L. James 6 AST),"[203471, 2544]",1610612747.0,LAL,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.1,Made,7.0,L. James,2544.0,6.0,,,,,,,,,,,,,,
363,PT08M31.00S,2023-02-01T01:55:23.7Z,3,REGULAR,3pt,Jump Shot,[],203944,70.64717477003943,23.52941176470588,1610612752,62,61,2023-02-01T01:55:30Z,3520000,False,-132.0,223.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
364,PT08M29.00S,2023-02-01T01:55:25.7Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,62,61,2023-02-01T01:55:30Z,3530000,False,,,0,,A. Davis REBOUND (Off:0 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,363.0,6.0,6.0,0.0,,,,,,,,,,
365,PT08M12.00S,2023-02-01T01:55:43.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,50.245098039215684,1610612747,62,61,2023-02-01T01:55:51Z,3540000,False,-1.0,5.0,1,left,MISS D. Schroder driving finger roll Layup,[203471],1610612747.0,LAL,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,,,,,,,
366,PT08M10.00S,2023-02-01T01:55:45.3Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,62,61,2023-02-01T01:55:51Z,3550000,False,,,0,,A. Davis REBOUND (Off:1 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,365.0,7.0,6.0,1.0,,,,,,,,,,
367,PT08M09.00S,2023-02-01T01:55:46.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.732588699080158,50.49019607843137,1610612747,62,63,2023-02-01T01:56:42Z,3560000,False,-2.0,1.0,1,left,A. Davis putback Layup (15 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.29,Made,15.0,,,,,,,,,,,,,,,,,
368,PT07M52.00S,2023-02-01T01:56:03.3Z,3,REGULAR,2pt,Jump Shot,[],1628973,91.67214191852825,71.07843137254902,1610612752,64,63,2023-02-01T01:56:08Z,3570000,False,105.0,26.0,1,right,J. Brunson 10' step back Jump Shot (18 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,10.85,Made,18.0,,,,,,,,,,,,,,,,,
369,PT07M35.00S,2023-02-01T01:56:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,5.469776609724048,51.71568627450981,1610612747,64,65,2023-02-01T01:56:27Z,3580000,False,-9.0,-1.0,1,left,R. Hachimura cutting Layup (17 PTS) (D. Schroder 2 AST),"[1629060, 203471]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.87,Made,17.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,
371,PT07M20.00S,2023-02-01T01:56:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.51182654402102,59.068627450980394,1610612752,66,65,2023-02-01T01:57:58Z,3600000,False,45.0,8.0,1,right,J. Brunson floating Jump Shot (20 PTS),[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,20.0,,,,,,,,,,,,,,,,,
372,PT07M00.00S,2023-02-01T01:57:00.4Z,3,REGULAR,foul,personal,[],1630579,,,1610612747,66,65,2023-02-01T01:57:06Z,3610000,False,,,0,,J. Sims personal FOUL (3 PF),"[1630579, 203076]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,3.0,0.0,,,,Davis,203076.0,,
374,PT07M00.00S,2023-02-01T01:57:00.5Z,3,REGULAR,substitution,out,[],1628972,,,1610612747,66,65,2023-02-01T01:57:25Z,3630000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M00.00S,2023-02-01T01:57:00.5Z,3,REGULAR,substitution,in,[],201566,,,1610612747,66,65,2023-02-01T01:57:25Z,3640000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M56.00S,2023-02-01T01:57:26.5Z,3,REGULAR,3pt,Jump Shot,[],2544,29.6484888304862,28.186274509803923,1610612747,66,68,2023-02-01T01:57:31Z,3650000,False,109.0,226.0,1,left,L. James 25' 3PT  (14 PTS) (D. Schroder 3 AST),"[2544, 203471]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,25.11,Made,14.0,D. Schroder,203471.0,3.0,,,,,,,,,,,,,,
378,PT06M36.00S,2023-02-01T01:57:45.5Z,3,REGULAR,3pt,Jump Shot,[],203944,78.26872536136662,8.57843137254902,1610612752,66,68,2023-02-01T01:57:49Z,3670000,False,-207.0,152.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
379,PT06M35.00S,2023-02-01T01:57:46.5Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,66,68,2023-02-01T01:57:50Z,3680000,False,,,0,,A. Davis REBOUND (Off:1 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,378.0,8.0,7.0,1.0,,,,,,,,,,
380,PT06M28.00S,2023-02-01T01:57:55.0Z,3,REGULAR,3pt,Jump Shot,[],2544,30.56833114323259,28.676470588235293,1610612747,66,68,2023-02-01T01:58:03Z,3690000,False,107.0,235.0,1,left,MISS L. James 25' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
381,PT06M26.00S,2023-02-01T01:57:57.0Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,66,68,2023-02-01T01:58:03Z,3700000,False,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,380.0,9.0,7.0,2.0,,,,,,,,,,
382,PT06M24.00S,2023-02-01T01:58:01.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,11.908672798948752,40.44117647058824,1610612747,66,70,2023-02-01T01:58:07Z,3710000,False,48.0,59.0,1,left,A. Davis 7' fadeaway Jump Shot (17 PTS),[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.62,Made,17.0,,,,,,,,,,,,,,,,,
383,PT06M24.00S,2023-02-01T01:58:05.0Z,3,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612747,66,70,2023-02-01T01:58:10Z,3720000,False,,,0,,J. Sims shooting personal FOUL (4 PF) (Davis 1 FT),"[1630579, 203076]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,4.0,0.0,,,,Davis,203076.0,,
385,PT06M24.00S,2023-02-01T01:58:14.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,66,70,2023-02-01T01:58:14Z,3740000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M24.00S,2023-02-01T01:58:14.7Z,3,REGULAR,substitution,out,[],1630579,,,1610612747,66,70,2023-02-01T02:01:27Z,3750000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M24.00S,2023-02-01T01:58:14.7Z,3,REGULAR,substitution,in,[],1628392,,,1610612747,66,70,2023-02-01T02:01:27Z,3760000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M24.00S,2023-02-01T02:01:49.4Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,66,71,2023-02-01T02:01:49Z,3770000,False,,,0,,A. Davis Free Throw 1 of 1 (18 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
389,PT06M12.00S,2023-02-01T02:02:07.0Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612752,66,71,2023-02-01T02:02:14Z,3780000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Brunson 2 FT),"[201566, 1628973]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,Brunson,1628973.0,,
391,PT06M12.00S,2023-02-01T02:02:39.9Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,67,71,2023-02-01T02:02:39Z,3800000,False,,,0,,J. Brunson Free Throw 1 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
392,PT06M12.00S,2023-02-01T02:02:57.8Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,68,71,2023-02-01T02:02:57Z,3810000,False,,,0,,J. Brunson Free Throw 2 of 2 (22 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
393,PT05M56.00S,2023-02-01T02:03:15.2Z,3,REGULAR,2pt,Jump Shot,[],2544,17.0335085413929,75.98039215686273,1610612747,68,73,2023-02-01T02:03:19Z,3820000,False,-130.0,108.0,1,left,L. James 16' Jump Shot (16 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,16.87,Made,16.0,,,,,,,,,,,,,,,,,
394,PT05M30.00S,2023-02-01T02:03:40.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.3646517739816,51.9607843137255,1610612752,70,73,2023-02-01T02:03:44Z,3830000,False,10.0,85.0,1,right,J. Brunson 8' driving floating Jump Shot (24 PTS) (J. Randle 4 AST),"[1628973, 203944]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.57,Made,24.0,J. Randle,203944.0,4.0,,,,,,,,,,,,,,
396,PT05M14.00S,2023-02-01T02:03:57.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,12.959921156373195,53.67647058823529,1610612747,70,73,2023-02-01T02:04:25Z,3850000,False,-18.0,69.0,1,left,MISS A. Davis 7' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
397,PT05M12.00S,2023-02-01T02:03:59.5Z,3,REGULAR,rebound,offensive,[],201566,,,1610612747,70,73,2023-02-01T02:04:22Z,3860000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,396.0,4.0,2.0,2.0,,,,,,,,,,
399,PT05M01.00S,2023-02-01T02:04:28.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201566,7.835085413929041,58.08823529411765,1610612747,70,73,2023-02-01T02:04:33Z,3880000,False,-40.0,21.0,1,left,MISS R. Westbrook turnaround bank Shot,[201566],1610612747.0,LAL,turnaround bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
400,PT04M59.00S,2023-02-01T02:04:30.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,70,73,2023-02-01T02:04:33Z,3890000,False,,,0,,J. Randle REBOUND (Off:2 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,399.0,10.0,8.0,2.0,,,,,,,,,,
401,PT04M53.00S,2023-02-01T02:04:37.2Z,3,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612752,70,73,2023-02-01T02:04:58Z,3900000,False,,,0,,R. Hachimura shooting personal FOUL (3 PF) (Randle 2 FT),"[1629060, 203944]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1162.0,3.0,0.0,,,,Randle,203944.0,,
404,PT04M53.00S,2023-02-01T02:04:52.0Z,3,REGULAR,substitution,out,[],203076,,,1610612752,70,73,2023-02-01T02:05:14Z,3915000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M53.00S,2023-02-01T02:04:52.0Z,3,REGULAR,substitution,out,[],203471,,,1610612752,70,73,2023-02-01T02:05:14Z,3917500,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M53.00S,2023-02-01T02:04:52.0Z,3,REGULAR,substitution,in,[],1628418,,,1610612752,70,73,2023-02-01T02:05:14Z,3918750,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M53.00S,2023-02-01T02:04:52.0Z,3,REGULAR,substitution,in,[],1629022,,,1610612752,70,73,2023-02-01T02:05:14Z,3919375,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M53.00S,2023-02-01T02:05:06.8Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,71,73,2023-02-01T02:05:06Z,3920000,False,,,0,,J. Randle Free Throw 1 of 2 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
408,PT04M53.00S,2023-02-01T02:05:34.5Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,72,73,2023-02-01T02:05:34Z,3930000,False,,,0,,J. Randle Free Throw 2 of 2 (14 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
409,PT04M30.00S,2023-02-01T02:05:59.2Z,3,REGULAR,2pt,Jump Shot,[],2544,29.38567674113009,50.49019607843137,1610612747,72,73,2023-02-01T02:06:04Z,3940000,False,-2.0,224.0,1,left,MISS L. James 22' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,22.37,Missed,,,,,,,,,,,,,,,,,,
410,PT04M28.00S,2023-02-01T02:06:01.2Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,72,73,2023-02-01T02:06:04Z,3950000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,409.0,3.0,3.0,0.0,,,,,,,,,,
411,PT04M23.00S,2023-02-01T02:06:06.7Z,3,REGULAR,2pt,Jump Shot,[],1629628,77.61169513797634,49.26470588235294,1610612752,74,73,2023-02-01T02:06:14Z,3960000,False,-4.0,158.0,1,right,R. Barrett 15' pullup Jump Shot (7 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,15.8,Made,7.0,,,,,,,,,,,,,,,,,
412,PT04M01.00S,2023-02-01T02:06:30.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,6.521024967148489,51.9607843137255,1610612747,74,75,2023-02-01T02:06:44Z,3970000,False,-10.0,9.0,1,left,T. Bryant Hook (2 PTS) (L. James 7 AST),"[1628418, 2544]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,L. James,2544.0,7.0,,,,,,,,,,,,,,
414,PT04M01.00S,2023-02-01T02:06:34.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628392,,,1610612747,74,75,2023-02-01T02:06:43Z,3990000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Bryant 1 FT),"[1628392, 1628418]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,,,,Bryant,1628418.0,,
416,PT04M01.00S,2023-02-01T02:06:34.3Z,3,REGULAR,substitution,out,[],1629628,,,1610612747,74,75,2023-02-01T02:06:52Z,4010000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M01.00S,2023-02-01T02:06:34.3Z,3,REGULAR,substitution,in,[],1630193,,,1610612747,74,75,2023-02-01T02:06:52Z,4020000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M01.00S,2023-02-01T02:07:06.3Z,3,REGULAR,freethrow,1 of 1,[],1628418,,,1610612747,74,76,2023-02-01T02:07:06Z,4030000,False,,,0,,T. Bryant Free Throw 1 of 1 (3 PTS),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
419,PT03M47.00S,2023-02-01T02:07:20.1Z,3,REGULAR,3pt,Jump Shot,[],1629656,79.188567674113,92.15686274509804,1610612752,74,76,2023-02-01T02:07:28Z,4040000,False,211.0,143.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
420,PT03M47.00S,2023-02-01T02:07:20.1Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,74,76,2023-02-01T02:14:49Z,4050000,False,,,0,,I. Hartenstein REBOUND (Off:5 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,419.0,6.0,1.0,5.0,,,,,,,,,,
421,PT03M38.00S,2023-02-01T02:07:29.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,93.9060446780552,47.30392156862745,1610612752,76,76,2023-02-01T02:07:39Z,4060000,False,-13.0,5.0,1,right,Q. Grimes driving reverse Layup (8 PTS) (J. Randle 5 AST),"[1629656, 203944]",1610612752.0,NYK,driving reverse,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.43,Made,8.0,J. Randle,203944.0,5.0,,,,,,,,,,,,,,
423,PT03M31.00S,2023-02-01T02:07:37.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.652431011826544,56.127450980392155,1610612747,76,76,2023-02-01T02:07:44Z,4080000,False,-31.0,10.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
