actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT11M01.00S,2022-12-21T00:33:57.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,92.19776609724047,4.166666666666666,1610612752,0,0,2022-12-21T00:34:04Z,150000,False,-229.0,21.0,1,right,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-12-21T00:33:59.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,0,0,2022-12-21T00:34:04Z,160000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M45.00S,2022-12-21T00:34:13.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,27.677398160315374,77.45098039215686,1610612744,0,0,2022-12-21T00:34:19Z,170000,False,-137.0,208.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2022-12-21T00:34:15.0Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,0,0,2022-12-21T00:34:19Z,180000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M37.00S,2022-12-21T00:34:20.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,31.35676741130092,55.392156862745104,1610612744,0,0,2022-12-21T00:34:26Z,190000,False,-27.0,242.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,24.38,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2022-12-21T00:34:22.9Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,0,0,2022-12-21T00:34:26Z,200000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M23.00S,2022-12-21T00:34:37.3Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612752,0,0,2022-12-21T00:35:07Z,210000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Randle 2 FT),"[1626172, 203944]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,1.0,0.0,Randle,203944.0,,,,,,,,,
23,PT10M23.00S,2022-12-21T00:35:05.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,1,0,2022-12-21T00:35:05Z,230000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
24,PT10M23.00S,2022-12-21T00:35:21.2Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,2,0,2022-12-21T00:35:21Z,240000,False,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
26,PT10M10.00S,2022-12-21T00:35:53.8Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,2,0,2022-12-21T00:36:00Z,260000,False,,,0,,K. Thompson step out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,step,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left,,,,,,,1155.0,,,,,,1.0,,,,,,,
27,PT09M50.00S,2022-12-21T00:36:17.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,73.66951379763469,78.92156862745098,1610612752,5,0,2022-12-21T00:36:22Z,270000,False,145.0,195.0,1,right,R. Barrett 24' 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.28,Made,,,,,,,,,,3.0,,J. Randle,203944.0,1.0,,,,
29,PT09M28.00S,2022-12-21T00:36:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,18.873193166885677,93.38235294117648,1610612744,5,0,2022-12-21T00:36:45Z,290000,False,-217.0,125.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2022-12-21T00:36:42.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,0,2022-12-21T00:36:45Z,300000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M21.00S,2022-12-21T00:36:47.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,75.50919842312747,14.215686274509803,1610612752,8,0,2022-12-21T00:36:58Z,310000,False,-179.0,178.0,1,right,Q. Grimes 25' 3PT  (3 PTS) (J. Randle 2 AST),"[1629656, 203944]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,,,,3.0,,J. Randle,203944.0,2.0,,,,
33,PT08M58.00S,2022-12-21T00:37:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,6.521024967148489,49.01960784313725,1610612744,8,2,2022-12-21T00:37:17Z,330000,False,5.0,9.0,1,left,K. Thompson cutting finger roll Layup (2 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,cutting finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,2.0,,D. Green,203110.0,1.0,,,,
35,PT08M39.00S,2022-12-21T00:37:28.8Z,1,REGULAR,3pt,Jump Shot,[],203944,78.40013140604468,11.27450980392157,1610612752,8,2,2022-12-21T00:37:35Z,350000,False,-194.0,151.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
36,PT08M37.00S,2022-12-21T00:37:30.8Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,8,2,2022-12-21T00:37:40Z,360000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT08M25.00S,2022-12-21T00:37:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630541,2.8416557161629434,95.83333333333334,1610612744,8,5,2022-12-21T00:37:47Z,370000,False,-229.0,-26.0,1,left,M. Moody 3PT  (3 PTS) (D. Green 2 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,23.06,Made,,,,,,,,,,3.0,,D. Green,203110.0,2.0,,,,
39,PT08M05.00S,2022-12-21T00:38:03.1Z,1,REGULAR,3pt,Jump Shot,[],203944,69.72733245729303,25.49019607843137,1610612752,11,5,2022-12-21T00:38:07Z,390000,False,-123.0,232.0,1,right,J. Randle 26' 3PT  (5 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,,,,,,5.0,,R. Barrett,1629628.0,1.0,,,,
41,PT07M49.00S,2022-12-21T00:38:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.469776609724048,52.94117647058824,1610612744,11,7,2022-12-21T00:38:23Z,410000,False,-15.0,-1.0,1,left,J. Poole driving reverse Layup (2 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,driving reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,,K. Looney,1626172.0,1.0,,,,
43,PT07M32.00S,2022-12-21T00:38:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,96.13994743758212,59.80392156862745,1610612752,11,7,2022-12-21T00:38:40Z,430000,False,49.0,-16.0,1,right,MISS J. Brunson fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,,,,,,,,,,,,,,
44,PT07M30.00S,2022-12-21T00:38:38.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,11,7,2022-12-21T00:38:40Z,440000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M26.00S,2022-12-21T00:38:42.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202691,7.178055190538765,55.63725490196079,1610612744,11,7,2022-12-21T00:41:53Z,450000,False,-28.0,15.0,1,left,MISS K. Thompson driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
46,PT07M24.00S,2022-12-21T00:38:44.4Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,11,7,2022-12-21T00:38:49Z,460000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT07M24.00S,2022-12-21T00:38:45.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,5.590000152587891,50.0,1610612744,11,9,2022-12-21T00:38:51Z,470000,False,0.0,0.0,1,left,D. Green tip Layup (2 PTS),[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
48,PT07M13.00S,2022-12-21T00:38:54.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,77.34888304862024,88.72549019607843,1610612752,11,9,2022-12-21T00:38:59Z,480000,False,194.0,160.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2022-12-21T00:38:56.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,11,9,2022-12-21T00:38:59Z,490000,False,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT07M05.00S,2022-12-21T00:39:06.0Z,1,REGULAR,foul,offensive,[],202691,,,1610612744,11,9,2022-12-21T00:39:13Z,500000,False,,,0,,K. Thompson charge offensive FOUL (1 PF),"[202691, 1628973]",1610612744.0,GSW,charge,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,1198.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,
52,PT07M05.00S,2022-12-21T00:39:06.0Z,1,REGULAR,turnover,offensive foul,[],202691,,,1610612744,11,9,2022-12-21T00:39:06Z,520000,False,,,0,,K. Thompson offensive foul TURNOVER (2 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,1198.0,,,,,,2.0,,,,,,,
53,PT06M56.00S,2022-12-21T00:39:27.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,67.7562417871222,58.82352941176471,1610612752,11,9,2022-12-21T00:39:32Z,530000,False,44.0,251.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2022-12-21T00:39:29.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,11,9,2022-12-21T00:39:29Z,540000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,
55,PT06M52.00S,2022-12-21T00:39:33.9Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,11,9,2022-12-21T00:39:42Z,550000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630541]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,Moody,1630541.0,,
56,PT06M52.00S,2022-12-21T00:39:33.9Z,1,REGULAR,steal,,[],1630541,,,1610612744,11,9,2022-12-21T00:39:37Z,560000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2022-12-21T00:39:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,11,9,2022-12-21T00:40:29Z,570000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M44.00S,2022-12-21T00:43:18.2Z,1,REGULAR,jumpball,recovered,[],0,,,1610612744,11,9,2022-12-21T00:48:08Z,580000,False,,,0,,Jump Ball M. Moody vs. R. Barrett: Tip to Team (GSW),"[1630541, 1629628]",1610612744.0,GSW,heldball,Team (GSW),,,,Moody,1630541.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,,,,,,
61,PT06M44.00S,2022-12-21T00:43:18.2Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,11,9,2022-12-21T00:49:31Z,610000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,,
64,PT06M29.00S,2022-12-21T00:44:08.2Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,11,9,2022-12-21T00:44:14Z,640000,False,,,0,,J. Randle offensive FOUL (1 PF),"[203944, 1629673]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,1155.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
66,PT06M29.00S,2022-12-21T00:44:08.2Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,11,9,2022-12-21T00:44:08Z,660000,False,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,1155.0,,,,,,1.0,,,,,,,
67,PT06M16.00S,2022-12-21T00:44:35.8Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,11,9,2022-12-21T00:44:40Z,670000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1155.0,,,,,,2.0,,,,,,,
68,PT06M08.00S,2022-12-21T00:44:49.6Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612752,11,9,2022-12-21T00:44:56Z,680000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Robinson 2 FT),"[203110, 1629011]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
70,PT06M08.00S,2022-12-21T00:45:16.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629011,,,1610612752,11,9,2022-12-21T00:45:16Z,700000,False,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2022-12-21T00:45:16.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,11,9,2022-12-21T00:45:16Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2022-12-21T00:45:35.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629011,,,1610612752,12,9,2022-12-21T00:45:35Z,720000,False,,,0,,M. Robinson Free Throw 2 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
74,PT05M57.00S,2022-12-21T00:45:52.6Z,1,REGULAR,foul,personal,['3freethrow'],1629656,,,1610612744,12,9,2022-12-21T00:46:17Z,740000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Poole 3 FT),"[1629656, 1629673]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,2530.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
76,PT05M57.00S,2022-12-21T00:46:18.7Z,1,REGULAR,freethrow,1 of 3,[],1629673,,,1610612744,12,10,2022-12-21T00:46:18Z,760000,False,,,0,,J. Poole Free Throw 1 of 3 (3 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
77,PT05M57.00S,2022-12-21T00:46:30.7Z,1,REGULAR,freethrow,2 of 3,[],1629673,,,1610612744,12,11,2022-12-21T00:46:30Z,770000,False,,,0,,J. Poole Free Throw 2 of 3 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
78,PT05M57.00S,2022-12-21T00:46:45.8Z,1,REGULAR,freethrow,3 of 3,[],1629673,,,1610612744,12,12,2022-12-21T00:46:45Z,780000,False,,,0,,J. Poole Free Throw 3 of 3 (5 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
79,PT05M49.00S,2022-12-21T00:46:55.1Z,1,REGULAR,3pt,Jump Shot,[],203944,70.51576872536137,73.2843137254902,1610612752,12,12,2022-12-21T00:47:00Z,790000,False,116.0,225.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2022-12-21T00:46:58.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,12,12,2022-12-21T00:46:58Z,800000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,79.0,2.0,0.0,2.0,,,,,,,,,,,,,,
81,PT05M39.00S,2022-12-21T00:47:06.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629628,87.07293035479631,46.568627450980394,1610612752,14,12,2022-12-21T00:47:18Z,810000,False,-17.0,69.0,1,right,R. Barrett 7' Hook (5 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,,,,5.0,,,,,,,,
82,PT05M17.00S,2022-12-21T00:47:27.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,3.7614980289093296,96.32352941176471,1610612744,14,12,2022-12-21T00:47:32Z,820000,False,-232.0,-17.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2022-12-21T00:47:29.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,12,2022-12-21T00:47:32Z,830000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,82.0,4.0,3.0,1.0,,,,,,,,,,,,,,
84,PT05M08.00S,2022-12-21T00:47:36.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,75.1149802890933,14.460784313725492,1610612752,17,12,2022-12-21T00:47:40Z,840000,False,-178.0,181.0,1,right,Q. Grimes 25' 3PT  (6 PTS) (J. Randle 3 AST),"[1629656, 203944]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,,,,,,6.0,,J. Randle,203944.0,3.0,,,,
86,PT04M56.00S,2022-12-21T00:47:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.276609724047304,53.67647058823529,1610612744,17,15,2022-12-21T00:47:52Z,860000,False,-18.0,251.0,1,left,J. Poole 25' 3PT  (8 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,25.16,Made,,,,,,,,,,8.0,,K. Looney,1626172.0,2.0,,,,
89,PT04M35.00S,2022-12-21T00:49:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.34231274638634,54.166666666666664,1610612752,19,15,2022-12-21T01:01:53Z,890000,False,21.0,113.0,1,right,J. Brunson 11' fadeaway Jump Shot (2 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.54,Made,,,,,,,,,,2.0,,,,,,,,
90,PT04M21.00S,2022-12-21T00:49:26.7Z,1,REGULAR,3pt,Jump Shot,[],202691,26.62614980289093,80.3921568627451,1610612744,19,15,2022-12-21T00:49:30Z,900000,False,-152.0,198.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
