actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
256,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,43,40,2022-10-25T00:28:00Z,2410000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,in,[],203944,,,1610612752,43,40,2022-10-25T00:28:00Z,2420000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,43,40,2022-10-25T00:28:00Z,2430000,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,43,40,2022-10-25T00:28:00Z,2440000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M09.00S,2022-10-25T00:28:27.7Z,2,REGULAR,3pt,Jump Shot,[],203944,95.0886990801577,3.431372549019608,1610612752,46,40,2022-10-25T00:28:35Z,2450000,-233.0,-6.0,1,right,J. Randle 3PT  (8 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,,,,8.0,J. Brunson,1628973.0,2.0,,,,,,
262,PT06M52.00S,2022-10-25T00:28:44.1Z,2,REGULAR,3pt,Jump Shot,[],1629626,30.436925098554536,67.40196078431373,1610612753,46,40,2022-10-25T00:28:51Z,2470000,-87.0,234.0,1,left,MISS B. Bol 24' 3PT - blocked,"[1629626, 1629011]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,Robinson,1629011.0,,,,,,,,,,
263,PT06M52.00S,2022-10-25T00:28:44.1Z,2,REGULAR,block,,[],1629011,,,1610612753,46,40,2022-10-25T00:28:47Z,2480000,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
264,PT06M50.00S,2022-10-25T00:28:46.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,46,40,2022-10-25T00:28:51Z,2490000,,,0,,J. Randle REBOUND (Off:3 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,262.0,7.0,4.0,3.0,,,,,,,,,,,,,,
266,PT06M42.00S,2022-10-25T00:29:14.8Z,2,REGULAR,3pt,Jump Shot,[],203944,86.67871222076215,3.6764705882352944,1610612752,46,40,2022-10-25T00:29:20Z,2510000,-232.0,73.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,24.27,Missed,,,,,,,,,,,,,,,,,,
267,PT06M40.00S,2022-10-25T00:29:16.8Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,46,40,2022-10-25T00:29:20Z,2520000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,,,266.0,1.0,1.0,0.0,,,,,,,,,,,,,,
268,PT06M28.00S,2022-10-25T00:29:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.703679369250986,51.470588235294116,1610612753,46,42,2022-10-25T00:29:35Z,2530000,-7.0,20.0,1,left,P. Banchero driving Layup (12 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,12.0,,,,,,,,,
269,PT06M20.00S,2022-10-25T00:29:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.56307490144546,50.245098039215684,1610612752,48,42,2022-10-25T00:29:53Z,2540000,1.0,-1.0,1,right,J. Brunson driving reverse Layup (9 PTS),[1628973],1610612752.0,NYK,driving reverse,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,,,,,9.0,,,,,,,,,
270,PT06M02.00S,2022-10-25T00:29:54.9Z,2,REGULAR,3pt,Jump Shot,[],203082,14.799605781865965,4.166666666666666,1610612753,48,42,2022-10-25T00:30:00Z,2550000,229.0,87.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,24.5,Missed,,,,,,,,,,,,,,,,,,
271,PT06M00.00S,2022-10-25T00:29:56.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,48,42,2022-10-25T00:30:00Z,2560000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,270.0,2.0,2.0,0.0,,,,,,,,,,,,,,
272,PT05M55.00S,2022-10-25T00:30:05.3Z,2,REGULAR,foul,offensive,[],1629628,,,1610612752,48,42,2022-10-25T00:30:11Z,2570000,,,0,,R. Barrett charge offensive FOUL (2 PF),"[1629628, 1631094]",1610612752.0,NYK,charge,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,,,,,,,,2.0,0.0,Banchero,1631094.0,,
274,PT05M55.00S,2022-10-25T00:30:05.3Z,2,REGULAR,turnover,offensive foul,[],1629628,,,1610612752,48,42,2022-10-25T00:30:05Z,2590000,,,0,,R. Barrett offensive foul TURNOVER (2 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,2.0,,,,,,,,,,,,
275,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,out,[],1629629,,,1610612753,48,42,2022-10-25T00:30:21Z,2600000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,out,[],1631094,,,1610612753,48,42,2022-10-25T00:30:21Z,2610000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,48,42,2022-10-25T00:30:21Z,2620000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,in,[],203095,,,1610612753,48,42,2022-10-25T00:30:21Z,2630000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,48,42,2022-10-25T00:30:21Z,2640000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M55.00S,2022-10-25T00:30:05.4Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,48,42,2022-10-25T00:30:21Z,2650000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M42.00S,2022-10-25T00:30:45.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629626,32.933639947437584,53.92156862745098,1610612753,48,45,2022-10-25T00:30:51Z,2660000,-20.0,257.0,1,left,B. Bol 25' 3PT bank (7 PTS) (C. Anthony 3 AST),"[1629626, 1630175]",1610612753.0,ORL,bank,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,25.78,Made,,,,,,,,,7.0,C. Anthony,1630175.0,3.0,,,,,,
283,PT05M28.00S,2022-10-25T00:30:59.1Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,48,45,2022-10-25T00:31:02Z,2680000,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 203082]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Ross,203082.0
284,PT05M28.00S,2022-10-25T00:30:59.1Z,2,REGULAR,steal,,[],203082,,,1610612753,48,45,2022-10-25T00:31:00Z,2690000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT05M18.00S,2022-10-25T00:31:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629626,9.543363994743759,46.07843137254902,1610612753,48,47,2022-10-25T00:31:13Z,2700000,20.0,37.0,1,left,B. Bol driving Layup (9 PTS),[1629626],1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,,,9.0,,,,,,,,,
286,PT05M09.00S,2022-10-25T00:31:22.8Z,2,REGULAR,violation,kicked ball,[],1630181,,,1610612752,48,47,2022-10-25T00:31:26Z,2710000,,,0,,R. Hampton kicked ball VIOLATION,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,202035.0,,,,,,,,,,,,,
287,PT05M01.00S,2022-10-25T00:31:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.06636005256242,47.549019607843135,1610612752,48,47,2022-10-25T00:31:46Z,2720000,-12.0,22.0,1,right,MISS J. Brunson driving Layup - blocked,"[1628973, 1629626]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,Bol,1629626.0,,,,,,,,,,
288,PT05M01.00S,2022-10-25T00:31:40.9Z,2,REGULAR,block,,[],1629626,,,1610612752,48,47,2022-10-25T00:31:43Z,2730000,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
289,PT04M59.00S,2022-10-25T00:31:42.9Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,48,47,2022-10-25T00:31:46Z,2740000,,,0,,J. Randle REBOUND (Off:4 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,287.0,8.0,4.0,4.0,,,,,,,,,,,,,,
290,PT04M53.00S,2022-10-25T00:31:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.43166885676742,47.05882352941176,1610612752,50,47,2022-10-25T00:31:51Z,2750000,-15.0,0.0,1,right,J. Randle driving Layup (10 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,10.0,,,,,,,,,
291,PT04M51.00S,2022-10-25T00:31:53.9Z,2,REGULAR,foul,offensive,[],1630175,,,1610612753,50,47,2022-10-25T00:32:20Z,2760000,,,0,,C. Anthony offensive FOUL (2 PF),"[1630175, 1628973]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,,,2.0,0.0,Brunson,1628973.0,,
293,PT04M51.00S,2022-10-25T00:31:53.9Z,2,REGULAR,turnover,offensive foul,[],1630175,,,1610612753,50,47,2022-10-25T00:31:53Z,2780000,,,0,,C. Anthony offensive foul TURNOVER (1 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
294,PT04M39.00S,2022-10-25T00:32:34.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203944,88.78120893561103,33.33333333333333,1610612752,52,47,2022-10-25T00:33:50Z,2790000,-83.0,53.0,1,right,J. Randle 9' turnaround fadeaway Jump Shot (12 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,9.87,Made,,,,,,,,,12.0,,,,,,,,,
295,PT04M25.00S,2022-10-25T00:32:48.5Z,2,REGULAR,2pt,Jump Shot,[],1630175,19.92444152431012,27.941176470588236,1610612753,52,47,2022-10-25T00:32:58Z,2800000,110.0,135.0,1,left,MISS C. Anthony 17' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,17.42,Missed,,,,,,,,,,,,,,,,,,
296,PT04M23.00S,2022-10-25T00:32:50.5Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,52,47,2022-10-25T00:32:58Z,2810000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,295.0,4.0,2.0,2.0,,,,,,,,,,,,,,
297,PT04M23.00S,2022-10-25T00:32:55.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,5.590000152587891,50.0,1610612753,52,49,2022-10-25T00:33:01Z,2820000,0.0,0.0,1,left,W. Carter Jr. putback Layup (5 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,5.0,,,,,,,,,
298,PT04M07.00S,2022-10-25T00:33:08.7Z,2,REGULAR,foul,personal,[],1630181,,,1610612752,52,49,2022-10-25T00:33:15Z,2830000,,,0,,R. Hampton personal FOUL (1 PF),"[1630181, 1628973]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Brunson,1628973.0,,
300,PT04M07.00S,2022-10-25T00:33:27.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,52,49,2022-10-25T00:33:27Z,2850000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M58.00S,2022-10-25T00:35:07.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.28449408672799,50.245098039215684,1610612752,54,49,2022-10-25T00:35:45Z,2860000,1.0,76.0,1,right,R. Barrett 7' fadeaway Jump Shot (4 PTS),[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,,,,,,,,,4.0,,,,,,,,,
302,PT03M37.00S,2022-10-25T00:35:28.0Z,2,REGULAR,turnover,bad pass,[],1629626,,,1610612753,54,49,2022-10-25T00:35:31Z,2870000,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 1629011]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Robinson,1629011.0
303,PT03M37.00S,2022-10-25T00:35:28.0Z,2,REGULAR,steal,,[],1629011,,,1610612752,54,49,2022-10-25T00:35:29Z,2880000,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT03M32.00S,2022-10-25T00:35:33.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,94.03745072273325,48.28431372549019,1610612752,56,49,2022-10-25T00:36:29Z,2890000,-9.0,4.0,1,right,J. Randle running DUNK (14 PTS) (J. Brunson 3 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,14.0,J. Brunson,1628973.0,3.0,,,,,,
306,PT03M11.00S,2022-10-25T00:35:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,5.732588699080158,51.470588235294116,1610612753,56,51,2022-10-25T00:35:58Z,2910000,-7.0,1.0,1,left,C. Anthony driving Layup (10 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,10.0,,,,,,,,,
307,PT03M03.00S,2022-10-25T00:36:02.7Z,2,REGULAR,3pt,Jump Shot,[],203095,75.3777923784494,15.441176470588236,1610612752,59,51,2022-10-25T00:36:06Z,2920000,-173.0,179.0,1,right,E. Fournier 24' 3PT  (5 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,24.87,Made,,,,,,,,,5.0,J. Randle,203944.0,1.0,,,,,,
309,PT02M48.00S,2022-10-25T00:36:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,5.469776609724048,64.4607843137255,1610612753,59,51,2022-10-25T00:38:02Z,2940000,-72.0,-1.0,1,left,MISS R. Hampton 7' pullup Shot,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,,,,,,,,,,,,,,,,,,
310,PT02M46.00S,2022-10-25T00:36:20.2Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,59,51,2022-10-25T00:36:23Z,2950000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,309.0,5.0,2.0,3.0,,,,,,,,,,,,,,
311,PT02M46.00S,2022-10-25T00:36:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612753,59,51,2022-10-25T00:36:35Z,2960000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1629011, 1628976]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,2.0,0.0,Carter Jr.,1628976.0,,
314,PT02M46.00S,2022-10-25T00:36:36.8Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,59,51,2022-10-25T00:37:00Z,2975000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M46.00S,2022-10-25T00:36:36.8Z,2,REGULAR,substitution,out,[],203082,,,1610612753,59,51,2022-10-25T00:37:00Z,2977500,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M46.00S,2022-10-25T00:36:36.8Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,59,51,2022-10-25T00:37:00Z,2978750,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M46.00S,2022-10-25T00:36:36.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,59,51,2022-10-25T00:37:00Z,2979375,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M46.00S,2022-10-25T00:36:51.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,59,52,2022-10-25T00:36:51Z,2980000,,,0,,W. Carter Jr. Free Throw 1 of 2 (6 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
318,PT02M46.00S,2022-10-25T00:37:21.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,59,53,2022-10-25T00:37:21Z,2990000,,,0,,W. Carter Jr. Free Throw 2 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
319,PT02M33.00S,2022-10-25T00:37:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628973,89.70105124835742,3.1862745098039214,1610612752,59,53,2022-10-25T00:37:44Z,3000000,-234.0,44.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
320,PT02M31.00S,2022-10-25T00:37:39.4Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,59,53,2022-10-25T00:37:44Z,3010000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,319.0,2.0,0.0,2.0,,,,,,,,,,,,,,
321,PT02M31.00S,2022-10-25T00:37:41.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,61,53,2022-10-25T00:38:54Z,3020000,0.0,0.0,1,right,M. Robinson tip DUNK (6 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,6.0,,,,,,,,,
323,PT02M29.00S,2022-10-25T00:37:50.9Z,2,REGULAR,foul,personal,[],1628973,,,1610612753,61,53,2022-10-25T00:37:56Z,3040000,,,0,,J. Brunson personal FOUL (3 PF),"[1628973, 1631094]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,3.0,0.0,Banchero,1631094.0,,
325,PT02M29.00S,2022-10-25T00:37:51.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612753,61,53,2022-10-25T00:38:08Z,3060000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M29.00S,2022-10-25T00:37:51.0Z,2,REGULAR,substitution,in,[],1630193,,,1610612753,61,53,2022-10-25T00:38:08Z,3070000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M16.00S,2022-10-25T00:38:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,16.770696452036795,49.26470588235294,1610612753,61,53,2022-10-25T00:38:52Z,3080000,4.0,105.0,1,left,MISS F. Wagner 10' turnaround fadeaway Shot,[1630532],1610612753.0,ORL,turnaround fadeaway,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,10.52,Missed,,,,,,,,,,,,,,,,,,
328,PT02M14.00S,2022-10-25T00:38:43.9Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,61,53,2022-10-25T00:38:52Z,3090000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,327.0,2.0,2.0,0.0,,,,,,,,,,,,,,
329,PT02M04.00S,2022-10-25T00:38:54.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.03745072273325,49.50980392156863,1610612752,63,53,2022-10-25T00:38:57Z,3100000,-2.0,4.0,1,right,M. Robinson DUNK (8 PTS) (I. Quickley 7 AST),"[1629011, 1630193]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,,,8.0,I. Quickley,1630193.0,7.0,,,,,,
331,PT01M50.00S,2022-10-25T00:39:06.9Z,2,REGULAR,2pt,Jump Shot,[],1630175,22.158344283837057,31.862745098039213,1610612753,63,53,2022-10-25T00:40:30Z,3120000,91.0,156.0,1,left,MISS C. Anthony 18' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,18.03,Missed,,,,,,,,,,,,,,,,,,
332,PT01M48.00S,2022-10-25T00:39:08.9Z,2,REGULAR,rebound,offensive,[],1629626,,,1610612753,63,53,2022-10-25T00:39:15Z,3130000,,,0,,B. Bol REBOUND (Off:1 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,331.0,2.0,1.0,1.0,,,,,,,,,,,,,,
333,PT01M48.00S,2022-10-25T00:39:12.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629626,5.590000152587891,50.0,1610612753,63,55,2022-10-25T00:39:18Z,3140000,0.0,0.0,1,left,B. Bol putback DUNK (11 PTS),[1629626],1610612753.0,ORL,putback,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,11.0,,,,,,,,,
334,PT01M32.00S,2022-10-25T00:39:26.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,94.43166885676742,49.754901960784316,1610612752,63,55,2022-10-25T00:39:34Z,3150000,-1.0,0.0,1,right,MISS R. Barrett driving DUNK,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.12,Missed,,,,,,,,,,,,,,,,,,
335,PT01M30.00S,2022-10-25T00:39:28.2Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,63,55,2022-10-25T00:39:34Z,3160000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,334.0,3.0,2.0,1.0,,,,,,,,,,,,,,
336,PT01M25.00S,2022-10-25T00:39:33.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631094,28.465834428383708,24.509803921568626,1610612753,63,55,2022-10-25T00:39:39Z,3170000,127.0,215.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
337,PT01M23.00S,2022-10-25T00:39:35.1Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,63,55,2022-10-25T00:39:39Z,3180000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,336.0,3.0,2.0,1.0,,,,,,,,,,,,,,
