actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT11M01.00S,2022-11-02T23:43:14.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2022-11-02T23:43:14Z,190000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,
20,PT11M00.00S,2022-11-02T23:43:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,8.09789750328515,48.03921568627451,1610612737,2,0,2022-11-02T23:46:43Z,200000,10.0,24.0,1,left,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
21,PT10M58.00S,2022-11-02T23:43:17.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2022-11-02T23:43:37Z,210000,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,20.0,2.0,0.0,2.0,,,,,,,,
22,PT10M56.00S,2022-11-02T23:43:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,2,0,2022-11-02T23:43:19Z,220000,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
23,PT10M55.00S,2022-11-02T23:43:19.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,2,0,2022-11-02T23:43:19Z,230000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Left,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT10M51.00S,2022-11-02T23:43:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,74.06373193166885,83.33333333333334,1610612752,5,0,2022-11-02T23:46:20Z,240000,167.0,191.0,1,right,R. Barrett 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.37,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
26,PT10M38.00S,2022-11-02T23:43:36.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,29.517082785808146,28.921568627450984,1610612737,5,0,2022-11-02T23:43:45Z,260000,105.0,225.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
27,PT10M36.00S,2022-11-02T23:43:38.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,0,2022-11-02T23:43:45Z,270000,,,0,,C. Capela REBOUND (Off:3 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.0,3.0,0.0,3.0,,,,,,,,
28,PT10M33.00S,2022-11-02T23:43:42.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628381,7.966491458607096,50.245098039215684,1610612737,5,2,2022-11-02T23:43:57Z,280000,-1.0,22.0,1,left,J. Collins cutting DUNK (2 PTS) (C. Capela 1 AST),"[1628381, 203991]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
30,PT10M15.00S,2022-11-02T23:43:59.6Z,1,REGULAR,2pt,Jump Shot,[],203944,78.53153745072274,56.127450980392155,1610612752,7,2,2022-11-02T23:47:27Z,300000,31.0,149.0,1,right,J. Randle 15' pullup Jump Shot (2 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,15.24,Made,2.0,,,,,,,,,,,,,,,,,
31,PT10M08.00S,2022-11-02T23:44:07.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629631,6.652431011826544,47.549019607843135,1610612737,7,4,2022-11-02T23:50:44Z,310000,12.0,10.0,1,left,D. Hunter running Layup (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
33,PT09M59.00S,2022-11-02T23:44:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.69448094612353,47.794117647058826,1610612752,9,4,2022-11-02T23:44:21Z,330000,-11.0,-3.0,1,right,M. Robinson alley-oop DUNK (4 PTS) (R. Barrett 2 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
35,PT09M44.00S,2022-11-02T23:44:30.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,26.231931668856767,61.51960784313726,1610612737,9,6,2022-11-02T23:44:35Z,350000,-58.0,194.0,1,left,T. Young 20' pullup Jump Shot (2 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,20.25,Made,2.0,,,,,,,,,,,,,,,,,
36,PT09M26.00S,2022-11-02T23:44:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,94.30026281208936,45.34313725490196,1610612752,9,6,2022-11-02T23:50:59Z,360000,-23.0,1.0,1,right,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
37,PT09M24.00S,2022-11-02T23:44:51.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,9,6,2022-11-02T23:44:54Z,370000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,36.0,,,,,,,,,,,
39,PT09M13.00S,2022-11-02T23:45:12.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,9,6,2022-11-02T23:45:17Z,390000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1629011]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Robinson,1629011.0,,,,,
40,PT09M13.00S,2022-11-02T23:45:12.9Z,1,REGULAR,steal,,[],1629011,,,1610612752,9,6,2022-11-02T23:45:20Z,400000,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M07.00S,2022-11-02T23:45:19.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203944,69.72733245729303,27.696078431372552,1610612752,9,6,2022-11-02T23:52:27Z,410000,-112.0,232.0,1,right,MISS J. Randle 25' running pullup 3PT,[203944],1610612752.0,NYK,running pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
42,PT09M03.00S,2022-11-02T23:45:23.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,9,6,2022-11-02T23:45:23Z,420000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT08M55.00S,2022-11-02T23:45:30.0Z,1,REGULAR,2pt,Jump Shot,[],1627749,21.23850197109067,58.57843137254902,1610612737,9,8,2022-11-02T23:45:34Z,430000,-43.0,147.0,1,left,D. Murray 15' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,15.32,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M47.00S,2022-11-02T23:45:44.0Z,1,REGULAR,foul,personal,[],1627749,,,1610612752,9,8,2022-11-02T23:45:58Z,450000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1628973]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Brunson,1628973.0
47,PT08M42.00S,2022-11-02T23:46:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,69.33311432325887,37.00980392156863,1610612752,9,8,2022-11-02T23:53:46Z,470000,-65.0,236.0,1,right,MISS J. Brunson 24' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,24.46,Missed,,,,,,,,,,,,,,,,,,
48,PT08M40.00S,2022-11-02T23:46:13.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,9,8,2022-11-02T23:46:19Z,480000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT08M25.00S,2022-11-02T23:46:27.9Z,1,REGULAR,2pt,Jump Shot,[],1629631,6.915243101182654,66.91176470588235,1610612737,9,8,2022-11-02T23:54:58Z,490000,-85.0,13.0,1,left,MISS D. Hunter 8' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,8.55,Missed,,,,,,,,,,,,,,,,,,
50,PT08M23.00S,2022-11-02T23:46:29.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,9,8,2022-11-02T23:46:32Z,500000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT08M17.00S,2022-11-02T23:46:36.3Z,1,REGULAR,3pt,Jump Shot,[],203095,68.28186596583443,63.970588235294116,1610612752,9,8,2022-11-02T23:55:42Z,510000,70.0,246.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
52,PT08M15.00S,2022-11-02T23:46:38.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,8,2022-11-02T23:46:43Z,520000,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,51.0,4.0,1.0,3.0,,,,,,,,
53,PT08M07.00S,2022-11-02T23:46:48.6Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,9,8,2022-11-02T23:46:53Z,530000,,,0,,D. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627749],1610612737.0,ATL,bad pass,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,202026.0,,,,
54,PT07M50.00S,2022-11-02T23:47:08.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,69.33311432325887,28.186274509803923,1610612752,9,8,2022-11-02T23:56:35Z,540000,-109.0,236.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
55,PT07M48.00S,2022-11-02T23:47:10.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,9,8,2022-11-02T23:47:13Z,550000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,
56,PT07M44.00S,2022-11-02T23:47:17.2Z,1,REGULAR,foul,personal,[],1628973,,,1610612737,9,8,2022-11-02T23:47:23Z,560000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1629027]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Young,1629027.0
58,PT07M44.00S,2022-11-02T23:47:17.3Z,1,REGULAR,substitution,out,[],203991,,,1610612737,9,8,2022-11-02T23:47:29Z,580000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M44.00S,2022-11-02T23:47:17.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,9,8,2022-11-02T23:47:29Z,590000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M37.00S,2022-11-02T23:47:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,9.280551905387648,47.794117647058826,1610612737,9,10,2022-11-02T23:47:57Z,600000,11.0,35.0,1,left,D. Hunter Layup (4 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.64,Made,4.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
62,PT07M37.00S,2022-11-02T23:47:54.9Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612737,9,10,2022-11-02T23:48:02Z,620000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Hunter 1 FT),"[1628973, 1629631]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627539.0,2.0,0.0,Hunter,1629631.0
64,PT07M37.00S,2022-11-02T23:48:15.6Z,1,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,9,11,2022-11-02T23:48:15Z,640000,,,0,,D. Hunter Free Throw 1 of 1 (5 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
65,PT07M24.00S,2022-11-02T23:48:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.69448094612353,49.50980392156863,1610612752,11,11,2022-11-02T23:48:33Z,650000,-2.0,-3.0,1,right,J. Brunson driving Layup (2 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,,,,,,,,,,,,,,,,,
66,PT07M17.00S,2022-11-02T23:48:40.9Z,1,REGULAR,foul,personal,[],203095,,,1610612737,11,11,2022-11-02T23:48:50Z,660000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 1627749]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Murray,1627749.0
68,PT07M17.00S,2022-11-02T23:48:41.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612737,11,11,2022-11-02T23:48:49Z,680000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M17.00S,2022-11-02T23:48:41.0Z,1,REGULAR,substitution,in,[],201565,,,1610612737,11,11,2022-11-02T23:48:49Z,690000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M07.00S,2022-11-02T23:49:09.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,7.178055190538765,66.17647058823529,1610612737,11,11,2022-11-03T00:00:13Z,700000,-81.0,15.0,1,left,MISS D. Murray 8' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,8.23,Missed,,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2022-11-02T23:49:11.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,11,11,2022-11-02T23:49:14Z,710000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT06M47.00S,2022-11-02T23:49:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612752,11,11,2022-11-02T23:49:37Z,720000,,,0,,D. Hunter shooting personal FOUL (1 PF) (Randle 2 FT),"[1629631, 203944]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Randle,203944.0
74,PT06M47.00S,2022-11-02T23:49:40.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,11,11,2022-11-02T23:49:40Z,740000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M47.00S,2022-11-02T23:52:41.6Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,12,11,2022-11-02T23:52:41Z,750000,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT06M47.00S,2022-11-02T23:52:59.1Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,13,11,2022-11-02T23:52:59Z,760000,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
77,PT06M37.00S,2022-11-02T23:53:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.33180026281209,51.9607843137255,1610612737,13,11,2022-11-03T00:18:24Z,770000,-10.0,45.0,1,left,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
78,PT06M36.00S,2022-11-02T23:53:13.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,13,11,2022-11-02T23:53:23Z,780000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,
79,PT06M35.00S,2022-11-02T23:53:18.4Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612737,13,11,2022-11-02T23:53:28Z,790000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Collins 2 FT),"[1629011, 1628381]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Collins,1628381.0
81,PT06M35.00S,2022-11-02T23:53:42.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612737,13,12,2022-11-02T23:53:42Z,810000,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
82,PT06M35.00S,2022-11-02T23:54:02.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612737,13,13,2022-11-02T23:54:02Z,820000,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
83,PT06M23.00S,2022-11-02T23:54:25.3Z,1,REGULAR,foul,technical,['1freethrow'],1630168,,,1610612752,13,13,2022-11-02T23:54:36Z,830000,,,0,,O. Okongwu defensive-3-second technical FOUL (1 Tech),[1630168],1610612737.0,ATL,defensive-3-second,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,1627539.0,0.0,1.0,,
84,PT06M23.00S,2022-11-02T23:54:42.7Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,13,13,2022-11-02T23:54:44Z,840000,,,0,,MISS J. Randle technical Free Throw 1 of 1,[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT06M23.00S,2022-11-02T23:54:42.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,13,13,2022-11-02T23:54:44Z,850000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,
86,PT06M15.00S,2022-11-02T23:55:01.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.03745072273325,48.03921568627451,1610612752,15,13,2022-11-02T23:55:05Z,860000,-10.0,4.0,1,right,M. Robinson DUNK (6 PTS) (J. Randle 2 AST),"[1629011, 203944]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.04,Made,6.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
88,PT06M06.00S,2022-11-02T23:55:13.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612737,15,13,2022-11-02T23:55:22Z,880000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Young 2 FT),"[1629628, 1629027]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Young,1629027.0
90,PT06M06.00S,2022-11-02T23:55:37.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,15,14,2022-11-02T23:56:02Z,900000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
