actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
36,PT08M48.00S,2023-02-01T01:13:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.02825229960578,48.529411764705884,1610612741,7,5,2023-02-01T01:13:49Z,360000,False,-7.0,126.0,1,right,D. DeRozan 12' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.6,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M29.00S,2023-02-01T01:14:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,32.40801576872536,54.166666666666664,1610612746,7,5,2023-02-01T01:14:07Z,370000,False,-21.0,252.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
38,PT08M26.00S,2023-02-01T01:14:05.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,5,2023-02-01T01:14:07Z,380000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,37.0,4.0,4.0,0.0,,,,,,,,,,
39,PT08M17.00S,2023-02-01T01:14:14.2Z,1,REGULAR,3pt,Jump Shot,[],202696,67.49342969776609,56.86274509803921,1610612741,10,5,2023-02-01T01:14:18Z,390000,False,34.0,253.0,1,right,N. Vucevic 25' 3PT  (5 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.54,Made,5.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
41,PT08M02.00S,2023-02-01T01:14:31.0Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,10,5,2023-02-01T01:14:40Z,410000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202058.0,,,1.0,,,,,,
42,PT07M49.00S,2023-02-01T01:14:55.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,68.54467805519053,62.745098039215684,1610612741,13,5,2023-02-01T01:14:59Z,420000,False,64.0,243.0,1,right,N. Vucevic 25' 3PT  (8 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.14,Made,8.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
44,PT07M49.00S,2023-02-01T01:15:02.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,13,5,2023-02-01T01:15:02Z,440000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M34.00S,2023-02-01T01:18:06.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,31.09395532194481,64.70588235294117,1610612746,13,5,2023-02-01T01:18:14Z,450000,False,-74.0,240.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
46,PT07M31.00S,2023-02-01T01:18:09.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,13,5,2023-02-01T01:18:14Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,45.0,,,,,,,,,,,,,
48,PT07M25.00S,2023-02-01T01:18:26.0Z,1,REGULAR,3pt,Jump Shot,[],202696,94.95729303547962,96.07843137254902,1610612741,16,5,2023-02-01T01:18:48Z,480000,False,230.0,-5.0,1,right,N. Vucevic 3PT  (11 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,23.05,Made,11.0,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,,
307,PT07M10.00S,2023-02-01T01:18:34.7Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,16,5,2023-02-01T02:08:07Z,495000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 202696]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,,,
308,PT07M10.00S,2023-02-01T01:18:34.7Z,1,REGULAR,steal,,[],202696,,,1610612741,16,5,2023-02-01T02:07:39Z,497500,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M49.00S,2023-02-01T01:19:01.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630172,90.3580814717477,21.813725490196077,1610612741,16,5,2023-02-01T02:07:44Z,520000,False,-141.0,38.0,1,right,MISS P. Williams 14' step back Shot,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,14.6,Missed,,,,,,,,,,,,,,,,,,
53,PT06M44.00S,2023-02-01T01:19:06.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,16,5,2023-02-01T01:19:08Z,530000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT06M35.00S,2023-02-01T01:19:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,13.354139290407357,49.754901960784316,1610612746,16,7,2023-02-01T01:19:38Z,540000,False,1.0,73.0,1,left,P. George 7' driving floating Jump Shot (4 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,4.0,,,,,,,,,,,,,,,,,
55,PT06M16.00S,2023-02-01T01:19:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.11760840998686,51.470588235294116,1610612741,18,7,2023-02-01T01:19:41Z,550000,False,7.0,12.0,1,right,D. DeRozan Layup (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,,,,,,,,,,,,,,,,,
57,PT06M02.00S,2023-02-01T01:19:53.7Z,1,REGULAR,substitution,out,[],201942,,,1610612746,18,7,2023-02-01T01:20:06Z,570000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M02.00S,2023-02-01T01:19:53.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,18,7,2023-02-01T01:20:06Z,580000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M02.00S,2023-02-01T01:19:53.7Z,1,REGULAR,substitution,in,[],1629632,,,1610612746,18,7,2023-02-01T01:20:06Z,590000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M02.00S,2023-02-01T01:19:53.7Z,1,REGULAR,substitution,in,[],201587,,,1610612746,18,7,2023-02-01T01:20:06Z,600000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2023-02-01T01:20:09.9Z,1,REGULAR,substitution,out,[],202696,,,1610612746,18,7,2023-02-01T01:20:18Z,610000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M02.00S,2023-02-01T01:20:09.9Z,1,REGULAR,substitution,in,[],1627884,,,1610612746,18,7,2023-02-01T01:20:18Z,620000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M48.00S,2023-02-01T01:20:48.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,5.863994743758213,49.754901960784316,1610612746,18,9,2023-02-01T01:20:52Z,630000,False,1.0,3.0,1,left,K. Leonard DUNK (5 PTS) (L. Kennard 1 AST),"[202695, 1628379]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,0.29,Made,5.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,
66,PT05M22.00S,2023-02-01T01:21:14.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,75.1149802890933,83.33333333333334,1610612741,21,9,2023-02-01T01:21:18Z,650000,False,167.0,181.0,1,right,C. White 24' 3PT  (3 PTS) (Z. LaVine 4 AST),"[1629632, 203897]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.64,Made,3.0,Z. LaVine,203897.0,4.0,,,,,,,,,,,,,,
68,PT05M06.00S,2023-02-01T01:21:29.4Z,1,REGULAR,3pt,Jump Shot,[],202331,5.338370565045992,3.1862745098039214,1610612746,21,12,2023-02-01T01:21:34Z,670000,False,234.0,-2.0,1,left,P. George 3PT  (7 PTS) (K. Leonard 1 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.41,Made,7.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
70,PT05M00.00S,2023-02-01T01:21:41.5Z,1,REGULAR,foul,personal,[],1629611,,,1610612741,21,12,2023-02-01T01:21:46Z,690000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1627884]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202058.0,,,,,,1.0,0.0,Jones Jr.,1627884.0
72,PT05M00.00S,2023-02-01T01:21:46.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612741,21,12,2023-02-01T01:21:50Z,710000,False,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M00.00S,2023-02-01T01:21:46.9Z,1,REGULAR,substitution,in,[],1626181,,,1610612741,21,12,2023-02-01T01:21:50Z,720000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M56.00S,2023-02-01T01:22:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1627884,,,1610612741,21,12,2023-02-01T01:22:14Z,730000,False,,,0,,D. Jones Jr. lost ball out-of-bounds TURNOVER (1 TO),[1627884],1610612741.0,CHI,lost ball,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,,,1.0,,,,,,
75,PT04M43.00S,2023-02-01T01:22:32.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,26.10052562417871,17.15686274509804,1610612746,21,12,2023-02-01T01:22:37Z,740000,False,164.0,193.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
76,PT04M39.00S,2023-02-01T01:22:36.5Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,21,12,2023-02-01T01:22:37Z,750000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,
77,PT04M26.00S,2023-02-01T01:22:51.2Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612741,21,12,2023-02-01T01:23:02Z,760000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1626181, 1630245]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,,,,,,1.0,0.0,Dosunmu,1630245.0
79,PT04M26.00S,2023-02-01T01:23:14.4Z,1,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,22,12,2023-02-01T01:23:14Z,780000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
80,PT04M26.00S,2023-02-01T01:23:29.3Z,1,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,23,12,2023-02-01T01:23:29Z,790000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
81,PT04M15.00S,2023-02-01T01:23:48.2Z,1,REGULAR,foul,offensive,[],202331,,,1610612746,23,12,2023-02-01T01:24:06Z,800000,False,,,0,,P. George offensive FOUL (1 PF),"[202331, 1630245]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,,,,1.0,0.0,Dosunmu,1630245.0
83,PT04M15.00S,2023-02-01T01:23:48.2Z,1,REGULAR,turnover,offensive foul,[],202331,,,1610612746,23,12,2023-02-01T01:23:48Z,820000,False,,,0,,P. George offensive foul TURNOVER (1 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,1.0,,,,,,
84,PT04M15.00S,2023-02-01T01:23:57.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,23,12,2023-02-01T01:24:00Z,830000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M15.00S,2023-02-01T01:23:57.5Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,23,12,2023-02-01T01:24:00Z,840000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M04.00S,2023-02-01T01:24:14.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203897,65.65374507227332,38.970588235294116,1610612741,23,12,2023-02-01T01:24:19Z,850000,False,-55.0,270.0,1,right,MISS Z. LaVine 27' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,27.6,Missed,,,,,,,,,,,,,,,,,,
