actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M58.00S,2022-11-22T01:12:12.4Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,0,0,2022-11-22T01:12:17Z,160000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 203897]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,LaVine,203897.0,,,,,,
17,PT10M58.00S,2022-11-22T01:12:12.4Z,1,REGULAR,steal,,[],203897,,,1610612741,0,0,2022-11-22T01:13:16Z,170000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2022-11-22T01:12:20.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203897,14.668199737187912,50.49019607843137,1610612741,0,0,2022-11-22T01:12:24Z,180000,False,-2.0,85.0,1,left,MISS Z. LaVine 8' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2022-11-22T01:12:22.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2022-11-22T01:12:24Z,190000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M37.00S,2022-11-22T01:12:32.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,33.82352941176471,1610612738,0,3,2022-11-22T01:12:38Z,200000,False,-81.0,253.0,1,right,J. Tatum 26' 3PT step back (3 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.57,Made,,,,,,,,,,,,,3.0,,,,,
21,PT10M24.00S,2022-11-22T01:12:46.3Z,1,REGULAR,3pt,Jump Shot,[],203897,23.209592641261498,86.76470588235294,1610612741,0,3,2022-11-22T01:15:33Z,210000,False,-184.0,166.0,1,left,MISS Z. LaVine 24' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2022-11-22T01:12:49.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,3,2022-11-22T01:12:50Z,220000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT10M12.00S,2022-11-22T01:12:57.8Z,1,REGULAR,2pt,Jump Shot,[],1627759,78.66294349540078,68.62745098039215,1610612738,0,3,2022-11-22T01:13:04Z,230000,False,93.0,148.0,1,right,MISS J. Brown 17' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,17.49,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2022-11-22T01:12:59.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2022-11-22T01:13:04Z,240000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M53.00S,2022-11-22T01:13:17.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,31.225361366622867,41.66666666666667,1610612741,3,3,2022-11-22T01:13:22Z,250000,False,42.0,241.0,1,left,P. Williams 24' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,24.46,Made,,,,,,,,,,,,,3.0,N. Vucevic,202696.0,1.0,,
27,PT09M40.00S,2022-11-22T01:13:29.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,80.14705882352942,1610612738,3,3,2022-11-22T01:13:35Z,270000,False,151.0,215.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2022-11-22T01:13:33.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,3,2022-11-22T01:13:35Z,280000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT09M28.00S,2022-11-22T01:13:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.863994743758213,47.794117647058826,1610612741,5,3,2022-11-22T01:13:45Z,290000,False,11.0,3.0,1,left,D. DeRozan driving Layup (2 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,,,,2.0,,,,,
31,PT09M10.00S,2022-11-22T01:13:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,95.3515111695138,96.32352941176471,1610612738,5,3,2022-11-22T01:14:06Z,310000,False,232.0,-9.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
32,PT09M07.00S,2022-11-22T01:14:03.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,3,2022-11-22T01:14:03Z,320000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,31.0,4.0,4.0,0.0,,,,,,,,,,,,,,
33,PT09M00.00S,2022-11-22T01:14:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.206964520367937,49.754901960784316,1610612741,5,3,2022-11-22T01:14:14Z,330000,False,1.0,-4.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.38,Missed,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2022-11-22T01:14:12.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,3,2022-11-22T01:14:14Z,340000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M54.00S,2022-11-22T01:14:16.1Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,5,3,2022-11-22T01:14:20Z,350000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 201942]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,
36,PT08M54.00S,2022-11-22T01:14:16.1Z,1,REGULAR,steal,,[],201942,,,1610612741,5,3,2022-11-22T01:15:39Z,360000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2022-11-22T01:14:21.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,5.075558475689881,95.83333333333334,1610612741,5,3,2022-11-22T01:14:28Z,370000,False,-229.0,-5.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
38,PT08M46.00S,2022-11-22T01:14:24.2Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,5,3,2022-11-22T01:14:28Z,380000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M45.00S,2022-11-22T01:14:29.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,5,3,2022-11-22T01:14:29Z,390000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2022-11-22T01:17:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,95.6143232588699,96.32352941176471,1610612738,5,3,2022-11-22T01:17:37Z,400000,False,232.0,-11.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
41,PT08M31.00S,2022-11-22T01:17:34.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,3,2022-11-22T01:17:37Z,410000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,40.0,5.0,5.0,0.0,,,,,,,,,,,,,,
42,PT08M24.00S,2022-11-22T01:17:42.7Z,1,REGULAR,3pt,Jump Shot,[],203897,22.946780551905388,86.76470588235294,1610612741,8,3,2022-11-22T01:17:46Z,420000,False,-184.0,163.0,1,left,Z. LaVine 24' 3PT pullup (3 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.58,Made,,,,,,,,,,,,,3.0,,,,,
43,PT08M09.00S,2022-11-22T01:17:57.3Z,1,REGULAR,3pt,Jump Shot,[],201143,68.54467805519053,71.81372549019608,1610612738,8,3,2022-11-22T01:18:03Z,430000,False,109.0,243.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2022-11-22T01:18:00.3Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,8,3,2022-11-22T01:18:03Z,440000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT08M04.00S,2022-11-22T01:18:01.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629684,92.32917214191852,51.71568627450981,1610612738,8,5,2022-11-22T01:18:06Z,450000,False,9.0,20.0,1,right,G. Williams DUNK (2 PTS) (A. Horford 1 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,,,,2.0,A. Horford,201143.0,1.0,,
47,PT07M51.00S,2022-11-22T01:18:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,32.013797634691194,38.72549019607843,1610612741,11,5,2022-11-22T01:18:20Z,470000,False,56.0,248.0,1,left,P. Williams 25' 3PT  (6 PTS) (D. DeRozan 1 AST),"[1630172, 201942]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,25.47,Made,,,,,,,,,,,,,6.0,D. DeRozan,201942.0,1.0,,
49,PT07M36.00S,2022-11-22T01:18:33.7Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612738,11,5,2022-11-22T01:18:41Z,490000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Tatum 2 FT),"[203897, 1628369]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
51,PT07M36.00S,2022-11-22T01:18:57.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,11,6,2022-11-22T01:18:58Z,510000,False,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
52,PT07M36.00S,2022-11-22T01:19:12.5Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,11,7,2022-11-22T01:19:12Z,520000,False,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
53,PT07M15.00S,2022-11-22T01:19:34.3Z,1,REGULAR,2pt,Jump Shot,[],201942,28.86005256241787,39.950980392156865,1610612741,11,7,2022-11-22T01:19:38Z,530000,False,50.0,219.0,1,left,MISS D. DeRozan 22' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,22.45,Missed,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2022-11-22T01:19:36.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,7,2022-11-22T01:19:38Z,540000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
55,PT07M06.00S,2022-11-22T01:19:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,11,7,2022-11-22T01:19:50Z,550000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,2.0,,,,,,,,
56,PT06M54.00S,2022-11-22T01:20:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,6.258212877792378,50.245098039215684,1610612741,11,7,2022-11-22T01:20:07Z,560000,False,-1.0,6.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 201143]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
57,PT06M54.00S,2022-11-22T01:20:02.0Z,1,REGULAR,block,,[],201143,,,1610612741,11,7,2022-11-22T01:20:05Z,570000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M49.00S,2022-11-22T01:20:07.0Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,11,7,2022-11-22T01:20:07Z,580000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:0),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT06M47.00S,2022-11-22T01:20:08.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,19.267411300919843,27.941176470588236,1610612741,13,7,2022-11-22T01:23:23Z,590000,False,110.0,129.0,1,left,D. DeRozan 16' pullup Jump Shot (4 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,16.94,Made,,,,,,,,,,,,,4.0,Z. LaVine,203897.0,1.0,,
61,PT06M38.00S,2022-11-22T01:20:17.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,96.7969776609724,4.901960784313726,1610612738,13,10,2022-11-22T01:20:21Z,610000,False,-225.0,-22.0,1,right,J. Tatum 3PT  (8 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,22.66,Made,,,,,,,,,,,,,8.0,G. Williams,1629684.0,1.0,,
63,PT06M23.00S,2022-11-22T01:20:33.3Z,1,REGULAR,2pt,Jump Shot,[],201942,26.363337713534822,64.95098039215686,1610612741,13,10,2022-11-22T01:20:36Z,630000,False,-75.0,195.0,1,left,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,20.91,Missed,,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2022-11-22T01:20:35.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,13,10,2022-11-22T01:20:36Z,640000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT06M15.00S,2022-11-22T01:20:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,68.15045992115637,68.62745098039215,1610612738,13,10,2022-11-22T01:20:46Z,650000,False,93.0,247.0,1,right,MISS J. Tatum 26' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2022-11-22T01:20:41.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,13,10,2022-11-22T01:20:46Z,660000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M56.00S,2022-11-22T01:20:59.1Z,1,REGULAR,2pt,Jump Shot,[],202696,5.206964520367937,75.24509803921569,1610612741,15,10,2022-11-22T01:26:55Z,670000,False,-126.0,-4.0,1,left,N. Vucevic 12' turnaround fadeaway Jump Shot (2 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,12.63,Made,,,,,,,,,,,,,2.0,,,,,
68,PT05M45.00S,2022-11-22T01:21:12.9Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,15,10,2022-11-22T01:21:21Z,680000,False,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,,,,,2.0,,,,,,,,
69,PT05M45.00S,2022-11-22T01:21:22.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,15,10,2022-11-22T01:21:22Z,690000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,out,[],203897,,,1610612741,15,10,2022-11-22T01:24:05Z,700000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,15,10,2022-11-22T01:24:05Z,710000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612741,15,10,2022-11-22T01:24:05Z,720000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,15,10,2022-11-22T01:24:05Z,730000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,15,10,2022-11-22T01:24:05Z,740000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2022-11-22T01:23:36.6Z,1,REGULAR,substitution,in,[],1627763,,,1610612741,15,10,2022-11-22T01:24:05Z,750000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2022-11-22T01:24:33.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627936,17.821944809461236,45.34313725490196,1610612741,15,10,2022-11-22T01:24:42Z,760000,False,23.0,115.0,1,left,MISS A. Caruso 11' pullup Shot,[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2022-11-22T01:24:34.4Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,15,10,2022-11-22T01:24:43Z,770000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT05M20.00S,2022-11-22T01:24:52.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,15,10,2022-11-22T01:24:58Z,780000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,,,,,,,,,,,,,
79,PT05M06.00S,2022-11-22T01:25:15.0Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,15,10,2022-11-22T01:25:20Z,790000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1627936]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,,
