actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M20.00S,2023-02-05T01:14:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,84.31340341655716,40.68627450980392,1610612757,2,3,2023-02-05T01:14:34Z,170000,False,-47.0,95.0,1,right,MISS D. Eubanks 10' floating Shot,[1629234],1610612757.0,POR,floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,10.58,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2023-02-05T01:14:30.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,3,2023-02-05T01:14:34Z,180000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,,,,,2.0,2.0,0.0,,,,,,,,,,
19,PT10M10.00S,2023-02-05T01:14:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,14.011169513797633,51.9607843137255,1610612741,2,3,2023-02-05T01:16:49Z,190000,False,-10.0,79.0,1,left,MISS N. Vucevic 7' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M06.00S,2023-02-05T01:14:43.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,2,3,2023-02-05T01:15:05Z,200000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,,,,,3.0,2.0,1.0,,,,,,,,,,
21,PT10M05.00S,2023-02-05T01:14:44.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,31.750985545335087,74.50980392156863,1610612741,5,3,2023-02-05T01:14:48Z,210000,False,-123.0,246.0,1,left,Z. LaVine 27' 3PT  (3 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.48,Made,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,
23,PT09M43.00S,2023-02-05T01:15:06.3Z,1,REGULAR,2pt,Jump Shot,[],1629014,77.61169513797634,68.87254901960785,1610612757,5,5,2023-02-05T01:15:12Z,230000,False,94.0,158.0,1,right,A. Simons 18' step back Jump Shot (2 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,18.41,Made,,2.0,,,,,,,,,,,,,,,,
24,PT09M17.00S,2023-02-05T01:15:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630172,28.465834428383708,77.45098039215686,1610612741,5,5,2023-02-05T01:15:39Z,240000,False,-137.0,215.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
25,PT09M15.00S,2023-02-05T01:15:34.4Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,5,5,2023-02-05T01:15:39Z,250000,False,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,24.0,,,,,2.0,2.0,0.0,,,,,,,,,,
26,PT09M05.00S,2023-02-05T01:15:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.77463863337714,49.754901960784316,1610612757,5,7,2023-02-05T01:15:49Z,260000,False,-1.0,6.0,1,right,D. Lillard driving Layup (5 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.61,Made,,5.0,,,,,,,,,,,,,,,,
27,PT08M52.00S,2023-02-05T01:15:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,6.652431011826544,48.77450980392157,1610612741,7,7,2023-02-05T01:16:03Z,270000,False,6.0,10.0,1,left,P. Williams Layup (2 PTS) (N. Vucevic 2 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.17,Made,,2.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,
30,PT08M32.00S,2023-02-05T01:16:17.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,86.02168199737189,51.71568627450981,1610612757,7,7,2023-02-05T01:16:23Z,290000,False,9.0,79.0,1,right,MISS D. Eubanks 7' Hook,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
31,PT08M30.00S,2023-02-05T01:16:19.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,7,2023-02-05T01:16:23Z,300000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,,,,,4.0,3.0,1.0,,,,,,,,,,
32,PT08M19.00S,2023-02-05T01:16:30.1Z,1,REGULAR,2pt,Jump Shot,[],201942,13.61695137976347,24.264705882352942,1610612741,7,7,2023-02-05T01:16:34Z,310000,False,129.0,75.0,1,left,MISS D. DeRozan 14' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,14.92,Missed,,,,,,,,,,,,,,,,,,
33,PT08M17.00S,2023-02-05T01:16:32.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,7,7,2023-02-05T01:16:34Z,320000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,32.0,,,,,1.0,1.0,0.0,,,,,,,,,,
35,PT08M11.00S,2023-02-05T01:16:47.5Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612757,7,7,2023-02-05T01:16:53Z,340000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Hart 2 FT),"[203897, 1628404]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Hart,1628404.0,,,,,
37,PT08M11.00S,2023-02-05T01:17:07.1Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,7,7,2023-02-05T01:17:07Z,360000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT08M11.00S,2023-02-05T01:17:07.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,7,7,2023-02-05T01:17:07Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
39,PT08M11.00S,2023-02-05T01:17:24.6Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,7,8,2023-02-05T01:17:24Z,380000,False,,,0,,J. Hart Free Throw 2 of 2 (1 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
40,PT08M01.00S,2023-02-05T01:17:36.0Z,1,REGULAR,3pt,Jump Shot,[],203897,32.933639947437584,52.69607843137255,1610612741,10,8,2023-02-05T01:17:41Z,390000,False,-13.0,257.0,1,left,Z. LaVine 25' 3PT  (6 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,25.75,Made,,6.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,
42,PT07M44.00S,2023-02-05T01:17:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,87.86136662286465,95.83333333333334,1610612757,10,8,2023-02-05T01:18:00Z,410000,False,229.0,62.0,1,right,MISS J. Hart 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
43,PT07M40.00S,2023-02-05T01:17:56.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,8,2023-02-05T01:18:00Z,420000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,42.0,,,,,5.0,4.0,1.0,,,,,,,,,,
44,PT07M38.00S,2023-02-05T01:17:58.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,31.61957950065703,28.186274509803923,1610612741,10,8,2023-02-05T01:20:45Z,430000,False,109.0,245.0,1,left,MISS Z. LaVine 26' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2023-02-05T01:18:01.2Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,10,8,2023-02-05T01:18:05Z,440000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,44.0,,,,,1.0,1.0,0.0,,,,,,,,,,
46,PT07M20.00S,2023-02-05T01:18:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.1688567674113,52.94117647058824,1610612757,10,10,2023-02-05T01:18:21Z,450000,False,15.0,2.0,1,right,J. Hart driving Layup (3 PTS),[1628404],1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.49,Made,,3.0,,,,,,,,,,,,,,,,
47,PT07M09.00S,2023-02-05T01:18:27.5Z,1,REGULAR,2pt,Jump Shot,[],202696,8.886333771353483,26.225490196078432,1610612741,12,10,2023-02-05T01:18:32Z,460000,False,119.0,31.0,1,left,N. Vucevic 12' floating Jump Shot (2 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,12.29,Made,,2.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
49,PT06M57.00S,2023-02-05T01:18:42.0Z,1,REGULAR,foul,personal,[],1630245,,,1610612757,12,10,2023-02-05T01:18:49Z,480000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 203081]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,1.0,0.0,Lillard,203081.0,,,,,
51,PT06M57.00S,2023-02-05T01:19:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,12,10,2023-02-05T01:19:00Z,500000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M49.00S,2023-02-05T01:21:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.11760840998686,49.01960784313725,1610612757,12,12,2023-02-05T01:21:55Z,510000,False,-5.0,12.0,1,right,J. Grant driving Layup (2 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.31,Made,,2.0,,,,,,,,,,,,,,,,
53,PT06M42.00S,2023-02-05T01:21:56.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,5.469776609724048,51.71568627450981,1610612741,14,12,2023-02-05T01:22:03Z,520000,False,-9.0,-1.0,1,left,P. Williams alley-oop DUNK (4 PTS) (A. Dosunmu 3 AST),"[1630172, 1630245]",1610612741.0,CHI,alley-oop,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,0.87,Made,,4.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,
55,PT06M22.00S,2023-02-05T01:22:16.1Z,1,REGULAR,2pt,Jump Shot,[],203924,77.61169513797634,34.55882352941176,1610612757,14,12,2023-02-05T01:22:20Z,540000,False,-77.0,158.0,1,right,MISS J. Grant 17' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,17.59,Missed,,,,,,,,,,,,,,,,,,
56,PT06M19.00S,2023-02-05T01:22:19.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,14,12,2023-02-05T01:22:20Z,550000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,55.0,,,,,1.0,1.0,0.0,,,,,,,,,,
58,PT06M03.00S,2023-02-05T01:22:44.2Z,1,REGULAR,substitution,out,[],203081,,,1610612741,14,12,2023-02-05T01:22:49Z,570000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M03.00S,2023-02-05T01:22:44.2Z,1,REGULAR,substitution,in,[],1631101,,,1610612741,14,12,2023-02-05T01:22:49Z,580000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M00.00S,2023-02-05T01:22:59.2Z,1,REGULAR,2pt,Jump Shot,[],203897,11.383048620236531,18.627450980392158,1610612741,16,12,2023-02-05T01:24:10Z,590000,False,157.0,55.0,1,left,Z. LaVine 16' step back Jump Shot (8 PTS) (D. DeRozan 2 AST),"[203897, 201942]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right,16.61,Made,,8.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,
62,PT05M40.00S,2023-02-05T01:23:19.0Z,1,REGULAR,3pt,Jump Shot,[],1628404,90.75229960578186,3.9215686274509802,1610612757,16,12,2023-02-05T01:23:23Z,610000,False,-230.0,34.0,1,right,MISS J. Hart 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
63,PT05M38.00S,2023-02-05T01:23:21.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,16,12,2023-02-05T01:23:23Z,620000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,62.0,,,,,1.0,1.0,0.0,,,,,,,,,,
64,PT05M34.00S,2023-02-05T01:23:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,7.5722733245729295,49.01960784313725,1610612741,18,12,2023-02-05T01:23:34Z,630000,False,5.0,19.0,1,left,D. DeRozan running reverse Layup (2 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,running reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.93,Made,,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,
66,PT05M10.00S,2023-02-05T01:23:49.1Z,1,REGULAR,3pt,Jump Shot,[],1631101,75.1149802890933,86.02941176470588,1610612757,18,12,2023-02-05T01:23:55Z,650000,False,180.0,181.0,1,right,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
67,PT05M08.00S,2023-02-05T01:23:51.1Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,18,12,2023-02-05T01:23:55Z,660000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,66.0,,,,,1.0,1.0,0.0,,,,,,,,,,
68,PT05M01.00S,2023-02-05T01:23:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,14.011169513797633,43.627450980392155,1610612741,20,12,2023-02-05T01:24:03Z,670000,False,32.0,79.0,1,left,Z. LaVine 8' turnaround fadeaway Jump Shot (10 PTS),[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,10.0,,,,,,,,,,,,,,,,
69,PT04M41.00S,2023-02-05T01:24:19.1Z,1,REGULAR,2pt,Hook,[],1629234,92.9862023653088,66.91176470588235,1610612757,20,14,2023-02-05T01:24:24Z,680000,False,85.0,13.0,1,right,D. Eubanks 8' Hook (2 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Right,8.57,Made,,2.0,,,,,,,,,,,,,,,,
70,PT04M30.00S,2023-02-05T01:24:28.9Z,1,REGULAR,3pt,Jump Shot,[],202696,32.670827858081466,40.931372549019606,1610612741,20,14,2023-02-05T01:24:33Z,690000,False,45.0,255.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
71,PT04M28.00S,2023-02-05T01:24:30.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,20,14,2023-02-05T01:24:33Z,700000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,70.0,,,,,2.0,2.0,0.0,,,,,,,,,,
73,PT04M20.00S,2023-02-05T01:24:48.6Z,1,REGULAR,foul,personal,[],203897,,,1610612757,20,14,2023-02-05T01:27:23Z,720000,False,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 203924]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,2.0,0.0,Grant,203924.0,,,,,
75,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,out,[],202696,,,1610612757,20,14,2023-02-05T01:25:13Z,740000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,out,[],201942,,,1610612757,20,14,2023-02-05T01:25:13Z,750000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,20,14,2023-02-05T01:25:13Z,760000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,in,[],1629632,,,1610612757,20,14,2023-02-05T01:25:13Z,770000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,in,[],203083,,,1610612757,20,14,2023-02-05T01:25:13Z,780000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M20.00S,2023-02-05T01:25:00.0Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,20,14,2023-02-05T01:25:13Z,790000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M16.00S,2023-02-05T01:25:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,92.59198423127464,48.77450980392157,1610612757,20,16,2023-02-05T01:29:03Z,800000,False,-6.0,17.0,1,right,J. Grant pullup Jump Shot (4 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.82,Made,,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,
83,PT04M16.00S,2023-02-05T01:25:32.2Z,1,REGULAR,foul,personal,['1freethrow'],203083,,,1610612757,20,16,2023-02-05T01:25:39Z,820000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Grant 1 FT),"[203083, 203924]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Grant,203924.0,,,,,
85,PT04M16.00S,2023-02-05T01:25:52.9Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,20,17,2023-02-05T01:25:52Z,840000,False,,,0,,J. Grant Free Throw 1 of 1 (5 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
86,PT04M01.00S,2023-02-05T01:26:13.6Z,1,REGULAR,foul,offensive,[],1630172,,,1610612741,20,17,2023-02-05T01:26:23Z,850000,False,,,0,,P. Williams offensive FOUL (1 PF),"[1630172, 1628404]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1198.0,1.0,0.0,Hart,1628404.0,,,,,
88,PT04M01.00S,2023-02-05T01:26:13.6Z,1,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,20,17,2023-02-05T01:26:13Z,870000,False,,,0,,P. Williams offensive foul TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1198.0,,,,,1.0,,,,
89,PT04M01.00S,2023-02-05T01:26:21.8Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,20,17,2023-02-05T01:26:25Z,880000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M01.00S,2023-02-05T01:26:21.8Z,1,REGULAR,substitution,in,[],1627780,,,1610612757,20,17,2023-02-05T01:26:25Z,890000,False,,,0,,SUB in: G. Payton II,[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
