actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
266,PT03M40.00S,2023-03-05T21:32:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.1268068331143235,47.30392156862745,1610612741,51,58,2023-03-05T21:32:18Z,2600000,False,13.0,5.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1626167]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.44,Missed,Turner,1626167.0,,,,,,,,,,,,,
267,PT03M40.00S,2023-03-05T21:32:02.9Z,2,REGULAR,block,,[],1626167,,,1610612741,51,58,2023-03-05T21:32:05Z,2610000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT03M37.00S,2023-03-05T21:32:05.9Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,51,58,2023-03-05T21:32:18Z,2620000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,266.0,2.0,1.0,1.0,,,,,,,,,
269,PT03M34.00S,2023-03-05T21:32:08.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626167,93.24901445466492,50.49019607843137,1610612754,51,60,2023-03-05T21:42:47Z,2630000,False,2.0,11.0,1,right,M. Turner running finger roll Layup (6 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,running finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,,,,6.0,,,,,T. Haliburton,1630169.0,3.0
271,PT03M13.00S,2023-03-05T21:32:28.4Z,2,REGULAR,3pt,Jump Shot,[],203897,31.488173455978973,65.44117647058823,1610612741,54,60,2023-03-05T21:43:18Z,2650000,False,-77.0,243.0,1,left,Z. LaVine 25' 3PT step back (18 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,25.54,Made,,,,,,,,18.0,,,,,,,
272,PT02M56.00S,2023-03-05T21:32:48.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612754,54,60,2023-03-05T21:32:54Z,2660000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Mathurin 2 FT),"[1627936, 1631097]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,2.0,0.0,Mathurin,1631097.0,,,
274,PT02M56.00S,2023-03-05T21:33:11.7Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,54,61,2023-03-05T21:33:11Z,2680000,False,,,0,,B. Mathurin Free Throw 1 of 2 (12 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,12.0,,,,,,,
275,PT02M56.00S,2023-03-05T21:33:29.9Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,54,62,2023-03-05T21:33:29Z,2690000,False,,,0,,B. Mathurin Free Throw 2 of 2 (13 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,13.0,,,,,,,
276,PT02M41.00S,2023-03-05T21:33:50.7Z,2,REGULAR,2pt,Jump Shot,[],203897,23.078186596583443,48.77450980392157,1610612741,56,62,2023-03-05T21:33:55Z,2700000,False,6.0,164.0,1,left,Z. LaVine 16' step back Jump Shot (20 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,16.45,Made,,,,,,,,20.0,,,,,,,
277,PT02M18.00S,2023-03-05T21:34:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,86.94152431011827,56.372549019607845,1610612754,56,64,2023-03-05T21:34:19Z,2710000,False,32.0,70.0,1,right,M. Turner 7' turnaround fadeaway Jump Shot (8 PTS) (B. Mathurin 1 AST),"[1626167, 1631097]",1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,7.71,Made,,,,,,,,8.0,,,,,B. Mathurin,1631097.0,1.0
279,PT02M06.00S,2023-03-05T21:34:27.9Z,2,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612741,56,64,2023-03-05T21:34:54Z,2730000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (LaVine 2 FT),"[1629614, 203897]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,2.0,0.0,LaVine,203897.0,,,
281,PT02M06.00S,2023-03-05T21:34:55.1Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,57,64,2023-03-05T21:34:55Z,2750000,False,,,0,,Z. LaVine Free Throw 1 of 2 (21 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,21.0,,,,,,,
282,PT02M06.00S,2023-03-05T21:35:07.9Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,58,64,2023-03-05T21:35:07Z,2760000,False,,,0,,Z. LaVine Free Throw 2 of 2 (22 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,22.0,,,,,,,
283,PT01M54.00S,2023-03-05T21:35:20.6Z,2,REGULAR,3pt,Jump Shot,[],1629052,75.1149802890933,13.970588235294118,1610612754,58,64,2023-03-05T21:35:29Z,2770000,False,-180.0,181.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,25.56,Missed,,,,,,,,,,,,,,,
284,PT01M52.00S,2023-03-05T21:35:22.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,58,64,2023-03-05T21:35:29Z,2780000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,283.0,,,,,,,,,,,,
286,PT01M37.00S,2023-03-05T21:35:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.1268068331143235,45.83333333333333,1610612741,60,64,2023-03-05T21:45:08Z,2800000,False,21.0,5.0,1,left,Z. LaVine driving reverse Layup (24 PTS),[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,2.14,Made,,,,,,,,24.0,,,,,,,
287,PT01M27.00S,2023-03-05T21:35:53.4Z,2,REGULAR,3pt,Jump Shot,[],1631097,96.13994743758212,96.32352941176471,1610612754,60,64,2023-03-05T21:35:58Z,2810000,False,232.0,-16.0,1,right,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,23.22,Missed,,,,,,,,,,,,,,,
288,PT01M25.00S,2023-03-05T21:35:55.4Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,60,64,2023-03-05T21:35:58Z,2820000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,287.0,1.0,1.0,0.0,,,,,,,,,
289,PT01M12.00S,2023-03-05T21:36:09.3Z,2,REGULAR,3pt,Jump Shot,[],203897,31.09395532194481,60.049019607843135,1610612741,60,64,2023-03-05T21:36:15Z,2830000,False,-50.0,240.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,24.5,Missed,,,,,,,,,,,,,,,
290,PT01M10.00S,2023-03-05T21:36:11.3Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,60,64,2023-03-05T21:36:15Z,2840000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,289.0,3.0,2.0,1.0,,,,,,,,,
291,PT00M58.50S,2023-03-05T21:36:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.51182654402102,54.90196078431373,1610612754,60,64,2023-03-05T21:36:29Z,2850000,False,25.0,8.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,2.59,Missed,,,,,,,,,,,,,,,
293,PT00M55.80S,2023-03-05T21:36:26.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,60,64,2023-03-05T21:36:29Z,2870000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,,,
294,PT00M55.80S,2023-03-05T21:36:27.5Z,2,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,60,64,2023-03-05T21:36:38Z,2880000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (3 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,3.0,,,,,,,,,,,1627541.0,,,,,,,,
295,PT00M34.30S,2023-03-05T21:36:59.2Z,2,REGULAR,turnover,bad pass,[],1631097,,,1610612754,60,64,2023-03-05T21:38:48Z,2890000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1627936]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,1.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,
296,PT00M34.30S,2023-03-05T21:36:59.2Z,2,REGULAR,steal,,[],1627936,,,1610612741,60,64,2023-03-05T21:37:01Z,2900000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
297,PT00M28.70S,2023-03-05T21:37:04.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627936,8.886333771353483,4.411764705882353,1610612741,60,64,2023-03-05T21:46:30Z,2910000,False,228.0,31.0,1,left,MISS A. Caruso running 3PT,[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,23.0,Missed,,,,,,,,,,,,,,,
298,PT00M23.50S,2023-03-05T21:37:10.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,60,64,2023-03-05T21:37:15Z,2920000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,
299,PT00M02.20S,2023-03-05T21:37:31.1Z,2,REGULAR,3pt,Jump Shot,[],1629052,65.52233902759527,23.284313725490197,1610612754,60,67,2023-03-05T21:37:38Z,2930000,False,-134.0,272.0,1,right,O. Brissett 30' 3PT  (5 PTS) (T. Haliburton 4 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,30.27,Made,,,,,,,,5.0,,,,,T. Haliburton,1630169.0,4.0
301,PT00M01.00S,2023-03-05T21:37:43.0Z,2,REGULAR,turnover,lost ball,[],201976,,,1610612741,60,67,2023-03-05T21:37:50Z,2950000,False,,,0,,P. Beverley lost ball TURNOVER (2 TO),"[201976, 1631097]",1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,2.0,Mathurin,1631097.0,,,,,,,,,,,,,,,,,
302,PT00M01.00S,2023-03-05T21:37:43.0Z,2,REGULAR,steal,,[],1631097,,,1610612754,60,67,2023-03-05T21:37:45Z,2960000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
303,PT00M00.00S,2023-03-05T21:37:46.8Z,2,REGULAR,period,end,[],0,,,1610612754,60,67,2023-03-05T21:37:46Z,2970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2023-03-05T21:52:41.5Z,3,REGULAR,substitution,out,['startperiod'],1631097,,,1610612754,60,67,2023-03-05T21:52:53Z,2980000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-03-05T21:52:41.5Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,60,67,2023-03-05T21:52:53Z,2990000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-03-05T21:52:41.5Z,3,REGULAR,substitution,in,['startperiod'],1629670,,,1610612754,60,67,2023-03-05T21:52:53Z,3000000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-03-05T21:52:41.5Z,3,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,60,67,2023-03-05T21:52:53Z,3010000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-03-05T21:52:58.1Z,3,REGULAR,period,start,[],0,,,1610612741,60,67,2023-03-05T21:52:58Z,3020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT11M49.00S,2023-03-05T21:53:15.4Z,3,REGULAR,foul,personal,[],1629670,,,1610612741,60,67,2023-03-05T21:56:24Z,3030000,False,,,0,,J. Nwora personal FOUL (1 PF),"[1629670, 201942]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1146.0,,1.0,0.0,DeRozan,201942.0,,,
311,PT11M40.00S,2023-03-05T21:53:34.6Z,3,REGULAR,3pt,Jump Shot,[],201976,70.12155059132719,21.568627450980394,1610612741,63,67,2023-03-05T21:53:39Z,3050000,False,-142.0,228.0,1,right,P. Beverley 26' 3PT  (5 PTS) (N. Vucevic 3 AST),"[201976, 202696]",1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,26.9,Made,,,,,,,,5.0,,,,,N. Vucevic,202696.0,3.0
313,PT11M26.00S,2023-03-05T21:53:48.7Z,3,REGULAR,3pt,Jump Shot,[],1629614,28.597240473061763,78.67647058823529,1610612754,63,67,2023-03-05T21:53:54Z,3070000,False,-143.0,216.0,1,left,MISS A. Nembhard 25' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,25.95,Missed,,,,,,,,,,,,,,,
314,PT11M22.00S,2023-03-05T21:53:52.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,63,67,2023-03-05T21:53:54Z,3080000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,313.0,5.0,5.0,0.0,,,,,,,,,
315,PT11M07.00S,2023-03-05T21:54:08.1Z,3,REGULAR,3pt,Jump Shot,[],201942,68.15045992115637,32.59803921568628,1610612741,63,67,2023-03-05T21:54:21Z,3090000,False,-87.0,247.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,26.18,Missed,,,,,,,,,,,,,,,
316,PT11M00.00S,2023-03-05T21:54:14.7Z,3,REGULAR,rebound,offensive,[],1627936,,,1610612741,63,67,2023-03-05T21:54:14Z,3100000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,315.0,2.0,1.0,1.0,,,,,,,,,
317,PT10M51.00S,2023-03-05T21:54:24.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201942,75.50919842312747,49.754901960784316,1610612741,63,67,2023-03-05T21:54:30Z,3110000,False,-1.0,178.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,17.77,Missed,,,,,,,,,,,,,,,
318,PT10M47.00S,2023-03-05T21:54:28.6Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,63,67,2023-03-05T21:54:30Z,3120000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,317.0,1.0,1.0,0.0,,,,,,,,,
319,PT10M47.00S,2023-03-05T21:54:35.9Z,3,REGULAR,foul,personal,[],201942,,,1610612754,63,67,2023-03-05T21:55:58Z,3130000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1629670]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1627541.0,,2.0,0.0,Nwora,1629670.0,,,
321,PT10M40.00S,2023-03-05T21:55:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,6.1268068331143235,46.81372549019608,1610612754,63,69,2023-03-05T21:55:35Z,3150000,False,16.0,5.0,1,left,J. Nwora driving Layup (5 PTS),[1629670],1610612754.0,IND,driving,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,1.67,Made,,,,,,,,5.0,,,,,,,
322,PT10M40.00S,2023-03-05T21:55:28.5Z,3,REGULAR,foul,personal,['1freethrow'],201976,,,1610612754,63,69,2023-03-05T21:55:34Z,3160000,False,,,0,,P. Beverley shooting personal FOUL (2 PF) (Nwora 1 FT),"[201976, 1629670]",1610612741.0,CHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,2.0,0.0,Nwora,1629670.0,,,
324,PT10M40.00S,2023-03-05T21:55:47.8Z,3,REGULAR,freethrow,1 of 1,[],1629670,,,1610612754,63,70,2023-03-05T21:55:47Z,3180000,False,,,0,,J. Nwora Free Throw 1 of 1 (6 PTS),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
325,PT10M21.00S,2023-03-05T21:56:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612741,63,70,2023-03-05T21:56:17Z,3190000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Caruso 2 FT),"[1626167, 1627936]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627541.0,,1.0,0.0,Caruso,1627936.0,,,
327,PT10M21.00S,2023-03-05T21:56:41.6Z,3,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,64,70,2023-03-05T21:56:41Z,3210000,False,,,0,,A. Caruso Free Throw 1 of 2 (9 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
328,PT10M21.00S,2023-03-05T21:56:49.5Z,3,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,65,70,2023-03-05T21:56:49Z,3220000,False,,,0,,A. Caruso Free Throw 2 of 2 (10 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,,10.0,,,,,,,
329,PT09M59.00S,2023-03-05T21:57:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,20.105124835742444,42.39047181372549,1610612754,65,72,2023-03-05T21:57:46Z,3230000,False,38.0,136.0,1,left,M. Turner 14' Jump Shot (10 PTS) (T. Haliburton 5 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,14.17,Made,,,,,,,,10.0,,,,,T. Haliburton,1630169.0,5.0
331,PT09M47.00S,2023-03-05T21:57:23.7Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,65,72,2023-03-05T21:59:22Z,3250000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1629614]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,2.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
332,PT09M47.00S,2023-03-05T21:57:23.7Z,3,REGULAR,steal,,[],1629614,,,1610612754,65,72,2023-03-05T21:57:25Z,3260000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
333,PT09M40.00S,2023-03-05T21:57:30.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,9.543363994743759,5.392156862745098,1610612754,65,72,2023-03-05T21:57:38Z,3270000,False,223.0,37.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,22.61,Missed,,,,,,,,,,,,,,,
334,PT09M37.00S,2023-03-05T21:57:33.8Z,3,REGULAR,rebound,defensive,[],201976,,,1610612741,65,72,2023-03-05T21:57:38Z,3280000,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,,,,,,333.0,3.0,3.0,0.0,,,,,,,,,
335,PT09M29.00S,2023-03-05T21:57:47.1Z,3,REGULAR,foul,personal,[],1629670,,,1610612741,65,72,2023-03-05T21:57:54Z,3290000,False,,,0,,J. Nwora personal FOUL (2 PF),"[1629670, 201976]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1626301.0,,2.0,0.0,Beverley,201976.0,,,
338,PT09M23.00S,2023-03-05T22:00:04.0Z,3,REGULAR,2pt,Jump Shot,[],201942,78.13731931668858,29.901960784313726,1610612741,67,72,2023-03-05T22:00:08Z,3320000,False,-100.0,153.0,1,right,D. DeRozan 18' pullup Jump Shot (13 PTS) (P. Beverley 1 AST),"[201942, 201976]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,18.31,Made,,,,,,,,13.0,,,,,P. Beverley,201976.0,1.0
340,PT09M11.00S,2023-03-05T22:00:19.6Z,3,REGULAR,foul,personal,['2freethrow'],201942,,,1610612754,67,72,2023-03-05T22:00:25Z,3340000,False,,,0,,D. DeRozan shooting personal FOUL (3 PF) (Nwora 2 FT),"[201942, 1629670]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627541.0,,3.0,0.0,Nwora,1629670.0,,,
342,PT09M11.00S,2023-03-05T22:00:40.9Z,3,REGULAR,freethrow,1 of 2,[],1629670,,,1610612754,67,72,2023-03-05T22:00:40Z,3360000,False,,,0,,MISS J. Nwora Free Throw 1 of 2,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
343,PT09M11.00S,2023-03-05T22:00:40.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,67,72,2023-03-05T22:00:40Z,3370000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,
344,PT09M11.00S,2023-03-05T22:00:55.1Z,3,REGULAR,freethrow,2 of 2,[],1629670,,,1610612754,67,73,2023-03-05T22:00:55Z,3380000,False,,,0,,J. Nwora Free Throw 2 of 2 (7 PTS),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,Made,,,,,,,,7.0,,,,,,,
345,PT08M54.00S,2023-03-05T22:01:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.59198423127464,45.83333333333333,1610612741,69,73,2023-03-05T22:02:15Z,3390000,False,-21.0,17.0,1,right,N. Vucevic driving Layup (10 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,2.69,Made,,,,,,,,10.0,,,,,,,
346,PT08M44.00S,2023-03-05T22:01:24.4Z,3,REGULAR,3pt,Jump Shot,[],1626167,29.25427069645204,16.666666666666664,1610612754,69,73,2023-03-05T22:01:30Z,3400000,False,167.0,222.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,27.8,Missed,,,,,,,,,,,,,,,
347,PT08M40.00S,2023-03-05T22:01:28.4Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,69,73,2023-03-05T22:01:30Z,3410000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,346.0,6.0,6.0,0.0,,,,,,,,,
348,PT08M24.00S,2023-03-05T22:01:44.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.24901445466492,54.90196078431373,1610612741,71,73,2023-03-05T22:01:49Z,3420000,False,25.0,11.0,1,right,N. Vucevic Layup (12 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,2.69,Made,,,,,,,,12.0,,,,,,,
349,PT08M24.00S,2023-03-05T22:01:48.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,71,73,2023-03-05T22:01:48Z,3430000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT08M03.00S,2023-03-05T22:05:01.2Z,3,REGULAR,2pt,Jump Shot,[],1626167,6.176084099868594,25.02297794117647,1610612754,71,75,2023-03-05T22:05:14Z,3440000,False,125.0,6.0,1,left,M. Turner 12' fadeaway Jump Shot (12 PTS),[1626167],1610612754.0,IND,fadeaway,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,12.5,Made,,,,,,,,12.0,,,,,,,
