actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
374,PT06M52.00S,2023-03-18T01:25:52.7Z,3,REGULAR,3pt,Jump Shot,[],1627752,33.98488830486202,45.83333333333333,1610612750,70,68,2023-03-18T01:25:57Z,3660000,False,21.0,267.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,,,26.78,Missed,,,,,,,,,,
375,PT06M50.00S,2023-03-18T01:25:54.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,70,68,2023-03-18T01:25:57Z,3670000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,374.0,4.0,3.0,1.0,,
376,PT06M37.00S,2023-03-18T01:26:11.2Z,3,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,70,68,2023-03-18T01:26:27Z,3680000,False,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1627962.0,,,,,2.0,,,,,,,,,,,,,,
377,PT06M37.00S,2023-03-18T01:26:17.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,70,68,2023-03-18T01:26:17Z,3690000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M37.00S,2023-03-18T01:28:58.1Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,70,68,2023-03-18T01:29:18Z,3710000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M37.00S,2023-03-18T01:28:58.1Z,3,REGULAR,substitution,out,[],1627752,,,1610612750,70,68,2023-03-18T01:29:27Z,3720000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M17.00S,2023-03-18T01:29:29.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,6.044678055190539,47.22349877450981,1610612750,70,70,2023-03-18T01:29:38Z,3730000,False,14.0,4.0,1,left,N. Reid finger roll Layup (4 PTS) (M. Conley 3 AST),"[1629675, 201144]",1610612750.0,MIN,finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,1.45,Made,4.0,M. Conley,201144.0,3.0,,,,,,
383,PT06M06.00S,2023-03-18T01:29:41.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,93.38042049934296,46.568627450980394,1610612741,72,70,2023-03-18T01:29:46Z,3750000,False,-17.0,10.0,1,right,Z. LaVine driving floating bank Jump Shot (16 PTS),[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,1.97,Made,16.0,,,,,,,,,
384,PT05M48.00S,2023-03-18T01:29:59.0Z,3,REGULAR,3pt,Jump Shot,[],1629675,32.933639947437584,50.245098039215684,1610612750,72,70,2023-03-18T01:30:04Z,3760000,False,-1.0,257.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,25.71,Missed,,,,,,,,,,
385,PT05M45.00S,2023-03-18T01:30:02.0Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,72,70,2023-03-18T01:30:04Z,3770000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,384.0,3.0,3.0,0.0,,
386,PT05M35.00S,2023-03-18T01:30:12.2Z,3,REGULAR,2pt,Jump Shot,[],201942,74.85216819973719,36.51960784313725,1610612741,74,70,2023-03-18T01:30:15Z,3780000,False,-67.0,184.0,1,right,D. DeRozan 19' pullup Jump Shot (26 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,19.59,Made,26.0,,,,,,,,,
387,PT05M14.00S,2023-03-18T01:30:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.652431011826544,54.65686274509803,1610612750,74,70,2023-03-18T01:31:41Z,3790000,False,-23.0,10.0,1,left,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,2.54,Missed,,,,,,,,,,
388,PT05M12.00S,2023-03-18T01:30:35.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,74,70,2023-03-18T01:30:37Z,3800000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,387.0,5.0,4.0,1.0,,
389,PT05M05.00S,2023-03-18T01:30:42.1Z,3,REGULAR,2pt,Jump Shot,[],203897,93.64323258869908,10.784313725490197,1610612741,74,70,2023-03-18T01:32:14Z,3810000,False,-196.0,7.0,1,right,MISS Z. LaVine 19' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,,,,,,,19.62,Missed,,,,,,,,,,
390,PT05M03.00S,2023-03-18T01:30:44.1Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,74,70,2023-03-18T01:30:47Z,3820000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,389.0,3.0,2.0,1.0,,
391,PT04M56.00S,2023-03-18T01:30:51.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201144,6.915243101182654,95.58823529411765,1610612750,74,73,2023-03-18T01:32:46Z,3830000,False,-228.0,13.0,1,left,M. Conley 3PT running (20 PTS) (N. Alexander-Walker 1 AST),"[201144, 1629638]",1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,,,,,22.82,Made,20.0,N. Alexander-Walker,1629638.0,1.0,,,,,,
393,PT04M28.00S,2023-03-18T01:31:19.6Z,3,REGULAR,2pt,Jump Shot,[],202696,86.94152431011827,19.852941176470587,1610612741,74,73,2023-03-18T01:31:22Z,3850000,False,-151.0,70.0,1,right,MISS N. Vucevic 16' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,,,,,,,,,16.62,Missed,,,,,,,,,,
394,PT04M26.00S,2023-03-18T01:31:21.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,74,73,2023-03-18T01:31:22Z,3860000,False,,,0,,K. Anderson REBOUND (Off:2 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,393.0,6.0,4.0,2.0,,
395,PT04M21.00S,2023-03-18T01:31:26.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,26.49474375821288,18.627450980392158,1610612750,74,76,2023-03-18T01:33:25Z,3870000,False,157.0,197.0,1,left,N. Alexander-Walker 25' 3PT running (7 PTS) (K. Anderson 7 AST),"[1629638, 203937]",1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.15,Made,7.0,K. Anderson,203937.0,7.0,,,,,,
397,PT04M21.00S,2023-03-18T01:31:32.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,74,76,2023-03-18T01:31:36Z,3890000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M21.00S,2023-03-18T01:34:02.8Z,3,REGULAR,substitution,out,[],201942,,,1610612741,74,76,2023-03-18T01:34:21Z,3900000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M21.00S,2023-03-18T01:34:02.8Z,3,REGULAR,substitution,out,[],201144,,,1610612741,74,76,2023-03-18T01:34:21Z,3910000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M21.00S,2023-03-18T01:34:02.8Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,74,76,2023-03-18T01:34:21Z,3920000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M21.00S,2023-03-18T01:34:02.8Z,3,REGULAR,substitution,in,[],1629162,,,1610612741,74,76,2023-03-18T01:34:21Z,3930000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M07.00S,2023-03-18T01:34:38.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,94.95729303547962,50.245098039215684,1610612741,76,76,2023-03-18T01:34:42Z,3940000,False,1.0,-5.0,1,right,P. Williams cutting DUNK (6 PTS) (C. White 2 AST),"[1630172, 1629632]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,0.52,Made,6.0,C. White,1629632.0,2.0,,,,,,
404,PT03M45.00S,2023-03-18T01:35:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.863994743758213,51.470588235294116,1610612750,76,78,2023-03-18T01:35:05Z,3960000,False,-7.0,3.0,1,left,N. Reid driving Layup (6 PTS) (J. McLaughlin 4 AST),"[1629675, 1629162]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,0.78,Made,6.0,J. McLaughlin,1629162.0,4.0,,,,,,
406,PT03M31.00S,2023-03-18T01:35:21.6Z,3,REGULAR,foul,offensive,[],1629632,,,1610612741,76,78,2023-03-18T01:35:28Z,3980000,False,,,0,,C. White offensive FOUL (2 PF),"[1629632, 1629162]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,202058.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,
408,PT03M31.00S,2023-03-18T01:35:21.6Z,3,REGULAR,turnover,offensive foul,[],1629632,,,1610612741,76,78,2023-03-18T01:35:21Z,4000000,False,,,0,,C. White offensive foul TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,202058.0,,,,,1.0,,,,,,,,,,,,,,
409,PT03M31.00S,2023-03-18T01:35:29.7Z,3,REGULAR,substitution,out,[],203937,,,1610612750,76,78,2023-03-18T01:35:39Z,4010000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M31.00S,2023-03-18T01:35:29.7Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,76,78,2023-03-18T01:35:39Z,4020000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M09.00S,2023-03-18T01:35:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,6.389618922470433,49.50980392156863,1610612750,76,80,2023-03-18T01:36:02Z,4030000,False,2.0,8.0,1,left,N. Alexander-Walker driving finger roll Layup (9 PTS) (T. Prince 1 AST),"[1629638, 1627752]",1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,0.8,Made,9.0,T. Prince,1627752.0,1.0,,,,,,
413,PT02M52.00S,2023-03-18T01:36:19.3Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612741,76,80,2023-03-18T01:36:24Z,4050000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (LaVine 2 FT),"[1629675, 203897]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1204.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,
415,PT02M52.00S,2023-03-18T01:36:45.7Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,77,80,2023-03-18T01:36:45Z,4070000,False,,,0,,Z. LaVine Free Throw 1 of 2 (17 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,Made,17.0,,,,,,,,,
416,PT02M52.00S,2023-03-18T01:37:01.6Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,78,80,2023-03-18T01:37:01Z,4080000,False,,,0,,Z. LaVine Free Throw 2 of 2 (18 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,Made,18.0,,,,,,,,,
417,PT02M42.00S,2023-03-18T01:37:12.9Z,3,REGULAR,2pt,Jump Shot,[],1629638,18.2161629434954,26.96078431372549,1610612750,78,82,2023-03-18T01:39:25Z,4090000,False,115.0,119.0,1,left,N. Alexander-Walker 16' pullup Jump Shot (11 PTS),[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,16.54,Made,11.0,,,,,,,,,
418,PT02M31.00S,2023-03-18T01:37:26.3Z,3,REGULAR,foul,personal,[],1629675,,,1610612741,78,82,2023-03-18T01:37:43Z,4100000,False,,,0,,N. Reid personal FOUL (3 PF),"[1629675, 203897]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,1627962.0,3.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,
420,PT02M23.00S,2023-03-18T01:37:54.8Z,3,REGULAR,3pt,Jump Shot,[],203897,64.33968462549278,44.36274509803921,1610612741,78,82,2023-03-18T01:40:09Z,4120000,False,-28.0,283.0,1,right,MISS Z. LaVine 28' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,28.41,Missed,,,,,,,,,,
421,PT02M22.00S,2023-03-18T01:37:55.8Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,78,82,2023-03-18T01:40:09Z,4130000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,420.0,5.0,3.0,2.0,,
422,PT02M20.00S,2023-03-18T01:38:02.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612750,78,82,2023-03-18T01:38:02Z,4140000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,out,[],203897,,,1610612750,78,82,2023-03-18T01:39:56Z,4150000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,out,[],202696,,,1610612750,78,82,2023-03-18T01:39:56Z,4160000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,78,82,2023-03-18T01:39:56Z,4170000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,in,[],203083,,,1610612750,78,82,2023-03-18T01:39:56Z,4180000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,in,[],201942,,,1610612750,78,82,2023-03-18T01:39:56Z,4190000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M20.00S,2023-03-18T01:39:24.2Z,3,REGULAR,substitution,in,[],203937,,,1610612750,78,82,2023-03-18T01:39:56Z,4200000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M57.00S,2023-03-18T01:40:15.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.258212877792378,54.166666666666664,1610612750,78,84,2023-03-18T01:41:29Z,4210000,False,-21.0,6.0,1,left,N. Reid Layup (8 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,2.17,Made,8.0,,,,,,,,,
431,PT01M36.00S,2023-03-18T01:40:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.94809461235218,52.450980392156865,1610612741,80,84,2023-03-18T01:40:45Z,4220000,False,12.0,117.0,1,right,D. DeRozan 11' turnaround Jump Shot (28 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.78,Made,28.0,,,,,,,,,
432,PT01M17.00S,2023-03-18T01:41:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612750,80,84,2023-03-18T01:41:08Z,4230000,False,,,0,,D. DeRozan personal FOUL (2 PF) (Reid 2 FT),"[201942, 1629675]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,
434,PT01M17.00S,2023-03-18T01:41:26.6Z,3,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,80,85,2023-03-18T01:41:26Z,4250000,False,,,0,,N. Reid Free Throw 1 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,Made,9.0,,,,,,,,,
435,PT01M17.00S,2023-03-18T01:41:38.5Z,3,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,80,86,2023-03-18T01:41:38Z,4260000,False,,,0,,N. Reid Free Throw 2 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,
436,PT01M02.00S,2023-03-18T01:41:56.5Z,3,REGULAR,3pt,Jump Shot,[],1629632,70.51576872536137,74.50980392156863,1610612741,80,86,2023-03-18T01:42:43Z,4270000,False,123.0,225.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.59,Missed,,,,,,,,,,
437,PT01M00.00S,2023-03-18T01:41:58.5Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,80,86,2023-03-18T01:42:01Z,4280000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,436.0,1.0,1.0,0.0,,
438,PT00M49.60S,2023-03-18T01:42:09.4Z,3,REGULAR,turnover,bad pass,[],203937,,,1610612750,80,86,2023-03-18T01:42:14Z,4290000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 203083]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,1.0,Drummond,203083.0,,,,,,,,,,,,
439,PT00M49.60S,2023-03-18T01:42:09.4Z,3,REGULAR,steal,,[],203083,,,1610612741,80,86,2023-03-18T01:42:11Z,4300000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
440,PT00M48.00S,2023-03-18T01:42:13.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612741,80,86,2023-03-18T01:42:43Z,4310000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Drummond 2 FT),"[203937, 203083]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,,
442,PT00M48.00S,2023-03-18T01:42:43.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203083,,,1610612741,80,86,2023-03-18T01:42:43Z,4330000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
443,PT00M48.00S,2023-03-18T01:42:43.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,80,86,2023-03-18T01:42:43Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,
444,PT00M48.00S,2023-03-18T01:42:43.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203083,,,1610612741,80,86,2023-03-18T01:43:03Z,4350000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
445,PT00M45.70S,2023-03-18T01:42:46.1Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,80,86,2023-03-18T01:43:03Z,4360000,False,,,0,,K. Anderson REBOUND (Off:2 Def:5),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,444.0,7.0,5.0,2.0,,
446,PT00M30.00S,2023-03-18T01:43:18.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,11.251642575558476,48.529411764705884,1610612750,80,88,2023-03-18T01:43:22Z,4370000,False,7.0,53.0,1,left,N. Reid driving Hook (12 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.38,Made,12.0,,,,,,,,,
448,PT00M18.20S,2023-03-18T01:43:31.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,88.78120893561103,50.245098039215684,1610612741,80,88,2023-03-18T01:43:36Z,4390000,False,1.0,53.0,1,right,MISS C. White driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.3,Missed,,,,,,,,,,
449,PT00M16.30S,2023-03-18T01:43:33.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,80,88,2023-03-18T01:43:33Z,4400000,False,,,0,,K. Anderson REBOUND (Off:2 Def:6),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,448.0,8.0,6.0,2.0,,
450,PT00M03.00S,2023-03-18T01:43:48.0Z,3,REGULAR,2pt,Jump Shot,[],1627752,21.895532194480946,34.068627450980394,1610612750,80,90,2023-03-18T01:43:52Z,4410000,False,80.0,153.0,1,left,T. Prince 17' fadeaway Jump Shot (4 PTS) (K. Anderson 8 AST),"[1627752, 203937]",1610612750.0,MIN,fadeaway,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,,,17.28,Made,4.0,K. Anderson,203937.0,8.0,,,,,,
452,PT00M00.00S,2023-03-18T01:43:59.8Z,3,REGULAR,period,end,[],0,,,1610612741,80,90,2023-03-18T01:43:59Z,4430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,80,90,2023-03-18T01:46:45Z,4450000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,out,['startperiod'],203083,,,1610612741,80,90,2023-03-18T01:46:45Z,4460000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612741,80,90,2023-03-18T01:46:45Z,4470000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,in,['startperiod'],1627884,,,1610612741,80,90,2023-03-18T01:46:45Z,4480000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,80,90,2023-03-18T01:46:45Z,4490000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2023-03-18T01:46:22.7Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612741,80,90,2023-03-18T01:46:45Z,4500000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2023-03-18T01:46:47.1Z,4,REGULAR,period,start,[],0,,,1610612741,80,90,2023-03-18T01:46:47Z,4510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT11M49.00S,2023-03-18T01:47:13.9Z,4,REGULAR,2pt,Jump Shot,[],201942,73.53810775295663,50.73529411764706,1610612741,82,90,2023-03-18T01:47:32Z,4520000,False,4.0,196.0,1,right,D. DeRozan 19' pullup Jump Shot (30 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,,,19.62,Made,30.0,,,,,,,,,
