actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
34,PT08M44.00S,2023-03-18T00:14:33.5Z,1,REGULAR,3pt,Jump Shot,[],203937,68.28186596583443,64.2156862745098,1610612750,9,10,2023-03-18T00:14:38Z,340000,False,71.0,246.0,1,right,MISS K. Anderson 25' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,,25.58,Missed,,,,,,,,,,
35,PT08M41.00S,2023-03-18T00:14:36.5Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,9,10,2023-03-18T00:14:38Z,350000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,
36,PT08M31.00S,2023-03-18T00:14:47.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,6.521024967148489,50.245098039215684,1610612741,9,10,2023-03-18T00:14:51Z,360000,False,-1.0,9.0,1,left,MISS N. Vucevic driving DUNK,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,0.89,Missed,,,,,,,,,,
37,PT08M29.00S,2023-03-18T00:14:49.2Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,9,10,2023-03-18T00:14:51Z,370000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT08M24.00S,2023-03-18T00:14:54.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,94.95729303547962,95.09803921568627,1610612750,9,13,2023-03-18T00:17:51Z,380000,False,225.0,-5.0,1,right,A. Edwards 3PT running (6 PTS) (K. Anderson 3 AST),"[1630162, 203937]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,,,22.56,Made,6.0,K. Anderson,203937.0,3.0,,,,,,
40,PT08M22.00S,2023-03-18T00:15:00.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,13,2023-03-18T00:15:00Z,400000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M04.00S,2023-03-18T00:18:12.9Z,1,REGULAR,3pt,Jump Shot,[],201942,30.962549277266753,65.44117647058823,1610612741,12,13,2023-03-18T00:18:17Z,410000,False,-77.0,239.0,1,left,D. DeRozan 25' 3PT  (3 PTS) (N. Vucevic 2 AST),"[201942, 202696]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,25.07,Made,3.0,N. Vucevic,202696.0,2.0,,,,,,
43,PT07M50.00S,2023-03-18T00:18:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.77463863337714,47.549019607843135,1610612750,12,13,2023-03-18T00:18:31Z,430000,False,-12.0,6.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 202696]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,1.37,Missed,,,,,,,,,Vucevic,202696.0
44,PT07M50.00S,2023-03-18T00:18:27.8Z,1,REGULAR,block,,[],202696,,,1610612750,12,13,2023-03-18T00:18:30Z,440000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M50.00S,2023-03-18T00:18:27.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,12,13,2023-03-18T00:18:31Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,43.0,,,,,
47,PT07M42.00S,2023-03-18T00:18:54.4Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612750,12,13,2023-03-18T00:19:02Z,470000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Anderson 2 FT),"[1627936, 203937]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Left,1204.0,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
49,PT07M42.00S,2023-03-18T00:19:23.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203937,,,1610612750,12,13,2023-03-18T00:19:43Z,490000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
50,PT07M42.00S,2023-03-18T00:19:23.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,12,13,2023-03-18T00:19:43Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,
51,PT07M42.00S,2023-03-18T00:19:23.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203937,,,1610612750,12,13,2023-03-18T00:19:43Z,510000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
52,PT07M38.00S,2023-03-18T00:19:27.5Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,12,13,2023-03-18T00:19:43Z,520000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,51.0,1.0,0.0,1.0,,
53,PT07M37.00S,2023-03-18T00:19:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,94.03745072273325,52.20588235294118,1610612750,12,13,2023-03-18T00:19:47Z,530000,False,11.0,4.0,1,right,MISS K. Anderson putback Layup,[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.15,Missed,,,,,,,,,,
54,PT07M35.00S,2023-03-18T00:19:43.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,12,13,2023-03-18T00:19:43Z,540000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,53.0,2.0,2.0,0.0,,
55,PT07M12.00S,2023-03-18T00:20:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.200394218134035,49.754901960784316,1610612741,14,13,2023-03-18T00:20:10Z,550000,False,1.0,43.0,1,left,N. Vucevic turnaround Hook (7 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,4.34,Made,7.0,Z. LaVine,203897.0,1.0,,,,,,
57,PT07M00.00S,2023-03-18T00:20:17.9Z,1,REGULAR,2pt,Jump Shot,[],1630183,92.72339027595268,21.813725490196077,1610612750,14,13,2023-03-18T00:20:30Z,570000,False,-141.0,16.0,1,right,MISS J. McDaniels 14' fadeaway Shot,[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,14.18,Missed,,,,,,,,,,
58,PT06M58.00S,2023-03-18T00:20:19.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,13,2023-03-18T00:20:30Z,580000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,
59,PT06M44.00S,2023-03-18T00:20:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.703679369250986,50.245098039215684,1610612741,16,13,2023-03-18T00:20:41Z,590000,False,-1.0,20.0,1,left,A. Caruso driving Layup (4 PTS),[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,1.99,Made,4.0,,,,,,,,,
60,PT06M26.00S,2023-03-18T00:20:56.0Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612750,16,13,2023-03-18T00:21:02Z,600000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1627936, 1630183]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,202058.0,2.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
62,PT06M26.00S,2023-03-18T00:21:26.2Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,16,14,2023-03-18T00:21:26Z,620000,False,,,0,,J. McDaniels Free Throw 1 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,
63,PT06M26.00S,2023-03-18T00:21:41.8Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,16,15,2023-03-18T00:21:41Z,630000,False,,,0,,J. McDaniels Free Throw 2 of 2 (5 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,
64,PT06M11.00S,2023-03-18T00:21:59.7Z,1,REGULAR,2pt,Jump Shot,[],201942,21.895532194480946,36.27450980392157,1610612741,16,15,2023-03-18T00:22:03Z,640000,False,69.0,153.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,16.79,Missed,,,,,,,,,,
65,PT06M10.00S,2023-03-18T00:22:00.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,15,2023-03-18T00:22:03Z,650000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,64.0,2.0,1.0,1.0,,
66,PT05M53.00S,2023-03-18T00:22:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,81.2910643889619,54.90196078431373,1610612750,16,17,2023-03-18T00:22:21Z,660000,False,25.0,123.0,1,right,A. Edwards 12' pullup Jump Shot (8 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.58,Made,8.0,,,,,,,,,
67,PT05M28.00S,2023-03-18T00:22:42.9Z,1,REGULAR,3pt,Jump Shot,[],1627936,34.37910643889619,51.9607843137255,1610612741,16,17,2023-03-18T00:22:46Z,670000,False,-10.0,271.0,1,left,MISS A. Caruso 27' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,,,27.09,Missed,,,,,,,,,,
68,PT05M26.00S,2023-03-18T00:22:44.5Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,16,17,2023-03-18T00:22:44Z,680000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:0),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,67.0,1.0,0.0,1.0,,
69,PT05M25.00S,2023-03-18T00:22:45.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202696,11.432325886990801,50.145526960784316,1610612741,18,17,2023-03-18T00:23:03Z,690000,False,-1.0,55.0,1,left,N. Vucevic floating Jump Shot (9 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.5,Made,9.0,Z. LaVine,203897.0,2.0,,,,,,
71,PT05M12.00S,2023-03-18T00:22:58.0Z,1,REGULAR,3pt,Jump Shot,[],201144,74.06373193166885,80.63725490196079,1610612750,18,20,2023-03-18T00:23:06Z,710000,False,153.0,191.0,1,right,M. Conley 24' 3PT  (3 PTS) (K. Anderson 4 AST),"[201144, 203937]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.51,Made,3.0,K. Anderson,203937.0,4.0,,,,,,
73,PT04M49.00S,2023-03-18T00:23:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,6.915243101182654,45.83333333333333,1610612741,20,20,2023-03-18T00:23:26Z,730000,False,21.0,13.0,1,left,P. Beverley driving Layup (4 PTS),[201976],1610612741.0,CHI,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,2.43,Made,4.0,,,,,,,,,
75,PT04M28.00S,2023-03-18T00:23:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.46057818659659,50.245098039215684,1610612750,20,20,2023-03-18T00:23:50Z,750000,False,1.0,18.0,1,right,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,1.84,Missed,,,,,,,,,,
76,PT04M25.00S,2023-03-18T00:23:45.6Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,20,20,2023-03-18T00:23:45Z,760000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,75.0,3.0,1.0,2.0,,
77,PT04M25.00S,2023-03-18T00:23:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,94.40999984741211,50.0,1610612750,20,22,2023-03-18T00:23:45Z,770000,False,0.0,0.0,1,right,R. Gobert tip Layup (4 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,4.0,,,,,,,,,
78,PT04M11.00S,2023-03-18T00:24:00.2Z,1,REGULAR,3pt,Jump Shot,[],203897,21.76412614980289,89.70588235294117,1610612741,20,22,2023-03-18T00:24:04Z,780000,False,-199.0,152.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.01,Missed,,,,,,,,,,
79,PT04M08.00S,2023-03-18T00:24:03.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,20,22,2023-03-18T00:24:04Z,790000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,78.0,4.0,2.0,2.0,,
80,PT04M01.00S,2023-03-18T00:24:09.5Z,1,REGULAR,3pt,Jump Shot,[],201144,83.13074901445466,4.411764705882353,1610612750,20,25,2023-03-18T00:24:15Z,800000,False,-228.0,106.0,1,right,M. Conley 25' 3PT  (6 PTS) (A. Edwards 1 AST),"[201144, 1630162]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.14,Made,6.0,A. Edwards,1630162.0,1.0,,,,,,
82,PT03M55.00S,2023-03-18T00:24:19.8Z,1,REGULAR,foul,personal,[],1630183,,,1610612741,20,25,2023-03-18T00:25:31Z,820000,False,,,0,,J. McDaniels take personal FOUL (1 PF),"[1630183, 201976]",1610612750.0,MIN,take,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,1204.0,1.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,
84,PT03M55.00S,2023-03-18T00:24:40.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,20,25,2023-03-18T00:24:40Z,840000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],201942,,,1610612741,20,25,2023-03-18T00:27:17Z,850000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,20,25,2023-03-18T00:27:17Z,860000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612741,20,25,2023-03-18T00:27:17Z,870000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],203937,,,1610612741,20,25,2023-03-18T00:27:17Z,880000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],203497,,,1610612741,20,25,2023-03-18T00:27:17Z,890000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2023-03-18T00:25:44.2Z,1,REGULAR,substitution,out,[],201144,,,1610612741,20,25,2023-03-18T00:27:17Z,900000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
