actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
430,PT05M12.00S,2022-11-03T01:31:18.4Z,3,REGULAR,steal,,[],1629667,,,1610612766,71,65,2022-11-03T01:31:20Z,4240000,,,0,,J. McDaniels STEAL (4 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
431,PT05M10.00S,2022-11-03T01:31:23.7Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612766,71,65,2022-11-03T01:31:49Z,4250000,,,0,,J. Green shooting personal FOUL (3 PF) (McDaniels 2 FT),"[1629750, 1629667]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,3.0,0.0,McDaniels,1629667.0,,
433,PT05M10.00S,2022-11-03T01:31:49.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629667,,,1610612766,71,66,2022-11-03T01:32:14Z,4270000,,,0,,J. McDaniels Free Throw 1 of 2 (9 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
434,PT05M10.00S,2022-11-03T01:31:50.5Z,3,REGULAR,substitution,out,[],1628372,,,1610612766,71,66,2022-11-03T01:31:58Z,4280000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M10.00S,2022-11-03T01:31:50.5Z,3,REGULAR,substitution,out,[],203486,,,1610612766,71,66,2022-11-03T01:31:58Z,4290000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M10.00S,2022-11-03T01:31:50.5Z,3,REGULAR,substitution,in,[],1630177,,,1610612766,71,66,2022-11-03T01:31:58Z,4300000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M10.00S,2022-11-03T01:31:50.5Z,3,REGULAR,substitution,in,[],1630208,,,1610612766,71,66,2022-11-03T01:31:58Z,4310000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M10.00S,2022-11-03T01:31:49.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629667,,,1610612766,71,66,2022-11-03T01:32:14Z,4320000,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
439,PT05M07.00S,2022-11-03T01:31:52.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,71,66,2022-11-03T01:32:14Z,4330000,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,438.0,10.0,9.0,1.0,,,,,,
440,PT04M54.00S,2022-11-03T01:32:25.9Z,3,REGULAR,3pt,Jump Shot,[],1627936,92.46057818659659,3.6764705882352944,1610612741,71,66,2022-11-03T01:32:33Z,4340000,-232.0,18.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,23.23,Missed,,,,,,,,,,,,,,,,
441,PT04M51.00S,2022-11-03T01:32:28.9Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612741,71,66,2022-11-03T01:32:33Z,4350000,,,0,,J. Green REBOUND (Off:2 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,440.0,4.0,2.0,2.0,,,,,,
443,PT04M48.00S,2022-11-03T01:32:54.8Z,3,REGULAR,substitution,out,[],202696,,,1610612741,71,66,2022-11-03T01:33:01Z,4370000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M48.00S,2022-11-03T01:32:54.8Z,3,REGULAR,substitution,out,[],201942,,,1610612741,71,66,2022-11-03T01:33:01Z,4380000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M48.00S,2022-11-03T01:32:54.8Z,3,REGULAR,substitution,in,[],203897,,,1610612741,71,66,2022-11-03T01:33:01Z,4390000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M48.00S,2022-11-03T01:32:54.8Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,71,66,2022-11-03T01:33:01Z,4400000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M48.00S,2022-11-03T01:33:08.4Z,3,REGULAR,jumpball,recovered,[],1629667,,,1610612741,71,66,2022-11-03T01:35:28Z,4410000,,,0,,Jump Ball T. Maledon vs. J. Green: Tip to J. McDaniels,"[1629667, 1630177, 1629750]",1610612766.0,CHA,heldball,J. McDaniels,1629667.0,McDaniels,J. McDaniels,Maledon,1630177.0,Green,1629750.0,,,,,,,,,,,,,,,,,,,,,,
450,PT04M47.00S,2022-11-03T01:33:08.4Z,3,REGULAR,turnover,lost ball,[],1629750,,,1610612741,71,66,2022-11-03T01:36:24Z,4440000,,,0,,J. Green lost ball TURNOVER (1 TO),"[1629750, 1630177]",1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Maledon,1630177.0
451,PT04M47.00S,2022-11-03T01:33:08.4Z,3,REGULAR,steal,,[],1630177,,,1610612766,71,66,2022-11-03T01:33:08Z,4450000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
452,PT04M42.00S,2022-11-03T01:33:11.9Z,3,REGULAR,turnover,lost ball,[],1629667,,,1610612766,71,66,2022-11-03T01:37:18Z,4460000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1629667, 203897]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,LaVine,203897.0
453,PT04M42.00S,2022-11-03T01:33:11.9Z,3,REGULAR,steal,,[],203897,,,1610612741,71,66,2022-11-03T01:33:14Z,4470000,,,0,,Z. LaVine STEAL (2 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,24+ Left Center,,,,,,,,,,,,,,,,,,,,
454,PT04M38.00S,2022-11-03T01:33:16.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,92.85479632063075,54.65686274509803,1610612741,71,66,2022-11-03T01:37:40Z,4480000,23.0,15.0,1,right,MISS Z. LaVine running Layup - blocked,"[203897, 1630547]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,2.75,Missed,,,,,Bouknight,1630547.0,,,,,,,,,,
467,PT04M38.00S,2022-11-03T01:33:16.5Z,3,REGULAR,block,,[],1630547,,,1610612741,71,66,2022-11-03T01:35:03Z,4485000,,,0,,J. Bouknight BLOCK (1 BLK),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
455,PT04M36.00S,2022-11-03T01:33:18.5Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612741,71,66,2022-11-03T01:37:40Z,4490000,,,0,,J. Green REBOUND (Off:3 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,454.0,5.0,2.0,3.0,,,,,,
456,PT04M35.00S,2022-11-03T01:33:20.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629750,94.40999984741211,50.0,1610612741,73,66,2022-11-03T01:37:48Z,4500000,0.0,0.0,1,right,J. Green putback DUNK (15 PTS),[1629750],1610612741.0,CHI,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,0.0,Made,15.0,,,,,,,,,,,,,,,
457,PT04M22.00S,2022-11-03T01:33:31.2Z,3,REGULAR,foul,personal,[],201609,,,1610612766,73,66,2022-11-03T01:35:29Z,4510000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1630550]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right,1146.0,,,,,,,,,,,,,,1.0,0.0,Thor,1630550.0,,
459,PT04M11.00S,2022-11-03T01:34:10.5Z,3,REGULAR,3pt,Jump Shot,[],1630550,29.6484888304862,82.35294117647058,1610612766,73,66,2022-11-03T01:34:15Z,4530000,-162.0,226.0,1,left,MISS J. Thor 27' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,27.81,Missed,,,,,,,,,,,,,,,,
460,PT04M08.00S,2022-11-03T01:34:13.5Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,73,66,2022-11-03T01:34:15Z,4540000,,,0,,J. Green REBOUND (Off:3 Def:3),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,459.0,6.0,3.0,3.0,,,,,,
461,PT03M54.00S,2022-11-03T01:34:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,88.64980289093299,50.0,1610612741,75,66,2022-11-03T01:34:33Z,4550000,0.0,54.0,1,right,G. Dragic step back Jump Shot (12 PTS) (D. Jones Jr. 2 AST),"[201609, 1627884]",1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,5.42,Made,12.0,D. Jones Jr.,1627884.0,2.0,,,,,,,,,,,,
463,PT03M47.00S,2022-11-03T01:34:37.2Z,3,REGULAR,foul,personal,[],1627936,,,1610612766,75,66,2022-11-03T01:34:47Z,4570000,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1630177]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,,,,2.0,0.0,Maledon,1630177.0,,
465,PT03M47.00S,2022-11-03T01:34:45.7Z,3,REGULAR,substitution,out,[],1629667,,,1610612766,75,66,2022-11-03T01:34:49Z,4590000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M47.00S,2022-11-03T01:34:45.7Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,75,66,2022-11-03T01:34:49Z,4600000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M37.00S,2022-11-03T01:35:15.2Z,3,REGULAR,turnover,bad pass,[],1630177,,,1610612766,75,66,2022-11-03T01:39:26Z,4610000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1629750]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Green,1629750.0
469,PT03M37.00S,2022-11-03T01:35:15.2Z,3,REGULAR,steal,,[],1629750,,,1610612741,75,66,2022-11-03T01:35:17Z,4620000,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
470,PT03M35.00S,2022-11-03T01:35:20.5Z,3,REGULAR,foul,personal,['2freethrow'],1630177,,,1610612741,75,66,2022-11-03T01:38:17Z,4630000,,,0,,T. Maledon shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1630177, 1627884]",1610612766.0,CHA,shooting,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,1.0,0.0,Jones Jr.,1627884.0,,
472,PT03M35.00S,2022-11-03T01:35:39.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,75,66,2022-11-03T01:35:39Z,4650000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M35.00S,2022-11-03T01:38:42.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627884,,,1610612741,76,66,2022-11-03T01:38:42Z,4660000,,,0,,D. Jones Jr. Free Throw 1 of 2 (4 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
474,PT03M35.00S,2022-11-03T01:39:00.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627884,,,1610612741,77,66,2022-11-03T01:39:00Z,4670000,,,0,,D. Jones Jr. Free Throw 2 of 2 (5 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
475,PT03M15.00S,2022-11-03T01:39:26.3Z,3,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612766,77,66,2022-11-03T01:39:34Z,4680000,,,0,,T. Maledon step out-of-bounds TURNOVER (2 TO),[1630177],1610612766.0,CHA,step,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,1627524.0,2.0,,,,,,,,,,,,,,,,,,
476,PT02M57.00S,2022-11-03T01:39:53.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,90.62089356110381,3.9215686274509802,1610612741,80,66,2022-11-03T01:39:57Z,4690000,-230.0,36.0,1,right,D. Jones Jr. 3PT  (8 PTS) (A. Caruso 2 AST),"[1627884, 1627936]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,23.31,Made,8.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,
478,PT02M49.00S,2022-11-03T01:40:04.5Z,3,REGULAR,turnover,traveling,[],1630177,,,1610612766,80,66,2022-11-03T01:40:10Z,4710000,,,0,,T. Maledon traveling TURNOVER (3 TO),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,1627524.0,3.0,,,,,,,,,,,,,,,,,,
479,PT02M49.00S,2022-11-03T01:40:08.0Z,3,REGULAR,substitution,out,[],1630550,,,1610612741,80,66,2022-11-03T01:40:12Z,4720000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M49.00S,2022-11-03T01:40:08.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612741,80,66,2022-11-03T01:40:12Z,4730000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M32.00S,2022-11-03T01:40:37.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203897,69.72733245729303,71.81372549019608,1610612741,80,66,2022-11-03T01:40:43Z,4740000,109.0,232.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,25.65,Missed,,,,,,,,,,,,,,,,
482,PT02M29.00S,2022-11-03T01:40:40.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,80,66,2022-11-03T01:40:43Z,4750000,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,481.0,4.0,2.0,2.0,,,,,,
483,PT02M21.00S,2022-11-03T01:40:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630547,6.389618922470433,4.6568627450980395,1610612766,80,66,2022-11-03T01:40:55Z,4760000,227.0,8.0,1,left,MISS J. Bouknight step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,Right Corner 3,24+ Right,,,22.68,Missed,,,,,,,,,,,,,,,,
484,PT02M18.00S,2022-11-03T01:40:51.1Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612741,80,66,2022-11-03T01:40:55Z,4770000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,483.0,3.0,2.0,1.0,,,,,,
485,PT02M14.00S,2022-11-03T01:40:58.0Z,3,REGULAR,violation,kicked ball,[],1626162,,,1610612741,80,66,2022-11-03T01:41:07Z,4780000,,,0,,K. Oubre Jr. kicked ball VIOLATION,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,
486,PT02M14.00S,2022-11-03T01:41:01.8Z,3,REGULAR,substitution,out,[],1630177,,,1610612741,80,66,2022-11-03T01:41:09Z,4790000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M14.00S,2022-11-03T01:41:01.8Z,3,REGULAR,substitution,in,[],1628372,,,1610612741,80,66,2022-11-03T01:41:09Z,4800000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M05.00S,2022-11-03T01:41:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.38042049934296,47.794117647058826,1610612741,80,66,2022-11-03T01:41:28Z,4810000,-11.0,10.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,1.47,Missed,,,,,,,,,,,,,,,,
489,PT02M02.00S,2022-11-03T01:41:26.8Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612766,80,66,2022-11-03T01:41:28Z,4820000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:5),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,488.0,5.0,5.0,0.0,,,,,,
490,PT02M00.00S,2022-11-03T01:41:31.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1628372,5.995400788436268,47.549019607843135,1610612766,80,68,2022-11-03T01:42:40Z,4830000,12.0,4.0,1,left,D. Smith Jr. running Layup (6 PTS),[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,1.29,Made,6.0,,,,,,,,,,,,,,,
491,PT02M00.00S,2022-11-03T01:41:48.2Z,3,REGULAR,violation,defensive goaltending,[],1627884,,,1610612766,80,68,2022-11-03T01:42:03Z,4840000,,,0,,D. Jones Jr. defensive goaltending VIOLATION,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,
492,PT01M46.00S,2022-11-03T01:42:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201609,92.59198423127464,50.245098039215684,1610612741,82,68,2022-11-03T01:42:14Z,4850000,1.0,17.0,1,right,G. Dragic driving finger roll Layup (14 PTS),[201609],1610612741.0,CHI,driving finger roll,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,,,1.71,Made,14.0,,,,,,,,,,,,,,,
493,PT01M37.00S,2022-11-03T01:42:17.9Z,3,REGULAR,3pt,Jump Shot,[],1630547,18.478975032851512,4.901960784313726,1610612766,82,68,2022-11-03T01:42:24Z,4860000,225.0,121.0,1,left,MISS J. Bouknight 25' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,,,25.6,Missed,,,,,,,,,,,,,,,,
494,PT01M33.00S,2022-11-03T01:42:22.2Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,82,68,2022-11-03T01:42:22Z,4870000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,493.0,2.0,1.0,1.0,,,,,,
495,PT01M33.00S,2022-11-03T01:42:24.3Z,3,REGULAR,turnover,out-of-bounds,[],1630208,,,1610612766,82,68,2022-11-03T01:43:25Z,4880000,,,0,,N. Richards bad pass out-of-bounds TURNOVER (1 TO),[1630208],1610612766.0,CHA,bad pass,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,101283.0,1.0,,,,,,,,,,,,,,,,,,
496,PT01M24.00S,2022-11-03T01:42:43.6Z,3,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612741,82,68,2022-11-03T01:43:02Z,4890000,,,0,,N. Richards shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1630208, 1627884]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1627524.0,,,,,,,,,,,,,,2.0,0.0,Jones Jr.,1627884.0,,
498,PT01M24.00S,2022-11-03T01:43:15.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627884,,,1610612741,83,68,2022-11-03T01:43:15Z,4910000,,,0,,D. Jones Jr. Free Throw 1 of 2 (9 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
499,PT01M24.00S,2022-11-03T01:43:39.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627884,,,1610612741,84,68,2022-11-03T01:43:39Z,4920000,,,0,,D. Jones Jr. Free Throw 2 of 2 (10 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
500,PT01M05.00S,2022-11-03T01:44:00.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,9.017739816031538,56.127450980392155,1610612766,84,68,2022-11-03T01:44:05Z,4930000,-31.0,32.0,1,left,MISS P. Washington turnaround Shot - blocked,"[1629023, 1627884]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,4.45,Missed,,,,,Jones Jr.,1627884.0,,,,,,,,,,
501,PT01M05.00S,2022-11-03T01:44:00.1Z,3,REGULAR,block,,[],1627884,,,1610612766,84,68,2022-11-03T01:44:02Z,4940000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
502,PT01M02.00S,2022-11-03T01:44:03.1Z,3,REGULAR,rebound,defensive,[],201609,,,1610612741,84,68,2022-11-03T01:44:05Z,4950000,,,0,,G. Dragic REBOUND (Off:0 Def:3),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,500.0,3.0,3.0,0.0,,,,,,
503,PT00M56.90S,2022-11-03T01:44:08.6Z,3,REGULAR,3pt,Jump Shot,[],201609,66.96780551905388,41.911764705882355,1610612741,84,68,2022-11-03T01:45:14Z,4960000,-40.0,258.0,1,right,MISS G. Dragic 26' step back 3PT,[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,,,26.11,Missed,,,,,,,,,,,,,,,,
504,PT00M54.60S,2022-11-03T01:44:10.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,84,68,2022-11-03T01:44:17Z,4970000,,,0,,P. Washington REBOUND (Off:2 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,503.0,5.0,3.0,2.0,,,,,,
697,PT00M44.30S,2022-11-03T01:44:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,13.32128777923785,44.11764705882353,1610612766,84,68,2022-11-03T02:27:59Z,4975000,29.0,73.0,1,left,MISS D. Smith Jr. 7' driving Layup - blocked,"[1628372, 201609]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,7.84,Missed,,,,,Dragic,201609.0,,,,,,,,,,
698,PT00M44.30S,2022-11-03T01:44:18.4Z,3,REGULAR,block,,[],201609,,,1610612766,84,68,2022-11-03T02:27:59Z,4977500,,,0,,G. Dragic BLOCK (1 BLK),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
699,PT00M44.30S,2022-11-03T01:44:18.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,84,68,2022-11-03T02:27:59Z,4978750,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,697.0,,,,,,,,,
506,PT00M28.60S,2022-11-03T01:44:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,92.9862023653088,49.26470588235294,1610612741,84,68,2022-11-03T02:28:05Z,4990000,-4.0,13.0,1,right,MISS D. Jones Jr. cutting Layup - blocked,"[1627884, 1630208]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,1.39,Missed,,,,,Richards,1630208.0,,,,,,,,,,
507,PT00M28.60S,2022-11-03T01:44:50.4Z,3,REGULAR,block,,[],1630208,,,1610612741,84,68,2022-11-03T01:44:53Z,5000000,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT00M22.90S,2022-11-03T01:44:56.1Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612741,84,68,2022-11-03T01:44:57Z,5010000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,506.0,4.0,2.0,2.0,,,,,,
