actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
439,PT02M43.00S,2022-10-23T01:49:33.3Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,75,87,2022-10-23T01:49:36Z,4340000,,,0,,K. Love REBOUND (Off:0 Def:9),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,438.0,9.0,9.0,0.0,,,,,,,,,,,,
440,PT02M28.00S,2022-10-23T01:49:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,9.674770039421814,48.77450980392157,1610612739,75,89,2022-10-23T01:49:57Z,4350000,6.0,38.0,1,left,D. Mitchell floating Jump Shot (26 PTS) (C. LeVert 6 AST),"[1628378, 1627747]",1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,,,26.0,C. LeVert,1627747.0,6.0,,,,,,,,
442,PT02M07.00S,2022-10-23T01:50:08.6Z,3,REGULAR,3pt,Jump Shot,[],1629750,70.25295663600527,22.794117647058822,1610612741,75,89,2022-10-23T01:50:17Z,4370000,-136.0,227.0,1,right,MISS J. Green 26' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
443,PT02M04.00S,2022-10-23T01:50:11.6Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,75,89,2022-10-23T01:50:17Z,4380000,,,0,,K. Love REBOUND (Off:0 Def:10),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,442.0,10.0,10.0,0.0,,,,,,,,,,,,
444,PT02M02.00S,2022-10-23T01:50:14.5Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612739,75,89,2022-10-23T01:50:22Z,4390000,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 1629750]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Green,1629750.0,,,,
445,PT02M02.00S,2022-10-23T01:50:14.5Z,3,REGULAR,steal,,[],1629750,,,1610612741,75,89,2022-10-23T01:50:16Z,4400000,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
446,PT01M55.00S,2022-10-23T01:50:21.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,94.30026281208936,22.30392156862745,1610612741,77,89,2022-10-23T01:50:28Z,4410000,-138.0,1.0,1,right,D. DeRozan 13' pullup Jump Shot (13 PTS) (A. Caruso 2 AST),"[201942, 1627936]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,13.85,Made,,,,,,,13.0,A. Caruso,1627936.0,2.0,,,,,,,,
448,PT01M34.00S,2022-10-23T01:50:42.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,12.565703022339028,42.8921568627451,1610612739,77,91,2022-10-23T01:50:48Z,4430000,36.0,66.0,1,left,R. Lopez 7' Hook (6 PTS) (C. LeVert 7 AST),"[201577, 1627747]",1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,,,,,,,6.0,C. LeVert,1627747.0,7.0,,,,,,,,
450,PT01M20.00S,2022-10-23T01:50:56.5Z,3,REGULAR,3pt,Jump Shot,[],1629632,74.85216819973719,84.31372549019608,1610612741,77,91,2022-10-23T01:51:00Z,4450000,172.0,184.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
451,PT01M18.00S,2022-10-23T01:50:58.5Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,77,91,2022-10-23T01:51:00Z,4460000,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,450.0,4.0,4.0,0.0,,,,,,,,,,,,
452,PT01M09.00S,2022-10-23T01:51:13.5Z,3,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,77,91,2022-10-23T01:51:43Z,4470000,,,0,,I. Okoro step out-of-bounds TURNOVER (3 TO),[1630171],1610612739.0,CLE,step,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,202058.0,3.0,,,,,,
453,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,77,91,2022-10-23T01:51:35Z,4480000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,out,[],202696,,,1610612741,77,91,2022-10-23T01:51:35Z,4490000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,77,91,2022-10-23T01:51:35Z,4500000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,out,[],1628378,,,1610612741,77,91,2022-10-23T01:51:35Z,4510000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,in,[],201609,,,1610612741,77,91,2022-10-23T01:51:35Z,4520000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,77,91,2022-10-23T01:51:35Z,4530000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,in,[],203083,,,1610612741,77,91,2022-10-23T01:51:35Z,4540000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M09.00S,2022-10-23T01:51:17.9Z,3,REGULAR,substitution,in,[],203526,,,1610612741,77,91,2022-10-23T01:51:35Z,4550000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M59.70S,2022-10-23T01:51:42.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203083,93.9060446780552,96.32352941176471,1610612741,77,91,2022-10-23T01:51:52Z,4560000,232.0,5.0,1,right,MISS A. Drummond 3PT,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
462,PT00M53.10S,2022-10-23T01:51:49.7Z,3,REGULAR,rebound,defensive,[],203526,,,1610612739,77,91,2022-10-23T01:51:49Z,4570000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Right Corner 3,24+ Right,,,,,461.0,2.0,2.0,0.0,,,,,,,,,,,,
463,PT00M46.30S,2022-10-23T01:51:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201577,5.732588699080158,47.794117647058826,1610612739,77,93,2022-10-23T01:52:02Z,4580000,11.0,1.0,1,left,R. Lopez Layup (8 PTS) (C. LeVert 8 AST),"[201577, 1627747]",1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,8.0,C. LeVert,1627747.0,8.0,,,,,,,,
465,PT00M32.90S,2022-10-23T01:52:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,92.19776609724047,50.245098039215684,1610612741,79,93,2022-10-23T01:52:23Z,4600000,1.0,21.0,1,right,D. Jones Jr. Layup (8 PTS) (G. Dragic 3 AST),"[1627884, 201609]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,8.0,G. Dragic,201609.0,3.0,,,,,,,,
467,PT00M08.90S,2022-10-23T01:52:44.0Z,3,REGULAR,3pt,Jump Shot,[],1630171,26.363337713534822,17.892156862745097,1610612739,79,93,2022-10-23T01:52:51Z,4620000,161.0,195.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
468,PT00M04.60S,2022-10-23T01:52:48.2Z,3,REGULAR,rebound,defensive,[],201609,,,1610612741,79,93,2022-10-23T01:52:48Z,4630000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,,,,,467.0,1.0,1.0,0.0,,,,,,,,,,,,
469,PT00M01.80S,2022-10-23T01:52:54.3Z,3,REGULAR,foul,offensive,['inpenalty'],1627884,,,1610612741,79,93,2022-10-23T01:53:04Z,4640000,,,0,,D. Jones Jr. charge offensive FOUL (1 PF),"[1627884, 201567]",1610612741.0,CHI,charge,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Love,201567.0
471,PT00M01.80S,2022-10-23T01:52:54.3Z,3,REGULAR,turnover,offensive foul,[],1627884,,,1610612741,79,93,2022-10-23T01:52:54Z,4660000,,,0,,D. Jones Jr. offensive foul TURNOVER (1 TO),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,1.0,,,,,,
472,PT00M00.00S,2022-10-23T01:53:14.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203526,53.30157687253614,79.90196078431373,1610612739,79,93,2022-10-23T01:53:25Z,4670000,-150.0,449.0,1,left,MISS R. Neto 47' running pullup 3PT,[203526],1610612739.0,CLE,running pullup,,,Neto,R. Neto,,,,,Above the Break 3,24+ Right Center,47.28,Missed,,,,,,,,,,,,,,,,,,
473,PT00M00.00S,2022-10-23T01:53:14.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,79,93,2022-10-23T01:53:25Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,472.0,,,,,,,,,,,,,,,
474,PT00M00.00S,2022-10-23T01:53:19.6Z,3,REGULAR,period,end,[],0,,,1610612739,79,93,2022-10-23T01:53:19Z,4690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-10-23T01:55:32.6Z,4,REGULAR,substitution,out,['startperiod'],201942,,,1610612739,79,93,2022-10-23T01:55:54Z,4700000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-10-23T01:55:32.6Z,4,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,79,93,2022-10-23T01:55:54Z,4710000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-10-23T01:55:32.6Z,4,REGULAR,substitution,in,['startperiod'],203897,,,1610612739,79,93,2022-10-23T01:55:54Z,4720000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-10-23T01:55:32.6Z,4,REGULAR,substitution,in,['startperiod'],1628378,,,1610612739,79,93,2022-10-23T01:55:54Z,4730000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-10-23T01:56:02.2Z,4,REGULAR,period,start,[],0,,,1610612739,79,93,2022-10-23T01:56:02Z,4740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M44.00S,2022-10-23T01:56:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201567,11.908672798948752,49.50980392156863,1610612739,79,93,2022-10-23T01:56:21Z,4750000,2.0,59.0,1,left,MISS K. Love Layup,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
481,PT11M41.00S,2022-10-23T01:56:20.2Z,4,REGULAR,rebound,offensive,[],201577,,,1610612739,79,93,2022-10-23T01:56:21Z,4760000,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,480.0,1.0,0.0,1.0,,,,,,,,,,,,
482,PT11M41.00S,2022-10-23T01:56:20.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201577,5.590000152587891,50.0,1610612739,79,95,2022-10-23T01:56:20Z,4770000,0.0,0.0,1,left,R. Lopez putback Layup (10 PTS),[201577],1610612739.0,CLE,putback,,,Lopez,R. Lopez,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,10.0,,,,,,,,,,,
483,PT11M29.00S,2022-10-23T01:56:34.3Z,4,REGULAR,foul,personal,['2freethrow'],201577,,,1610612741,79,95,2022-10-23T01:56:54Z,4780000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Drummond 2 FT),"[201577, 203083]",1610612739.0,CLE,shooting,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Drummond,203083.0
485,PT11M29.00S,2022-10-23T01:57:00.5Z,4,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,80,95,2022-10-23T01:57:00Z,4800000,,,0,,A. Drummond Free Throw 1 of 2 (3 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
486,PT11M29.00S,2022-10-23T01:57:15.2Z,4,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,81,95,2022-10-23T01:57:15Z,4810000,,,0,,A. Drummond Free Throw 2 of 2 (4 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
487,PT11M15.00S,2022-10-23T01:57:30.6Z,4,REGULAR,3pt,Jump Shot,[],1630171,8.229303547963205,5.147058823529411,1610612739,81,95,2022-10-23T01:57:35Z,4820000,224.0,25.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
488,PT11M13.00S,2022-10-23T01:57:32.6Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,81,95,2022-10-23T01:57:35Z,4830000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,,,487.0,3.0,2.0,1.0,,,,,,,,,,,,
489,PT11M05.00S,2022-10-23T01:57:41.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,92.85479632063075,48.28431372549019,1610612741,83,95,2022-10-23T01:57:45Z,4840000,-9.0,15.0,1,right,A. Drummond alley-oop DUNK (6 PTS) (Z. LaVine 4 AST),"[203083, 203897]",1610612741.0,CHI,alley-oop,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,6.0,Z. LaVine,203897.0,4.0,,,,,,,,
491,PT10M53.00S,2022-10-23T01:57:53.5Z,4,REGULAR,2pt,Jump Shot,[],1628378,25.443495400788436,68.38235294117648,1610612739,83,95,2022-10-23T01:57:59Z,4860000,-92.0,187.0,1,left,MISS D. Mitchell 20' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,20.81,Missed,,,,,,,,,,,,,,,,,,
492,PT10M51.00S,2022-10-23T01:57:55.5Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,83,95,2022-10-23T01:57:59Z,4870000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,,,491.0,4.0,3.0,1.0,,,,,,,,,,,,
493,PT10M43.00S,2022-10-23T01:58:03.2Z,4,REGULAR,3pt,Jump Shot,[],201609,71.04139290407359,20.833333333333336,1610612741,83,95,2022-10-23T01:58:10Z,4880000,-146.0,220.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
494,PT10M38.00S,2022-10-23T01:58:08.2Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,83,95,2022-10-23T01:58:10Z,4890000,,,0,,K. Love REBOUND (Off:0 Def:11),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,493.0,11.0,11.0,0.0,,,,,,,,,,,,
495,PT10M31.00S,2022-10-23T01:58:14.6Z,4,REGULAR,3pt,Jump Shot,[],201567,30.17411300919842,69.6078431372549,1610612739,83,98,2022-10-23T01:58:19Z,4900000,-98.0,231.0,1,left,K. Love 25' 3PT pullup (15 PTS),[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.1,Made,,,,,,,15.0,,,,,,,,,,,
496,PT10M21.00S,2022-10-23T01:58:28.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,94.43166885676742,62.5,1610612741,85,98,2022-10-23T01:59:00Z,4910000,62.0,0.0,1,right,C. White 6' driving floating bank Jump Shot (4 PTS),[1629632],1610612741.0,CHI,driving floating bank,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,,,,,,,4.0,,,,,,,,,,,
497,PT10M21.00S,2022-10-23T01:58:31.6Z,4,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612741,85,98,2022-10-23T01:58:39Z,4920000,,,0,,D. Mitchell shooting personal FOUL (3 PF) (White 1 FT),"[1628378, 1629632]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,,,,3.0,0.0,White,1629632.0
499,PT10M21.00S,2022-10-23T01:58:44.5Z,4,REGULAR,substitution,out,[],203526,,,1610612741,85,98,2022-10-23T01:59:00Z,4940000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M21.00S,2022-10-23T01:58:44.5Z,4,REGULAR,substitution,in,[],1626224,,,1610612741,85,98,2022-10-23T01:59:00Z,4950000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M21.00S,2022-10-23T01:59:07.5Z,4,REGULAR,freethrow,1 of 1,[],1629632,,,1610612741,86,98,2022-10-23T01:59:07Z,4960000,,,0,,C. White Free Throw 1 of 1 (5 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
502,PT10M04.00S,2022-10-23T01:59:24.4Z,4,REGULAR,2pt,Jump Shot,[],1626224,5.206964520367937,26.96078431372549,1610612739,86,100,2022-10-23T01:59:29Z,4970000,115.0,-4.0,1,left,C. Osman 11' fadeaway Jump Shot (12 PTS) (K. Love 4 AST),"[1626224, 201567]",1610612739.0,CLE,fadeaway,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,11.53,Made,,,,,,,12.0,K. Love,201567.0,4.0,,,,,,,,
504,PT09M48.00S,2022-10-23T01:59:49.3Z,4,REGULAR,foul,personal,[],1630171,,,1610612741,86,100,2022-10-23T01:59:58Z,4990000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1627884]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Jones Jr.,1627884.0
506,PT09M39.00S,2022-10-23T02:00:12.4Z,4,REGULAR,3pt,Jump Shot,[],203897,67.7562417871222,64.2156862745098,1610612741,86,100,2022-10-23T02:00:17Z,5010000,71.0,251.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
507,PT09M35.00S,2022-10-23T02:00:16.4Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612739,86,100,2022-10-23T02:00:17Z,5020000,,,0,,D. Mitchell REBOUND (Off:0 Def:5),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,506.0,5.0,5.0,0.0,,,,,,,,,,,,
508,PT09M35.00S,2022-10-23T02:00:19.2Z,4,REGULAR,foul,personal,[],201609,,,1610612739,86,100,2022-10-23T02:00:28Z,5030000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1628378]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Mitchell,1628378.0
510,PT09M30.00S,2022-10-23T02:00:44.8Z,4,REGULAR,foul,personal,[],203897,,,1610612739,86,100,2022-10-23T02:00:54Z,5050000,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 1628378]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1628953.0,,,,2.0,0.0,Mitchell,1628378.0
512,PT09M15.00S,2022-10-23T02:01:38.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,5.732588699080158,65.68627450980392,1610612739,86,100,2022-10-23T02:02:06Z,5070000,-78.0,1.0,1,left,MISS R. Lopez 7' turnaround Hook,[201577],1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
513,PT09M13.00S,2022-10-23T02:01:40.3Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,86,100,2022-10-23T02:01:42Z,5080000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,512.0,5.0,4.0,1.0,,,,,,,,,,,,
514,PT09M08.00S,2022-10-23T02:01:50.1Z,4,REGULAR,foul,offensive,[],203083,,,1610612741,86,100,2022-10-23T02:02:00Z,5090000,,,0,,A. Drummond charge offensive FOUL (2 PF),"[203083, 201567]",1610612741.0,CHI,charge,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628480.0,,,,2.0,0.0,Love,201567.0
516,PT09M08.00S,2022-10-23T02:01:50.1Z,4,REGULAR,turnover,offensive foul,[],203083,,,1610612741,86,100,2022-10-23T02:01:50Z,5110000,,,0,,A. Drummond offensive foul TURNOVER (3 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628480.0,3.0,,,,,,
517,PT08M58.00S,2022-10-23T02:02:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,6.258212877792378,49.754901960784316,1610612739,86,100,2022-10-23T02:44:32Z,5120000,1.0,6.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,,,,,,
518,PT08M56.00S,2022-10-23T02:02:22.2Z,4,REGULAR,rebound,offensive,[],1628378,,,1610612739,86,100,2022-10-23T02:45:28Z,5130000,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,517.0,6.0,5.0,1.0,,,,,,,,,,,,
519,PT08M56.00S,2022-10-23T02:02:23.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628378,5.590000152587891,50.0,1610612739,86,100,2022-10-23T02:45:47Z,5140000,0.0,0.0,1,left,MISS D. Mitchell tip Layup,[1628378],1610612739.0,CLE,tip,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
520,PT08M55.00S,2022-10-23T02:02:24.3Z,4,REGULAR,rebound,offensive,[],1628378,,,1610612739,86,100,2022-10-23T02:45:47Z,5150000,,,0,,D. Mitchell REBOUND (Off:2 Def:5),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,519.0,7.0,5.0,2.0,,,,,,,,,,,,
521,PT08M54.00S,2022-10-23T02:02:25.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628378,5.590000152587891,50.0,1610612739,86,102,2022-10-23T02:46:01Z,5160000,0.0,0.0,1,left,D. Mitchell tip Layup (28 PTS),[1628378],1610612739.0,CLE,tip,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,28.0,,,,,,,,,,,
522,PT08M42.00S,2022-10-23T02:02:32.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.32917214191852,51.9607843137255,1610612741,86,102,2022-10-23T02:02:42Z,5170000,10.0,20.0,1,right,MISS A. Drummond Layup,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
523,PT08M39.00S,2022-10-23T02:02:35.6Z,4,REGULAR,rebound,defensive,[],201577,,,1610612739,86,102,2022-10-23T02:02:42Z,5180000,,,0,,R. Lopez REBOUND (Off:1 Def:1),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,522.0,2.0,1.0,1.0,,,,,,,,,,,,
