actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT11M04.00S,2023-01-14T01:11:56.2Z,1,REGULAR,block,,[],1630172,,,1610612760,2,5,2023-01-14T01:11:59Z,180000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT11M04.00S,2023-01-14T01:11:56.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,2,5,2023-01-14T01:12:04Z,190000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
20,PT10M57.00S,2023-01-14T01:12:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,26.757555847568987,20.098039215686274,1610612741,5,5,2023-01-14T01:13:54Z,200000,False,150.0,199.0,1,left,P. Williams 24' 3PT running pullup (3 PTS) (A. Dosunmu 1 AST),"[1630172, 1630245]",1610612741.0,CHI,running pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,24.89,A. Dosunmu,1630245.0,1.0,,,,,,,,,
22,PT10M39.00S,2023-01-14T01:12:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.77463863337714,52.20588235294118,1610612760,5,7,2023-01-14T01:12:25Z,220000,False,11.0,6.0,1,right,L. Dort driving Layup (4 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.25,,,,,,,,,,,,
23,PT10M32.00S,2023-01-14T01:12:33.0Z,1,REGULAR,foul,offensive,[],1630172,,,1610612741,5,7,2023-01-14T01:12:44Z,230000,False,,,0,,P. Williams off-the-ball offensive FOUL (1 PF),"[1630172, 1629652]",1610612741.0,CHI,off-the-ball,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,204059.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
25,PT10M32.00S,2023-01-14T01:12:33.0Z,1,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,5,7,2023-01-14T01:12:33Z,250000,False,,,0,,P. Williams offensive foul TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,204059.0,,,,,,,,,,,,,,,,,1.0,,
26,PT10M14.00S,2023-01-14T01:12:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203488,66.83639947437582,39.46078431372549,1610612760,5,7,2023-01-14T01:13:04Z,260000,False,-53.0,259.0,1,right,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.45,,,,,,,,,,,,
27,PT10M10.00S,2023-01-14T01:13:02.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,5,7,2023-01-14T01:13:04Z,270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,26.0,1.0,0.0,1.0,,,,,
28,PT10M09.00S,2023-01-14T01:13:03.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,72.09264126149803,77.45098039215686,1610612760,5,7,2023-01-14T01:13:09Z,280000,False,137.0,210.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.07,,,,,,,,,,,,
29,PT10M07.00S,2023-01-14T01:13:05.9Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,5,7,2023-01-14T01:13:05Z,290000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,
30,PT10M05.00S,2023-01-14T01:13:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631114,94.30026281208936,50.49019607843137,1610612760,5,9,2023-01-14T01:13:21Z,300000,False,2.0,1.0,1,right,J. Williams driving reverse Layup (2 PTS),[1631114],1610612760.0,OKC,driving reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.27,,,,,,,,,,,,
31,PT10M05.00S,2023-01-14T01:13:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,5,9,2023-01-14T01:13:12Z,310000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M46.00S,2023-01-14T01:16:28.6Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612741,5,9,2023-01-14T01:16:38Z,320000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Caruso 2 FT),"[1628983, 1627936]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,203592.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,
34,PT09M46.00S,2023-01-14T01:16:46.1Z,1,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,5,9,2023-01-14T01:16:46Z,340000,False,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
35,PT09M46.00S,2023-01-14T01:16:46.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,5,9,2023-01-14T01:16:46Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,
36,PT09M46.00S,2023-01-14T01:17:03.4Z,1,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,6,9,2023-01-14T01:17:03Z,360000,False,,,0,,A. Caruso Free Throw 2 of 2 (3 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
37,PT09M31.00S,2023-01-14T01:17:20.6Z,1,REGULAR,3pt,Jump Shot,[],203488,73.27529566360053,16.666666666666664,1610612760,6,9,2023-01-14T01:17:25Z,370000,False,-167.0,199.0,1,right,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.94,,,,,,,,,,,,
38,PT09M27.00S,2023-01-14T01:17:24.6Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,6,9,2023-01-14T01:17:25Z,380000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT09M22.00S,2023-01-14T01:17:28.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,25.969119579500656,78.92156862745098,1610612741,9,9,2023-01-14T01:17:36Z,390000,False,-145.0,192.0,1,left,Z. LaVine 24' 3PT  (3 PTS) (P. Williams 1 AST),"[203897, 1630172]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,24.0,P. Williams,1630172.0,1.0,,,,,,,,,
41,PT09M07.00S,2023-01-14T01:17:43.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,94.30026281208936,73.2843137254902,1610612760,9,11,2023-01-14T01:17:48Z,410000,False,116.0,1.0,1,right,S. Gilgeous-Alexander 11' fadeaway Jump Shot (2 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,11.64,,,,,,,,,,,,
42,PT08M53.00S,2023-01-14T01:17:58.2Z,1,REGULAR,turnover,lost ball,[],1627936,,,1610612741,9,11,2023-01-14T01:18:02Z,420000,False,,,0,,A. Caruso lost ball TURNOVER (1 TO),"[1627936, 1628983]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
43,PT08M53.00S,2023-01-14T01:17:58.2Z,1,REGULAR,steal,,[],1628983,,,1610612760,9,11,2023-01-14T01:17:59Z,430000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
44,PT08M47.00S,2023-01-14T01:18:04.5Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,9,11,2023-01-14T01:18:08Z,440000,False,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 1627936]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0
45,PT08M47.00S,2023-01-14T01:18:04.5Z,1,REGULAR,steal,,[],1627936,,,1610612741,9,11,2023-01-14T01:18:06Z,450000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2023-01-14T01:18:07.4Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,9,11,2023-01-14T01:18:20Z,460000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629652]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0
47,PT08M47.00S,2023-01-14T01:18:07.4Z,1,REGULAR,steal,,[],1629652,,,1610612760,9,11,2023-01-14T01:18:20Z,470000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
48,PT08M47.00S,2023-01-14T01:18:22.9Z,1,REGULAR,foul,personal,[],1627936,,,1610612760,9,11,2023-01-14T01:18:32Z,480000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1629652]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,1627961.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
50,PT08M33.00S,2023-01-14T01:18:36.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,67.36202365308804,30.392156862745097,1610612760,9,11,2023-01-14T01:18:45Z,500000,False,-98.0,254.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.25,,,,,,,,,,,,
51,PT08M31.00S,2023-01-14T01:18:38.8Z,1,REGULAR,rebound,offensive,[],203488,,,1610612760,9,11,2023-01-14T01:19:32Z,510000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,
52,PT08M30.00S,2023-01-14T01:18:44.2Z,1,REGULAR,turnover,lost ball,[],203488,,,1610612760,9,11,2023-01-14T01:19:12Z,520000,False,,,0,,M. Muscala lost ball TURNOVER (1 TO),"[203488, 1627936]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0
53,PT08M30.00S,2023-01-14T01:18:44.2Z,1,REGULAR,steal,,[],1627936,,,1610612741,9,11,2023-01-14T01:18:46Z,530000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M25.00S,2023-01-14T01:18:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,7.5722733245729295,46.07843137254902,1610612741,9,11,2023-01-14T01:18:55Z,540000,False,20.0,19.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1630581]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.71,,,,,,,,Giddey,1630581.0,,,
55,PT08M25.00S,2023-01-14T01:18:49.4Z,1,REGULAR,block,,[],1630581,,,1610612741,9,11,2023-01-14T01:18:52Z,550000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT08M25.00S,2023-01-14T01:18:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,9,11,2023-01-14T01:18:55Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,54.0,,,,,,,,
58,PT08M19.00S,2023-01-14T01:19:08.9Z,1,REGULAR,turnover,lost ball,[],1630245,,,1610612741,9,11,2023-01-14T01:20:15Z,580000,False,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1631114]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Williams,1631114.0
59,PT08M19.00S,2023-01-14T01:19:08.9Z,1,REGULAR,steal,,[],1631114,,,1610612760,9,11,2023-01-14T01:19:13Z,590000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
242,PT08M15.00S,2023-01-14T01:19:16.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,83.39356110381078,49.26470588235294,1610612760,9,11,2023-01-14T01:48:46Z,595000,False,-4.0,104.0,1,right,MISS L. Dort 10' pullup Shot - blocked,"[1629652, 1627936]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.37,,,,,,,,Caruso,1627936.0,,,
243,PT08M15.00S,2023-01-14T01:19:16.2Z,1,REGULAR,block,,[],1627936,,,1610612760,9,11,2023-01-14T01:48:46Z,597500,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
244,PT08M15.00S,2023-01-14T01:19:16.2Z,1,REGULAR,rebound,offensive,[],203488,,,1610612760,9,11,2023-01-14T01:48:46Z,598750,False,,,0,,M. Muscala REBOUND (Off:2 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,242.0,2.0,0.0,2.0,,,,,
60,PT08M05.00S,2023-01-14T01:19:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628983,94.1688567674113,46.07843137254902,1610612760,9,13,2023-01-14T01:48:46Z,600000,False,-20.0,2.0,1,right,S. Gilgeous-Alexander driving Layup (4 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.97,,,,,,,,,,,,
61,PT07M38.00S,2023-01-14T01:19:50.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,5.338370565045992,3.6764705882352944,1610612741,9,13,2023-01-14T01:19:54Z,610000,False,232.0,-2.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.16,,,,,,,,,,,,
62,PT07M36.00S,2023-01-14T01:19:52.9Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,13,2023-01-14T01:19:52Z,620000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,61.0,3.0,2.0,1.0,,,,,
63,PT07M29.00S,2023-01-14T01:19:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.1688567674113,50.0,1610612760,9,15,2023-01-14T01:20:03Z,630000,False,0.0,2.0,1,right,J. Giddey cutting Layup (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.23,J. Williams,1631114.0,1.0,,,,,,,,,
65,PT07M24.00S,2023-01-14T01:20:07.7Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612741,9,15,2023-01-14T01:20:17Z,650000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1631114, 1630245]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1627961.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,
67,PT07M24.00S,2023-01-14T01:20:32.0Z,1,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,10,15,2023-01-14T01:22:53Z,670000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
68,PT07M24.00S,2023-01-14T01:20:33.6Z,1,REGULAR,substitution,out,[],203488,,,1610612741,10,15,2023-01-14T01:20:36Z,680000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M24.00S,2023-01-14T01:20:33.6Z,1,REGULAR,substitution,in,[],1629026,,,1610612741,10,15,2023-01-14T01:20:36Z,690000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M24.00S,2023-01-14T01:20:32.0Z,1,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,11,15,2023-01-14T01:22:53Z,700000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
71,PT07M07.00S,2023-01-14T01:21:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,86.5473061760841,47.549019607843135,1610612760,11,17,2023-01-14T01:21:09Z,710000,False,-12.0,74.0,1,right,J. Giddey 7' driving floating Jump Shot (4 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,7.5,,,,,,,,,,,,
73,PT06M48.00S,2023-01-14T01:21:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.995400788436268,52.69607843137255,1610612741,11,17,2023-01-14T01:21:44Z,730000,False,-13.0,4.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1628983]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.41,,,,,,,,Gilgeous-Alexander,1628983.0,,,
74,PT06M48.00S,2023-01-14T01:21:40.3Z,1,REGULAR,block,,[],1628983,,,1610612741,11,17,2023-01-14T01:21:42Z,740000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M45.00S,2023-01-14T01:21:43.3Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,11,17,2023-01-14T01:21:44Z,750000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,
76,PT06M42.00S,2023-01-14T01:21:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,93.77463863337714,47.30392156862745,1610612760,11,19,2023-01-14T01:21:51Z,760000,False,-13.0,6.0,1,right,J. Williams cutting Layup (4 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.48,J. Giddey,1630581.0,1.0,,,,,,,,,
78,PT06M36.00S,2023-01-14T01:21:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,7.5722733245729295,49.50980392156863,1610612741,11,19,2023-01-14T01:24:46Z,780000,False,2.0,19.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 1630581]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.89,,,,,,,,Giddey,1630581.0,,,
79,PT06M36.00S,2023-01-14T01:21:57.0Z,1,REGULAR,block,,[],1630581,,,1610612741,11,19,2023-01-14T01:22:00Z,790000,False,,,0,,J. Giddey BLOCK (2 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M36.00S,2023-01-14T01:21:57.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,11,19,2023-01-14T01:22:04Z,800000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,78.0,,,,,,,,
