actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
23,PT10M04.00S,2023-04-02T19:42:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,0,2,2023-04-02T19:50:57Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2023-04-02T19:42:52.4Z,1,REGULAR,foul,personal,[],1628991,,,1610612741,0,2,2023-04-02T19:50:47Z,260000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 202696]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Vucevic,202696.0,,,,,,
28,PT09M55.00S,2023-04-02T19:43:16.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201942,65.65374507227332,47.794117647058826,1610612741,0,2,2023-04-02T19:43:23Z,280000,False,-11.0,270.0,1,right,MISS D. DeRozan 27' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
29,PT09M54.00S,2023-04-02T19:43:17.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,0,2,2023-04-02T19:43:23Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,28.0,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2023-04-02T19:43:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.389618922470433,50.0,1610612763,0,2,2023-04-02T19:46:49Z,310000,False,0.0,8.0,1,left,MISS J. Jackson Jr. cutting Layup,[1628991],1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.76,Missed,,,,,,,,,,,,,,,,,,
32,PT09M38.00S,2023-04-02T19:43:43.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,2,2023-04-02T19:43:45Z,320000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT09M30.00S,2023-04-02T19:43:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,79.97700394218134,60.29411764705882,1610612741,0,2,2023-04-02T20:00:12Z,345000,False,51.0,136.0,1,right,MISS D. DeRozan 14' driving Layup - blocked,"[201942, 1630217]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,14.51,Missed,,,,,Bane,1630217.0,,,,,,,,,,,,
119,PT09M30.00S,2023-04-02T19:43:53.7Z,1,REGULAR,block,,[],1630217,,,1610612741,0,2,2023-04-02T19:59:36Z,347500,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
120,PT09M30.00S,2023-04-02T19:43:53.7Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,0,2,2023-04-02T19:59:36Z,348750,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M25.00S,2023-04-02T19:43:56.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,25.969119579500656,82.35294117647058,1610612763,0,5,2023-04-02T19:59:36Z,350000,False,-162.0,192.0,1,left,D. Bane 25' 3PT running (3 PTS) (D. Brooks 1 AST),"[1630217, 1628415]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.08,Made,,,,,,,3.0,,,,,,D. Brooks,1628415.0,1.0,,,
36,PT09M08.00S,2023-04-02T19:44:15.0Z,1,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612741,0,5,2023-04-02T19:44:24Z,360000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630214, 201942]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,1.0,0.0,DeRozan,201942.0,,,,,,
38,PT09M08.00S,2023-04-02T19:44:55.8Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,1,5,2023-04-02T19:44:55Z,380000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
39,PT09M08.00S,2023-04-02T19:45:11.9Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,2,5,2023-04-02T19:45:11Z,390000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
40,PT08M50.00S,2023-04-02T19:45:34.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612763,2,5,2023-04-02T19:45:55Z,400000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Bane 2 FT),"[201942, 1630217]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628953.0,1.0,0.0,Bane,1630217.0,,,,,,
42,PT08M50.00S,2023-04-02T19:46:01.2Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,2,6,2023-04-02T19:46:01Z,420000,False,,,0,,D. Bane Free Throw 1 of 2 (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
43,PT08M50.00S,2023-04-02T19:46:19.1Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,2,7,2023-04-02T19:46:19Z,430000,False,,,0,,D. Bane Free Throw 2 of 2 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
44,PT08M27.00S,2023-04-02T19:46:43.7Z,1,REGULAR,3pt,Jump Shot,[],201942,93.24901445466492,3.6764705882352944,1610612741,2,7,2023-04-02T19:46:48Z,440000,False,-232.0,11.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
45,PT08M25.00S,2023-04-02T19:46:45.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,7,2023-04-02T19:46:48Z,450000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M20.00S,2023-04-02T19:46:50.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,34.11629434954008,37.5,1610612763,2,7,2023-04-02T19:52:11Z,460000,False,62.0,268.0,1,left,MISS D. Bane 27' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2023-04-02T19:46:54.8Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,2,7,2023-04-02T19:52:11Z,470000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT08M15.00S,2023-04-02T19:46:56.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,27.94021024967148,78.43137254901961,1610612763,2,7,2023-04-02T19:47:00Z,480000,False,-142.0,210.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
49,PT08M13.00S,2023-04-02T19:46:58.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,2,7,2023-04-02T19:47:00Z,490000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT08M03.00S,2023-04-02T19:47:07.4Z,1,REGULAR,3pt,Jump Shot,[],1627936,95.0886990801577,3.431372549019608,1610612741,5,7,2023-04-02T19:47:12Z,500000,False,-233.0,-6.0,1,right,A. Caruso 3PT  (3 PTS) (Z. LaVine 1 AST),"[1627936, 203897]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,,3.0,,,,,,Z. LaVine,203897.0,1.0,,,
52,PT07M54.00S,2023-04-02T19:47:18.4Z,1,REGULAR,2pt,Jump Shot,[],1629630,5.206964520367937,81.12745098039215,1610612763,5,9,2023-04-02T19:47:24Z,520000,False,-156.0,-4.0,1,left,J. Morant 15' pullup Jump Shot (2 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,15.56,Made,,,,,,,2.0,,,,,,,,,,,
53,PT07M54.00S,2023-04-02T19:47:22.3Z,1,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612763,5,9,2023-04-02T19:47:29Z,530000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Morant 1 FT),"[1627936, 1629630]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,,,,,,,2530.0,1.0,0.0,Morant,1629630.0,,,,,,
55,PT07M54.00S,2023-04-02T19:47:45.5Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,5,10,2023-04-02T19:47:45Z,550000,False,,,0,,J. Morant Free Throw 1 of 1 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
56,PT07M33.00S,2023-04-02T19:48:08.0Z,1,REGULAR,2pt,Jump Shot,[],201942,76.69185282522996,50.49019607843137,1610612741,5,10,2023-04-02T19:48:11Z,560000,False,2.0,167.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.66,Missed,,,,,,,,,,,,,,,,,,
57,PT07M31.00S,2023-04-02T19:48:10.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,10,2023-04-02T19:48:11Z,570000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M28.00S,2023-04-02T19:48:12.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,22.683968462549277,11.27450980392157,1610612763,5,10,2023-04-02T19:58:11Z,580000,False,194.0,161.0,1,left,MISS J. Jackson Jr. 25' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
59,PT07M24.00S,2023-04-02T19:48:16.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,5,10,2023-04-02T19:48:21Z,590000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT07M17.00S,2023-04-02T19:48:24.0Z,1,REGULAR,2pt,Jump Shot,[],201942,85.3646517739816,74.50980392156863,1610612741,5,10,2023-04-02T19:48:27Z,600000,False,123.0,85.0,1,right,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,14.92,Missed,,,,,,,,,,,,,,,,,,
61,PT07M15.00S,2023-04-02T19:48:26.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,5,10,2023-04-02T19:48:27Z,610000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,
62,PT07M07.00S,2023-04-02T19:48:40.4Z,1,REGULAR,foul,offensive,[],1628991,,,1610612763,5,10,2023-04-02T19:48:46Z,620000,False,,,0,,J. Jackson Jr. charge offensive FOUL (2 PF),"[1628991, 1627936]",1610612763.0,MEM,charge,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,2.0,0.0,Caruso,1627936.0,,,,,,
64,PT07M07.00S,2023-04-02T19:48:40.4Z,1,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,5,10,2023-04-02T19:48:40Z,640000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,,,,,,,,1.0,,
65,PT07M07.00S,2023-04-02T19:48:48.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,5,10,2023-04-02T19:48:48Z,650000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M07.00S,2023-04-02T19:51:45.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612741,5,10,2023-04-02T19:51:51Z,660000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M07.00S,2023-04-02T19:51:45.0Z,1,REGULAR,substitution,in,[],1630583,,,1610612741,5,10,2023-04-02T19:51:51Z,670000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M52.00S,2023-04-02T19:52:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,93.77463863337714,48.529411764705884,1610612741,7,10,2023-04-02T19:52:09Z,680000,False,-7.0,6.0,1,right,N. Vucevic driving Layup (2 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,2.0,,,,,,Z. LaVine,203897.0,2.0,,,
70,PT06M52.00S,2023-04-02T19:52:07.6Z,1,REGULAR,foul,personal,['1freethrow'],1630583,,,1610612741,7,10,2023-04-02T19:52:14Z,700000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Vucevic 1 FT),"[1630583, 202696]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Vucevic,202696.0,,,,,,
72,PT06M52.00S,2023-04-02T19:52:30.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202696,,,1610612741,7,10,2023-04-02T19:52:33Z,720000,False,,,0,,MISS N. Vucevic Free Throw 1 of 1,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2023-04-02T19:52:32.6Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,7,10,2023-04-02T19:52:33Z,730000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT06M37.00S,2023-04-02T19:52:44.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,5.206964520367937,49.50980392156863,1610612763,7,12,2023-04-02T19:52:49Z,740000,False,2.0,-4.0,1,left,J. Morant alley-oop DUNK (5 PTS) (S. Aldama 1 AST),"[1629630, 1630583]",1610612763.0,MEM,alley-oop,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,5.0,,,,,,S. Aldama,1630583.0,1.0,,,
76,PT06M20.00S,2023-04-02T19:53:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.553876478318,55.63725490196079,1610612741,9,12,2023-04-02T19:53:06Z,760000,False,28.0,121.0,1,right,D. DeRozan 12' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,4.0,,,,,,,,,,,
77,PT06M13.00S,2023-04-02T19:53:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.601182654402102,45.588235294117645,1610612763,9,14,2023-04-02T19:53:18Z,770000,False,22.0,0.0,1,left,D. Bane driving Layup (7 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,7.0,,,,,,J. Morant,1629630.0,1.0,,,
79,PT06M01.00S,2023-04-02T19:53:23.6Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612741,9,14,2023-04-02T19:53:30Z,790000,False,,,0,,S. Aldama shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630583, 201942]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Center,,,,,,,,,,2530.0,2.0,0.0,DeRozan,201942.0,,,,,,
81,PT06M01.00S,2023-04-02T19:53:48.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,10,14,2023-04-02T19:53:48Z,810000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
82,PT06M01.00S,2023-04-02T19:54:01.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,11,14,2023-04-02T19:54:01Z,820000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
83,PT05M48.00S,2023-04-02T19:54:16.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,8.09789750328515,94.85294117647058,1610612763,11,17,2023-04-02T19:54:20Z,830000,False,-224.0,24.0,1,left,D. Brooks 3PT  (3 PTS) (D. Bane 1 AST),"[1628415, 1630217]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,,,3.0,,,,,,D. Bane,1630217.0,1.0,,,
