actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
437,PT04M53.00S,2022-10-25T01:40:20.9Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,84,69,2022-10-25T01:40:38Z,4200000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
438,PT04M51.00S,2022-10-25T01:40:22.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,84,69,2022-10-25T01:40:38Z,4210000,,,0,,N. Vucevic REBOUND (Off:9 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,437.0,19.0,10.0,9.0,,,,,,,,,,
439,PT04M37.00S,2022-10-25T01:40:56.1Z,3,REGULAR,2pt,Jump Shot,[],201942,73.66951379763469,37.99019607843137,1610612741,84,69,2022-10-25T02:26:58Z,4220000,-60.0,195.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,20.4,Missed,,,,,,,,,,,,,,,,,,
440,PT04M35.00S,2022-10-25T01:40:58.1Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,84,69,2022-10-25T02:26:58Z,4230000,,,0,,N. Vucevic REBOUND (Off:10 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,439.0,20.0,10.0,10.0,,,,,,,,,,
459,PT04M35.00S,2022-10-25T01:40:58.9Z,3,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,84,69,2022-10-25T01:43:41Z,4235000,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,2.0,,,,,,,,
442,PT04M21.00S,2022-10-25T01:41:13.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,34.11629434954008,47.05882352941176,1610612738,84,72,2022-10-25T01:43:41Z,4250000,15.0,268.0,1,left,J. Tatum 26' 3PT  (23 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.86,Made,23.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
444,PT04M04.00S,2022-10-25T01:41:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,94.03745072273325,51.225490196078425,1610612741,86,72,2022-10-25T01:43:34Z,4270000,6.0,4.0,1,right,A. Dosunmu driving finger roll Layup (20 PTS) (N. Vucevic 5 AST),"[1630245, 202696]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.7,Made,20.0,N. Vucevic,202696.0,5.0,,,,,,,,,,,,,,
446,PT03M52.00S,2022-10-25T01:41:42.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,26.62614980289093,13.480392156862745,1610612738,86,72,2022-10-25T01:41:55Z,4290000,183.0,198.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
447,PT03M49.00S,2022-10-25T01:41:46.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,86,72,2022-10-25T01:41:46Z,4300000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,446.0,3.0,2.0,1.0,,,,,,,,,,
448,PT03M44.00S,2022-10-25T01:41:51.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,5.732588699080158,48.28431372549019,1610612738,86,74,2022-10-25T01:41:58Z,4310000,9.0,1.0,1,left,D. White driving Layup (5 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,0.87,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
450,PT03M16.00S,2022-10-25T01:42:18.9Z,3,REGULAR,3pt,Jump Shot,[],1629750,92.9862023653088,3.6764705882352944,1610612741,89,74,2022-10-25T01:44:52Z,4330000,-232.0,13.0,1,right,J. Green 3PT pullup (6 PTS) (D. DeRozan 3 AST),"[1629750, 201942]",1610612741.0,CHI,pullup,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.2,Made,6.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
452,PT03M06.00S,2022-10-25T01:42:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.565703022339028,50.73529411764706,1610612738,89,74,2022-10-25T01:42:34Z,4350000,-4.0,66.0,1,left,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,,,,,,,,
453,PT03M02.00S,2022-10-25T01:42:32.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,89,74,2022-10-25T01:42:32Z,4360000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,452.0,4.0,2.0,2.0,,,,,,,,,,
454,PT03M02.00S,2022-10-25T01:42:32.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,5.590000152587891,50.0,1610612738,89,74,2022-10-25T01:42:32Z,4370000,0.0,0.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
455,PT03M01.00S,2022-10-25T01:42:33.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,89,74,2022-10-25T01:42:33Z,4380000,,,0,,N. Vucevic REBOUND (Off:10 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,454.0,21.0,11.0,10.0,,,,,,,,,,
456,PT02M57.00S,2022-10-25T01:42:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,94.1688567674113,53.92156862745098,1610612741,91,74,2022-10-25T01:42:54Z,4390000,20.0,2.0,1,right,N. Vucevic cutting Layup (14 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.97,Made,14.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
458,PT02M57.00S,2022-10-25T01:42:44.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,91,74,2022-10-25T02:11:34Z,4410000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,out,[],202696,,,1610612738,91,74,2022-10-25T01:44:13Z,4420000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,out,[],1630245,,,1610612738,91,74,2022-10-25T01:44:13Z,4430000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,91,74,2022-10-25T01:44:13Z,4440000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,91,74,2022-10-25T01:44:13Z,4450000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,in,[],203083,,,1610612738,91,74,2022-10-25T01:44:13Z,4460000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,in,[],1627936,,,1610612738,91,74,2022-10-25T01:44:13Z,4470000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,91,74,2022-10-25T01:44:13Z,4480000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M57.00S,2022-10-25T01:43:54.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,91,74,2022-10-25T01:44:13Z,4490000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M39.00S,2022-10-25T01:44:29.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612738,91,74,2022-10-25T01:44:57Z,4500000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Brown 2 FT),"[203083, 1627759]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,1.0,0.0,Brown,1627759.0,,,,
470,PT02M39.00S,2022-10-25T01:44:58.2Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,91,75,2022-10-25T01:44:58Z,4520000,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
471,PT02M39.00S,2022-10-25T01:44:59.2Z,3,REGULAR,substitution,out,[],201143,,,1610612738,91,75,2022-10-25T01:45:17Z,4530000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M39.00S,2022-10-25T01:44:59.2Z,3,REGULAR,substitution,in,[],203943,,,1610612738,91,75,2022-10-25T01:45:17Z,4540000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M39.00S,2022-10-25T01:45:18.3Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,91,76,2022-10-25T01:45:18Z,4550000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
474,PT02M20.00S,2022-10-25T01:45:36.9Z,3,REGULAR,2pt,Jump Shot,[],201942,75.24638633377135,40.44117647058824,1610612741,93,76,2022-10-25T01:45:41Z,4560000,-48.0,180.0,1,right,D. DeRozan 18' pullup Jump Shot (21 PTS) (A. Caruso 4 AST),"[201942, 1627936]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.64,Made,21.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,,,,
476,PT02M10.00S,2022-10-25T01:45:49.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.828515111695138,42.40196078431372,1610612738,93,76,2022-10-25T01:47:16Z,4580000,38.0,68.0,1,left,MISS J. Brown 7' pullup bank Shot,[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
477,PT02M10.00S,2022-10-25T01:45:53.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,93,76,2022-10-25T01:45:53Z,4590000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,476.0,,,,,,,,,,,,,
478,PT02M10.00S,2022-10-25T01:45:54.7Z,3,REGULAR,foul,personal,[],203943,,,1610612741,93,76,2022-10-25T01:47:07Z,4600000,,,0,,N. Vonleh loose ball personal FOUL (5 PF),"[203943, 1629632]",1610612738.0,BOS,loose ball,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,5.0,0.0,White,1629632.0,,,,
480,PT02M10.00S,2022-10-25T01:46:02.2Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,93,76,2022-10-25T01:46:10Z,4620000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M10.00S,2022-10-25T01:46:02.2Z,3,REGULAR,substitution,out,[],201942,,,1610612741,93,76,2022-10-25T01:46:10Z,4630000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M10.00S,2022-10-25T01:46:02.2Z,3,REGULAR,substitution,in,[],201609,,,1610612741,93,76,2022-10-25T01:46:10Z,4640000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M10.00S,2022-10-25T01:46:02.2Z,3,REGULAR,substitution,in,[],203897,,,1610612741,93,76,2022-10-25T01:46:10Z,4650000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M53.00S,2022-10-25T01:46:28.4Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,93,76,2022-10-25T01:46:33Z,4660000,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 203935]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,,,Smart,203935.0
485,PT01M53.00S,2022-10-25T01:46:28.4Z,3,REGULAR,steal,,[],203935,,,1610612738,93,76,2022-10-25T01:47:33Z,4670000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
487,PT01M36.00S,2022-10-25T01:47:07.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,25.57490144546649,87.5,1610612738,93,79,2022-10-25T01:47:12Z,4690000,-188.0,188.0,1,left,M. Brogdon 26' 3PT  (10 PTS) (M. Smart 6 AST),"[1627763, 203935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.54,Made,10.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
489,PT01M27.00S,2022-10-25T01:47:22.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612741,93,79,2022-10-25T01:47:25Z,4710000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 203897]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,,4.0,0.0,LaVine,203897.0,,,,
491,PT01M18.00S,2022-10-25T01:47:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.32917214191852,45.588235294117645,1610612741,93,79,2022-10-25T02:27:19Z,4730000,-22.0,20.0,1,right,MISS A. Drummond cutting Layup - blocked,"[203083, 203943]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,Vonleh,203943.0,,
492,PT01M18.00S,2022-10-25T01:47:50.2Z,3,REGULAR,block,,[],203943,,,1610612741,93,79,2022-10-25T01:47:52Z,4740000,,,0,,N. Vonleh BLOCK (1 BLK),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT01M14.00S,2022-10-25T01:47:54.2Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,93,79,2022-10-25T01:47:56Z,4750000,,,0,,M. Brogdon REBOUND (Off:1 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,491.0,5.0,4.0,1.0,,,,,,,,,,
494,PT01M11.00S,2022-10-25T01:47:57.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,5.863994743758213,52.450980392156865,1610612738,93,79,2022-10-25T01:52:12Z,4760000,-12.0,3.0,1,left,MISS M. Brogdon running Layup - blocked,"[1627763, 203897]",1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,LaVine,203897.0,,
495,PT01M11.00S,2022-10-25T01:47:57.6Z,3,REGULAR,block,,[],203897,,,1610612738,93,79,2022-10-25T01:48:00Z,4770000,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
496,PT01M08.00S,2022-10-25T01:48:00.6Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,93,79,2022-10-25T01:48:03Z,4780000,,,0,,A. Drummond REBOUND (Off:1 Def:7),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,494.0,8.0,7.0,1.0,,,,,,,,,,
497,PT01M05.00S,2022-10-25T01:48:03.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627936,93.38042049934296,48.529411764705884,1610612741,95,79,2022-10-25T01:52:48Z,4790000,-7.0,10.0,1,right,A. Caruso running finger roll Layup (5 PTS) (G. Dragic 5 AST),"[1627936, 201609]",1610612741.0,CHI,running finger roll,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.22,Made,5.0,G. Dragic,201609.0,5.0,,,,,,,,,,,,,,
499,PT00M55.20S,2022-10-25T01:48:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203943,7.5722733245729295,46.81372549019608,1610612738,95,79,2022-10-25T01:53:28Z,4810000,16.0,19.0,1,left,MISS N. Vonleh cutting Layup - blocked,"[203943, 1629750]",1610612738.0,BOS,cutting,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,Green,1629750.0,,
500,PT00M55.20S,2022-10-25T01:48:17.5Z,3,REGULAR,block,,[],1629750,,,1610612738,95,79,2022-10-25T01:48:20Z,4820000,,,0,,J. Green BLOCK (2 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT00M55.20S,2022-10-25T01:48:17.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,95,79,2022-10-25T01:48:22Z,4830000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,499.0,,,,,,,,,,,,,
503,PT00M44.40S,2022-10-25T01:48:38.6Z,3,REGULAR,3pt,Jump Shot,[],203897,69.72733245729303,28.186274509803923,1610612741,98,79,2022-10-25T01:53:50Z,4850000,-109.0,232.0,1,right,Z. LaVine 25' 3PT pullup (13 PTS) (G. Dragic 6 AST),"[203897, 201609]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,25.65,Made,13.0,G. Dragic,201609.0,6.0,,,,,,,,,,,,,,
505,PT00M30.70S,2022-10-25T01:48:53.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,28.86005256241787,22.058823529411764,1610612738,98,79,2022-10-25T01:48:58Z,4870000,140.0,219.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
506,PT00M27.30S,2022-10-25T01:48:57.2Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,98,79,2022-10-25T01:48:58Z,4880000,,,0,,A. Drummond REBOUND (Off:1 Def:8),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,505.0,9.0,8.0,1.0,,,,,,,,,,
508,PT00M11.60S,2022-10-25T01:49:13.8Z,3,REGULAR,2pt,Jump Shot,[],203897,92.46057818659659,68.87254901960785,1610612741,98,79,2022-10-25T01:54:29Z,4900000,94.0,18.0,1,right,MISS Z. LaVine 9' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,9.62,Missed,,,,,,,,,,,,,,,,,,
509,PT00M09.10S,2022-10-25T01:49:16.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,98,79,2022-10-25T01:49:18Z,4910000,,,0,,A. Drummond REBOUND (Off:2 Def:8),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,,,,,,,508.0,10.0,8.0,2.0,,,,,,,,,,
510,PT00M09.10S,2022-10-25T01:49:18.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,100,79,2022-10-25T01:49:18Z,4920000,0.0,0.0,1,right,A. Drummond tip Layup (2 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
512,PT00M02.30S,2022-10-25T01:49:42.5Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612738,100,79,2022-10-25T01:50:06Z,4940000,,,0,,M. Brogdon bad pass TURNOVER (3 TO),"[1627763, 203897]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,3.0,,,,,,,LaVine,203897.0
513,PT00M02.30S,2022-10-25T01:49:42.5Z,3,REGULAR,steal,,[],203897,,,1610612741,100,79,2022-10-25T01:49:46Z,4950000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
516,PT00M00.00S,2022-10-25T01:49:52.6Z,3,REGULAR,period,end,[],0,,,1610612741,100,79,2022-10-25T01:49:52Z,4980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,out,['startperiod'],1629750,,,1610612741,100,79,2022-10-25T01:52:13Z,4990000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612741,100,79,2022-10-25T01:52:13Z,5000000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612741,100,79,2022-10-25T01:52:13Z,5010000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,in,['startperiod'],1627884,,,1610612741,100,79,2022-10-25T01:52:13Z,5020000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612741,100,79,2022-10-25T01:52:13Z,5030000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-10-25T01:51:50.2Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612741,100,79,2022-10-25T01:52:13Z,5040000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-10-25T01:52:21.2Z,4,REGULAR,period,start,[],0,,,1610612738,100,79,2022-10-25T01:52:21Z,5050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M42.00S,2022-10-25T01:52:39.2Z,4,REGULAR,3pt,Jump Shot,[],1627763,5.732588699080158,4.411764705882353,1610612738,100,79,2022-10-25T01:52:44Z,5060000,228.0,1.0,1,left,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
525,PT11M37.00S,2022-10-25T01:52:44.2Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,100,79,2022-10-25T01:52:44Z,5070000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,524.0,2.0,2.0,0.0,,,,,,,,,,
526,PT11M29.00S,2022-10-25T01:52:51.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,90.75229960578186,37.99019607843137,1610612741,100,79,2022-10-25T01:52:55Z,5080000,-60.0,34.0,1,right,MISS G. Dragic 6' driving floating Shot,[201609],1610612741.0,CHI,driving floating,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,,
527,PT11M28.00S,2022-10-25T01:52:52.4Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,100,79,2022-10-25T01:52:55Z,5090000,,,0,,M. Brogdon REBOUND (Off:1 Def:5),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,526.0,6.0,5.0,1.0,,,,,,,,,,
528,PT11M25.00S,2022-10-25T01:52:56.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,28.07161629434954,25.49019607843137,1610612738,100,79,2022-10-25T01:55:56Z,5100000,123.0,211.0,1,left,MISS J. Tatum 24' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.43,Missed,,,,,,,,,,,,,,,,,,
