actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M20.00S,2023-03-16T00:12:18.7Z,1,REGULAR,3pt,Jump Shot,[],201976,3.1044678055190538,94.36274509803921,1610612741,4,2,2023-03-16T00:12:23Z,180000,False,-222.0,-23.0,1,left,MISS P. Beverley 3PT,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,,22.3,Missed,,,,,,,,,,,,,,,
19,PT10M16.00S,2023-03-16T00:12:22.7Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,4,2,2023-03-16T00:12:23Z,190000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT10M10.00S,2023-03-16T00:12:31.7Z,1,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,4,2,2023-03-16T00:12:36Z,200000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,bad pass,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,2534.0,,,,,,
22,PT09M58.00S,2023-03-16T00:12:51.6Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,4,2,2023-03-16T00:12:55Z,210000,False,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 1627734]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,1.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,
23,PT09M58.00S,2023-03-16T00:12:51.6Z,1,REGULAR,steal,,[],1627734,,,1610612758,4,2,2023-03-16T00:12:53Z,220000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2023-03-16T00:13:00.6Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,4,2,2023-03-16T00:13:04Z,230000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 201942]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,1.0,DeRozan,201942.0,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2023-03-16T00:13:00.6Z,1,REGULAR,steal,,[],201942,,,1610612741,4,2,2023-03-16T00:13:02Z,240000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2023-03-16T00:13:13.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,6.521024967148489,66.17647058823529,1610612741,4,2,2023-03-16T00:13:38Z,250000,False,-81.0,9.0,1,left,MISS Z. LaVine 8' step back Shot - blocked,"[203897, 1631099]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,8.14,Missed,,,,,,,,,,Murray,1631099.0,,,,
27,PT09M39.00S,2023-03-16T00:13:13.4Z,1,REGULAR,block,,[],1631099,,,1610612741,4,2,2023-03-16T00:13:16Z,260000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2023-03-16T00:13:14.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,4,2,2023-03-16T00:13:38Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,26.0,,,,,,,,,,
30,PT09M25.00S,2023-03-16T00:13:41.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202696,31.882391590013142,36.27450980392157,1610612741,4,2,2023-03-16T00:13:45Z,290000,False,69.0,247.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,25.65,Missed,,,,,,,,,,,,,,,
31,PT09M22.00S,2023-03-16T00:13:44.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,4,2,2023-03-16T00:13:44Z,300000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,
33,PT09M16.00S,2023-03-16T00:13:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,94.03745072273325,48.529411764705884,1610612758,4,4,2023-03-16T00:15:07Z,320000,False,-7.0,4.0,1,right,D. Fox driving Layup (4 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,0.82,Made,4.0,,,,,,,,,,,,,,
34,PT09M03.00S,2023-03-16T00:14:04.3Z,1,REGULAR,2pt,Jump Shot,[],201942,22.07621550591327,41.53645833333333,1610612741,6,4,2023-03-16T00:14:13Z,330000,False,42.0,155.0,1,left,D. DeRozan 16' turnaround Jump Shot (2 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,16.07,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,
36,PT08M46.00S,2023-03-16T00:14:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.21090670170827,55.14705882352941,1610612758,6,4,2023-03-16T00:14:24Z,350000,False,26.0,115.0,1,right,MISS D. Fox 11' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,11.75,Missed,,,,,,,,,,,,,,,
37,PT08M44.00S,2023-03-16T00:14:21.9Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,6,4,2023-03-16T00:14:24Z,360000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,
38,PT08M39.00S,2023-03-16T00:14:27.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,5.732588699080158,45.34313725490196,1610612741,6,4,2023-03-16T00:15:50Z,370000,False,23.0,1.0,1,left,MISS Z. LaVine running finger roll Layup,[203897],1610612741.0,CHI,running finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,2.33,Missed,,,,,,,,,,,,,,,
39,PT08M37.00S,2023-03-16T00:14:29.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,6,4,2023-03-16T00:14:32Z,380000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,
40,PT08M26.00S,2023-03-16T00:14:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.77463863337714,46.568627450980394,1610612758,6,6,2023-03-16T00:14:47Z,390000,False,-17.0,6.0,1,right,D. Sabonis driving reverse Layup (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.82,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,
43,PT08M00.00S,2023-03-16T00:15:22.8Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612741,6,6,2023-03-16T00:15:32Z,420000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1628368, 202696]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202901.0,,,1.0,0.0,Vucevic,202696.0
45,PT08M00.00S,2023-03-16T00:15:50.7Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,7,6,2023-03-16T00:16:09Z,440000,False,,,0,,N. Vucevic Free Throw 1 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
46,PT08M00.00S,2023-03-16T00:15:50.7Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,7,6,2023-03-16T00:16:09Z,450000,False,,,0,,MISS N. Vucevic Free Throw 2 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
47,PT07M57.00S,2023-03-16T00:15:53.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,6,2023-03-16T00:16:09Z,460000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,
48,PT07M45.00S,2023-03-16T00:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,89.35611038107753,95.36611519607843,1610612758,7,6,2023-03-16T00:17:07Z,470000,False,227.0,48.0,1,right,MISS K. Huerter pullup 3PT - blocked,"[1628989, 201976]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,Beverley,201976.0,,,,
57,PT07M45.00S,2023-03-16T00:16:20.8Z,1,REGULAR,block,,[],201976,,,1610612758,7,6,2023-03-16T00:17:28Z,475000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
49,PT07M43.00S,2023-03-16T00:16:22.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,7,6,2023-03-16T00:16:31Z,480000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,
50,PT07M38.00S,2023-03-16T00:16:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202696,6.389618922470433,46.81372549019608,1610612741,9,6,2023-03-16T00:16:40Z,490000,False,16.0,8.0,1,left,N. Vucevic cutting Layup (7 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,1.76,Made,7.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,
52,PT07M25.00S,2023-03-16T00:16:42.3Z,1,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,9,6,2023-03-16T00:16:51Z,510000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (2 TO),[1631099],1610612758.0,SAC,bad pass,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,202901.0,,,,,,
53,PT07M12.00S,2023-03-16T00:17:00.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,16.819973718791065,70.8563112745098,1610612741,9,6,2023-03-16T00:17:07Z,520000,False,-104.0,106.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,14.84,Missed,,,,,,,,,,,,,,,
54,PT07M08.00S,2023-03-16T00:17:04.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,6,2023-03-16T00:17:07Z,530000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,53.0,3.0,3.0,0.0,,,,,,,
55,PT07M04.00S,2023-03-16T00:17:09.9Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612758,9,6,2023-03-16T00:17:40Z,540000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Sabonis 2 FT),"[202696, 1627734]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202901.0,,,1.0,0.0,Sabonis,1627734.0
58,PT07M04.00S,2023-03-16T00:17:41.2Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,9,7,2023-03-16T00:21:01Z,560000,False,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
59,PT07M04.00S,2023-03-16T00:17:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,9,7,2023-03-16T00:17:48Z,570000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2023-03-16T00:20:30.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,9,7,2023-03-16T00:20:33Z,580000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2023-03-16T00:20:30.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,9,7,2023-03-16T00:20:33Z,590000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M04.00S,2023-03-16T00:17:41.2Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,9,7,2023-03-16T00:21:01Z,600000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
63,PT07M01.00S,2023-03-16T00:17:44.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,9,7,2023-03-16T00:21:01Z,610000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,
64,PT06M45.00S,2023-03-16T00:21:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.835085413929041,49.50980392156863,1610612741,9,7,2023-03-16T00:22:16Z,620000,False,2.0,21.0,1,left,MISS Z. LaVine Layup,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,2.12,Missed,,,,,,,,,,,,,,,
66,PT06M42.00S,2023-03-16T00:21:17.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,7,2023-03-16T00:21:21Z,640000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,64.0,4.0,4.0,0.0,,,,,,,
67,PT06M38.00S,2023-03-16T00:21:22.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,96.7969776609724,94.85294117647058,1610612758,9,10,2023-03-16T00:22:48Z,650000,False,224.0,-22.0,1,right,H. Barnes 3PT running (3 PTS) (D. Sabonis 1 AST),"[203084, 1627734]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,22.54,Made,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,
69,PT06M24.00S,2023-03-16T00:21:36.3Z,1,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,48.28431372549019,1610612741,11,10,2023-03-16T00:21:43Z,670000,False,9.0,151.0,1,left,D. DeRozan 15' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,15.1,Made,4.0,,,,,,,,,,,,,,
70,PT06M03.00S,2023-03-16T00:21:56.4Z,1,REGULAR,3pt,Jump Shot,[],1630558,66.3107752956636,57.107843137254896,1610612758,11,10,2023-03-16T00:22:01Z,680000,False,36.0,264.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,26.66,Missed,,,,,,,,,,,,,,,
71,PT06M00.00S,2023-03-16T00:21:59.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,10,2023-03-16T00:22:01Z,690000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,
72,PT05M47.00S,2023-03-16T00:22:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612741,11,10,2023-03-16T00:22:32Z,700000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1631099, 201942]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,DeRozan,201942.0
74,PT05M47.00S,2023-03-16T00:22:41.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,12,10,2023-03-16T00:22:41Z,720000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
75,PT05M47.00S,2023-03-16T00:22:43.3Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,12,10,2023-03-16T00:22:47Z,730000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M47.00S,2023-03-16T00:22:43.3Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,12,10,2023-03-16T00:22:47Z,740000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2023-03-16T00:23:00.4Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,13,10,2023-03-16T00:23:00Z,750000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
78,PT05M35.00S,2023-03-16T00:23:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.51182654402102,47.794117647058826,1610612758,13,12,2023-03-16T00:23:55Z,760000,False,-11.0,8.0,1,right,H. Barnes cutting Layup (5 PTS) (D. Mitchell 1 AST),"[203084, 1630558]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,1.39,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,
80,PT05M18.00S,2023-03-16T00:23:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,4.944152431011826,46.81372549019608,1610612741,15,12,2023-03-16T00:23:39Z,780000,False,16.0,-6.0,1,left,D. DeRozan cutting Layup (8 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,cutting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.7,Made,8.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,
82,PT05M05.00S,2023-03-16T00:23:45.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,73.27529566360053,18.627450980392158,1610612758,15,15,2023-03-16T00:23:50Z,800000,False,-157.0,199.0,1,right,K. Murray 25' 3PT  (3 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.32,Made,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,
84,PT04M51.00S,2023-03-16T00:23:59.5Z,1,REGULAR,3pt,Jump Shot,[],203897,6.783837056504599,3.9215686274509802,1610612741,15,15,2023-03-16T00:24:05Z,820000,False,230.0,11.0,1,left,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,23.07,Missed,,,,,,,,,,,,,,,
85,PT04M48.00S,2023-03-16T00:24:02.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,15,15,2023-03-16T00:24:05Z,830000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,
86,PT04M37.00S,2023-03-16T00:24:12.9Z,1,REGULAR,3pt,Jump Shot,[],203084,87.25361366622865,96.34650735294117,1610612758,15,15,2023-03-16T00:24:20Z,840000,False,232.0,67.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,24.13,Missed,,,,,,,,,,,,,,,
87,PT04M33.00S,2023-03-16T00:24:16.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,15,15,2023-03-16T00:24:20Z,850000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,,86.0,3.0,3.0,0.0,,,,,,,
