actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
177,PT11M05.00S,2022-10-27T00:43:03.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,42,27,2022-10-27T00:43:16Z,1770000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M47.00S,2022-10-27T00:43:45.6Z,2,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,42,27,2022-10-27T00:43:54Z,1780000,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1151.0,,,,,,
179,PT10M31.00S,2022-10-27T00:44:17.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201609,11.777266754270697,49.26470588235294,1610612741,42,27,2022-10-27T00:44:21Z,1790000,4.0,58.0,1,left,MISS G. Dragic driving floating Shot,[201609],1610612741.0,CHI,driving floating,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
180,PT10M29.00S,2022-10-27T00:44:18.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,42,27,2022-10-27T00:44:18Z,1800000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,
181,PT10M28.00S,2022-10-27T00:44:20.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,11.514454664914586,49.01960784313725,1610612741,42,27,2022-10-27T00:44:23Z,1810000,5.0,56.0,1,left,MISS A. Drummond turnaround Shot - blocked,"[203083, 1630174]",1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,Nesmith,1630174.0
182,PT10M28.00S,2022-10-27T00:44:20.2Z,2,REGULAR,block,,[],1630174,,,1610612741,42,27,2022-10-27T00:44:22Z,1820000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT10M28.00S,2022-10-27T00:44:20.2Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,42,27,2022-10-27T00:44:23Z,1830000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,
184,PT10M16.00S,2022-10-27T00:44:31.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,5.601182654402102,49.754901960784316,1610612741,44,27,2022-10-27T00:44:37Z,1840000,1.0,0.0,1,left,A. Drummond alley-oop DUNK (6 PTS) (G. Dragic 2 AST),"[203083, 201609]",1610612741.0,CHI,alley-oop,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.12,Made,6.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,,,
186,PT10M04.00S,2022-10-27T00:44:43.8Z,2,REGULAR,2pt,Jump Shot,[],204456,79.58278580814718,55.392156862745104,1610612754,44,27,2022-10-27T00:44:47Z,1860000,27.0,139.0,1,right,MISS T. McConnell 14' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,14.2,Missed,,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2022-10-27T00:44:45.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,44,27,2022-10-27T00:44:47Z,1870000,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,186.0,5.0,3.0,2.0,,,,,,,,,,
188,PT09M54.00S,2022-10-27T00:44:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612741,44,27,2022-10-27T00:45:24Z,1880000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630174, 203897]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2004.0,1.0,0.0,LaVine,203897.0,,
190,PT09M54.00S,2022-10-27T00:45:27.3Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,45,27,2022-10-27T00:45:27Z,1900000,,,0,,Z. LaVine Free Throw 1 of 2 (10 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
191,PT09M54.00S,2022-10-27T00:45:45.6Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,46,27,2022-10-27T00:45:45Z,1910000,,,0,,Z. LaVine Free Throw 2 of 2 (11 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
192,PT09M44.00S,2022-10-27T00:45:56.9Z,2,REGULAR,2pt,Jump Shot,[],1631097,75.90341655716163,67.64705882352942,1610612754,46,27,2022-10-27T00:46:03Z,1920000,88.0,174.0,1,right,MISS B. Mathurin 19' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,19.51,Missed,,,,,,,,,,,,,,,,,,
193,PT09M38.00S,2022-10-27T00:46:02.9Z,2,REGULAR,rebound,defensive,[],201609,,,1610612741,46,27,2022-10-27T00:46:03Z,1930000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right Center,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,
194,PT09M30.00S,2022-10-27T00:46:09.8Z,2,REGULAR,3pt,Jump Shot,[],1627936,30.699737187910642,31.127450980392158,1610612741,49,27,2022-10-27T00:46:14Z,1940000,94.0,236.0,1,left,A. Caruso 25' 3PT  (5 PTS) (G. Dragic 3 AST),"[1627936, 201609]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.43,Made,5.0,G. Dragic,201609.0,3.0,,,,,,,,,,,,,,
196,PT09M16.00S,2022-10-27T00:46:26.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.9862023653088,53.18627450980392,1610612754,49,29,2022-10-27T00:46:31Z,1960000,16.0,13.0,1,right,M. Turner driving Layup (2 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,,
198,PT09M16.00S,2022-10-27T00:46:29.2Z,2,REGULAR,foul,personal,['1freethrow'],203083,,,1610612754,49,29,2022-10-27T00:46:44Z,1980000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Turner 1 FT),"[203083, 1626167]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2004.0,3.0,0.0,Turner,1626167.0,,
200,PT09M16.00S,2022-10-27T00:46:37.3Z,2,REGULAR,substitution,out,[],1629614,,,1610612754,49,29,2022-10-27T00:47:29Z,2000000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M16.00S,2022-10-27T00:46:37.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,49,29,2022-10-27T00:47:29Z,2010000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M16.00S,2022-10-27T00:47:03.7Z,2,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,49,30,2022-10-27T00:47:03Z,2020000,,,0,,M. Turner Free Throw 1 of 1 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
203,PT09M08.00S,2022-10-27T00:47:22.3Z,2,REGULAR,foul,personal,[],1631097,,,1610612741,49,30,2022-10-27T00:47:29Z,2030000,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 201609]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,202056.0,1.0,0.0,Dragic,201609.0,,
205,PT08M49.00S,2022-10-27T00:47:54.2Z,2,REGULAR,3pt,Jump Shot,[],1627936,28.728646517739815,23.52941176470588,1610612741,49,30,2022-10-27T00:47:59Z,2050000,132.0,218.0,1,left,MISS A. Caruso 25' 3PT - blocked,"[1627936, 1630169]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,Haliburton,1630169.0
206,PT08M49.00S,2022-10-27T00:47:54.2Z,2,REGULAR,block,,[],1630169,,,1610612741,49,30,2022-10-27T00:47:56Z,2060000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
207,PT08M46.00S,2022-10-27T00:47:57.2Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,49,30,2022-10-27T00:47:57Z,2070000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,
208,PT08M42.00S,2022-10-27T00:48:01.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,67.23061760840999,27.205882352941174,1610612754,49,30,2022-10-27T00:48:11Z,2080000,-114.0,256.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.98,Missed,,,,,,,,,,,,,,,,,,
209,PT08M37.00S,2022-10-27T00:48:06.9Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,49,30,2022-10-27T00:48:11Z,2090000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,
211,PT08M30.00S,2022-10-27T00:48:23.9Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,49,30,2022-10-27T00:48:31Z,2110000,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,,,1151.0,,,,,,
212,PT08M13.00S,2022-10-27T00:48:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,91.80354796320631,51.470588235294116,1610612754,49,30,2022-10-27T00:48:47Z,2120000,7.0,25.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
213,PT08M10.00S,2022-10-27T00:48:45.8Z,2,REGULAR,rebound,offensive,[],1631097,,,1610612754,49,30,2022-10-27T00:48:45Z,2130000,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,212.0,1.0,0.0,1.0,,,,,,,,,,
214,PT08M10.00S,2022-10-27T00:48:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631097,94.40999984741211,50.0,1610612754,49,32,2022-10-27T00:48:45Z,2140000,0.0,0.0,1,right,B. Mathurin tip Layup (8 PTS),[1631097],1610612754.0,IND,tip,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
215,PT08M04.00S,2022-10-27T00:48:51.7Z,2,REGULAR,3pt,Jump Shot,[],201609,30.305519053876477,25.98039215686275,1610612741,52,32,2022-10-27T00:48:56Z,2150000,120.0,232.0,1,left,G. Dragic 26' 3PT  (5 PTS) (A. Drummond 1 AST),"[201609, 203083]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,26.16,Made,5.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
217,PT07M55.00S,2022-10-27T00:49:03.6Z,2,REGULAR,foul,personal,[],1627884,,,1610612754,52,32,2022-10-27T00:49:11Z,2170000,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1631097]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Mathurin,1631097.0,,
219,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612754,52,32,2022-10-27T00:49:23Z,2190000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,out,[],203897,,,1610612754,52,32,2022-10-27T00:49:23Z,2200000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,52,32,2022-10-27T00:49:23Z,2210000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,in,[],1629632,,,1610612754,52,32,2022-10-27T00:49:23Z,2220000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,in,[],201942,,,1610612754,52,32,2022-10-27T00:49:23Z,2230000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M55.00S,2022-10-27T00:49:12.4Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,52,32,2022-10-27T00:49:23Z,2240000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M48.00S,2022-10-27T00:49:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,94.03745072273325,57.59803921568627,1610612754,52,32,2022-10-27T00:49:41Z,2250000,38.0,4.0,1,right,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
226,PT07M46.00S,2022-10-27T00:49:38.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,52,32,2022-10-27T00:49:41Z,2260000,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,225.0,6.0,4.0,2.0,,,,,,,,,,
227,PT07M42.00S,2022-10-27T00:49:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201609,6.1268068331143235,45.588235294117645,1610612741,54,32,2022-10-27T00:49:48Z,2270000,22.0,5.0,1,left,G. Dragic running Layup (7 PTS) (D. DeRozan 3 AST),"[201609, 201942]",1610612741.0,CHI,running,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,2.27,Made,7.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
229,PT07M37.00S,2022-10-27T00:49:47.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,75.50919842312747,11.76470588235294,1610612754,54,32,2022-10-27T00:49:54Z,2290000,-191.0,178.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
230,PT07M33.00S,2022-10-27T00:49:51.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,54,32,2022-10-27T00:49:54Z,2300000,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,229.0,7.0,5.0,2.0,,,,,,,,,,
231,PT07M20.00S,2022-10-27T00:50:06.2Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612741,54,32,2022-10-27T00:50:38Z,2310000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630174, 201942]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2004.0,2.0,0.0,DeRozan,201942.0,,
233,PT07M20.00S,2022-10-27T00:50:38.9Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,55,32,2022-10-27T00:50:38Z,2330000,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
234,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,out,[],203083,,,1610612741,55,32,2022-10-27T00:50:54Z,2340000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,55,32,2022-10-27T00:50:54Z,2350000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,out,[],201609,,,1610612741,55,32,2022-10-27T00:50:54Z,2360000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,out,[],1631097,,,1610612741,55,32,2022-10-27T00:50:54Z,2370000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,55,32,2022-10-27T00:50:54Z,2380000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,in,[],202696,,,1610612741,55,32,2022-10-27T00:50:54Z,2390000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,55,32,2022-10-27T00:50:54Z,2400000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M20.00S,2022-10-27T00:50:39.7Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,55,32,2022-10-27T00:50:54Z,2410000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M20.00S,2022-10-27T00:51:07.2Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,56,32,2022-10-27T00:51:07Z,2420000,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
243,PT07M10.00S,2022-10-27T00:51:19.7Z,2,REGULAR,2pt,Jump Shot,[],1630543,74.19513797634691,43.13725490196079,1610612754,56,34,2022-10-27T00:51:24Z,2430000,-34.0,190.0,1,right,I. Jackson 19' Jump Shot (4 PTS) (T. Haliburton 3 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Center,19.32,Made,4.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
245,PT06M52.00S,2022-10-27T00:51:36.9Z,2,REGULAR,3pt,Jump Shot,[],1629632,32.802233902759525,51.470588235294116,1610612741,56,34,2022-10-27T00:51:41Z,2450000,-7.0,256.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
246,PT06M50.00S,2022-10-27T00:51:38.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,56,34,2022-10-27T00:51:41Z,2460000,,,0,,I. Jackson REBOUND (Off:0 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,
247,PT06M44.00S,2022-10-27T00:51:46.1Z,2,REGULAR,2pt,Jump Shot,[],1630169,77.4802890932983,64.4607843137255,1610612754,56,34,2022-10-27T00:56:41Z,2470000,72.0,159.0,1,right,MISS T. Haliburton 17' step back Shot - blocked,"[1630169, 1630245]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,17.48,Missed,,,,,,,,,,,,,,,,,Dosunmu,1630245.0
248,PT06M44.00S,2022-10-27T00:51:46.1Z,2,REGULAR,block,,[],1630245,,,1610612754,56,34,2022-10-27T00:51:48Z,2480000,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
249,PT06M41.00S,2022-10-27T00:51:49.1Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,56,34,2022-10-27T00:51:51Z,2490000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,,
250,PT06M31.00S,2022-10-27T00:51:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,7.835085413929041,45.09803921568628,1610612741,58,34,2022-10-27T00:52:06Z,2500000,25.0,21.0,1,left,P. Williams driving floating Jump Shot (7 PTS) (D. DeRozan 4 AST),"[1630172, 201942]",1610612741.0,CHI,driving floating,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.23,Made,7.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
252,PT06M18.00S,2022-10-27T00:52:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630174,68.54467805519053,25.98039215686275,1610612754,58,37,2022-10-27T00:52:19Z,2520000,-120.0,243.0,1,right,A. Nesmith 27' 3PT  (5 PTS) (T. Haliburton 4 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,27.12,Made,5.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
254,PT06M17.00S,2022-10-27T00:52:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,58,37,2022-10-27T00:52:19Z,2540000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M17.00S,2022-10-27T00:55:04.4Z,2,REGULAR,substitution,out,[],204456,,,1610612741,58,37,2022-10-27T00:55:11Z,2550000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2022-10-27T00:55:04.4Z,2,REGULAR,substitution,in,[],1627741,,,1610612741,58,37,2022-10-27T00:55:11Z,2560000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M03.00S,2022-10-27T00:55:24.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630245,7.178055190538765,49.26470588235294,1610612741,58,37,2022-10-27T00:55:29Z,2570000,4.0,15.0,1,left,MISS A. Dosunmu driving DUNK - blocked,"[1630245, 1630543]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.54,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
258,PT06M03.00S,2022-10-27T00:55:24.3Z,2,REGULAR,block,,[],1630543,,,1610612741,58,37,2022-10-27T00:55:27Z,2580000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT05M59.00S,2022-10-27T00:55:28.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,58,37,2022-10-27T00:55:29Z,2590000,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,
260,PT05M56.00S,2022-10-27T00:55:32.2Z,2,REGULAR,turnover,bad pass,[],1630174,,,1610612754,58,37,2022-10-27T00:55:39Z,2600000,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1630245]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,
261,PT05M56.00S,2022-10-27T00:55:32.2Z,2,REGULAR,steal,,[],1630245,,,1610612741,58,37,2022-10-27T00:55:34Z,2610000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
