actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
20,PT09M58.00S,2024-12-07T03:14:19.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,3,5,2024-12-07T03:14:20Z,200000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT09M53.00S,2024-12-07T03:14:23.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,30.042706964520367,80.14705882352942,1610612757,3,5,2024-12-07T03:14:31Z,210000,False,-151.0,230.0,1,left,MISS S. Sharpe 27' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
22,PT09M50.00S,2024-12-07T03:14:26.9Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,3,5,2024-12-07T03:14:26Z,220000,False,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M38.00S,2024-12-07T03:14:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629014,5.075558475689881,48.77450980392157,1610612757,3,5,2024-12-07T03:15:02Z,240000,False,6.0,-5.0,1,left,MISS A. Simons driving Layup - blocked,"[1629014, 1631117]",1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,Kessler,1631117.0,,,,,,
25,PT09M38.00S,2024-12-07T03:14:54.1Z,1,REGULAR,block,,[],1631117,,,1610612757,3,5,2024-12-07T03:14:56Z,250000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2024-12-07T03:14:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,3,5,2024-12-07T03:15:02Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,24.0,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2024-12-07T03:15:12.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,33.590670170827856,44.6078431372549,1610612757,3,5,2024-12-07T03:15:37Z,280000,False,27.0,263.0,1,left,MISS J. Grant 26' 3PT - blocked,"[203924, 1641718]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,George,1641718.0,,,,,,
29,PT09M38.00S,2024-12-07T03:15:12.7Z,1,REGULAR,block,,[],1641718,,,1610612757,3,5,2024-12-07T03:15:14Z,290000,False,,,0,,K. George BLOCK (1 BLK),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2024-12-07T03:15:12.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,3,5,2024-12-07T03:15:37Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,28.0,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2024-12-07T03:15:15.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,3,5,2024-12-07T03:15:25Z,310000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627534.0,,,,,,,,,
32,PT09M30.00S,2024-12-07T03:15:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,80.1084099868594,92.15686274509804,1610612762,3,8,2024-12-07T03:15:43Z,320000,False,211.0,134.0,1,right,K. George 25' 3PT pullup (3 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.01,Made,,,,,3.0,,,,,,,,,,,,,
33,PT09M19.00S,2024-12-07T03:15:50.1Z,1,REGULAR,foul,personal,[],1641718,,,1610612757,3,8,2024-12-07T03:15:59Z,330000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 203924]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627534.0,,,,1.0,0.0,Grant,203924.0,,
35,PT09M09.00S,2024-12-07T03:16:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,10.33180026281209,50.98039215686274,1610612757,3,8,2024-12-07T03:16:24Z,350000,False,-5.0,45.0,1,left,MISS D. Ayton Jump Shot - blocked,"[1629028, 1631117]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,Kessler,1631117.0,,,,,,
36,PT09M09.00S,2024-12-07T03:16:15.1Z,1,REGULAR,block,,[],1631117,,,1610612757,3,8,2024-12-07T03:16:17Z,360000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M07.00S,2024-12-07T03:16:17.1Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,3,8,2024-12-07T03:16:26Z,370000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT09M04.00S,2024-12-07T03:16:20.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628381,94.69448094612353,49.26470588235294,1610612762,3,10,2024-12-07T03:16:29Z,380000,False,-4.0,-3.0,1,right,J. Collins running DUNK (2 PTS) (S. Mykhailiuk 1 AST),"[1628381, 1629004]",1610612762.0,UTA,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,
40,PT08M46.00S,2024-12-07T03:16:38.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,7.703679369250986,3.1862745098039214,1610612757,3,10,2024-12-07T03:16:41Z,400000,False,234.0,20.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2024-12-07T03:16:40.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,10,2024-12-07T03:16:41Z,410000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M41.00S,2024-12-07T03:16:43.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,69.33311432325887,23.03921568627451,1610612762,3,13,2024-12-07T03:16:48Z,420000,False,-135.0,236.0,1,right,S. Mykhailiuk 27' 3PT running pullup (6 PTS) (K. George 1 AST),"[1629004, 1641718]",1610612762.0,UTA,running pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,27.16,Made,,,,,6.0,K. George,1641718.0,1.0,,,,,,,,,,
43,PT08M40.00S,2024-12-07T03:16:48.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,3,13,2024-12-07T03:16:48Z,430000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2024-12-07T03:20:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.389618922470433,48.529411764705884,1610612757,5,13,2024-12-07T03:20:04Z,440000,False,7.0,8.0,1,left,D. Ayton cutting DUNK (2 PTS) (T. Camara 1 AST),"[1629028, 1641739]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,2.0,T. Camara,1641739.0,1.0,,,,,,,,,,
47,PT08M00.00S,2024-12-07T03:20:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,95.22010512483574,50.73529411764706,1610612762,5,13,2024-12-07T03:20:23Z,460000,False,4.0,-8.0,1,right,MISS C. Sexton driving Layup - blocked,"[1629012, 1629028]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,Ayton,1629028.0,,,,,,
48,PT08M00.00S,2024-12-07T03:20:19.9Z,1,REGULAR,block,,[],1629028,,,1610612762,5,13,2024-12-07T03:20:21Z,470000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M58.00S,2024-12-07T03:20:21.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,5,13,2024-12-07T03:20:23Z,480000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M46.00S,2024-12-07T03:20:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,34.247700394218136,25.98039215686275,1610612757,5,13,2024-12-07T03:20:46Z,500000,False,120.0,269.0,1,left,MISS A. Simons 29' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,29.5,Missed,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2024-12-07T03:20:45.7Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,5,13,2024-12-07T03:20:46Z,510000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M38.00S,2024-12-07T03:20:49.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,88.51839684625493,95.34313725490196,1610612762,5,16,2024-12-07T03:21:06Z,520000,False,227.0,55.0,1,right,K. George 3PT running (6 PTS) (C. Sexton 2 AST),"[1641718, 1629012]",1610612762.0,UTA,running,,,George,K. George,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,6.0,C. Sexton,1629012.0,2.0,,,,,,,,,,
55,PT07M23.00S,2024-12-07T03:21:11.6Z,1,REGULAR,foul,personal,[],1628381,,,1610612757,5,16,2024-12-07T03:21:19Z,540000,False,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1641739]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,,,,1.0,0.0,Camara,1641739.0,,
57,PT07M23.00S,2024-12-07T03:21:17.1Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,5,16,2024-12-07T03:21:21Z,560000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M23.00S,2024-12-07T03:21:17.1Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,5,16,2024-12-07T03:21:21Z,570000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M18.00S,2024-12-07T03:21:43.2Z,1,REGULAR,3pt,Jump Shot,[],203924,27.54599211563732,18.38235294117647,1610612757,5,16,2024-12-07T03:21:47Z,580000,False,158.0,206.0,1,left,MISS J. Grant 26' pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2024-12-07T03:21:47.2Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,5,16,2024-12-07T03:21:47Z,590000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT07M10.00S,2024-12-07T03:21:50.8Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612762,5,16,2024-12-07T03:21:55Z,600000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 1641739]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,,,,,Camara,1641739.0
62,PT07M10.00S,2024-12-07T03:21:50.8Z,1,REGULAR,steal,,[],1641739,,,1610612757,5,16,2024-12-07T03:21:52Z,610000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2024-12-07T03:22:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,32.013797634691194,32.84313725490196,1610612757,5,16,2024-12-07T03:22:05Z,620000,False,86.0,248.0,1,left,MISS T. Camara 26' pullup 3PT,[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2024-12-07T03:22:04.8Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,5,16,2024-12-07T03:22:05Z,630000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M49.00S,2024-12-07T03:22:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,65.39093298291722,46.32352941176471,1610612762,5,16,2024-12-07T03:23:24Z,640000,False,-18.0,273.0,1,right,MISS S. Mykhailiuk 27' running 3PT,[1629004],1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,27.34,Missed,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2024-12-07T03:22:11.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,5,16,2024-12-07T03:23:24Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,65.0,,,,,,,,,,,,,,,,,
67,PT06M49.00S,2024-12-07T03:22:19.2Z,1,REGULAR,foul,personal,[],1641739,,,1610612762,5,16,2024-12-07T03:22:23Z,660000,False,,,0,,T. Camara loose ball personal FOUL (1 PF),"[1641739, 1631117]",1610612757.0,POR,loose ball,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,,,,1.0,0.0,Kessler,1631117.0,,
69,PT06M40.00S,2024-12-07T03:22:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,91.14651773981603,42.8921568627451,1610612762,5,16,2024-12-07T03:23:59Z,680000,False,-36.0,31.0,1,right,MISS W. Kessler cutting Layup - blocked,"[1631117, 1630166]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,Avdija,1630166.0,,,,,,
70,PT06M40.00S,2024-12-07T03:22:44.2Z,1,REGULAR,block,,[],1630166,,,1610612762,5,16,2024-12-07T03:22:46Z,690000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M37.00S,2024-12-07T03:22:47.2Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,5,16,2024-12-07T03:22:49Z,700000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT06M32.00S,2024-12-07T03:22:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,7.703679369250986,48.77450980392157,1610612757,5,16,2024-12-07T03:22:59Z,710000,False,6.0,20.0,1,left,MISS D. Avdija running Layup - blocked,"[1630166, 1628381]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,Collins,1628381.0,,,,,,
73,PT06M32.00S,2024-12-07T03:22:51.1Z,1,REGULAR,block,,[],1628381,,,1610612757,5,16,2024-12-07T03:22:53Z,720000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M32.00S,2024-12-07T03:22:51.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,5,16,2024-12-07T03:22:59Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,72.0,,,,,,,,,,,,,,,,,
76,PT06M23.00S,2024-12-07T03:23:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,7.30946123521682,95.58823529411765,1610612757,5,16,2024-12-07T03:23:28Z,750000,False,-228.0,16.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
77,PT06M21.00S,2024-12-07T03:23:26.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,16,2024-12-07T03:23:28Z,760000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,
78,PT06M17.00S,2024-12-07T03:23:32.1Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612762,5,16,2024-12-07T03:23:54Z,770000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (George 2 FT),"[1629028, 1641718]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,,,,1.0,0.0,George,1641718.0,,
80,PT06M17.00S,2024-12-07T03:24:25.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641718,,,1610612762,5,17,2024-12-07T03:24:25Z,790000,False,,,0,,K. George Free Throw 1 of 2 (7 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
81,PT06M17.00S,2024-12-07T03:24:52.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641718,,,1610612762,5,18,2024-12-07T03:24:52Z,800000,False,,,0,,K. George Free Throw 2 of 2 (8 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
82,PT06M04.00S,2024-12-07T03:25:06.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,21.50131406044678,50.98039215686274,1610612757,7,18,2024-12-07T03:25:12Z,810000,False,-5.0,150.0,1,left,D. Ayton 14' Jump Shot (4 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,14.97,Made,,,,,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,
84,PT05M47.00S,2024-12-07T03:25:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,91.67214191852825,51.71568627450981,1610612762,7,18,2024-12-07T03:26:17Z,830000,False,9.0,26.0,1,right,MISS K. George driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
85,PT05M45.00S,2024-12-07T03:25:25.5Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,7,18,2024-12-07T03:27:54Z,840000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT05M42.00S,2024-12-07T03:25:29.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629014,4.944152431011826,54.166666666666664,1610612757,9,18,2024-12-07T03:25:45Z,850000,False,-21.0,-6.0,1,left,A. Simons running finger roll Layup (2 PTS),[1629014],1610612757.0,POR,running finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,2.0,,,,,,,,,,,,,
87,PT05M42.00S,2024-12-07T03:25:33.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,18,2024-12-07T03:25:33Z,860000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2024-12-07T03:28:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,93.38042049934296,54.41176470588235,1610612762,9,18,2024-12-07T03:29:00Z,870000,False,22.0,10.0,1,right,MISS C. Sexton turnaround Shot,[1629012],1610612762.0,UTA,turnaround,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
89,PT05M15.00S,2024-12-07T03:28:57.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,9,18,2024-12-07T03:29:00Z,880000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
