actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M37.00S,2024-12-02T02:13:30.1Z,1,REGULAR,3pt,Jump Shot,[],203924,86.81011826544021,94.85294117647058,1610612757,3,2,2024-12-02T02:13:34Z,190000,False,224.0,71.0,1,right,J. Grant 3PT  (3 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,,23.54,Made,3.0,A. Simons,1629014.0,1.0,,,,,,,,,
21,PT10M22.00S,2024-12-02T02:13:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.398817345597898,42.15686274509804,1610612742,3,4,2024-12-02T02:13:52Z,210000,False,39.0,130.0,1,left,L. Dončić 13' turnaround Jump Shot (2 PTS) (D. Gafford 1 AST),"[1629029, 1629655]",1610612742.0,DAL,turnaround,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,13.56,Made,2.0,D. Gafford,1629655.0,1.0,,,,,,,,,
22,PT10M09.00S,2024-12-02T02:13:59.4Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612757,3,4,2024-12-02T02:14:06Z,220000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Grant 2 FT),"[1629655, 203924]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Grant,203924.0
24,PT10M09.00S,2024-12-02T02:14:22.9Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,4,4,2024-12-02T02:14:22Z,240000,False,,,0,,J. Grant Free Throw 1 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
25,PT10M09.00S,2024-12-02T02:14:41.3Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,5,4,2024-12-02T02:14:41Z,250000,False,,,0,,J. Grant Free Throw 2 of 2 (5 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
26,PT09M58.00S,2024-12-02T02:14:53.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,33.459264126149804,30.14705882352941,1610612742,5,4,2024-12-02T02:17:12Z,260000,False,99.0,262.0,1,left,MISS L. Dončić 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,28.02,Missed,,,,,,,,,,,,,
27,PT09M56.00S,2024-12-02T02:14:55.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,5,4,2024-12-02T02:14:59Z,270000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,
28,PT09M49.00S,2024-12-02T02:15:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,70.38436268068331,17.15686274509804,1610612757,8,4,2024-12-02T02:15:07Z,280000,False,-164.0,226.0,1,right,A. Simons 27' 3PT pullup (3 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,27.93,Made,3.0,,,,,,,,,,,,
29,PT09M38.00S,2024-12-02T02:15:15.4Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,8,4,2024-12-02T02:19:58Z,290000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1631101]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,1.0,Sharpe,1631101.0,,,,,,,,,,,,,,,
30,PT09M38.00S,2024-12-02T02:15:15.4Z,1,REGULAR,steal,,[],1631101,,,1610612757,8,4,2024-12-02T03:12:59Z,300000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,
32,PT09M24.00S,2024-12-02T02:15:48.4Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,8,4,2024-12-02T02:20:24Z,320000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1629656]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,
33,PT09M24.00S,2024-12-02T02:15:48.4Z,1,REGULAR,steal,,[],1629656,,,1610612742,8,4,2024-12-02T02:15:51Z,330000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,
34,PT09M14.00S,2024-12-02T02:15:59.3Z,1,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612742,8,4,2024-12-02T02:16:11Z,340000,False,,,0,,P. Washington step out-of-bounds TURNOVER (2 TO),[1629023],1610612742.0,DAL,step,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,2.0,,,,,,,,,,,,,1627526.0,,,,
35,PT09M02.00S,2024-12-02T02:16:18.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629028,79.84559789750328,50.0,1610612757,10,4,2024-12-02T02:16:22Z,350000,False,0.0,137.0,1,right,D. Ayton 13' Jump Shot (2 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,13.7,Made,2.0,J. Grant,203924.0,1.0,,,,,,,,,
37,PT08M45.00S,2024-12-02T02:16:35.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,15.456636005256241,36.27450980392157,1610612742,10,6,2024-12-02T02:21:19Z,370000,False,69.0,93.0,1,left,P. Washington 11' driving Hook (2 PTS) (L. Dončić 2 AST),"[1629023, 1629029]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,,11.54,Made,2.0,L. Dončić,1629029.0,2.0,,,,,,,,,
39,PT08M33.00S,2024-12-02T02:16:46.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,65.78515111695138,50.73529411764706,1610612757,13,6,2024-12-02T02:16:59Z,390000,False,4.0,269.0,1,right,S. Sharpe 26' 3PT pullup (3 PTS) (D. Ayton 1 AST),"[1631101, 1629028]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,26.91,Made,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,
41,PT08M16.00S,2024-12-02T02:17:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,16.90210249671485,94.36274509803921,1610612742,13,6,2024-12-02T02:21:53Z,410000,False,-222.0,106.0,1,left,MISS L. Dončić 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,24.6,Missed,,,,,,,,,,,,,
42,PT08M14.00S,2024-12-02T02:17:07.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,13,6,2024-12-02T02:21:53Z,420000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,41.0,3.0,3.0,0.0,,,,,
43,PT08M08.00S,2024-12-02T02:17:13.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,77.7431011826544,89.95098039215686,1610612757,13,6,2024-12-02T02:22:15Z,430000,False,200.0,157.0,1,right,MISS A. Simons 25' running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,25.39,Missed,,,,,,,,,,,,,
44,PT08M06.00S,2024-12-02T02:17:15.7Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,13,6,2024-12-02T02:22:15Z,440000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M01.00S,2024-12-02T02:17:24.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,13,6,2024-12-02T02:17:24Z,450000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M01.00S,2024-12-02T02:18:44.7Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,13,6,2024-12-02T02:20:09Z,460000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M01.00S,2024-12-02T02:18:44.7Z,1,REGULAR,substitution,in,[],203939,,,1610612742,13,6,2024-12-02T02:20:09Z,470000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2024-12-02T02:20:25.0Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612742,13,6,2024-12-02T02:20:31Z,480000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Dončić 2 FT),"[203924, 1629029]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Dončić,1629029.0
51,PT07M55.00S,2024-12-02T02:20:53.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,13,6,2024-12-02T02:20:53Z,500000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,Missed,,,,,,,,,,,,,
52,PT07M55.00S,2024-12-02T02:20:53.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,13,6,2024-12-02T02:20:53Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,
53,PT07M55.00S,2024-12-02T02:21:09.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,13,7,2024-12-02T02:21:09Z,520000,False,,,0,,L. Dončić Free Throw 2 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
54,PT07M47.00S,2024-12-02T02:21:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,93.11760840998686,47.794117647058826,1610612757,13,7,2024-12-02T02:25:57Z,530000,False,-11.0,12.0,1,right,MISS D. Ayton driving bank Shot,[1629028],1610612757.0,POR,driving bank,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,1.64,Missed,,,,,,,,,,,,,
55,PT07M46.00S,2024-12-02T02:21:23.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,13,7,2024-12-02T02:26:20Z,540000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,54.0,4.0,3.0,1.0,,,,,
94,PT07M45.00S,2024-12-02T02:21:24.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.00459921156373,51.96078431372549,1610612757,13,7,2024-12-02T02:26:13Z,545000,False,10.0,4.0,1,right,MISS D. Ayton tip Layup,[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,1.05,Missed,,,,,,,,,,,,,
95,PT07M44.00S,2024-12-02T02:21:25.6Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,13,7,2024-12-02T02:26:13Z,547500,False,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,94.0,5.0,3.0,2.0,,,,,
57,PT07M38.00S,2024-12-02T02:21:46.6Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612757,13,7,2024-12-02T02:21:53Z,560000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Grant 2 FT),"[1629023, 203924]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Grant,203924.0
59,PT07M38.00S,2024-12-02T02:22:06.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612757,14,7,2024-12-02T02:26:13Z,580000,False,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
60,PT07M38.00S,2024-12-02T02:22:21.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612757,15,7,2024-12-02T02:26:13Z,590000,False,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
61,PT07M25.00S,2024-12-02T02:22:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.4053876478318,36.51960784313725,1610612742,15,7,2024-12-02T02:24:28Z,600000,False,67.0,83.0,1,left,MISS L. Dončić 10' pullup Shot,[1629029],1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Right,,,,10.68,Missed,,,,,,,,,,,,,
62,PT07M23.00S,2024-12-02T02:22:39.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,15,7,2024-12-02T02:24:28Z,610000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,
63,PT07M10.00S,2024-12-02T02:22:53.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630702,4.944152431011826,53.92156862745098,1610612742,15,7,2024-12-02T02:27:19Z,620000,False,-20.0,-6.0,1,left,MISS J. Hardy driving floating Shot,[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,2.05,Missed,,,,,,,,,,,,,
64,PT07M08.00S,2024-12-02T02:22:55.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,15,7,2024-12-02T02:27:19Z,630000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
65,PT07M05.00S,2024-12-02T02:22:58.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631101,92.9862023653088,47.30392156862745,1610612757,15,7,2024-12-02T02:28:12Z,640000,False,-13.0,13.0,1,right,MISS S. Sharpe running Layup,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,1.9,Missed,,,,,,,,,,,,,
66,PT07M03.00S,2024-12-02T02:23:00.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,15,7,2024-12-02T02:28:12Z,650000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,
67,PT06M54.00S,2024-12-02T02:23:07.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,18.74178712220762,92.64705882352942,1610612742,15,10,2024-12-02T02:23:15Z,660000,False,-213.0,124.0,1,left,P. Washington 24' 3PT running (5 PTS) (L. Dončić 3 AST),"[1629023, 1629029]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,24.65,Made,5.0,L. Dončić,1629029.0,3.0,,,,,,,,,
69,PT06M40.00S,2024-12-02T02:23:23.1Z,1,REGULAR,2pt,Jump Shot,[],1631101,78.13731931668858,46.32352941176471,1610612757,15,10,2024-12-02T03:13:20Z,680000,False,-18.0,153.0,1,right,MISS S. Sharpe 15' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,,,,15.41,Missed,,,,,,,,,,,,,
70,PT06M38.00S,2024-12-02T02:23:25.1Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,15,10,2024-12-02T03:13:20Z,690000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Center,,,,,,,,,,69.0,1.0,0.0,1.0,,,,,
350,PT06M38.00S,2024-12-02T02:23:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,93.61038107752957,51.96078431372549,1610612757,15,10,2024-12-02T03:13:36Z,695000,False,10.0,8.0,1,right,MISS T. Camara tip Layup,[1641739],1610612757.0,POR,tip,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,1.24,Missed,,,,,,,,,,,,,
351,PT06M37.00S,2024-12-02T02:23:33.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,15,10,2024-12-02T03:13:36Z,697500,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,350.0,1.0,1.0,0.0,,,,,
71,PT06M21.00S,2024-12-02T02:23:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.200394218134035,41.42156862745098,1610612742,15,10,2024-12-02T02:29:40Z,700000,False,43.0,43.0,1,left,MISS L. Dončić 6' driving bank Shot,[1629029],1610612742.0,DAL,driving bank,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,6.1,Missed,,,,,,,,,,,,,
72,PT06M19.00S,2024-12-02T02:23:43.3Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,15,10,2024-12-02T02:29:40Z,710000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,
73,PT06M12.00S,2024-12-02T02:23:48.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,73.27529566360053,83.57843137254902,1610612757,18,10,2024-12-02T02:23:56Z,720000,False,168.0,199.0,1,right,T. Camara 26' 3PT step back (3 PTS) (J. Grant 2 AST),"[1641739, 203924]",1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,26.01,Made,3.0,J. Grant,203924.0,2.0,,,,,,,,,
75,PT06M00.00S,2024-12-02T02:24:02.8Z,1,REGULAR,2pt,Jump Shot,[],1630702,21.632720105124836,45.588235294117645,1610612742,18,10,2024-12-02T02:30:25Z,740000,False,22.0,151.0,1,left,MISS J. Hardy 15' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Center,,,,15.24,Missed,,,,,,,,,,,,,
76,PT05M57.00S,2024-12-02T02:24:05.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,18,10,2024-12-02T02:30:25Z,750000,False,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,,,,,,,,,,75.0,6.0,4.0,2.0,,,,,
77,PT05M43.00S,2024-12-02T02:24:20.0Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612757,18,10,2024-12-02T02:24:28Z,760000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Ayton 2 FT),"[203939, 1629028]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Ayton,1629028.0
79,PT05M43.00S,2024-12-02T02:24:47.8Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612757,19,10,2024-12-02T02:24:47Z,780000,False,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
80,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,19,10,2024-12-02T02:24:56Z,790000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,out,[],1630702,,,1610612757,19,10,2024-12-02T02:24:56Z,800000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,out,[],203939,,,1610612757,19,10,2024-12-02T02:24:56Z,810000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,19,10,2024-12-02T02:24:56Z,820000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
