actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
167,PT00M00.00S,2024-12-02T02:36:31.1Z,1,REGULAR,period,end,[],0,,,1610612742,29,25,2024-12-02T02:36:31Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,out,['startperiod'],1629655,,,1610612742,29,25,2024-12-02T02:39:01Z,1650000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612742,29,25,2024-12-02T02:39:01Z,1660000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,29,25,2024-12-02T02:39:01Z,1670000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,29,25,2024-12-02T02:39:01Z,1680000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,in,['startperiod'],1641765,,,1610612742,29,25,2024-12-02T02:39:01Z,1690000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-12-02T02:38:31.9Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612742,29,25,2024-12-02T02:39:01Z,1700000,False,,,0,,SUB in: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-02T02:39:05.3Z,2,REGULAR,period,start,[],0,,,1610612742,29,25,2024-12-02T02:39:05Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M49.00S,2024-12-02T02:39:22.0Z,2,REGULAR,foul,personal,[],1631200,,,1610612742,29,25,2024-12-02T02:39:28Z,1720000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631200, 1629029]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627526.0,1.0,0.0,Dončić,1629029.0
177,PT11M35.00S,2024-12-02T02:39:45.7Z,2,REGULAR,3pt,Jump Shot,[],1630702,5.732588699080158,2.450980392156863,1610612742,29,25,2024-12-02T02:39:50Z,1740000,False,238.0,1.0,1,left,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,23.77,Missed,,,,,,,,,,,,,
178,PT11M32.00S,2024-12-02T02:39:48.8Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,29,25,2024-12-02T02:39:48Z,1750000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,
179,PT11M28.00S,2024-12-02T02:39:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,93.51182654402102,46.07843137254902,1610612757,29,25,2024-12-02T02:40:01Z,1760000,False,-20.0,8.0,1,right,MISS D. Banton running Layup,[1630625],1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,2.14,Missed,,,,,,,,,,,,,
180,PT11M27.00S,2024-12-02T02:39:53.6Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,29,25,2024-12-02T02:40:24Z,1770000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,179.0,2.0,1.0,1.0,,,,,
181,PT11M27.00S,2024-12-02T02:39:55.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1631101,94.40999984741211,50.0,1610612757,31,25,2024-12-02T02:40:40Z,1780000,False,0.0,0.0,1,right,S. Sharpe tip DUNK (5 PTS),[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,0.0,Made,5.0,,,,,,,,,,,,
182,PT11M03.00S,2024-12-02T02:40:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641765,6.783837056504599,39.46078431372549,1610612742,31,25,2024-12-02T02:41:02Z,1790000,False,53.0,11.0,1,left,MISS O. Prosper pullup Shot,[1641765],1610612742.0,DAL,pullup,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,5.39,Missed,,,,,,,,,,,,,
183,PT11M02.00S,2024-12-02T02:40:20.9Z,2,REGULAR,rebound,offensive,[],1641765,,,1610612742,31,25,2024-12-02T02:41:02Z,1800000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,182.0,1.0,0.0,1.0,,,,,
184,PT11M01.00S,2024-12-02T02:40:26.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641765,8.623521681997373,35.78431372549019,1610612742,31,25,2024-12-02T02:41:25Z,1810000,False,71.0,29.0,1,left,MISS O. Prosper 7' Jump Shot,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,7.66,Missed,,,,,,,,,,,,,
185,PT11M00.00S,2024-12-02T02:40:27.0Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,31,25,2024-12-02T02:41:25Z,1820000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,
186,PT10M52.00S,2024-12-02T02:40:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.19776609724047,45.34313725490196,1610612757,33,25,2024-12-02T02:40:35Z,1830000,False,-23.0,21.0,1,right,D. Avdija running Layup (5 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,3.12,Made,5.0,,,,,,,,,,,,
187,PT10M45.00S,2024-12-02T02:40:41.6Z,2,REGULAR,foul,personal,[],1630166,,,1610612742,33,25,2024-12-02T02:40:55Z,1840000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 203939]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Powell,203939.0
189,PT10M36.00S,2024-12-02T02:41:05.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,5.995400788436268,50.73529411764706,1610612742,33,27,2024-12-02T02:41:11Z,1860000,False,-4.0,4.0,1,left,D. Powell alley-oop DUNK (2 PTS) (L. Dončić 4 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,0.54,Made,2.0,L. Dončić,1629029.0,4.0,,,,,,,,,
191,PT10M22.00S,2024-12-02T02:41:22.2Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,33,27,2024-12-02T02:42:07Z,1880000,False,,,0,,D. Avdija bad pass TURNOVER (4 TO),"[1630166, 1630702]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,4.0,Hardy,1630702.0,,,,,,,,,,,,,,,
192,PT10M22.00S,2024-12-02T02:41:22.2Z,2,REGULAR,steal,,[],1630702,,,1610612742,33,27,2024-12-02T02:41:23Z,1890000,False,,,0,,J. Hardy STEAL (1 STL),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,
193,PT10M13.00S,2024-12-02T02:41:31.8Z,2,REGULAR,foul,personal,[],1631133,,,1610612742,33,27,2024-12-02T02:41:41Z,1900000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1629029]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Dončić,1629029.0
195,PT10M04.00S,2024-12-02T02:41:55.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,8.754927726675426,39.46078431372549,1610612742,33,29,2024-12-02T02:42:31Z,1920000,False,53.0,30.0,1,left,L. Dončić 6' driving bank Jump Shot (7 PTS),[1629029],1610612742.0,DAL,driving bank,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Made,7.0,,,,,,,,,,,,
196,PT09M44.00S,2024-12-02T02:42:14.9Z,2,REGULAR,turnover,bad pass,[],1631200,,,1610612757,33,29,2024-12-02T02:42:19Z,1930000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631200, 1641765]",1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,1.0,Prosper,1641765.0,,,,,,,,,,,,,,,
197,PT09M44.00S,2024-12-02T02:42:14.9Z,2,REGULAR,steal,,[],1641765,,,1610612742,33,29,2024-12-02T02:42:17Z,1940000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,
198,PT09M39.00S,2024-12-02T02:42:21.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641765,7.046649145860711,4.166666666666666,1610612742,33,29,2024-12-02T02:43:08Z,1950000,False,229.0,14.0,1,left,MISS O. Prosper running 3PT,[1641765],1610612742.0,DAL,running,,,Prosper,O. Prosper,,,,,Right Corner 3,24+ Right,,,,22.96,Missed,,,,,,,,,,,,,
199,PT09M37.00S,2024-12-02T02:42:23.6Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,33,29,2024-12-02T02:43:08Z,1960000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,198.0,3.0,2.0,1.0,,,,,
200,PT09M29.00S,2024-12-02T02:42:31.8Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612757,33,29,2024-12-02T02:42:40Z,1970000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Banton 2 FT),"[203939, 1630625]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Banton,1630625.0
202,PT09M29.00S,2024-12-02T02:42:57.1Z,2,REGULAR,freethrow,1 of 2,[],1630625,,,1610612757,33,29,2024-12-02T02:43:27Z,1990000,False,,,0,,MISS D. Banton Free Throw 1 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,Missed,,,,,,,,,,,,,
203,PT09M29.00S,2024-12-02T02:42:57.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,33,29,2024-12-02T02:43:27Z,2000000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,202.0,,,,,,,,
204,PT09M29.00S,2024-12-02T02:42:57.1Z,2,REGULAR,freethrow,2 of 2,[],1630625,,,1610612757,34,29,2024-12-02T02:43:27Z,2010000,False,,,0,,D. Banton Free Throw 2 of 2 (5 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
205,PT09M20.00S,2024-12-02T02:43:23.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,26.62614980289093,83.33333333333334,1610612742,34,32,2024-12-02T02:44:02Z,2020000,False,-167.0,198.0,1,left,L. Dončić 25' 3PT step back (10 PTS),[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,25.87,Made,10.0,,,,,,,,,,,,
206,PT09M02.00S,2024-12-02T02:43:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,90.75229960578186,54.90196078431373,1610612757,36,32,2024-12-02T02:43:45Z,2030000,False,25.0,34.0,1,right,D. Banton driving finger roll Layup (7 PTS),[1630625],1610612757.0,POR,driving finger roll,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,4.22,Made,7.0,,,,,,,,,,,,
207,PT08M51.00S,2024-12-02T02:43:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,7.966491458607096,43.38235294117647,1610612742,36,32,2024-12-02T02:44:27Z,2040000,False,33.0,22.0,1,left,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,4.0,Missed,,,,,,,,,,,,,
208,PT08M49.00S,2024-12-02T02:43:56.6Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,36,32,2024-12-02T02:44:27Z,2050000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,
209,PT08M44.00S,2024-12-02T02:44:06.7Z,2,REGULAR,foul,personal,[],1629029,,,1610612757,36,32,2024-12-02T02:44:13Z,2060000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1630625]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Banton,1630625.0
211,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,36,32,2024-12-02T02:44:23Z,2080000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,36,32,2024-12-02T02:44:23Z,2090000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,out,[],1641765,,,1610612757,36,32,2024-12-02T02:44:23Z,2100000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,36,32,2024-12-02T02:44:23Z,2110000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,in,[],203924,,,1610612757,36,32,2024-12-02T02:44:23Z,2120000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M44.00S,2024-12-02T02:44:11.3Z,2,REGULAR,substitution,in,[],1628467,,,1610612757,36,32,2024-12-02T02:44:23Z,2130000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M38.00S,2024-12-02T02:44:39.9Z,2,REGULAR,2pt,Jump Shot,[],1630625,72.7496714848883,35.53921568627451,1610612757,36,32,2024-12-02T02:45:03Z,2140000,False,-72.0,204.0,1,right,MISS D. Banton 21' pullup Shot,[1630625],1610612757.0,POR,pullup,,,Banton,D. Banton,,,,,Mid-Range,16-24 Left Center,,,,21.62,Missed,,,,,,,,,,,,,
218,PT08M36.00S,2024-12-02T02:44:41.9Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,36,32,2024-12-02T02:45:03Z,2150000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,
219,PT08M25.00S,2024-12-02T02:44:54.6Z,2,REGULAR,foul,personal,[],1629014,,,1610612742,36,32,2024-12-02T02:44:59Z,2160000,False,,,0,,A. Simons personal FOUL (2 PF),"[1629014, 1629029]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Dončić,1629029.0
221,PT08M25.00S,2024-12-02T02:45:07.5Z,2,REGULAR,substitution,out,[],1631133,,,1610612742,36,32,2024-12-02T02:45:12Z,2180000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M25.00S,2024-12-02T02:45:07.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612742,36,32,2024-12-02T02:45:12Z,2190000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M13.00S,2024-12-02T02:45:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,5.995400788436268,55.392156862745104,1610612742,36,32,2024-12-02T02:46:03Z,2200000,False,-27.0,4.0,1,left,MISS M. Kleber driving Layup,[1628467],1610612742.0,DAL,driving,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,2.73,Missed,,,,,,,,,,,,,
224,PT08M12.00S,2024-12-02T02:45:37.3Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,36,32,2024-12-02T02:46:03Z,2210000,False,,,0,,M. Kleber REBOUND (Off:2 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,223.0,2.0,0.0,2.0,,,,,
225,PT08M11.00S,2024-12-02T02:45:40.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628467,5.590000152587891,50.0,1610612742,36,32,2024-12-02T02:46:07Z,2220000,False,0.0,0.0,1,left,MISS M. Kleber tip Layup,[1628467],1610612742.0,DAL,tip,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,
226,PT08M10.00S,2024-12-02T02:45:41.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,36,32,2024-12-02T02:46:07Z,2230000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,225.0,,,,,,,,
228,PT08M10.00S,2024-12-02T02:45:50.0Z,2,REGULAR,substitution,out,[],1630702,,,1610612757,36,32,2024-12-02T02:45:55Z,2250000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M10.00S,2024-12-02T02:45:50.0Z,2,REGULAR,substitution,out,[],203939,,,1610612757,36,32,2024-12-02T02:45:55Z,2260000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M10.00S,2024-12-02T02:45:50.0Z,2,REGULAR,substitution,in,[],1629655,,,1610612757,36,32,2024-12-02T02:45:55Z,2270000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M10.00S,2024-12-02T02:45:50.0Z,2,REGULAR,substitution,in,[],1629656,,,1610612757,36,32,2024-12-02T02:45:55Z,2280000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M57.00S,2024-12-02T02:46:10.4Z,2,REGULAR,3pt,Jump Shot,[],1629028,91.14651773981603,3.1862745098039214,1610612757,36,32,2024-12-02T02:46:30Z,2290000,False,-234.0,31.0,1,right,MISS D. Ayton 3PT,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,23.61,Missed,,,,,,,,,,,,,
233,PT07M55.00S,2024-12-02T02:46:12.4Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,36,32,2024-12-02T02:46:30Z,2300000,False,,,0,,M. Kleber REBOUND (Off:2 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,,,,,,,,,,232.0,3.0,1.0,2.0,,,,,
234,PT07M51.00S,2024-12-02T02:46:16.0Z,2,REGULAR,turnover,bad pass,[],1628467,,,1610612742,36,32,2024-12-02T02:46:44Z,2310000,False,,,0,,M. Kleber bad pass TURNOVER (1 TO),"[1628467, 1631101]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,1.0,Sharpe,1631101.0,,,,,,,,,,,,,,,
235,PT07M51.00S,2024-12-02T02:46:16.0Z,2,REGULAR,steal,,[],1631101,,,1610612757,36,32,2024-12-02T02:46:18Z,2320000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2024-12-02T02:46:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,91.93495400788436,49.26470588235294,1610612757,38,32,2024-12-02T02:46:26Z,2330000,False,-4.0,23.0,1,right,S. Sharpe driving Layup (7 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,2.36,Made,7.0,,,,,,,,,,,,
237,PT07M33.00S,2024-12-02T02:46:34.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612742,38,32,2024-12-02T02:48:55Z,2332500,False,,,0,,A. Simons shooting personal FOUL (3 PF) (Grimes 2 FT),"[1629014, 1629656]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,3.0,0.0,Grimes,1629656.0
239,PT07M33.00S,2024-12-02T02:47:03.2Z,2,REGULAR,freethrow,1 of 2,[],1629656,,,1610612742,38,33,2024-12-02T02:48:43Z,2335000,False,,,0,,Q. Grimes Free Throw 1 of 2 (6 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
242,PT07M33.00S,2024-12-02T02:47:03.2Z,2,REGULAR,freethrow,2 of 2,[],1629656,,,1610612742,38,34,2024-12-02T02:48:43Z,2337500,False,,,0,,Q. Grimes Free Throw 2 of 2 (7 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
240,PT07M33.00S,2024-12-02T02:47:03.9Z,2,REGULAR,substitution,out,[],203915,,,1610612757,38,34,2024-12-02T02:48:49Z,2370000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M33.00S,2024-12-02T02:47:03.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612757,38,34,2024-12-02T02:48:49Z,2380000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M23.00S,2024-12-02T02:47:41.4Z,2,REGULAR,2pt,Jump Shot,[],1631101,86.02168199737189,16.176470588235293,1610612757,38,34,2024-12-02T02:48:13Z,2385000,False,-169.0,79.0,1,right,MISS S. Sharpe 18' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left,,,,18.66,Missed,,,,,,,,,,,,,
244,PT07M21.00S,2024-12-02T02:47:43.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,38,34,2024-12-02T02:48:13Z,2387500,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left,,,,,,,,,,243.0,3.0,3.0,0.0,,,,,
245,PT07M15.00S,2024-12-02T02:47:48.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612742,38,34,2024-12-02T02:47:56Z,2420000,False,,,0,,A. Simons shooting personal FOUL (4 PF) (Gafford 2 FT),"[1629014, 1629655]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,4.0,0.0,Gafford,1629655.0
247,PT07M15.00S,2024-12-02T02:48:20.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629655,,,1610612742,38,35,2024-12-02T02:50:39Z,2440000,False,,,0,,D. Gafford Free Throw 1 of 2 (4 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
250,PT07M15.00S,2024-12-02T02:48:20.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629655,,,1610612742,38,36,2024-12-02T02:50:39Z,2445000,False,,,0,,D. Gafford Free Throw 2 of 2 (5 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
248,PT07M15.00S,2024-12-02T02:48:21.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,38,36,2024-12-02T02:50:39Z,2450000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M15.00S,2024-12-02T02:48:21.5Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,38,36,2024-12-02T02:50:39Z,2460000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,
