actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M15.00S,2025-01-26T23:14:23.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,6,0,2025-01-26T23:14:30Z,200000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,19.0,,,,,,1.0,1.0,0.0,,,,,,,,
21,PT10M13.00S,2025-01-26T23:14:28.1Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,6,0,2025-01-26T23:14:35Z,210000,False,,,0,,D. Avdija lost ball out-of-bounds TURNOVER (1 TO),[1630166],1610612757.0,POR,lost ball,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Right,,,,,202053.0,,,,,,,,,,,1.0,,,,
22,PT09M58.00S,2025-01-26T23:14:48.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,15.588042049934298,50.49019607843137,1610612760,6,2,2025-01-26T23:15:33Z,220000,False,-2.0,94.0,1,left,S. Gilgeous-Alexander 9' driving floating Jump Shot (2 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,9.4,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M37.00S,2025-01-26T23:15:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.88370565045992,53.92156862745098,1610612757,8,2,2025-01-26T23:15:18Z,230000,False,20.0,33.0,1,right,D. Avdija driving Layup (2 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.86,Made,2.0,,,,,,,,,,T. Camara,1641739.0,1.0,,,,,
25,PT09M23.00S,2025-01-26T23:15:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,11.777266754270697,51.9607843137255,1610612760,8,4,2025-01-26T23:15:27Z,250000,False,-10.0,58.0,1,left,I. Hartenstein floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,2.0,,,,,,,,,,J. Williams,1631114.0,1.0,,,,,
28,PT09M05.00S,2025-01-26T23:15:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,91.14651773981603,4.901960784313726,1610612757,11,4,2025-01-26T23:16:00Z,280000,False,-225.0,31.0,1,right,D. Avdija 3PT  (5 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,22.76,Made,5.0,,,,,,,,,,D. Clingan,1642270.0,1.0,,,,,
30,PT08M47.00S,2025-01-26T23:16:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,19.530223390275953,50.49019607843137,1610612760,11,4,2025-01-26T23:16:17Z,300000,False,-2.0,131.0,1,left,MISS I. Hartenstein 13' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,,,,,,,,,,,,,,,,,
31,PT08M45.00S,2025-01-26T23:16:14.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,11,4,2025-01-26T23:16:17Z,310000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,30.0,,,,,,2.0,2.0,0.0,,,,,,,,
32,PT08M37.00S,2025-01-26T23:16:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,67.62483574244416,45.83333333333333,1610612757,14,4,2025-01-26T23:16:29Z,320000,False,-21.0,252.0,1,right,D. Avdija 25' 3PT  (8 PTS) (J. Grant 2 AST),"[1630166, 203924]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.27,Made,8.0,,,,,,,,,,J. Grant,203924.0,2.0,,,,,
35,PT08M14.00S,2025-01-26T23:17:04.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,14.011169513797633,25.0,1610612760,14,6,2025-01-26T23:17:09Z,350000,False,125.0,79.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,14.8,Made,4.0,,,,,,,,,,,,,,,,,
37,PT07M47.00S,2025-01-26T23:17:50.3Z,1,REGULAR,turnover,lost ball,[],1641739,,,1610612757,14,6,2025-01-26T23:17:58Z,370000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1628983]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,
38,PT07M47.00S,2025-01-26T23:17:50.3Z,1,REGULAR,steal,,[],1628983,,,1610612760,14,6,2025-01-26T23:17:52Z,380000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
39,PT07M43.00S,2025-01-26T23:17:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,7.178055190538765,47.549019607843135,1610612760,14,8,2025-01-26T23:18:04Z,390000,False,12.0,15.0,1,left,A. Wiggins running Layup (2 PTS) (J. Williams 2 AST),"[1630598, 1631114]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,,,,,,,,,,J. Williams,1631114.0,2.0,,,,,
41,PT07M35.00S,2025-01-26T23:18:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.27792378449409,46.32352941176471,1610612757,16,8,2025-01-26T23:18:11Z,410000,False,-18.0,29.0,1,right,D. Avdija driving Layup (10 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.48,Made,10.0,,,,,,,,,,,,,,,,,
42,PT07M25.00S,2025-01-26T23:18:15.4Z,1,REGULAR,foul,personal,[],203924,,,1610612760,16,8,2025-01-26T23:18:35Z,420000,False,,,0,,J. Grant personal FOUL (2 PF),"[203924, 1628983]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Center,,,,,2003.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
44,PT07M25.00S,2025-01-26T23:18:23.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612760,16,8,2025-01-26T23:18:26Z,440000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M25.00S,2025-01-26T23:18:23.4Z,1,REGULAR,substitution,in,[],1630703,,,1610612760,16,8,2025-01-26T23:18:26Z,450000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M17.00S,2025-01-26T23:18:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,15.719448094612352,46.81372549019608,1610612760,16,10,2025-01-26T23:18:59Z,460000,False,16.0,95.0,1,left,J. Williams 9' driving floating Jump Shot (2 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.66,Made,2.0,,,,,,,,,,,,,,,,,
47,PT07M00.00S,2025-01-26T23:19:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,77.21747700394218,12.009803921568627,1610612757,16,10,2025-01-26T23:19:08Z,470000,False,-190.0,162.0,1,right,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
48,PT06M57.00S,2025-01-26T23:19:05.7Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,16,10,2025-01-26T23:19:08Z,480000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,47.0,,,,,,1.0,1.0,0.0,,,,,,,,
49,PT06M50.00S,2025-01-26T23:19:15.4Z,1,REGULAR,turnover,out-of-bounds,[],1641717,,,1610612760,16,10,2025-01-26T23:19:24Z,490000,False,,,0,,C. Wallace bad pass out-of-bounds TURNOVER (1 TO),[1641717],1610612760.0,OKC,bad pass,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,202035.0,,,,,,,,,,,1.0,,,,
50,PT06M50.00S,2025-01-26T23:19:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,10,2025-01-26T23:19:23Z,500000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2025-01-26T23:21:50.5Z,1,REGULAR,substitution,out,[],203924,,,1610612757,16,10,2025-01-26T23:22:01Z,510000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M50.00S,2025-01-26T23:21:50.5Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,16,10,2025-01-26T23:22:01Z,520000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M50.00S,2025-01-26T23:21:50.5Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,16,10,2025-01-26T23:22:01Z,530000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2025-01-26T23:21:50.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,16,10,2025-01-26T23:22:01Z,540000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M33.00S,2025-01-26T23:22:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,86.5473061760841,49.26470588235294,1610612757,16,10,2025-01-26T23:22:46Z,550000,False,-4.0,74.0,1,right,MISS S. Henderson 7' driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
57,PT06M33.00S,2025-01-26T23:22:36.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,16,10,2025-01-26T23:25:27Z,570000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,55.0,,,,,,1.0,0.0,1.0,,,,,,,,
58,PT06M33.00S,2025-01-26T23:22:40.7Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612757,16,10,2025-01-26T23:22:50Z,580000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Williams III 2 FT),"[1641717, 1629057]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,202035.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,
60,PT06M33.00S,2025-01-26T23:23:01.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629057,,,1610612757,17,10,2025-01-26T23:23:21Z,600000,False,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2025-01-26T23:23:01.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629057,,,1610612757,17,10,2025-01-26T23:23:21Z,610000,False,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2025-01-26T23:23:04.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,17,10,2025-01-26T23:23:21Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,61.0,,,,,,1.0,1.0,0.0,,,,,,,,
63,PT06M24.00S,2025-01-26T23:23:26.1Z,1,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,17,10,2025-01-26T23:23:36Z,630000,False,,,0,,S. Gilgeous-Alexander lost ball out-of-bounds TURNOVER (1 TO),[1628983],1610612760.0,OKC,lost ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,202035.0,,,,,,,,,,,1.0,,,,
65,PT06M01.00S,2025-01-26T23:24:15.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,87.33574244415243,95.34313725490196,1610612757,20,10,2025-01-26T23:24:19Z,650000,False,227.0,67.0,1,right,S. Henderson 3PT  (3 PTS) (D. Avdija 1 AST),"[1630703, 1630166]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,23.63,Made,3.0,,,,,,,,,,D. Avdija,1630166.0,1.0,,,,,
67,PT05M50.00S,2025-01-26T23:24:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,19.66162943495401,58.82352941176471,1610612760,20,12,2025-01-26T23:24:32Z,670000,False,-44.0,132.0,1,left,J. Williams 13' step back Jump Shot (4 PTS),[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.95,Made,4.0,,,,,,,,,,,,,,,,,
68,PT05M39.00S,2025-01-26T23:24:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630166,69.72733245729303,73.52941176470588,1610612757,20,12,2025-01-27T02:04:30Z,680000,False,118.0,232.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
69,PT05M37.00S,2025-01-26T23:24:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,20,12,2025-01-26T23:24:46Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,68.0,,,,,,,,,,,,,,,,
71,PT05M37.00S,2025-01-26T23:24:46.4Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,20,12,2025-01-26T23:24:58Z,710000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M37.00S,2025-01-26T23:24:46.4Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,20,12,2025-01-26T23:24:58Z,720000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2025-01-26T23:24:46.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,20,12,2025-01-26T23:24:58Z,730000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2025-01-26T23:24:46.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,20,12,2025-01-26T23:24:58Z,740000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M23.00S,2025-01-26T23:25:11.9Z,1,REGULAR,2pt,Jump Shot,[],1631114,18.74178712220762,67.8921568627451,1610612760,20,14,2025-01-26T23:25:20Z,750000,False,-89.0,124.0,1,left,J. Williams 15' turnaround fadeaway Jump Shot (6 PTS),[1631114],1610612760.0,OKC,turnaround fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,15.27,Made,6.0,,,,,,,,,,,,,,,,,
76,PT04M59.00S,2025-01-26T23:25:34.9Z,1,REGULAR,2pt,Jump Shot,[],1630703,79.05716162943496,17.892156862745097,1610612757,22,14,2025-01-26T23:25:42Z,760000,False,-161.0,144.0,1,right,S. Henderson 21' step back Jump Shot (5 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,21.59,Made,5.0,,,,,,,,,,,,,,,,,
77,PT04M51.00S,2025-01-26T23:25:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630598,28.07161629434954,77.69607843137256,1610612760,22,14,2025-01-26T23:28:02Z,770000,False,-138.0,211.0,1,left,MISS A. Wiggins 25' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
78,PT04M48.00S,2025-01-26T23:25:45.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,22,14,2025-01-26T23:25:53Z,780000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,77.0,,,,,,2.0,1.0,1.0,,,,,,,,
79,PT04M38.00S,2025-01-26T23:25:56.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,87.46714848883047,94.85294117647058,1610612757,22,14,2025-01-26T23:26:01Z,790000,False,224.0,65.0,1,right,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2025-01-26T23:25:59.8Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,22,14,2025-01-26T23:26:01Z,800000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,79.0,,,,,,1.0,1.0,0.0,,,,,,,,
81,PT04M30.00S,2025-01-26T23:26:04.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628983,9.543363994743759,26.96078431372549,1610612760,22,16,2025-01-26T23:26:18Z,810000,False,115.0,37.0,1,left,S. Gilgeous-Alexander 12' running pullup Jump Shot (6 PTS),[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,12.11,Made,6.0,,,,,,,,,,,,,,,,,
82,PT04M03.00S,2025-01-26T23:26:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,82.34231274638634,47.30392156862745,1610612757,22,16,2025-01-26T23:26:40Z,820000,False,-13.0,113.0,1,right,MISS S. Henderson 11' driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,11.43,Missed,,,,,,,,,,,,,,,,,,
83,PT04M01.00S,2025-01-26T23:26:32.9Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,22,16,2025-01-26T23:26:40Z,830000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,82.0,,,,,,1.0,1.0,0.0,,,,,,,,
84,PT03M53.00S,2025-01-26T23:26:41.3Z,1,REGULAR,3pt,Jump Shot,[],1631119,29.517082785808146,22.794117647058822,1610612760,22,19,2025-01-26T23:26:46Z,840000,False,136.0,225.0,1,left,J. Williams 26' 3PT  (3 PTS) (J. Williams 3 AST),"[1631119, 1631114]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.29,Made,3.0,,,,,,,,,,J. Williams,1631114.0,3.0,,,,,
86,PT03M33.00S,2025-01-26T23:27:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,88.64980289093299,64.70588235294117,1610612757,22,19,2025-01-26T23:27:06Z,860000,False,74.0,54.0,1,right,MISS S. Sharpe 9' driving finger roll Layup,[1631101],1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Right,9.13,Missed,,,,,,,,,,,,,,,,,,
87,PT03M31.00S,2025-01-26T23:27:02.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,22,19,2025-01-26T23:27:06Z,870000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,86.0,,,,,,2.0,2.0,0.0,,,,,,,,
