actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M39.00S,2024-10-27T22:14:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,94.56307490144546,47.794117647058826,1610612740,0,4,2024-10-27T22:14:50Z,180000,False,-11.0,-1.0,1,right,C. McCollum driving Layup (2 PTS) (B. Ingram 1 AST),"[203468, 1627742]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.11,Made,,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,
20,PT10M19.00S,2024-10-27T22:15:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,7.703679369250986,48.77450980392157,1610612757,0,4,2024-10-27T22:15:10Z,200000,False,6.0,20.0,1,left,MISS A. Simons driving finger roll Layup - blocked,"[1629014, 1628464]",1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,
21,PT10M19.00S,2024-10-27T22:15:05.0Z,1,REGULAR,block,,[],1628464,,,1610612757,0,4,2024-10-27T22:15:06Z,210000,False,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2024-10-27T22:15:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,0,4,2024-10-27T22:15:10Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,20.0,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2024-10-27T22:15:28.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,34.773324572930356,20.34313725490196,1610612757,0,4,2024-10-27T22:15:33Z,240000,False,148.0,274.0,1,left,MISS A. Simons 31' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,31.19,Missed,,,,,,,,,,,,,,,,,,
25,PT10M08.00S,2024-10-27T22:15:30.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,4,2024-10-27T22:15:30Z,250000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,24.0,,,,,2.0,2.0,0.0,,,,,,,,,,
26,PT09M56.00S,2024-10-27T22:15:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,89.83245729303549,46.32352941176471,1610612740,0,4,2024-10-27T22:15:49Z,260000,False,-18.0,43.0,1,right,MISS Z. Williamson driving Hook,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
27,PT09M54.00S,2024-10-27T22:15:44.7Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,0,4,2024-10-27T22:15:44Z,270000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,,,,,1.0,0.0,1.0,,,,,,,,,,
28,PT09M43.00S,2024-10-27T22:15:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,92.46057818659659,47.30392156862745,1610612740,0,6,2024-10-27T22:16:02Z,280000,False,-13.0,18.0,1,right,B. Ingram driving Layup (4 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.28,Made,,4.0,,,,,,,,,,,,,,,,
29,PT09M29.00S,2024-10-27T22:16:10.0Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612757,0,6,2024-10-27T22:16:15Z,290000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 203468]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0
30,PT09M29.00S,2024-10-27T22:16:10.0Z,1,REGULAR,steal,,[],203468,,,1610612740,0,6,2024-10-27T22:16:11Z,300000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2024-10-27T22:16:23.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,78.66294349540078,22.794117647058822,1610612740,0,8,2024-10-27T22:16:33Z,310000,False,-136.0,148.0,1,right,C. McCollum 20' step back Jump Shot (4 PTS) (D. Theis 1 AST),"[203468, 1628464]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,20.11,Made,,4.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,
32,PT09M00.00S,2024-10-27T22:16:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.53942181340342,74.01960784313727,1610612757,3,8,2024-10-27T22:16:44Z,320000,False,-120.0,253.0,1,left,A. Simons 28' 3PT pullup (3 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,28.04,Made,,3.0,,,,,,,,,,,,,,,,
34,PT08M35.00S,2024-10-27T22:17:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,80.3712220762155,35.53921568627451,1610612740,3,8,2024-10-27T22:18:48Z,330000,False,-72.0,132.0,1,right,MISS C. McCollum 15' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,15.05,Missed,,,,,,,,,,,,,,,,,,
35,PT08M33.00S,2024-10-27T22:17:05.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,3,8,2024-10-27T22:17:10Z,340000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,34.0,,,,,1.0,1.0,0.0,,,,,,,,,,
36,PT08M25.00S,2024-10-27T22:17:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,6.389618922470433,48.529411764705884,1610612757,3,8,2024-10-27T22:48:42Z,350000,False,7.0,8.0,1,left,MISS D. Avdija driving Hook,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.06,Missed,,,,,,,,,,,,,,,,,,
37,PT08M23.00S,2024-10-27T22:17:15.8Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,3,8,2024-10-27T22:17:20Z,360000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,36.0,,,,,1.0,1.0,0.0,,,,,,,,,,
38,PT08M19.00S,2024-10-27T22:17:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,92.32917214191852,48.03921568627451,1610612740,3,10,2024-10-27T22:17:32Z,370000,False,-10.0,20.0,1,right,B. Ingram running Layup (6 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.19,Made,,6.0,,,,,,,,,,,,,,,,
39,PT08M04.00S,2024-10-27T22:17:36.1Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612757,3,10,2024-10-27T22:17:44Z,380000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Grant 2 FT),"[1627742, 203924]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628953.0,1.0,0.0,Grant,203924.0,,,,,
41,PT08M04.00S,2024-10-27T22:18:06.9Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,4,10,2024-10-27T22:18:29Z,400000,False,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
42,PT08M04.00S,2024-10-27T22:18:06.9Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,4,10,2024-10-27T22:18:29Z,410000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M00.00S,2024-10-27T22:18:10.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,4,10,2024-10-27T22:18:29Z,420000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,42.0,,,,,3.0,3.0,0.0,,,,,,,,,,
44,PT07M52.00S,2024-10-27T22:18:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.9060446780552,47.30392156862745,1610612740,4,10,2024-10-27T22:18:41Z,430000,False,-13.0,5.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
45,PT07M49.00S,2024-10-27T22:18:39.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,4,10,2024-10-27T22:18:41Z,440000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,44.0,,,,,1.0,1.0,0.0,,,,,,,,,,
46,PT07M46.00S,2024-10-27T22:18:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,32.40801576872536,21.568627450980394,1610612757,7,10,2024-10-27T22:18:51Z,450000,False,142.0,252.0,1,left,A. Simons 28' 3PT running pullup (6 PTS),[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,28.94,Made,,6.0,,,,,,,,,,,,,,,,
47,PT07M35.00S,2024-10-27T22:18:51.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.27792378449409,26.715686274509803,1610612740,7,10,2024-10-27T22:18:57Z,460000,False,-116.0,29.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,12.01,Missed,,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2024-10-27T22:18:53.8Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,7,10,2024-10-27T22:18:57Z,470000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,47.0,,,,,1.0,1.0,0.0,,,,,,,,,,
49,PT07M22.00S,2024-10-27T22:19:04.8Z,1,REGULAR,3pt,Jump Shot,[],203924,26.757555847568987,16.911764705882355,1610612757,10,10,2024-10-27T22:22:21Z,480000,False,165.0,199.0,1,left,J. Grant 25' 3PT  (4 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.88,Made,,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,
51,PT07M00.00S,2024-10-27T22:19:26.9Z,1,REGULAR,3pt,Jump Shot,[],203468,64.60249671484888,51.225490196078425,1610612740,10,13,2024-10-27T22:19:32Z,500000,False,6.0,280.0,1,right,C. McCollum 28' 3PT  (7 PTS) (Z. Williamson 2 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.03,Made,,7.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,,
53,PT06M40.00S,2024-10-27T22:19:47.1Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612757,10,13,2024-10-27T22:19:51Z,520000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 203468]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0
54,PT06M40.00S,2024-10-27T22:19:47.1Z,1,REGULAR,steal,,[],203468,,,1610612740,10,13,2024-10-27T22:19:48Z,530000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT06M37.00S,2024-10-27T22:19:51.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,67.09921156373193,50.98039215686274,1610612740,10,13,2024-10-27T22:20:00Z,540000,False,5.0,257.0,1,right,MISS C. McCollum 25' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
56,PT06M37.00S,2024-10-27T22:19:52.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,10,13,2024-10-27T22:19:53Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,55.0,,,,,,,,,,,,,,,,,
58,PT06M37.00S,2024-10-27T22:19:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,13,2024-10-27T22:19:58Z,570000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2024-10-27T22:21:37.1Z,1,REGULAR,substitution,out,[],203924,,,1610612757,10,13,2024-10-27T22:22:45Z,580000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M37.00S,2024-10-27T22:21:37.1Z,1,REGULAR,substitution,out,[],1629627,,,1610612757,10,13,2024-10-27T22:22:45Z,590000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M37.00S,2024-10-27T22:21:37.1Z,1,REGULAR,substitution,in,[],1630703,,,1610612757,10,13,2024-10-27T22:22:45Z,600000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2024-10-27T22:21:37.1Z,1,REGULAR,substitution,in,[],1641722,,,1610612757,10,13,2024-10-27T22:22:45Z,610000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M22.00S,2024-10-27T22:23:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612757,10,13,2024-10-27T22:23:27Z,620000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Ayton 2 FT),"[1630529, 1629028]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Ayton,1629028.0,,,,,
65,PT06M22.00S,2024-10-27T22:23:37.5Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612757,11,13,2024-10-27T22:23:37Z,640000,False,,,0,,D. Ayton Free Throw 1 of 2 (1 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
66,PT06M22.00S,2024-10-27T22:23:50.2Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612757,12,13,2024-10-27T22:23:50Z,650000,False,,,0,,D. Ayton Free Throw 2 of 2 (2 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
67,PT06M03.00S,2024-10-27T22:24:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,94.95729303547962,64.95098039215686,1610612740,12,13,2024-10-27T23:14:13Z,660000,False,75.0,-5.0,1,right,MISS B. Ingram 7' driving floating Shot,[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
68,PT06M02.00S,2024-10-27T22:24:10.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,12,13,2024-10-27T22:24:13Z,670000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,,,,,2.0,2.0,0.0,,,,,,,,,,
69,PT05M57.00S,2024-10-27T22:24:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,34.11629434954008,24.264705882352942,1610612757,12,13,2024-10-27T22:24:25Z,680000,False,129.0,268.0,1,left,MISS A. Simons 29' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,29.75,Missed,,,,,,,,,,,,,,,,,,
70,PT05M53.00S,2024-10-27T22:24:20.0Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,12,13,2024-10-27T22:24:25Z,690000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,69.0,,,,,3.0,2.0,1.0,,,,,,,,,,
71,PT05M52.00S,2024-10-27T22:24:20.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,6.258212877792378,45.09803921568628,1610612757,14,13,2024-10-27T22:24:31Z,700000,False,25.0,6.0,1,left,D. Ayton turnaround Hook (4 PTS),[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.53,Made,,4.0,,,,,,,,,,,,,,,,
72,PT05M37.00S,2024-10-27T22:24:36.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,80.89684625492772,32.59803921568628,1610612740,14,15,2024-10-27T22:24:43Z,710000,False,-87.0,127.0,1,right,B. Ingram 15' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,15.4,Made,,8.0,,,,,,,,,,,,,,,,
73,PT05M24.00S,2024-10-27T22:24:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630703,33.98488830486202,36.76470588235294,1610612757,14,15,2024-10-27T22:25:00Z,720000,False,66.0,267.0,1,left,MISS S. Henderson 27' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,27.51,Missed,,,,,,,,,,,,,,,,,,
74,PT05M20.00S,2024-10-27T22:24:53.9Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,14,15,2024-10-27T22:24:55Z,730000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,73.0,,,,,1.0,1.0,0.0,,,,,,,,,,
75,PT05M15.00S,2024-10-27T22:25:00.8Z,1,REGULAR,foul,personal,[],1641739,,,1610612740,14,15,2024-10-27T22:25:11Z,740000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1641722]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1199.0,1.0,0.0,Hawkins,1641722.0,,,,,
77,PT05M13.00S,2024-10-27T22:25:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203468,94.30026281208936,47.794117647058826,1610612740,14,17,2024-10-27T22:25:39Z,760000,False,-11.0,1.0,1,right,C. McCollum Layup (9 PTS) (B. Ingram 2 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.11,Made,,9.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,
79,PT05M13.00S,2024-10-27T22:25:29.4Z,1,REGULAR,violation,defensive goaltending,[],1630166,,,1610612740,14,17,2024-10-27T22:25:39Z,780000,False,,,0,,D. Avdija defensive goaltending VIOLATION,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,
80,PT05M02.00S,2024-10-27T22:25:44.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,18.873193166885677,6.61764705882353,1610612757,17,17,2024-10-27T22:25:48Z,790000,False,217.0,125.0,1,left,T. Camara 25' 3PT  (3 PTS) (S. Henderson 1 AST),"[1641739, 1630703]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.03,Made,,3.0,S. Henderson,1630703.0,1.0,,,,,,,,,,,,,
103,PT04M48.00S,2024-10-27T22:26:01.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,79.23784494086728,63.45741421568628,1610612740,17,17,2024-10-27T22:29:44Z,825000,False,67.0,143.0,1,right,MISS B. Ingram 15' pullup Shot - blocked,"[1627742, 1629028]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.78,Missed,,,,,,,,,,,,,,Ayton,1629028.0,,,
104,PT04M48.00S,2024-10-27T22:26:01.3Z,1,REGULAR,block,,[],1629028,,,1610612740,17,17,2024-10-27T22:29:44Z,827500,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
105,PT04M48.00S,2024-10-27T22:26:01.3Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,17,17,2024-10-27T22:29:44Z,828750,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Center,,,103.0,,,,,1.0,1.0,0.0,,,,,,,,,,
84,PT04M43.00S,2024-10-27T22:26:03.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641739,6.1268068331143235,54.166666666666664,1610612757,19,17,2024-10-27T22:29:44Z,830000,False,-21.0,5.0,1,left,T. Camara running reverse Layup (5 PTS) (A. Simons 2 AST),"[1641739, 1629014]",1610612757.0,POR,running reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.14,Made,,5.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,
