actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M44.00S,2025-03-20T02:14:03.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612757,4,2,2025-03-20T02:14:03Z,180000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
19,PT10M44.00S,2025-03-20T02:14:16.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612757,5,2,2025-03-20T02:14:16Z,190000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
20,PT10M23.00S,2025-03-20T02:14:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.06636005256242,39.705882352941174,1610612763,5,2,2025-03-20T02:15:15Z,200000,False,-51.0,22.0,1,right,MISS J. Jackson Jr. floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,5.6,Missed,,,,,,,,,,,,,,,,
21,PT10M21.00S,2025-03-20T02:14:41.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,5,2,2025-03-20T02:14:44Z,210000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT10M11.00S,2025-03-20T02:14:51.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629014,11.383048620236531,40.68627450980392,1610612757,7,2,2025-03-20T02:15:00Z,220000,False,47.0,55.0,1,left,A. Simons 7' driving bank Hook (2 PTS),[1629014],1610612757.0,POR,driving bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,7.17,Made,2.0,,,,,,,,,,,,,,,
23,PT10M00.00S,2025-03-20T02:15:02.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,92.46057818659659,47.05882352941176,1610612763,7,4,2025-03-20T02:16:10Z,230000,False,-15.0,18.0,1,right,Z. Edey DUNK (2 PTS) (L. Kennard 1 AST),"[1641744, 1628379]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,2.36,Made,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,
25,PT09M45.00S,2025-03-20T02:15:17.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,30.305519053876477,21.323529411764707,1610612757,10,4,2025-03-20T02:15:22Z,250000,False,143.0,232.0,1,left,S. Sharpe 27' 3PT  (3 PTS) (D. Avdija 1 AST),"[1631101, 1630166]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,27.31,Made,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,
27,PT09M32.00S,2025-03-20T02:15:30.3Z,1,REGULAR,2pt,Jump Shot,[],1628379,79.45137976346912,50.0,1610612763,10,6,2025-03-20T02:15:35Z,270000,False,0.0,141.0,1,right,L. Kennard 14' pullup Jump Shot (2 PTS) (Z. Edey 1 AST),"[1628379, 1641744]",1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Center,,,14.07,Made,2.0,Z. Edey,1641744.0,1.0,,,,,,,,,,,,
29,PT09M11.00S,2025-03-20T02:15:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.623521681997373,52.20588235294118,1610612757,12,6,2025-03-20T02:15:55Z,290000,False,-11.0,29.0,1,left,D. Avdija driving Layup (4 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,3.06,Made,4.0,,,,,,,,,,,,,,,
30,PT09M01.00S,2025-03-20T02:16:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,90.75229960578186,55.14705882352941,1610612763,12,6,2025-03-20T02:16:06Z,300000,False,26.0,34.0,1,right,MISS L. Kennard driving Layup,[1628379],1610612763.0,MEM,driving,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,4.29,Missed,,,,,,,,,,,,,,,,
31,PT08M58.00S,2025-03-20T02:16:04.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,12,6,2025-03-20T02:16:06Z,310000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,
32,PT08M54.00S,2025-03-20T02:16:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631101,7.178055190538765,47.549019607843135,1610612757,14,6,2025-03-20T02:16:14Z,320000,False,12.0,15.0,1,left,S. Sharpe running Layup (5 PTS) (D. Avdija 2 AST),"[1631101, 1630166]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,1.94,Made,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,
34,PT08M36.00S,2025-03-20T02:16:26.3Z,1,REGULAR,2pt,Jump Shot,[],1628379,79.58278580814718,46.32352941176471,1610612763,14,8,2025-03-20T02:16:31Z,340000,False,-18.0,139.0,1,right,L. Kennard 14' pullup Jump Shot (4 PTS) (Z. Edey 2 AST),"[1628379, 1641744]",1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Center,,,14.06,Made,4.0,Z. Edey,1641744.0,2.0,,,,,,,,,,,,
35,PT08M21.00S,2025-03-20T02:16:40.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.013797634691194,68.38235294117648,1610612757,14,8,2025-03-20T02:16:45Z,350000,False,-92.0,248.0,1,left,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,26.49,Missed,,,,,,,,,,,,,,,,
36,PT08M17.00S,2025-03-20T02:16:44.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,14,8,2025-03-20T02:16:45Z,360000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M11.00S,2025-03-20T02:16:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,92.19776609724047,46.07843137254902,1610612763,14,10,2025-03-20T02:16:55Z,370000,False,-20.0,21.0,1,right,L. Kennard cutting Layup (6 PTS) (D. Bane 1 AST),"[1628379, 1630217]",1610612763.0,MEM,cutting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,2.86,Made,6.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,
40,PT07M54.00S,2025-03-20T02:17:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,26.888961892247043,81.61764705882352,1610612757,17,10,2025-03-20T02:17:12Z,390000,False,-158.0,200.0,1,left,D. Avdija 25' 3PT  (7 PTS) (A. Simons 1 AST),"[1630166, 1629014]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,25.52,Made,7.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,
42,PT07M38.00S,2025-03-20T02:17:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.70105124835742,40.44117647058824,1610612763,17,10,2025-03-20T02:17:28Z,410000,False,-48.0,44.0,1,right,MISS J. Jackson Jr. 6' driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.52,Missed,,,,,,,,,,,,,,,,
43,PT07M36.00S,2025-03-20T02:17:26.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,17,10,2025-03-20T02:17:28Z,420000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
44,PT07M30.00S,2025-03-20T02:17:31.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,27.283180026281208,19.607843137254903,1610612757,20,10,2025-03-20T02:17:38Z,430000,False,152.0,204.0,1,left,D. Avdija 25' 3PT running (10 PTS) (S. Sharpe 2 AST),"[1630166, 1631101]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,25.44,Made,10.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,
46,PT07M30.00S,2025-03-20T02:17:37.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,20,10,2025-03-20T02:17:37Z,450000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,out,[],1629014,,,1610612763,20,10,2025-03-20T02:20:20Z,460000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,20,10,2025-03-20T02:20:20Z,470000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,20,10,2025-03-20T02:20:20Z,480000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,in,[],1630703,,,1610612763,20,10,2025-03-20T02:20:20Z,490000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,in,[],1630590,,,1610612763,20,10,2025-03-20T02:20:20Z,500000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2025-03-20T02:19:30.2Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,20,10,2025-03-20T02:20:20Z,510000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2025-03-20T02:20:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628379,66.17936925098554,53.67647058823529,1610612763,20,10,2025-03-20T02:20:45Z,520000,False,18.0,265.0,1,right,MISS L. Kennard 26' 3PT - blocked,"[1628379, 1642270]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,26.6,Missed,,,,,,,,,,,,,Clingan,1642270.0,,
54,PT07M17.00S,2025-03-20T02:20:40.9Z,1,REGULAR,block,,[],1642270,,,1610612763,20,10,2025-03-20T02:20:44Z,530000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2025-03-20T02:20:44.9Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,20,10,2025-03-20T02:20:45Z,540000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
56,PT07M09.00S,2025-03-20T02:20:49.4Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612757,20,10,2025-03-20T02:20:58Z,550000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Clingan 2 FT),"[1630217, 1642270]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,1.0,0.0,Clingan,1642270.0,,,,
58,PT07M09.00S,2025-03-20T02:21:17.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642270,,,1610612757,21,10,2025-03-20T02:21:50Z,570000,False,,,0,,D. Clingan Free Throw 1 of 2 (1 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
59,PT07M09.00S,2025-03-20T02:21:17.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642270,,,1610612757,22,10,2025-03-20T02:21:50Z,580000,False,,,0,,D. Clingan Free Throw 2 of 2 (2 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
60,PT06M52.00S,2025-03-20T02:21:52.5Z,1,REGULAR,2pt,Jump Shot,[],1629634,90.09526938239159,23.774509803921568,1610612763,22,10,2025-03-20T02:22:32Z,590000,False,-131.0,41.0,1,right,MISS B. Clarke 13' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,13.72,Missed,,,,,,,,,,,,,,,,
61,PT06M49.00S,2025-03-20T02:21:55.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,22,10,2025-03-20T02:21:56Z,600000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,
62,PT06M44.00S,2025-03-20T02:22:00.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,6.915243101182654,96.81372549019608,1610612757,22,10,2025-03-20T02:22:06Z,610000,False,-234.0,13.0,1,left,MISS T. Camara running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,23.44,Missed,,,,,,,,,,,,,,,,
63,PT06M42.00S,2025-03-20T02:22:02.2Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,22,10,2025-03-20T02:22:06Z,620000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M30.00S,2025-03-20T02:22:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630590,67.62483574244416,55.14705882352941,1610612763,22,10,2025-03-20T02:22:25Z,630000,False,26.0,252.0,1,right,MISS S. Pippen Jr. 25' 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,25.31,Missed,,,,,,,,,,,,,,,,
65,PT06M26.00S,2025-03-20T02:22:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,22,10,2025-03-20T02:22:25Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,64.0,,,,,,,,,,,
67,PT06M26.00S,2025-03-20T02:22:24.4Z,1,REGULAR,substitution,out,[],1628379,,,1610612757,22,10,2025-03-20T02:22:32Z,660000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M26.00S,2025-03-20T02:22:24.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612757,22,10,2025-03-20T02:22:32Z,670000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2025-03-20T02:22:24.4Z,1,REGULAR,substitution,in,[],1642377,,,1610612757,22,10,2025-03-20T02:22:32Z,680000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2025-03-20T02:22:24.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612757,22,10,2025-03-20T02:22:32Z,690000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M09.00S,2025-03-20T02:22:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.017739816031538,44.11764705882353,1610612757,22,10,2025-03-20T02:23:02Z,700000,False,29.0,32.0,1,left,MISS D. Avdija driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,4.37,Missed,,,,,,,,,,,,,,,,
72,PT06M07.00S,2025-03-20T02:22:59.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,22,10,2025-03-20T02:23:02Z,710000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,
73,PT06M02.00S,2025-03-20T02:23:03.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,88.51839684625493,3.1862745098039214,1610612763,22,10,2025-03-20T02:23:09Z,720000,False,-234.0,55.0,1,right,MISS D. Bane 24' running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,24.06,Missed,,,,,,,,,,,,,,,,
74,PT05M59.00S,2025-03-20T02:23:06.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,22,10,2025-03-20T02:23:09Z,730000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,
75,PT05M50.00S,2025-03-20T02:23:15.9Z,1,REGULAR,2pt,Jump Shot,[],1631101,21.632720105124836,33.82352941176471,1610612757,22,10,2025-03-20T02:23:20Z,740000,False,81.0,151.0,1,left,MISS S. Sharpe 17' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,,,17.11,Missed,,,,,,,,,,,,,,,,
76,PT05M47.00S,2025-03-20T02:23:18.9Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,22,10,2025-03-20T02:23:20Z,750000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT05M38.00S,2025-03-20T02:23:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630590,87.46714848883047,3.1862745098039214,1610612763,22,10,2025-03-20T02:23:33Z,760000,False,-234.0,65.0,1,right,MISS S. Pippen Jr. 24' 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Left Corner 3,24+ Left,,,24.3,Missed,,,,,,,,,,,,,,,,
78,PT05M35.00S,2025-03-20T02:23:31.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,22,10,2025-03-20T02:23:33Z,770000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,
79,PT05M29.00S,2025-03-20T02:23:37.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,29.25427069645204,27.696078431372552,1610612757,25,10,2025-03-20T02:25:20Z,780000,False,112.0,222.0,1,left,D. Clingan 24' 3PT  (5 PTS) (S. Henderson 1 AST),"[1642270, 1630703]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,24.89,Made,5.0,S. Henderson,1630703.0,1.0,,,,,,,,,,,,
81,PT05M11.00S,2025-03-20T02:23:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,91.40932982917214,94.85294117647058,1610612763,25,13,2025-03-20T02:24:00Z,800000,False,224.0,28.0,1,right,D. Bane 3PT  (3 PTS) (S. Aldama 1 AST),"[1630217, 1630583]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,,,22.61,Made,3.0,S. Aldama,1630583.0,1.0,,,,,,,,,,,,
83,PT04M56.00S,2025-03-20T02:24:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630703,25.312089356110377,84.80392156862744,1610612757,25,13,2025-03-20T02:24:16Z,820000,False,-174.0,185.0,1,left,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,25.43,Missed,,,,,,,,,,,,,,,,
84,PT04M52.00S,2025-03-20T02:24:14.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,25,13,2025-03-20T02:24:16Z,830000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
