actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
58,PT06M36.00S,2021-11-05T02:21:55.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,88.12417871222075,52.20588235294118,1610612756,17,6,2021-11-05T02:21:59Z,560000,11.0,59.0,1,right,D. Ayton 6' turnaround Hook (4 PTS) (C. Paul 4 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,6.01,Made,,,,,,,,,,,,,4.0,C. Paul,101108.0,4.0,,
60,PT06M20.00S,2021-11-05T02:22:11.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,28.33442838370565,82.1078431372549,1610612745,17,6,2021-11-05T02:22:15Z,580000,-161.0,214.0,1,left,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2021-11-05T02:22:14.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,17,6,2021-11-05T02:22:15Z,590000,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,
62,PT06M11.00S,2021-11-05T02:22:20.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,72.48685939553219,42.40196078431372,1610612756,17,6,2021-11-05T02:22:25Z,600000,-38.0,206.0,1,right,MISS D. Booker 20' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,20.96,Missed,,,,,,,,,,,,,,,,,,
63,PT06M08.00S,2021-11-05T02:22:23.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,17,6,2021-11-05T02:22:25Z,610000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,62.0,4.0,4.0,0.0,,,,,,,,,,,,,,
64,PT05M59.00S,2021-11-05T02:22:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,10.85742444152431,51.9607843137255,1610612745,17,8,2021-11-05T02:22:40Z,620000,-10.0,50.0,1,left,K. Porter Jr. driving Layup (2 PTS) (A. Sengun 1 AST),"[1629645, 1630578]",1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,5.06,Made,,,,,,,,,,,,,2.0,A. Sengun,1630578.0,1.0,,
66,PT05M59.00S,2021-11-05T02:22:38.0Z,1,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612745,17,8,2021-11-05T02:23:04Z,640000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1629028, 1629645]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,1627534.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,
68,PT05M59.00S,2021-11-05T02:23:00.2Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,17,8,2021-11-05T02:23:02Z,660000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M59.00S,2021-11-05T02:23:00.2Z,1,REGULAR,substitution,in,[],201569,,,1610612745,17,8,2021-11-05T02:23:02Z,670000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M59.00S,2021-11-05T02:23:09.3Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,17,9,2021-11-05T02:23:09Z,680000,,,0,,K. Porter Jr. Free Throw 1 of 1 (3 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
71,PT05M53.00S,2021-11-05T02:23:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.9862023653088,50.73529411764706,1610612756,19,9,2021-11-05T02:23:20Z,690000,4.0,13.0,1,right,D. Booker driving Layup (4 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,1.39,Made,,,,,,,,,,,,,4.0,,,,,
72,PT05M43.00S,2021-11-05T02:23:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612745,19,9,2021-11-05T02:23:38Z,700000,,,0,,C. Paul shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[101108, 1629645]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,1148.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,
74,PT05M43.00S,2021-11-05T02:23:50.3Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,19,10,2021-11-05T02:23:50Z,720000,,,0,,K. Porter Jr. Free Throw 1 of 2 (4 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
75,PT05M43.00S,2021-11-05T02:24:07.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,19,11,2021-11-05T02:24:07Z,730000,,,0,,K. Porter Jr. Free Throw 2 of 2 (5 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
76,PT05M31.00S,2021-11-05T02:24:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,83.39356110381078,39.21568627450981,1610612756,19,11,2021-11-05T02:24:26Z,740000,-54.0,104.0,1,right,MISS M. Bridges 11' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,11.68,Missed,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2021-11-05T02:24:24.9Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,19,11,2021-11-05T02:24:26Z,750000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M21.00S,2021-11-05T02:24:31.1Z,1,REGULAR,turnover,bad pass,[],1630256,,,1610612745,19,11,2021-11-05T02:24:36Z,760000,,,0,,J. Tate bad pass TURNOVER (2 TO),"[1630256, 1629028]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,2.0,Ayton,1629028.0,,,,,,,,,,,
79,PT05M21.00S,2021-11-05T02:24:31.1Z,1,REGULAR,steal,,[],1629028,,,1610612756,19,11,2021-11-05T02:24:34Z,770000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2021-11-05T02:24:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,69.59592641261499,25.735294117647058,1610612756,22,11,2021-11-05T02:25:04Z,780000,-121.0,233.0,1,right,D. Booker 26' 3PT step back (7 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,26.29,Made,,,,,,,,,,,,,7.0,,,,,
81,PT05M00.00S,2021-11-05T02:24:52.3Z,1,REGULAR,3pt,Jump Shot,[],1626174,33.722076215505915,44.36274509803921,1610612745,22,11,2021-11-05T02:25:01Z,790000,28.0,264.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
82,PT04M57.00S,2021-11-05T02:24:55.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,22,11,2021-11-05T02:25:01Z,800000,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,81.0,3.0,2.0,1.0,,,,,,,,,,,,,,
83,PT04M47.00S,2021-11-05T02:25:06.5Z,1,REGULAR,2pt,Jump Shot,[],101108,93.51182654402102,67.8921568627451,1610612756,22,11,2021-11-05T02:25:09Z,810000,89.0,8.0,1,right,MISS C. Paul 8' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,8.99,Missed,,,,,,,,,,,,,,,,,,
84,PT04M44.00S,2021-11-05T02:25:09.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,22,11,2021-11-05T02:25:09Z,820000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT04M34.00S,2021-11-05T02:25:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,6.652431011826544,51.9607843137255,1610612745,22,13,2021-11-05T02:25:22Z,830000,-10.0,10.0,1,left,E. Gordon driving bank Jump Shot (2 PTS) (K. Porter Jr. 2 AST),"[201569, 1629645]",1610612745.0,HOU,driving bank,,,Gordon,E. Gordon,,,,,1.4,Made,,,,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,2.0,,
87,PT04M34.00S,2021-11-05T02:25:25.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,22,13,2021-11-05T02:25:25Z,850000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M34.00S,2021-11-05T02:25:26.7Z,1,REGULAR,substitution,out,[],101108,,,1610612756,22,13,2021-11-05T02:27:52Z,860000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2021-11-05T02:25:26.7Z,1,REGULAR,substitution,out,[],203109,,,1610612756,22,13,2021-11-05T02:27:52Z,870000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2021-11-05T02:25:26.7Z,1,REGULAR,substitution,in,[],203901,,,1610612756,22,13,2021-11-05T02:27:52Z,880000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M34.00S,2021-11-05T02:25:26.7Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,22,13,2021-11-05T02:27:52Z,890000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2021-11-05T02:28:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.72339027595268,50.98039215686274,1610612756,24,13,2021-11-05T02:28:33Z,900000,5.0,16.0,1,right,D. Ayton Layup (6 PTS) (E. Payton 1 AST),"[1629028, 203901]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,1.66,Made,,,,,,,,,,,,,6.0,E. Payton,203901.0,1.0,,
