actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
38,PT08M07.00S,2022-02-11T03:17:26.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.750985545335087,63.970588235294116,1610612756,11,7,2022-02-11T03:21:50Z,380000,-70.0,246.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M05.00S,2022-02-11T03:17:28.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,7,2022-02-11T03:17:32Z,390000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT07M57.00S,2022-02-11T03:17:37.2Z,1,REGULAR,3pt,Jump Shot,[],201950,74.85216819973719,84.06862745098039,1610612749,11,10,2022-02-11T03:17:42Z,400000,170.0,184.0,1,right,J. Holiday 25' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.06,Made,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,,
42,PT07M54.00S,2022-02-11T03:17:46.9Z,1,REGULAR,stoppage,other,[],0,,,1610612756,11,10,2022-02-11T03:17:46Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M39.00S,2022-02-11T03:18:03.5Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,11,10,2022-02-11T03:18:07Z,430000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1626171]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,,
44,PT07M39.00S,2022-02-11T03:18:03.5Z,1,REGULAR,steal,,[],1626171,,,1610612749,11,10,2022-02-11T03:24:51Z,440000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M32.00S,2022-02-11T03:18:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,88.12417871222075,52.450980392156865,1610612749,11,12,2022-02-11T03:18:15Z,450000,12.0,59.0,1,right,G. Antetokounmpo 6' driving Layup (2 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,6.04,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
47,PT07M12.00S,2022-02-11T03:18:30.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,31.61957950065703,30.392156862745097,1610612756,11,12,2022-02-11T03:18:34Z,470000,98.0,245.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M09.00S,2022-02-11T03:18:33.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,12,2022-02-11T03:18:34Z,480000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,
49,PT06M57.00S,2022-02-11T03:18:47.3Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612749,11,12,2022-02-11T03:22:21Z,490000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Holiday 2 FT),"[1628969, 201950]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,2002.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,
51,PT06M57.00S,2022-02-11T03:19:00.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,12,2022-02-11T03:19:00Z,510000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2022-02-11T03:21:47.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,11,12,2022-02-11T03:22:11Z,520000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2022-02-11T03:21:47.6Z,1,REGULAR,substitution,out,[],203507,,,1610612749,11,12,2022-02-11T03:22:11Z,530000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M57.00S,2022-02-11T03:21:47.6Z,1,REGULAR,substitution,in,[],202083,,,1610612749,11,12,2022-02-11T03:22:11Z,540000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M57.00S,2022-02-11T03:21:47.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,11,12,2022-02-11T03:22:11Z,550000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2022-02-11T03:22:25.8Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,11,13,2022-02-11T03:22:25Z,560000,,,0,,J. Holiday Free Throw 1 of 2 (4 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2022-02-11T03:22:37.2Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,11,14,2022-02-11T03:22:37Z,570000,,,0,,J. Holiday Free Throw 2 of 2 (5 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
60,PT06M40.00S,2022-02-11T03:22:59.2Z,1,REGULAR,3pt,Jump Shot,[],203109,26.10052562417871,14.215686274509803,1610612756,11,14,2022-02-11T03:23:05Z,580000,179.0,193.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M36.00S,2022-02-11T03:23:03.2Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,11,14,2022-02-11T03:23:05Z,590000,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,60.0,1.0,0.0,1.0,,,,,,
62,PT06M32.00S,2022-02-11T03:23:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,10.726018396846255,38.970588235294116,1610612756,13,14,2022-02-11T03:23:13Z,600000,55.0,48.0,1,left,M. Bridges 7' driving Layup (4 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,driving,,,Bridges,M. Bridges,,,,,7.33,Made,4.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,,
64,PT06M18.00S,2022-02-11T03:23:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.59198423127464,58.08823529411765,1610612749,13,16,2022-02-11T03:23:32Z,620000,40.0,17.0,1,right,K. Middleton Layup (6 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,4.39,Made,6.0,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2022-02-11T03:23:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,11.12023653088042,51.225490196078425,1610612756,15,16,2022-02-11T03:23:44Z,630000,-6.0,52.0,1,left,D. Ayton cutting Layup (6 PTS) (D. Booker 3 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,5.24,Made,6.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,,,,
67,PT05M51.00S,2022-02-11T03:23:47.6Z,1,REGULAR,3pt,Jump Shot,[],203114,69.72733245729303,24.754901960784316,1610612749,15,16,2022-02-11T03:23:55Z,650000,-126.0,232.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M49.00S,2022-02-11T03:23:50.1Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,15,16,2022-02-11T03:23:50Z,660000,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,67.0,2.0,1.0,1.0,,,,,,
69,PT05M41.00S,2022-02-11T03:24:01.7Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612756,15,16,2022-02-11T03:24:12Z,670000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Ayton 2 FT),"[202083, 1629028]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,201245.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,
71,PT05M41.00S,2022-02-11T03:24:25.8Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,16,16,2022-02-11T03:24:25Z,690000,,,0,,D. Ayton Free Throw 1 of 2 (7 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
79,PT05M41.00S,2022-02-11T03:24:43.9Z,1,REGULAR,substitution,in,[],202328,,,1610612756,16,16,2022-02-11T03:25:43Z,697500,,,0,,SUB in: G. Monroe,[202328],1610612749.0,MIL,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M41.00S,2022-02-11T03:24:43.9Z,1,REGULAR,substitution,out,[],203114,,,1610612756,16,16,2022-02-11T03:25:53Z,698750,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2022-02-11T03:24:56.5Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,17,16,2022-02-11T03:24:56Z,700000,,,0,,D. Ayton Free Throw 2 of 2 (8 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
73,PT05M29.00S,2022-02-11T03:25:02.0Z,1,REGULAR,foul,personal,[],1626164,,,1610612749,17,16,2022-02-11T03:25:22Z,710000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1626171]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,2002.0,1.0,0.0,Portis,1626171.0,,,,,,,,,,
75,PT05M29.00S,2022-02-11T03:25:09.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612749,17,16,2022-02-11T03:25:13Z,730000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-02-11T03:25:09.4Z,1,REGULAR,substitution,in,[],201580,,,1610612749,17,16,2022-02-11T03:25:13Z,740000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M20.00S,2022-02-11T03:25:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.5407358738502,60.29411764705882,1610612749,17,18,2022-02-11T03:25:36Z,750000,51.0,27.0,1,right,J. Holiday driving Layup (7 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,5.81,Made,7.0,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2022-02-11T03:25:49.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,26.412614980289092,74.48682598039215,1610612756,19,18,2022-02-11T03:31:15Z,760000,-122.0,196.0,1,left,D. Booker 23' Jump Shot (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,23.09,Made,5.0,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2022-02-11T03:25:55.0Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,19,18,2022-02-11T03:31:28Z,770000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1626164]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,,
83,PT04M55.00S,2022-02-11T03:25:55.0Z,1,REGULAR,steal,,[],1626164,,,1610612756,19,18,2022-02-11T03:25:57Z,780000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M50.00S,2022-02-11T03:25:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,7.966491458607096,54.166666666666664,1610612756,21,18,2022-02-11T03:26:12Z,790000,-21.0,22.0,1,left,D. Booker Layup (7 PTS) (M. Bridges 1 AST),"[1626164, 1628969]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,3.06,Made,7.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,,
85,PT04M35.00S,2022-02-11T03:26:14.4Z,1,REGULAR,3pt,Jump Shot,[],201950,68.41327201051249,31.862745098039213,1610612749,21,21,2022-02-11T03:26:19Z,800000,-91.0,244.0,1,right,J. Holiday 26' 3PT  (10 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.07,Made,10.0,,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2022-02-11T03:26:21.2Z,1,REGULAR,3pt,Jump Shot,[],101108,32.802233902759525,31.61764705882353,1610612756,21,21,2022-02-11T03:26:28Z,810000,92.0,256.0,1,left,MISS C. Paul 27' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M22.00S,2022-02-11T03:26:27.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,21,21,2022-02-11T03:26:28Z,820000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT04M20.00S,2022-02-11T03:26:29.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,92.59198423127464,57.107843137254896,1610612749,21,23,2022-02-11T03:26:35Z,830000,36.0,17.0,1,right,B. Portis driving Layup (2 PTS) (J. Holiday 2 AST),"[1626171, 201950]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,3.94,Made,2.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,,
90,PT04M14.00S,2022-02-11T03:26:38.0Z,1,REGULAR,foul,personal,[],202328,,,1610612756,21,23,2022-02-11T03:26:56Z,850000,,,0,,G. Monroe personal FOUL (1 PF),"[202328, 101108]",1610612749.0,MIL,,,,Monroe,G. Monroe,,,,,,,,,,,1148.0,1.0,0.0,Paul,101108.0,,,,,,,,,,
92,PT04M14.00S,2022-02-11T03:26:58.2Z,1,REGULAR,substitution,out,[],203109,,,1610612756,21,23,2022-02-11T03:27:03Z,870000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2022-02-11T03:26:58.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,21,23,2022-02-11T03:27:03Z,880000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M02.00S,2022-02-11T03:27:07.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,8.623521681997373,47.549019607843135,1610612756,23,23,2022-02-11T03:27:12Z,890000,12.0,29.0,1,left,J. McGee alley-oop DUNK (2 PTS) (C. Paul 3 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,3.11,Made,2.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,,
96,PT03M45.00S,2022-02-11T03:27:24.2Z,1,REGULAR,3pt,Jump Shot,[],1626192,91.93495400788436,2.696078431372549,1610612749,23,23,2022-02-11T03:27:43Z,910000,-237.0,23.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.76,Missed,,,,,,,,,,,,,,,,,,,
