actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
270,PT05M14.00S,2022-03-05T04:04:39.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,94.03745072273325,49.754901960784316,1610612756,40,38,2022-03-05T04:04:43Z,2690000,-1.0,4.0,1,right,D. Ayton alley-oop DUNK (4 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,,,,0.37,Made,4.0,,,,,,,,,,M. Bridges,1628969.0,1.0,,,
272,PT04M55.00S,2022-03-05T04:04:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,5.863994743758213,50.98039215686274,1610612752,40,38,2022-03-05T04:05:39Z,2710000,-5.0,3.0,1,left,MISS J. Randle cutting Layup,[203944],1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,,,,0.55,Missed,,,,,,,,,,,,,,,,
273,PT04M54.00S,2022-03-05T04:05:00.9Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,40,38,2022-03-05T04:05:39Z,2720000,,,0,,M. Robinson REBOUND (Off:4 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,272.0,7.0,3.0,4.0,,,,,,
274,PT04M54.00S,2022-03-05T04:05:02.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,6.1268068331143235,50.0,1610612752,40,40,2022-03-05T04:05:44Z,2730000,0.0,5.0,1,left,M. Robinson tip DUNK (6 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,,,,0.51,Made,6.0,,,,,,,,,,,,,,,
275,PT04M35.00S,2022-03-05T04:05:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,72.48685939553219,19.362745098039216,1610612756,43,40,2022-03-05T04:05:21Z,2740000,-153.0,206.0,1,right,C. Johnson 25' 3PT  (7 PTS) (M. Bridges 2 AST),"[1629661, 1628969]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,25.68,Made,7.0,,,,,,,,,,M. Bridges,1628969.0,2.0,,,
277,PT04M23.00S,2022-03-05T04:05:34.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612752,43,40,2022-03-05T04:05:40Z,2760000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629661, 203095]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,204058.0,1.0,0.0,Fournier,203095.0,,,,,,,,,,
279,PT04M23.00S,2022-03-05T04:06:00.6Z,2,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,43,41,2022-03-05T04:06:18Z,2780000,,,0,,E. Fournier Free Throw 1 of 2 (3 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
280,PT04M23.00S,2022-03-05T04:06:00.6Z,2,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,43,41,2022-03-05T04:06:18Z,2790000,,,0,,MISS E. Fournier Free Throw 2 of 2,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,Missed,,,,,,,,,,,,,,,,
281,PT04M21.00S,2022-03-05T04:06:02.6Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,43,41,2022-03-05T04:06:18Z,2800000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,280.0,3.0,3.0,0.0,,,,,,
282,PT04M03.00S,2022-03-05T04:06:35.3Z,2,REGULAR,foul,personal,['2freethrow'],203944,,,1610612756,43,41,2022-03-05T04:06:45Z,2810000,,,0,,J. Randle shooting personal FOUL (2 PF) (Bridges 2 FT),"[203944, 1628969]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,203592.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,,
284,PT04M03.00S,2022-03-05T04:07:01.1Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,44,41,2022-03-05T04:07:01Z,2830000,,,0,,M. Bridges Free Throw 1 of 2 (12 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
285,PT04M03.00S,2022-03-05T04:07:01.7Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,44,41,2022-03-05T04:07:06Z,2840000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M03.00S,2022-03-05T04:07:01.7Z,2,REGULAR,substitution,in,[],1629013,,,1610612756,44,41,2022-03-05T04:07:06Z,2850000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M03.00S,2022-03-05T04:07:23.3Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,45,41,2022-03-05T04:07:23Z,2860000,,,0,,M. Bridges Free Throw 2 of 2 (13 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
288,PT03M43.00S,2022-03-05T04:07:52.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,45,41,2022-03-05T04:07:52Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M36.00S,2022-03-05T04:08:05.4Z,2,REGULAR,2pt,Jump Shot,[],203944,6.701708278580814,22.16222426470588,1610612752,45,43,2022-03-05T04:09:26Z,2880000,139.0,10.0,1,left,J. Randle 13' step back Jump Shot (16 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,,,,13.96,Made,16.0,,,,,,,,,,,,,,,
291,PT03M20.00S,2022-03-05T04:08:20.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,65.78515111695138,36.27450980392157,1610612756,48,43,2022-03-05T04:09:19Z,2900000,-69.0,269.0,1,right,L. Shamet 27' 3PT  (6 PTS) (M. Bridges 3 AST),"[1629013, 1628969]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,27.77,Made,6.0,,,,,,,,,,M. Bridges,1628969.0,3.0,,,
293,PT03M14.00S,2022-03-05T04:08:27.9Z,2,REGULAR,3pt,Jump Shot,[],203095,23.866622864651774,89.70588235294117,1610612752,48,46,2022-03-05T04:08:39Z,2920000,-199.0,172.0,1,left,E. Fournier 26' 3PT  (6 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,26.25,Made,6.0,,,,,,,,,,J. Randle,203944.0,2.0,,,
295,PT03M02.00S,2022-03-05T04:08:42.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612756,48,46,2022-03-05T04:09:00Z,2940000,,,0,,A. Burks shooting personal FOUL (1 PF) (Holiday 2 FT),"[202692, 1628988]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,204058.0,1.0,0.0,Holiday,1628988.0,,,,,,,,,,
297,PT03M02.00S,2022-03-05T04:09:05.4Z,2,REGULAR,freethrow,1 of 2,[],1628988,,,1610612756,49,46,2022-03-05T04:09:05Z,2960000,,,0,,A. Holiday Free Throw 1 of 2 (7 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
298,PT03M02.00S,2022-03-05T04:09:18.0Z,2,REGULAR,freethrow,2 of 2,[],1628988,,,1610612756,50,46,2022-03-05T04:09:18Z,2970000,,,0,,A. Holiday Free Throw 2 of 2 (8 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
299,PT02M44.00S,2022-03-05T04:09:38.7Z,2,REGULAR,3pt,Jump Shot,[],1629628,31.61957950065703,56.127450980392155,1610612752,50,46,2022-03-05T04:09:43Z,2980000,-31.0,245.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,24.66,Missed,,,,,,,,,,,,,,,,
300,PT02M42.00S,2022-03-05T04:09:40.7Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,50,46,2022-03-05T04:09:43Z,2990000,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,299.0,3.0,1.0,2.0,,,,,,
301,PT02M40.00S,2022-03-05T04:09:43.4Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,50,46,2022-03-05T04:09:46Z,3000000,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1629013]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,1.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,
302,PT02M40.00S,2022-03-05T04:09:43.4Z,2,REGULAR,steal,,[],1629013,,,1610612756,50,46,2022-03-05T04:09:44Z,3010000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M36.00S,2022-03-05T04:09:47.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,94.30026281208936,51.225490196078425,1610612756,52,46,2022-03-05T04:09:51Z,3020000,6.0,1.0,1,right,M. Bridges running DUNK (15 PTS) (A. Holiday 2 AST),"[1628969, 1628988]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,0.62,Made,15.0,,,,,,,,,,A. Holiday,1628988.0,2.0,,,
305,PT02M30.00S,2022-03-05T04:10:04.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,52,46,2022-03-05T04:10:04Z,3040000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M19.00S,2022-03-05T04:13:24.7Z,2,REGULAR,2pt,Jump Shot,[],203944,17.0335085413929,29.411764705882355,1610612752,52,48,2022-03-05T04:13:30Z,3050000,103.0,108.0,1,left,J. Randle 14' turnaround fadeaway Jump Shot (18 PTS) (A. Burks 1 AST),"[203944, 202692]",1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,,,,14.89,Made,18.0,,,,,,,,,,A. Burks,202692.0,1.0,,,
308,PT02M04.00S,2022-03-05T04:13:39.5Z,2,REGULAR,2pt,Jump Shot,[],1628988,81.15965834428384,71.32352941176471,1610612756,52,48,2022-03-05T04:13:43Z,3070000,107.0,125.0,1,right,MISS A. Holiday 16' pullup Shot,[1628988],1610612756.0,PHX,pullup,,,Holiday,A. Holiday,,,,,,,,16.4,Missed,,,,,,,,,,,,,,,,
309,PT02M01.00S,2022-03-05T04:13:42.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,52,48,2022-03-05T04:13:43Z,3080000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,308.0,4.0,2.0,2.0,,,,,,
310,PT01M49.00S,2022-03-05T04:13:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,17.0335085413929,45.588235294117645,1610612752,52,50,2022-03-05T04:13:58Z,3090000,22.0,108.0,1,left,J. Randle 10' pullup Jump Shot (20 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,10.98,Made,20.0,,,,,,,,,,,,,,,
311,PT01M36.00S,2022-03-05T04:14:06.8Z,2,REGULAR,3pt,Jump Shot,[],203109,69.72733245729303,25.735294117647058,1610612756,52,50,2022-03-05T04:14:10Z,3100000,-121.0,232.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,
312,PT01M34.00S,2022-03-05T04:14:08.8Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,52,50,2022-03-05T04:14:10Z,3110000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,311.0,3.0,3.0,0.0,,,,,,
313,PT01M27.00S,2022-03-05T04:14:15.9Z,2,REGULAR,2pt,Jump Shot,[],203944,6.1268068331143235,71.56862745098039,1610612752,52,50,2022-03-05T04:14:19Z,3120000,-108.0,5.0,1,left,MISS J. Randle 10' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,,,,10.79,Missed,,,,,,,,,,,,,,,,
314,PT01M25.00S,2022-03-05T04:14:17.9Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,52,50,2022-03-05T04:14:19Z,3130000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,313.0,3.0,2.0,1.0,,,,,,
315,PT01M19.00S,2022-03-05T04:14:26.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612756,52,50,2022-03-05T04:14:37Z,3140000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629628, 1628969]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,203592.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,
317,PT01M19.00S,2022-03-05T04:14:53.1Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,53,50,2022-03-05T04:14:53Z,3160000,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
318,PT01M19.00S,2022-03-05T04:14:53.9Z,2,REGULAR,substitution,out,[],1628988,,,1610612756,53,50,2022-03-05T04:15:06Z,3170000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M19.00S,2022-03-05T04:14:53.9Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,53,50,2022-03-05T04:15:06Z,3180000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M19.00S,2022-03-05T04:14:53.9Z,2,REGULAR,substitution,in,[],1626166,,,1610612756,53,50,2022-03-05T04:15:06Z,3190000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M19.00S,2022-03-05T04:14:53.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,53,50,2022-03-05T04:15:06Z,3200000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M19.00S,2022-03-05T04:15:13.7Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,54,50,2022-03-05T04:15:13Z,3210000,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
323,PT01M04.00S,2022-03-05T04:15:33.5Z,2,REGULAR,3pt,Jump Shot,[],203095,6.389618922470433,95.83333333333334,1610612752,54,50,2022-03-05T04:15:37Z,3220000,-229.0,8.0,1,left,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,22.93,Missed,,,,,,,,,,,,,,,,
324,PT01M00.00S,2022-03-05T04:15:37.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,54,50,2022-03-05T04:15:37Z,3230000,,,0,,M. Robinson REBOUND (Off:5 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,323.0,8.0,3.0,5.0,,,,,,
325,PT00M57.30S,2022-03-05T04:15:39.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202692,7.046649145860711,3.1862745098039214,1610612752,54,53,2022-03-05T04:15:44Z,3240000,234.0,14.0,1,left,A. Burks 3PT  (5 PTS) (M. Robinson 1 AST),"[202692, 1629011]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,23.45,Made,5.0,,,,,,,,,,M. Robinson,1629011.0,1.0,,,
327,PT00M44.80S,2022-03-05T04:15:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.85479632063075,56.127450980392155,1610612756,56,53,2022-03-05T04:16:26Z,3260000,31.0,15.0,1,right,C. Johnson driving finger roll Layup (9 PTS),[1629661],1610612756.0,PHX,driving finger roll,,,Johnson,C. Johnson,,,,,,,,3.39,Made,9.0,,,,,,,,,,,,,,,
328,PT00M40.10S,2022-03-05T04:16:04.0Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,56,53,2022-03-05T04:16:07Z,3270000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 203109]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,2.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,
329,PT00M40.10S,2022-03-05T04:16:04.0Z,2,REGULAR,steal,,[],203109,,,1610612756,56,53,2022-03-05T04:16:05Z,3280000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M32.30S,2022-03-05T04:16:12.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,93.77463863337714,49.754901960784316,1610612756,58,53,2022-03-05T04:16:18Z,3290000,-1.0,6.0,1,right,D. Ayton reverse DUNK (6 PTS) (M. Bridges 4 AST),"[1629028, 1628969]",1610612756.0,PHX,reverse,,,Ayton,D. Ayton,,,,,,,,0.61,Made,6.0,,,,,,,,,,M. Bridges,1628969.0,4.0,,,
332,PT00M19.80S,2022-03-05T04:16:31.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203109,,,1610612752,58,53,2022-03-05T04:17:22Z,3310000,,,0,,J. Crowder shooting personal FOUL (2 PF) (Barrett 2 FT),"[203109, 1629628]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,204058.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,
334,PT00M19.80S,2022-03-05T04:16:58.6Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,58,54,2022-03-05T04:16:58Z,3330000,,,0,,R. Barrett Free Throw 1 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
335,PT00M19.80S,2022-03-05T04:16:58.6Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,58,55,2022-03-05T04:17:19Z,3340000,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
336,PT00M03.10S,2022-03-05T04:17:26.6Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,58,55,2022-03-05T04:17:56Z,3350000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1629011]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,1.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,
337,PT00M03.10S,2022-03-05T04:17:26.6Z,2,REGULAR,steal,,[],1629011,,,1610612752,58,55,2022-03-05T04:17:28Z,3360000,,,0,,M. Robinson STEAL (2 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2022-03-05T04:17:33.7Z,2,REGULAR,period,end,[],0,,,1610612752,58,55,2022-03-05T04:17:33Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-03-05T04:32:23.1Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612752,58,55,2022-03-05T04:32:39Z,3380000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-03-05T04:32:23.1Z,3,REGULAR,substitution,in,['startperiod'],1629013,,,1610612752,58,55,2022-03-05T04:32:39Z,3390000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-03-05T04:32:54.2Z,3,REGULAR,period,start,[],0,,,1610612752,58,55,2022-03-05T04:32:54Z,3400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M40.00S,2022-03-05T04:33:13.1Z,3,REGULAR,3pt,Jump Shot,[],202692,76.16622864651774,11.76470588235294,1610612752,58,58,2022-03-05T04:33:16Z,3410000,-191.0,172.0,1,right,A. Burks 25' 3PT step back (8 PTS) (J. Randle 3 AST),"[202692, 203944]",1610612752.0,NYK,step back,,,Burks,A. Burks,,,,,,,,25.68,Made,8.0,,,,,,,,,,J. Randle,203944.0,3.0,,,
344,PT11M25.00S,2022-03-05T04:33:27.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,14.931011826544022,43.38235294117647,1610612756,60,58,2022-03-05T04:33:30Z,3430000,33.0,88.0,1,left,J. Crowder 9' driving floating Jump Shot (7 PTS) (D. Ayton 1 AST),"[203109, 1629028]",1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,,,,9.39,Made,7.0,,,,,,,,,,D. Ayton,1629028.0,1.0,,,
346,PT11M13.00S,2022-03-05T04:33:45.3Z,3,REGULAR,foul,personal,[],203109,,,1610612752,60,58,2022-03-05T04:33:52Z,3450000,,,0,,J. Crowder personal FOUL (3 PF),"[203109, 203944]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,2714.0,3.0,0.0,Randle,203944.0,,,,,,,,,,
348,PT11M13.00S,2022-03-05T04:33:51.7Z,3,REGULAR,foul,technical,['1freethrow'],203109,,,1610612752,60,58,2022-03-05T04:33:59Z,3470000,,,0,,J. Crowder technical FOUL (1 Tech),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,2714.0,3.0,1.0,,,,,,,,,,,,
349,PT11M13.00S,2022-03-05T04:34:08.3Z,3,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,60,59,2022-03-05T04:34:08Z,3480000,,,0,,E. Fournier technical Free Throw 1 of 1 (7 PTS),[203095],1610612752.0,NYK,technical,,,Fournier,E. Fournier,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
350,PT11M05.00S,2022-03-05T04:34:28.6Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,60,59,2022-03-05T04:35:32Z,3490000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 203109]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,3.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,
351,PT11M05.00S,2022-03-05T04:34:28.6Z,3,REGULAR,steal,,[],203109,,,1610612756,60,59,2022-03-05T04:34:30Z,3500000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M03.00S,2022-03-05T04:34:31.4Z,3,REGULAR,turnover,bad pass,[],203109,,,1610612756,60,59,2022-03-05T04:34:34Z,3510000,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 1629011]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,1.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,
353,PT11M03.00S,2022-03-05T04:34:31.4Z,3,REGULAR,steal,,[],1629011,,,1610612752,60,59,2022-03-05T04:34:33Z,3520000,,,0,,M. Robinson STEAL (3 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M57.00S,2022-03-05T04:34:36.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203095,75.77201051248358,11.519607843137255,1610612752,60,62,2022-03-05T04:34:40Z,3530000,-192.0,175.0,1,right,E. Fournier 26' 3PT running (10 PTS) (R. Barrett 2 AST),"[203095, 1629628]",1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,,,,26.02,Made,10.0,,,,,,,,,,R. Barrett,1629628.0,2.0,,,
356,PT10M38.00S,2022-03-05T04:34:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,6.652431011826544,42.64705882352941,1610612756,60,62,2022-03-05T04:35:02Z,3550000,37.0,10.0,1,left,MISS L. Shamet driving Layup - blocked,"[1629013, 202692]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,,,,3.81,Missed,,,,,,,,,,,,,,Burks,202692.0,
357,PT10M38.00S,2022-03-05T04:34:56.4Z,3,REGULAR,block,,[],202692,,,1610612756,60,62,2022-03-05T04:35:02Z,3560000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT10M34.00S,2022-03-05T04:35:00.4Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,60,62,2022-03-05T04:35:02Z,3570000,,,0,,M. Robinson REBOUND (Off:5 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,356.0,9.0,4.0,5.0,,,,,,
359,PT10M29.00S,2022-03-05T04:35:05.6Z,3,REGULAR,3pt,Jump Shot,[],203944,68.28186596583443,64.4607843137255,1610612752,60,65,2022-03-05T04:35:09Z,3580000,72.0,246.0,1,right,J. Randle 25' 3PT  (23 PTS) (A. Burks 2 AST),"[203944, 202692]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,25.61,Made,23.0,,,,,,,,,,A. Burks,202692.0,2.0,,,
361,PT10M17.00S,2022-03-05T04:35:19.8Z,3,REGULAR,foul,personal,['2freethrow'],202692,,,1610612756,60,65,2022-03-05T04:35:35Z,3600000,,,0,,A. Burks shooting personal FOUL (2 PF) (Payne 2 FT),"[202692, 1626166]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,204058.0,2.0,0.0,Payne,1626166.0,,,,,,,,,,
363,PT10M17.00S,2022-03-05T04:35:49.3Z,3,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,61,65,2022-03-05T04:35:49Z,3620000,,,0,,C. Payne Free Throw 1 of 2 (6 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
