actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M38.00S,2021-12-01T03:07:43.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,91.67214191852825,58.57843137254902,1610612756,4,2,2021-12-01T03:07:51Z,170000,43.0,26.0,1,right,D. Ayton turnaround Hook (4 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,5.01,Made,,,,,4.0,C. Paul,101108.0,1.0,,,,,,,,,,,
19,PT10M26.00S,2021-12-01T03:07:55.6Z,1,REGULAR,3pt,Jump Shot,[],201939,30.042706964520367,25.98039215686275,1610612744,4,2,2021-12-01T03:08:02Z,190000,120.0,230.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2021-12-01T03:07:58.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,4,2,2021-12-01T03:08:02Z,200000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M09.00S,2021-12-01T03:08:12.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,88.38699080157687,36.51960784313725,1610612756,4,2,2021-12-01T03:10:06Z,210000,-67.0,57.0,1,right,MISS D. Booker 8' driving floating Shot - blocked,"[1626164, 201939]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,8.81,Missed,,,,,,,,,Curry,201939.0,,,,,,,,,
22,PT10M09.00S,2021-12-01T03:08:12.0Z,1,REGULAR,block,,[],201939,,,1610612756,4,2,2021-12-01T03:11:52Z,220000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M05.00S,2021-12-01T03:08:16.0Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,4,2,2021-12-01T03:08:21Z,230000,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
24,PT10M05.00S,2021-12-01T03:08:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,88.64980289093299,45.588235294117645,1610612756,4,2,2021-12-01T03:11:41Z,240000,-22.0,54.0,1,right,MISS D. Booker Layup - blocked,"[1626164, 1626172]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,5.85,Missed,,,,,,,,,Looney,1626172.0,,,,,,,,,
25,PT10M05.00S,2021-12-01T03:08:16.6Z,1,REGULAR,block,,[],1626172,,,1610612756,4,2,2021-12-01T03:08:20Z,250000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-12-01T03:08:21.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,2,2021-12-01T03:08:27Z,260000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M47.00S,2021-12-01T03:08:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.178055190538765,40.68627450980392,1610612744,4,4,2021-12-01T03:08:43Z,270000,47.0,15.0,1,left,K. Looney alley-oop Layup (4 PTS) (D. Green 2 AST),"[1626172, 203110]",1610612744.0,GSW,alley-oop,,,Looney,K. Looney,,,,,4.9,Made,,,,,4.0,D. Green,203110.0,2.0,,,,,,,,,,,
29,PT09M28.00S,2021-12-01T03:08:52.6Z,1,REGULAR,2pt,Jump Shot,[],1629028,94.30026281208936,25.735294117647058,1610612756,4,4,2021-12-01T03:08:58Z,290000,-121.0,1.0,1,right,MISS D. Ayton 12' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2021-12-01T03:08:54.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,4,4,2021-12-01T03:08:58Z,300000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M22.00S,2021-12-01T03:08:58.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,37.00722733245729,22.794117647058822,1610612744,4,4,2021-12-01T03:09:10Z,310000,136.0,295.0,1,left,MISS S. Curry 32' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,32.52,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M20.00S,2021-12-01T03:09:01.7Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,4,4,2021-12-01T03:09:01Z,320000,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
34,PT09M18.00S,2021-12-01T03:09:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,7.440867279894875,53.92156862745098,1610612744,4,6,2021-12-01T03:13:22Z,340000,-20.0,17.0,1,left,D. Green driving finger roll Layup (2 PTS),[203110],1610612744.0,GSW,driving finger roll,,,Green,D. Green,,,,,2.62,Made,,,,,2.0,,,,,,,,,,,,,,
35,PT08M56.00S,2021-12-01T03:09:24.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,80.76544021024968,72.79411764705883,1610612756,6,6,2021-12-01T03:09:30Z,350000,114.0,128.0,1,right,D. Booker 17' step back Jump Shot (2 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,17.16,Made,,,,,2.0,,,,,,,,,,,,,,
36,PT08M33.00S,2021-12-01T03:09:49.1Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612744,6,6,2021-12-01T03:10:15Z,360000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Looney 2 FT),"[203109, 1626172]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Looney,1626172.0,,,,
38,PT08M33.00S,2021-12-01T03:10:25.5Z,1,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,6,7,2021-12-01T03:10:25Z,380000,,,0,,K. Looney Free Throw 1 of 2 (5 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
39,PT08M33.00S,2021-12-01T03:10:25.5Z,1,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,6,7,2021-12-01T03:10:57Z,390000,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2021-12-01T03:10:28.5Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,6,7,2021-12-01T03:10:57Z,400000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT08M20.00S,2021-12-01T03:10:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,85.89027595269383,36.27450980392157,1610612756,6,7,2021-12-01T03:14:57Z,410000,-69.0,80.0,1,right,MISS M. Bridges 10' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,10.55,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2021-12-01T03:10:57.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,6,7,2021-12-01T03:10:57Z,420000,,,0,,D. Ayton REBOUND (Off:2 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,41.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
43,PT08M15.00S,2021-12-01T03:11:00.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203109,75.24638633377135,84.31372549019608,1610612756,9,7,2021-12-01T03:11:09Z,430000,172.0,180.0,1,right,J. Crowder 24' 3PT  (3 PTS) (M. Bridges 1 AST),"[203109, 1628969]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,24.88,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,
45,PT07M54.00S,2021-12-01T03:11:20.3Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,9,7,2021-12-01T03:11:26Z,450000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 203109]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,1.0,Crowder,203109.0,
46,PT07M54.00S,2021-12-01T03:11:20.3Z,1,REGULAR,steal,,[],203109,,,1610612756,9,7,2021-12-01T03:11:22Z,460000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M50.00S,2021-12-01T03:11:24.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,72.09264126149803,80.3921568627451,1610612756,9,7,2021-12-01T03:15:58Z,470000,152.0,210.0,1,right,MISS D. Booker 25' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2021-12-01T03:11:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,9,7,2021-12-01T03:11:28Z,480000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,
49,PT07M48.00S,2021-12-01T03:11:31.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,9,7,2021-12-01T03:11:31Z,490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M35.00S,2021-12-01T03:11:57.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,84.1819973718791,45.588235294117645,1610612756,11,7,2021-12-01T03:12:02Z,500000,-22.0,96.0,1,right,D. Booker 9' driving floating Jump Shot (4 PTS) (C. Paul 2 AST),"[1626164, 101108]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,9.87,Made,,,,,4.0,C. Paul,101108.0,2.0,,,,,,,,,,,
51,PT07M15.00S,2021-12-01T03:12:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,9.543363994743759,60.78431372549019,1610612744,11,9,2021-12-01T03:18:19Z,510000,-54.0,37.0,1,left,J. Poole 6' driving finger roll Layup (2 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,6.55,Made,,,,,2.0,,,,,,,,,,,,,,
52,PT06M56.00S,2021-12-01T03:12:35.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,85.49605781865965,46.32352941176471,1610612756,13,9,2021-12-01T03:12:40Z,520000,-18.0,84.0,1,right,D. Ayton 8' Hook (6 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,8.58,Made,,,,,6.0,,,,,,,,,,,,,,
53,PT06M47.00S,2021-12-01T03:12:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,28.86005256241787,78.43137254901961,1610612744,13,12,2021-12-01T03:18:54Z,530000,-142.0,219.0,1,left,J. Poole 26' 3PT  (5 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.09,Made,,,,,5.0,D. Green,203110.0,3.0,,,,,,,,,,,
55,PT06M35.00S,2021-12-01T03:12:57.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,88.12417871222075,53.18627450980392,1610612756,15,12,2021-12-01T03:13:03Z,550000,16.0,59.0,1,right,D. Ayton 6' turnaround Hook (8 PTS) (C. Paul 3 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,6.12,Made,,,,,8.0,C. Paul,101108.0,3.0,,,,,,,,,,,
57,PT06M28.00S,2021-12-01T03:13:03.9Z,1,REGULAR,3pt,Jump Shot,[],201939,27.283180026281208,83.33333333333334,1610612744,15,15,2021-12-01T03:19:46Z,570000,-167.0,204.0,1,left,S. Curry 26' 3PT pullup (3 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.34,Made,,,,,3.0,,,,,,,,,,,,,,
58,PT06M10.00S,2021-12-01T03:13:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,90.88370565045992,60.049019607843135,1610612756,15,15,2021-12-01T03:15:04Z,580000,50.0,33.0,1,right,MISS C. Paul 6' driving floating Shot,[101108],1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,6.02,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M09.00S,2021-12-01T03:13:22.7Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,15,15,2021-12-01T03:13:32Z,590000,,,0,,D. Ayton REBOUND (Off:3 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,58.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
60,PT06M09.00S,2021-12-01T03:13:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,88.25558475689881,44.6078431372549,1610612756,15,15,2021-12-01T03:15:10Z,600000,-27.0,58.0,1,right,MISS D. Ayton 6' putback Layup,[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M07.00S,2021-12-01T03:13:26.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,15,15,2021-12-01T03:13:34Z,610000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
63,PT06M04.00S,2021-12-01T03:13:27.7Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,15,15,2021-12-01T03:15:19Z,630000,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 1628969]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,
64,PT06M04.00S,2021-12-01T03:13:27.7Z,1,REGULAR,steal,,[],1628969,,,1610612756,15,15,2021-12-01T03:13:31Z,640000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2021-12-01T03:13:30.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,83.70565045992116,57.498468137254896,1610612756,15,15,2021-12-01T03:16:45Z,645000,37.0,101.0,1,right,MISS M. Bridges 10' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,10.75,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2021-12-01T03:13:30.2Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,15,15,2021-12-01T03:16:45Z,647500,,,0,,D. Ayton REBOUND (Off:4 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,68.0,4.0,0.0,4.0,,,,,,,,,,,,,,,
65,PT06M00.00S,2021-12-01T03:13:32.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",101108,76.95466491458606,11.27450980392157,1610612756,18,15,2021-12-01T03:16:03Z,650000,-194.0,164.0,1,right,C. Paul 25' 3PT  (3 PTS) (D. Ayton 1 AST),"[101108, 1629028]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,25.38,Made,,,,,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,
67,PT06M00.00S,2021-12-01T03:14:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,18,15,2021-12-01T03:14:24Z,670000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2021-12-01T03:17:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,19.267411300919843,5.637254901960785,1610612744,18,15,2021-12-01T03:17:23Z,680000,222.0,129.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M42.00S,2021-12-01T03:17:22.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,18,15,2021-12-01T03:17:23Z,690000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
72,PT05M38.00S,2021-12-01T03:17:26.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203952,5.863994743758213,42.8921568627451,1610612744,18,17,2021-12-01T03:17:30Z,700000,36.0,3.0,1,left,A. Wiggins alley-oop DUNK (2 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,alley-oop,,,Wiggins,A. Wiggins,,,,,3.56,Made,,,,,2.0,D. Green,203110.0,4.0,,,,,,,,,,,
75,PT05M11.00S,2021-12-01T03:17:52.8Z,1,REGULAR,3pt,Jump Shot,[],203109,71.56701708278581,22.794117647058822,1610612756,21,17,2021-12-01T03:17:58Z,720000,-136.0,215.0,1,right,J. Crowder 25' 3PT  (6 PTS) (C. Paul 4 AST),"[203109, 101108]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.42,Made,,,,,6.0,C. Paul,101108.0,4.0,,,,,,,,,,,
77,PT05M01.00S,2021-12-01T03:18:06.6Z,1,REGULAR,foul,personal,[],203109,,,1610612744,21,17,2021-12-01T03:18:25Z,740000,,,0,,J. Crowder personal FOUL (2 PF),"[203109, 201939]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,202026.0,2.0,0.0,Curry,201939.0,,,,
79,PT05M01.00S,2021-12-01T03:18:17.2Z,1,REGULAR,substitution,out,[],201939,,,1610612744,21,17,2021-12-01T03:18:23Z,760000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M01.00S,2021-12-01T03:18:17.2Z,1,REGULAR,substitution,in,[],203490,,,1610612744,21,17,2021-12-01T03:18:23Z,770000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M01.00S,2021-12-01T03:18:25.4Z,1,REGULAR,substitution,out,[],203109,,,1610612744,21,17,2021-12-01T03:18:31Z,780000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M01.00S,2021-12-01T03:18:25.4Z,1,REGULAR,substitution,in,[],1629661,,,1610612744,21,17,2021-12-01T03:18:31Z,790000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M01.00S,2021-12-01T03:18:35.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612744,21,17,2021-12-01T03:18:44Z,800000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M01.00S,2021-12-01T03:18:35.5Z,1,REGULAR,substitution,in,[],1629013,,,1610612744,21,17,2021-12-01T03:18:44Z,810000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2021-12-01T03:18:57.4Z,1,REGULAR,2pt,Jump Shot,[],203490,10.33180026281209,25.0,1610612744,21,17,2021-12-01T03:21:58Z,820000,125.0,45.0,1,left,MISS O. Porter Jr. 13' pullup Shot,[203490],1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,13.27,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M47.00S,2021-12-01T03:19:02.4Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,21,17,2021-12-01T03:19:06Z,830000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT04M42.00S,2021-12-01T03:19:08.6Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612756,21,17,2021-12-01T03:19:31Z,850000,,,0,,D. Green shooting personal FOUL (1 PF) (Ayton 2 FT),"[203110, 1629028]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Ayton,1629028.0,,,,
90,PT04M42.00S,2021-12-01T03:19:37.0Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,22,17,2021-12-01T03:34:32Z,870000,,,0,,D. Ayton Free Throw 1 of 2 (9 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
93,PT04M42.00S,2021-12-01T03:19:37.0Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,22,17,2021-12-01T03:34:32Z,875000,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2021-12-01T03:19:37.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,22,17,2021-12-01T03:38:57Z,877500,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
91,PT04M42.00S,2021-12-01T03:19:38.8Z,1,REGULAR,substitution,out,[],101108,,,1610612744,22,17,2021-12-01T03:35:46Z,888125,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
