actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
26,PT08M49.00S,2021-12-11T03:19:20.7Z,1,REGULAR,2pt,Jump Shot,[],1629013,21.369908015768726,54.90196078431373,1610612756,11,8,2021-12-11T03:19:23Z,260000,-25.0,148.0,1,left,L. Shamet 15' pullup Jump Shot (2 PTS),[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,15.04,Made,,,,,,,2.0,,,,,,,,,,,
27,PT08M36.00S,2021-12-11T03:19:33.3Z,1,REGULAR,2pt,Jump Shot,[],1628369,76.42904073587385,64.70588235294117,1610612738,11,8,2021-12-11T03:19:49Z,270000,74.0,169.0,1,right,MISS J. Tatum 18' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,
28,PT08M33.00S,2021-12-11T03:19:36.3Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,11,8,2021-12-11T03:19:39Z,280000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT08M26.00S,2021-12-11T03:19:45.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,11,8,2021-12-11T03:19:45Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M19.00S,2021-12-11T03:20:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629013,28.33442838370565,25.49019607843137,1610612756,11,8,2021-12-11T03:20:09Z,300000,123.0,214.0,1,left,MISS L. Shamet 24' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,
31,PT08M18.00S,2021-12-11T03:20:07.0Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,11,8,2021-12-11T03:20:09Z,310000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT08M14.00S,2021-12-11T03:20:15.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,11,8,2021-12-11T03:20:15Z,320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M07.00S,2021-12-11T03:20:34.5Z,1,REGULAR,2pt,Jump Shot,[],1628369,81.553876478318,68.62745098039215,1610612738,11,8,2021-12-11T03:20:38Z,330000,93.0,121.0,1,right,MISS J. Tatum 15' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,15.26,Missed,,,,,,,,,,,,,,,,,,
34,PT08M05.00S,2021-12-11T03:20:36.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,11,8,2021-12-11T03:20:38Z,340000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,
35,PT07M52.00S,2021-12-11T03:20:48.7Z,1,REGULAR,3pt,Jump Shot,[],203109,27.677398160315374,81.61764705882352,1610612756,11,8,2021-12-11T03:20:52Z,350000,-158.0,208.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
36,PT07M49.00S,2021-12-11T03:20:51.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,11,8,2021-12-11T03:20:52Z,360000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT07M45.00S,2021-12-11T03:21:00.8Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612738,11,8,2021-12-11T03:21:08Z,370000,,,0,,C. Paul shooting personal FOUL (1 PF) (Williams III 2 FT),"[101108, 1629057]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Williams III,1629057.0,,,
39,PT07M45.00S,2021-12-11T03:21:26.3Z,1,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,11,9,2021-12-11T03:21:26Z,390000,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
40,PT07M45.00S,2021-12-11T03:21:50.9Z,1,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,11,10,2021-12-11T03:21:50Z,400000,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
41,PT07M36.00S,2021-12-11T03:22:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,17.559132720105126,34.068627450980394,1610612756,13,10,2021-12-11T03:22:03Z,410000,80.0,113.0,1,left,C. Paul 13' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,13.8,Made,,,,,,,2.0,,,,,,,,,,,
42,PT07M25.00S,2021-12-11T03:22:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,91.27792378449409,47.794117647058826,1610612738,13,12,2021-12-11T03:22:14Z,420000,-11.0,29.0,1,right,D. Schroder driving Layup (2 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.15,Made,,,,,,,2.0,,,,,,,,,,,
44,PT07M16.00S,2021-12-11T03:22:20.3Z,1,REGULAR,2pt,Jump Shot,[],101108,8.886333771353483,70.34313725490196,1610612756,13,12,2021-12-11T03:22:24Z,440000,-102.0,31.0,1,left,MISS C. Paul 10' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,10.63,Missed,,,,,,,,,,,,,,,,,,
45,PT07M11.00S,2021-12-11T03:22:24.4Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,13,12,2021-12-11T03:22:24Z,450000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,44.0,4.0,3.0,1.0,,,,,,,,,,,,
46,PT07M11.00S,2021-12-11T03:22:24.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201580,5.590000152587891,50.0,1610612756,15,12,2021-12-11T03:22:32Z,460000,0.0,0.0,1,left,J. McGee tip DUNK (4 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Made,,,,,,,4.0,,,,,,,,,,,
47,PT07M04.00S,2021-12-11T03:22:34.4Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612738,15,12,2021-12-11T03:22:42Z,470000,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612738.0,BOS,bad pass,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,201246.0,,,,,1.0,,
48,PT07M04.00S,2021-12-11T03:22:43.6Z,1,REGULAR,substitution,out,[],1629057,,,1610612756,15,12,2021-12-11T03:22:45Z,480000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2021-12-11T03:22:43.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612756,15,12,2021-12-11T03:22:45Z,490000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M50.00S,2021-12-11T03:23:03.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201580,7.046649145860711,57.84313725490197,1610612756,15,12,2021-12-11T03:23:50Z,500000,-39.0,14.0,1,left,MISS J. McGee floating Shot,[201580],1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,
51,PT06M46.00S,2021-12-11T03:23:07.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,15,12,2021-12-11T03:23:07Z,510000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
52,PT06M39.00S,2021-12-11T03:23:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.56307490144546,52.94117647058824,1610612738,15,14,2021-12-11T03:23:17Z,520000,15.0,-1.0,1,right,J. Tatum cutting Layup (10 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,1.48,Made,,,,,,,10.0,A. Horford,201143.0,2.0,,,,,,,,
54,PT06M18.00S,2021-12-11T03:23:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,5.469776609724048,47.05882352941176,1610612756,15,14,2021-12-11T03:25:25Z,540000,15.0,-1.0,1,left,MISS L. Shamet driving finger roll Layup - blocked,"[1629013, 201143]",1610612756.0,PHX,driving finger roll,,,Shamet,L. Shamet,,,,,1.47,Missed,Horford,201143.0,,,,,,,,,,,,,,,,
55,PT06M18.00S,2021-12-11T03:23:37.4Z,1,REGULAR,block,,[],201143,,,1610612756,15,14,2021-12-11T03:23:39Z,550000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M16.00S,2021-12-11T03:23:39.4Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,15,14,2021-12-11T03:25:25Z,560000,,,0,,J. McGee REBOUND (Off:2 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,54.0,5.0,3.0,2.0,,,,,,,,,,,,
59,PT06M16.00S,2021-12-11T03:23:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,8.935611038107753,47.81709558823529,1610612756,15,14,2021-12-11T03:25:14Z,565000,11.0,31.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,3.33,Missed,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2021-12-11T03:23:47.4Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,15,14,2021-12-11T03:25:30Z,567500,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
57,PT06M02.00S,2021-12-11T03:23:51.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,94.1688567674113,51.225490196078425,1610612738,15,16,2021-12-11T03:26:00Z,570000,6.0,2.0,1,right,J. Tatum Layup (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,0.65,Made,,,,,,,12.0,,,,,,,,,,,
58,PT06M02.00S,2021-12-11T03:23:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,16,2021-12-11T03:23:58Z,580000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,out,[],201580,,,1610612756,15,16,2021-12-11T03:27:05Z,590000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612756,15,16,2021-12-11T03:27:05Z,600000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,out,[],203935,,,1610612756,15,16,2021-12-11T03:27:05Z,610000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,in,[],1630188,,,1610612756,15,16,2021-12-11T03:27:05Z,620000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,in,[],1630174,,,1610612756,15,16,2021-12-11T03:27:05Z,630000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M02.00S,2021-12-11T03:26:44.6Z,1,REGULAR,substitution,in,[],1629641,,,1610612756,15,16,2021-12-11T03:27:05Z,640000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2021-12-11T03:27:34.8Z,1,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612756,15,16,2021-12-11T03:27:42Z,650000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628969],1610612756.0,PHX,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1148.0,,,,,1.0,,
68,PT05M19.00S,2021-12-11T03:28:12.5Z,1,REGULAR,2pt,Hook,['fromturnover'],201143,90.09526938239159,66.66666666666666,1610612738,15,16,2021-12-11T03:28:15Z,660000,83.0,41.0,1,right,MISS A. Horford 9' turnaround Hook,[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,
69,PT05M18.00S,2021-12-11T03:28:13.5Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,15,16,2021-12-11T03:28:15Z,670000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,
70,PT05M08.00S,2021-12-11T03:28:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629013,16.90210249671485,96.07843137254902,1610612756,15,16,2021-12-11T03:28:29Z,680000,-230.0,106.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
71,PT05M07.00S,2021-12-11T03:28:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,15,16,2021-12-11T03:28:29Z,690000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,
72,PT05M07.00S,2021-12-11T03:28:34.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,15,16,2021-12-11T03:28:34Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M07.00S,2021-12-11T03:28:35.8Z,1,REGULAR,substitution,out,[],1629013,,,1610612756,15,16,2021-12-11T03:28:40Z,710000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2021-12-11T03:28:35.8Z,1,REGULAR,substitution,out,[],203109,,,1610612756,15,16,2021-12-11T03:28:40Z,720000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M07.00S,2021-12-11T03:28:35.8Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,15,16,2021-12-11T03:28:40Z,730000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2021-12-11T03:28:35.8Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,15,16,2021-12-11T03:28:40Z,740000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M54.00S,2021-12-11T03:29:07.7Z,1,REGULAR,turnover,traveling,[],1629661,,,1610612756,15,16,2021-12-11T03:29:14Z,750000,,,0,,C. Johnson traveling TURNOVER (1 TO),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,1148.0,,,,,1.0,,
78,PT04M37.00S,2021-12-11T03:29:33.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203471,74.85216819973719,42.40196078431372,1610612738,15,18,2021-12-11T03:30:06Z,760000,-38.0,184.0,1,right,D. Schroder 18' pullup Jump Shot (4 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,18.78,Made,,,,,,,4.0,,,,,,,,,,,
79,PT04M25.00S,2021-12-11T03:29:45.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,33.065045992115635,44.85294117647059,1610612756,15,18,2021-12-11T03:29:47Z,770000,26.0,258.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
80,PT04M24.00S,2021-12-11T03:29:46.2Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,15,18,2021-12-11T03:29:47Z,780000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT04M05.00S,2021-12-11T03:30:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,84.97043363994744,59.068627450980394,1610612738,15,20,2021-12-11T03:30:10Z,790000,45.0,89.0,1,right,R. Langford 9' driving floating Jump Shot (2 PTS) (A. Horford 3 AST),"[1629641, 201143]",1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,9.97,Made,,,,,,,2.0,A. Horford,201143.0,3.0,,,,,,,,
107,PT03M57.00S,2021-12-11T03:30:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.307490144546649,38.99356617647059,1610612756,15,20,2021-12-11T03:34:33Z,805000,55.0,7.0,1,left,MISS C. Payne driving Layup - blocked,"[1626166, 1630174]",1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,5.54,Missed,Nesmith,1630174.0,,,,,,,,,,,,,,,,
108,PT03M57.00S,2021-12-11T03:30:11.7Z,1,REGULAR,block,,[],1630174,,,1610612756,15,20,2021-12-11T03:33:48Z,807500,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M56.00S,2021-12-11T03:30:12.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,15,20,2021-12-11T03:34:33Z,808750,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,
110,PT03M55.00S,2021-12-11T03:30:14.9Z,1,REGULAR,turnover,bad pass,[],1630174,,,1610612738,15,20,2021-12-11T03:34:38Z,809375,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1630188]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,1.0,Smith,1630188.0
111,PT03M55.00S,2021-12-11T03:30:14.9Z,1,REGULAR,steal,,[],1630188,,,1610612756,15,20,2021-12-11T03:33:59Z,809687,,,0,,J. Smith STEAL (1 STL),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
