actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
179,PT10M59.00S,2021-12-24T02:38:51.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629026,13.222733245729303,48.77450980392157,1610612760,32,19,2021-12-24T02:39:01Z,1740000,6.0,72.0,1,left,K. Williams 7' Hook (2 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,7.21,Made,,,,,,,,2.0,,,,,,,,,,,
180,PT10M37.00S,2021-12-24T02:39:12.6Z,2,REGULAR,3pt,Jump Shot,[],1629013,76.03482260183968,88.97058823529412,1610612756,32,19,2021-12-24T02:39:17Z,1750000,195.0,173.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M36.00S,2021-12-24T02:39:13.6Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,32,19,2021-12-24T02:39:17Z,1760000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,180.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
182,PT10M21.00S,2021-12-24T02:39:29.5Z,2,REGULAR,3pt,Jump Shot,[],1629026,25.312089356110377,87.74509803921569,1610612760,32,19,2021-12-24T02:39:34Z,1770000,-189.0,185.0,1,left,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M18.00S,2021-12-24T02:39:32.5Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,32,19,2021-12-24T02:39:34Z,1780000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
184,PT10M08.00S,2021-12-24T02:39:42.7Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612756,32,19,2021-12-24T02:39:47Z,1790000,,,0,,E. Payton bad pass TURNOVER (2 TO),"[203901, 1629026]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,2.0,Williams,1629026.0,,,,,,,,,,,,
185,PT10M08.00S,2021-12-24T02:39:42.7Z,2,REGULAR,steal,,[],1629026,,,1610612760,32,19,2021-12-24T02:45:38Z,1800000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M08.00S,2021-12-24T02:39:45.8Z,2,REGULAR,foul,personal,[],1629661,,,1610612760,32,19,2021-12-24T02:39:55Z,1810000,,,0,,C. Johnson take personal FOUL (1 PF),"[1629661, 1629647]",1610612756.0,PHX,take,,,Johnson,C. Johnson,,,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Bazley,1629647.0,,,
188,PT09M56.00S,2021-12-24T02:40:14.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629647,15.719448094612352,43.627450980392155,1610612760,32,19,2021-12-24T02:40:26Z,1830000,32.0,95.0,1,left,MISS D. Bazley 10' floating Shot,[1629647],1610612760.0,OKC,floating,,,Bazley,D. Bazley,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M54.00S,2021-12-24T02:40:16.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,32,19,2021-12-24T02:40:26Z,1840000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
190,PT09M44.00S,2021-12-24T02:40:26.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,81.553876478318,5.392156862745098,1610612756,32,19,2021-12-24T02:40:32Z,1850000,-223.0,121.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M43.00S,2021-12-24T02:40:27.0Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,32,19,2021-12-24T02:40:32Z,1860000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,190.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
192,PT09M31.00S,2021-12-24T02:40:39.4Z,2,REGULAR,3pt,Jump Shot,[],1629647,31.61957950065703,79.65686274509804,1610612760,32,22,2021-12-24T02:40:44Z,1870000,-148.0,245.0,1,left,D. Bazley 28' 3PT  (6 PTS) (T. Mann 1 AST),"[1629647, 1630544]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,28.61,Made,,,,,,,,6.0,,T. Mann,1630544.0,1.0,,,,,,,
194,PT09M30.00S,2021-12-24T02:40:45.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,32,22,2021-12-24T02:40:45Z,1890000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M19.00S,2021-12-24T02:43:42.0Z,2,REGULAR,3pt,Jump Shot,[],1629661,67.88764783180025,71.07843137254902,1610612756,35,22,2021-12-24T02:43:48Z,1900000,105.0,249.0,1,right,C. Johnson 27' 3PT  (10 PTS) (C. Payne 2 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,27.08,Made,,,,,,,,10.0,,C. Payne,1626166.0,2.0,,,,,,,
197,PT08M51.00S,2021-12-24T02:44:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,12.040078843626807,38.72549019607843,1610612760,35,24,2021-12-24T02:48:15Z,1920000,56.0,61.0,1,left,T. Mann 8' fadeaway Jump Shot (2 PTS),[1630544],1610612760.0,OKC,fadeaway,,,Mann,T. Mann,,,,,8.29,Made,,,,,,,,2.0,,,,,,,,,,,
198,PT08M35.00S,2021-12-24T02:44:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,94.30026281208936,97.05882352941177,1610612756,35,24,2021-12-24T02:44:33Z,1930000,235.0,1.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M30.00S,2021-12-24T02:44:31.9Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,35,24,2021-12-24T02:44:33Z,1940000,,,0,,D. Bazley REBOUND (Off:0 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,198.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
200,PT08M19.00S,2021-12-24T02:44:42.1Z,2,REGULAR,2pt,Jump Shot,[],1630581,22.28975032851511,23.284313725490197,1610612760,35,24,2021-12-24T02:49:51Z,1950000,134.0,157.0,1,left,MISS J. Giddey 20' step back Shot,[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,20.62,Missed,,,,,,,,,,,,,,,,,,,
201,PT08M18.00S,2021-12-24T02:44:43.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,35,24,2021-12-24T02:44:48Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,
202,PT08M18.00S,2021-12-24T02:44:48.9Z,2,REGULAR,foul,personal,[],203901,,,1610612760,35,24,2021-12-24T02:45:03Z,1970000,,,0,,E. Payton loose ball personal FOUL (1 PF),"[203901, 1629026]",1610612756.0,PHX,loose ball,,,Payton,E. Payton,,,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Williams,1629026.0,,,
204,PT08M11.00S,2021-12-24T02:45:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630544,7.703679369250986,58.08823529411765,1610612760,35,24,2021-12-24T02:45:18Z,1990000,-40.0,20.0,1,left,MISS T. Mann driving reverse Layup - blocked,"[1630544, 201580]",1610612760.0,OKC,driving reverse,,,Mann,T. Mann,,,,,4.5,Missed,,,,,,,,,,,,,,,,,McGee,201580.0,
205,PT08M11.00S,2021-12-24T02:45:09.9Z,2,REGULAR,block,,[],201580,,,1610612760,35,24,2021-12-24T02:45:12Z,2000000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M08.00S,2021-12-24T02:45:12.9Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,35,24,2021-12-24T02:45:18Z,2010000,,,0,,C. Johnson REBOUND (Off:0 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,204.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
207,PT08M02.00S,2021-12-24T02:45:19.4Z,2,REGULAR,2pt,Jump Shot,[],203901,78.79434954007884,29.65686274509804,1610612756,37,24,2021-12-24T02:45:25Z,2020000,-102.0,147.0,1,right,E. Payton 17' step back Jump Shot (2 PTS),[203901],1610612756.0,PHX,step back,,,Payton,E. Payton,,,,,17.86,Made,,,,,,,,2.0,,,,,,,,,,,
208,PT07M43.00S,2021-12-24T02:45:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,9.017739816031538,42.64705882352941,1610612760,37,24,2021-12-24T02:45:43Z,2030000,37.0,32.0,1,left,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M42.00S,2021-12-24T02:45:38.6Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,37,24,2021-12-24T02:45:43Z,2040000,,,0,,E. Payton REBOUND (Off:0 Def:2),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
210,PT07M27.00S,2021-12-24T02:45:55.7Z,2,REGULAR,2pt,Jump Shot,[],203901,86.67871222076215,90.68627450980392,1610612756,37,24,2021-12-24T02:46:03Z,2050000,203.0,73.0,1,right,MISS E. Payton 21' Jump Shot - blocked,"[203901, 1629647]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,21.6,Missed,,,,,,,,,,,,,,,,,Bazley,1629647.0,
211,PT07M27.00S,2021-12-24T02:45:55.7Z,2,REGULAR,block,,[],1629647,,,1610612756,37,24,2021-12-24T02:45:58Z,2060000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M27.00S,2021-12-24T02:45:55.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,37,24,2021-12-24T02:46:03Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,
213,PT07M27.00S,2021-12-24T02:46:00.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,37,24,2021-12-24T02:46:00Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M27.00S,2021-12-24T02:46:01.6Z,2,REGULAR,substitution,in,[],101108,,,1610612756,37,24,2021-12-24T02:46:04Z,2100000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M27.00S,2021-12-24T02:46:01.6Z,2,REGULAR,substitution,out,[],203901,,,1610612756,37,24,2021-12-24T02:46:14Z,2110000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M27.00S,2021-12-24T02:46:36.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612756,37,24,2021-12-24T02:46:42Z,2115000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M27.00S,2021-12-24T02:46:36.6Z,2,REGULAR,substitution,in,[],1630526,,,1610612756,37,24,2021-12-24T02:46:42Z,2117500,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M20.00S,2021-12-24T02:46:51.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,37,24,2021-12-24T02:53:19Z,2133750,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
220,PT07M02.00S,2021-12-24T02:47:06.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,27.414586070959263,80.14705882352942,1610612760,37,24,2021-12-24T02:53:19Z,2150000,-151.0,205.0,1,left,MISS T. Mann 25' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
221,PT07M00.00S,2021-12-24T02:47:08.0Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,37,24,2021-12-24T02:47:08Z,2160000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,220.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
222,PT06M53.00S,2021-12-24T02:47:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629647,10.988830486202366,44.85294117647059,1610612760,37,26,2021-12-24T02:53:19Z,2170000,26.0,51.0,1,left,D. Bazley driving floating Jump Shot (8 PTS) (T. Mann 2 AST),"[1629647, 1630544]",1610612760.0,OKC,driving floating,,,Bazley,D. Bazley,,,,,5.69,Made,,,,,,,,8.0,,T. Mann,1630544.0,2.0,,,,,,,
223,PT06M37.00S,2021-12-24T02:47:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,86.81011826544021,52.69607843137255,1610612756,37,26,2021-12-24T02:47:39Z,2180000,13.0,71.0,1,right,MISS C. Payne 7' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,7.28,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M34.00S,2021-12-24T02:47:33.6Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,37,26,2021-12-24T02:47:39Z,2190000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
225,PT06M29.00S,2021-12-24T02:47:39.4Z,2,REGULAR,2pt,Jump Shot,[],1629026,26.757555847568987,50.245098039215684,1610612760,37,26,2021-12-24T02:47:54Z,2200000,-1.0,199.0,1,left,MISS K. Williams 19' Jump Shot,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M27.00S,2021-12-24T02:47:41.4Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,37,26,2021-12-24T02:57:47Z,2210000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,225.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
230,PT06M27.00S,2021-12-24T02:47:49.8Z,2,REGULAR,foul,personal,[],1629661,,,1610612760,37,26,2021-12-24T02:58:56Z,2250000,,,0,,C. Johnson personal FOUL (2 PF),"[1629661, 1630526]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Robinson-Earl,1630526.0,,,
233,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],201580,,,1610612760,37,26,2021-12-24T02:48:40Z,2280000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],1629013,,,1610612760,37,26,2021-12-24T02:48:40Z,2290000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],1626166,,,1610612760,37,26,2021-12-24T02:48:40Z,2300000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],1629661,,,1610612760,37,26,2021-12-24T02:48:40Z,2310000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,37,26,2021-12-24T02:48:40Z,2320000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,37,26,2021-12-24T02:48:40Z,2330000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],1626164,,,1610612760,37,26,2021-12-24T02:48:40Z,2340000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],1629028,,,1610612760,37,26,2021-12-24T02:48:40Z,2350000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612760,37,26,2021-12-24T02:48:40Z,2360000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],203109,,,1610612760,37,26,2021-12-24T02:48:40Z,2370000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,37,26,2021-12-24T02:48:40Z,2380000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2021-12-24T02:48:18.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,37,26,2021-12-24T02:48:40Z,2390000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M12.00S,2021-12-24T02:48:46.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,7.5722733245729295,57.84313725490197,1610612760,37,28,2021-12-24T02:58:56Z,2400000,-39.0,19.0,1,left,L. Dort Layup (2 PTS) (K. Williams 1 AST),"[1629652, 1629026]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,4.34,Made,,,,,,,,2.0,,K. Williams,1629026.0,1.0,,,,,,,
247,PT05M59.00S,2021-12-24T02:48:59.3Z,2,REGULAR,2pt,Jump Shot,[],1626164,79.05716162943496,41.42156862745098,1610612756,39,28,2021-12-24T02:49:05Z,2420000,-43.0,144.0,1,right,D. Booker 15' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,15.06,Made,,,,,,,,8.0,,,,,,,,,,,
248,PT05M40.00S,2021-12-24T02:49:18.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,14.931011826544022,96.32352941176471,1610612760,39,31,2021-12-24T02:49:23Z,2430000,-232.0,88.0,1,left,L. Dort 24' 3PT  (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.77,Made,,,,,,,,5.0,,,,,,,,,,,
249,PT05M17.00S,2021-12-24T02:49:41.2Z,2,REGULAR,3pt,Jump Shot,[],203109,80.76544021024968,94.36274509803921,1610612756,39,31,2021-12-24T02:49:45Z,2440000,222.0,128.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M15.00S,2021-12-24T02:49:43.2Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,39,31,2021-12-24T02:49:45Z,2450000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,249.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
251,PT05M01.00S,2021-12-24T02:49:59.4Z,2,REGULAR,foul,personal,[],1628969,,,1610612760,39,31,2021-12-24T03:02:10Z,2460000,,,0,,M. Bridges take personal FOUL (2 PF),"[1628969, 1628983]",1610612756.0,PHX,take,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
253,PT04M50.00S,2021-12-24T02:50:28.5Z,2,REGULAR,3pt,Jump Shot,[],1629652,31.882391590013142,83.33333333333334,1610612760,39,31,2021-12-24T02:50:35Z,2480000,-167.0,247.0,1,left,MISS L. Dort 29' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,29.82,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M46.00S,2021-12-24T02:50:32.5Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,39,31,2021-12-24T02:50:35Z,2490000,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,253.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
255,PT04M46.00S,2021-12-24T02:50:33.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,28.728646517739815,82.59803921568627,1610612760,39,31,2021-12-24T02:50:42Z,2500000,-163.0,218.0,1,left,MISS K. Williams 27' 3PT - blocked,"[1629026, 203109]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,27.18,Missed,,,,,,,,,,,,,,,,,Crowder,203109.0,
256,PT04M46.00S,2021-12-24T02:50:33.5Z,2,REGULAR,block,,[],203109,,,1610612760,39,31,2021-12-24T02:50:36Z,2510000,,,0,,J. Crowder BLOCK (2 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M46.00S,2021-12-24T02:50:33.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,39,31,2021-12-24T02:50:42Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,
258,PT04M46.00S,2021-12-24T02:50:39.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,39,31,2021-12-24T02:50:39Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M39.00S,2021-12-24T02:50:51.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,9.017739816031538,60.29411764705882,1610612760,39,33,2021-12-24T02:51:07Z,2540000,-51.0,32.0,1,left,S. Gilgeous-Alexander 6' driving Layup (8 PTS) (A. Pokusevski 1 AST),"[1628983, 1630197]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.08,Made,,,,,,,,8.0,,A. Pokusevski,1630197.0,1.0,,,,,,,
260,PT04M15.00S,2021-12-24T02:51:15.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.83902759526939,52.69607843137255,1610612756,39,33,2021-12-24T02:51:20Z,2550000,13.0,90.0,1,right,MISS D. Booker 9' pullup Shot - blocked,"[1626164, 1630197]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,9.1,Missed,,,,,,,,,,,,,,,,,Pokusevski,1630197.0,
261,PT04M15.00S,2021-12-24T02:51:15.2Z,2,REGULAR,block,,[],1630197,,,1610612756,39,33,2021-12-24T02:51:17Z,2560000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M12.00S,2021-12-24T02:51:18.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,39,33,2021-12-24T02:51:20Z,2570000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
263,PT04M11.00S,2021-12-24T02:51:22.7Z,2,REGULAR,turnover,out-of-bounds,[],1629026,,,1610612760,39,33,2021-12-24T02:51:29Z,2580000,,,0,,K. Williams lost ball out-of-bounds TURNOVER (2 TO),[1629026],1610612760.0,OKC,lost ball,,,Williams,K. Williams,,,,,,,,,,,2.0,,,,202037.0,,,,,,,,,,
264,PT04M00.00S,2021-12-24T02:51:36.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,83.52496714848883,56.61764705882353,1610612756,39,33,2021-12-24T03:04:27Z,2590000,33.0,102.0,1,right,MISS C. Paul 10' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,10.76,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M57.00S,2021-12-24T02:51:39.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,39,33,2021-12-24T02:51:39Z,2600000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
269,PT03M51.00S,2021-12-24T02:51:56.1Z,2,REGULAR,turnover,double dribble,[],1629652,,,1610612760,39,33,2021-12-24T02:52:13Z,2640000,,,0,,L. Dort double dribble TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,1.0,,,,202037.0,,,,,,,,,,
