actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
21,PT10M37.00S,2022-02-27T20:47:20.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,5,0,2022-02-27T20:47:22Z,200000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,20.0,3.0,3.0,0.0,,,,,,,,,,,,,
22,PT10M29.00S,2022-02-27T20:47:29.0Z,1,REGULAR,3pt,Jump Shot,[],1629028,31.488173455978973,62.254901960784316,1610612756,8,0,2022-02-27T20:47:32Z,210000,-61.0,243.0,1,left,D. Ayton 25' 3PT  (5 PTS) (J. Crowder 1 AST),"[1629028, 203109]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,25.11,Made,,,,,,,5.0,J. Crowder,203109.0,1.0,,,,,,,,,
24,PT10M27.00S,2022-02-27T20:47:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,8,0,2022-02-27T20:47:35Z,230000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2022-02-27T20:51:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.07030223390277,68.87254901960785,1610612762,8,3,2022-02-27T20:51:22Z,240000,94.0,238.0,1,right,D. Mitchell 25' 3PT pullup (3 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.62,Made,,,,,,,3.0,,,,,,,,,,,,
26,PT10M00.00S,2022-02-27T20:51:32.0Z,1,REGULAR,3pt,Jump Shot,[],203109,30.436925098554536,35.53921568627451,1610612756,11,3,2022-02-27T20:51:35Z,250000,72.0,234.0,1,left,J. Crowder 24' 3PT  (3 PTS) (D. Booker 2 AST),"[203109, 1626164]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,24.45,Made,,,,,,,3.0,D. Booker,1626164.0,2.0,,,,,,,,,
28,PT09M44.00S,2022-02-27T20:51:47.6Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,11,3,2022-02-27T20:51:50Z,270000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1626164]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,,,,,
29,PT09M44.00S,2022-02-27T20:51:47.6Z,1,REGULAR,steal,,[],1626164,,,1610612756,11,3,2022-02-27T20:51:49Z,280000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2022-02-27T20:51:52.7Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612756,11,3,2022-02-27T20:51:55Z,290000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1628378]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,
31,PT09M39.00S,2022-02-27T20:51:52.7Z,1,REGULAR,steal,,[],1628378,,,1610612762,11,3,2022-02-27T20:51:54Z,300000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M23.00S,2022-02-27T20:52:09.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,93.38042049934296,96.32352941176471,1610612762,11,3,2022-02-27T20:52:13Z,310000,232.0,10.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2022-02-27T20:52:13.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,11,3,2022-02-27T20:52:13Z,320000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M17.00S,2022-02-27T20:52:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1629661,8.754927726675426,51.9607843137255,1610612756,13,3,2022-02-27T20:52:27Z,330000,-10.0,30.0,1,left,C. Johnson running Layup (5 PTS),[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,3.14,Made,,,,,,,5.0,,,,,,,,,,,,
35,PT09M17.00S,2022-02-27T20:52:20.9Z,1,REGULAR,violation,defensive goaltending,[],1628378,,,1610612756,13,3,2022-02-27T20:52:27Z,340000,,,0,,D. Mitchell defensive goaltending VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,2534.0,,,,,
36,PT08M57.00S,2022-02-27T20:52:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.46057818659659,65.68627450980392,1610612762,13,5,2022-02-27T20:53:18Z,350000,78.0,18.0,1,right,B. Bogdanovic 8' fadeaway Jump Shot (2 PTS),[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,8.05,Made,,,,,,,2.0,,,,,,,,,,,,
37,PT08M42.00S,2022-02-27T20:53:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,14.668199737187912,61.51960784313726,1610612756,15,5,2022-02-27T20:53:08Z,360000,-58.0,85.0,1,left,M. Bridges 10' pullup Jump Shot (2 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,10.3,Made,,,,,,,2.0,,,,,,,,,,,,
39,PT08M25.00S,2022-02-27T20:53:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,94.56307490144546,50.73529411764706,1610612762,15,7,2022-02-27T20:53:24Z,380000,4.0,-1.0,1,right,B. Bogdanovic driving Layup (4 PTS) (R. Gobert 1 AST),"[202711, 203497]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,0.4,Made,,,,,,,4.0,R. Gobert,203497.0,1.0,,,,,,,,,
41,PT08M12.00S,2022-02-27T20:53:33.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,8.360709592641262,3.9215686274509802,1610612756,18,7,2022-02-27T20:53:41Z,400000,230.0,26.0,1,left,C. Johnson 3PT  (8 PTS) (M. Bridges 2 AST),"[1629661, 1628969]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.19,Made,,,,,,,8.0,M. Bridges,1628969.0,2.0,,,,,,,,,
43,PT07M56.00S,2022-02-27T20:53:52.5Z,1,REGULAR,foul,personal,[],1629661,,,1610612762,18,7,2022-02-27T20:54:06Z,420000,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 203497]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Gobert,203497.0,
45,PT07M51.00S,2022-02-27T20:54:23.8Z,1,REGULAR,3pt,Jump Shot,[],201144,70.38436268068331,78.18627450980392,1610612762,18,10,2022-02-27T20:54:27Z,440000,141.0,226.0,1,right,M. Conley 26' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.62,Made,,,,,,,3.0,,,,,,,,,,,,
46,PT07M36.00S,2022-02-27T20:54:39.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,10.33180026281209,23.284313725490197,1610612756,20,10,2022-02-27T20:54:42Z,450000,134.0,45.0,1,left,D. Booker 14' step back Jump Shot (2 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,14.08,Made,,,,,,,2.0,,,,,,,,,,,,
47,PT07M12.00S,2022-02-27T20:55:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,87.20433639947439,46.568627450980394,1610612762,20,10,2022-02-27T20:55:05Z,460000,-17.0,68.0,1,right,MISS M. Conley 6' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M11.00S,2022-02-27T20:55:02.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,20,10,2022-02-27T20:55:05Z,470000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M04.00S,2022-02-27T20:55:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,14.4053876478318,49.754901960784316,1610612756,22,10,2022-02-27T20:55:50Z,480000,1.0,83.0,1,left,D. Ayton 8' Jump Shot (7 PTS) (C. Johnson 1 AST),"[1629028, 1629661]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,8.29,Made,,,,,,,7.0,C. Johnson,1629661.0,1.0,,,,,,,,,
51,PT06M35.00S,2022-02-27T20:55:39.7Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,22,10,2022-02-27T20:55:42Z,500000,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 1626164]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,2.0,Booker,1626164.0,,,,,,
52,PT06M35.00S,2022-02-27T20:55:39.7Z,1,REGULAR,steal,,[],1626164,,,1610612756,22,10,2022-02-27T20:55:41Z,510000,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M35.00S,2022-02-27T20:55:44.4Z,1,REGULAR,foul,personal,[],1626220,,,1610612756,22,10,2022-02-27T20:55:51Z,520000,,,0,,R. O'Neale take personal FOUL (1 PF),"[1626220, 1626164]",1610612762.0,UTA,take,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Booker,1626164.0,
55,PT06M35.00S,2022-02-27T20:55:55.6Z,1,REGULAR,substitution,out,[],203497,,,1610612756,22,10,2022-02-27T20:55:57Z,540000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M35.00S,2022-02-27T20:55:55.6Z,1,REGULAR,substitution,in,[],202355,,,1610612756,22,10,2022-02-27T20:55:57Z,550000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M35.00S,2022-02-27T20:55:55.6Z,1,REGULAR,substitution,out,[],201144,,,1610612756,22,10,2022-02-27T20:56:16Z,560000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M35.00S,2022-02-27T20:55:55.6Z,1,REGULAR,substitution,in,[],1630235,,,1610612756,22,10,2022-02-27T20:56:16Z,570000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M18.00S,2022-02-27T20:56:17.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,24.655059132720105,52.94117647058824,1610612756,24,10,2022-02-27T20:56:25Z,580000,-15.0,179.0,1,left,D. Booker 17' pullup Jump Shot (4 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,17.99,Made,,,,,,,4.0,,,,,,,,,,,,
60,PT06M03.00S,2022-02-27T20:56:31.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.77858081471747,84.31372549019608,1610612762,24,13,2022-02-27T20:56:35Z,590000,172.0,222.0,1,right,D. Mitchell 28' 3PT pullup (6 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.07,Made,,,,,,,6.0,,,,,,,,,,,,
61,PT05M47.00S,2022-02-27T20:56:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,17.559132720105126,38.48039215686275,1610612756,24,13,2022-02-27T20:56:52Z,600000,58.0,113.0,1,left,MISS M. Bridges 12' turnaround fadeaway Shot,[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,12.65,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M44.00S,2022-02-27T20:56:51.6Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,24,13,2022-02-27T20:56:52Z,610000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,
63,PT05M39.00S,2022-02-27T20:57:00.9Z,1,REGULAR,foul,personal,[],203109,,,1610612762,24,13,2022-02-27T20:57:10Z,620000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 1628378]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Mitchell,1628378.0,
65,PT05M39.00S,2022-02-27T20:57:14.0Z,1,REGULAR,substitution,out,[],1629028,,,1610612762,24,13,2022-02-27T20:57:24Z,640000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2022-02-27T20:57:14.0Z,1,REGULAR,substitution,out,[],1629661,,,1610612762,24,13,2022-02-27T20:57:24Z,650000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M39.00S,2022-02-27T20:57:14.0Z,1,REGULAR,substitution,in,[],201580,,,1610612762,24,13,2022-02-27T20:57:24Z,660000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M39.00S,2022-02-27T20:57:14.0Z,1,REGULAR,substitution,in,[],1628988,,,1610612762,24,13,2022-02-27T20:57:24Z,670000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M27.00S,2022-02-27T20:57:44.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,72.35545335085413,81.86274509803921,1610612762,24,16,2022-02-27T20:57:48Z,680000,159.0,207.0,1,right,R. O'Neale 26' 3PT  (3 PTS) (T. Forrest 1 AST),"[1626220, 1630235]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.15,Made,,,,,,,3.0,T. Forrest,1630235.0,1.0,,,,,,,,,
71,PT05M09.00S,2022-02-27T20:58:01.9Z,1,REGULAR,3pt,Jump Shot,[],203109,23.209592641261498,88.72549019607843,1610612756,24,16,2022-02-27T20:58:06Z,700000,-194.0,166.0,1,left,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M05.00S,2022-02-27T20:58:05.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,24,16,2022-02-27T20:58:06Z,710000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT04M53.00S,2022-02-27T20:58:17.7Z,1,REGULAR,2pt,Jump Shot,[],202711,92.06636005256242,68.13725490196079,1610612762,24,16,2022-02-27T20:58:22Z,720000,91.0,22.0,1,right,MISS B. Bogdanovic 9' turnaround Shot,[202711],1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,9.34,Missed,,,,,,,,,,,,,,,,,,,
74,PT04M51.00S,2022-02-27T20:58:19.7Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,24,16,2022-02-27T20:58:22Z,730000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,
75,PT04M51.00S,2022-02-27T20:58:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,91.27792378449409,51.9607843137255,1610612762,24,16,2022-02-27T20:58:24Z,740000,10.0,29.0,1,right,MISS B. Bogdanovic putback Layup - blocked,"[202711, 201580]",1610612762.0,UTA,putback,,,Bogdanovic,B. Bogdanovic,,,,,3.11,Missed,McGee,201580.0,,,,,,,,,,,,,,,,,
76,PT04M51.00S,2022-02-27T20:58:20.3Z,1,REGULAR,block,,[],201580,,,1610612762,24,16,2022-02-27T20:58:22Z,750000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M51.00S,2022-02-27T20:58:20.3Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612756,24,16,2022-02-27T20:58:24Z,760000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT04M37.00S,2022-02-27T20:58:34.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,21.895532194480946,41.911764705882355,1610612756,26,16,2022-02-27T20:58:37Z,770000,40.0,153.0,1,left,D. Booker 15' pullup Jump Shot (6 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,15.85,Made,,,,,,,6.0,,,,,,,,,,,,
79,PT04M25.00S,2022-02-27T20:58:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.77858081471747,24.754901960784316,1610612762,26,19,2022-02-27T20:58:51Z,780000,-126.0,222.0,1,right,D. Mitchell 25' 3PT pullup (9 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.55,Made,,,,,,,9.0,,,,,,,,,,,,
80,PT04M25.00S,2022-02-27T20:58:51.6Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612762,26,19,2022-02-27T20:59:05Z,790000,,,0,,D. Booker shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1626164, 1628378]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Mitchell,1628378.0,
82,PT04M25.00S,2022-02-27T20:59:20.3Z,1,REGULAR,freethrow,1 of 1,[],1628378,,,1610612762,26,20,2022-02-27T20:59:20Z,810000,,,0,,D. Mitchell Free Throw 1 of 1 (10 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
83,PT04M06.00S,2022-02-27T20:59:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.347568988173457,37.254901960784316,1610612756,26,20,2022-02-27T20:59:57Z,820000,64.0,120.0,1,left,MISS D. Booker 13' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,13.59,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M06.00S,2022-02-27T20:59:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,20,2022-02-27T20:59:49Z,830000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,
85,PT04M06.00S,2022-02-27T20:59:50.3Z,1,REGULAR,foul,personal,[],1630235,,,1610612756,26,20,2022-02-27T21:15:18Z,840000,,,0,,T. Forrest away-from-play personal FOUL (1 PF),"[1630235, 201580]",1610612762.0,UTA,away-from-play,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,McGee,201580.0,
87,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,out,[],203109,,,1610612756,26,20,2022-02-27T21:00:13Z,860000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,26,20,2022-02-27T21:00:13Z,870000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,out,[],202711,,,1610612756,26,20,2022-02-27T21:00:13Z,880000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,26,20,2022-02-27T21:00:13Z,890000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,in,[],203903,,,1610612756,26,20,2022-02-27T21:00:13Z,900000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M06.00S,2022-02-27T21:00:02.9Z,1,REGULAR,substitution,in,[],1627863,,,1610612756,26,20,2022-02-27T21:00:13Z,910000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
