actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT11M07.00S,2021-10-31T02:11:16.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,22.626478318002626,6.395526960784313,1610612739,0,5,2021-10-31T02:11:23Z,160000,218.0,160.0,1,left,L. Markkanen 27' 3PT  (3 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,27.05,Made,,,,,3.0,,,,,,E. Mobley,1630596.0,1.0,,,,,
18,PT10M53.00S,2021-10-31T02:11:31.6Z,1,REGULAR,2pt,Jump Shot,[],203109,76.2976346911958,79.65686274509804,1610612756,0,5,2021-10-31T02:11:35Z,180000,148.0,170.0,1,right,MISS J. Crowder 22' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2021-10-31T02:11:34.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,5,2021-10-31T02:11:35Z,190000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M42.00S,2021-10-31T02:11:43.0Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612739,0,5,2021-10-31T02:11:48Z,200000,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 203109]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,1.0,Crowder,203109.0,,
21,PT10M42.00S,2021-10-31T02:11:43.0Z,1,REGULAR,steal,,[],203109,,,1610612756,0,5,2021-10-31T02:11:45Z,210000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M36.00S,2021-10-31T02:11:48.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,91.80354796320631,51.470588235294116,1610612756,2,5,2021-10-31T02:12:01Z,220000,7.0,25.0,1,right,M. Bridges running reverse Layup (2 PTS) (J. Crowder 1 AST),"[1628969, 203109]",1610612756.0,PHX,running reverse,,,Bridges,M. Bridges,,,,,2.56,Made,,,,,2.0,,,,,,J. Crowder,203109.0,1.0,,,,,
24,PT10M15.00S,2021-10-31T02:12:09.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,8.886333771353483,51.9607843137255,1610612739,2,7,2021-10-31T02:12:13Z,240000,-10.0,31.0,1,left,J. Allen cutting DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,3.25,Made,,,,,2.0,,,,,,D. Garland,1629636.0,1.0,,,,,
26,PT09M57.00S,2021-10-31T02:12:27.2Z,1,REGULAR,2pt,Jump Shot,[],1626164,74.06373193166885,58.08823529411765,1610612756,4,7,2021-10-31T02:12:31Z,260000,40.0,191.0,1,right,D. Booker 19' Jump Shot (2 PTS) (D. Ayton 1 AST),"[1626164, 1629028]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,19.55,Made,,,,,2.0,,,,,,D. Ayton,1629028.0,1.0,,,,,
28,PT09M39.00S,2021-10-31T02:12:46.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,33.590670170827856,60.049019607843135,1610612739,4,7,2021-10-31T02:12:49Z,280000,-50.0,263.0,1,left,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2021-10-31T02:12:50.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,4,7,2021-10-31T02:12:49Z,290000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M25.00S,2021-10-31T02:12:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,89.83245729303549,50.98039215686274,1610612756,6,7,2021-10-31T02:13:02Z,300000,5.0,43.0,1,right,D. Ayton alley-oop Layup (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,4.34,Made,,,,,2.0,,,,,,D. Booker,1626164.0,1.0,,,,,
32,PT09M17.00S,2021-10-31T02:13:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,9.149145860709593,47.30392156862745,1610612739,6,7,2021-10-31T02:13:11Z,320000,13.0,34.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,3.61,Missed,,,,,,,,,,,,,,,,,,
33,PT09M15.00S,2021-10-31T02:13:10.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,7,2021-10-31T02:13:11Z,330000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,,,,,,
34,PT09M12.00S,2021-10-31T02:13:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,69.33311432325887,26.47058823529412,1610612756,6,7,2021-10-31T02:13:17Z,340000,-118.0,236.0,1,right,MISS D. Booker 26' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
35,PT09M08.00S,2021-10-31T02:13:17.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,7,2021-10-31T02:13:17Z,350000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT08M48.00S,2021-10-31T02:13:45.0Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,6,7,2021-10-31T02:16:01Z,385000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1629028]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,1.0,Ayton,1629028.0,,
54,PT08M48.00S,2021-10-31T02:13:45.0Z,1,REGULAR,steal,,[],1629028,,,1610612756,6,7,2021-10-31T02:16:01Z,387500,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M43.00S,2021-10-31T02:13:52.8Z,1,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612756,6,7,2021-10-31T02:14:55Z,390000,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628969],1610612756.0,PHX,lost ball,,,Bridges,M. Bridges,,,,,,,,,,,,1151.0,,,,,,,,1.0,,,,
40,PT08M27.00S,2021-10-31T02:14:09.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,24.26084099868594,89.4607843137255,1610612739,6,10,2021-10-31T02:14:13Z,400000,-197.0,176.0,1,left,D. Garland 26' 3PT  (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.41,Made,,,,,3.0,,,,,,,,,,,,,
41,PT08M13.00S,2021-10-31T02:14:25.4Z,1,REGULAR,foul,offensive,[],1629028,,,1610612756,6,10,2021-10-31T02:14:35Z,410000,,,0,,D. Ayton offensive FOUL (1 PF),"[1629028, 1628386]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,1179.0,1.0,0.0,Allen,1628386.0,,,,,,,,
43,PT08M13.00S,2021-10-31T02:14:25.4Z,1,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,6,10,2021-10-31T02:14:25Z,430000,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,1179.0,,,,,,,,1.0,,,,
44,PT08M03.00S,2021-10-31T02:14:52.8Z,1,REGULAR,foul,personal,[],1628969,,,1610612739,6,10,2021-10-31T02:14:59Z,440000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1629012]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,1151.0,1.0,0.0,Sexton,1629012.0,,,,,,,,
46,PT07M56.00S,2021-10-31T02:15:18.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,6.389618922470433,46.32352941176471,1610612739,6,12,2021-10-31T02:15:24Z,460000,18.0,8.0,1,left,E. Mobley alley-oop DUNK (2 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,1.99,Made,,,,,2.0,,,,,,D. Garland,1629636.0,2.0,,,,,
48,PT07M52.00S,2021-10-31T02:15:25.6Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,6,12,2021-10-31T02:15:42Z,480000,,,0,,D. Booker traveling TURNOVER (1 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,1179.0,,,,,,,,1.0,,,,
49,PT07M39.00S,2021-10-31T02:15:50.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,19.004599211563733,72.79411764705883,1610612739,6,12,2021-10-31T02:17:16Z,490000,-114.0,126.0,1,left,MISS D. Garland 17' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2021-10-31T02:15:53.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,12,2021-10-31T02:15:53Z,500000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,49.0,4.0,4.0,0.0,,,,,,,,,,,,,,
51,PT07M31.00S,2021-10-31T02:15:58.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,93.29829172141918,48.920036764705884,1610612756,6,12,2021-10-31T02:17:24Z,510000,-5.0,10.0,1,right,MISS D. Booker running Layup - blocked,"[1626164, 1628374]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,1.18,Missed,,,,,,,,,,,,,,,,,Markkanen,1628374.0
52,PT07M31.00S,2021-10-31T02:15:58.7Z,1,REGULAR,block,,[],1628374,,,1610612756,6,12,2021-10-31T02:16:01Z,520000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M27.00S,2021-10-31T02:16:02.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,6,12,2021-10-31T02:16:22Z,530000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M25.00S,2021-10-31T02:16:08.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629012,7.835085413929041,45.83333333333333,1610612739,6,14,2021-10-31T02:17:55Z,540000,21.0,21.0,1,left,C. Sexton running Layup (4 PTS) (D. Garland 3 AST),"[1629012, 1629636]",1610612739.0,CLE,running,,,Sexton,C. Sexton,,,,,2.96,Made,,,,,4.0,,,,,,D. Garland,1629636.0,3.0,,,,,
98,PT07M25.00S,2021-10-31T02:17:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,6,14,2021-10-31T02:25:08Z,555000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2021-10-31T02:17:56.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612756,6,14,2021-10-31T02:18:33Z,560000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2021-10-31T02:17:56.1Z,1,REGULAR,substitution,in,[],201937,,,1610612756,6,14,2021-10-31T02:18:33Z,570000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2021-10-31T02:19:17.0Z,1,REGULAR,2pt,Jump Shot,[],203109,78.0059132720105,40.931372549019606,1610612756,6,14,2021-10-31T02:19:20Z,580000,-45.0,154.0,1,right,MISS J. Crowder 16' pullup Shot,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,
61,PT07M08.00S,2021-10-31T02:19:20.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,14,2021-10-31T02:19:20Z,590000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,
62,PT06M56.00S,2021-10-31T02:19:35.6Z,1,REGULAR,foul,personal,[],101108,,,1610612739,6,14,2021-10-31T02:19:49Z,600000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1629012]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,1627964.0,1.0,0.0,Sexton,1629012.0,,,,,,,,
64,PT06M49.00S,2021-10-31T02:19:58.4Z,1,REGULAR,2pt,Hook,[],1630596,6.652431011826544,32.84313725490196,1610612739,6,14,2021-10-31T02:25:35Z,620000,86.0,10.0,1,left,MISS E. Mobley 8' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,8.64,Missed,,,,,,,,,,,,,,,,,,
65,PT06M47.00S,2021-10-31T02:20:00.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,14,2021-10-31T02:20:05Z,630000,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,64.0,5.0,5.0,0.0,,,,,,,,,,,,,,
66,PT06M40.00S,2021-10-31T02:20:10.1Z,1,REGULAR,foul,personal,[],1628374,,,1610612756,6,14,2021-10-31T02:20:21Z,640000,,,0,,L. Markkanen personal FOUL (1 PF),"[1628374, 1629028]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,1179.0,1.0,0.0,Ayton,1629028.0,,,,,,,,
68,PT06M40.00S,2021-10-31T02:20:20.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612756,6,14,2021-10-31T02:20:23Z,660000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M40.00S,2021-10-31T02:20:20.3Z,1,REGULAR,substitution,in,[],201567,,,1610612756,6,14,2021-10-31T02:20:23Z,670000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2021-10-31T02:20:36.5Z,1,REGULAR,foul,personal,[],1629012,,,1610612756,6,14,2021-10-31T02:20:47Z,680000,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 101108]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,1179.0,1.0,0.0,Paul,101108.0,,,,,,,,
72,PT06M35.00S,2021-10-31T02:20:54.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,94.7437582128778,51.1642156862745,1610612756,8,14,2021-10-31T02:25:46Z,700000,6.0,-3.0,1,right,M. Bridges cutting DUNK (4 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,0.66,Made,,,,,4.0,,,,,,C. Paul,101108.0,1.0,,,,,
74,PT06M27.00S,2021-10-31T02:21:03.9Z,1,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612739,8,14,2021-10-31T02:21:13Z,720000,,,0,,C. Sexton lost ball out-of-bounds TURNOVER (2 TO),[1629012],1610612739.0,CLE,lost ball,,,Sexton,C. Sexton,,,,,,,,,,,,1151.0,,,,,,,,2.0,,,,
75,PT06M20.00S,2021-10-31T02:21:15.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203109,66.96780551905388,55.14705882352941,1610612756,8,14,2021-10-31T02:21:19Z,730000,26.0,258.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2021-10-31T02:21:16.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,8,14,2021-10-31T02:21:19Z,740000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT06M02.00S,2021-10-31T02:21:35.6Z,1,REGULAR,3pt,Jump Shot,[],201567,32.53942181340342,38.23529411764706,1610612739,8,17,2021-10-31T02:21:39Z,750000,59.0,253.0,1,left,K. Love 26' 3PT  (3 PTS) (R. Rubio 1 AST),"[201567, 201937]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.01,Made,,,,,3.0,,,,,,R. Rubio,201937.0,1.0,,,,,
79,PT05M48.00S,2021-10-31T02:21:48.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.26872536136662,23.284313725490197,1610612756,8,17,2021-10-31T02:25:56Z,770000,-134.0,152.0,1,right,MISS D. Booker 20' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,20.22,Missed,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2021-10-31T02:21:49.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,8,17,2021-10-31T02:21:52Z,780000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M39.00S,2021-10-31T02:21:57.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,13.485545335085414,43.872549019607845,1610612739,8,17,2021-10-31T02:22:01Z,790000,31.0,74.0,1,left,MISS R. Rubio 8' driving floating Shot,[201937],1610612739.0,CLE,driving floating,,,Rubio,R. Rubio,,,,,8.04,Missed,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2021-10-31T02:21:59.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,8,17,2021-10-31T02:21:59Z,800000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,81.0,4.0,3.0,1.0,,,,,,,,,,,,,,
83,PT05M33.00S,2021-10-31T02:22:03.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,31.750985545335087,69.11764705882352,1610612739,8,17,2021-10-31T02:22:08Z,810000,-96.0,246.0,1,left,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2021-10-31T02:22:06.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,8,17,2021-10-31T02:22:08Z,820000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M28.00S,2021-10-31T02:22:11.4Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612756,8,17,2021-10-31T02:22:45Z,830000,,,0,,K. Love shooting personal FOUL (1 PF) (Booker 2 FT),"[201567, 1626164]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,,1151.0,1.0,0.0,Booker,1626164.0,,,,,,,,
95,PT05M28.00S,2021-10-31T02:22:33.2Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,9,17,2021-10-31T02:23:32Z,845000,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
96,PT05M28.00S,2021-10-31T02:22:33.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,10,17,2021-10-31T02:23:32Z,847500,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
87,PT05M28.00S,2021-10-31T02:22:55.1Z,1,REGULAR,substitution,out,[],101108,,,1610612739,10,17,2021-10-31T02:23:32Z,850000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M28.00S,2021-10-31T02:22:55.1Z,1,REGULAR,substitution,out,[],203109,,,1610612739,10,17,2021-10-31T02:23:32Z,860000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M28.00S,2021-10-31T02:22:55.1Z,1,REGULAR,substitution,in,[],203901,,,1610612739,10,17,2021-10-31T02:23:32Z,870000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2021-10-31T02:22:55.1Z,1,REGULAR,substitution,in,[],1629661,,,1610612739,10,17,2021-10-31T02:23:32Z,880000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2021-10-31T02:23:25.3Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612739,10,17,2021-10-31T02:27:54Z,890000,,,0,,C. Sexton lost ball TURNOVER (3 TO),"[1629012, 1629028]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,3.0,Ayton,1629028.0,,
92,PT05M14.00S,2021-10-31T02:23:25.3Z,1,REGULAR,steal,,[],1629028,,,1610612756,10,17,2021-10-31T02:29:29Z,900000,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
