actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
464,PT02M17.00S,2021-11-07T03:39:31.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629661,17.69053876478318,20.588235294117645,1610612756,84,86,2021-11-07T03:39:37Z,4290000,147.0,114.0,1,left,MISS C. Johnson 18' step back Shot,[1629661],1610612756.0,PHX,step back,,,Johnson,C. Johnson,,,,,18.6,Missed,,,,,,,,,,,,,,,,,,,
465,PT02M14.00S,2021-11-07T03:39:34.7Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,84,86,2021-11-07T03:39:37Z,4300000,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,464.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
466,PT02M11.00S,2021-11-07T03:39:40.2Z,3,REGULAR,foul,personal,[],1626166,,,1610612737,84,86,2021-11-07T03:39:49Z,4310000,,,0,,C. Payne personal FOUL (2 PF),"[1626166, 1629027]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,1627519.0,,,,2.0,0.0,Young,1629027.0,,,,,,,
468,PT02M03.00S,2021-11-07T03:40:40.7Z,3,REGULAR,jumpball,recovered,[],1628989,,,1610612737,84,86,2021-11-07T03:40:40Z,4330000,,,0,,Jump Ball J. Collins vs. D. Booker: Tip to K. Huerter,"[1628989, 1628381, 1626164]",1610612737.0,ATL,heldball,K. Huerter,1628989.0,Huerter,K. Huerter,Collins,1628381.0,Booker,1626164.0,,,,,,,,,,,,,,,,,,,,,
471,PT01M56.00S,2021-11-07T03:40:47.4Z,3,REGULAR,2pt,Jump Shot,[],1629027,75.64060446780552,65.44117647058823,1610612737,84,88,2021-11-07T03:40:51Z,4360000,77.0,176.0,1,right,T. Young 19' step back Jump Shot (22 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,19.26,Made,,,,,,22.0,,,,,,,,,,,,,
472,PT01M27.00S,2021-11-07T03:41:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626163,15.062417871222076,44.85294117647059,1610612756,84,88,2021-11-07T03:41:20Z,4370000,26.0,89.0,1,left,MISS F. Kaminsky 9' driving floating Shot,[1626163],1610612756.0,PHX,driving floating,,,Kaminsky,F. Kaminsky,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M24.00S,2021-11-07T03:41:19.1Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,84,88,2021-11-07T03:41:20Z,4380000,,,0,,K. Huerter REBOUND (Off:2 Def:3),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,472.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
474,PT01M20.00S,2021-11-07T03:41:26.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612737,84,88,2021-11-07T03:41:44Z,4390000,,,0,,C. Payne personal FOUL (3 PF) (Young 2 FT),"[1626166, 1629027]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,202041.0,,,,3.0,0.0,Young,1629027.0,,,,,,,
476,PT01M20.00S,2021-11-07T03:41:53.4Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,84,89,2021-11-07T03:41:53Z,4410000,,,0,,T. Young Free Throw 1 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,23.0,,,,,,,,,,,,,
477,PT01M20.00S,2021-11-07T03:41:54.9Z,3,REGULAR,substitution,out,[],1626164,,,1610612737,84,89,2021-11-07T03:41:59Z,4420000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M20.00S,2021-11-07T03:41:54.9Z,3,REGULAR,substitution,in,[],1627846,,,1610612737,84,89,2021-11-07T03:41:59Z,4430000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M20.00S,2021-11-07T03:42:08.9Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,84,90,2021-11-07T03:42:08Z,4440000,,,0,,T. Young Free Throw 2 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,24.0,,,,,,,,,,,,,
480,PT01M11.00S,2021-11-07T03:42:20.1Z,3,REGULAR,3pt,Jump Shot,[],1629661,33.590670170827856,36.029411764705884,1610612756,84,90,2021-11-07T03:42:25Z,4450000,70.0,263.0,1,left,MISS C. Johnson 27' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
481,PT01M08.00S,2021-11-07T03:42:23.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,84,90,2021-11-07T03:42:25Z,4460000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,
482,PT01M08.00S,2021-11-07T03:42:20.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,84,90,2021-11-07T03:43:03Z,4470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M00.00S,2021-11-07T03:42:38.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,66.83639947437582,45.09803921568628,1610612737,84,90,2021-11-07T03:42:43Z,4480000,-25.0,259.0,1,right,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
484,PT00M57.90S,2021-11-07T03:42:41.8Z,3,REGULAR,rebound,offensive,[],1629629,,,1610612737,84,90,2021-11-07T03:42:41Z,4490000,,,0,,C. Reddish REBOUND (Off:2 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,483.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
485,PT00M57.60S,2021-11-07T03:42:45.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629013,,,1610612737,84,90,2021-11-07T03:42:56Z,4500000,,,0,,L. Shamet personal FOUL (2 PF) (Reddish 2 FT),"[1629013, 1629629]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,1627519.0,,,,2.0,0.0,Reddish,1629629.0,,,,,,,
487,PT00M57.60S,2021-11-07T03:43:03.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629629,,,1610612737,84,91,2021-11-07T03:43:03Z,4520000,,,0,,C. Reddish Free Throw 1 of 2 (7 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
488,PT00M57.60S,2021-11-07T03:43:18.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629629,,,1610612737,84,92,2021-11-07T03:43:18Z,4530000,,,0,,C. Reddish Free Throw 2 of 2 (8 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
489,PT00M44.30S,2021-11-07T03:43:34.6Z,3,REGULAR,3pt,Jump Shot,[],1629661,24.655059132720105,6.61764705882353,1610612756,84,92,2021-11-07T03:43:39Z,4540000,217.0,179.0,1,left,MISS C. Johnson 28' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,28.14,Missed,,,,,,,,,,,,,,,,,,,
490,PT00M40.80S,2021-11-07T03:43:38.1Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,84,92,2021-11-07T03:43:39Z,4550000,,,0,,K. Huerter REBOUND (Off:2 Def:4),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,489.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
491,PT00M33.90S,2021-11-07T03:43:45.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,61.84296977660972,37.00980392156863,1610612737,84,95,2021-11-07T03:43:49Z,4560000,-65.0,306.0,1,right,T. Young 31' 3PT pullup (27 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,31.3,Made,,,,,,27.0,,,,,,,,,,,,,
492,PT00M24.20S,2021-11-07T03:43:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.258212877792378,46.32352941176471,1610612756,86,95,2021-11-07T03:44:02Z,4570000,18.0,6.0,1,left,C. Payne driving Layup (4 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,1.94,Made,,,,,,4.0,,,,,,,,,,,,,
493,PT00M04.00S,2021-11-07T03:44:22.6Z,3,REGULAR,3pt,Jump Shot,[],201568,84.57621550591328,96.32352941176471,1610612737,86,98,2021-11-07T03:44:27Z,4580000,232.0,92.0,1,right,D. Gallinari 24' 3PT  (8 PTS) (T. Young 11 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.94,Made,,,,,,8.0,,,,,,,T. Young,1629027.0,11.0,,,,
495,PT00M00.20S,2021-11-07T03:44:31.5Z,3,REGULAR,3pt,Jump Shot,[],1627846,41.869250985545335,13.480392156862745,1610612756,86,98,2021-11-07T03:45:41Z,4600000,183.0,341.0,1,left,MISS A. Nader 38' bank 3PT,[1627846],1610612756.0,PHX,bank,,,Nader,A. Nader,,,,,38.69,Missed,,,,,,,,,,,,,,,,,,,
496,PT00M00.10S,2021-11-07T03:44:31.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,86,98,2021-11-07T03:45:41Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2021-11-07T03:44:38.9Z,3,REGULAR,period,end,[],0,,,1610612756,86,98,2021-11-07T03:44:38Z,4620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,out,['startperiod'],1626163,,,1610612756,86,98,2021-11-07T03:47:01Z,4630000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612756,86,98,2021-11-07T03:47:01Z,4640000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,out,['startperiod'],1628381,,,1610612756,86,98,2021-11-07T03:47:01Z,4650000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,in,['startperiod'],201580,,,1610612756,86,98,2021-11-07T03:47:01Z,4660000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,in,['startperiod'],203991,,,1610612756,86,98,2021-11-07T03:47:01Z,4670000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-11-07T03:44:46.4Z,4,REGULAR,substitution,in,['startperiod'],101150,,,1610612756,86,98,2021-11-07T03:47:01Z,4680000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-11-07T03:47:15.8Z,4,REGULAR,period,start,[],0,,,1610612737,86,98,2021-11-07T03:47:15Z,4690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M42.00S,2021-11-07T03:47:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,82.34231274638634,45.83333333333333,1610612737,86,98,2021-11-07T03:47:37Z,4700000,-21.0,113.0,1,right,MISS L. Williams 11' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,11.54,Missed,,,,,,,,,,,,,,,,,,,
506,PT11M39.00S,2021-11-07T03:47:36.1Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612756,86,98,2021-11-07T03:47:37Z,4710000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,505.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
507,PT11M25.00S,2021-11-07T03:47:50.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,6.389618922470433,50.98039215686274,1610612756,88,98,2021-11-07T03:47:55Z,4720000,-5.0,8.0,1,left,J. McGee cutting DUNK (4 PTS) (L. Shamet 2 AST),"[201580, 1629013]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,0.9,Made,,,,,,4.0,,,,,,,L. Shamet,1629013.0,2.0,,,,
509,PT11M08.00S,2021-11-07T03:48:06.2Z,4,REGULAR,2pt,Jump Shot,[],201568,82.47371879106439,18.137254901960784,1610612737,88,100,2021-11-07T03:48:10Z,4740000,-159.0,112.0,1,right,D. Gallinari 19' Jump Shot (10 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,19.48,Made,,,,,,10.0,,,,,,,,,,,,,
510,PT10M58.00S,2021-11-07T03:48:16.6Z,4,REGULAR,3pt,Jump Shot,[],1626166,29.517082785808146,82.59803921568627,1610612756,88,100,2021-11-07T03:48:25Z,4750000,-163.0,225.0,1,left,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,,
511,PT10M56.00S,2021-11-07T03:48:18.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,88,100,2021-11-07T03:48:25Z,4760000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,,
516,PT10M56.00S,2021-11-07T03:48:27.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,88,100,2021-11-07T03:48:59Z,4765000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M46.00S,2021-11-07T03:48:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,88.51839684625493,40.68627450980392,1610612737,88,100,2021-11-07T03:50:16Z,4770000,-47.0,55.0,1,right,MISS C. Reddish 7' reverse Layup,[1629629],1610612737.0,ATL,reverse,,,Reddish,C. Reddish,,,,,7.24,Missed,,,,,,,,,,,,,,,,,,,
513,PT10M45.00S,2021-11-07T03:48:39.2Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612756,88,100,2021-11-07T03:48:42Z,4780000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,512.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
514,PT10M45.00S,2021-11-07T03:48:45.0Z,4,REGULAR,foul,personal,[],101150,,,1610612756,88,100,2021-11-07T03:50:59Z,4790000,,,0,,L. Williams take personal FOUL (1 PF),"[101150, 1629013]",1610612737.0,ATL,take,,,Williams,L. Williams,,,,,,,,,,,1627519.0,,,,1.0,0.0,Shamet,1629013.0,,,,,,,
517,PT10M45.00S,2021-11-07T03:48:54.0Z,4,REGULAR,substitution,out,[],1626166,,,1610612756,88,100,2021-11-07T03:48:57Z,4810000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M45.00S,2021-11-07T03:48:54.0Z,4,REGULAR,substitution,in,[],101108,,,1610612756,88,100,2021-11-07T03:48:57Z,4820000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M38.00S,2021-11-07T03:49:07.5Z,4,REGULAR,3pt,Jump Shot,[],1629013,36.48160315374508,47.30392156862745,1610612756,91,100,2021-11-07T03:49:16Z,4830000,13.0,290.0,1,left,L. Shamet 29' 3PT  (6 PTS) (C. Paul 9 AST),"[1629013, 101108]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,29.07,Made,,,,,,6.0,,,,,,,C. Paul,101108.0,9.0,,,,
521,PT10M16.00S,2021-11-07T03:49:29.2Z,4,REGULAR,2pt,Jump Shot,[],101150,86.94152431011827,15.441176470588236,1610612737,91,102,2021-11-07T03:49:33Z,4850000,-173.0,70.0,1,right,L. Williams 18' Jump Shot (4 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,18.65,Made,,,,,,4.0,,,,,,,,,,,,,
522,PT10M04.00S,2021-11-07T03:49:44.9Z,4,REGULAR,foul,personal,[],1629629,,,1610612756,91,102,2021-11-07T03:49:53Z,4860000,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 201580]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,202026.0,,,,1.0,0.0,McGee,201580.0,,,,,,,
524,PT09M51.00S,2021-11-07T03:50:20.3Z,4,REGULAR,turnover,out-of-bounds,[],1627846,,,1610612756,91,102,2021-11-07T03:50:27Z,4880000,,,0,,A. Nader bad pass out-of-bounds TURNOVER (2 TO),[1627846],1610612756.0,PHX,bad pass,,,Nader,A. Nader,,,,,,,,,,,1627519.0,,,,,,,,,,,2.0,,,
525,PT09M41.00S,2021-11-07T03:50:35.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101150,81.68528252299606,53.92156862745098,1610612737,91,102,2021-11-07T03:50:40Z,4890000,20.0,120.0,1,right,MISS L. Williams 12' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,,
526,PT09M35.00S,2021-11-07T03:50:41.4Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,91,102,2021-11-07T03:50:40Z,4900000,,,0,,C. Paul REBOUND (Off:0 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,525.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
527,PT09M18.00S,2021-11-07T03:50:59.3Z,4,REGULAR,turnover,out-of-bounds,[],1627846,,,1610612756,91,102,2021-11-07T03:52:06Z,4910000,,,0,,A. Nader lost ball out-of-bounds TURNOVER (3 TO),[1627846],1610612756.0,PHX,lost ball,,,Nader,A. Nader,,,,,,,,,,,1627519.0,,,,,,,,,,,3.0,,,
528,PT09M18.00S,2021-11-07T03:51:07.7Z,4,REGULAR,substitution,out,[],1627846,,,1610612737,91,102,2021-11-07T03:51:13Z,4920000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M18.00S,2021-11-07T03:51:07.7Z,4,REGULAR,substitution,in,[],203109,,,1610612737,91,102,2021-11-07T03:51:13Z,4930000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M03.00S,2021-11-07T03:51:30.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,71.30420499342969,17.401960784313726,1610612737,91,102,2021-11-07T03:53:15Z,4940000,-163.0,217.0,1,right,MISS C. Reddish 27' pullup 3PT,[1629629],1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
531,PT08M58.00S,2021-11-07T03:51:35.9Z,4,REGULAR,rebound,defensive,[],201580,,,1610612756,91,102,2021-11-07T03:51:37Z,4950000,,,0,,J. McGee REBOUND (Off:2 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,530.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
532,PT08M53.00S,2021-11-07T03:51:40.6Z,4,REGULAR,2pt,Jump Shot,[],101108,9.280551905387648,22.54901960784314,1610612756,93,102,2021-11-07T03:52:53Z,4960000,137.0,35.0,1,left,C. Paul 14' pullup Jump Shot (8 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,14.16,Made,,,,,,8.0,,,,,,,,,,,,,
533,PT08M32.00S,2021-11-07T03:52:01.6Z,4,REGULAR,2pt,Jump Shot,[],201568,91.67214191852825,22.54901960784314,1610612737,93,102,2021-11-07T03:52:11Z,4970000,-137.0,26.0,1,right,MISS D. Gallinari 13' fadeaway Shot,[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,13.97,Missed,,,,,,,,,,,,,,,,,,,
534,PT08M29.00S,2021-11-07T03:52:04.7Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,93,102,2021-11-07T03:52:04Z,4980000,,,0,,C. Paul REBOUND (Off:0 Def:5),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,533.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
535,PT08M20.00S,2021-11-07T03:52:14.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,7.5722733245729295,48.529411764705884,1610612756,95,102,2021-11-07T03:52:21Z,4990000,7.0,19.0,1,left,J. McGee cutting DUNK (6 PTS) (C. Paul 10 AST),"[201580, 101108]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,2.01,Made,,,,,,6.0,,,,,,,C. Paul,101108.0,10.0,,,,
537,PT08M20.00S,2021-11-07T03:52:22.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,95,102,2021-11-07T03:52:22Z,5010000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M20.00S,2021-11-07T03:54:27.5Z,4,REGULAR,substitution,out,[],1629661,,,1610612737,95,102,2021-11-07T03:54:47Z,5020000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M20.00S,2021-11-07T03:54:27.5Z,4,REGULAR,substitution,out,[],101150,,,1610612737,95,102,2021-11-07T03:54:47Z,5030000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M20.00S,2021-11-07T03:54:27.5Z,4,REGULAR,substitution,in,[],1628969,,,1610612737,95,102,2021-11-07T03:54:47Z,5040000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M20.00S,2021-11-07T03:54:27.5Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,95,102,2021-11-07T03:54:47Z,5050000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M02.00S,2021-11-07T03:55:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.59198423127464,54.41176470588235,1610612737,95,102,2021-11-07T03:55:32Z,5060000,22.0,17.0,1,right,MISS C. Capela cutting Layup,[203991],1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,,
543,PT07M55.00S,2021-11-07T03:55:31.6Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,95,102,2021-11-07T03:55:31Z,5070000,,,0,,C. Capela REBOUND (Off:4 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,542.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
544,PT07M55.00S,2021-11-07T03:55:31.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,95,102,2021-11-07T03:55:31Z,5080000,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
545,PT07M54.00S,2021-11-07T03:55:33.3Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,95,102,2021-11-07T03:55:33Z,5090000,,,0,,C. Capela REBOUND (Off:5 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,544.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
546,PT07M54.00S,2021-11-07T03:55:33.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,95,104,2021-11-07T03:55:33Z,5100000,0.0,0.0,1,right,C. Capela putback Layup (9 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,,,,,,9.0,,,,,,,,,,,,,
547,PT07M43.00S,2021-11-07T03:55:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,12.040078843626807,35.53921568627451,1610612756,97,104,2021-11-07T03:56:48Z,5110000,72.0,61.0,1,left,C. Paul 9' pullup Jump Shot (10 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,9.44,Made,,,,,,10.0,,,,,,,,,,,,,
548,PT07M28.00S,2021-11-07T03:55:58.9Z,4,REGULAR,2pt,Jump Shot,[],1629629,85.49605781865965,33.088235294117645,1610612737,97,106,2021-11-07T03:56:10Z,5120000,-85.0,84.0,1,right,C. Reddish 11' fadeaway Jump Shot (10 PTS),[1629629],1610612737.0,ATL,fadeaway,,,Reddish,C. Reddish,,,,,11.91,Made,,,,,,10.0,,,,,,,,,,,,,
549,PT07M15.00S,2021-11-07T03:56:12.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201580,8.754927726675426,36.27450980392157,1610612756,97,106,2021-11-07T03:58:15Z,5130000,69.0,30.0,1,left,MISS J. McGee 7' driving Hook,[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
550,PT07M15.00S,2021-11-07T03:56:12.3Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,97,106,2021-11-07T03:56:21Z,5140000,,,0,,C. Capela REBOUND (Off:5 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,549.0,13.0,8.0,5.0,,,,,,,,,,,,,,,
551,PT07M06.00S,2021-11-07T03:56:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.51182654402102,41.66666666666667,1610612737,97,106,2021-11-07T03:59:47Z,5150000,-42.0,8.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 201580]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,4.26,Missed,,,,,,,McGee,201580.0,,,,,,,,,,,
