actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
187,PT10M58.00S,2022-04-06T03:14:05.2Z,2,REGULAR,turnover,lost ball,[],1629661,,,1610612756,30,33,2022-04-06T03:14:08Z,1870000,,,0,,C. Johnson lost ball TURNOVER (1 TO),"[1629661, 2546]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Anthony,2546.0,,,
188,PT10M58.00S,2022-04-06T03:14:05.2Z,2,REGULAR,steal,,[],2546,,,1610612747,30,33,2022-04-06T03:14:36Z,1880000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M52.00S,2022-04-06T03:14:11.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,4.418528252299605,96.32352941176471,1610612747,30,33,2022-04-06T03:14:16Z,1890000,-232.0,-11.0,1,left,MISS A. Reaves step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M50.00S,2022-04-06T03:14:13.9Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,30,33,2022-04-06T03:14:16Z,1900000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,
191,PT10M41.00S,2022-04-06T03:14:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,72.88107752956637,83.82352941176471,1610612756,33,33,2022-04-06T03:14:26Z,1910000,169.0,202.0,1,right,C. Johnson 26' 3PT  (4 PTS) (C. Payne 4 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.37,Made,4.0,C. Payne,1626166.0,4.0,,,,,,,,,,,,,,,
193,PT10M23.00S,2022-04-06T03:14:40.2Z,2,REGULAR,2pt,Jump Shot,[],2546,12.565703022339028,82.35294117647058,1610612747,33,33,2022-04-06T03:14:43Z,1930000,-162.0,66.0,1,left,MISS C. Anthony 17' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,17.46,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M22.00S,2022-04-06T03:14:41.2Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,33,33,2022-04-06T03:14:43Z,1940000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,
195,PT10M12.00S,2022-04-06T03:14:51.7Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,33,33,2022-04-06T03:14:54Z,1950000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 2546]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,1.0,Anthony,2546.0,,,
196,PT10M12.00S,2022-04-06T03:14:51.7Z,2,REGULAR,steal,,[],2546,,,1610612747,33,33,2022-04-06T03:14:53Z,1960000,,,0,,C. Anthony STEAL (2 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M08.00S,2022-04-06T03:14:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,10.5946123521682,46.81372549019608,1610612747,33,35,2022-04-06T03:15:03Z,1970000,16.0,47.0,1,left,A. Reaves running Layup (4 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,4.97,Made,4.0,,,,,,,,,,,,,,,,,,
198,PT10M08.00S,2022-04-06T03:15:01.7Z,2,REGULAR,foul,personal,['1freethrow'],1629013,,,1610612747,33,35,2022-04-06T03:17:07Z,1980000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Reaves 1 FT),"[1629013, 1630559]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,,,,,,,2002.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
200,PT10M08.00S,2022-04-06T03:15:27.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630559,,,1610612747,33,36,2022-04-06T03:15:27Z,2000000,,,0,,A. Reaves Free Throw 1 of 1 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
201,PT09M49.00S,2022-04-06T03:15:40.6Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,33,36,2022-04-06T03:15:44Z,2010000,,,0,,C. Payne bad pass TURNOVER (2 TO),"[1626166, 1630559]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,2.0,Reaves,1630559.0,,,
202,PT09M49.00S,2022-04-06T03:15:40.6Z,2,REGULAR,steal,,[],1630559,,,1610612747,33,36,2022-04-06T03:15:42Z,2020000,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M40.00S,2022-04-06T03:15:49.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203076,10.5946123521682,50.73529411764706,1610612747,33,38,2022-04-06T03:15:51Z,2030000,-4.0,47.0,1,left,A. Davis turnaround Hook (6 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,4.72,Made,6.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,,
205,PT09M24.00S,2022-04-06T03:16:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,94.69448094612353,47.549019607843135,1610612756,35,38,2022-04-06T03:16:13Z,2050000,-12.0,-3.0,1,right,L. Shamet driving reverse Layup (4 PTS),[1629013],1610612756.0,PHX,driving reverse,,,Shamet,L. Shamet,,,,,1.26,Made,4.0,,,,,,,,,,,,,,,,,,
206,PT09M16.00S,2022-04-06T03:16:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,8.492115637319317,45.34313725490196,1610612747,35,38,2022-04-06T03:16:37Z,2060000,23.0,27.0,1,left,MISS R. Westbrook driving floating Shot,[201566],1610612747.0,LAL,driving floating,,,Westbrook,R. Westbrook,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M15.00S,2022-04-06T03:16:14.9Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,35,38,2022-04-06T03:17:17Z,2070000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,
208,PT09M15.00S,2022-04-06T03:16:17.5Z,2,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612756,35,38,2022-04-06T03:17:20Z,2080000,,,0,,C. Johnson lost ball out-of-bounds TURNOVER (2 TO),[1629661],1610612756.0,PHX,lost ball,,,Johnson,C. Johnson,,,,,,,,,,,204058.0,,,,,,,,,2.0,,,,,
209,PT09M14.00S,2022-04-06T03:16:50.1Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612747,35,38,2022-04-06T03:16:58Z,2090000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Anthony 2 FT),"[1629661, 2546]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,2714.0,1.0,0.0,Anthony,2546.0,,,,,,,,,,
211,PT09M14.00S,2022-04-06T03:17:16.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],2546,,,1610612747,35,39,2022-04-06T03:17:16Z,2110000,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
212,PT09M14.00S,2022-04-06T03:17:33.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],2546,,,1610612747,35,40,2022-04-06T03:17:33Z,2120000,,,0,,C. Anthony Free Throw 2 of 2 (7 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
213,PT08M53.00S,2022-04-06T03:17:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,93.38042049934296,40.44117647058824,1610612756,37,40,2022-04-06T03:18:05Z,2130000,-48.0,10.0,1,right,C. Payne driving floating bank Jump Shot (4 PTS),[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,4.88,Made,4.0,,,,,,,,,,,,,,,,,,
214,PT08M41.00S,2022-04-06T03:18:11.0Z,2,REGULAR,foul,offensive,[],201566,,,1610612747,37,40,2022-04-06T03:18:16Z,2140000,,,0,,R. Westbrook charge offensive FOUL (1 PF),"[201566, 1629661]",1610612747.0,LAL,charge,,,Westbrook,R. Westbrook,,,,,,,,,,,2002.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,
216,PT08M41.00S,2022-04-06T03:18:11.0Z,2,REGULAR,turnover,offensive foul,[],201566,,,1610612747,37,40,2022-04-06T03:18:11Z,2160000,,,0,,R. Westbrook offensive foul TURNOVER (3 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,2002.0,,,,,,,,,3.0,,,,,
217,PT08M41.00S,2022-04-06T03:18:17.6Z,2,REGULAR,substitution,out,[],201566,,,1610612756,37,40,2022-04-06T03:18:22Z,2170000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M41.00S,2022-04-06T03:18:17.6Z,2,REGULAR,substitution,out,[],2546,,,1610612756,37,40,2022-04-06T03:18:22Z,2180000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M41.00S,2022-04-06T03:18:17.6Z,2,REGULAR,substitution,in,[],201571,,,1610612756,37,40,2022-04-06T03:18:22Z,2190000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M41.00S,2022-04-06T03:18:17.6Z,2,REGULAR,substitution,in,[],1626169,,,1610612756,37,40,2022-04-06T03:18:22Z,2200000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M30.00S,2022-04-06T03:18:41.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201580,94.56307490144546,50.73529411764706,1610612756,39,40,2022-04-06T03:18:45Z,2210000,4.0,-1.0,1,right,J. McGee driving DUNK (2 PTS) (C. Payne 5 AST),"[201580, 1626166]",1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,0.4,Made,2.0,C. Payne,1626166.0,5.0,,,,,,,,,,,,,,,
223,PT08M15.00S,2022-04-06T03:18:54.9Z,2,REGULAR,2pt,Jump Shot,[],203076,22.552562417871222,27.450980392156865,1610612747,39,40,2022-04-06T03:18:59Z,2230000,113.0,159.0,1,left,MISS A. Davis 19' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M13.00S,2022-04-06T03:18:56.9Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,39,40,2022-04-06T03:18:59Z,2240000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,,,,
225,PT08M08.00S,2022-04-06T03:19:02.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,71.17279894875165,23.52941176470588,1610612756,39,40,2022-04-06T03:19:08Z,2250000,-132.0,218.0,1,right,MISS L. Shamet 25' running pullup 3PT,[1629013],1610612756.0,PHX,running pullup,,,Shamet,L. Shamet,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
226,PT08M05.00S,2022-04-06T03:19:05.9Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612747,39,40,2022-04-06T03:19:08Z,2260000,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,225.0,2.0,2.0,0.0,,,,,,
227,PT08M00.00S,2022-04-06T03:19:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,8.623521681997373,47.794117647058826,1610612747,39,42,2022-04-06T03:19:15Z,2270000,11.0,29.0,1,left,A. Davis running Layup (8 PTS) (T. Horton-Tucker 1 AST),"[203076, 1629659]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,3.06,Made,8.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,
229,PT07M51.00S,2022-04-06T03:19:22.2Z,2,REGULAR,foul,personal,[],1629659,,,1610612756,39,42,2022-04-06T03:19:32Z,2290000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1626166]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,204058.0,1.0,0.0,Payne,1626166.0,,,,,,,,,,
231,PT07M51.00S,2022-04-06T03:19:55.7Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,39,42,2022-04-06T03:20:06Z,2310000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M51.00S,2022-04-06T03:19:55.7Z,2,REGULAR,substitution,in,[],101108,,,1610612756,39,42,2022-04-06T03:20:06Z,2320000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M46.00S,2022-04-06T03:20:18.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,68.28186596583443,70.58823529411765,1610612756,39,42,2022-04-06T03:20:22Z,2330000,103.0,246.0,1,right,MISS L. Shamet 26' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M42.00S,2022-04-06T03:20:22.9Z,2,REGULAR,rebound,offensive,[],101108,,,1610612756,39,42,2022-04-06T03:20:22Z,2340000,,,0,,C. Paul REBOUND (Off:2 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,233.0,3.0,1.0,2.0,,,,,,
235,PT07M34.00S,2022-04-06T03:20:30.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,69.07030223390277,28.921568627450984,1610612756,39,42,2022-04-06T03:20:34Z,2350000,-105.0,238.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M31.00S,2022-04-06T03:20:33.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,39,42,2022-04-06T03:20:34Z,2360000,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,235.0,5.0,5.0,0.0,,,,,,
237,PT07M23.00S,2022-04-06T03:20:43.8Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612747,39,42,2022-04-06T03:20:51Z,2370000,,,0,,C. Johnson shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[1629661, 1629659]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,2714.0,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,
239,PT07M23.00S,2022-04-06T03:21:14.1Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,39,43,2022-04-06T03:21:14Z,2390000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (1 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
240,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612747,39,43,2022-04-06T03:21:26Z,2400000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,out,[],203076,,,1610612747,39,43,2022-04-06T03:21:26Z,2410000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,39,43,2022-04-06T03:21:26Z,2420000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,in,[],203109,,,1610612747,39,43,2022-04-06T03:21:26Z,2430000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,in,[],2730,,,1610612747,39,43,2022-04-06T03:21:26Z,2440000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M23.00S,2022-04-06T03:21:15.5Z,2,REGULAR,substitution,in,[],2546,,,1610612747,39,43,2022-04-06T03:21:26Z,2450000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M23.00S,2022-04-06T03:21:40.1Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,39,44,2022-04-06T03:21:40Z,2460000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (2 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
247,PT07M11.00S,2022-04-06T03:21:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,92.85479632063075,49.26470588235294,1610612756,41,44,2022-04-06T03:22:00Z,2470000,-4.0,15.0,1,right,J. McGee Layup (4 PTS) (C. Paul 2 AST),"[201580, 101108]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.52,Made,4.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,,
249,PT07M11.00S,2022-04-06T03:21:59.4Z,2,REGULAR,foul,personal,['1freethrow'],2546,,,1610612756,41,44,2022-04-06T03:22:16Z,2490000,,,0,,C. Anthony shooting personal FOUL (2 PF) (McGee 1 FT),"[2546, 201580]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,2714.0,2.0,0.0,McGee,201580.0,,,,,,,,,,
251,PT07M11.00S,2022-04-06T03:22:30.1Z,2,REGULAR,freethrow,1 of 1,[],201580,,,1610612756,42,44,2022-04-06T03:22:30Z,2510000,,,0,,J. McGee Free Throw 1 of 1 (5 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
252,PT06M54.00S,2022-04-06T03:22:48.8Z,2,REGULAR,2pt,Jump Shot,[],2546,6.521024967148489,73.0392156862745,1610612747,42,44,2022-04-06T03:23:28Z,2520000,-115.0,9.0,1,left,MISS C. Anthony 11' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,11.55,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M51.00S,2022-04-06T03:22:51.8Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,42,44,2022-04-06T03:22:52Z,2530000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,
254,PT06M42.00S,2022-04-06T03:23:00.1Z,2,REGULAR,3pt,Jump Shot,[],1629661,87.07293035479631,95.34313725490196,1610612756,45,44,2022-04-06T03:23:03Z,2540000,227.0,69.0,1,right,C. Johnson 3PT  (7 PTS) (C. Paul 3 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.7,Made,7.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,,
256,PT06M27.00S,2022-04-06T03:23:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,10.33180026281209,49.50980392156863,1610612747,45,44,2022-04-06T03:23:25Z,2560000,2.0,45.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,,
257,PT06M25.00S,2022-04-06T03:23:18.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,45,44,2022-04-06T03:23:25Z,2570000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,
258,PT06M20.00S,2022-04-06T03:23:22.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1629661,88.78120893561103,43.38235294117647,1610612756,45,44,2022-04-06T03:23:29Z,2580000,-33.0,53.0,1,right,MISS C. Johnson 6' driving Hook - blocked,"[1629661, 2546]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,Anthony,2546.0
259,PT06M20.00S,2022-04-06T03:23:22.8Z,2,REGULAR,block,,[],2546,,,1610612756,45,44,2022-04-06T03:27:30Z,2590000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M20.00S,2022-04-06T03:23:22.8Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,45,44,2022-04-06T03:23:29Z,2600000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,
261,PT05M57.00S,2022-04-06T03:23:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201571,8.360709592641262,62.99019607843137,1610612747,45,44,2022-04-06T03:23:49Z,2610000,-65.0,26.0,1,left,MISS D. Augustin 7' driving Layup - blocked,"[201571, 201580]",1610612747.0,LAL,driving,,,Augustin,D. Augustin,,,,,7.0,Missed,,,,,,,,,,,,,,,,,,McGee,201580.0
262,PT05M57.00S,2022-04-06T03:23:46.9Z,2,REGULAR,block,,[],201580,,,1610612747,45,44,2022-04-06T03:23:48Z,2620000,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M57.00S,2022-04-06T03:23:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,45,44,2022-04-06T03:23:49Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,
265,PT05M57.00S,2022-04-06T03:23:50.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,45,44,2022-04-06T03:24:09Z,2635000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M57.00S,2022-04-06T03:23:53.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,45,44,2022-04-06T03:23:53Z,2640000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,out,[],201580,,,1610612747,45,44,2022-04-06T03:26:47Z,2650000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,out,[],1629013,,,1610612747,45,44,2022-04-06T03:26:47Z,2660000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,out,[],1629661,,,1610612747,45,44,2022-04-06T03:26:47Z,2670000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,out,[],1626169,,,1610612747,45,44,2022-04-06T03:26:47Z,2680000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612747,45,44,2022-04-06T03:26:47Z,2690000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,in,[],1629028,,,1610612747,45,44,2022-04-06T03:26:47Z,2700000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,in,[],1628969,,,1610612747,45,44,2022-04-06T03:26:47Z,2710000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M57.00S,2022-04-06T03:26:26.2Z,2,REGULAR,substitution,in,[],201566,,,1610612747,45,44,2022-04-06T03:26:47Z,2720000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M55.00S,2022-04-06T03:27:03.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2730,30.56833114323259,70.58823529411765,1610612747,45,44,2022-04-06T03:27:09Z,2730000,-103.0,235.0,1,left,MISS D. Howard 25' 3PT,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
