actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
15,PT10M41.00S,2021-10-28T02:11:15.6Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,3,2,2021-10-28T02:11:18Z,150000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 101108]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,1.0,Paul,101108.0,,,,,,,,,,,
16,PT10M41.00S,2021-10-28T02:11:15.6Z,1,REGULAR,steal,,[],101108,,,1610612756,3,2,2021-10-28T02:11:17Z,160000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2021-10-28T02:11:21.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203109,94.56307490144546,3.1862745098039214,1610612756,3,2,2021-10-28T02:11:28Z,170000,-234.0,-1.0,1,right,MISS J. Crowder running 3PT,[203109],1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M29.00S,2021-10-28T02:11:26.8Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,3,2,2021-10-28T02:11:28Z,180000,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M29.00S,2021-10-28T02:11:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,94.40999984741211,50.0,1610612756,3,2,2021-10-28T02:11:26Z,190000,0.0,0.0,1,right,MISS D. Booker tip Layup,[1626164],1610612756.0,PHX,tip,,,Booker,D. Booker,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2021-10-28T02:11:27.4Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,3,2,2021-10-28T02:11:27Z,200000,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,
21,PT10M18.00S,2021-10-28T02:11:41.7Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612758,3,2,2021-10-28T02:11:59Z,210000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Fox 2 FT),"[1628969, 1628368]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,2715.0,1.0,0.0,Fox,1628368.0,,,,,,
23,PT10M18.00S,2021-10-28T02:12:07.8Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,3,3,2021-10-28T02:12:26Z,230000,,,0,,D. Fox Free Throw 1 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2021-10-28T02:12:07.8Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,3,3,2021-10-28T02:12:26Z,240000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2021-10-28T02:12:10.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,3,3,2021-10-28T02:12:26Z,250000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M59.00S,2021-10-28T02:12:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,95.48291721419186,51.71568627450981,1610612756,5,3,2021-10-28T02:12:45Z,260000,9.0,-10.0,1,right,D. Ayton alley-oop Layup (2 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,1.32,Made,2.0,,,,,,,,,,,,,M. Bridges,1628969.0,1.0,,,
28,PT09M50.00S,2021-10-28T02:12:50.8Z,1,REGULAR,3pt,Jump Shot,[],203084,33.722076215505915,21.07843137254902,1610612758,5,3,2021-10-28T02:12:56Z,280000,145.0,264.0,1,left,MISS H. Barnes 30' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,30.14,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M46.00S,2021-10-28T02:12:54.8Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,5,3,2021-10-28T02:12:54Z,290000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,28.0,4.0,3.0,1.0,,,,,,,,,,,,,,
39,PT09M46.00S,2021-10-28T02:13:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,14.323258869908015,48.79748774509804,1610612758,5,3,2021-10-28T02:14:36Z,305000,6.0,82.0,1,left,MISS R. Holmes 8' driving Layup - blocked,"[1626158, 1628969]",1610612758.0,SAC,driving,,,Holmes,R. Holmes,,,,,8.23,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0,
40,PT09M46.00S,2021-10-28T02:13:06.6Z,1,REGULAR,block,,[],1628969,,,1610612758,5,3,2021-10-28T02:14:33Z,307500,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M46.00S,2021-10-28T02:13:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,5,3,2021-10-28T02:14:33Z,308750,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,
31,PT09M37.00S,2021-10-28T02:13:14.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,95.6143232588699,51.225490196078425,1610612756,7,3,2021-10-28T02:14:33Z,310000,6.0,-11.0,1,right,D. Ayton alley-oop DUNK (4 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,1.28,Made,4.0,,,,,,,,,,,,,C. Paul,101108.0,1.0,,,
33,PT09M14.00S,2021-10-28T02:13:35.1Z,1,REGULAR,2pt,Jump Shot,[],203084,11.908672798948752,21.323529411764707,1610612758,7,5,2021-10-28T02:13:40Z,330000,143.0,59.0,1,left,H. Barnes 15' Jump Shot (2 PTS) (R. Holmes 1 AST),"[203084, 1626158]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,15.52,Made,2.0,,,,,,,,,,,,,R. Holmes,1626158.0,1.0,,,
35,PT09M01.00S,2021-10-28T02:13:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612756,7,5,2021-10-28T02:13:57Z,350000,,,0,,D. Fox shooting personal FOUL (1 PF) (Paul 2 FT),"[1628368, 101108]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,2715.0,1.0,0.0,Paul,101108.0,,,,,,
37,PT09M01.00S,2021-10-28T02:14:17.2Z,1,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,8,5,2021-10-28T02:14:17Z,370000,,,0,,C. Paul Free Throw 1 of 2 (1 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
38,PT09M01.00S,2021-10-28T02:14:32.9Z,1,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,9,5,2021-10-28T02:14:32Z,380000,,,0,,C. Paul Free Throw 2 of 2 (2 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
42,PT08M50.00S,2021-10-28T02:14:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,6.1268068331143235,49.26470588235294,1610612758,9,7,2021-10-28T02:14:49Z,390000,4.0,5.0,1,left,R. Holmes cutting Layup (2 PTS) (M. Harkless 1 AST),"[1626158, 203090]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,0.63,Made,2.0,,,,,,,,,,,,,M. Harkless,203090.0,1.0,,,
44,PT08M40.00S,2021-10-28T02:14:54.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,90.62089356110381,95.34313725490196,1610612756,12,7,2021-10-28T02:14:59Z,410000,227.0,36.0,1,right,M. Bridges 3PT  (3 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.95,Made,3.0,,,,,,,,,,,,,D. Booker,1626164.0,1.0,,,
46,PT08M25.00S,2021-10-28T02:15:11.3Z,1,REGULAR,2pt,Jump Shot,[],203084,7.703679369250986,84.06862745098039,1610612758,12,9,2021-10-28T02:15:13Z,430000,-170.0,20.0,1,left,H. Barnes 17' pullup Jump Shot (4 PTS),[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,17.15,Made,4.0,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2021-10-28T02:15:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,86.15308804204993,49.01960784313725,1610612756,14,9,2021-10-28T02:15:25Z,440000,-5.0,78.0,1,right,D. Booker 7' pullup Jump Shot (5 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,7.79,Made,5.0,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2021-10-28T02:15:44.0Z,1,REGULAR,foul,personal,[],203109,,,1610612758,14,9,2021-10-28T02:15:56Z,450000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 1628368]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Fox,1628368.0,,,,,,
50,PT07M46.00S,2021-10-28T02:16:12.5Z,1,REGULAR,2pt,Jump Shot,[],1630169,24.96714848883049,63.174019607843135,1610612758,14,11,2021-10-28T02:16:19Z,470000,-66.0,182.0,1,left,T. Haliburton 19' pullup Jump Shot (2 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,19.38,Made,2.0,,,,,,,,,,,,,,,,,,
51,PT07M46.00S,2021-10-28T02:16:16.6Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612758,14,11,2021-10-28T02:16:32Z,480000,,,0,,D. Booker shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1626164, 1630169]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,2715.0,1.0,0.0,Haliburton,1630169.0,,,,,,
53,PT07M46.00S,2021-10-28T02:16:33.1Z,1,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,14,12,2021-10-28T02:16:33Z,500000,,,0,,T. Haliburton Free Throw 1 of 1 (3 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2021-10-28T02:16:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,89.43823915900131,56.86274509803921,1610612756,14,12,2021-10-28T02:16:52Z,510000,34.0,47.0,1,right,MISS C. Paul driving floating Shot,[101108],1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M28.00S,2021-10-28T02:16:52.9Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,14,12,2021-10-28T02:16:52Z,520000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT07M28.00S,2021-10-28T02:16:52.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612756,16,12,2021-10-28T02:16:59Z,530000,0.0,0.0,1,right,D. Ayton tip DUNK (6 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
57,PT07M14.00S,2021-10-28T02:17:06.1Z,1,REGULAR,3pt,Jump Shot,[],203084,8.492115637319317,96.81372549019608,1610612758,16,12,2021-10-28T02:17:10Z,540000,-234.0,27.0,1,left,MISS H. Barnes turnaround fadeaway bank 3PT,[203084],1610612758.0,SAC,turnaround fadeaway bank,,,Barnes,H. Barnes,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2021-10-28T02:17:08.1Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,16,12,2021-10-28T02:17:10Z,550000,,,0,,R. Holmes REBOUND (Off:2 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,57.0,5.0,3.0,2.0,,,,,,,,,,,,,,
59,PT07M05.00S,2021-10-28T02:17:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203090,6.652431011826544,49.50980392156863,1610612758,16,14,2021-10-28T02:17:19Z,560000,2.0,10.0,1,left,M. Harkless driving Layup (2 PTS) (D. Fox 1 AST),"[203090, 1628368]",1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,1.03,Made,2.0,,,,,,,,,,,,,D. Fox,1628368.0,1.0,,,
61,PT06M46.00S,2021-10-28T02:17:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,94.03745072273325,54.65686274509803,1610612756,18,14,2021-10-28T02:17:40Z,580000,23.0,4.0,1,right,M. Bridges Jump Shot (5 PTS) (C. Paul 2 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,2.36,Made,5.0,,,,,,,,,,,,,C. Paul,101108.0,2.0,,,
63,PT06M37.00S,2021-10-28T02:17:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,8.09789750328515,51.225490196078425,1610612758,18,14,2021-10-28T02:17:56Z,600000,-6.0,24.0,1,left,MISS R. Holmes cutting Layup - blocked,"[1626158, 203109]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,2.44,Missed,,,,,,,,,,,,,,,,,Crowder,203109.0,
64,PT06M37.00S,2021-10-28T02:17:46.9Z,1,REGULAR,block,,[],203109,,,1610612758,18,14,2021-10-28T02:17:49Z,610000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M37.00S,2021-10-28T02:17:46.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,18,14,2021-10-28T02:21:38Z,620000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
66,PT06M37.00S,2021-10-28T02:17:52.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,18,14,2021-10-28T02:21:38Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M37.00S,2021-10-28T02:17:54.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,14,2021-10-28T02:21:42Z,640000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,18,14,2021-10-28T02:21:38Z,650000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,out,[],203090,,,1610612758,18,14,2021-10-28T02:21:38Z,660000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,18,14,2021-10-28T02:21:38Z,670000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,18,14,2021-10-28T02:21:38Z,680000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,in,[],203458,,,1610612758,18,14,2021-10-28T02:21:38Z,690000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M37.00S,2021-10-28T02:20:11.9Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,18,14,2021-10-28T02:21:38Z,700000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2021-10-28T02:21:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,7.966491458607096,4.6568627450980395,1610612758,18,14,2021-10-28T02:21:38Z,710000,227.0,22.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M31.00S,2021-10-28T02:21:10.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,18,14,2021-10-28T02:21:11Z,720000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,74.0,4.0,3.0,1.0,,,,,,,,,,,,,,
76,PT06M20.00S,2021-10-28T02:21:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.2910643889619,60.78431372549019,1610612756,18,14,2021-10-28T02:21:26Z,730000,54.0,123.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,13.47,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2021-10-28T02:21:25.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,18,14,2021-10-28T02:21:26Z,740000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M59.00S,2021-10-28T02:21:41.8Z,1,REGULAR,2pt,Jump Shot,[],1630558,16.376478318002626,20.34313725490196,1610612758,18,16,2021-10-28T02:21:49Z,750000,148.0,101.0,1,left,D. Mitchell 17' Jump Shot (2 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,17.97,Made,2.0,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2021-10-28T02:22:00.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,81.553876478318,29.901960784313726,1610612756,20,16,2021-10-28T02:22:03Z,760000,-100.0,121.0,1,right,M. Bridges 15' pullup Jump Shot (7 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,15.72,Made,7.0,,,,,,,,,,,,,,,,,,
80,PT05M17.00S,2021-10-28T02:22:23.6Z,1,REGULAR,3pt,Jump Shot,[],203084,7.703679369250986,4.411764705882353,1610612758,20,16,2021-10-28T02:22:27Z,770000,228.0,20.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,22.88,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M15.00S,2021-10-28T02:22:25.6Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,20,16,2021-10-28T02:22:27Z,780000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M04.00S,2021-10-28T02:22:36.7Z,1,REGULAR,2pt,Jump Shot,[],203109,89.30683311432325,32.35294117647059,1610612756,20,16,2021-10-28T02:22:42Z,790000,-88.0,48.0,1,right,MISS J. Crowder 10' turnaround fadeaway Shot,[203109],1610612756.0,PHX,turnaround fadeaway,,,Crowder,J. Crowder,,,,,10.04,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M00.00S,2021-10-28T02:22:40.7Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,20,16,2021-10-28T02:22:42Z,800000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M57.00S,2021-10-28T02:22:47.8Z,1,REGULAR,foul,offensive,[],203458,,,1610612758,20,16,2021-10-28T02:22:55Z,810000,,,0,,A. Len offensive FOUL (1 PF),"[203458, 1628969]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Bridges,1628969.0,,,,,,
86,PT04M57.00S,2021-10-28T02:22:47.8Z,1,REGULAR,turnover,offensive foul,[],203458,,,1610612758,20,16,2021-10-28T02:22:47Z,830000,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,1.0,,,1627541.0,,,,,,,,,,
87,PT04M57.00S,2021-10-28T02:22:56.2Z,1,REGULAR,substitution,out,[],101108,,,1610612756,20,16,2021-10-28T02:23:02Z,840000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2021-10-28T02:22:56.2Z,1,REGULAR,substitution,out,[],203109,,,1610612756,20,16,2021-10-28T02:23:02Z,850000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2021-10-28T02:22:56.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,20,16,2021-10-28T02:23:02Z,860000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M57.00S,2021-10-28T02:22:56.2Z,1,REGULAR,substitution,in,[],203901,,,1610612756,20,16,2021-10-28T02:23:02Z,870000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
