actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M41.00S,2022-03-19T02:12:34.1Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,0,2,2022-03-19T02:12:34Z,170000,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2022-03-19T02:12:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,0,2,2022-03-19T02:12:34Z,180000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2022-03-19T02:12:49.1Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,0,3,2022-03-19T02:12:49Z,190000,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
20,PT10M28.00S,2022-03-19T02:13:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.389618922470433,49.01960784313725,1610612756,2,3,2022-03-19T02:13:07Z,200000,5.0,8.0,1,left,D. Ayton cutting DUNK (2 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,0.9,Made,,,,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,,,
22,PT10M17.00S,2022-03-19T02:13:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,87.46714848883047,45.34313725490196,1610612741,2,5,2022-03-19T02:13:18Z,220000,-23.0,65.0,1,right,N. Vucevic 6' cutting Layup (4 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,6.93,Made,,,,,,,,4.0,A. Dosunmu,1630245.0,1.0,,,,,,,
24,PT09M49.00S,2022-03-19T02:13:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,6.389618922470433,38.48039215686275,1610612756,4,5,2022-03-19T02:13:47Z,240000,58.0,8.0,1,left,C. Payne driving floating bank Jump Shot (2 PTS),[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,5.81,Made,,,,,,,,2.0,,,,,,,,,,
25,PT09M36.00S,2022-03-19T02:13:55.2Z,1,REGULAR,2pt,Jump Shot,[],203897,77.34888304862024,55.63725490196079,1610612741,4,5,2022-03-19T02:14:01Z,250000,28.0,160.0,1,right,MISS Z. LaVine 16' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,16.29,Missed,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2022-03-19T02:13:57.2Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,4,5,2022-03-19T02:14:01Z,260000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M29.00S,2022-03-19T02:14:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.82588699080158,45.09803921568628,1610612741,4,7,2022-03-19T02:17:25Z,270000,-25.0,-4.0,1,right,N. Vucevic Layup (6 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.48,Made,,,,,,,,6.0,Z. LaVine,203897.0,2.0,,,,,,,
29,PT09M15.00S,2022-03-19T02:14:17.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,7.046649145860711,78.18627450980392,1610612756,6,7,2022-03-19T02:14:25Z,290000,-141.0,14.0,1,left,D. Booker 14' pullup Jump Shot (2 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,14.16,Made,,,,,,,,2.0,,,,,,,,,,
30,PT09M02.00S,2022-03-19T02:14:30.0Z,1,REGULAR,2pt,Jump Shot,[],201942,74.06373193166885,52.94117647058824,1610612741,6,9,2022-03-19T02:14:32Z,300000,15.0,191.0,1,right,D. DeRozan 19' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,19.19,Made,,,,,,,,2.0,,,,,,,,,,
31,PT08M47.00S,2022-03-19T02:14:46.0Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612756,6,9,2022-03-19T02:14:57Z,310000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Booker 2 FT),"[1630245, 1626164]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Booker,1626164.0,,
33,PT08M47.00S,2022-03-19T02:15:09.0Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,7,9,2022-03-19T02:15:09Z,330000,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
34,PT08M47.00S,2022-03-19T02:15:23.8Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,8,9,2022-03-19T02:15:23Z,340000,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
35,PT08M38.00S,2022-03-19T02:15:35.5Z,1,REGULAR,2pt,Jump Shot,[],201942,82.9993429697766,21.568627450980394,1610612741,8,9,2022-03-19T02:19:40Z,350000,-142.0,107.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.81,Missed,,,,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-03-19T02:15:37.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,8,9,2022-03-19T02:15:40Z,360000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M28.00S,2022-03-19T02:15:46.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,14.668199737187912,26.47058823529412,1610612756,8,9,2022-03-19T02:15:49Z,370000,118.0,85.0,1,left,MISS D. Ayton 14' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,14.53,Missed,,,,,,,,,,,,,,,,,,
38,PT08M26.00S,2022-03-19T02:15:48.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,8,9,2022-03-19T02:15:49Z,380000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M21.00S,2022-03-19T02:15:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629750,93.11760840998686,3.1862745098039214,1610612741,8,12,2022-03-19T02:15:59Z,390000,-234.0,12.0,1,right,J. Green 3PT running (4 PTS) (D. DeRozan 1 AST),"[1629750, 201942]",1610612741.0,CHI,running,,,Green,J. Green,,,,,23.44,Made,,,,,,,,4.0,D. DeRozan,201942.0,1.0,,,,,,,
41,PT08M12.00S,2022-03-19T02:16:02.8Z,1,REGULAR,2pt,Jump Shot,[],1626164,5.732588699080158,76.47058823529412,1610612756,10,12,2022-03-19T02:16:06Z,410000,-132.0,1.0,1,left,D. Booker 13' step back Jump Shot (6 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,13.24,Made,,,,,,,,6.0,C. Payne,1626166.0,1.0,,,,,,,
43,PT07M52.00S,2022-03-19T02:16:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,89.83245729303549,52.69607843137255,1610612741,10,12,2022-03-19T02:16:25Z,430000,13.0,43.0,1,right,MISS Z. LaVine step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,4.52,Missed,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2022-03-19T02:16:24.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,10,12,2022-03-19T02:17:09Z,440000,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT07M50.00S,2022-03-19T02:16:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,92.85479632063075,50.245098039215684,1610612741,10,12,2022-03-19T02:17:09Z,450000,1.0,15.0,1,right,MISS N. Vucevic putback Layup - blocked,"[202696, 1628969]",1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,1.47,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
65,PT07M50.00S,2022-03-19T02:16:24.3Z,1,REGULAR,block,,[],1628969,,,1610612741,10,12,2022-03-19T02:18:08Z,455000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M50.00S,2022-03-19T02:16:24.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,10,12,2022-03-19T02:16:27Z,460000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M43.00S,2022-03-19T02:16:31.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,5.995400788436268,96.07843137254902,1610612756,10,12,2022-03-19T02:16:43Z,470000,-230.0,4.0,1,left,MISS C. Payne running 3PT,[1626166],1610612756.0,PHX,running,,,Payne,C. Payne,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2022-03-19T02:16:33.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,10,12,2022-03-19T02:16:33Z,480000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT07M35.00S,2022-03-19T02:16:38.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,5.863994743758213,96.07843137254902,1610612756,10,12,2022-03-19T02:16:45Z,490000,-230.0,3.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
51,PT07M34.00S,2022-03-19T02:16:40.8Z,1,REGULAR,rebound,offensive,[],1626166,,,1610612756,10,12,2022-03-19T02:16:40Z,500000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,,,,,,
52,PT07M32.00S,2022-03-19T02:16:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,32.276609724047304,58.57843137254902,1610612756,13,12,2022-03-19T02:16:48Z,510000,-43.0,251.0,1,left,D. Booker 25' 3PT  (9 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,25.45,Made,,,,,,,,9.0,C. Payne,1626166.0,2.0,,,,,,,
54,PT07M05.00S,2022-03-19T02:17:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629750,71.30420499342969,19.852941176470587,1610612741,13,12,2022-03-19T02:17:13Z,530000,-151.0,217.0,1,right,MISS J. Green 26' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2022-03-19T02:17:12.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,13,12,2022-03-19T02:17:13Z,540000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,54.0,4.0,3.0,1.0,,,,,,,,,,,,,,
56,PT06M46.00S,2022-03-19T02:17:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,4.155716162943495,49.754901960784316,1610612756,13,12,2022-03-19T02:17:31Z,550000,1.0,-13.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,
57,PT06M44.00S,2022-03-19T02:17:29.7Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,13,12,2022-03-19T02:17:31Z,560000,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,56.0,5.0,3.0,2.0,,,,,,,,,,,,,,
58,PT06M44.00S,2022-03-19T02:17:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,5.075558475689881,47.794117647058826,1610612756,13,12,2022-03-19T02:17:37Z,570000,11.0,-5.0,1,left,MISS D. Ayton tip Layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,1.2,Missed,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2022-03-19T02:17:31.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,13,12,2022-03-19T02:17:31Z,580000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M39.00S,2022-03-19T02:17:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,93.77463863337714,54.41176470588235,1610612741,13,12,2022-03-19T02:17:55Z,590000,22.0,6.0,1,right,MISS A. Dosunmu running Shot - blocked,"[1630245, 1628969]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,2.29,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
66,PT06M39.00S,2022-03-19T02:17:34.7Z,1,REGULAR,block,,[],1628969,,,1610612741,13,12,2022-03-19T02:19:20Z,595000,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M38.00S,2022-03-19T02:17:35.7Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,13,12,2022-03-19T02:17:47Z,600000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M35.00S,2022-03-19T02:17:48.0Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612756,13,12,2022-03-19T02:18:00Z,610000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Craig 2 FT),"[201942, 1628470]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Craig,1628470.0,,
64,PT06M35.00S,2022-03-19T02:17:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,12,2022-03-19T02:17:58Z,630000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2022-03-19T02:19:51.7Z,1,REGULAR,substitution,out,[],202696,,,1610612756,13,12,2022-03-19T02:20:25Z,640000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2022-03-19T02:19:51.7Z,1,REGULAR,substitution,out,[],201942,,,1610612756,13,12,2022-03-19T02:20:25Z,650000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2022-03-19T02:19:51.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612756,13,12,2022-03-19T02:20:25Z,660000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2022-03-19T02:19:51.7Z,1,REGULAR,substitution,in,[],202684,,,1610612756,13,12,2022-03-19T02:20:25Z,670000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2022-03-19T02:20:57.9Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612756,14,12,2022-03-19T02:20:57Z,680000,,,0,,T. Craig Free Throw 1 of 2 (1 PTS),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
72,PT06M35.00S,2022-03-19T02:21:13.3Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612756,15,12,2022-03-19T02:21:13Z,690000,,,0,,T. Craig Free Throw 2 of 2 (2 PTS),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
73,PT06M24.00S,2022-03-19T02:21:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202684,94.82588699080158,50.49019607843137,1610612741,15,14,2022-03-19T02:21:30Z,700000,2.0,-4.0,1,right,T. Thompson driving Layup (2 PTS) (Z. LaVine 3 AST),"[202684, 203897]",1610612741.0,CHI,driving,,,Thompson,T. Thompson,,,,,0.46,Made,,,,,,,,2.0,Z. LaVine,203897.0,3.0,,,,,,,
75,PT06M07.00S,2022-03-19T02:21:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,7.30946123521682,59.068627450980394,1610612756,15,14,2022-03-19T02:21:47Z,720000,-45.0,16.0,1,left,MISS C. Payne driving bank Shot,[1626166],1610612756.0,PHX,driving bank,,,Payne,C. Payne,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2022-03-19T02:21:44.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,15,14,2022-03-19T02:23:27Z,730000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT05M51.00S,2022-03-19T02:22:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,93.11760840998686,48.529411764705884,1610612741,15,14,2022-03-19T02:22:04Z,740000,-7.0,12.0,1,right,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2022-03-19T02:22:00.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,14,2022-03-19T02:24:00Z,760000,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,77.0,6.0,4.0,2.0,,,,,,,,,,,,,,
80,PT05M41.00S,2022-03-19T02:22:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.5722733245729295,49.754901960784316,1610612756,17,14,2022-03-19T02:22:19Z,770000,1.0,19.0,1,left,D. Booker driving Layup (11 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,1.87,Made,,,,,,,,11.0,,,,,,,,,,
81,PT05M34.00S,2022-03-19T02:22:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.77463863337714,46.32352941176471,1610612741,17,16,2022-03-19T02:22:25Z,780000,-18.0,6.0,1,right,J. Green driving reverse Layup (6 PTS) (Z. LaVine 4 AST),"[1629750, 203897]",1610612741.0,CHI,driving reverse,,,Green,J. Green,,,,,1.94,Made,,,,,,,,6.0,Z. LaVine,203897.0,4.0,,,,,,,
83,PT05M23.00S,2022-03-19T02:22:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,10.463206307490145,3.1862745098039214,1610612756,17,16,2022-03-19T02:22:31Z,800000,234.0,46.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2022-03-19T02:22:31.2Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,17,16,2022-03-19T02:22:31Z,810000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M00.00S,2022-03-19T02:22:50.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,76.82325886990802,12.990196078431374,1610612741,17,19,2022-03-19T02:29:14Z,820000,-185.0,165.0,1,right,A. Caruso 24' 3PT pullup (3 PTS),[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,24.82,Made,,,,,,,,3.0,,,,,,,,,,
86,PT04M41.00S,2022-03-19T02:23:09.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,11.645860709592641,25.735294117647058,1610612756,19,19,2022-03-19T02:23:13Z,830000,121.0,57.0,1,left,D. Ayton 13' Jump Shot (4 PTS) (M. Bridges 2 AST),"[1629028, 1628969]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,13.4,Made,,,,,,,,4.0,M. Bridges,1628969.0,2.0,,,,,,,
88,PT04M29.00S,2022-03-19T02:23:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,92.59198423127464,46.568627450980394,1610612741,19,21,2022-03-19T02:23:27Z,850000,-17.0,17.0,1,right,Z. LaVine cutting DUNK (2 PTS) (A. Caruso 1 AST),"[203897, 1627936]",1610612741.0,CHI,cutting,,,LaVine,Z. LaVine,,,,,2.43,Made,,,,,,,,2.0,A. Caruso,1627936.0,1.0,,,,,,,
90,PT04M10.00S,2022-03-19T02:23:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629028,32.670827858081466,52.69607843137255,1610612756,19,21,2022-03-19T02:23:44Z,870000,-13.0,255.0,1,left,MISS D. Ayton 25' 3PT,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
91,PT04M07.00S,2022-03-19T02:23:44.2Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,19,21,2022-03-19T02:23:44Z,880000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,,,,,,
