actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
17,PT11M02.00S,2021-11-22T01:12:55.2Z,1,REGULAR,rebound,offensive,[],203210,,,1610612743,6,0,2021-11-22T01:12:56Z,170000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,
18,PT11M00.00S,2021-11-22T01:12:57.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,68.11760840998686,58.088235294117645,1610612743,6,3,2021-11-22T01:13:01Z,180000,40.0,247.0,1,right,M. Morris 25' 3PT  (3 PTS) (J. Green 1 AST),"[1628420, 203210]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,Made,3.0,25.05,,,,,J. Green,203210.0,1.0,,,,,,
20,PT10M43.00S,2021-11-22T01:13:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.183311432325894,45.58823529411765,1610612756,8,3,2021-11-22T01:13:17Z,200000,22.0,118.0,1,left,D. Ayton 12' Jump Shot (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,2.0,12.04,,,,,D. Booker,1626164.0,1.0,,,,,,
22,PT10M31.00S,2021-11-22T01:13:26.6Z,1,REGULAR,2pt,Jump Shot,[],203115,78.23587385019711,69.36274509803921,1610612743,8,3,2021-11-22T01:13:32Z,220000,97.0,152.0,1,right,MISS W. Barton 18' step back Shot,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,,,,,,Missed,,18.03,,,,,,,,,,,,,
23,PT10M26.00S,2021-11-22T01:13:31.6Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,8,3,2021-11-22T01:24:22Z,230000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
26,PT10M17.00S,2021-11-22T01:13:40.8Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612756,8,3,2021-11-22T01:13:51Z,260000,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 203932]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,1.0,Gordon,203932.0,,,
27,PT10M17.00S,2021-11-22T01:13:40.8Z,1,REGULAR,steal,,[],203932,,,1610612743,8,3,2021-11-22T01:13:42Z,270000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M13.00S,2021-11-22T01:13:44.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203210,92.82194480946123,47.79411764705882,1610612743,8,5,2021-11-22T01:17:47Z,280000,-11.0,15.0,1,right,J. Green running Layup (2 PTS) (A. Gordon 1 AST),"[203210, 203932]",1610612743.0,DEN,running,,,Green,J. Green,,,,,,,,,,Made,2.0,1.86,,,,,A. Gordon,203932.0,1.0,,,,,,
30,PT10M02.00S,2021-11-22T01:13:55.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,7.670827858081481,51.470588235294116,1610612756,10,5,2021-11-22T01:14:00Z,300000,-7.0,20.0,1,left,D. Ayton cutting DUNK (4 PTS) (D. Booker 2 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,,,Made,4.0,2.1,,,,,D. Booker,1626164.0,2.0,,,,,,
32,PT09M39.00S,2021-11-22T01:14:18.5Z,1,REGULAR,2pt,Jump Shot,[],201145,92.82194480946123,85.04901960784314,1610612743,10,7,2021-11-22T01:14:23Z,320000,175.0,15.0,1,right,J. Green 17' turnaround fadeaway Jump Shot (2 PTS) (A. Gordon 2 AST),"[201145, 203932]",1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,,,,,,Made,2.0,17.58,,,,,A. Gordon,203932.0,2.0,,,,,,
34,PT09M24.00S,2021-11-22T01:14:32.9Z,1,REGULAR,2pt,Jump Shot,[],203109,22.38830486202366,28.186274509803923,1610612756,12,7,2021-11-22T01:14:36Z,340000,109.0,158.0,1,left,J. Crowder 19' pullup Jump Shot (8 PTS) (M. Bridges 1 AST),"[203109, 1628969]",1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,,,,,,Made,8.0,19.2,,,,,M. Bridges,1628969.0,1.0,,,,,,
36,PT09M16.00S,2021-11-22T01:14:44.3Z,1,REGULAR,foul,personal,[],101108,,,1610612743,12,7,2021-11-22T01:14:51Z,360000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1628420]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,201640.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,,,,,,,
38,PT09M09.00S,2021-11-22T01:15:05.7Z,1,REGULAR,2pt,Jump Shot,[],1628420,78.49868593955321,44.11764705882353,1610612743,12,9,2021-11-22T01:15:09Z,380000,-29.0,150.0,1,right,M. Morris 15' pullup Jump Shot (5 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,,,Made,5.0,15.25,,,,,,,,,,,,,
39,PT08M55.00S,2021-11-22T01:15:19.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,8.853482260183966,96.81372549019608,1610612756,12,9,2021-11-22T01:15:22Z,390000,-234.0,31.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,Missed,,23.61,,,,,,,,,,,,,
40,PT08M52.00S,2021-11-22T01:15:22.3Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,12,9,2021-11-22T01:15:22Z,400000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,
41,PT08M47.00S,2021-11-22T01:15:27.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203115,88.09132720105124,57.1078431372549,1610612743,12,11,2021-11-22T01:15:36Z,410000,36.0,59.0,1,right,W. Barton 6' running pullup Jump Shot (2 PTS),[203115],1610612743.0,DEN,running pullup,,,Barton,W. Barton,,,,,,,,,,Made,2.0,6.92,,,,,,,,,,,,,
42,PT08M22.00S,2021-11-22T01:15:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,9.641918528252305,50.49019607843137,1610612756,14,11,2021-11-22T01:15:55Z,420000,-2.0,38.0,1,left,D. Ayton cutting Layup (6 PTS) (C. Paul 2 AST),"[1629028, 101108]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,,,Made,6.0,3.82,,,,,C. Paul,101108.0,2.0,,,,,,
44,PT08M02.00S,2021-11-22T01:16:12.2Z,1,REGULAR,3pt,Jump Shot,[],203932,67.85479632063075,35.5392156862745,1610612743,14,14,2021-11-22T01:16:16Z,440000,-72.0,250.0,1,right,A. Gordon 26' 3PT  (3 PTS) (J. Green 2 AST),"[203932, 203210]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,3.0,26.0,,,,,J. Green,203210.0,2.0,,,,,,
46,PT07M50.00S,2021-11-22T01:16:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,11.350197109067011,50.49019607843137,1610612756,16,14,2021-11-22T01:16:37Z,460000,-2.0,54.0,1,left,D. Ayton driving floating Jump Shot (8 PTS) (C. Paul 3 AST),"[1629028, 101108]",1610612756.0,PHX,driving floating,,,Ayton,D. Ayton,,,,,,,,,,Made,8.0,5.43,,,,,C. Paul,101108.0,3.0,,,,,,
48,PT07M50.00S,2021-11-22T01:16:29.1Z,1,REGULAR,foul,personal,['1freethrow'],203115,,,1610612756,16,14,2021-11-22T01:16:41Z,480000,,,0,,W. Barton shooting personal FOUL (1 PF) (Ayton 1 FT),"[203115, 1629028]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,201640.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,,,
50,PT07M50.00S,2021-11-22T01:16:53.9Z,1,REGULAR,freethrow,1 of 1,[],1629028,,,1610612756,17,14,2021-11-22T01:16:54Z,500000,,,0,,D. Ayton Free Throw 1 of 1 (9 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
51,PT07M37.00S,2021-11-22T01:17:10.6Z,1,REGULAR,3pt,Jump Shot,[],203210,67.7233902759527,60.53921568627451,1610612743,17,14,2021-11-22T01:17:14Z,510000,53.0,251.0,1,right,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Missed,,25.64,,,,,,,,,,,,,
52,PT07M34.00S,2021-11-22T01:17:13.6Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,17,14,2021-11-22T01:17:14Z,520000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,
53,PT07M26.00S,2021-11-22T01:17:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,8.065045992115643,39.4607843137255,1610612756,19,14,2021-11-22T01:21:03Z,530000,53.0,23.0,1,left,D. Booker turnaround fadeaway Jump Shot (2 PTS) (C. Paul 4 AST),"[1626164, 101108]",1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,,,,,,Made,2.0,5.76,,,,,C. Paul,101108.0,4.0,,,,,,
55,PT07M26.00S,2021-11-22T01:17:26.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,19,14,2021-11-22T01:17:26Z,550000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2021-11-22T01:20:29.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,90.19382391590013,48.28431372549019,1610612743,19,16,2021-11-22T01:20:33Z,560000,-9.0,40.0,1,right,A. Gordon alley-oop DUNK (5 PTS) (M. Morris 1 AST),"[203932, 1628420]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,,,,,,Made,5.0,4.06,,,,,M. Morris,1628420.0,1.0,,,,,,
58,PT07M03.00S,2021-11-22T01:20:43.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.061103810775293,74.75490196078431,1610612756,22,16,2021-11-22T01:20:47Z,580000,-124.0,239.0,1,left,D. Booker 26' 3PT  (5 PTS) (C. Paul 5 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,5.0,26.96,,,,,C. Paul,101108.0,5.0,,,,,,
60,PT06M41.00S,2021-11-22T01:21:07.0Z,1,REGULAR,2pt,Jump Shot,[],203932,81.25821287779237,75.0,1610612743,22,16,2021-11-22T01:21:12Z,600000,125.0,124.0,1,right,MISS A. Gordon 17' step back Shot,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,,,,,,Missed,,17.59,,,,,,,,,,,,,
61,PT06M41.00S,2021-11-22T01:21:07.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,22,16,2021-11-22T01:21:12Z,610000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,
62,PT06M41.00S,2021-11-22T01:21:13.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,22,16,2021-11-22T01:21:13Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M32.00S,2021-11-22T01:21:26.1Z,1,REGULAR,2pt,Jump Shot,[],101108,16.212220762155056,23.284313725490193,1610612756,24,16,2021-11-22T01:21:29Z,630000,134.0,100.0,1,left,C. Paul 16' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Made,2.0,16.68,,,,,,,,,,,,,
64,PT06M14.00S,2021-11-22T01:21:44.4Z,1,REGULAR,3pt,Jump Shot,[],203115,68.51182654402103,27.696078431372555,1610612743,24,16,2021-11-22T01:21:53Z,640000,-112.0,243.0,1,right,MISS W. Barton 26' pullup 3PT,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,,,,Missed,,26.78,,,,,,,,,,,,,
65,PT06M09.00S,2021-11-22T01:21:49.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,24,16,2021-11-22T01:21:49Z,650000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,
66,PT05M48.00S,2021-11-22T01:22:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,8.722076215505908,39.950980392156865,1610612756,24,16,2021-11-22T01:22:14Z,660000,50.0,29.0,1,left,MISS M. Bridges driving finger roll Layup,[1628969],1610612756.0,PHX,driving finger roll,,,Bridges,M. Bridges,,,,,,,,,,Missed,,5.82,,,,,,,,,,,,,
67,PT05M46.00S,2021-11-22T01:22:12.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,24,16,2021-11-22T01:22:14Z,670000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,
68,PT05M43.00S,2021-11-22T01:22:14.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628420,93.74178712220763,55.88235294117647,1610612743,24,16,2021-11-22T01:25:15Z,680000,29.0,6.0,1,right,MISS M. Morris running Layup,[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,,,,,,Missed,,3.01,,,,,,,,,,,,,
69,PT05M36.00S,2021-11-22T01:22:21.4Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,24,16,2021-11-22T01:22:22Z,690000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,
70,PT05M36.00S,2021-11-22T01:22:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,93.34756898817345,47.30392156862745,1610612743,24,16,2021-11-22T01:22:27Z,700000,-13.0,10.0,1,right,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,,,,,,Missed,,1.68,,,,,,,,,,,,,
71,PT05M32.00S,2021-11-22T01:22:25.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,24,16,2021-11-22T01:22:25Z,710000,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,70.0,3.0,1.0,2.0,,,,,,,,,
72,PT05M32.00S,2021-11-22T01:22:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,93.61038107752957,49.01960784313726,1610612743,24,18,2021-11-22T01:22:30Z,720000,-5.0,8.0,1,right,A. Gordon tip Layup (7 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,,,,,,Made,7.0,0.9,,,,,,,,,,,,,
73,PT05M22.00S,2021-11-22T01:22:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,3.4165571616294272,36.251531862745104,1610612756,24,18,2021-11-22T01:25:28Z,730000,69.0,-20.0,1,left,MISS D. Booker 7' driving floating bank Shot,[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,,,,,,Missed,,7.17,,,,,,,,,,,,,
74,PT05M18.00S,2021-11-22T01:22:39.4Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,24,18,2021-11-22T01:28:05Z,740000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,
75,PT05M18.00S,2021-11-22T01:22:40.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203115,92.69053876478318,52.205882352941174,1610612743,24,20,2021-11-22T01:29:42Z,750000,11.0,16.0,1,right,W. Barton running Jump Shot (4 PTS),[203115],1610612743.0,DEN,running,,,Barton,W. Barton,,,,,,,,,,Made,4.0,1.96,,,,,,,,,,,,,
76,PT05M05.00S,2021-11-22T01:22:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,14.37253613666229,43.872549019607845,1610612756,24,20,2021-11-22T01:22:55Z,760000,31.0,83.0,1,left,MISS D. Ayton 8' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,,,,,,Missed,,8.81,,,,,,,,,,,,,
77,PT05M03.00S,2021-11-22T01:22:54.4Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,24,20,2021-11-22T01:22:55Z,770000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,
78,PT04M51.00S,2021-11-22T01:23:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,85.20039421813404,49.754901960784316,1610612743,24,20,2021-11-22T01:23:13Z,780000,-1.0,87.0,1,right,MISS W. Barton 8' turnaround fadeaway Shot,[203115],1610612743.0,DEN,turnaround fadeaway,,,Barton,W. Barton,,,,,,,,,,Missed,,8.66,,,,,,,,,,,,,
79,PT04M48.00S,2021-11-22T01:23:10.4Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,24,20,2021-11-22T01:23:10Z,790000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,
80,PT04M40.00S,2021-11-22T01:23:18.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,32.24375821287779,59.31372549019608,1610612756,27,20,2021-11-22T01:23:21Z,800000,-47.0,251.0,1,left,D. Booker 25' 3PT  (8 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,8.0,25.49,,,,,C. Paul,101108.0,6.0,,,,,,
82,PT04M21.00S,2021-11-22T01:23:36.4Z,1,REGULAR,3pt,Jump Shot,[],203210,75.607752956636,12.5,1610612743,27,20,2021-11-22T01:23:42Z,820000,-188.0,177.0,1,right,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Missed,,25.77,,,,,,,,,,,,,
83,PT04M19.00S,2021-11-22T01:23:38.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,27,20,2021-11-22T01:23:42Z,830000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
84,PT04M07.00S,2021-11-22T01:23:51.6Z,1,REGULAR,3pt,Jump Shot,[],203109,9.379106438896187,97.30392156862744,1610612756,30,20,2021-11-22T01:23:55Z,840000,-237.0,36.0,1,left,J. Crowder 3PT  (11 PTS) (D. Ayton 1 AST),"[203109, 1629028]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,Made,11.0,23.92,,,,,D. Ayton,1629028.0,1.0,,,,,,
86,PT04M05.00S,2021-11-22T01:23:58.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,30,20,2021-11-22T01:23:58Z,860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612743,30,20,2021-11-22T02:09:11Z,955000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],1628969,,,1610612743,30,20,2021-11-22T02:09:11Z,1002500,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],101108,,,1610612743,30,20,2021-11-22T02:09:11Z,1026250,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],203109,,,1610612743,30,20,2021-11-22T02:09:11Z,1038125,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],203115,,,1610612743,30,20,2021-11-22T02:09:11Z,1044062,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],203210,,,1610612743,30,20,2021-11-22T02:09:11Z,1047031,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],201145,,,1610612743,30,20,2021-11-22T02:09:11Z,1048515,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,30,20,2021-11-22T02:09:11Z,1049257,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612743,30,20,2021-11-22T02:09:11Z,1049628,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
