actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M16.00S,2022-01-09T02:12:49.8Z,1,REGULAR,3pt,Jump Shot,[],203109,70.38436268068331,28.186274509803923,1610612756,3,3,2022-01-09T02:12:53Z,160000,-109.0,226.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,25.09,Missed,,,,,,,,,,,,,,,,,
17,PT10M14.00S,2022-01-09T02:12:51.8Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,3,3,2022-01-09T02:12:53Z,170000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M06.00S,2022-01-09T02:13:00.0Z,1,REGULAR,3pt,Jump Shot,[],1628997,9.674770039421814,3.431372549019608,1610612748,3,6,2022-01-09T02:13:03Z,180000,233.0,38.0,1,left,C. Martin 3PT  (3 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,23.59,Made,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,,,
20,PT09M50.00S,2022-01-09T02:13:15.2Z,1,REGULAR,3pt,Jump Shot,[],101108,93.51182654402102,3.9215686274509802,1610612756,6,6,2022-01-09T02:13:18Z,200000,-230.0,8.0,1,right,C. Paul 3PT  (3 PTS) (M. Bridges 1 AST),"[101108, 1628969]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,23.06,Made,,,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,
22,PT09M30.00S,2022-01-09T02:13:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,26.363337713534822,82.84313725490196,1610612748,6,6,2022-01-09T02:13:38Z,220000,-164.0,195.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
23,PT09M28.00S,2022-01-09T02:13:37.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,6,2022-01-09T02:13:38Z,230000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M25.00S,2022-01-09T02:13:41.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,72.61826544021025,81.86274509803921,1610612756,9,6,2022-01-09T02:13:44Z,240000,159.0,205.0,1,right,M. Bridges 25' 3PT running pullup (3 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,running pullup,,,Bridges,M. Bridges,,,,,,,25.95,Made,,,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,
25,PT09M14.00S,2022-01-09T02:13:51.4Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,9,6,2022-01-09T02:13:54Z,250000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 203109]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,1.0,,,,,,,Crowder,203109.0,,,,,,,,,,,
26,PT09M14.00S,2022-01-09T02:13:51.4Z,1,REGULAR,steal,,[],203109,,,1610612756,9,6,2022-01-09T02:13:52Z,260000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M07.00S,2022-01-09T02:13:58.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,88.12417871222075,2.696078431372549,1610612756,12,6,2022-01-09T02:15:26Z,270000,-237.0,59.0,1,right,M. Bridges 24' 3PT pullup (6 PTS) (J. Crowder 1 AST),"[1628969, 203109]",1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,,24.38,Made,,,,,,,6.0,J. Crowder,203109.0,1.0,,,,,,,
30,PT08M46.00S,2022-01-09T02:14:20.2Z,1,REGULAR,3pt,Jump Shot,[],200782,6.783837056504599,95.83333333333334,1610612748,12,6,2022-01-09T02:14:25Z,290000,-229.0,11.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,,
31,PT08M44.00S,2022-01-09T02:14:22.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,12,6,2022-01-09T02:14:25Z,300000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,
32,PT08M44.00S,2022-01-09T02:14:29.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,12,6,2022-01-09T02:14:29Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M28.00S,2022-01-09T02:14:46.6Z,1,REGULAR,2pt,Jump Shot,[],203109,85.62746386333771,26.47058823529412,1610612756,12,6,2022-01-09T02:14:50Z,320000,-118.0,83.0,1,right,MISS J. Crowder 14' step back Shot,[203109],1610612756.0,PHX,step back,,,Crowder,J. Crowder,,,,,,,14.37,Missed,,,,,,,,,,,,,,,,,
34,PT08M26.00S,2022-01-09T02:14:48.6Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,12,6,2022-01-09T02:14:50Z,330000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT08M22.00S,2022-01-09T02:14:53.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,11.12023653088042,94.85294117647058,1610612748,12,6,2022-01-09T02:14:57Z,340000,-224.0,52.0,1,left,MISS C. Martin running 3PT,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,23.02,Missed,,,,,,,,,,,,,,,,,
36,PT08M19.00S,2022-01-09T02:14:56.3Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,12,6,2022-01-09T02:14:57Z,350000,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,
37,PT08M18.00S,2022-01-09T02:14:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200768,6.652431011826544,50.0,1610612748,12,8,2022-01-09T02:15:00Z,360000,0.0,10.0,1,left,K. Lowry tip Layup (2 PTS),[200768],1610612748.0,MIA,tip,,,Lowry,K. Lowry,,,,,,,1.0,Made,,,,,,,2.0,,,,,,,,,,
38,PT08M06.00S,2022-01-09T02:15:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.1084099868594,50.0,1610612756,12,8,2022-01-09T02:15:12Z,370000,0.0,134.0,1,right,MISS C. Paul 13' Jump Shot,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,13.45,Missed,,,,,,,,,,,,,,,,,
39,PT08M05.00S,2022-01-09T02:15:10.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,12,8,2022-01-09T02:15:12Z,380000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,
40,PT08M05.00S,2022-01-09T02:15:14.4Z,1,REGULAR,foul,personal,[],101108,,,1610612748,12,8,2022-01-09T02:15:20Z,390000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 200782]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,1662.0,,,,,,,,,,,,,,1.0,0.0,Tucker,200782.0,,,
42,PT07M53.00S,2022-01-09T02:15:38.2Z,1,REGULAR,violation,kicked ball,[],203109,,,1610612748,12,8,2022-01-09T02:15:44Z,410000,,,0,,J. Crowder kicked ball VIOLATION,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
43,PT07M47.00S,2022-01-09T02:15:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,31.61957950065703,56.372549019607845,1610612748,12,11,2022-01-09T02:16:00Z,420000,-32.0,245.0,1,left,M. Strus 24' 3PT  (6 PTS) (O. Yurtseven 2 AST),"[1629622, 1630209]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,24.68,Made,,,,,,,6.0,O. Yurtseven,1630209.0,2.0,,,,,,,
45,PT07M30.00S,2022-01-09T02:16:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,88.25558475689881,50.98039215686274,1610612756,14,11,2022-01-09T02:16:24Z,440000,5.0,58.0,1,right,J. Crowder driving floating bank Jump Shot (2 PTS) (C. Paul 2 AST),"[203109, 101108]",1610612756.0,PHX,driving floating bank,,,Crowder,J. Crowder,,,,,,,5.81,Made,,,,,,,2.0,C. Paul,101108.0,2.0,,,,,,,
47,PT07M16.00S,2022-01-09T02:16:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,21.895532194480946,10.049019607843137,1610612748,14,11,2022-01-09T02:16:30Z,460000,200.0,153.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,25.18,Missed,,,,,,,,,,,,,,,,,
48,PT07M15.00S,2022-01-09T02:16:29.0Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,14,11,2022-01-09T02:16:30Z,470000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M06.00S,2022-01-09T02:16:40.6Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612756,14,11,2022-01-09T02:16:56Z,480000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Booker 2 FT),"[1630209, 1626164]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,1626300.0,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,
51,PT07M06.00S,2022-01-09T02:17:08.0Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,15,11,2022-01-09T02:17:08Z,500000,,,0,,D. Booker Free Throw 1 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
52,PT07M06.00S,2022-01-09T02:17:23.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,16,11,2022-01-09T02:17:23Z,510000,,,0,,D. Booker Free Throw 2 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
53,PT06M53.00S,2022-01-09T02:17:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,5.995400788436268,43.872549019607845,1610612748,16,13,2022-01-09T02:17:42Z,520000,31.0,4.0,1,left,P. Tucker cutting Layup (2 PTS) (K. Lowry 2 AST),"[200782, 200768]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,,,3.08,Made,,,,,,,2.0,K. Lowry,200768.0,2.0,,,,,,,
55,PT06M43.00S,2022-01-09T02:17:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,91.93495400788436,3.6764705882352944,1610612756,16,13,2022-01-09T02:17:51Z,540000,-232.0,23.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,23.28,Missed,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2022-01-09T02:17:51.1Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,16,13,2022-01-09T02:17:51Z,550000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,
57,PT06M30.00S,2022-01-09T02:18:04.1Z,1,REGULAR,foul,personal,[],1626164,,,1610612748,16,13,2022-01-09T02:18:10Z,560000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 200768]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,1626300.0,,,,,,,,,,,,,,1.0,0.0,Lowry,200768.0,,,
59,PT06M30.00S,2022-01-09T02:18:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,16,13,2022-01-09T02:18:11Z,580000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2022-01-09T02:21:12.1Z,1,REGULAR,3pt,Jump Shot,[],200768,18.610381077529567,93.62745098039215,1610612748,16,16,2022-01-09T02:25:23Z,590000,-218.0,122.0,1,left,K. Lowry 25' 3PT pullup (5 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,25.01,Made,,,,,,,5.0,,,,,,,,,,
61,PT05M57.00S,2022-01-09T02:21:35.7Z,1,REGULAR,3pt,Jump Shot,[],203109,73.14388961892247,81.37254901960785,1610612756,16,16,2022-01-09T02:23:37Z,600000,157.0,200.0,1,right,MISS J. Crowder 25' pullup 3PT,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,,,25.41,Missed,,,,,,,,,,,,,,,,,
62,PT05M55.00S,2022-01-09T02:21:37.7Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,16,16,2022-01-09T02:21:40Z,610000,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT05M48.00S,2022-01-09T02:21:48.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,16,16,2022-01-09T02:21:48Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M48.00S,2022-01-09T02:21:49.5Z,1,REGULAR,substitution,out,[],203109,,,1610612748,16,16,2022-01-09T02:22:05Z,630000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M48.00S,2022-01-09T02:21:49.5Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,16,16,2022-01-09T02:22:05Z,640000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M48.00S,2022-01-09T02:21:49.5Z,1,REGULAR,substitution,in,[],1629661,,,1610612748,16,16,2022-01-09T02:22:05Z,650000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M48.00S,2022-01-09T02:21:49.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,16,16,2022-01-09T02:22:05Z,660000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M40.00S,2022-01-09T02:22:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,7.178055190538765,49.26470588235294,1610612748,16,18,2022-01-09T02:22:26Z,670000,4.0,15.0,1,left,P. Tucker cutting Layup (4 PTS) (O. Yurtseven 3 AST),"[200782, 1630209]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,,,1.54,Made,,,,,,,4.0,O. Yurtseven,1630209.0,3.0,,,,,,,
70,PT05M30.00S,2022-01-09T02:22:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.50262812089356,51.470588235294116,1610612756,16,18,2022-01-09T02:22:33Z,690000,7.0,131.0,1,right,MISS D. Booker 13' driving floating Shot - blocked,"[1626164, 1629639]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,,13.1,Missed,,,,,,,,,,,,,,,Herro,1629639.0,
71,PT05M30.00S,2022-01-09T02:22:27.9Z,1,REGULAR,block,,[],1629639,,,1610612756,16,18,2022-01-09T02:22:29Z,700000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2022-01-09T02:22:30.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,16,18,2022-01-09T02:22:33Z,710000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M15.00S,2022-01-09T02:22:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,15.850854139290407,45.34313725490196,1610612748,16,18,2022-01-09T02:22:49Z,720000,23.0,96.0,1,left,MISS P. Tucker 9' fadeaway Shot,[200782],1610612748.0,MIA,fadeaway,,,Tucker,P. Tucker,,,,,,,9.93,Missed,,,,,,,,,,,,,,,,,
74,PT05M11.00S,2022-01-09T02:22:47.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,16,18,2022-01-09T02:22:49Z,730000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT05M04.00S,2022-01-09T02:22:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.26215505913272,53.431372549019606,1610612756,16,18,2022-01-09T02:22:56Z,740000,17.0,105.0,1,right,MISS D. Booker 10' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,,10.62,Missed,,,,,,,,,,,,,,,,,
76,PT05M03.00S,2022-01-09T02:22:55.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,16,18,2022-01-09T02:22:56Z,750000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,
77,PT04M55.00S,2022-01-09T02:23:03.8Z,1,REGULAR,3pt,Jump Shot,[],200782,32.933639947437584,45.09803921568628,1610612748,16,21,2022-01-09T02:23:07Z,760000,25.0,257.0,1,left,P. Tucker 25' 3PT  (7 PTS) (K. Lowry 3 AST),"[200782, 200768]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,25.83,Made,,,,,,,7.0,K. Lowry,200768.0,3.0,,,,,,,
79,PT04M36.00S,2022-01-09T02:23:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,72.7496714848883,16.911764705882355,1610612756,16,21,2022-01-09T02:23:24Z,780000,-165.0,204.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,26.24,Missed,,,,,,,,,,,,,,,,,
80,PT04M34.00S,2022-01-09T02:23:24.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,16,21,2022-01-09T02:23:24Z,790000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT04M28.00S,2022-01-09T02:23:29.9Z,1,REGULAR,3pt,Jump Shot,[],200768,33.722076215505915,41.17647058823529,1610612748,16,21,2022-01-09T02:23:34Z,800000,44.0,264.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,26.82,Missed,,,,,,,,,,,,,,,,,
82,PT04M26.00S,2022-01-09T02:23:32.4Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,16,21,2022-01-09T02:23:32Z,810000,,,0,,O. Yurtseven REBOUND (Off:1 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,81.0,4.0,3.0,1.0,,,,,,,,,,,,,
86,PT04M28.00S,2022-01-09T02:24:21.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,16,21,2022-01-09T02:27:03Z,825000,,,0,,,[],,,overturned,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,Out of Bounds - Overturn Call
85,PT04M28.00S,2022-01-09T02:25:12.1Z,1,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,16,21,2022-01-09T02:25:49Z,840000,,,0,,M. Strus step out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,step,,,Strus,M. Strus,,,,,1662.0,1.0,,,,,,,,,,,,,,,,,,,
87,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,out,[],101108,,,1610612756,16,21,2022-01-09T02:25:34Z,850000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,16,21,2022-01-09T02:25:34Z,860000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,out,[],1629622,,,1610612756,16,21,2022-01-09T02:25:34Z,870000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,out,[],1630209,,,1610612756,16,21,2022-01-09T02:25:34Z,880000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,in,[],201580,,,1610612756,16,21,2022-01-09T02:25:34Z,890000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,16,21,2022-01-09T02:25:34Z,900000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,in,[],1629735,,,1610612756,16,21,2022-01-09T02:25:34Z,910000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,
