actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
26,PT09M11.00S,2022-10-23T23:16:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.24901445466492,44.85294117647059,1610612762,6,5,2022-10-23T23:16:46Z,260000,-26.0,11.0,1,right,J. Clarkson driving Layup (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M05.00S,2022-10-23T23:16:46.3Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,6,5,2022-10-23T23:16:52Z,270000,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1629020]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,
28,PT09M05.00S,2022-10-23T23:16:46.3Z,1,REGULAR,steal,,[],1629020,,,1610612762,6,5,2022-10-23T23:16:49Z,280000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M05.00S,2022-10-23T23:16:55.7Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612762,6,5,2022-10-23T23:17:11Z,290000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Markkanen 2 FT),"[203468, 1628374]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Markkanen,1628374.0,,
31,PT09M05.00S,2022-10-23T23:17:13.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,6,6,2022-10-23T23:17:13Z,310000,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
32,PT09M05.00S,2022-10-23T23:17:29.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,6,7,2022-10-23T23:17:29Z,320000,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M54.00S,2022-10-23T23:17:43.0Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,6,7,2022-10-23T23:17:47Z,330000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1629020]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,
34,PT08M54.00S,2022-10-23T23:17:43.0Z,1,REGULAR,steal,,[],1629020,,,1610612762,6,7,2022-10-23T23:17:45Z,340000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
35,PT08M48.00S,2022-10-23T23:17:48.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203903,71.96123521681997,81.37254901960785,1610612762,6,10,2022-10-23T23:17:58Z,350000,157.0,211.0,1,right,J. Clarkson 26' 3PT  (5 PTS) (J. Vanderbilt 1 AST),"[203903, 1629020]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.3,Made,5.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
37,PT08M36.00S,2022-10-23T23:18:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612740,6,10,2022-10-23T23:18:16Z,370000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628374, 1627742]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Ingram,1627742.0,,
39,PT08M36.00S,2022-10-23T23:18:29.1Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,6,10,2022-10-23T23:18:29Z,390000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M36.00S,2022-10-23T23:18:29.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,6,10,2022-10-23T23:18:29Z,400000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
41,PT08M36.00S,2022-10-23T23:18:48.1Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,7,10,2022-10-23T23:18:48Z,410000,,,0,,B. Ingram Free Throw 2 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2022-10-23T23:19:02.1Z,1,REGULAR,3pt,Jump Shot,[],203482,94.82588699080158,95.34313725490196,1610612762,7,10,2022-10-23T23:19:08Z,420000,227.0,-4.0,1,right,MISS K. Olynyk 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2022-10-23T23:19:07.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,7,10,2022-10-23T23:19:08Z,430000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M11.00S,2022-10-23T23:19:16.4Z,1,REGULAR,3pt,Jump Shot,[],202685,26.49474375821288,20.34313725490196,1610612740,7,10,2022-10-23T23:19:21Z,440000,148.0,197.0,1,left,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,24.63,Missed,,,,,,,,,,,,,,,,,,
45,PT08M08.00S,2022-10-23T23:19:19.4Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,7,10,2022-10-23T23:19:21Z,450000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
46,PT07M47.00S,2022-10-23T23:19:40.7Z,1,REGULAR,3pt,Jump Shot,[],203903,72.61826544021025,18.872549019607842,1610612762,7,10,2022-10-23T23:19:47Z,460000,-156.0,205.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
47,PT07M44.00S,2022-10-23T23:19:43.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,7,10,2022-10-23T23:19:47Z,470000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,46.0,,,,,,,,,,,,,
49,PT07M28.00S,2022-10-23T23:20:16.4Z,1,REGULAR,foul,personal,[],203482,,,1610612740,7,10,2022-10-23T23:20:25Z,490000,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 203468]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,200832.0,1.0,0.0,McCollum,203468.0,,
51,PT07M21.00S,2022-10-23T23:20:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,10.068988173455978,48.03921568627451,1610612740,9,10,2022-10-23T23:20:49Z,510000,10.0,42.0,1,left,Z. Williamson driving finger roll Layup (2 PTS) (J. Valanciunas 1 AST),"[1629627, 202685]",1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.32,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
53,PT07M03.00S,2022-10-23T23:20:57.8Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,9,10,2022-10-23T23:21:03Z,530000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 202685]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Valanciunas,202685.0,,,,,,,
54,PT07M03.00S,2022-10-23T23:20:57.8Z,1,REGULAR,steal,,[],202685,,,1610612740,9,10,2022-10-23T23:22:32Z,540000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2022-10-23T23:21:03.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627742,2.759526938239159,97.32689950980392,1610612740,12,10,2022-10-23T23:21:20Z,550000,-237.0,-27.0,1,left,B. Ingram 3PT  (6 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,23.81,Made,6.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
57,PT06M34.00S,2022-10-23T23:21:26.1Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,12,10,2022-10-23T23:21:32Z,570000,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1627742]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Ingram,1627742.0,,,,,,,
58,PT06M34.00S,2022-10-23T23:21:26.1Z,1,REGULAR,steal,,[],1627742,,,1610612740,12,10,2022-10-23T23:21:28Z,580000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M28.00S,2022-10-23T23:21:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,10.988830486202366,49.50980392156863,1610612740,12,10,2022-10-23T23:21:43Z,590000,2.0,51.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 1629020]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,,,Vanderbilt,1629020.0
60,PT06M28.00S,2022-10-23T23:21:32.5Z,1,REGULAR,block,,[],1629020,,,1610612740,12,10,2022-10-23T23:21:35Z,600000,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2022-10-23T23:21:36.5Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,12,10,2022-10-23T23:21:43Z,610000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,
62,PT06M22.00S,2022-10-23T23:21:37.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,32.40801576872536,49.754901960784316,1610612740,12,10,2022-10-23T23:21:46Z,620000,1.0,252.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2022-10-23T23:21:39.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,12,10,2022-10-23T23:21:46Z,630000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M07.00S,2022-10-23T23:21:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,93.64323258869908,54.41176470588235,1610612762,12,12,2022-10-23T23:21:59Z,640000,22.0,7.0,1,right,L. Markkanen Layup (4 PTS) (J. Clarkson 1 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
66,PT05M46.00S,2022-10-23T23:22:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,13.87976346911958,47.05882352941176,1610612740,12,12,2022-10-23T23:26:21Z,660000,15.0,78.0,1,left,MISS Z. Williamson 7' driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
67,PT05M41.00S,2022-10-23T23:22:18.4Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,12,12,2022-10-23T23:22:18Z,670000,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,
68,PT05M41.00S,2022-10-23T23:22:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,5.590000152587891,50.0,1610612740,14,12,2022-10-23T23:22:18Z,680000,0.0,0.0,1,left,Z. Williamson putback Layup (4 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
69,PT05M28.00S,2022-10-23T23:22:32.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.51182654402102,50.98039215686274,1610612762,14,14,2022-10-23T23:22:39Z,690000,5.0,8.0,1,right,L. Markkanen cutting DUNK (6 PTS) (M. Conley 2 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.98,Made,6.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
71,PT05M17.00S,2022-10-23T23:22:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.732588699080158,55.14705882352941,1610612740,16,14,2022-10-23T23:22:50Z,710000,-26.0,1.0,1,left,C. McCollum driving Layup (6 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.57,Made,6.0,,,,,,,,,,,,,,,,,
72,PT05M04.00S,2022-10-23T23:22:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,85.23324572930355,49.50980392156863,1610612762,16,14,2022-10-23T23:28:12Z,720000,-2.0,86.0,1,right,MISS J. Vanderbilt 8' floating Shot,[1629020],1610612762.0,UTA,floating,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
73,PT05M02.00S,2022-10-23T23:22:58.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,16,14,2022-10-23T23:23:08Z,730000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,
74,PT05M01.00S,2022-10-23T23:23:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,94.03745072273325,44.85294117647059,1610612762,16,16,2022-10-23T23:29:43Z,740000,-26.0,4.0,1,right,L. Markkanen finger roll Layup (8 PTS),[1628374],1610612762.0,UTA,finger roll,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.59,Made,8.0,,,,,,,,,,,,,,,,,
75,PT05M01.00S,2022-10-23T23:23:09.6Z,1,REGULAR,foul,personal,['1freethrow'],202685,,,1610612762,16,16,2022-10-23T23:26:14Z,750000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Markkanen 1 FT),"[202685, 1628374]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200832.0,1.0,0.0,Markkanen,1628374.0,,
77,PT05M01.00S,2022-10-23T23:23:30.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,16,16,2022-10-23T23:25:01Z,770000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612762,16,16,2022-10-23T23:25:57Z,780000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,out,[],202685,,,1610612762,16,16,2022-10-23T23:25:57Z,790000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612762,16,16,2022-10-23T23:25:57Z,800000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,out,[],201144,,,1610612762,16,16,2022-10-23T23:25:57Z,810000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,in,[],1626204,,,1610612762,16,16,2022-10-23T23:25:57Z,820000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,in,[],1630530,,,1610612762,16,16,2022-10-23T23:25:57Z,830000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M01.00S,2022-10-23T23:25:34.2Z,1,REGULAR,substitution,in,[],1629012,,,1610612762,16,16,2022-10-23T23:25:57Z,840000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
