actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
178,PT10M25.00S,2023-01-07T01:17:48.4Z,2,REGULAR,3pt,Jump Shot,[],203552,25.443495400788436,88.48039215686273,1610612751,35,28,2023-01-07T01:17:54Z,1730000,False,-192.0,187.0,1,left,MISS S. Curry 26' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.81,,,,,,,,,,,,
179,PT10M22.00S,2023-01-07T01:17:51.4Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,35,28,2023-01-07T01:17:54Z,1740000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,
180,PT10M16.00S,2023-01-07T01:17:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.59198423127464,54.65686274509803,1610612740,37,28,2023-01-07T01:18:04Z,1750000,False,23.0,17.0,1,right,J. Alvarado driving Layup (13 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,2.89,,,,,,,,,,,,
181,PT09M49.00S,2023-01-07T01:18:24.3Z,2,REGULAR,2pt,Jump Shot,[],203552,19.004599211563733,71.32352941176471,1610612751,37,28,2023-01-07T01:18:28Z,1760000,False,-107.0,126.0,1,left,MISS S. Curry 16' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.51,,,,,,,,,,,,
182,PT09M47.00S,2023-01-07T01:18:26.3Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,37,28,2023-01-07T01:18:28Z,1770000,False,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,181.0,4.0,2.0,2.0,,,,,,
183,PT09M37.00S,2023-01-07T01:18:36.7Z,2,REGULAR,3pt,Jump Shot,[],1630631,89.43823915900131,95.83333333333334,1610612740,37,28,2023-01-07T01:18:42Z,1780000,False,229.0,47.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.39,,,,,,,,,,,,
184,PT09M35.00S,2023-01-07T01:18:38.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,37,28,2023-01-07T01:18:42Z,1790000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,
185,PT09M32.00S,2023-01-07T01:18:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,8.09789750328515,52.69607843137255,1610612751,37,28,2023-01-07T01:18:50Z,1800000,False,-13.0,24.0,1,left,MISS K. Irving running finger roll Layup,[202681],1610612751.0,BKN,running finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.72,,,,,,,,,,,,
186,PT09M30.00S,2023-01-07T01:18:46.5Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,37,28,2023-01-07T01:18:46Z,1810000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,
187,PT09M29.00S,2023-01-07T01:18:50.7Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612740,37,28,2023-01-07T01:19:02Z,1820000,False,,,0,,J. Harris shooting personal FOUL (1 PF) (Marshall 2 FT),"[203925, 1630230]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
189,PT09M29.00S,2023-01-07T01:19:19.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630230,,,1610612740,38,28,2023-01-07T01:19:19Z,1840000,False,,,0,,N. Marshall Free Throw 1 of 2 (12 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
190,PT09M29.00S,2023-01-07T01:19:35.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630230,,,1610612740,39,28,2023-01-07T01:19:35Z,1850000,False,,,0,,N. Marshall Free Throw 2 of 2 (13 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
191,PT09M12.00S,2023-01-07T01:19:55.1Z,2,REGULAR,foul,personal,[],1629637,,,1610612751,39,28,2023-01-07T01:20:02Z,1860000,False,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 1626220]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,1155.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,
193,PT09M06.00S,2023-01-07T01:20:17.4Z,2,REGULAR,3pt,Jump Shot,[],202681,22.28975032851511,90.68627450980392,1610612751,39,28,2023-01-07T01:20:22Z,1880000,False,-203.0,157.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.69,,,,,,,,,,,,
194,PT09M03.00S,2023-01-07T01:20:20.4Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,39,28,2023-01-07T01:20:22Z,1890000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,
195,PT08M51.00S,2023-01-07T01:20:32.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,69.33311432325887,24.754901960784316,1610612740,39,28,2023-01-07T01:20:37Z,1900000,False,-126.0,236.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.74,,,,,,,,,,,,
196,PT08M48.00S,2023-01-07T01:20:35.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,39,28,2023-01-07T01:20:37Z,1910000,False,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,195.0,2.0,1.0,1.0,,,,,,
197,PT08M42.00S,2023-01-07T01:20:41.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203552,5.469776609724048,95.09803921568627,1610612751,39,28,2023-01-07T01:20:48Z,1920000,False,-225.0,-1.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.55,,,,,,,,,,,,
198,PT08M39.00S,2023-01-07T01:20:44.6Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,39,28,2023-01-07T01:20:48Z,1930000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,
199,PT08M27.00S,2023-01-07T01:20:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,91.14651773981603,50.73529411764706,1610612740,39,28,2023-01-07T01:21:03Z,1940000,False,4.0,31.0,1,right,MISS J. Hayes driving Layup,[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.09,,,,,,,,,,,,
200,PT08M27.00S,2023-01-07T01:20:55.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,39,28,2023-01-07T01:21:03Z,1950000,False,,,0,,J. Hayes REBOUND (Off:3 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,199.0,5.0,2.0,3.0,,,,,,
201,PT08M27.00S,2023-01-07T01:20:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,94.40999984741211,50.0,1610612740,41,28,2023-01-07T01:20:58Z,1960000,False,0.0,0.0,1,right,J. Hayes tip Layup (4 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,0.0,,,,,,,,,,,,
202,PT08M27.00S,2023-01-07T01:21:03.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,41,28,2023-01-07T01:21:03Z,1970000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M27.00S,2023-01-07T01:21:59.0Z,2,REGULAR,substitution,out,[],1630631,,,1610612751,41,28,2023-01-07T01:24:18Z,1980000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M27.00S,2023-01-07T01:21:59.0Z,2,REGULAR,substitution,out,[],203552,,,1610612751,41,28,2023-01-07T01:24:18Z,1990000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M27.00S,2023-01-07T01:21:59.0Z,2,REGULAR,substitution,in,[],1630530,,,1610612751,41,28,2023-01-07T01:24:18Z,2000000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M27.00S,2023-01-07T01:21:59.0Z,2,REGULAR,substitution,in,[],203933,,,1610612751,41,28,2023-01-07T01:24:18Z,2010000,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M13.00S,2023-01-07T01:24:33.0Z,2,REGULAR,3pt,Jump Shot,[],1626220,15.850854139290407,4.166666666666666,1610612751,41,28,2023-01-07T01:24:38Z,2020000,False,229.0,96.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.87,,,,,,,,,,,,
208,PT08M10.00S,2023-01-07T01:24:36.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,41,28,2023-01-07T01:24:38Z,2030000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,207.0,4.0,4.0,0.0,,,,,,
209,PT07M54.00S,2023-01-07T01:24:53.8Z,2,REGULAR,foul,personal,['2freethrow'],203933,,,1610612740,41,28,2023-01-07T01:25:00Z,2040000,False,,,0,,T. Warren shooting personal FOUL (1 PF) (Marshall 2 FT),"[203933, 1630230]",1610612751.0,BKN,shooting,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
211,PT07M54.00S,2023-01-07T01:25:18.7Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,42,28,2023-01-07T01:25:18Z,2060000,False,,,0,,N. Marshall Free Throw 1 of 2 (14 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
212,PT07M54.00S,2023-01-07T01:25:31.0Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,43,28,2023-01-07T01:25:31Z,2070000,False,,,0,,N. Marshall Free Throw 2 of 2 (15 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
213,PT07M37.00S,2023-01-07T01:25:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,19.004599211563733,35.53921568627451,1610612751,43,30,2023-01-07T01:25:54Z,2080000,False,72.0,126.0,1,left,K. Irving 14' pullup Jump Shot (7 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,14.54,,,,,,,,,,,,
214,PT07M16.00S,2023-01-07T01:26:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,90.3580814717477,46.81372549019608,1610612740,43,30,2023-01-07T01:26:23Z,2090000,False,-16.0,38.0,1,right,MISS L. Nance Jr. Layup - blocked,"[1626204, 203925]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.13,Harris,203925.0,,,,,,,,,,
215,PT07M16.00S,2023-01-07T01:26:13.4Z,2,REGULAR,block,,[],203925,,,1610612740,43,30,2023-01-07T01:26:16Z,2100000,False,,,0,,J. Harris BLOCK (1 BLK),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT07M16.00S,2023-01-07T01:26:13.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,30,2023-01-07T01:26:23Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,214.0,,,,,,,,,
218,PT07M13.00S,2023-01-07T01:26:30.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,76.5604467805519,86.76470588235294,1610612740,43,30,2023-01-07T01:26:35Z,2130000,False,184.0,168.0,1,right,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.89,,,,,,,,,,,,
219,PT07M09.00S,2023-01-07T01:26:34.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,43,30,2023-01-07T01:26:35Z,2140000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,
220,PT07M02.00S,2023-01-07T01:26:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,9.149145860709593,55.88235294117647,1610612751,43,30,2023-01-07T01:26:46Z,2150000,False,-29.0,34.0,1,left,MISS B. Simmons driving Layup,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.46,,,,,,,,,,,,
221,PT07M00.00S,2023-01-07T01:26:43.4Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,43,30,2023-01-07T01:26:46Z,2160000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,220.0,4.0,4.0,0.0,,,,,,
222,PT06M53.00S,2023-01-07T01:26:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,89.43823915900131,52.69607843137255,1610612740,45,30,2023-01-07T01:26:53Z,2170000,False,13.0,47.0,1,right,D. Graham floating Jump Shot (2 PTS),[1628984],1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.87,,,,,,,,,,,,
223,PT06M43.00S,2023-01-07T01:27:02.9Z,2,REGULAR,2pt,Jump Shot,[],203933,22.552562417871222,46.568627450980394,1610612751,45,32,2023-01-07T01:27:12Z,2180000,False,17.0,159.0,1,left,T. Warren 16' driving floating Jump Shot (2 PTS) (B. Simmons 3 AST),"[203933, 1627732]",1610612751.0,BKN,driving floating,,,Warren,T. Warren,,,,,Mid-Range,8-16 Center,,,,,,Made,2.0,16.04,,,,,,,,,,B. Simmons,1627732.0,3.0
225,PT06M43.00S,2023-01-07T01:27:12.2Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612751,45,32,2023-01-07T01:27:21Z,2200000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Warren 1 FT),"[1629637, 203933]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,1155.0,2.0,0.0,Warren,203933.0,,,,,,,,,,,,,,,
227,PT06M43.00S,2023-01-07T01:27:28.1Z,2,REGULAR,freethrow,1 of 1,[],203933,,,1610612751,45,33,2023-01-07T01:27:28Z,2220000,False,,,0,,T. Warren Free Throw 1 of 1 (3 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
228,PT06M31.00S,2023-01-07T01:27:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,88.78120893561103,44.85294117647059,1610612740,45,33,2023-01-07T01:27:48Z,2230000,False,-26.0,53.0,1,right,MISS D. Graham driving Layup,[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.89,,,,,,,,,,,,
230,PT06M28.00S,2023-01-07T01:27:46.5Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,45,33,2023-01-07T01:27:48Z,2250000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,228.0,3.0,3.0,0.0,,,,,,
231,PT06M28.00S,2023-01-07T01:27:48.9Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612751,45,33,2023-01-07T01:27:58Z,2260000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Warren 2 FT),"[1630530, 203933]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,1.0,0.0,Warren,203933.0,,,,,,,,,,,,,,,
233,PT06M28.00S,2023-01-07T01:28:14.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203933,,,1610612751,45,34,2023-01-07T01:28:14Z,2280000,False,,,0,,T. Warren Free Throw 1 of 2 (4 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
234,PT06M28.00S,2023-01-07T01:28:16.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612751,45,34,2023-01-07T01:28:20Z,2290000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M28.00S,2023-01-07T01:28:16.3Z,2,REGULAR,substitution,in,[],203468,,,1610612751,45,34,2023-01-07T01:28:20Z,2300000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M28.00S,2023-01-07T01:28:33.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203933,,,1610612751,45,35,2023-01-07T01:28:33Z,2310000,False,,,0,,T. Warren Free Throw 2 of 2 (5 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
237,PT06M11.00S,2023-01-07T01:28:54.4Z,2,REGULAR,foul,personal,[],203933,,,1610612740,45,35,2023-01-07T01:29:03Z,2320000,False,,,0,,T. Warren personal FOUL (2 PF),"[203933, 1630530]",1610612751.0,BKN,,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Right,1626302.0,2.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
239,PT06M04.00S,2023-01-07T01:29:20.4Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612740,45,35,2023-01-07T01:29:25Z,2340000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1626220]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,
240,PT06M04.00S,2023-01-07T01:29:20.4Z,2,REGULAR,steal,,[],1626220,,,1610612751,45,35,2023-01-07T01:29:22Z,2350000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
241,PT06M00.00S,2023-01-07T01:29:24.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203933,8.623521681997373,49.26470588235294,1610612751,45,37,2023-01-07T01:29:30Z,2360000,False,4.0,29.0,1,left,T. Warren running DUNK (7 PTS) (R. O'Neale 1 AST),"[203933, 1626220]",1610612751.0,BKN,running,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,2.88,,,,,,,,,,R. O'Neale,1626220.0,1.0
243,PT06M00.00S,2023-01-07T01:29:42.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,45,37,2023-01-07T01:29:42Z,2380000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M00.00S,2023-01-07T01:31:25.0Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,45,37,2023-01-07T01:32:28Z,2390000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M00.00S,2023-01-07T01:31:25.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,45,37,2023-01-07T01:32:28Z,2400000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M00.00S,2023-01-07T01:31:25.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,45,37,2023-01-07T01:32:28Z,2410000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M00.00S,2023-01-07T01:31:25.0Z,2,REGULAR,substitution,in,[],202685,,,1610612740,45,37,2023-01-07T01:32:28Z,2420000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M46.00S,2023-01-07T01:32:58.8Z,2,REGULAR,3pt,Jump Shot,[],203468,67.36202365308804,39.950980392156865,1610612740,45,37,2023-01-07T01:33:07Z,2430000,False,-50.0,254.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.92,,,,,,,,,,,,
249,PT05M43.00S,2023-01-07T01:33:01.8Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,45,37,2023-01-07T01:33:07Z,2440000,False,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,248.0,2.0,2.0,0.0,,,,,,
250,PT05M41.00S,2023-01-07T01:33:04.7Z,2,REGULAR,turnover,bad pass,[],203925,,,1610612751,45,37,2023-01-07T01:33:11Z,2450000,False,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 1628984]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Graham,1628984.0,,,
251,PT05M41.00S,2023-01-07T01:33:04.7Z,2,REGULAR,steal,,[],1628984,,,1610612740,45,37,2023-01-07T01:33:07Z,2460000,False,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
252,PT05M26.00S,2023-01-07T01:33:19.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,87.86136662286465,50.98039215686274,1610612740,45,37,2023-01-07T01:33:23Z,2470000,False,5.0,62.0,1,right,MISS C. McCollum 6' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.18,,,,,,,,,,,,
253,PT05M24.00S,2023-01-07T01:33:21.3Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,45,37,2023-01-07T01:33:23Z,2480000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,252.0,4.0,4.0,0.0,,,,,,
254,PT05M20.00S,2023-01-07T01:33:26.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,27.151773981603156,18.38235294117647,1610612751,45,37,2023-01-07T01:33:57Z,2490000,False,158.0,203.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.71,,,,,,,,,,,,
255,PT05M16.00S,2023-01-07T01:33:30.0Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,45,37,2023-01-07T01:33:32Z,2500000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,254.0,1.0,1.0,0.0,,,,,,
256,PT05M00.00S,2023-01-07T01:33:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612740,45,37,2023-01-07T01:33:56Z,2510000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Murphy III 2 FT),"[202681, 1630530]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
258,PT05M00.00S,2023-01-07T01:34:10.5Z,2,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,46,37,2023-01-07T01:34:10Z,2530000,False,,,0,,T. Murphy III Free Throw 1 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
